[2024/8/20 16:0:18] 物品:强效金创药	怪物:246345E0祖玛雕像8	地图:H204	X:79	Y:24 
[2024/8/20 16:26:21] 物品:强效魔法药	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:强效魔法药	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:强效魔法药	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:强效魔法药	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:强效魔法药	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:强效魔法药	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:攻击神水	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:偃月	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:破魂	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:降魔	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:斩马刀	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:修罗	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:骷髅头盔	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:道士头盔	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:蓝翡翠项链	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:放大镜	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:竹笛	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:小手镯	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:魔法手镯	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:黑檀手镯	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:道士手镯	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:死神手套	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:金手镯	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:黑色水晶戒指	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:蛇眼戒指	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:珍珠戒指	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:金戒指	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:骷髅戒指	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:魅力戒指	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:道德戒指	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:降妖除魔戒指	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:21] 物品:珊瑚戒指	怪物:2C4D2590沃玛教主	地图:T119	X:78	Y:54 
[2024/8/20 16:26:31] 物品:强效金创药	怪物:2C892150魔龙血蛙	地图:66	X:206	Y:111 
[2024/8/20 16:26:31] 物品:降妖除魔戒指	怪物:2C892150魔龙血蛙	地图:66	X:206	Y:111 
[2024/8/20 16:26:31] 物品:重盔甲(男)	怪物:2C892150魔龙血蛙	地图:66	X:206	Y:111 
[2024/8/20 16:26:46] 物品:强效太阳水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效太阳水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效太阳水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效太阳水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效太阳水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效太阳水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效太阳水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效太阳水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效太阳水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效太阳水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:太阳水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:太阳水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:太阳水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:太阳水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:太阳水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:太阳水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:太阳水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:太阳水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:太阳水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:太阳水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效金创药	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效金创药	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效金创药	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效金创药	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效金创药	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效金创药	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效金创药	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效金创药	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效金创药	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效金创药	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效魔法药	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效魔法药	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效魔法药	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效魔法药	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效魔法药	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效魔法药	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效魔法药	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效魔法药	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效魔法药	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:强效魔法药	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:HP强化药水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:MP强化药水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:沃玛号角	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:攻击神水	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:魔法长袍(男)	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:偃月	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:破魂	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:降魔	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:斩马刀	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:修罗	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:骷髅头盔	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:道士头盔	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:蓝翡翠项链	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:放大镜	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:竹笛	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:小手镯	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:魔法手镯	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:黑檀手镯	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:道士手镯	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:死神手套	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:金手镯	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:黑色水晶戒指	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:蛇眼戒指	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:珍珠戒指	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:金戒指	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:骷髅戒指	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:魅力戒指	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:道德戒指	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:46] 物品:降妖除魔戒指	怪物:2C4B3EF0沃玛教主	地图:T119	X:79	Y:55 
[2024/8/20 16:26:48] 物品:强效金创药	怪物:1C5D82A0魔龙刀兵1	地图:66	X:207	Y:112 
[2024/8/20 16:27:11] 物品:强效太阳水	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效太阳水	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效太阳水	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效太阳水	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效太阳水	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效太阳水	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效太阳水	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效太阳水	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效太阳水	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效太阳水	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:太阳水	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:太阳水	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:太阳水	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:太阳水	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:太阳水	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:太阳水	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:太阳水	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:太阳水	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:太阳水	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:太阳水	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效金创药	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效金创药	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效金创药	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效金创药	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效金创药	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效金创药	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效金创药	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效金创药	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效金创药	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效金创药	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效魔法药	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效魔法药	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效魔法药	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效魔法药	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效魔法药	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效魔法药	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效魔法药	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效魔法药	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效魔法药	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:强效魔法药	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:沃玛号角	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:攻击神水	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:偃月	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:破魂	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:降魔	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:斩马刀	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:修罗	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:骷髅头盔	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:道士头盔	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:蓝翡翠项链	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:放大镜	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:竹笛	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:小手镯	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:魔法手镯	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:黑檀手镯	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:道士手镯	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:死神手套	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:金手镯	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:黑色水晶戒指	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:蛇眼戒指	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:珍珠戒指	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:金戒指	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:骷髅戒指	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:魅力戒指	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:道德戒指	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:降妖除魔戒指	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:11] 物品:圣言术	怪物:2C7264A0沃玛教主	地图:T119	X:78	Y:56 
[2024/8/20 16:27:28] 物品:强效金创药	怪物:05AEBCE0魔龙刀兵2	地图:66	X:205	Y:113 
[2024/8/20 16:27:36] 物品:强效太阳水	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效太阳水	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效太阳水	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效太阳水	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效太阳水	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效太阳水	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效太阳水	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效太阳水	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效太阳水	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效太阳水	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:太阳水	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:太阳水	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:太阳水	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:太阳水	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:太阳水	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:太阳水	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:太阳水	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:太阳水	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:太阳水	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:太阳水	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效金创药	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效金创药	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效金创药	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效金创药	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效金创药	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效金创药	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效金创药	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效金创药	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效金创药	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效金创药	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效魔法药	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效魔法药	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效魔法药	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效魔法药	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效魔法药	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效魔法药	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效魔法药	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效魔法药	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效魔法药	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:强效魔法药	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:攻击神水	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:天珠项链	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:偃月	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:破魂	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:降魔	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:斩马刀	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:修罗	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:凝霜	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:骷髅头盔	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:道士头盔	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:蓝翡翠项链	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:放大镜	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:竹笛	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:小手镯	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:魔法手镯	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:黑檀手镯	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:道士手镯	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:死神手套	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:金手镯	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:黑色水晶戒指	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:蛇眼戒指	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:珍珠戒指	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:金戒指	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:骷髅戒指	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:魅力戒指	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
[2024/8/20 16:27:36] 物品:道德戒指	怪物:2C4C8A40沃玛教主	地图:T119	X:79	Y:56 
