[2024/8/17 0:0:50] 物品:六角戒指	怪物:18FDF670骷髅战士	地图:E401	X:13	Y:12 
[2024/8/17 0:40:53] 物品:金创药(小量)	怪物:0641EB70僵尸4	地图:D406	X:81	Y:148 
[2024/8/17 0:40:53] 物品:基本剑术	怪物:0641EB70僵尸4	地图:D406	X:81	Y:148 
[2024/8/17 0:40:57] 物品:强效太阳水	怪物:245F8910虹魔猪卫0	地图:M100	X:136	Y:158 
[2024/8/17 0:40:57] 物品:强效太阳水	怪物:245F8910虹魔猪卫0	地图:M100	X:136	Y:158 
[2024/8/17 0:40:57] 物品:太阳水	怪物:245F8910虹魔猪卫0	地图:M100	X:136	Y:158 
[2024/8/17 0:40:57] 物品:太阳水	怪物:245F8910虹魔猪卫0	地图:M100	X:136	Y:158 
[2024/8/17 0:41:19] 物品:蛇眼戒指	怪物:1F040DB0蜈蚣0	地图:D601	X:90	Y:114 
[2024/8/17 0:41:19] 物品:骷髅戒指	怪物:1F040DB0蜈蚣0	地图:D601	X:90	Y:114 
[2024/8/17 0:41:19] 物品:太阳水	怪物:1F040DB0蜈蚣0	地图:D601	X:90	Y:114 
[2024/8/17 0:41:19] 物品:太阳水	怪物:1F040DB0蜈蚣0	地图:D601	X:90	Y:114 
[2024/8/17 0:41:19] 物品:太阳水	怪物:1F040DB0蜈蚣0	地图:D601	X:90	Y:114 
[2024/8/17 0:41:19] 物品:太阳水	怪物:1F040DB0蜈蚣0	地图:D601	X:90	Y:114 
[2024/8/17 0:41:19] 物品:金创药(中量)	怪物:1F040DB0蜈蚣0	地图:D601	X:90	Y:114 
[2024/8/17 0:41:19] 物品:金创药(中量)	怪物:1F040DB0蜈蚣0	地图:D601	X:90	Y:114 
[2024/8/17 0:41:19] 物品:金创药(中量)	怪物:1F040DB0蜈蚣0	地图:D601	X:90	Y:114 
[2024/8/17 0:41:19] 物品:金创药(中量)	怪物:1F040DB0蜈蚣0	地图:D601	X:90	Y:114 
[2024/8/17 0:41:19] 物品:魔法药(中量)	怪物:1F040DB0蜈蚣0	地图:D601	X:90	Y:114 
[2024/8/17 0:41:19] 物品:魔法药(中量)	怪物:1F040DB0蜈蚣0	地图:D601	X:90	Y:114 
[2024/8/17 0:41:19] 物品:魔法药(中量)	怪物:1F040DB0蜈蚣0	地图:D601	X:90	Y:114 
[2024/8/17 0:41:19] 物品:魔法药(中量)	怪物:1F040DB0蜈蚣0	地图:D601	X:90	Y:114 
[2024/8/17 0:41:36] 物品:战神油	怪物:1F0D8160巨型蠕虫	地图:D601	X:87	Y:105 
[2024/8/17 0:41:47] 物品:太阳水	怪物:1EF67610蜈蚣	地图:D601	X:89	Y:102 
[2024/8/17 0:41:52] 物品:强效太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:太阳水	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:金创药(中量)	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:金创药(中量)	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效金创药	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效金创药	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效金创药	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:魔法药(中量)	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:魔法药(中量)	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效魔法药	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效魔法药	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效魔法药	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效金创药	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效金创药	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效金创药	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效金创药	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效金创药	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效魔法药	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效魔法药	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效魔法药	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效魔法药	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:41:52] 物品:强效魔法药	怪物:289C1120邪恶钳虫8	地图:H004	X:53	Y:143 
[2024/8/17 0:42:26] 物品:太阳水	怪物:1EF68C40蜈蚣	地图:D601	X:100	Y:108 
[2024/8/17 0:42:36] 物品:灵魂战衣(男)	怪物:190F9100跳跳蜂8	地图:H004	X:47	Y:148 
[2024/8/17 0:42:51] 物品:金创药(小量)	怪物:28E40BE0僵尸3	地图:D401	X:123	Y:125 
[2024/8/17 0:42:51] 物品:魔法药(小量)	怪物:28E40BE0僵尸3	地图:D401	X:123	Y:125 
[2024/8/17 0:42:52] 物品:魔法药(小量)	怪物:27ADC510僵尸3	地图:D401	X:25	Y:156 
[2024/8/17 0:42:52] 物品:攻击力药水	怪物:27ADC510僵尸3	地图:D401	X:25	Y:156 
[2024/8/17 0:43:10] 物品:战神油	怪物:1EEDCE50跳跳蜂	地图:D601	X:36	Y:25 
[2024/8/17 0:44:33] 物品:魔法药(中量)	怪物:246664A0红野猪	地图:M100	X:270	Y:261 
[2024/8/17 0:44:40] 物品:金创药(小量)	怪物:307618B0稻草人	地图:0	X:332	Y:597 
[2024/8/17 0:45:28] 物品:太阳水	怪物:2FF6AA60黑色恶蛆8	地图:H004	X:57	Y:161 
[2024/8/17 0:45:29] 物品:太阳水	怪物:190649B0黑色恶蛆8	地图:H102	X:287	Y:96 
[2024/8/17 0:46:38] 物品:太阳水	怪物:1F097010黑色恶蛆8	地图:H102	X:204	Y:111 
[2024/8/17 0:47:26] 物品:魅力戒指	怪物:30DADD40红野猪8	地图:H102	X:181	Y:124 
[2024/8/17 0:47:55] 物品:金创药(小量)	怪物:30EBE990僵尸3	地图:D401	X:45	Y:160 
[2024/8/17 0:47:55] 物品:魔法药(小量)	怪物:30EBE990僵尸3	地图:D401	X:45	Y:160 
[2024/8/17 0:48:0] 物品:强效太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:太阳水	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:金创药(中量)	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:金创药(中量)	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效金创药	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效金创药	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效金创药	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:魔法药(中量)	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:魔法药(中量)	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效魔法药	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效魔法药	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效魔法药	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效金创药	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效金创药	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效金创药	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效金创药	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效金创药	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效魔法药	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效魔法药	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效魔法药	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效魔法药	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:强效魔法药	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:炼狱	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:辟邪手镯	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:降魔	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:0] 物品:雷电术	怪物:289C2750邪恶钳虫8	地图:H004	X:72	Y:160 
[2024/8/17 0:48:10] 物品:强效太阳水	怪物:245F9F40白野猪0	地图:M100	X:280	Y:277 
[2024/8/17 0:48:10] 物品:太阳水	怪物:245F9F40白野猪0	地图:M100	X:280	Y:277 
[2024/8/17 0:48:10] 物品:太阳水	怪物:245F9F40白野猪0	地图:M100	X:280	Y:277 
[2024/8/17 0:48:10] 物品:记忆头盔	怪物:245F9F40白野猪0	地图:M100	X:280	Y:277 
[2024/8/17 0:48:21] 物品:金创药(小量)	怪物:19203130僵尸3	地图:D401	X:97	Y:174 
[2024/8/17 0:48:21] 物品:魔法力药水	怪物:19203130僵尸3	地图:D401	X:97	Y:174 
[2024/8/17 0:48:50] 物品:金创药(小量)	怪物:28E3F5B0僵尸3	地图:D401	X:128	Y:157 
[2024/8/17 0:48:50] 物品:魔法药(小量)	怪物:28E3F5B0僵尸3	地图:D401	X:128	Y:157 
[2024/8/17 0:49:4] 物品:金创药(小量)	怪物:3047C0B0僵尸3	地图:D413	X:45	Y:50 
[2024/8/17 0:49:14] 物品:强效太阳水	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效太阳水	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效太阳水	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效太阳水	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效太阳水	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效太阳水	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效太阳水	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效太阳水	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效太阳水	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效太阳水	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:太阳水	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:太阳水	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:太阳水	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:太阳水	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:太阳水	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:太阳水	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:太阳水	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:太阳水	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:太阳水	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:太阳水	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效金创药	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效金创药	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效金创药	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效金创药	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效金创药	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效金创药	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效金创药	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效金创药	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效金创药	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效金创药	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效魔法药	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效魔法药	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效魔法药	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效魔法药	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效魔法药	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效魔法药	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效魔法药	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效魔法药	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效魔法药	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:强效魔法药	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:辟邪手镯	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:半月	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:14] 物品:黑色水晶戒指	怪物:289B4970触龙神8	地图:H004	X:75	Y:172 
[2024/8/17 0:49:20] 物品:金创药(小量)	怪物:29A78E90僵尸3	地图:D413	X:46	Y:50 
[2024/8/17 0:49:20] 物品:魔法药(小量)	怪物:29A78E90僵尸3	地图:D413	X:46	Y:50 
[2024/8/17 0:49:48] 物品:金创药(小量)	怪物:0D829A80僵尸3	地图:D413	X:41	Y:47 
[2024/8/17 0:50:2] 物品:魔法药(小量)	怪物:1C795500僵尸3	地图:D413	X:39	Y:40 
[2024/8/17 0:50:22] 物品:金创药(小量)	怪物:18FF9A80僵尸3	地图:D401	X:164	Y:143 
[2024/8/17 0:50:34] 物品:金创药(小量)	怪物:288EA5E0僵尸3	地图:D413	X:39	Y:39 
[2024/8/17 0:50:55] 物品:金创药(小量)	怪物:1E098160僵尸3	地图:D401	X:156	Y:97 
[2024/8/17 0:50:55] 物品:魔法药(小量)	怪物:1E098160僵尸3	地图:D401	X:156	Y:97 
[2024/8/17 0:51:1] 物品:金创药(小量)	怪物:2852C6E0僵尸3	地图:D401	X:155	Y:97 
[2024/8/17 0:51:10] 物品:精神力药水	怪物:27A17970僵尸3	地图:D413	X:36	Y:31 
[2024/8/17 0:51:16] 物品:诱惑之光	怪物:18761B00僵尸2	地图:D401	X:154	Y:97 
[2024/8/17 0:52:5] 物品:布衣(男)	怪物:05416FD0森林雪人0	地图:11	X:158	Y:364 
[2024/8/17 0:52:5] 物品:木剑	怪物:05416FD0森林雪人0	地图:11	X:158	Y:364 
[2024/8/17 0:52:5] 物品:匕首	怪物:05416FD0森林雪人0	地图:11	X:158	Y:364 
[2024/8/17 0:52:5] 物品:金项链	怪物:05416FD0森林雪人0	地图:11	X:158	Y:364 
[2024/8/17 0:52:5] 物品:古铜戒指	怪物:05416FD0森林雪人0	地图:11	X:158	Y:364 
[2024/8/17 0:52:5] 物品:金创药(小量)	怪物:05416FD0森林雪人0	地图:11	X:158	Y:364 
[2024/8/17 0:52:5] 物品:金创药(小量)	怪物:05416FD0森林雪人0	地图:11	X:158	Y:364 
[2024/8/17 0:52:5] 物品:金创药(小量)	怪物:05416FD0森林雪人0	地图:11	X:158	Y:364 
[2024/8/17 0:52:5] 物品:金创药(小量)	怪物:05416FD0森林雪人0	地图:11	X:158	Y:364 
[2024/8/17 0:52:5] 物品:魔法药(小量)	怪物:05416FD0森林雪人0	地图:11	X:158	Y:364 
[2024/8/17 0:52:5] 物品:魔法药(小量)	怪物:05416FD0森林雪人0	地图:11	X:158	Y:364 
[2024/8/17 0:52:5] 物品:魔法药(小量)	怪物:05416FD0森林雪人0	地图:11	X:158	Y:364 
[2024/8/17 0:52:5] 物品:魔法药(小量)	怪物:05416FD0森林雪人0	地图:11	X:158	Y:364 
[2024/8/17 0:52:9] 物品:金创药(小量)	怪物:3019F280僵尸3	地图:D401	X:171	Y:92 
[2024/8/17 0:52:27] 物品:金创药(小量)	怪物:1F105D90僵尸3	地图:D401	X:20	Y:147 
[2024/8/17 0:52:35] 物品:太阳水	怪物:277A4120黑色恶蛆8	地图:H102	X:244	Y:48 
[2024/8/17 0:52:52] 物品:太阳水	怪物:1F0574F0黑色恶蛆8	地图:H004	X:119	Y:120 
[2024/8/17 0:52:53] 物品:金创药(小量)	怪物:1B938A10僵尸3	地图:D401	X:177	Y:105 
[2024/8/17 0:52:59] 物品:金创药(小量)	怪物:27A51D50僵尸3	地图:D401	X:161	Y:90 
[2024/8/17 0:53:16] 物品:强效太阳水	怪物:2EF23840白野猪0	地图:M100	X:277	Y:272 
[2024/8/17 0:53:16] 物品:强效太阳水	怪物:2EF23840白野猪0	地图:M100	X:277	Y:272 
[2024/8/17 0:53:16] 物品:太阳水	怪物:2EF23840白野猪0	地图:M100	X:277	Y:272 
[2024/8/17 0:53:16] 物品:太阳水	怪物:2EF23840白野猪0	地图:M100	X:277	Y:272 
[2024/8/17 0:53:16] 物品:裁决之杖	怪物:2EF23840白野猪0	地图:M100	X:277	Y:272 
[2024/8/17 0:53:16] 物品:蛇眼戒指	怪物:2EF23840白野猪0	地图:M100	X:277	Y:272 
[2024/8/17 0:53:16] 物品:魔法药(小量)	怪物:0DA8F4F0僵尸3	地图:D401	X:137	Y:85 
[2024/8/17 0:53:21] 物品:金创药(小量)	怪物:038175D0僵尸3	地图:D413	X:34	Y:53 
[2024/8/17 0:53:21] 物品:抗拒火环	怪物:038175D0僵尸3	地图:D413	X:34	Y:53 
[2024/8/17 0:53:47] 物品:战神油	怪物:05A63D40虎蛇	地图:2	X:475	Y:331 
[2024/8/17 0:54:0] 物品:布衣(女)	怪物:05BBF340钉耙猫0	地图:2	X:507	Y:279 
[2024/8/17 0:54:0] 物品:匕首	怪物:05BBF340钉耙猫0	地图:2	X:507	Y:279 
[2024/8/17 0:54:0] 物品:乌木剑	怪物:05BBF340钉耙猫0	地图:2	X:507	Y:279 
[2024/8/17 0:54:0] 物品:金项链	怪物:05BBF340钉耙猫0	地图:2	X:507	Y:279 
[2024/8/17 0:54:0] 物品:古铜戒指	怪物:05BBF340钉耙猫0	地图:2	X:507	Y:279 
[2024/8/17 0:54:0] 物品:铁手镯	怪物:05BBF340钉耙猫0	地图:2	X:507	Y:279 
[2024/8/17 0:54:0] 物品:传统项链	怪物:05BBF340钉耙猫0	地图:2	X:507	Y:279 
[2024/8/17 0:54:0] 物品:金创药(小量)	怪物:05BBF340钉耙猫0	地图:2	X:507	Y:279 
[2024/8/17 0:54:0] 物品:金创药(小量)	怪物:05BBF340钉耙猫0	地图:2	X:507	Y:279 
[2024/8/17 0:54:0] 物品:金创药(小量)	怪物:05BBF340钉耙猫0	地图:2	X:507	Y:279 
[2024/8/17 0:54:0] 物品:金创药(小量)	怪物:05BBF340钉耙猫0	地图:2	X:507	Y:279 
[2024/8/17 0:54:0] 物品:魔法药(小量)	怪物:05BBF340钉耙猫0	地图:2	X:507	Y:279 
[2024/8/17 0:54:0] 物品:魔法药(小量)	怪物:05BBF340钉耙猫0	地图:2	X:507	Y:279 
[2024/8/17 0:54:0] 物品:魔法药(小量)	怪物:05BBF340钉耙猫0	地图:2	X:507	Y:279 
[2024/8/17 0:54:0] 物品:魔法药(小量)	怪物:05BBF340钉耙猫0	地图:2	X:507	Y:279 
[2024/8/17 0:54:25] 物品:地狱火	怪物:17B6FE20僵尸30	地图:D413	X:46	Y:24 
[2024/8/17 0:54:25] 物品:凌风	怪物:17B6FE20僵尸30	地图:D413	X:46	Y:24 
[2024/8/17 0:54:25] 物品:金创药(小量)	怪物:17B6FE20僵尸30	地图:D413	X:46	Y:24 
[2024/8/17 0:54:29] 物品:绿宝石矿	怪物:289B3340变异史莱姆8	地图:H004	X:128	Y:116 
[2024/8/17 0:54:51] 物品:隐身术	怪物:17B6FE20僵尸30	地图:D413	X:45	Y:23 
[2024/8/17 0:54:51] 物品:瞬息移动	怪物:17B6FE20僵尸30	地图:D413	X:45	Y:23 
[2024/8/17 0:54:51] 物品:治愈术	怪物:17B6FE20僵尸30	地图:D413	X:45	Y:23 
[2024/8/17 0:54:51] 物品:基本剑术	怪物:17B6FE20僵尸30	地图:D413	X:45	Y:23 
