[2024/8/17 11:0:10] 物品:金创药(中量)	怪物:309A1A60僵尸2	地图:D401	X:126	Y:145 
[2024/8/17 11:36:2] 物品:强效魔法药	怪物:27FCAA60虹魔猪卫8	地图:H204	X:33	Y:79 
[2024/8/17 11:36:2] 物品:强效金创药	怪物:27FCAA60虹魔猪卫8	地图:H204	X:33	Y:79 
[2024/8/17 11:36:2] 物品:强效金创药	怪物:27FCAA60虹魔猪卫8	地图:H204	X:33	Y:79 
[2024/8/17 11:36:2] 物品:强效金创药	怪物:27FCAA60虹魔猪卫8	地图:H204	X:33	Y:79 
[2024/8/17 11:36:2] 物品:强效金创药	怪物:27FCAA60虹魔猪卫8	地图:H204	X:33	Y:79 
[2024/8/17 11:36:2] 物品:强效金创药	怪物:27FCAA60虹魔猪卫8	地图:H204	X:33	Y:79 
[2024/8/17 11:36:2] 物品:强效金创药	怪物:27FCAA60虹魔猪卫8	地图:H204	X:33	Y:79 
[2024/8/17 11:36:2] 物品:强效魔法药	怪物:27FCAA60虹魔猪卫8	地图:H204	X:33	Y:79 
[2024/8/17 11:36:2] 物品:强效魔法药	怪物:27FCAA60虹魔猪卫8	地图:H204	X:33	Y:79 
[2024/8/17 11:36:2] 物品:强效魔法药	怪物:27FCAA60虹魔猪卫8	地图:H204	X:33	Y:79 
[2024/8/17 11:36:2] 物品:强效魔法药	怪物:27FCAA60虹魔猪卫8	地图:H204	X:33	Y:79 
[2024/8/17 11:36:2] 物品:强效魔法药	怪物:27FCAA60虹魔猪卫8	地图:H204	X:33	Y:79 
[2024/8/17 11:36:2] 物品:强效魔法药	怪物:27FCAA60虹魔猪卫8	地图:H204	X:33	Y:79 
[2024/8/17 11:36:2] 物品:白色虎齿项链	怪物:27FCAA60虹魔猪卫8	地图:H204	X:33	Y:79 
[2024/8/17 11:36:2] 物品:金戒指	怪物:27FCAA60虹魔猪卫8	地图:H204	X:33	Y:79 
[2024/8/17 11:36:10] 物品:太阳水	怪物:1C281FE0黑野猪8	地图:H002	X:68	Y:179 
[2024/8/17 11:36:22] 物品:强效金创药	怪物:2EF62980祖玛弓箭手8	地图:H204	X:31	Y:74 
[2024/8/17 11:36:23] 物品:玻璃戒指	怪物:0DA18BA0掷斧骷髅0	地图:D002	X:249	Y:268 
[2024/8/17 11:36:23] 物品:金创药(中量)	怪物:0DA18BA0掷斧骷髅0	地图:D002	X:249	Y:268 
[2024/8/17 11:36:23] 物品:金创药(中量)	怪物:0DA18BA0掷斧骷髅0	地图:D002	X:249	Y:268 
[2024/8/17 11:36:23] 物品:金创药(中量)	怪物:0DA18BA0掷斧骷髅0	地图:D002	X:249	Y:268 
[2024/8/17 11:36:23] 物品:金创药(中量)	怪物:0DA18BA0掷斧骷髅0	地图:D002	X:249	Y:268 
[2024/8/17 11:36:23] 物品:魔法药(中量)	怪物:0DA18BA0掷斧骷髅0	地图:D002	X:249	Y:268 
[2024/8/17 11:36:23] 物品:魔法药(中量)	怪物:0DA18BA0掷斧骷髅0	地图:D002	X:249	Y:268 
[2024/8/17 11:36:23] 物品:魔法药(中量)	怪物:0DA18BA0掷斧骷髅0	地图:D002	X:249	Y:268 
[2024/8/17 11:36:23] 物品:魔法药(中量)	怪物:0DA18BA0掷斧骷髅0	地图:D002	X:249	Y:268 
[2024/8/17 11:36:29] 物品:轻型盔甲(男)	怪物:0D909430骷髅战士0	地图:D002	X:249	Y:269 
[2024/8/17 11:36:29] 物品:金创药(中量)	怪物:0D909430骷髅战士0	地图:D002	X:249	Y:269 
[2024/8/17 11:36:29] 物品:金创药(中量)	怪物:0D909430骷髅战士0	地图:D002	X:249	Y:269 
[2024/8/17 11:36:29] 物品:金创药(中量)	怪物:0D909430骷髅战士0	地图:D002	X:249	Y:269 
[2024/8/17 11:36:29] 物品:金创药(中量)	怪物:0D909430骷髅战士0	地图:D002	X:249	Y:269 
[2024/8/17 11:36:29] 物品:魔法药(中量)	怪物:0D909430骷髅战士0	地图:D002	X:249	Y:269 
[2024/8/17 11:36:29] 物品:魔法药(中量)	怪物:0D909430骷髅战士0	地图:D002	X:249	Y:269 
[2024/8/17 11:36:29] 物品:魔法药(中量)	怪物:0D909430骷髅战士0	地图:D002	X:249	Y:269 
[2024/8/17 11:36:29] 物品:魔法药(中量)	怪物:0D909430骷髅战士0	地图:D002	X:249	Y:269 
[2024/8/17 11:36:39] 物品:金创药(中量)	怪物:27995A60骷髅战将0	地图:D002	X:275	Y:284 
[2024/8/17 11:36:39] 物品:金创药(中量)	怪物:27995A60骷髅战将0	地图:D002	X:275	Y:284 
[2024/8/17 11:36:39] 物品:金创药(中量)	怪物:27995A60骷髅战将0	地图:D002	X:275	Y:284 
[2024/8/17 11:36:39] 物品:金创药(中量)	怪物:27995A60骷髅战将0	地图:D002	X:275	Y:284 
[2024/8/17 11:36:39] 物品:魔法药(中量)	怪物:27995A60骷髅战将0	地图:D002	X:275	Y:284 
[2024/8/17 11:36:39] 物品:魔法药(中量)	怪物:27995A60骷髅战将0	地图:D002	X:275	Y:284 
[2024/8/17 11:36:39] 物品:魔法药(中量)	怪物:27995A60骷髅战将0	地图:D002	X:275	Y:284 
[2024/8/17 11:36:39] 物品:魔法药(中量)	怪物:27995A60骷髅战将0	地图:D002	X:275	Y:284 
[2024/8/17 11:36:50] 物品:魔法药(小量)	怪物:2741E500山洞蝙蝠	地图:D003	X:37	Y:110 
[2024/8/17 11:36:55] 物品:太阳水	怪物:183DBD60蜈蚣0	地图:D601	X:19	Y:170 
[2024/8/17 11:36:55] 物品:太阳水	怪物:183DBD60蜈蚣0	地图:D601	X:19	Y:170 
[2024/8/17 11:36:55] 物品:太阳水	怪物:183DBD60蜈蚣0	地图:D601	X:19	Y:170 
[2024/8/17 11:36:55] 物品:太阳水	怪物:183DBD60蜈蚣0	地图:D601	X:19	Y:170 
[2024/8/17 11:36:55] 物品:金创药(中量)	怪物:183DBD60蜈蚣0	地图:D601	X:19	Y:170 
[2024/8/17 11:36:55] 物品:金创药(中量)	怪物:183DBD60蜈蚣0	地图:D601	X:19	Y:170 
[2024/8/17 11:36:55] 物品:金创药(中量)	怪物:183DBD60蜈蚣0	地图:D601	X:19	Y:170 
[2024/8/17 11:36:55] 物品:金创药(中量)	怪物:183DBD60蜈蚣0	地图:D601	X:19	Y:170 
[2024/8/17 11:36:55] 物品:魔法药(中量)	怪物:183DBD60蜈蚣0	地图:D601	X:19	Y:170 
[2024/8/17 11:36:55] 物品:魔法药(中量)	怪物:183DBD60蜈蚣0	地图:D601	X:19	Y:170 
[2024/8/17 11:36:55] 物品:魔法药(中量)	怪物:183DBD60蜈蚣0	地图:D601	X:19	Y:170 
[2024/8/17 11:36:55] 物品:魔法药(中量)	怪物:183DBD60蜈蚣0	地图:D601	X:19	Y:170 
[2024/8/17 11:36:55] 物品:重盔甲(男)	怪物:183DBD60蜈蚣0	地图:D601	X:19	Y:170 
[2024/8/17 11:36:55] 物品:魔法长袍(男)	怪物:183DBD60蜈蚣0	地图:D601	X:19	Y:170 
[2024/8/17 11:36:55] 物品:魅力戒指	怪物:183DBD60蜈蚣0	地图:D601	X:19	Y:170 
[2024/8/17 11:36:59] 物品:强效太阳水	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效太阳水	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效太阳水	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效太阳水	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效太阳水	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效太阳水	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效太阳水	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效太阳水	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效太阳水	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效太阳水	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:太阳水	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:太阳水	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:太阳水	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:太阳水	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:太阳水	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:太阳水	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:太阳水	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:太阳水	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:太阳水	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:太阳水	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:金创药(中量)	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:金创药(中量)	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:金创药(中量)	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效金创药	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效金创药	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效金创药	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:魔法药(中量)	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:魔法药(中量)	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:魔法药(中量)	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效魔法药	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效魔法药	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效魔法药	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效金创药	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效金创药	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效金创药	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效金创药	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效金创药	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效金创药	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效魔法药	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效魔法药	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效魔法药	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效魔法药	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效魔法药	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:强效魔法药	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:生命项链	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:夏普儿手镯	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:战神盔甲(女)	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:36:59] 物品:放大镜	怪物:1C376F00白野猪8	地图:H204	X:32	Y:77 
[2024/8/17 11:37:8] 物品:强效太阳水	怪物:1896D080白野猪80	地图:H006	X:74	Y:13 
[2024/8/17 11:37:8] 物品:强效太阳水	怪物:1896D080白野猪80	地图:H006	X:74	Y:13 
[2024/8/17 11:37:8] 物品:太阳水	怪物:1896D080白野猪80	地图:H006	X:74	Y:13 
[2024/8/17 11:37:8] 物品:太阳水	怪物:1896D080白野猪80	地图:H006	X:74	Y:13 
[2024/8/17 11:37:11] 物品:轻型盔甲(女)	怪物:30E99280掷斧骷髅	地图:D002	X:255	Y:252 
[2024/8/17 11:37:17] 物品:太阳水	怪物:2888A830骷髅战将	地图:D002	X:269	Y:287 
[2024/8/17 11:37:21] 物品:太阳水	怪物:1CC062D0跳跳蜂	地图:D601	X:14	Y:177 
[2024/8/17 11:37:22] 物品:强效太阳水	怪物:27815F40尸王8	地图:H001	X:115	Y:118 
[2024/8/17 11:37:22] 物品:强效太阳水	怪物:27815F40尸王8	地图:H001	X:115	Y:118 
[2024/8/17 11:37:22] 物品:强效太阳水	怪物:27815F40尸王8	地图:H001	X:115	Y:118 
[2024/8/17 11:37:22] 物品:强效太阳水	怪物:27815F40尸王8	地图:H001	X:115	Y:118 
[2024/8/17 11:37:22] 物品:强效太阳水	怪物:27815F40尸王8	地图:H001	X:115	Y:118 
[2024/8/17 11:37:22] 物品:强效金创药	怪物:27815F40尸王8	地图:H001	X:115	Y:118 
[2024/8/17 11:37:22] 物品:强效金创药	怪物:27815F40尸王8	地图:H001	X:115	Y:118 
[2024/8/17 11:37:22] 物品:强效魔法药	怪物:27815F40尸王8	地图:H001	X:115	Y:118 
[2024/8/17 11:37:22] 物品:强效魔法药	怪物:27815F40尸王8	地图:H001	X:115	Y:118 
[2024/8/17 11:37:22] 物品:黑檀手镯	怪物:27815F40尸王8	地图:H001	X:115	Y:118 
[2024/8/17 11:37:24] 物品:重盔甲(女)	怪物:2B74D870魔龙射手1	地图:6	X:85	Y:171 
[2024/8/17 11:37:25] 物品:强效太阳水	怪物:0DDB8D50尸王8	地图:H001	X:115	Y:116 
[2024/8/17 11:37:25] 物品:强效太阳水	怪物:0DDB8D50尸王8	地图:H001	X:115	Y:116 
[2024/8/17 11:37:25] 物品:强效太阳水	怪物:0DDB8D50尸王8	地图:H001	X:115	Y:116 
[2024/8/17 11:37:25] 物品:强效太阳水	怪物:0DDB8D50尸王8	地图:H001	X:115	Y:116 
[2024/8/17 11:37:25] 物品:强效太阳水	怪物:0DDB8D50尸王8	地图:H001	X:115	Y:116 
[2024/8/17 11:37:25] 物品:强效金创药	怪物:0DDB8D50尸王8	地图:H001	X:115	Y:116 
[2024/8/17 11:37:25] 物品:强效金创药	怪物:0DDB8D50尸王8	地图:H001	X:115	Y:116 
[2024/8/17 11:37:25] 物品:强效魔法药	怪物:0DDB8D50尸王8	地图:H001	X:115	Y:116 
[2024/8/17 11:37:25] 物品:强效魔法药	怪物:0DDB8D50尸王8	地图:H001	X:115	Y:116 
[2024/8/17 11:37:25] 物品:凝霜	怪物:0DDB8D50尸王8	地图:H001	X:115	Y:116 
[2024/8/17 11:37:25] 物品:魅力戒指	怪物:0DDB8D50尸王8	地图:H001	X:115	Y:116 
[2024/8/17 11:37:25] 物品:蓝翡翠项链	怪物:0DDB8D50尸王8	地图:H001	X:115	Y:116 
[2024/8/17 11:37:25] 物品:黑檀手镯	怪物:0DDB8D50尸王8	地图:H001	X:115	Y:116 
[2024/8/17 11:37:25] 物品:魔力手镯	怪物:0DDB8D50尸王8	地图:H001	X:115	Y:116 
[2024/8/17 11:37:25] 物品:召唤神兽	怪物:0DDB8D50尸王8	地图:H001	X:115	Y:116 
[2024/8/17 11:37:29] 物品:金创药(小量)	怪物:055123C0骷髅战士	地图:D002	X:276	Y:293 
[2024/8/17 11:37:40] 物品:太阳水	怪物:1C0AA2D0跳跳蜂	地图:D601	X:18	Y:185 
[2024/8/17 11:37:42] 物品:金创药(中量)	怪物:191AA270骷髅战将	地图:D002	X:241	Y:246 
[2024/8/17 11:37:45] 物品:魔法药(中量)	怪物:2F1617A0骷髅战将	地图:D003	X:104	Y:63 
[2024/8/17 11:37:50] 物品:金创药(小量)	怪物:1C9E4DF0骷髅战士	地图:D002	X:234	Y:242 
[2024/8/17 11:37:51] 物品:回城卷	怪物:061DE040山洞蝙蝠0	地图:D011	X:206	Y:109 
[2024/8/17 11:37:51] 物品:回城卷	怪物:061DE040山洞蝙蝠0	地图:D011	X:206	Y:109 
[2024/8/17 11:37:51] 物品:回城卷	怪物:061DE040山洞蝙蝠0	地图:D011	X:206	Y:109 
[2024/8/17 11:37:51] 物品:回城卷	怪物:061DE040山洞蝙蝠0	地图:D011	X:206	Y:109 
[2024/8/17 11:37:51] 物品:回城卷	怪物:061DE040山洞蝙蝠0	地图:D011	X:206	Y:109 
[2024/8/17 11:37:57] 物品:道德戒指	怪物:27F20450祖玛弓箭手8	地图:H204	X:29	Y:69 
[2024/8/17 11:38:9] 物品:攻击力药水	怪物:28316420僵尸3	地图:D401	X:46	Y:86 
[2024/8/17 11:38:21] 物品:金创药(小量)	怪物:1F0A0B60山洞蝙蝠	地图:D002	X:231	Y:248 
[2024/8/17 11:38:37] 物品:青铜头盔	怪物:29A735D0骷髅战士	地图:D011	X:238	Y:99 
[2024/8/17 11:38:38] 物品:魔法力药水	怪物:225DB320骷髅	地图:D002	X:225	Y:236 
[2024/8/17 11:38:40] 物品:魔法药(小量)	怪物:0580AD40山洞蝙蝠	地图:D011	X:238	Y:97 
[2024/8/17 11:38:46] 物品:牛角戒指	怪物:0F6FD910骷髅0	地图:D003	X:175	Y:50 
[2024/8/17 11:38:46] 物品:金创药(小量)	怪物:0F6FD910骷髅0	地图:D003	X:175	Y:50 
[2024/8/17 11:38:46] 物品:金创药(小量)	怪物:0F6FD910骷髅0	地图:D003	X:175	Y:50 
[2024/8/17 11:38:46] 物品:金创药(小量)	怪物:0F6FD910骷髅0	地图:D003	X:175	Y:50 
[2024/8/17 11:38:46] 物品:金创药(小量)	怪物:0F6FD910骷髅0	地图:D003	X:175	Y:50 
[2024/8/17 11:38:46] 物品:魔法药(小量)	怪物:0F6FD910骷髅0	地图:D003	X:175	Y:50 
[2024/8/17 11:38:46] 物品:魔法药(小量)	怪物:0F6FD910骷髅0	地图:D003	X:175	Y:50 
[2024/8/17 11:38:46] 物品:魔法药(小量)	怪物:0F6FD910骷髅0	地图:D003	X:175	Y:50 
[2024/8/17 11:38:46] 物品:魔法药(小量)	怪物:0F6FD910骷髅0	地图:D003	X:175	Y:50 
[2024/8/17 11:38:47] 物品:海魂	怪物:30E78F30掷斧骷髅	地图:D002	X:218	Y:227 
[2024/8/17 11:38:52] 物品:金创药(小量)	怪物:2E7C4FA0骷髅战士	地图:D011	X:235	Y:107 
[2024/8/17 11:38:52] 物品:魔法药(小量)	怪物:2E7C4FA0骷髅战士	地图:D011	X:235	Y:107 
[2024/8/17 11:38:55] 物品:牛角戒指	怪物:1D92E460掷斧骷髅	地图:D002	X:214	Y:228 
[2024/8/17 11:38:58] 物品:金创药(小量)	怪物:2851A670山洞蝙蝠	地图:D011	X:236	Y:107 
[2024/8/17 11:39:0] 物品:金创药(中量)	怪物:29BBD560骷髅战将	地图:D003	X:173	Y:50 
[2024/8/17 11:39:12] 物品:金创药(中量)	怪物:1C0BD970骷髅战将	地图:D002	X:204	Y:230 
[2024/8/17 11:39:13] 物品:魔法药(小量)	怪物:03A20C80骷髅战士	地图:D011	X:244	Y:114 
[2024/8/17 11:39:14] 物品:强效太阳水	怪物:1C6B3840尸王8	地图:H001	X:130	Y:95 
[2024/8/17 11:39:14] 物品:强效太阳水	怪物:1C6B3840尸王8	地图:H001	X:130	Y:95 
[2024/8/17 11:39:14] 物品:强效太阳水	怪物:1C6B3840尸王8	地图:H001	X:130	Y:95 
[2024/8/17 11:39:14] 物品:强效太阳水	怪物:1C6B3840尸王8	地图:H001	X:130	Y:95 
[2024/8/17 11:39:14] 物品:强效太阳水	怪物:1C6B3840尸王8	地图:H001	X:130	Y:95 
[2024/8/17 11:39:14] 物品:强效金创药	怪物:1C6B3840尸王8	地图:H001	X:130	Y:95 
[2024/8/17 11:39:14] 物品:强效金创药	怪物:1C6B3840尸王8	地图:H001	X:130	Y:95 
[2024/8/17 11:39:14] 物品:强效魔法药	怪物:1C6B3840尸王8	地图:H001	X:130	Y:95 
[2024/8/17 11:39:14] 物品:强效魔法药	怪物:1C6B3840尸王8	地图:H001	X:130	Y:95 
[2024/8/17 11:39:14] 物品:珊瑚戒指	怪物:1C6B3840尸王8	地图:H001	X:130	Y:95 
[2024/8/17 11:39:14] 物品:珍珠戒指	怪物:1C6B3840尸王8	地图:H001	X:130	Y:95 
[2024/8/17 11:39:14] 物品:生铁戒指	怪物:1C6B3840尸王8	地图:H001	X:130	Y:95 
[2024/8/17 11:39:14] 物品:凝霜	怪物:1C6B3840尸王8	地图:H001	X:130	Y:95 
[2024/8/17 11:39:14] 物品:黑檀手镯	怪物:1C6B3840尸王8	地图:H001	X:130	Y:95 
[2024/8/17 11:39:18] 物品:小手镯	怪物:1F2232E0骷髅	地图:D011	X:244	Y:113 
[2024/8/17 11:39:40] 物品:灯笼项链	怪物:1F20E610蜈蚣	地图:D602	X:104	Y:98 
[2024/8/17 11:39:41] 物品:金创药(小量)	怪物:18D669A0山洞蝙蝠	地图:D002	X:195	Y:246 
[2024/8/17 11:39:42] 物品:金创药(中量)	怪物:30910C50骷髅战士0	地图:D002	X:198	Y:209 
[2024/8/17 11:39:42] 物品:金创药(中量)	怪物:30910C50骷髅战士0	地图:D002	X:198	Y:209 
[2024/8/17 11:39:42] 物品:金创药(中量)	怪物:30910C50骷髅战士0	地图:D002	X:198	Y:209 
[2024/8/17 11:39:42] 物品:金创药(中量)	怪物:30910C50骷髅战士0	地图:D002	X:198	Y:209 
[2024/8/17 11:39:42] 物品:魔法药(中量)	怪物:30910C50骷髅战士0	地图:D002	X:198	Y:209 
[2024/8/17 11:39:42] 物品:魔法药(中量)	怪物:30910C50骷髅战士0	地图:D002	X:198	Y:209 
[2024/8/17 11:39:42] 物品:魔法药(中量)	怪物:30910C50骷髅战士0	地图:D002	X:198	Y:209 
[2024/8/17 11:39:42] 物品:魔法药(中量)	怪物:30910C50骷髅战士0	地图:D002	X:198	Y:209 
[2024/8/17 11:39:43] 物品:青铜剑	怪物:0584EAF0骷髅战士	地图:D003	X:210	Y:35 
[2024/8/17 11:39:48] 物品:黑檀项链	怪物:30D27AF0骷髅战士	地图:D011	X:251	Y:127 
[2024/8/17 11:39:48] 物品:金创药(小量)	怪物:307618B0骷髅战士	地图:D002	X:200	Y:252 
[2024/8/17 11:40:1] 物品:铁剑	怪物:285ED2B0骷髅战士	地图:D002	X:195	Y:204 
[2024/8/17 11:40:4] 物品:金创药(小量)	怪物:07D75DA0骷髅0	地图:D011	X:254	Y:131 
[2024/8/17 11:40:4] 物品:金创药(小量)	怪物:07D75DA0骷髅0	地图:D011	X:254	Y:131 
[2024/8/17 11:40:4] 物品:金创药(小量)	怪物:07D75DA0骷髅0	地图:D011	X:254	Y:131 
[2024/8/17 11:40:4] 物品:金创药(小量)	怪物:07D75DA0骷髅0	地图:D011	X:254	Y:131 
[2024/8/17 11:40:4] 物品:魔法药(小量)	怪物:07D75DA0骷髅0	地图:D011	X:254	Y:131 
[2024/8/17 11:40:4] 物品:魔法药(小量)	怪物:07D75DA0骷髅0	地图:D011	X:254	Y:131 
[2024/8/17 11:40:4] 物品:魔法药(小量)	怪物:07D75DA0骷髅0	地图:D011	X:254	Y:131 
[2024/8/17 11:40:4] 物品:魔法药(小量)	怪物:07D75DA0骷髅0	地图:D011	X:254	Y:131 
[2024/8/17 11:40:15] 物品:战神油	怪物:0DB17A50蜈蚣8	地图:H004	X:30	Y:33 
[2024/8/17 11:40:16] 物品:太阳水	怪物:23762940跳跳蜂	地图:D601	X:200	Y:184 
[2024/8/17 11:40:21] 物品:太阳水	怪物:1971D540蜈蚣	地图:D601	X:199	Y:184 
[2024/8/17 11:40:23] 物品:强效太阳水	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:强效太阳水	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:强效太阳水	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:强效太阳水	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:强效太阳水	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:强效太阳水	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:强效太阳水	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:强效太阳水	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:强效太阳水	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:强效太阳水	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:太阳水	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:太阳水	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:太阳水	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:太阳水	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:太阳水	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:太阳水	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:太阳水	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:太阳水	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:太阳水	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:太阳水	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:强效金创药	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:强效金创药	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:强效金创药	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:强效金创药	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:强效金创药	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:强效金创药	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:强效金创药	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
[2024/8/17 11:40:23] 物品:强效金创药	怪物:27FB3130虹魔蝎卫8	地图:H204	X:25	Y:77 
