[2024/8/21 22:0:1] 物品:黑铁头盔	怪物:266B0B60祖玛雕像83	地图:H008	X:57	Y:19 
[2024/8/21 22:26:42] 物品:基本剑术	怪物:2395F370僵尸40	地图:H201	X:175	Y:79 
[2024/8/21 22:26:42] 物品:魔法药(小量)	怪物:2395F370僵尸40	地图:H201	X:175	Y:79 
[2024/8/21 22:26:48] 物品:金创药(小量)	怪物:1411ED80僵尸5	地图:H201	X:176	Y:86 
[2024/8/21 22:26:48] 物品:火球术	怪物:23436DF0僵尸10	地图:H201	X:176	Y:77 
[2024/8/21 22:26:48] 物品:治愈术	怪物:23436DF0僵尸10	地图:H201	X:176	Y:77 
[2024/8/21 22:26:48] 物品:金创药(中量)	怪物:23436DF0僵尸10	地图:H201	X:176	Y:77 
[2024/8/21 22:26:52] 物品:太阳水	怪物:13FFDB70黑色恶蛆8	地图:H001	X:59	Y:101 
[2024/8/21 22:26:53] 物品:金创药(小量)	怪物:2A96B800僵尸3	地图:D401	X:137	Y:150 
[2024/8/21 22:26:54] 物品:强效太阳水	怪物:28DF0DA0尸王8	地图:H201	X:179	Y:80 
[2024/8/21 22:26:54] 物品:强效太阳水	怪物:28DF0DA0尸王8	地图:H201	X:179	Y:80 
[2024/8/21 22:26:54] 物品:强效太阳水	怪物:28DF0DA0尸王8	地图:H201	X:179	Y:80 
[2024/8/21 22:26:54] 物品:强效太阳水	怪物:28DF0DA0尸王8	地图:H201	X:179	Y:80 
[2024/8/21 22:26:54] 物品:强效太阳水	怪物:28DF0DA0尸王8	地图:H201	X:179	Y:80 
[2024/8/21 22:26:54] 物品:强效金创药	怪物:28DF0DA0尸王8	地图:H201	X:179	Y:80 
[2024/8/21 22:26:54] 物品:强效金创药	怪物:28DF0DA0尸王8	地图:H201	X:179	Y:80 
[2024/8/21 22:26:54] 物品:强效魔法药	怪物:28DF0DA0尸王8	地图:H201	X:179	Y:80 
[2024/8/21 22:26:54] 物品:强效魔法药	怪物:28DF0DA0尸王8	地图:H201	X:179	Y:80 
[2024/8/21 22:26:54] 物品:死神手套	怪物:28DF0DA0尸王8	地图:H201	X:179	Y:80 
[2024/8/21 22:26:54] 物品:蓝翡翠项链	怪物:28DF0DA0尸王8	地图:H201	X:179	Y:80 
[2024/8/21 22:26:54] 物品:烈火剑法	怪物:28DF0DA0尸王8	地图:H201	X:179	Y:80 
[2024/8/21 22:26:56] 物品:抗拒火环	怪物:2395F370僵尸40	地图:H201	X:177	Y:79 
[2024/8/21 22:26:56] 物品:精神力战法	怪物:2395F370僵尸40	地图:H201	X:177	Y:79 
[2024/8/21 22:26:56] 物品:火球术	怪物:2395F370僵尸40	地图:H201	X:177	Y:79 
[2024/8/21 22:26:56] 物品:治愈术	怪物:2395F370僵尸40	地图:H201	X:177	Y:79 
[2024/8/21 22:26:56] 物品:基本剑术	怪物:2395F370僵尸40	地图:H201	X:177	Y:79 
[2024/8/21 22:26:56] 物品:魔法药(小量)	怪物:2395F370僵尸40	地图:H201	X:177	Y:79 
[2024/8/21 22:27:2] 物品:强效太阳水	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效太阳水	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效太阳水	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效太阳水	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效太阳水	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效太阳水	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效太阳水	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效太阳水	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效太阳水	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效太阳水	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:太阳水	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:太阳水	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:太阳水	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:太阳水	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:太阳水	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:太阳水	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:太阳水	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:太阳水	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:太阳水	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:太阳水	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效金创药	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效金创药	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效金创药	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效金创药	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效金创药	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效金创药	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效金创药	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效金创药	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效金创药	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效金创药	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效魔法药	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效魔法药	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效魔法药	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效魔法药	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效魔法药	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效魔法药	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效魔法药	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效魔法药	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效魔法药	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:强效魔法药	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:天珠项链	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:2] 物品:记忆头盔	怪物:2597D4A0触龙神8	地图:H004	X:49	Y:158 
[2024/8/21 22:27:8] 物品:强效太阳水	怪物:2C820010牛魔将军8	地图:H010	X:375	Y:365 
[2024/8/21 22:27:8] 物品:太阳水	怪物:2C820010牛魔将军8	地图:H010	X:375	Y:365 
[2024/8/21 22:27:8] 物品:强效金创药	怪物:2C820010牛魔将军8	地图:H010	X:375	Y:365 
[2024/8/21 22:27:13] 物品:金创药(小量)	怪物:14BD3840僵尸4	地图:H201	X:175	Y:76 
[2024/8/21 22:27:13] 物品:火球术	怪物:14BD3840僵尸4	地图:H201	X:175	Y:76 
[2024/8/21 22:27:14] 物品:金创药(小量)	怪物:1582B4D0僵尸3	地图:D401	X:106	Y:172 
[2024/8/21 22:27:16] 物品:魅力戒指	怪物:28D9B2D0牛魔法师8	地图:H010	X:385	Y:372 
[2024/8/21 22:27:16] 物品:强效太阳水	怪物:184BBA40尸王8	地图:H201	X:171	Y:78 
[2024/8/21 22:27:16] 物品:强效太阳水	怪物:184BBA40尸王8	地图:H201	X:171	Y:78 
[2024/8/21 22:27:16] 物品:强效太阳水	怪物:184BBA40尸王8	地图:H201	X:171	Y:78 
[2024/8/21 22:27:16] 物品:强效太阳水	怪物:184BBA40尸王8	地图:H201	X:171	Y:78 
[2024/8/21 22:27:16] 物品:强效太阳水	怪物:184BBA40尸王8	地图:H201	X:171	Y:78 
[2024/8/21 22:27:16] 物品:强效金创药	怪物:184BBA40尸王8	地图:H201	X:171	Y:78 
[2024/8/21 22:27:16] 物品:强效金创药	怪物:184BBA40尸王8	地图:H201	X:171	Y:78 
[2024/8/21 22:27:16] 物品:强效魔法药	怪物:184BBA40尸王8	地图:H201	X:171	Y:78 
[2024/8/21 22:27:16] 物品:强效魔法药	怪物:184BBA40尸王8	地图:H201	X:171	Y:78 
[2024/8/21 22:27:16] 物品:黑色水晶戒指	怪物:184BBA40尸王8	地图:H201	X:171	Y:78 
[2024/8/21 22:27:16] 物品:黑檀手镯	怪物:184BBA40尸王8	地图:H201	X:171	Y:78 
[2024/8/21 22:27:16] 物品:魔力手镯	怪物:184BBA40尸王8	地图:H201	X:171	Y:78 
[2024/8/21 22:27:16] 物品:烈火剑法	怪物:184BBA40尸王8	地图:H201	X:171	Y:78 
[2024/8/21 22:27:20] 物品:强效太阳水	怪物:14F15830尸王8	地图:H001	X:39	Y:17 
[2024/8/21 22:27:20] 物品:强效太阳水	怪物:14F15830尸王8	地图:H001	X:39	Y:17 
[2024/8/21 22:27:20] 物品:强效太阳水	怪物:14F15830尸王8	地图:H001	X:39	Y:17 
[2024/8/21 22:27:20] 物品:强效太阳水	怪物:14F15830尸王8	地图:H001	X:39	Y:17 
[2024/8/21 22:27:20] 物品:强效太阳水	怪物:14F15830尸王8	地图:H001	X:39	Y:17 
[2024/8/21 22:27:20] 物品:强效金创药	怪物:14F15830尸王8	地图:H001	X:39	Y:17 
[2024/8/21 22:27:20] 物品:强效金创药	怪物:14F15830尸王8	地图:H001	X:39	Y:17 
[2024/8/21 22:27:20] 物品:强效魔法药	怪物:14F15830尸王8	地图:H001	X:39	Y:17 
[2024/8/21 22:27:20] 物品:强效魔法药	怪物:14F15830尸王8	地图:H001	X:39	Y:17 
[2024/8/21 22:27:20] 物品:黑檀手镯	怪物:14F15830尸王8	地图:H001	X:39	Y:17 
[2024/8/21 22:27:20] 物品:魔力手镯	怪物:14F15830尸王8	地图:H001	X:39	Y:17 
[2024/8/21 22:27:21] 物品:强效太阳水	怪物:2AE47780尸王8	地图:H201	X:171	Y:75 
[2024/8/21 22:27:21] 物品:强效太阳水	怪物:2AE47780尸王8	地图:H201	X:171	Y:75 
[2024/8/21 22:27:21] 物品:强效太阳水	怪物:2AE47780尸王8	地图:H201	X:171	Y:75 
[2024/8/21 22:27:21] 物品:强效太阳水	怪物:2AE47780尸王8	地图:H201	X:171	Y:75 
[2024/8/21 22:27:21] 物品:强效太阳水	怪物:2AE47780尸王8	地图:H201	X:171	Y:75 
[2024/8/21 22:27:21] 物品:强效金创药	怪物:2AE47780尸王8	地图:H201	X:171	Y:75 
[2024/8/21 22:27:21] 物品:强效金创药	怪物:2AE47780尸王8	地图:H201	X:171	Y:75 
[2024/8/21 22:27:21] 物品:强效魔法药	怪物:2AE47780尸王8	地图:H201	X:171	Y:75 
[2024/8/21 22:27:21] 物品:强效魔法药	怪物:2AE47780尸王8	地图:H201	X:171	Y:75 
[2024/8/21 22:27:21] 物品:死神手套	怪物:2AE47780尸王8	地图:H201	X:171	Y:75 
[2024/8/21 22:27:21] 物品:魔力手镯	怪物:2AE47780尸王8	地图:H201	X:171	Y:75 
[2024/8/21 22:27:21] 物品:地狱雷光	怪物:2AE47780尸王8	地图:H201	X:171	Y:75 
[2024/8/21 22:27:23] 物品:魔法药(小量)	怪物:28B4C690僵尸4	地图:H201	X:172	Y:77 
[2024/8/21 22:27:24] 物品:疾光电影	怪物:24645670僵尸5	地图:H201	X:174	Y:77 
[2024/8/21 22:27:25] 物品:魔法药(小量)	怪物:24F8DF80僵尸4	地图:H201	X:174	Y:74 
[2024/8/21 22:27:25] 物品:灵魂火符	怪物:2395F370僵尸40	地图:H201	X:175	Y:77 
[2024/8/21 22:27:25] 物品:地狱火	怪物:2395F370僵尸40	地图:H201	X:175	Y:77 
[2024/8/21 22:27:25] 物品:抗拒火环	怪物:2395F370僵尸40	地图:H201	X:175	Y:77 
[2024/8/21 22:27:25] 物品:精神力战法	怪物:2395F370僵尸40	地图:H201	X:175	Y:77 
[2024/8/21 22:27:25] 物品:火球术	怪物:2395F370僵尸40	地图:H201	X:175	Y:77 
[2024/8/21 22:27:25] 物品:治愈术	怪物:2395F370僵尸40	地图:H201	X:175	Y:77 
[2024/8/21 22:27:25] 物品:基本剑术	怪物:2395F370僵尸40	地图:H201	X:175	Y:77 
[2024/8/21 22:27:25] 物品:魔法药(小量)	怪物:2395F370僵尸40	地图:H201	X:175	Y:77 
[2024/8/21 22:27:25] 物品:魔法药(小量)	怪物:2395F370僵尸40	地图:H201	X:175	Y:77 
[2024/8/21 22:27:31] 物品:强效金创药	怪物:2B282080牛魔将军8	地图:H010	X:376	Y:380 
[2024/8/21 22:27:36] 物品:强效太阳水	怪物:234858D0尸王8	地图:H201	X:171	Y:74 
[2024/8/21 22:27:36] 物品:强效太阳水	怪物:234858D0尸王8	地图:H201	X:171	Y:74 
[2024/8/21 22:27:36] 物品:强效太阳水	怪物:234858D0尸王8	地图:H201	X:171	Y:74 
[2024/8/21 22:27:36] 物品:强效太阳水	怪物:234858D0尸王8	地图:H201	X:171	Y:74 
[2024/8/21 22:27:36] 物品:强效太阳水	怪物:234858D0尸王8	地图:H201	X:171	Y:74 
[2024/8/21 22:27:36] 物品:强效金创药	怪物:234858D0尸王8	地图:H201	X:171	Y:74 
[2024/8/21 22:27:36] 物品:强效金创药	怪物:234858D0尸王8	地图:H201	X:171	Y:74 
[2024/8/21 22:27:36] 物品:强效魔法药	怪物:234858D0尸王8	地图:H201	X:171	Y:74 
[2024/8/21 22:27:36] 物品:强效魔法药	怪物:234858D0尸王8	地图:H201	X:171	Y:74 
[2024/8/21 22:27:36] 物品:魅力戒指	怪物:234858D0尸王8	地图:H201	X:171	Y:74 
[2024/8/21 22:27:36] 物品:野蛮冲撞	怪物:234858D0尸王8	地图:H201	X:171	Y:74 
[2024/8/21 22:27:37] 物品:隐身术	怪物:23DC2080恶灵尸王	地图:H201	X:171	Y:73 
[2024/8/21 22:27:37] 物品:诱惑之光	怪物:23DC2080恶灵尸王	地图:H201	X:171	Y:73 
[2024/8/21 22:27:39] 物品:金创药(小量)	怪物:2ACC8800僵尸3	地图:D401	X:146	Y:137 
[2024/8/21 22:27:46] 物品:魔法药(小量)	怪物:28C236B0僵尸4	地图:H201	X:171	Y:72 
[2024/8/21 22:27:59] 物品:金创药(小量)	怪物:248A2B60僵尸4	地图:H201	X:163	Y:73 
[2024/8/21 22:28:3] 物品:强效太阳水	怪物:2C8258D0尸王8	地图:H201	X:162	Y:74 
[2024/8/21 22:28:3] 物品:强效太阳水	怪物:2C8258D0尸王8	地图:H201	X:162	Y:74 
[2024/8/21 22:28:3] 物品:强效太阳水	怪物:2C8258D0尸王8	地图:H201	X:162	Y:74 
[2024/8/21 22:28:3] 物品:强效太阳水	怪物:2C8258D0尸王8	地图:H201	X:162	Y:74 
[2024/8/21 22:28:3] 物品:强效太阳水	怪物:2C8258D0尸王8	地图:H201	X:162	Y:74 
[2024/8/21 22:28:3] 物品:强效金创药	怪物:2C8258D0尸王8	地图:H201	X:162	Y:74 
[2024/8/21 22:28:3] 物品:强效金创药	怪物:2C8258D0尸王8	地图:H201	X:162	Y:74 
[2024/8/21 22:28:3] 物品:强效魔法药	怪物:2C8258D0尸王8	地图:H201	X:162	Y:74 
[2024/8/21 22:28:3] 物品:强效魔法药	怪物:2C8258D0尸王8	地图:H201	X:162	Y:74 
[2024/8/21 22:28:3] 物品:骷髅戒指	怪物:2C8258D0尸王8	地图:H201	X:162	Y:74 
[2024/8/21 22:28:3] 物品:死神手套	怪物:2C8258D0尸王8	地图:H201	X:162	Y:74 
[2024/8/21 22:28:3] 物品:黑檀手镯	怪物:2C8258D0尸王8	地图:H201	X:162	Y:74 
[2024/8/21 22:28:6] 物品:刺杀剑术	怪物:248A2B60僵尸4	地图:H201	X:163	Y:73 
[2024/8/21 22:28:14] 物品:金创药(小量)	怪物:23248B20僵尸3	地图:D401	X:146	Y:112 
[2024/8/21 22:28:20] 物品:基本剑术	怪物:1861D1C0僵尸4	地图:H201	X:164	Y:68 
[2024/8/21 22:28:21] 物品:强效太阳水	怪物:291B9CF0尸王8	地图:H201	X:162	Y:69 
[2024/8/21 22:28:21] 物品:强效太阳水	怪物:291B9CF0尸王8	地图:H201	X:162	Y:69 
[2024/8/21 22:28:21] 物品:强效太阳水	怪物:291B9CF0尸王8	地图:H201	X:162	Y:69 
[2024/8/21 22:28:21] 物品:强效太阳水	怪物:291B9CF0尸王8	地图:H201	X:162	Y:69 
[2024/8/21 22:28:21] 物品:强效太阳水	怪物:291B9CF0尸王8	地图:H201	X:162	Y:69 
[2024/8/21 22:28:21] 物品:强效金创药	怪物:291B9CF0尸王8	地图:H201	X:162	Y:69 
[2024/8/21 22:28:21] 物品:强效金创药	怪物:291B9CF0尸王8	地图:H201	X:162	Y:69 
[2024/8/21 22:28:21] 物品:强效魔法药	怪物:291B9CF0尸王8	地图:H201	X:162	Y:69 
[2024/8/21 22:28:21] 物品:强效魔法药	怪物:291B9CF0尸王8	地图:H201	X:162	Y:69 
[2024/8/21 22:28:21] 物品:凝霜	怪物:291B9CF0尸王8	地图:H201	X:162	Y:69 
[2024/8/21 22:28:21] 物品:蓝翡翠项链	怪物:291B9CF0尸王8	地图:H201	X:162	Y:69 
[2024/8/21 22:28:21] 物品:魔力手镯	怪物:291B9CF0尸王8	地图:H201	X:162	Y:69 
[2024/8/21 22:28:23] 物品:魔法药(小量)	怪物:248A2B60僵尸4	地图:H201	X:163	Y:73 
[2024/8/21 22:28:29] 物品:施毒术	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:灵魂火符	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:抗拒火环	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:精神力战法	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:火球术	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:治愈术	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:基本剑术	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:八荒	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:半月	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:魔鬼项链	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:魔力手镯	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:铁剑	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:短剑	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:轻型盔甲(男)	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:轻型盔甲(女)	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:青铜斧	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:黑檀项链	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:黄色水晶项链	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:黑色水晶项链	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:青铜头盔	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:金创药(小量)	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:金创药(小量)	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:金创药(小量)	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:金创药(小量)	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:魔法药(小量)	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:魔法药(小量)	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:魔法药(小量)	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:29] 物品:魔法药(小量)	怪物:24E21460僵尸50	地图:H201	X:168	Y:67 
[2024/8/21 22:28:31] 物品:魔法药(小量)	怪物:2CC97250僵尸3	地图:D401	X:153	Y:91 
[2024/8/21 22:28:31] 物品:强效太阳水	怪物:1650DCD0尸王8	地图:H201	X:167	Y:68 
[2024/8/21 22:28:31] 物品:强效太阳水	怪物:1650DCD0尸王8	地图:H201	X:167	Y:68 
[2024/8/21 22:28:31] 物品:强效太阳水	怪物:1650DCD0尸王8	地图:H201	X:167	Y:68 
[2024/8/21 22:28:31] 物品:强效太阳水	怪物:1650DCD0尸王8	地图:H201	X:167	Y:68 
[2024/8/21 22:28:31] 物品:强效太阳水	怪物:1650DCD0尸王8	地图:H201	X:167	Y:68 
[2024/8/21 22:28:31] 物品:强效金创药	怪物:1650DCD0尸王8	地图:H201	X:167	Y:68 
[2024/8/21 22:28:31] 物品:强效金创药	怪物:1650DCD0尸王8	地图:H201	X:167	Y:68 
[2024/8/21 22:28:31] 物品:强效魔法药	怪物:1650DCD0尸王8	地图:H201	X:167	Y:68 
[2024/8/21 22:28:31] 物品:强效魔法药	怪物:1650DCD0尸王8	地图:H201	X:167	Y:68 
[2024/8/21 22:28:31] 物品:道德戒指	怪物:1650DCD0尸王8	地图:H201	X:167	Y:68 
[2024/8/21 22:28:31] 物品:蓝翡翠项链	怪物:1650DCD0尸王8	地图:H201	X:167	Y:68 
[2024/8/21 22:28:34] 物品:金创药(小量)	怪物:1E385EC0僵尸4	地图:H201	X:167	Y:65 
[2024/8/21 22:28:34] 物品:金创药(小量)	怪物:24BF33E0僵尸5	地图:H201	X:168	Y:67 
[2024/8/21 22:28:36] 物品:太阳水	怪物:29366370僵尸5	地图:H201	X:164	Y:68 
[2024/8/21 22:28:39] 物品:金创药(小量)	怪物:1BDE12F0僵尸3	地图:D401	X:160	Y:87 
[2024/8/21 22:28:41] 物品:强效太阳水	怪物:293DAD50尸王8	地图:H201	X:164	Y:65 
[2024/8/21 22:28:41] 物品:强效太阳水	怪物:293DAD50尸王8	地图:H201	X:164	Y:65 
[2024/8/21 22:28:41] 物品:强效太阳水	怪物:293DAD50尸王8	地图:H201	X:164	Y:65 
[2024/8/21 22:28:41] 物品:强效太阳水	怪物:293DAD50尸王8	地图:H201	X:164	Y:65 
[2024/8/21 22:28:41] 物品:强效太阳水	怪物:293DAD50尸王8	地图:H201	X:164	Y:65 
[2024/8/21 22:28:41] 物品:强效金创药	怪物:293DAD50尸王8	地图:H201	X:164	Y:65 
[2024/8/21 22:28:41] 物品:强效金创药	怪物:293DAD50尸王8	地图:H201	X:164	Y:65 
[2024/8/21 22:28:41] 物品:强效魔法药	怪物:293DAD50尸王8	地图:H201	X:164	Y:65 
[2024/8/21 22:28:41] 物品:强效魔法药	怪物:293DAD50尸王8	地图:H201	X:164	Y:65 
[2024/8/21 22:28:41] 物品:生铁戒指	怪物:293DAD50尸王8	地图:H201	X:164	Y:65 
[2024/8/21 22:28:41] 物品:黑檀手镯	怪物:293DAD50尸王8	地图:H201	X:164	Y:65 
[2024/8/21 22:28:41] 物品:魔力手镯	怪物:293DAD50尸王8	地图:H201	X:164	Y:65 
[2024/8/21 22:28:45] 物品:强效太阳水	怪物:25BC25F0尸王8	地图:H201	X:165	Y:64 
[2024/8/21 22:28:45] 物品:强效太阳水	怪物:25BC25F0尸王8	地图:H201	X:165	Y:64 
[2024/8/21 22:28:45] 物品:强效太阳水	怪物:25BC25F0尸王8	地图:H201	X:165	Y:64 
[2024/8/21 22:28:45] 物品:强效太阳水	怪物:25BC25F0尸王8	地图:H201	X:165	Y:64 
[2024/8/21 22:28:45] 物品:强效太阳水	怪物:25BC25F0尸王8	地图:H201	X:165	Y:64 
[2024/8/21 22:28:45] 物品:强效金创药	怪物:25BC25F0尸王8	地图:H201	X:165	Y:64 
[2024/8/21 22:28:45] 物品:强效金创药	怪物:25BC25F0尸王8	地图:H201	X:165	Y:64 
[2024/8/21 22:28:45] 物品:强效魔法药	怪物:25BC25F0尸王8	地图:H201	X:165	Y:64 
[2024/8/21 22:28:45] 物品:强效魔法药	怪物:25BC25F0尸王8	地图:H201	X:165	Y:64 
[2024/8/21 22:28:45] 物品:生铁戒指	怪物:25BC25F0尸王8	地图:H201	X:165	Y:64 
[2024/8/21 22:28:45] 物品:凝霜	怪物:25BC25F0尸王8	地图:H201	X:165	Y:64 
[2024/8/21 22:28:45] 物品:魅力戒指	怪物:25BC25F0尸王8	地图:H201	X:165	Y:64 
[2024/8/21 22:28:45] 物品:黑檀手镯	怪物:25BC25F0尸王8	地图:H201	X:165	Y:64 
[2024/8/21 22:28:47] 物品:攻击力药水	怪物:26AAD960圣域刀斧手	地图:B131A	X:8	Y:10 
[2024/8/21 22:28:47] 物品:疾风药水	怪物:26AAD960圣域刀斧手	地图:B131A	X:8	Y:10 
[2024/8/21 22:28:47] 物品:强效太阳水	怪物:26AAD960圣域刀斧手	地图:B131A	X:8	Y:10 
[2024/8/21 22:28:47] 物品:强效太阳水	怪物:26AAD960圣域刀斧手	地图:B131A	X:8	Y:10 
[2024/8/21 22:28:47] 物品:强效太阳水	怪物:26AAD960圣域刀斧手	地图:B131A	X:8	Y:10 
[2024/8/21 22:28:47] 物品:强效太阳水	怪物:26AAD960圣域刀斧手	地图:B131A	X:8	Y:10 
[2024/8/21 22:28:47] 物品:疗伤药	怪物:26AAD960圣域刀斧手	地图:B131A	X:8	Y:10 
[2024/8/21 22:28:47] 物品:疗伤药	怪物:26AAD960圣域刀斧手	地图:B131A	X:8	Y:10 
[2024/8/21 22:28:47] 物品:疗伤药	怪物:26AAD960圣域刀斧手	地图:B131A	X:8	Y:10 
[2024/8/21 22:28:47] 物品:太阳水	怪物:26AAD960圣域刀斧手	地图:B131A	X:8	Y:10 
[2024/8/21 22:28:47] 物品:太阳水	怪物:26AAD960圣域刀斧手	地图:B131A	X:8	Y:10 
[2024/8/21 22:28:47] 物品:太阳水	怪物:26AAD960圣域刀斧手	地图:B131A	X:8	Y:10 
