[2024/8/17 10:0:7] 物品:金创药(小量)	怪物:18664BA0僵尸5	地图:D422	X:244	Y:216 
[2024/8/17 10:28:28] 物品:瞬息移动	怪物:27F7A500沃玛卫士8	地图:H204	X:50	Y:12 
[2024/8/17 10:28:28] 物品:雷电术	怪物:27F7A500沃玛卫士8	地图:H204	X:50	Y:12 
[2024/8/17 10:28:33] 物品:金创药(小量)	怪物:29C532E0骷髅战士	地图:D001	X:153	Y:45 
[2024/8/17 10:28:39] 物品:金创药(小量)	怪物:1BE39EC0僵尸5	地图:D405	X:149	Y:105 
[2024/8/17 10:28:44] 物品:魔法药(小量)	怪物:28740F10山洞蝙蝠	地图:D001	X:149	Y:28 
[2024/8/17 10:28:46] 物品:八荒	怪物:18687670掷斧骷髅	地图:D003	X:80	Y:50 
[2024/8/17 10:28:46] 物品:青铜剑	怪物:18687670掷斧骷髅	地图:D003	X:80	Y:50 
[2024/8/17 10:28:46] 物品:小手镯	怪物:18687670掷斧骷髅	地图:D003	X:80	Y:50 
[2024/8/17 10:28:47] 物品:强效太阳水	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:47] 物品:强效太阳水	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:47] 物品:强效太阳水	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:47] 物品:强效太阳水	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:47] 物品:强效太阳水	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:47] 物品:太阳水	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:47] 物品:太阳水	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:47] 物品:太阳水	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:47] 物品:太阳水	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:47] 物品:太阳水	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:47] 物品:太阳水	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:47] 物品:太阳水	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:47] 物品:太阳水	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:47] 物品:太阳水	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:47] 物品:太阳水	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:47] 物品:金创药(中量)	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:47] 物品:金创药(中量)	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:47] 物品:强效金创药	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:47] 物品:强效金创药	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:47] 物品:强效金创药	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:47] 物品:魔法药(中量)	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:47] 物品:魔法药(中量)	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:48] 物品:强效魔法药	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:48] 物品:强效魔法药	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:48] 物品:强效魔法药	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:48] 物品:躲避手链	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:48] 物品:火墙	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:48] 物品:施毒术	怪物:27F8ADC0沃玛卫士8	地图:H204	X:53	Y:11 
[2024/8/17 10:28:58] 物品:皮制手套	怪物:195A4910骷髅战士	地图:D003	X:88	Y:57 
[2024/8/17 10:29:7] 物品:金创药(中量)	怪物:1C6D06A0骷髅战将0	地图:D003	X:90	Y:59 
[2024/8/17 10:29:7] 物品:金创药(中量)	怪物:1C6D06A0骷髅战将0	地图:D003	X:90	Y:59 
[2024/8/17 10:29:7] 物品:金创药(中量)	怪物:1C6D06A0骷髅战将0	地图:D003	X:90	Y:59 
[2024/8/17 10:29:7] 物品:金创药(中量)	怪物:1C6D06A0骷髅战将0	地图:D003	X:90	Y:59 
[2024/8/17 10:29:7] 物品:魔法药(中量)	怪物:1C6D06A0骷髅战将0	地图:D003	X:90	Y:59 
[2024/8/17 10:29:7] 物品:魔法药(中量)	怪物:1C6D06A0骷髅战将0	地图:D003	X:90	Y:59 
[2024/8/17 10:29:7] 物品:魔法药(中量)	怪物:1C6D06A0骷髅战将0	地图:D003	X:90	Y:59 
[2024/8/17 10:29:7] 物品:魔法药(中量)	怪物:1C6D06A0骷髅战将0	地图:D003	X:90	Y:59 
[2024/8/17 10:29:8] 物品:铁剑	怪物:18C4EB90掷斧骷髅0	地图:D002	X:233	Y:272 
[2024/8/17 10:29:8] 物品:金创药(中量)	怪物:18C4EB90掷斧骷髅0	地图:D002	X:233	Y:272 
[2024/8/17 10:29:8] 物品:金创药(中量)	怪物:18C4EB90掷斧骷髅0	地图:D002	X:233	Y:272 
[2024/8/17 10:29:8] 物品:金创药(中量)	怪物:18C4EB90掷斧骷髅0	地图:D002	X:233	Y:272 
[2024/8/17 10:29:8] 物品:金创药(中量)	怪物:18C4EB90掷斧骷髅0	地图:D002	X:233	Y:272 
[2024/8/17 10:29:8] 物品:魔法药(中量)	怪物:18C4EB90掷斧骷髅0	地图:D002	X:233	Y:272 
[2024/8/17 10:29:8] 物品:魔法药(中量)	怪物:18C4EB90掷斧骷髅0	地图:D002	X:233	Y:272 
[2024/8/17 10:29:8] 物品:魔法药(中量)	怪物:18C4EB90掷斧骷髅0	地图:D002	X:233	Y:272 
[2024/8/17 10:29:8] 物品:魔法药(中量)	怪物:18C4EB90掷斧骷髅0	地图:D002	X:233	Y:272 
[2024/8/17 10:29:12] 物品:强效太阳水	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:强效太阳水	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:强效太阳水	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:强效太阳水	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:强效太阳水	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:太阳水	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:太阳水	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:太阳水	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:太阳水	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:太阳水	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:太阳水	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:太阳水	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:太阳水	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:太阳水	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:太阳水	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:金创药(中量)	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:金创药(中量)	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:强效金创药	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:强效金创药	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:强效金创药	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:魔法药(中量)	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:魔法药(中量)	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:强效魔法药	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:强效魔法药	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:强效魔法药	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:攻击神水	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:灵魂战衣(女)	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:破魂	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:骷髅头盔	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:烈火剑法	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:爆裂火焰	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:12] 物品:瞬息移动	怪物:18E5D6C0沃玛卫士8	地图:H204	X:57	Y:14 
[2024/8/17 10:29:15] 物品:凤凰明珠	怪物:27F1EE20祖玛弓箭手8	地图:H204	X:60	Y:19 
[2024/8/17 10:29:17] 物品:金创药(小量)	怪物:237B7570僵尸5	地图:D406	X:159	Y:61 
[2024/8/17 10:29:20] 物品:强效太阳水	怪物:27F2CC00祖玛弓箭手8	地图:H204	X:61	Y:19 
[2024/8/17 10:29:23] 物品:金创药(小量)	怪物:18735160僵尸5	地图:D406	X:160	Y:59 
[2024/8/17 10:29:38] 物品:强效太阳水	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:强效太阳水	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:强效太阳水	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:强效太阳水	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:强效太阳水	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:太阳水	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:太阳水	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:太阳水	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:太阳水	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:太阳水	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:太阳水	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:太阳水	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:太阳水	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:太阳水	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:太阳水	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:金创药(中量)	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:金创药(中量)	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:强效金创药	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:强效金创药	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:强效金创药	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:魔法药(中量)	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:魔法药(中量)	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:强效魔法药	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:强效魔法药	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:强效魔法药	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:攻击神水	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:骷髅头盔	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:野蛮冲撞	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:神圣战甲术	怪物:27F7BB30沃玛卫士8	地图:H204	X:66	Y:23 
[2024/8/17 10:29:38] 物品:魔法药(小量)	怪物:1D748E90僵尸4	地图:D406	X:162	Y:45 
[2024/8/17 10:29:49] 物品:太阳水	怪物:061EFF30骷髅战将	地图:D003	X:102	Y:55 
[2024/8/17 10:29:54] 物品:金创药(小量)	怪物:29BD7970僵尸4	地图:D406	X:167	Y:41 
[2024/8/17 10:29:54] 物品:魔法药(小量)	怪物:29BD7970僵尸4	地图:D406	X:167	Y:41 
[2024/8/17 10:29:59] 物品:攻杀剑术	怪物:187723C0僵尸30	地图:D401	X:40	Y:92 
[2024/8/17 10:29:59] 物品:大火球	怪物:187723C0僵尸30	地图:D401	X:40	Y:92 
[2024/8/17 10:29:59] 物品:灵魂火符	怪物:187723C0僵尸30	地图:D401	X:40	Y:92 
[2024/8/17 10:29:59] 物品:火球术	怪物:187723C0僵尸30	地图:D401	X:40	Y:92 
[2024/8/17 10:29:59] 物品:治愈术	怪物:187723C0僵尸30	地图:D401	X:40	Y:92 
[2024/8/17 10:29:59] 物品:八荒	怪物:187723C0僵尸30	地图:D401	X:40	Y:92 
[2024/8/17 10:29:59] 物品:蓝色水晶戒指	怪物:187723C0僵尸30	地图:D401	X:40	Y:92 
[2024/8/17 10:29:59] 物品:魔鬼项链	怪物:187723C0僵尸30	地图:D401	X:40	Y:92 
[2024/8/17 10:29:59] 物品:琥珀项链	怪物:187723C0僵尸30	地图:D401	X:40	Y:92 
[2024/8/17 10:29:59] 物品:凤凰明珠	怪物:187723C0僵尸30	地图:D401	X:40	Y:92 
[2024/8/17 10:29:59] 物品:坚固手套	怪物:187723C0僵尸30	地图:D401	X:40	Y:92 
[2024/8/17 10:29:59] 物品:灯笼项链	怪物:187723C0僵尸30	地图:D401	X:40	Y:92 
[2024/8/17 10:29:59] 物品:魔法药(小量)	怪物:187723C0僵尸30	地图:D401	X:40	Y:92 
[2024/8/17 10:30:2] 物品:小手镯	怪物:1E02CA50骷髅	地图:D001	X:108	Y:136 
[2024/8/17 10:30:4] 物品:灵魂火符	怪物:278D4D10僵尸3	地图:D401	X:40	Y:92 
[2024/8/17 10:30:10] 物品:金创药(中量)	怪物:1C88E6B0骷髅战将0	地图:D002	X:72	Y:267 
[2024/8/17 10:30:10] 物品:金创药(中量)	怪物:1C88E6B0骷髅战将0	地图:D002	X:72	Y:267 
[2024/8/17 10:30:10] 物品:金创药(中量)	怪物:1C88E6B0骷髅战将0	地图:D002	X:72	Y:267 
[2024/8/17 10:30:10] 物品:金创药(中量)	怪物:1C88E6B0骷髅战将0	地图:D002	X:72	Y:267 
[2024/8/17 10:30:10] 物品:魔法药(中量)	怪物:1C88E6B0骷髅战将0	地图:D002	X:72	Y:267 
[2024/8/17 10:30:10] 物品:魔法药(中量)	怪物:1C88E6B0骷髅战将0	地图:D002	X:72	Y:267 
[2024/8/17 10:30:10] 物品:魔法药(中量)	怪物:1C88E6B0骷髅战将0	地图:D002	X:72	Y:267 
[2024/8/17 10:30:10] 物品:魔法药(中量)	怪物:1C88E6B0骷髅战将0	地图:D002	X:72	Y:267 
[2024/8/17 10:30:32] 物品:强效太阳水	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效太阳水	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效太阳水	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效太阳水	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效太阳水	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效太阳水	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效太阳水	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效太阳水	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效太阳水	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效太阳水	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:太阳水	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:太阳水	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:太阳水	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:太阳水	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:太阳水	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:太阳水	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:太阳水	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:太阳水	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:太阳水	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:太阳水	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效金创药	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效金创药	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效金创药	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效金创药	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效金创药	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效金创药	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效金创药	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效金创药	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效金创药	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效金创药	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效魔法药	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效魔法药	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效魔法药	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效魔法药	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效魔法药	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效魔法药	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效魔法药	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效魔法药	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效魔法药	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:强效魔法药	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:天珠项链	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:32] 物品:魔法长袍(女)	怪物:0D4B1B60虹魔蝎卫8	地图:H204	X:59	Y:19 
[2024/8/17 10:30:33] 物品:金创药(小量)	怪物:051D2E20骷髅战士	地图:D002	X:81	Y:253 
[2024/8/17 10:30:34] 物品:金创药(小量)	怪物:1F099C70僵尸3	地图:D401	X:173	Y:25 
[2024/8/17 10:30:34] 物品:魔法药(小量)	怪物:1F099C70僵尸3	地图:D401	X:173	Y:25 
[2024/8/17 10:30:36] 物品:金手镯	怪物:283EDDB0祖玛卫士8	地图:H204	X:67	Y:27 
[2024/8/17 10:30:53] 物品:太阳水	怪物:0D8F73C0骷髅战将	地图:D002	X:107	Y:176 
[2024/8/17 10:30:58] 物品:强效太阳水	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:强效太阳水	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:强效太阳水	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:强效太阳水	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:强效太阳水	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:太阳水	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:太阳水	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:太阳水	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:太阳水	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:太阳水	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:太阳水	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:太阳水	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:太阳水	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:太阳水	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:太阳水	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:金创药(中量)	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:金创药(中量)	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:强效金创药	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:强效金创药	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:强效金创药	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:魔法药(中量)	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:魔法药(中量)	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:强效魔法药	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:强效魔法药	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:强效魔法药	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:灵魂战衣(男)	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:30:58] 物品:集体隐身术	怪物:0DDFE130沃玛卫士8	地图:H204	X:69	Y:26 
[2024/8/17 10:31:7] 物品:玻璃戒指	怪物:1CA13ED0骷髅战将0	地图:D002	X:91	Y:245 
[2024/8/17 10:31:7] 物品:金创药(中量)	怪物:1CA13ED0骷髅战将0	地图:D002	X:91	Y:245 
[2024/8/17 10:31:7] 物品:金创药(中量)	怪物:1CA13ED0骷髅战将0	地图:D002	X:91	Y:245 
[2024/8/17 10:31:7] 物品:金创药(中量)	怪物:1CA13ED0骷髅战将0	地图:D002	X:91	Y:245 
[2024/8/17 10:31:7] 物品:金创药(中量)	怪物:1CA13ED0骷髅战将0	地图:D002	X:91	Y:245 
[2024/8/17 10:31:7] 物品:魔法药(中量)	怪物:1CA13ED0骷髅战将0	地图:D002	X:91	Y:245 
[2024/8/17 10:31:7] 物品:魔法药(中量)	怪物:1CA13ED0骷髅战将0	地图:D002	X:91	Y:245 
[2024/8/17 10:31:7] 物品:魔法药(中量)	怪物:1CA13ED0骷髅战将0	地图:D002	X:91	Y:245 
[2024/8/17 10:31:7] 物品:魔法药(中量)	怪物:1CA13ED0骷髅战将0	地图:D002	X:91	Y:245 
[2024/8/17 10:31:11] 物品:金创药(小量)	怪物:1BE147B0骷髅战士	地图:D002	X:91	Y:243 
[2024/8/17 10:31:20] 物品:牛角戒指	怪物:17E61FE0骷髅战士	地图:D003	X:130	Y:88 
[2024/8/17 10:31:21] 物品:回城卷	怪物:26F3E610山洞蝙蝠	地图:D002	X:80	Y:235 
