[2024/8/18 15:0:2] 物品:金创药(中量)	怪物:208E38E0红野猪	地图:D714	X:377	Y:187 
[2024/8/18 15:22:28] 物品:群体治疗术	怪物:2A4D1910尸王8	地图:H201	X:43	Y:117 
[2024/8/18 15:22:28] 物品:召唤神兽	怪物:2A4D1910尸王8	地图:H201	X:43	Y:117 
[2024/8/18 15:22:30] 物品:金创药(小量)	怪物:0DAF9230僵尸5	地图:H201	X:43	Y:115 
[2024/8/18 15:22:30] 物品:金创药(小量)	怪物:1E572BD0僵尸5	地图:H201	X:117	Y:188 
[2024/8/18 15:22:32] 物品:强效太阳水	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效太阳水	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效太阳水	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效太阳水	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效太阳水	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效太阳水	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效太阳水	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效太阳水	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效太阳水	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效太阳水	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:太阳水	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:太阳水	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:太阳水	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:太阳水	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:太阳水	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:太阳水	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:太阳水	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:太阳水	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:太阳水	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:太阳水	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:金创药(中量)	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:金创药(中量)	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:金创药(中量)	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效金创药	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效金创药	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效金创药	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:魔法药(中量)	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:魔法药(中量)	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:魔法药(中量)	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效魔法药	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效魔法药	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效魔法药	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效金创药	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效金创药	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效金创药	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效金创药	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效金创药	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效金创药	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效魔法药	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效魔法药	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效魔法药	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效魔法药	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效魔法药	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:强效魔法药	怪物:244C9790白野猪8	地图:H204	X:28	Y:29 
[2024/8/18 15:22:32] 物品:金创药(小量)	怪物:2A8A68A0僵尸4	地图:H201	X:117	Y:187 
[2024/8/18 15:22:34] 物品:金创药(小量)	怪物:2B3F0B20僵尸5	地图:H201	X:115	Y:187 
[2024/8/18 15:22:34] 物品:雷电术	怪物:23C853F0僵尸1	地图:H201	X:116	Y:186 
[2024/8/18 15:22:37] 物品:强效太阳水	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效太阳水	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效太阳水	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效太阳水	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效太阳水	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效太阳水	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效太阳水	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效太阳水	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效太阳水	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效太阳水	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:太阳水	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:太阳水	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:太阳水	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:太阳水	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:太阳水	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:太阳水	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:太阳水	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:太阳水	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:太阳水	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:太阳水	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:金创药(中量)	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:金创药(中量)	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:金创药(中量)	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效金创药	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效金创药	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效金创药	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:魔法药(中量)	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:魔法药(中量)	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:魔法药(中量)	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效魔法药	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效魔法药	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效魔法药	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效金创药	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效金创药	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效金创药	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效金创药	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效金创药	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效金创药	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效魔法药	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效魔法药	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效魔法药	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效魔法药	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效魔法药	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:强效魔法药	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:37] 物品:放大镜	怪物:28214910白野猪8	地图:H204	X:29	Y:30 
[2024/8/18 15:22:38] 物品:强效太阳水	怪物:277ADC70尸王8	地图:H201	X:117	Y:187 
[2024/8/18 15:22:38] 物品:强效太阳水	怪物:277ADC70尸王8	地图:H201	X:117	Y:187 
[2024/8/18 15:22:38] 物品:强效太阳水	怪物:277ADC70尸王8	地图:H201	X:117	Y:187 
[2024/8/18 15:22:38] 物品:强效太阳水	怪物:277ADC70尸王8	地图:H201	X:117	Y:187 
[2024/8/18 15:22:38] 物品:强效太阳水	怪物:277ADC70尸王8	地图:H201	X:117	Y:187 
[2024/8/18 15:22:38] 物品:强效金创药	怪物:277ADC70尸王8	地图:H201	X:117	Y:187 
[2024/8/18 15:22:38] 物品:强效金创药	怪物:277ADC70尸王8	地图:H201	X:117	Y:187 
[2024/8/18 15:22:38] 物品:强效魔法药	怪物:277ADC70尸王8	地图:H201	X:117	Y:187 
[2024/8/18 15:22:38] 物品:强效魔法药	怪物:277ADC70尸王8	地图:H201	X:117	Y:187 
[2024/8/18 15:22:38] 物品:黑色水晶戒指	怪物:277ADC70尸王8	地图:H201	X:117	Y:187 
[2024/8/18 15:22:38] 物品:生铁戒指	怪物:277ADC70尸王8	地图:H201	X:117	Y:187 
[2024/8/18 15:22:38] 物品:黑檀手镯	怪物:277ADC70尸王8	地图:H201	X:117	Y:187 
[2024/8/18 15:22:38] 物品:困魔咒	怪物:277ADC70尸王8	地图:H201	X:117	Y:187 
[2024/8/18 15:22:41] 物品:金创药(小量)	怪物:2FB03480僵尸4	地图:H201	X:37	Y:124 
[2024/8/18 15:22:43] 物品:金创药(小量)	怪物:2960B4F0僵尸4	地图:H201	X:115	Y:186 
[2024/8/18 15:22:45] 物品:强效太阳水	怪物:2EE2B7C0尸王8	地图:H201	X:115	Y:187 
[2024/8/18 15:22:45] 物品:强效太阳水	怪物:2EE2B7C0尸王8	地图:H201	X:115	Y:187 
[2024/8/18 15:22:45] 物品:强效太阳水	怪物:2EE2B7C0尸王8	地图:H201	X:115	Y:187 
[2024/8/18 15:22:45] 物品:强效太阳水	怪物:2EE2B7C0尸王8	地图:H201	X:115	Y:187 
[2024/8/18 15:22:45] 物品:强效太阳水	怪物:2EE2B7C0尸王8	地图:H201	X:115	Y:187 
[2024/8/18 15:22:45] 物品:强效金创药	怪物:2EE2B7C0尸王8	地图:H201	X:115	Y:187 
[2024/8/18 15:22:45] 物品:强效金创药	怪物:2EE2B7C0尸王8	地图:H201	X:115	Y:187 
[2024/8/18 15:22:45] 物品:强效魔法药	怪物:2EE2B7C0尸王8	地图:H201	X:115	Y:187 
[2024/8/18 15:22:45] 物品:强效魔法药	怪物:2EE2B7C0尸王8	地图:H201	X:115	Y:187 
[2024/8/18 15:22:45] 物品:蛇眼戒指	怪物:2EE2B7C0尸王8	地图:H201	X:115	Y:187 
[2024/8/18 15:22:45] 物品:蓝翡翠项链	怪物:2EE2B7C0尸王8	地图:H201	X:115	Y:187 
[2024/8/18 15:22:45] 物品:黑檀手镯	怪物:2EE2B7C0尸王8	地图:H201	X:115	Y:187 
[2024/8/18 15:22:45] 物品:魔力手镯	怪物:2EE2B7C0尸王8	地图:H201	X:115	Y:187 
[2024/8/18 15:22:45] 物品:蓝翡翠项链	怪物:295FD710祖玛卫士8	地图:H204	X:33	Y:31 
[2024/8/18 15:22:45] 物品:太阳水	怪物:2A862AF0钢牙蜘蛛	地图:D10061	X:21	Y:24 
[2024/8/18 15:22:45] 物品:强效金创药	怪物:2A862AF0钢牙蜘蛛	地图:D10061	X:21	Y:24 
[2024/8/18 15:22:45] 物品:强效魔法药	怪物:2A862AF0钢牙蜘蛛	地图:D10061	X:21	Y:24 
[2024/8/18 15:22:45] 物品:魔法长袍(女)	怪物:2A862AF0钢牙蜘蛛	地图:D10061	X:21	Y:24 
[2024/8/18 15:22:45] 物品:道德戒指	怪物:2A862AF0钢牙蜘蛛	地图:D10061	X:21	Y:24 
[2024/8/18 15:22:45] 物品:小手镯	怪物:2A862AF0钢牙蜘蛛	地图:D10061	X:21	Y:24 
[2024/8/18 15:22:49] 物品:强效太阳水	怪物:187BCCD0尸王8	地图:H201	X:37	Y:125 
[2024/8/18 15:22:49] 物品:强效太阳水	怪物:187BCCD0尸王8	地图:H201	X:37	Y:125 
[2024/8/18 15:22:49] 物品:强效太阳水	怪物:187BCCD0尸王8	地图:H201	X:37	Y:125 
[2024/8/18 15:22:49] 物品:强效太阳水	怪物:187BCCD0尸王8	地图:H201	X:37	Y:125 
[2024/8/18 15:22:49] 物品:强效太阳水	怪物:187BCCD0尸王8	地图:H201	X:37	Y:125 
[2024/8/18 15:22:49] 物品:强效金创药	怪物:187BCCD0尸王8	地图:H201	X:37	Y:125 
[2024/8/18 15:22:49] 物品:强效金创药	怪物:187BCCD0尸王8	地图:H201	X:37	Y:125 
[2024/8/18 15:22:49] 物品:强效魔法药	怪物:187BCCD0尸王8	地图:H201	X:37	Y:125 
[2024/8/18 15:22:49] 物品:强效魔法药	怪物:187BCCD0尸王8	地图:H201	X:37	Y:125 
[2024/8/18 15:22:49] 物品:黑色水晶戒指	怪物:187BCCD0尸王8	地图:H201	X:37	Y:125 
[2024/8/18 15:22:49] 物品:蓝翡翠项链	怪物:187BCCD0尸王8	地图:H201	X:37	Y:125 
[2024/8/18 15:22:49] 物品:黑檀手镯	怪物:187BCCD0尸王8	地图:H201	X:37	Y:125 
[2024/8/18 15:22:49] 物品:魔力手镯	怪物:187BCCD0尸王8	地图:H201	X:37	Y:125 
[2024/8/18 15:22:49] 物品:困魔咒	怪物:187BCCD0尸王8	地图:H201	X:37	Y:125 
[2024/8/18 15:22:50] 物品:强效太阳水	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效太阳水	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效太阳水	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效太阳水	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效太阳水	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效太阳水	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效太阳水	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效太阳水	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效太阳水	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效太阳水	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:太阳水	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:太阳水	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:太阳水	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:太阳水	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:太阳水	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:太阳水	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:太阳水	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:太阳水	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:太阳水	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:太阳水	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:金创药(中量)	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:金创药(中量)	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:金创药(中量)	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效金创药	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效金创药	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效金创药	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:魔法药(中量)	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:魔法药(中量)	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:魔法药(中量)	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效魔法药	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效魔法药	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效魔法药	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效金创药	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效金创药	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效金创药	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效金创药	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效金创药	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效金创药	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效魔法药	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效魔法药	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效魔法药	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效魔法药	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效魔法药	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:强效魔法药	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:黑檀手镯	怪物:1972C950白野猪8	地图:H204	X:33	Y:30 
[2024/8/18 15:22:50] 物品:太阳水	怪物:2DB4B0F0黑野猪8	地图:H002	X:151	Y:155 
[2024/8/18 15:22:54] 物品:魔法药(小量)	怪物:18BEDF80僵尸5	地图:H201	X:38	Y:125 
[2024/8/18 15:22:59] 物品:金创药(小量)	怪物:2AB94430僵尸5	地图:H201	X:115	Y:187 
[2024/8/18 15:22:59] 物品:魔法药(小量)	怪物:2AB94430僵尸5	地图:H201	X:115	Y:187 
[2024/8/18 15:22:59] 物品:强效太阳水	怪物:17CF0120尸王8	地图:H201	X:115	Y:188 
[2024/8/18 15:22:59] 物品:强效太阳水	怪物:17CF0120尸王8	地图:H201	X:115	Y:188 
[2024/8/18 15:22:59] 物品:强效太阳水	怪物:17CF0120尸王8	地图:H201	X:115	Y:188 
[2024/8/18 15:22:59] 物品:强效太阳水	怪物:17CF0120尸王8	地图:H201	X:115	Y:188 
[2024/8/18 15:22:59] 物品:强效太阳水	怪物:17CF0120尸王8	地图:H201	X:115	Y:188 
[2024/8/18 15:22:59] 物品:强效金创药	怪物:17CF0120尸王8	地图:H201	X:115	Y:188 
[2024/8/18 15:22:59] 物品:强效金创药	怪物:17CF0120尸王8	地图:H201	X:115	Y:188 
[2024/8/18 15:22:59] 物品:强效魔法药	怪物:17CF0120尸王8	地图:H201	X:115	Y:188 
[2024/8/18 15:22:59] 物品:强效魔法药	怪物:17CF0120尸王8	地图:H201	X:115	Y:188 
[2024/8/18 15:22:59] 物品:骷髅戒指	怪物:17CF0120尸王8	地图:H201	X:115	Y:188 
[2024/8/18 15:22:59] 物品:生铁戒指	怪物:17CF0120尸王8	地图:H201	X:115	Y:188 
[2024/8/18 15:22:59] 物品:困魔咒	怪物:17CF0120尸王8	地图:H201	X:115	Y:188 
[2024/8/18 15:22:59] 物品:地狱雷光	怪物:17CF0120尸王8	地图:H201	X:115	Y:188 
[2024/8/18 15:22:59] 物品:野蛮冲撞	怪物:17CF0120尸王8	地图:H201	X:115	Y:188 
[2024/8/18 15:23:5] 物品:金创药(小量)	怪物:289CAC70僵尸4	地图:H201	X:117	Y:188 
[2024/8/18 15:23:5] 物品:太阳水	怪物:23AEC970黑野猪	地图:D2007	X:138	Y:114 
[2024/8/18 15:23:6] 物品:太阳水	怪物:17E66270钢牙蜘蛛	地图:D10061	X:20	Y:23 
[2024/8/18 15:23:6] 物品:强效金创药	怪物:17E66270钢牙蜘蛛	地图:D10061	X:20	Y:23 
[2024/8/18 15:23:6] 物品:强效魔法药	怪物:17E66270钢牙蜘蛛	地图:D10061	X:20	Y:23 
[2024/8/18 15:23:8] 物品:放大镜	怪物:235E86E0祖玛卫士8	地图:H204	X:46	Y:47 
[2024/8/18 15:23:8] 物品:珍珠戒指	怪物:235E86E0祖玛卫士8	地图:H204	X:46	Y:47 
[2024/8/18 15:23:9] 物品:心灵启示	怪物:1886CBA0恶灵尸王	地图:H201	X:36	Y:130 
[2024/8/18 15:23:9] 物品:神圣战甲术	怪物:1886CBA0恶灵尸王	地图:H201	X:36	Y:130 
[2024/8/18 15:23:9] 物品:爆裂火焰	怪物:1886CBA0恶灵尸王	地图:H201	X:36	Y:130 
[2024/8/18 15:23:9] 物品:集体隐身术	怪物:1886CBA0恶灵尸王	地图:H201	X:36	Y:130 
[2024/8/18 15:23:9] 物品:施毒术	怪物:1886CBA0恶灵尸王	地图:H201	X:36	Y:130 
[2024/8/18 15:23:9] 物品:灵魂火符	怪物:1886CBA0恶灵尸王	地图:H201	X:36	Y:130 
[2024/8/18 15:23:9] 物品:雷电术	怪物:1886CBA0恶灵尸王	地图:H201	X:36	Y:130 
[2024/8/18 15:23:9] 物品:地狱火	怪物:1886CBA0恶灵尸王	地图:H201	X:36	Y:130 
[2024/8/18 15:23:9] 物品:瞬息移动	怪物:1886CBA0恶灵尸王	地图:H201	X:36	Y:130 
[2024/8/18 15:23:11] 物品:金创药(小量)	怪物:2DFC9EC0僵尸4	地图:H201	X:116	Y:188 
[2024/8/18 15:23:11] 物品:魔法药(小量)	怪物:2DFC9EC0僵尸4	地图:H201	X:116	Y:188 
[2024/8/18 15:23:11] 物品:召唤骷髅	怪物:2DFC9EC0僵尸4	地图:H201	X:116	Y:188 
[2024/8/18 15:23:11] 物品:强效太阳水	怪物:216C5020黑锷蜘蛛0	地图:D10061	X:18	Y:26 
[2024/8/18 15:23:11] 物品:强效太阳水	怪物:216C5020黑锷蜘蛛0	地图:D10061	X:18	Y:26 
[2024/8/18 15:23:11] 物品:太阳水	怪物:216C5020黑锷蜘蛛0	地图:D10061	X:18	Y:26 
[2024/8/18 15:23:11] 物品:太阳水	怪物:216C5020黑锷蜘蛛0	地图:D10061	X:18	Y:26 
[2024/8/18 15:23:11] 物品:疗伤药	怪物:216C5020黑锷蜘蛛0	地图:D10061	X:18	Y:26 
[2024/8/18 15:23:11] 物品:疗伤药	怪物:216C5020黑锷蜘蛛0	地图:D10061	X:18	Y:26 
[2024/8/18 15:23:11] 物品:强效金创药	怪物:216C5020黑锷蜘蛛0	地图:D10061	X:18	Y:26 
[2024/8/18 15:23:11] 物品:强效金创药	怪物:216C5020黑锷蜘蛛0	地图:D10061	X:18	Y:26 
[2024/8/18 15:23:11] 物品:强效魔法药	怪物:216C5020黑锷蜘蛛0	地图:D10061	X:18	Y:26 
[2024/8/18 15:23:11] 物品:强效魔法药	怪物:216C5020黑锷蜘蛛0	地图:D10061	X:18	Y:26 
[2024/8/18 15:23:11] 物品:强效金创药	怪物:216C5020黑锷蜘蛛0	地图:D10061	X:18	Y:26 
[2024/8/18 15:23:11] 物品:强效金创药	怪物:216C5020黑锷蜘蛛0	地图:D10061	X:18	Y:26 
[2024/8/18 15:23:11] 物品:强效魔法药	怪物:216C5020黑锷蜘蛛0	地图:D10061	X:18	Y:26 
[2024/8/18 15:23:11] 物品:强效魔法药	怪物:216C5020黑锷蜘蛛0	地图:D10061	X:18	Y:26 
[2024/8/18 15:23:12] 物品:强效太阳水	怪物:05C53ED0白野猪8	地图:H204	X:47	Y:47 
[2024/8/18 15:23:12] 物品:强效太阳水	怪物:05C53ED0白野猪8	地图:H204	X:47	Y:47 
[2024/8/18 15:23:12] 物品:强效太阳水	怪物:05C53ED0白野猪8	地图:H204	X:47	Y:47 
[2024/8/18 15:23:12] 物品:强效太阳水	怪物:05C53ED0白野猪8	地图:H204	X:47	Y:47 
[2024/8/18 15:23:12] 物品:强效太阳水	怪物:05C53ED0白野猪8	地图:H204	X:47	Y:47 
[2024/8/18 15:23:12] 物品:强效太阳水	怪物:05C53ED0白野猪8	地图:H204	X:47	Y:47 
[2024/8/18 15:23:12] 物品:强效太阳水	怪物:05C53ED0白野猪8	地图:H204	X:47	Y:47 
[2024/8/18 15:23:12] 物品:强效太阳水	怪物:05C53ED0白野猪8	地图:H204	X:47	Y:47 
