[2024/8/22 1:0:1] 物品:金创药(小量)	怪物:23698DD0僵尸4	地图:H201	X:176	Y:89 
[2024/8/22 1:29:38] 物品:抗拒火环	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:精神力战法	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:火球术	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:治愈术	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:基本剑术	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:八荒	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:半月	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:海魂	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:魔鬼项链	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:琥珀项链	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:坚固手套	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:铁剑	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:短剑	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:轻型盔甲(男)	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:轻型盔甲(女)	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:中型盔甲(女)	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:青铜斧	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:黑檀项链	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:黄色水晶项链	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:黑色水晶项链	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:青铜头盔	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:金创药(小量)	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:金创药(小量)	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:金创药(小量)	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:金创药(小量)	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:魔法药(小量)	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:魔法药(小量)	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:魔法药(小量)	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:38] 物品:魔法药(小量)	怪物:1747EB90僵尸50	地图:H201	X:74	Y:95 
[2024/8/22 1:29:40] 物品:重盔甲(女)	怪物:23CFAE70魔龙破甲兵	地图:66	X:195	Y:187 
[2024/8/22 1:29:45] 物品:死神手套	怪物:2678C030魔龙射手	地图:66	X:202	Y:187 
[2024/8/22 1:29:50] 物品:强效金创药	怪物:23243260魔龙刀兵	地图:66	X:201	Y:183 
[2024/8/22 1:29:53] 物品:强效魔法药	怪物:2CED3CD0魔龙破甲兵1	地图:66	X:55	Y:164 
[2024/8/22 1:29:53] 物品:凝霜	怪物:2CED3CD0魔龙破甲兵1	地图:66	X:55	Y:164 
[2024/8/22 1:29:53] 物品:死神手套	怪物:2CED3CD0魔龙破甲兵1	地图:66	X:55	Y:164 
[2024/8/22 1:29:57] 物品:强效金创药	怪物:238DBE70魔龙破甲兵	地图:66	X:55	Y:165 
[2024/8/22 1:29:57] 物品:太阳水	怪物:238DBE70魔龙破甲兵	地图:66	X:55	Y:165 
[2024/8/22 1:29:58] 物品:魔法药(小量)	怪物:174C8BE0僵尸4	地图:H201	X:83	Y:86 
[2024/8/22 1:30:7] 物品:金创药(小量)	怪物:17A2F290僵尸5	地图:H201	X:80	Y:97 
[2024/8/22 1:30:12] 物品:金创药(小量)	怪物:291CE9C0僵尸4	地图:H201	X:79	Y:97 
[2024/8/22 1:30:12] 物品:金创药(小量)	怪物:1861D1C0僵尸4	地图:H201	X:90	Y:84 
[2024/8/22 1:30:18] 物品:灵魂项链	怪物:2D2BD860魔龙刀兵1	地图:66	X:201	Y:176 
[2024/8/22 1:30:23] 物品:强效魔法药	怪物:24B4E750魔龙刀兵	地图:66	X:199	Y:175 
[2024/8/22 1:30:27] 物品:强效魔法药	怪物:25AA4760魔龙射手1	地图:66	X:57	Y:158 
[2024/8/22 1:30:37] 物品:放大镜	怪物:179743C0魔龙射手	地图:66	X:203	Y:170 
[2024/8/22 1:30:39] 物品:金创药(小量)	怪物:23E0C4E0僵尸5	地图:H201	X:85	Y:69 
[2024/8/22 1:30:50] 物品:强效金创药	怪物:23326FF0魔龙射手	地图:66	X:201	Y:168 
[2024/8/22 1:30:54] 物品:强效太阳水	怪物:24FDE1D0尸王8	地图:H201	X:96	Y:86 
[2024/8/22 1:30:54] 物品:强效太阳水	怪物:24FDE1D0尸王8	地图:H201	X:96	Y:86 
[2024/8/22 1:30:54] 物品:强效太阳水	怪物:24FDE1D0尸王8	地图:H201	X:96	Y:86 
[2024/8/22 1:30:54] 物品:强效太阳水	怪物:24FDE1D0尸王8	地图:H201	X:96	Y:86 
[2024/8/22 1:30:54] 物品:强效太阳水	怪物:24FDE1D0尸王8	地图:H201	X:96	Y:86 
[2024/8/22 1:30:54] 物品:强效金创药	怪物:24FDE1D0尸王8	地图:H201	X:96	Y:86 
[2024/8/22 1:30:54] 物品:强效金创药	怪物:24FDE1D0尸王8	地图:H201	X:96	Y:86 
[2024/8/22 1:30:54] 物品:强效魔法药	怪物:24FDE1D0尸王8	地图:H201	X:96	Y:86 
[2024/8/22 1:30:54] 物品:强效魔法药	怪物:24FDE1D0尸王8	地图:H201	X:96	Y:86 
[2024/8/22 1:30:54] 物品:黑色水晶戒指	怪物:24FDE1D0尸王8	地图:H201	X:96	Y:86 
[2024/8/22 1:30:54] 物品:魔力手镯	怪物:24FDE1D0尸王8	地图:H201	X:96	Y:86 
[2024/8/22 1:30:54] 物品:龙纹剑	怪物:28BA5760魔龙刀兵	地图:66	X:61	Y:160 
[2024/8/22 1:30:59] 物品:魔法长袍(女)	怪物:2B762880巨型蠕虫8	地图:H004	X:52	Y:125 
[2024/8/22 1:31:1] 物品:强效魔法药	怪物:24429640魔龙射手	地图:66	X:198	Y:166 
[2024/8/22 1:31:1] 物品:绿色项链	怪物:24429640魔龙射手	地图:66	X:198	Y:166 
[2024/8/22 1:31:6] 物品:道士手镯	怪物:186B9B30魔龙破甲兵	地图:66	X:59	Y:162 
[2024/8/22 1:31:7] 物品:强效金创药	怪物:13F05F40魔龙射手	地图:66	X:195	Y:171 
[2024/8/22 1:31:18] 物品:火球术	怪物:2556C3C0僵尸1	地图:H201	X:107	Y:123 
[2024/8/22 1:31:20] 物品:灵魂战衣(男)	怪物:22E69540魔龙射手	地图:66	X:199	Y:170 
[2024/8/22 1:31:24] 物品:太阳水	怪物:24342A40魔龙射手	地图:66	X:202	Y:173 
[2024/8/22 1:31:25] 物品:强效太阳水	怪物:2CF74670尸王8	地图:H201	X:110	Y:123 
[2024/8/22 1:31:25] 物品:强效太阳水	怪物:2CF74670尸王8	地图:H201	X:110	Y:123 
[2024/8/22 1:31:25] 物品:强效太阳水	怪物:2CF74670尸王8	地图:H201	X:110	Y:123 
[2024/8/22 1:31:25] 物品:强效太阳水	怪物:2CF74670尸王8	地图:H201	X:110	Y:123 
[2024/8/22 1:31:25] 物品:强效太阳水	怪物:2CF74670尸王8	地图:H201	X:110	Y:123 
[2024/8/22 1:31:25] 物品:强效金创药	怪物:2CF74670尸王8	地图:H201	X:110	Y:123 
[2024/8/22 1:31:25] 物品:强效金创药	怪物:2CF74670尸王8	地图:H201	X:110	Y:123 
[2024/8/22 1:31:25] 物品:强效魔法药	怪物:2CF74670尸王8	地图:H201	X:110	Y:123 
[2024/8/22 1:31:25] 物品:强效魔法药	怪物:2CF74670尸王8	地图:H201	X:110	Y:123 
[2024/8/22 1:31:25] 物品:黑色水晶戒指	怪物:2CF74670尸王8	地图:H201	X:110	Y:123 
[2024/8/22 1:31:25] 物品:凝霜	怪物:2CF74670尸王8	地图:H201	X:110	Y:123 
[2024/8/22 1:31:25] 物品:黑檀手镯	怪物:2CF74670尸王8	地图:H201	X:110	Y:123 
[2024/8/22 1:31:25] 物品:魔力手镯	怪物:2CF74670尸王8	地图:H201	X:110	Y:123 
[2024/8/22 1:31:25] 物品:魔法药(小量)	怪物:2C751870僵尸4	地图:H201	X:112	Y:123 
[2024/8/22 1:31:27] 物品:施毒术	怪物:2B4B37B0僵尸40	地图:H201	X:111	Y:125 
[2024/8/22 1:31:27] 物品:地狱火	怪物:2B4B37B0僵尸40	地图:H201	X:111	Y:125 
[2024/8/22 1:31:27] 物品:抗拒火环	怪物:2B4B37B0僵尸40	地图:H201	X:111	Y:125 
[2024/8/22 1:31:27] 物品:精神力战法	怪物:2B4B37B0僵尸40	地图:H201	X:111	Y:125 
[2024/8/22 1:31:27] 物品:火球术	怪物:2B4B37B0僵尸40	地图:H201	X:111	Y:125 
[2024/8/22 1:31:27] 物品:治愈术	怪物:2B4B37B0僵尸40	地图:H201	X:111	Y:125 
[2024/8/22 1:31:27] 物品:基本剑术	怪物:2B4B37B0僵尸40	地图:H201	X:111	Y:125 
[2024/8/22 1:31:27] 物品:金创药(小量)	怪物:2B4B37B0僵尸40	地图:H201	X:111	Y:125 
[2024/8/22 1:31:28] 物品:强效魔法药	怪物:25CFCD00魔龙射手	地图:66	X:207	Y:177 
[2024/8/22 1:31:31] 物品:强效太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:太阳水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:金创药(中量)	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:金创药(中量)	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效金创药	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效金创药	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效金创药	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:魔法药(中量)	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:魔法药(中量)	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效魔法药	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效魔法药	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效魔法药	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效金创药	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效金创药	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效金创药	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效金创药	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效金创药	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效魔法药	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效魔法药	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效魔法药	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效魔法药	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:强效魔法药	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:攻击神水	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:31] 物品:召唤骷髅	怪物:2583A4A0邪恶钳虫8	地图:H004	X:59	Y:131 
[2024/8/22 1:31:32] 物品:大火球	怪物:28AD2C70僵尸10	地图:H201	X:113	Y:129 
[2024/8/22 1:31:32] 物品:抗拒火环	怪物:28AD2C70僵尸10	地图:H201	X:113	Y:129 
[2024/8/22 1:31:32] 物品:金创药(中量)	怪物:28AD2C70僵尸10	地图:H201	X:113	Y:129 
[2024/8/22 1:31:39] 物品:强效金创药	怪物:23B85B50魔龙刀兵	地图:66	X:208	Y:179 
[2024/8/22 1:31:41] 物品:强效太阳水	怪物:233BD050尸王8	地图:H201	X:110	Y:131 
[2024/8/22 1:31:41] 物品:强效太阳水	怪物:233BD050尸王8	地图:H201	X:110	Y:131 
[2024/8/22 1:31:41] 物品:强效太阳水	怪物:233BD050尸王8	地图:H201	X:110	Y:131 
[2024/8/22 1:31:41] 物品:强效太阳水	怪物:233BD050尸王8	地图:H201	X:110	Y:131 
[2024/8/22 1:31:41] 物品:强效太阳水	怪物:233BD050尸王8	地图:H201	X:110	Y:131 
[2024/8/22 1:31:41] 物品:强效金创药	怪物:233BD050尸王8	地图:H201	X:110	Y:131 
[2024/8/22 1:31:41] 物品:强效金创药	怪物:233BD050尸王8	地图:H201	X:110	Y:131 
[2024/8/22 1:31:41] 物品:强效魔法药	怪物:233BD050尸王8	地图:H201	X:110	Y:131 
[2024/8/22 1:31:41] 物品:强效魔法药	怪物:233BD050尸王8	地图:H201	X:110	Y:131 
[2024/8/22 1:31:43] 物品:强效金创药	怪物:28C67D30魔龙射手	地图:66	X:66	Y:157 
[2024/8/22 1:31:43] 物品:太阳水	怪物:28C67D30魔龙射手	地图:66	X:66	Y:157 
[2024/8/22 1:31:46] 物品:强效金创药	怪物:163739F0魔龙破甲兵2	地图:66	X:209	Y:179 
[2024/8/22 1:31:46] 物品:降魔	怪物:163739F0魔龙破甲兵2	地图:66	X:209	Y:179 
[2024/8/22 1:31:48] 物品:疾风药水	怪物:2BEEC2B0僵尸1	地图:H201	X:112	Y:134 
[2024/8/22 1:31:49] 物品:火墙	怪物:27F42350恶灵尸王	地图:H201	X:110	Y:133 
[2024/8/22 1:31:49] 物品:施毒术	怪物:27F42350恶灵尸王	地图:H201	X:110	Y:133 
[2024/8/22 1:31:49] 物品:雷电术	怪物:27F42350恶灵尸王	地图:H201	X:110	Y:133 
[2024/8/22 1:31:51] 物品:强效太阳水	怪物:2AB171C0尸王8	地图:H201	X:111	Y:133 
[2024/8/22 1:31:51] 物品:强效太阳水	怪物:2AB171C0尸王8	地图:H201	X:111	Y:133 
[2024/8/22 1:31:51] 物品:强效太阳水	怪物:2AB171C0尸王8	地图:H201	X:111	Y:133 
[2024/8/22 1:31:51] 物品:强效太阳水	怪物:2AB171C0尸王8	地图:H201	X:111	Y:133 
[2024/8/22 1:31:51] 物品:强效太阳水	怪物:2AB171C0尸王8	地图:H201	X:111	Y:133 
[2024/8/22 1:31:51] 物品:强效金创药	怪物:2AB171C0尸王8	地图:H201	X:111	Y:133 
[2024/8/22 1:31:51] 物品:强效金创药	怪物:2AB171C0尸王8	地图:H201	X:111	Y:133 
[2024/8/22 1:31:51] 物品:强效魔法药	怪物:2AB171C0尸王8	地图:H201	X:111	Y:133 
[2024/8/22 1:31:51] 物品:强效魔法药	怪物:2AB171C0尸王8	地图:H201	X:111	Y:133 
[2024/8/22 1:31:51] 物品:黑色水晶戒指	怪物:2AB171C0尸王8	地图:H201	X:111	Y:133 
[2024/8/22 1:31:51] 物品:道德戒指	怪物:2AB171C0尸王8	地图:H201	X:111	Y:133 
[2024/8/22 1:31:51] 物品:蓝翡翠项链	怪物:2AB171C0尸王8	地图:H201	X:111	Y:133 
[2024/8/22 1:31:51] 物品:黑檀手镯	怪物:2AB171C0尸王8	地图:H201	X:111	Y:133 
[2024/8/22 1:31:51] 物品:魔力手镯	怪物:2AB171C0尸王8	地图:H201	X:111	Y:133 
[2024/8/22 1:31:52] 物品:强效魔法药	怪物:234014A0魔龙刀兵	地图:66	X:210	Y:178 
[2024/8/22 1:31:57] 物品:太阳水	怪物:28F72340魔龙射手	地图:66	X:54	Y:162 
[2024/8/22 1:32:4] 物品:强效魔法药	怪物:19B7AC60魔龙刀兵2	地图:66	X:209	Y:177 
[2024/8/22 1:32:11] 物品:强效太阳水	怪物:17592C70恶灵尸王	地图:H201	X:107	Y:136 
[2024/8/22 1:32:11] 物品:神圣战甲术	怪物:17592C70恶灵尸王	地图:H201	X:107	Y:136 
[2024/8/22 1:32:11] 物品:放大镜	怪物:2CB584C0魔龙血蛙	地图:66	X:49	Y:164 
[2024/8/22 1:32:13] 物品:强效太阳水	怪物:23835670魔龙破甲兵	地图:66	X:48	Y:164 
[2024/8/22 1:32:13] 物品:强效魔法药	怪物:23835670魔龙破甲兵	地图:66	X:48	Y:164 
[2024/8/22 1:32:13] 物品:灵魂战衣(男)	怪物:23835670魔龙破甲兵	地图:66	X:48	Y:164 
[2024/8/22 1:32:18] 物品:凝霜	怪物:2C9DBB20魔龙破甲兵	地图:66	X:50	Y:163 
[2024/8/22 1:32:20] 物品:强效太阳水	怪物:244F9A80尸王8	地图:H201	X:114	Y:140 
[2024/8/22 1:32:20] 物品:强效太阳水	怪物:244F9A80尸王8	地图:H201	X:114	Y:140 
[2024/8/22 1:32:20] 物品:强效太阳水	怪物:244F9A80尸王8	地图:H201	X:114	Y:140 
[2024/8/22 1:32:20] 物品:强效太阳水	怪物:244F9A80尸王8	地图:H201	X:114	Y:140 
[2024/8/22 1:32:20] 物品:强效太阳水	怪物:244F9A80尸王8	地图:H201	X:114	Y:140 
[2024/8/22 1:32:20] 物品:强效金创药	怪物:244F9A80尸王8	地图:H201	X:114	Y:140 
[2024/8/22 1:32:20] 物品:强效金创药	怪物:244F9A80尸王8	地图:H201	X:114	Y:140 
[2024/8/22 1:32:20] 物品:强效魔法药	怪物:244F9A80尸王8	地图:H201	X:114	Y:140 
[2024/8/22 1:32:20] 物品:强效魔法药	怪物:244F9A80尸王8	地图:H201	X:114	Y:140 
[2024/8/22 1:32:20] 物品:骷髅戒指	怪物:244F9A80尸王8	地图:H201	X:114	Y:140 
[2024/8/22 1:32:20] 物品:生铁戒指	怪物:244F9A80尸王8	地图:H201	X:114	Y:140 
[2024/8/22 1:32:20] 物品:凝霜	怪物:244F9A80尸王8	地图:H201	X:114	Y:140 
[2024/8/22 1:32:20] 物品:黑檀手镯	怪物:244F9A80尸王8	地图:H201	X:114	Y:140 
[2024/8/22 1:32:20] 物品:魔力手镯	怪物:244F9A80尸王8	地图:H201	X:114	Y:140 
[2024/8/22 1:32:21] 物品:道士头盔	怪物:28144E80魔龙邪眼1	地图:66	X:215	Y:177 
[2024/8/22 1:32:21] 物品:重盔甲(女)	怪物:28144E80魔龙邪眼1	地图:66	X:215	Y:177 
[2024/8/22 1:32:23] 物品:魔法药(小量)	怪物:24E82AC0僵尸4	地图:H201	X:110	Y:133 
[2024/8/22 1:32:28] 物品:强效魔法药	怪物:2B5DCD60魔龙射手2	地图:66	X:212	Y:173 
[2024/8/22 1:32:28] 物品:强效金创药	怪物:2B5DCD60魔龙射手2	地图:66	X:212	Y:173 
[2024/8/22 1:32:35] 物品:竹笛	怪物:2CC1E680魔龙射手	地图:66	X:214	Y:168 
[2024/8/22 1:32:39] 物品:金创药(小量)	怪物:2A9F2650僵尸3	地图:D401	X:65	Y:39 
[2024/8/22 1:32:39] 物品:强效金创药	怪物:288CD950魔龙射手	地图:66	X:217	Y:172 
[2024/8/22 1:32:39] 物品:施毒术	怪物:2398A160恶灵尸王	地图:H201	X:110	Y:144 
[2024/8/22 1:32:39] 物品:诱惑之光	怪物:2398A160恶灵尸王	地图:H201	X:110	Y:144 
[2024/8/22 1:32:43] 物品:施毒术	怪物:2CEBF000恶灵尸王	地图:H201	X:111	Y:144 
[2024/8/22 1:32:43] 物品:攻杀剑术	怪物:2CEBF000恶灵尸王	地图:H201	X:111	Y:144 
[2024/8/22 1:32:43] 物品:诱惑之光	怪物:2CEBF000恶灵尸王	地图:H201	X:111	Y:144 
[2024/8/22 1:32:43] 物品:召唤骷髅	怪物:2CEBF000恶灵尸王	地图:H201	X:111	Y:144 
[2024/8/22 1:32:45] 物品:强效金创药	怪物:1282D4C0魔龙射手	地图:66	X:212	Y:168 
[2024/8/22 1:32:45] 物品:死神手套	怪物:1282D4C0魔龙射手	地图:66	X:212	Y:168 
[2024/8/22 1:32:50] 物品:金创药(小量)	怪物:265BA8A0僵尸4	地图:H201	X:117	Y:147 
[2024/8/22 1:32:50] 物品:攻击力药水	怪物:23216DE0僵尸5	地图:H201	X:117	Y:146 
[2024/8/22 1:32:52] 物品:诱惑之光	怪物:2D0B2BA0僵尸3	地图:D401	X:66	Y:38 
[2024/8/22 1:32:52] 物品:精神力药水	怪物:2D0B2BA0僵尸3	地图:D401	X:66	Y:38 
[2024/8/22 1:32:54] 物品:强效金创药	怪物:2CEE6B70魔龙刀兵1	地图:66	X:211	Y:183 
[2024/8/22 1:32:55] 物品:强效太阳水	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:强效太阳水	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:强效太阳水	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:强效太阳水	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:强效太阳水	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:强效太阳水	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:强效太阳水	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:强效太阳水	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:强效太阳水	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:强效太阳水	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:太阳水	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:太阳水	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:太阳水	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:太阳水	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:太阳水	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:太阳水	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:太阳水	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:太阳水	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:太阳水	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:太阳水	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:强效金创药	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:强效金创药	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:强效金创药	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:强效金创药	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:强效金创药	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:强效金创药	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
[2024/8/22 1:32:55] 物品:强效金创药	怪物:2CD3A5A0触龙神8	地图:H004	X:46	Y:156 
