[2024/8/19 6:0:1] 物品:魔法药(小量)	怪物:190D3B70僵尸4	地图:H201	X:180	Y:58 
[2024/8/19 6:36:31] 物品:强效金创药	怪物:2DBD0E50白野猪8	地图:H204	X:43	Y:49 
[2024/8/19 6:36:31] 物品:强效魔法药	怪物:2DBD0E50白野猪8	地图:H204	X:43	Y:49 
[2024/8/19 6:36:31] 物品:强效魔法药	怪物:2DBD0E50白野猪8	地图:H204	X:43	Y:49 
[2024/8/19 6:36:31] 物品:强效魔法药	怪物:2DBD0E50白野猪8	地图:H204	X:43	Y:49 
[2024/8/19 6:36:31] 物品:强效魔法药	怪物:2DBD0E50白野猪8	地图:H204	X:43	Y:49 
[2024/8/19 6:36:31] 物品:强效魔法药	怪物:2DBD0E50白野猪8	地图:H204	X:43	Y:49 
[2024/8/19 6:36:31] 物品:强效魔法药	怪物:2DBD0E50白野猪8	地图:H204	X:43	Y:49 
[2024/8/19 6:36:31] 物品:魔法长袍(男)	怪物:2DBD0E50白野猪8	地图:H204	X:43	Y:49 
[2024/8/19 6:36:31] 物品:降妖除魔戒指	怪物:2DBD0E50白野猪8	地图:H204	X:43	Y:49 
[2024/8/19 6:36:31] 物品:强效太阳水	怪物:27BBF3C0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:31] 物品:强效太阳水	怪物:27BBF3C0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:31] 物品:强效太阳水	怪物:27BBF3C0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:31] 物品:强效太阳水	怪物:27BBF3C0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:31] 物品:强效太阳水	怪物:27BBF3C0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:31] 物品:强效金创药	怪物:27BBF3C0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:31] 物品:强效金创药	怪物:27BBF3C0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:31] 物品:强效魔法药	怪物:27BBF3C0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:31] 物品:强效魔法药	怪物:27BBF3C0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:31] 物品:珍珠戒指	怪物:27BBF3C0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:31] 物品:凝霜	怪物:27BBF3C0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:31] 物品:黑檀手镯	怪物:27BBF3C0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:31] 物品:魔力手镯	怪物:27BBF3C0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:33] 物品:灵魂火符	怪物:29CF6230僵尸40	地图:H201	X:56	Y:137 
[2024/8/19 6:36:33] 物品:抗拒火环	怪物:29CF6230僵尸40	地图:H201	X:56	Y:137 
[2024/8/19 6:36:33] 物品:精神力战法	怪物:29CF6230僵尸40	地图:H201	X:56	Y:137 
[2024/8/19 6:36:33] 物品:火球术	怪物:29CF6230僵尸40	地图:H201	X:56	Y:137 
[2024/8/19 6:36:33] 物品:治愈术	怪物:29CF6230僵尸40	地图:H201	X:56	Y:137 
[2024/8/19 6:36:33] 物品:基本剑术	怪物:29CF6230僵尸40	地图:H201	X:56	Y:137 
[2024/8/19 6:36:33] 物品:铁剑	怪物:29CF6230僵尸40	地图:H201	X:56	Y:137 
[2024/8/19 6:36:37] 物品:强效太阳水	怪物:206400B0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:37] 物品:强效太阳水	怪物:206400B0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:37] 物品:强效太阳水	怪物:206400B0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:37] 物品:强效太阳水	怪物:206400B0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:37] 物品:强效太阳水	怪物:206400B0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:37] 物品:强效金创药	怪物:206400B0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:37] 物品:强效金创药	怪物:206400B0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:37] 物品:强效魔法药	怪物:206400B0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:37] 物品:强效魔法药	怪物:206400B0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:37] 物品:骷髅戒指	怪物:206400B0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:37] 物品:珍珠戒指	怪物:206400B0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:37] 物品:死神手套	怪物:206400B0尸王8	地图:H201	X:56	Y:139 
[2024/8/19 6:36:39] 物品:重盔甲(男)	怪物:1A6E37C0魔龙破甲兵2	地图:66	X:121	Y:130 
[2024/8/19 6:36:39] 物品:魔法药(小量)	怪物:2DE7F180僵尸4	地图:H201	X:54	Y:138 
[2024/8/19 6:36:41] 物品:强效太阳水	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效太阳水	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效太阳水	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效太阳水	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效太阳水	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效太阳水	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效太阳水	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效太阳水	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效太阳水	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效太阳水	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:太阳水	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:太阳水	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:太阳水	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:太阳水	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:太阳水	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:太阳水	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:太阳水	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:太阳水	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:太阳水	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:太阳水	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效金创药	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效金创药	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效金创药	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效金创药	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效金创药	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效金创药	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效金创药	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效金创药	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效金创药	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效金创药	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效魔法药	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效魔法药	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效魔法药	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效魔法药	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效魔法药	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效魔法药	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效魔法药	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效魔法药	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效魔法药	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:强效魔法药	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:41] 物品:魔法手镯	怪物:223EBF60虹魔蝎卫8	地图:H204	X:41	Y:42 
[2024/8/19 6:36:42] 物品:基本剑术	怪物:2BECD870僵尸1	地图:H201	X:56	Y:140 
[2024/8/19 6:36:42] 物品:金创药(小量)	怪物:309ACBE0僵尸5	地图:H201	X:55	Y:141 
[2024/8/19 6:36:45] 物品:施毒术	怪物:18EF2C70恶灵尸王	地图:H201	X:106	Y:109 
[2024/8/19 6:36:45] 物品:瞬息移动	怪物:18EF2C70恶灵尸王	地图:H201	X:106	Y:109 
[2024/8/19 6:36:48] 物品:金创药(小量)	怪物:28CBE460僵尸4	地图:H201	X:106	Y:110 
[2024/8/19 6:36:48] 物品:魔法药(小量)	怪物:28CBE460僵尸4	地图:H201	X:106	Y:110 
[2024/8/19 6:36:55] 物品:强效太阳水	怪物:2DB56270尸王8	地图:H201	X:60	Y:144 
[2024/8/19 6:36:55] 物品:强效太阳水	怪物:2DB56270尸王8	地图:H201	X:60	Y:144 
[2024/8/19 6:36:55] 物品:强效太阳水	怪物:2DB56270尸王8	地图:H201	X:60	Y:144 
[2024/8/19 6:36:55] 物品:强效太阳水	怪物:2DB56270尸王8	地图:H201	X:60	Y:144 
[2024/8/19 6:36:55] 物品:强效太阳水	怪物:2DB56270尸王8	地图:H201	X:60	Y:144 
[2024/8/19 6:36:55] 物品:强效金创药	怪物:2DB56270尸王8	地图:H201	X:60	Y:144 
[2024/8/19 6:36:55] 物品:强效金创药	怪物:2DB56270尸王8	地图:H201	X:60	Y:144 
[2024/8/19 6:36:55] 物品:强效魔法药	怪物:2DB56270尸王8	地图:H201	X:60	Y:144 
[2024/8/19 6:36:55] 物品:强效魔法药	怪物:2DB56270尸王8	地图:H201	X:60	Y:144 
[2024/8/19 6:36:55] 物品:道德戒指	怪物:2DB56270尸王8	地图:H201	X:60	Y:144 
[2024/8/19 6:36:55] 物品:魅力戒指	怪物:2DB56270尸王8	地图:H201	X:60	Y:144 
[2024/8/19 6:36:55] 物品:魔力手镯	怪物:2DB56270尸王8	地图:H201	X:60	Y:144 
[2024/8/19 6:36:57] 物品:金创药(小量)	怪物:17E318D0森林雪人	地图:0	X:207	Y:669 
[2024/8/19 6:36:59] 物品:强效太阳水	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效太阳水	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效太阳水	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效太阳水	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效太阳水	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效太阳水	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效太阳水	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效太阳水	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效太阳水	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效太阳水	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:太阳水	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:太阳水	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:太阳水	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:太阳水	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:太阳水	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:太阳水	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:太阳水	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:太阳水	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:太阳水	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:太阳水	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效金创药	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效金创药	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效金创药	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效金创药	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效金创药	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效金创药	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效金创药	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效金创药	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效金创药	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效金创药	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效魔法药	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效魔法药	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效魔法药	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效魔法药	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效魔法药	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效魔法药	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效魔法药	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效魔法药	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效魔法药	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:强效魔法药	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:36:59] 物品:辟邪手镯	怪物:1C08F900虹魔蝎卫8	地图:H204	X:43	Y:52 
[2024/8/19 6:37:6] 物品:强效太阳水	怪物:22C2BD60尸王8	地图:H201	X:105	Y:103 
[2024/8/19 6:37:6] 物品:强效太阳水	怪物:22C2BD60尸王8	地图:H201	X:105	Y:103 
[2024/8/19 6:37:6] 物品:强效太阳水	怪物:22C2BD60尸王8	地图:H201	X:105	Y:103 
[2024/8/19 6:37:6] 物品:强效太阳水	怪物:22C2BD60尸王8	地图:H201	X:105	Y:103 
[2024/8/19 6:37:6] 物品:强效太阳水	怪物:22C2BD60尸王8	地图:H201	X:105	Y:103 
[2024/8/19 6:37:6] 物品:强效金创药	怪物:22C2BD60尸王8	地图:H201	X:105	Y:103 
[2024/8/19 6:37:6] 物品:强效金创药	怪物:22C2BD60尸王8	地图:H201	X:105	Y:103 
[2024/8/19 6:37:6] 物品:强效魔法药	怪物:22C2BD60尸王8	地图:H201	X:105	Y:103 
[2024/8/19 6:37:6] 物品:强效魔法药	怪物:22C2BD60尸王8	地图:H201	X:105	Y:103 
[2024/8/19 6:37:6] 物品:黑色水晶戒指	怪物:22C2BD60尸王8	地图:H201	X:105	Y:103 
[2024/8/19 6:37:6] 物品:魔力手镯	怪物:22C2BD60尸王8	地图:H201	X:105	Y:103 
[2024/8/19 6:37:6] 物品:半月弯刀	怪物:22C2BD60尸王8	地图:H201	X:105	Y:103 
[2024/8/19 6:37:8] 物品:灵魂火符	怪物:27CD9080恶灵尸王	地图:H201	X:52	Y:149 
[2024/8/19 6:37:9] 物品:金创药(小量)	怪物:18BFA730僵尸5	地图:H201	X:105	Y:105 
[2024/8/19 6:37:9] 物品:瞬息移动	怪物:18BFA730僵尸5	地图:H201	X:105	Y:105 
[2024/8/19 6:37:9] 物品:魔法药(小量)	怪物:1B01D540僵尸5	地图:H201	X:53	Y:149 
[2024/8/19 6:37:10] 物品:金创药(小量)	怪物:058E4430僵尸5	地图:H201	X:105	Y:103 
[2024/8/19 6:37:15] 物品:强效太阳水	怪物:28C10530尸王8	地图:H201	X:104	Y:103 
[2024/8/19 6:37:15] 物品:强效太阳水	怪物:28C10530尸王8	地图:H201	X:104	Y:103 
[2024/8/19 6:37:15] 物品:强效太阳水	怪物:28C10530尸王8	地图:H201	X:104	Y:103 
[2024/8/19 6:37:15] 物品:强效太阳水	怪物:28C10530尸王8	地图:H201	X:104	Y:103 
[2024/8/19 6:37:15] 物品:强效太阳水	怪物:28C10530尸王8	地图:H201	X:104	Y:103 
[2024/8/19 6:37:15] 物品:强效金创药	怪物:28C10530尸王8	地图:H201	X:104	Y:103 
[2024/8/19 6:37:15] 物品:强效金创药	怪物:28C10530尸王8	地图:H201	X:104	Y:103 
[2024/8/19 6:37:15] 物品:强效魔法药	怪物:28C10530尸王8	地图:H201	X:104	Y:103 
[2024/8/19 6:37:15] 物品:强效魔法药	怪物:28C10530尸王8	地图:H201	X:104	Y:103 
[2024/8/19 6:37:15] 物品:死神手套	怪物:28C10530尸王8	地图:H201	X:104	Y:103 
[2024/8/19 6:37:15] 物品:黑檀手镯	怪物:28C10530尸王8	地图:H201	X:104	Y:103 
[2024/8/19 6:37:15] 物品:魔力手镯	怪物:28C10530尸王8	地图:H201	X:104	Y:103 
[2024/8/19 6:37:15] 物品:地狱雷光	怪物:28C10530尸王8	地图:H201	X:104	Y:103 
[2024/8/19 6:37:16] 物品:强效太阳水	怪物:0DA0F050尸王8	地图:H201	X:54	Y:148 
[2024/8/19 6:37:16] 物品:强效太阳水	怪物:0DA0F050尸王8	地图:H201	X:54	Y:148 
[2024/8/19 6:37:16] 物品:强效太阳水	怪物:0DA0F050尸王8	地图:H201	X:54	Y:148 
[2024/8/19 6:37:16] 物品:强效太阳水	怪物:0DA0F050尸王8	地图:H201	X:54	Y:148 
[2024/8/19 6:37:16] 物品:强效太阳水	怪物:0DA0F050尸王8	地图:H201	X:54	Y:148 
[2024/8/19 6:37:16] 物品:强效金创药	怪物:0DA0F050尸王8	地图:H201	X:54	Y:148 
[2024/8/19 6:37:16] 物品:强效金创药	怪物:0DA0F050尸王8	地图:H201	X:54	Y:148 
[2024/8/19 6:37:16] 物品:强效魔法药	怪物:0DA0F050尸王8	地图:H201	X:54	Y:148 
[2024/8/19 6:37:16] 物品:强效魔法药	怪物:0DA0F050尸王8	地图:H201	X:54	Y:148 
[2024/8/19 6:37:16] 物品:珊瑚戒指	怪物:0DA0F050尸王8	地图:H201	X:54	Y:148 
[2024/8/19 6:37:16] 物品:蛇眼戒指	怪物:0DA0F050尸王8	地图:H201	X:54	Y:148 
[2024/8/19 6:37:16] 物品:凝霜	怪物:0DA0F050尸王8	地图:H201	X:54	Y:148 
[2024/8/19 6:37:16] 物品:道德戒指	怪物:0DA0F050尸王8	地图:H201	X:54	Y:148 
[2024/8/19 6:37:16] 物品:魅力戒指	怪物:0DA0F050尸王8	地图:H201	X:54	Y:148 
[2024/8/19 6:37:16] 物品:黑檀手镯	怪物:0DA0F050尸王8	地图:H201	X:54	Y:148 
[2024/8/19 6:37:16] 物品:魔力手镯	怪物:0DA0F050尸王8	地图:H201	X:54	Y:148 
[2024/8/19 6:37:20] 物品:强效太阳水	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:强效太阳水	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:强效太阳水	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:强效太阳水	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:强效太阳水	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:太阳水	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:太阳水	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:太阳水	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:太阳水	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:太阳水	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:太阳水	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:太阳水	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:太阳水	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:太阳水	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:太阳水	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:金创药(中量)	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:金创药(中量)	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:强效金创药	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:强效金创药	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:强效金创药	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:魔法药(中量)	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:魔法药(中量)	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:强效魔法药	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:强效魔法药	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:强效魔法药	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:20] 物品:夏普儿手镯	怪物:2821FA90沃玛卫士8	地图:H003	X:38	Y:48 
[2024/8/19 6:37:21] 物品:强效太阳水	怪物:1EB423E0尸王8	地图:H201	X:54	Y:149 
[2024/8/19 6:37:21] 物品:强效太阳水	怪物:1EB423E0尸王8	地图:H201	X:54	Y:149 
[2024/8/19 6:37:21] 物品:强效太阳水	怪物:1EB423E0尸王8	地图:H201	X:54	Y:149 
[2024/8/19 6:37:21] 物品:强效太阳水	怪物:1EB423E0尸王8	地图:H201	X:54	Y:149 
[2024/8/19 6:37:21] 物品:强效太阳水	怪物:1EB423E0尸王8	地图:H201	X:54	Y:149 
[2024/8/19 6:37:21] 物品:强效金创药	怪物:1EB423E0尸王8	地图:H201	X:54	Y:149 
[2024/8/19 6:37:21] 物品:强效金创药	怪物:1EB423E0尸王8	地图:H201	X:54	Y:149 
[2024/8/19 6:37:21] 物品:强效魔法药	怪物:1EB423E0尸王8	地图:H201	X:54	Y:149 
[2024/8/19 6:37:21] 物品:强效魔法药	怪物:1EB423E0尸王8	地图:H201	X:54	Y:149 
[2024/8/19 6:37:21] 物品:道德戒指	怪物:1EB423E0尸王8	地图:H201	X:54	Y:149 
[2024/8/19 6:37:21] 物品:黑檀手镯	怪物:1EB423E0尸王8	地图:H201	X:54	Y:149 
[2024/8/19 6:37:21] 物品:困魔咒	怪物:1EB423E0尸王8	地图:H201	X:54	Y:149 
[2024/8/19 6:37:21] 物品:强效金创药	怪物:2EC532E0魔龙巨蛾	地图:66	X:131	Y:130 
[2024/8/19 6:37:28] 物品:强效太阳水	怪物:0D6FA900尸王8	地图:H201	X:57	Y:154 
[2024/8/19 6:37:28] 物品:强效太阳水	怪物:0D6FA900尸王8	地图:H201	X:57	Y:154 
[2024/8/19 6:37:28] 物品:强效太阳水	怪物:0D6FA900尸王8	地图:H201	X:57	Y:154 
[2024/8/19 6:37:28] 物品:强效太阳水	怪物:0D6FA900尸王8	地图:H201	X:57	Y:154 
[2024/8/19 6:37:28] 物品:强效太阳水	怪物:0D6FA900尸王8	地图:H201	X:57	Y:154 
[2024/8/19 6:37:28] 物品:强效金创药	怪物:0D6FA900尸王8	地图:H201	X:57	Y:154 
[2024/8/19 6:37:28] 物品:强效金创药	怪物:0D6FA900尸王8	地图:H201	X:57	Y:154 
[2024/8/19 6:37:28] 物品:强效魔法药	怪物:0D6FA900尸王8	地图:H201	X:57	Y:154 
[2024/8/19 6:37:28] 物品:强效魔法药	怪物:0D6FA900尸王8	地图:H201	X:57	Y:154 
[2024/8/19 6:37:28] 物品:生铁戒指	怪物:0D6FA900尸王8	地图:H201	X:57	Y:154 
[2024/8/19 6:37:28] 物品:死神手套	怪物:0D6FA900尸王8	地图:H201	X:57	Y:154 
[2024/8/19 6:37:28] 物品:魅力戒指	怪物:0D6FA900尸王8	地图:H201	X:57	Y:154 
