[2024/8/18 4:0:0] 物品:破魂	怪物:297F8BA0牛魔将军8	地图:H010	X:213	Y:133 
[2024/8/18 4:29:28] 物品:魔法药(小量)	怪物:2CB4FA10僵尸4	地图:H201	X:61	Y:167 
[2024/8/18 4:29:31] 物品:强效金创药	怪物:2A647D20牛魔法师8	地图:H010	X:286	Y:215 
[2024/8/18 4:29:32] 物品:治愈术	怪物:27D304D0僵尸4	地图:H201	X:62	Y:164 
[2024/8/18 4:29:36] 物品:强效太阳水	怪物:2DBC9100牛魔将军0	地图:H010	X:287	Y:213 
[2024/8/18 4:29:36] 物品:强效太阳水	怪物:2DBC9100牛魔将军0	地图:H010	X:287	Y:213 
[2024/8/18 4:29:36] 物品:强效太阳水	怪物:2DBC9100牛魔将军0	地图:H010	X:287	Y:213 
[2024/8/18 4:29:36] 物品:太阳水	怪物:2DBC9100牛魔将军0	地图:H010	X:287	Y:213 
[2024/8/18 4:29:36] 物品:道德戒指	怪物:2DBC9100牛魔将军0	地图:H010	X:287	Y:213 
[2024/8/18 4:29:38] 物品:金创药(小量)	怪物:27BA90C0僵尸3	地图:D401	X:43	Y:129 
[2024/8/18 4:29:43] 物品:强效太阳水	怪物:2DFE5EC0尸王8	地图:H201	X:60	Y:166 
[2024/8/18 4:29:43] 物品:强效太阳水	怪物:2DFE5EC0尸王8	地图:H201	X:60	Y:166 
[2024/8/18 4:29:43] 物品:强效太阳水	怪物:2DFE5EC0尸王8	地图:H201	X:60	Y:166 
[2024/8/18 4:29:43] 物品:强效太阳水	怪物:2DFE5EC0尸王8	地图:H201	X:60	Y:166 
[2024/8/18 4:29:43] 物品:强效太阳水	怪物:2DFE5EC0尸王8	地图:H201	X:60	Y:166 
[2024/8/18 4:29:43] 物品:强效金创药	怪物:2DFE5EC0尸王8	地图:H201	X:60	Y:166 
[2024/8/18 4:29:43] 物品:强效金创药	怪物:2DFE5EC0尸王8	地图:H201	X:60	Y:166 
[2024/8/18 4:29:43] 物品:强效魔法药	怪物:2DFE5EC0尸王8	地图:H201	X:60	Y:166 
[2024/8/18 4:29:43] 物品:强效魔法药	怪物:2DFE5EC0尸王8	地图:H201	X:60	Y:166 
[2024/8/18 4:29:43] 物品:魔力手镯	怪物:2DFE5EC0尸王8	地图:H201	X:60	Y:166 
[2024/8/18 4:29:43] 物品:地狱雷光	怪物:2DFE5EC0尸王8	地图:H201	X:60	Y:166 
[2024/8/18 4:29:43] 物品:金创药(小量)	怪物:19155A80僵尸5	地图:H201	X:81	Y:103 
[2024/8/18 4:29:46] 物品:强效太阳水	怪物:18CA5FE0牛魔祭司8	地图:H010	X:285	Y:215 
[2024/8/18 4:29:46] 物品:强效金创药	怪物:18CA5FE0牛魔祭司8	地图:H010	X:285	Y:215 
[2024/8/18 4:29:47] 物品:太阳水	怪物:284DF5B0牛魔将军8	地图:H010	X:286	Y:216 
[2024/8/18 4:29:50] 物品:强效太阳水	怪物:281B0490尸王8	地图:H001	X:139	Y:120 
[2024/8/18 4:29:50] 物品:强效太阳水	怪物:281B0490尸王8	地图:H001	X:139	Y:120 
[2024/8/18 4:29:50] 物品:强效太阳水	怪物:281B0490尸王8	地图:H001	X:139	Y:120 
[2024/8/18 4:29:50] 物品:强效太阳水	怪物:281B0490尸王8	地图:H001	X:139	Y:120 
[2024/8/18 4:29:50] 物品:强效太阳水	怪物:281B0490尸王8	地图:H001	X:139	Y:120 
[2024/8/18 4:29:50] 物品:强效金创药	怪物:281B0490尸王8	地图:H001	X:139	Y:120 
[2024/8/18 4:29:50] 物品:强效金创药	怪物:281B0490尸王8	地图:H001	X:139	Y:120 
[2024/8/18 4:29:50] 物品:强效魔法药	怪物:281B0490尸王8	地图:H001	X:139	Y:120 
[2024/8/18 4:29:50] 物品:强效魔法药	怪物:281B0490尸王8	地图:H001	X:139	Y:120 
[2024/8/18 4:29:52] 物品:金创药(小量)	怪物:295EE480僵尸5	地图:H201	X:52	Y:158 
[2024/8/18 4:29:53] 物品:重盔甲(男)	怪物:28392E00牛魔侍卫8	地图:H010	X:281	Y:212 
[2024/8/18 4:29:53] 物品:蓝翡翠项链	怪物:28392E00牛魔侍卫8	地图:H010	X:281	Y:212 
[2024/8/18 4:29:53] 物品:黑檀手镯	怪物:28392E00牛魔侍卫8	地图:H010	X:281	Y:212 
[2024/8/18 4:29:57] 物品:重盔甲(女)	怪物:1C08F900牛魔法师8	地图:H010	X:281	Y:211 
[2024/8/18 4:29:57] 物品:灵魂战衣(女)	怪物:1C08F900牛魔法师8	地图:H010	X:281	Y:211 
[2024/8/18 4:29:59] 物品:强效太阳水	怪物:2A3A2790牛魔祭司0	地图:H010	X:281	Y:213 
[2024/8/18 4:29:59] 物品:强效太阳水	怪物:2A3A2790牛魔祭司0	地图:H010	X:281	Y:213 
[2024/8/18 4:29:59] 物品:强效太阳水	怪物:2A3A2790牛魔祭司0	地图:H010	X:281	Y:213 
[2024/8/18 4:29:59] 物品:太阳水	怪物:2A3A2790牛魔祭司0	地图:H010	X:281	Y:213 
[2024/8/18 4:29:59] 物品:太阳水	怪物:2A3A2790牛魔祭司0	地图:H010	X:281	Y:213 
[2024/8/18 4:29:59] 物品:太阳水	怪物:2A3A2790牛魔祭司0	地图:H010	X:281	Y:213 
[2024/8/18 4:29:59] 物品:思贝儿手镯	怪物:2A3A2790牛魔祭司0	地图:H010	X:281	Y:213 
[2024/8/18 4:29:59] 物品:白色虎齿项链	怪物:2A3A2790牛魔祭司0	地图:H010	X:281	Y:213 
[2024/8/18 4:30:4] 物品:基本剑术	怪物:287389F0僵尸4	地图:H201	X:56	Y:152 
[2024/8/18 4:30:4] 物品:强效金创药	怪物:297363E0牛魔将军8	地图:H010	X:283	Y:211 
[2024/8/18 4:30:4] 物品:井中月	怪物:297363E0牛魔将军8	地图:H010	X:283	Y:211 
[2024/8/18 4:30:5] 物品:偃月	怪物:17FF9430牛魔祭司8	地图:H010	X:281	Y:212 
[2024/8/18 4:30:7] 物品:金创药(小量)	怪物:2914F2A0僵尸4	地图:H201	X:55	Y:152 
[2024/8/18 4:30:10] 物品:魔法药(中量)	怪物:29E6F2A0恶灵尸王	地图:H201	X:78	Y:100 
[2024/8/18 4:30:10] 物品:疾光电影	怪物:29E6F2A0恶灵尸王	地图:H201	X:78	Y:100 
[2024/8/18 4:30:10] 物品:火墙	怪物:29E6F2A0恶灵尸王	地图:H201	X:78	Y:100 
[2024/8/18 4:30:10] 物品:爆裂火焰	怪物:29E6F2A0恶灵尸王	地图:H201	X:78	Y:100 
[2024/8/18 4:30:10] 物品:隐身术	怪物:29E6F2A0恶灵尸王	地图:H201	X:78	Y:100 
[2024/8/18 4:30:10] 物品:施毒术	怪物:29E6F2A0恶灵尸王	地图:H201	X:78	Y:100 
[2024/8/18 4:30:12] 物品:灵魂战衣(男)	怪物:2A640E30牛魔法师8	地图:H010	X:283	Y:206 
[2024/8/18 4:30:12] 物品:生铁戒指	怪物:2A640E30牛魔法师8	地图:H010	X:283	Y:206 
[2024/8/18 4:30:14] 物品:强效太阳水	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:强效太阳水	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:强效太阳水	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:强效太阳水	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:强效太阳水	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:太阳水	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:太阳水	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:太阳水	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:太阳水	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:太阳水	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:太阳水	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:太阳水	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:太阳水	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:太阳水	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:太阳水	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:金创药(中量)	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:金创药(中量)	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:强效金创药	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:强效金创药	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:强效金创药	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:魔法药(中量)	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:魔法药(中量)	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:强效魔法药	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:强效魔法药	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:14] 物品:强效魔法药	怪物:2797F320沃玛卫士8	地图:H003	X:87	Y:83 
[2024/8/18 4:30:15] 物品:凝霜	怪物:2A0FF8A0黑野猪8	地图:H002	X:248	Y:62 
[2024/8/18 4:30:16] 物品:金创药(小量)	怪物:2A736190僵尸5	地图:H201	X:55	Y:150 
[2024/8/18 4:30:18] 物品:金创药(小量)	怪物:2914F2A0僵尸4	地图:H201	X:55	Y:152 
[2024/8/18 4:30:20] 物品:太阳水	怪物:0DDC28A0黑野猪8	地图:H002	X:211	Y:202 
[2024/8/18 4:30:21] 物品:偃月	怪物:31AA4B90牛魔侍卫8	地图:H010	X:284	Y:202 
[2024/8/18 4:30:21] 物品:生铁戒指	怪物:31AA4B90牛魔侍卫8	地图:H010	X:284	Y:202 
[2024/8/18 4:30:25] 物品:灵魂战衣(女)	怪物:1C369120牛魔侍卫8	地图:H010	X:285	Y:201 
[2024/8/18 4:30:25] 物品:灵魂战衣(男)	怪物:1C369120牛魔侍卫8	地图:H010	X:285	Y:201 
[2024/8/18 4:30:25] 物品:魅力戒指	怪物:1C369120牛魔侍卫8	地图:H010	X:285	Y:201 
[2024/8/18 4:30:27] 物品:灵魂战衣(男)	怪物:30E2E370牛魔法师8	地图:H010	X:285	Y:201 
[2024/8/18 4:30:27] 物品:魔法长袍(女)	怪物:30E2E370牛魔法师8	地图:H010	X:285	Y:201 
[2024/8/18 4:30:27] 物品:道士手镯	怪物:30E2E370牛魔法师8	地图:H010	X:285	Y:201 
[2024/8/18 4:30:30] 物品:强效太阳水	怪物:2B290E50牛魔祭司8	地图:H010	X:285	Y:201 
[2024/8/18 4:30:30] 物品:强效金创药	怪物:2B290E50牛魔祭司8	地图:H010	X:285	Y:201 
[2024/8/18 4:30:30] 物品:强效魔法药	怪物:2B290E50牛魔祭司8	地图:H010	X:285	Y:201 
[2024/8/18 4:30:30] 物品:攻击力药水	怪物:2B290E50牛魔祭司8	地图:H010	X:285	Y:201 
[2024/8/18 4:30:31] 物品:诱惑之光	怪物:1EAEAF80僵尸1	地图:H201	X:63	Y:153 
[2024/8/18 4:30:32] 物品:强效太阳水	怪物:2B43CDF0牛魔祭司0	地图:H010	X:286	Y:201 
[2024/8/18 4:30:32] 物品:强效太阳水	怪物:2B43CDF0牛魔祭司0	地图:H010	X:286	Y:201 
[2024/8/18 4:30:32] 物品:强效太阳水	怪物:2B43CDF0牛魔祭司0	地图:H010	X:286	Y:201 
[2024/8/18 4:30:32] 物品:太阳水	怪物:2B43CDF0牛魔祭司0	地图:H010	X:286	Y:201 
[2024/8/18 4:30:40] 物品:基本剑术	怪物:1EA39640僵尸1	地图:H201	X:114	Y:150 
[2024/8/18 4:30:48] 物品:金创药(小量)	怪物:0C4931E0僵尸4	地图:H201	X:56	Y:158 
[2024/8/18 4:30:48] 物品:魔法药(小量)	怪物:0C4931E0僵尸4	地图:H201	X:56	Y:158 
[2024/8/18 4:30:48] 物品:强效太阳水	怪物:2A35E9E0牛魔将军8	地图:H010	X:279	Y:198 
[2024/8/18 4:30:49] 物品:强效太阳水	怪物:29E7D080牛魔祭司0	地图:H010	X:282	Y:196 
[2024/8/18 4:30:49] 物品:强效太阳水	怪物:29E7D080牛魔祭司0	地图:H010	X:282	Y:196 
[2024/8/18 4:30:49] 物品:太阳水	怪物:29E7D080牛魔祭司0	地图:H010	X:282	Y:196 
[2024/8/18 4:30:49] 物品:太阳水	怪物:29E7D080牛魔祭司0	地图:H010	X:282	Y:196 
[2024/8/18 4:30:49] 物品:太阳水	怪物:29E7D080牛魔祭司0	地图:H010	X:282	Y:196 
[2024/8/18 4:30:49] 物品:太阳水	怪物:29E7D080牛魔祭司0	地图:H010	X:282	Y:196 
[2024/8/18 4:30:49] 物品:破魂	怪物:29E7D080牛魔祭司0	地图:H010	X:282	Y:196 
[2024/8/18 4:30:49] 物品:道士手镯	怪物:2A461560牛魔法师8	地图:H010	X:281	Y:196 
[2024/8/18 4:31:2] 物品:疾光电影	怪物:28008780僵尸5	地图:H201	X:117	Y:151 
[2024/8/18 4:31:3] 物品:太阳水	怪物:2B2C57F0黑野猪8	地图:H002	X:259	Y:64 
[2024/8/18 4:31:4] 物品:金创药(小量)	怪物:2A9E7B30僵尸4	地图:H201	X:115	Y:151 
[2024/8/18 4:31:8] 物品:金创药(小量)	怪物:29DD5A60僵尸5	地图:H201	X:39	Y:135 
[2024/8/18 4:31:8] 物品:强效金创药	怪物:1E0F4E70牛魔祭司8	地图:H010	X:286	Y:194 
[2024/8/18 4:31:8] 物品:躲避手链	怪物:1E0F4E70牛魔祭司8	地图:H010	X:286	Y:194 
[2024/8/18 4:31:10] 物品:强效太阳水	怪物:29813130牛魔将军8	地图:H010	X:285	Y:194 
[2024/8/18 4:31:10] 物品:白金项链	怪物:29813130牛魔将军8	地图:H010	X:285	Y:194 
[2024/8/18 4:31:10] 物品:黑檀手镯	怪物:057FA300牛魔法师8	地图:H010	X:287	Y:192 
[2024/8/18 4:31:13] 物品:魔法药(小量)	怪物:27EC8BC0僵尸5	地图:H201	X:38	Y:132 
[2024/8/18 4:31:15] 物品:强效太阳水	怪物:2F381310牛魔将军8	地图:H010	X:287	Y:195 
[2024/8/18 4:31:15] 物品:灯笼项链	怪物:2F381310牛魔将军8	地图:H010	X:287	Y:195 
[2024/8/18 4:31:15] 物品:紫宝石矿	怪物:29F9FE90骷髅精灵8	地图:H001	X:124	Y:50 
[2024/8/18 4:31:18] 物品:神圣战甲术	怪物:1A3C58D0恶灵尸王	地图:H201	X:110	Y:144 
[2024/8/18 4:31:18] 物品:幽灵盾	怪物:1A3C58D0恶灵尸王	地图:H201	X:110	Y:144 
[2024/8/18 4:31:18] 物品:雷电术	怪物:1A3C58D0恶灵尸王	地图:H201	X:110	Y:144 
[2024/8/18 4:31:18] 物品:召唤骷髅	怪物:1A3C58D0恶灵尸王	地图:H201	X:110	Y:144 
[2024/8/18 4:31:20] 物品:魔法药(小量)	怪物:06396BD0僵尸5	地图:H201	X:38	Y:133 
[2024/8/18 4:31:23] 物品:太阳水	怪物:29F94D10牛魔将军0	地图:H010	X:288	Y:189 
[2024/8/18 4:31:23] 物品:太阳水	怪物:29F94D10牛魔将军0	地图:H010	X:288	Y:189 
[2024/8/18 4:31:23] 物品:竹笛	怪物:29F94D10牛魔将军0	地图:H010	X:288	Y:189 
[2024/8/18 4:31:23] 物品:辟邪手镯	怪物:29F94D10牛魔将军0	地图:H010	X:288	Y:189 
[2024/8/18 4:31:26] 物品:魔法药(中量)	怪物:1E08E610恶灵尸王	地图:H201	X:111	Y:144 
[2024/8/18 4:31:26] 物品:地狱火	怪物:1E08E610恶灵尸王	地图:H201	X:111	Y:144 
[2024/8/18 4:31:26] 物品:大火球	怪物:1E08E610恶灵尸王	地图:H201	X:111	Y:144 
[2024/8/18 4:31:26] 物品:强效太阳水	怪物:1A484680牛魔将军0	地图:H010	X:291	Y:190 
[2024/8/18 4:31:26] 物品:强效太阳水	怪物:1A484680牛魔将军0	地图:H010	X:291	Y:190 
[2024/8/18 4:31:26] 物品:强效太阳水	怪物:1A484680牛魔将军0	地图:H010	X:291	Y:190 
[2024/8/18 4:31:26] 物品:太阳水	怪物:1A484680牛魔将军0	地图:H010	X:291	Y:190 
[2024/8/18 4:31:28] 物品:魔法药(小量)	怪物:2A008160僵尸4	地图:H201	X:112	Y:144 
[2024/8/18 4:31:32] 物品:金创药(小量)	怪物:2AA06350僵尸5	地图:H201	X:113	Y:148 
[2024/8/18 4:31:32] 物品:魔法药(小量)	怪物:2AA06350僵尸5	地图:H201	X:113	Y:148 
[2024/8/18 4:31:34] 物品:金创药(小量)	怪物:2945F760骷髅战士	地图:D002	X:150	Y:257 
[2024/8/18 4:31:37] 物品:强效太阳水	怪物:2B4E39F0尸王8	地图:H201	X:47	Y:114 
[2024/8/18 4:31:37] 物品:强效太阳水	怪物:2B4E39F0尸王8	地图:H201	X:47	Y:114 
[2024/8/18 4:31:37] 物品:强效太阳水	怪物:2B4E39F0尸王8	地图:H201	X:47	Y:114 
[2024/8/18 4:31:37] 物品:强效太阳水	怪物:2B4E39F0尸王8	地图:H201	X:47	Y:114 
[2024/8/18 4:31:37] 物品:强效太阳水	怪物:2B4E39F0尸王8	地图:H201	X:47	Y:114 
[2024/8/18 4:31:37] 物品:强效金创药	怪物:2B4E39F0尸王8	地图:H201	X:47	Y:114 
[2024/8/18 4:31:37] 物品:强效金创药	怪物:2B4E39F0尸王8	地图:H201	X:47	Y:114 
[2024/8/18 4:31:37] 物品:强效魔法药	怪物:2B4E39F0尸王8	地图:H201	X:47	Y:114 
[2024/8/18 4:31:37] 物品:强效魔法药	怪物:2B4E39F0尸王8	地图:H201	X:47	Y:114 
[2024/8/18 4:31:37] 物品:蛇眼戒指	怪物:2B4E39F0尸王8	地图:H201	X:47	Y:114 
[2024/8/18 4:31:37] 物品:死神手套	怪物:2B4E39F0尸王8	地图:H201	X:47	Y:114 
[2024/8/18 4:31:37] 物品:凝霜	怪物:2B4E39F0尸王8	地图:H201	X:47	Y:114 
[2024/8/18 4:31:37] 物品:蓝翡翠项链	怪物:2B4E39F0尸王8	地图:H201	X:47	Y:114 
[2024/8/18 4:31:37] 物品:黑檀手镯	怪物:2B4E39F0尸王8	地图:H201	X:47	Y:114 
[2024/8/18 4:31:39] 物品:强效太阳水	怪物:2B4A3A90牛魔祭司8	地图:H010	X:288	Y:184 
[2024/8/18 4:31:39] 物品:黑檀手镯	怪物:2B4A3A90牛魔祭司8	地图:H010	X:288	Y:184 
[2024/8/18 4:31:39] 物品:珊瑚戒指	怪物:2B4A3A90牛魔祭司8	地图:H010	X:288	Y:184 
[2024/8/18 4:31:42] 物品:强效魔法药	怪物:29779120牛魔将军8	地图:H010	X:287	Y:184 
[2024/8/18 4:31:44] 物品:抗拒火环	怪物:296577C0僵尸1	地图:H201	X:52	Y:109 
[2024/8/18 4:31:44] 物品:强效太阳水	怪物:2B3B5A60牛魔祭司8	地图:H010	X:286	Y:184 
[2024/8/18 4:31:58] 物品:强效金创药	怪物:2F3C28A0牛魔将军8	地图:H010	X:289	Y:181 
[2024/8/18 4:31:58] 物品:魔法长袍(女)	怪物:2F3C28A0牛魔将军8	地图:H010	X:289	Y:181 
[2024/8/18 4:31:58] 物品:黑檀手镯	怪物:2F3C28A0牛魔将军8	地图:H010	X:289	Y:181 
[2024/8/18 4:32:2] 物品:强效太阳水	怪物:18BE4430尸王8	地图:H201	X:56	Y:99 
[2024/8/18 4:32:2] 物品:强效太阳水	怪物:18BE4430尸王8	地图:H201	X:56	Y:99 
[2024/8/18 4:32:2] 物品:强效太阳水	怪物:18BE4430尸王8	地图:H201	X:56	Y:99 
[2024/8/18 4:32:2] 物品:强效太阳水	怪物:18BE4430尸王8	地图:H201	X:56	Y:99 
[2024/8/18 4:32:2] 物品:强效太阳水	怪物:18BE4430尸王8	地图:H201	X:56	Y:99 
[2024/8/18 4:32:2] 物品:强效金创药	怪物:18BE4430尸王8	地图:H201	X:56	Y:99 
[2024/8/18 4:32:2] 物品:强效金创药	怪物:18BE4430尸王8	地图:H201	X:56	Y:99 
[2024/8/18 4:32:2] 物品:强效魔法药	怪物:18BE4430尸王8	地图:H201	X:56	Y:99 
[2024/8/18 4:32:2] 物品:强效魔法药	怪物:18BE4430尸王8	地图:H201	X:56	Y:99 
[2024/8/18 4:32:2] 物品:生铁戒指	怪物:18BE4430尸王8	地图:H201	X:56	Y:99 
[2024/8/18 4:32:2] 物品:魅力戒指	怪物:18BE4430尸王8	地图:H201	X:56	Y:99 
[2024/8/18 4:32:2] 物品:黑檀手镯	怪物:18BE4430尸王8	地图:H201	X:56	Y:99 
[2024/8/18 4:32:2] 物品:魔力手镯	怪物:18BE4430尸王8	地图:H201	X:56	Y:99 
[2024/8/18 4:32:3] 物品:强效金创药	怪物:2914C640牛魔将军8	地图:H010	X:289	Y:179 
[2024/8/18 4:32:8] 物品:强效太阳水	怪物:29CE9A80尸王8	地图:H201	X:112	Y:139 
[2024/8/18 4:32:8] 物品:强效太阳水	怪物:29CE9A80尸王8	地图:H201	X:112	Y:139 
[2024/8/18 4:32:8] 物品:强效太阳水	怪物:29CE9A80尸王8	地图:H201	X:112	Y:139 
[2024/8/18 4:32:8] 物品:强效太阳水	怪物:29CE9A80尸王8	地图:H201	X:112	Y:139 
[2024/8/18 4:32:8] 物品:强效太阳水	怪物:29CE9A80尸王8	地图:H201	X:112	Y:139 
[2024/8/18 4:32:8] 物品:强效金创药	怪物:29CE9A80尸王8	地图:H201	X:112	Y:139 
[2024/8/18 4:32:8] 物品:强效金创药	怪物:29CE9A80尸王8	地图:H201	X:112	Y:139 
[2024/8/18 4:32:8] 物品:强效魔法药	怪物:29CE9A80尸王8	地图:H201	X:112	Y:139 
[2024/8/18 4:32:8] 物品:强效魔法药	怪物:29CE9A80尸王8	地图:H201	X:112	Y:139 
[2024/8/18 4:32:8] 物品:魔力手镯	怪物:29CE9A80尸王8	地图:H201	X:112	Y:139 
[2024/8/18 4:32:8] 物品:群体治疗术	怪物:29CE9A80尸王8	地图:H201	X:112	Y:139 
[2024/8/18 4:32:8] 物品:黑檀手镯	怪物:27D27FB0牛魔祭司8	地图:H010	X:288	Y:179 
[2024/8/18 4:32:11] 物品:金创药(小量)	怪物:2917FB30僵尸4	地图:H201	X:56	Y:101 
[2024/8/18 4:32:13] 物品:重盔甲(女)	怪物:31B3DD00黑野猪8	地图:H002	X:214	Y:233 
[2024/8/18 4:32:14] 物品:夏普儿手镯	怪物:2F3699E0牛魔法师8	地图:H010	X:287	Y:180 
[2024/8/18 4:32:14] 物品:道士头盔	怪物:29D37380红野猪8	地图:H002	X:312	Y:87 
[2024/8/18 4:32:16] 物品:金创药(小量)	怪物:18C6A750僵尸5	地图:H201	X:49	Y:95 
[2024/8/18 4:32:21] 物品:爆裂火焰	怪物:2EC75D90恶灵尸王	地图:H201	X:113	Y:138 
[2024/8/18 4:32:21] 物品:灵魂火符	怪物:2EC75D90恶灵尸王	地图:H201	X:113	Y:138 
[2024/8/18 4:32:21] 物品:诱惑之光	怪物:2EC75D90恶灵尸王	地图:H201	X:113	Y:138 
[2024/8/18 4:32:21] 物品:大火球	怪物:2EC75D90恶灵尸王	地图:H201	X:113	Y:138 
[2024/8/18 4:32:24] 物品:灵魂火符	怪物:19B8CCE0僵尸1	地图:H201	X:46	Y:92 
[2024/8/18 4:32:25] 物品:强效太阳水	怪物:2A3D44D0牛魔将军8	地图:H010	X:295	Y:186 
[2024/8/18 4:32:25] 物品:红宝石戒指	怪物:2A3D44D0牛魔将军8	地图:H010	X:295	Y:186 
[2024/8/18 4:32:36] 物品:魔法长袍(男)	怪物:2A4AD830牛魔法师8	地图:H010	X:283	Y:173 
[2024/8/18 4:32:36] 物品:魅力戒指	怪物:2A4AD830牛魔法师8	地图:H010	X:283	Y:173 
[2024/8/18 4:32:40] 物品:抗拒火环	怪物:1F27BD60僵尸1	地图:H201	X:109	Y:133 
[2024/8/18 4:32:41] 物品:强效太阳水	怪物:29F14430牛魔祭司0	地图:H010	X:285	Y:174 
[2024/8/18 4:32:41] 物品:强效太阳水	怪物:29F14430牛魔祭司0	地图:H010	X:285	Y:174 
[2024/8/18 4:32:41] 物品:太阳水	怪物:29F14430牛魔祭司0	地图:H010	X:285	Y:174 
[2024/8/18 4:32:41] 物品:太阳水	怪物:29F14430牛魔祭司0	地图:H010	X:285	Y:174 
[2024/8/18 4:32:41] 物品:太阳水	怪物:29F14430牛魔祭司0	地图:H010	X:285	Y:174 
[2024/8/18 4:32:46] 物品:金创药(小量)	怪物:295E5F60僵尸4	地图:H201	X:110	Y:132 
[2024/8/18 4:32:46] 物品:魅力戒指	怪物:1AEA8BA0牛魔法师8	地图:H010	X:282	Y:174 
[2024/8/18 4:32:46] 物品:道士手镯	怪物:1AEA8BA0牛魔法师8	地图:H010	X:282	Y:174 
[2024/8/18 4:32:48] 物品:攻杀剑术	怪物:289E5640僵尸4	地图:H201	X:109	Y:132 
[2024/8/18 4:32:51] 物品:灵魂战衣(女)	怪物:291B5F40牛魔法师8	地图:H010	X:280	Y:176 
[2024/8/18 4:32:51] 物品:灵魂战衣(男)	怪物:291B5F40牛魔法师8	地图:H010	X:280	Y:176 
[2024/8/18 4:32:51] 物品:降魔	怪物:291B5F40牛魔法师8	地图:H010	X:280	Y:176 
[2024/8/18 4:33:6] 物品:灵魂火符	怪物:2A50D5E0恶灵尸王	地图:H201	X:110	Y:128 
[2024/8/18 4:33:6] 物品:诱惑之光	怪物:2A50D5E0恶灵尸王	地图:H201	X:110	Y:128 
[2024/8/18 4:33:8] 物品:金创药(小量)	怪物:2812BD60骷髅战士	地图:D002	X:190	Y:278 
[2024/8/18 4:33:8] 物品:太阳水	怪物:17C3A8E0黑色恶蛆8	地图:H001	X:96	Y:129 
[2024/8/18 4:33:9] 物品:重盔甲(女)	怪物:1BEC4680牛魔侍卫8	地图:H010	X:289	Y:165 
[2024/8/18 4:33:9] 物品:道士手镯	怪物:1BEC4680牛魔侍卫8	地图:H010	X:289	Y:165 
[2024/8/18 4:33:10] 物品:黑檀手镯	怪物:2A462B90牛魔侍卫8	地图:H010	X:288	Y:165 
[2024/8/18 4:33:12] 物品:金创药(小量)	怪物:29DB1B00僵尸5	地图:H201	X:49	Y:93 
[2024/8/18 4:33:17] 物品:金创药(小量)	怪物:295E5F60僵尸4	地图:H201	X:110	Y:131 
[2024/8/18 4:33:23] 物品:道士手镯	怪物:27AD98B0牛魔法师8	地图:H010	X:295	Y:162 
[2024/8/18 4:33:25] 物品:金创药(中量)	怪物:0DC25B90骷髅战将	地图:D002	X:204	Y:276 
[2024/8/18 4:33:27] 物品:重盔甲(男)	怪物:193C35D0牛魔侍卫8	地图:H010	X:295	Y:162 
[2024/8/18 4:33:29] 物品:金创药(小量)	怪物:2D3C9CD0僵尸5	地图:H201	X:109	Y:119 
[2024/8/18 4:33:30] 物品:战神盔甲(女)	怪物:2DC77A50牛魔法师8	地图:H010	X:294	Y:164 
