[2024/8/19 20:0:0] 物品:金创药(小量)	怪物:28BC2210僵尸5	地图:H201	X:109	Y:137 
[2024/8/19 20:33:48] 物品:强效魔法药	怪物:290EA1F0白野猪8	地图:H204	X:42	Y:19 
[2024/8/19 20:33:48] 物品:强效魔法药	怪物:290EA1F0白野猪8	地图:H204	X:42	Y:19 
[2024/8/19 20:33:48] 物品:强效金创药	怪物:290EA1F0白野猪8	地图:H204	X:42	Y:19 
[2024/8/19 20:33:48] 物品:强效金创药	怪物:290EA1F0白野猪8	地图:H204	X:42	Y:19 
[2024/8/19 20:33:48] 物品:强效金创药	怪物:290EA1F0白野猪8	地图:H204	X:42	Y:19 
[2024/8/19 20:33:48] 物品:强效金创药	怪物:290EA1F0白野猪8	地图:H204	X:42	Y:19 
[2024/8/19 20:33:48] 物品:强效金创药	怪物:290EA1F0白野猪8	地图:H204	X:42	Y:19 
[2024/8/19 20:33:48] 物品:强效金创药	怪物:290EA1F0白野猪8	地图:H204	X:42	Y:19 
[2024/8/19 20:33:48] 物品:强效魔法药	怪物:290EA1F0白野猪8	地图:H204	X:42	Y:19 
[2024/8/19 20:33:48] 物品:强效魔法药	怪物:290EA1F0白野猪8	地图:H204	X:42	Y:19 
[2024/8/19 20:33:48] 物品:强效魔法药	怪物:290EA1F0白野猪8	地图:H204	X:42	Y:19 
[2024/8/19 20:33:48] 物品:强效魔法药	怪物:290EA1F0白野猪8	地图:H204	X:42	Y:19 
[2024/8/19 20:33:48] 物品:强效魔法药	怪物:290EA1F0白野猪8	地图:H204	X:42	Y:19 
[2024/8/19 20:33:48] 物品:强效魔法药	怪物:290EA1F0白野猪8	地图:H204	X:42	Y:19 
[2024/8/19 20:33:48] 物品:道士头盔	怪物:290EA1F0白野猪8	地图:H204	X:42	Y:19 
[2024/8/19 20:33:54] 物品:放大镜	怪物:0DD6B010红野猪8	地图:H002	X:57	Y:159 
[2024/8/19 20:33:56] 物品:半月	怪物:29EDE460祖玛卫士8	地图:H204	X:65	Y:65 
[2024/8/19 20:33:57] 物品:强效太阳水	怪物:28C6E870尸王8	地图:H201	X:89	Y:26 
[2024/8/19 20:33:57] 物品:强效太阳水	怪物:28C6E870尸王8	地图:H201	X:89	Y:26 
[2024/8/19 20:33:57] 物品:强效太阳水	怪物:28C6E870尸王8	地图:H201	X:89	Y:26 
[2024/8/19 20:33:57] 物品:强效太阳水	怪物:28C6E870尸王8	地图:H201	X:89	Y:26 
[2024/8/19 20:33:57] 物品:强效太阳水	怪物:28C6E870尸王8	地图:H201	X:89	Y:26 
[2024/8/19 20:33:57] 物品:强效金创药	怪物:28C6E870尸王8	地图:H201	X:89	Y:26 
[2024/8/19 20:33:57] 物品:强效金创药	怪物:28C6E870尸王8	地图:H201	X:89	Y:26 
[2024/8/19 20:33:57] 物品:强效魔法药	怪物:28C6E870尸王8	地图:H201	X:89	Y:26 
[2024/8/19 20:33:57] 物品:强效魔法药	怪物:28C6E870尸王8	地图:H201	X:89	Y:26 
[2024/8/19 20:33:57] 物品:骷髅戒指	怪物:28C6E870尸王8	地图:H201	X:89	Y:26 
[2024/8/19 20:33:57] 物品:生铁戒指	怪物:28C6E870尸王8	地图:H201	X:89	Y:26 
[2024/8/19 20:33:57] 物品:道德戒指	怪物:28C6E870尸王8	地图:H201	X:89	Y:26 
[2024/8/19 20:33:57] 物品:黑檀手镯	怪物:28C6E870尸王8	地图:H201	X:89	Y:26 
[2024/8/19 20:33:57] 物品:魔力手镯	怪物:28C6E870尸王8	地图:H201	X:89	Y:26 
[2024/8/19 20:33:57] 物品:群体治疗术	怪物:28C6E870尸王8	地图:H201	X:89	Y:26 
[2024/8/19 20:34:0] 物品:攻击力药水	怪物:195BC240牛魔将军	地图:D2075	X:143	Y:61 
[2024/8/19 20:34:0] 物品:金创药(小量)	怪物:1B719490僵尸5	地图:H201	X:82	Y:109 
[2024/8/19 20:34:1] 物品:太阳水	怪物:2DCD4760黑野猪8	地图:H002	X:191	Y:106 
[2024/8/19 20:34:6] 物品:强效太阳水	怪物:234AAF00尸王8	地图:H201	X:81	Y:26 
[2024/8/19 20:34:6] 物品:强效太阳水	怪物:234AAF00尸王8	地图:H201	X:81	Y:26 
[2024/8/19 20:34:6] 物品:强效太阳水	怪物:234AAF00尸王8	地图:H201	X:81	Y:26 
[2024/8/19 20:34:6] 物品:强效太阳水	怪物:234AAF00尸王8	地图:H201	X:81	Y:26 
[2024/8/19 20:34:6] 物品:强效太阳水	怪物:234AAF00尸王8	地图:H201	X:81	Y:26 
[2024/8/19 20:34:6] 物品:强效金创药	怪物:234AAF00尸王8	地图:H201	X:81	Y:26 
[2024/8/19 20:34:6] 物品:强效金创药	怪物:234AAF00尸王8	地图:H201	X:81	Y:26 
[2024/8/19 20:34:6] 物品:强效魔法药	怪物:234AAF00尸王8	地图:H201	X:81	Y:26 
[2024/8/19 20:34:6] 物品:强效魔法药	怪物:234AAF00尸王8	地图:H201	X:81	Y:26 
[2024/8/19 20:34:6] 物品:珍珠戒指	怪物:234AAF00尸王8	地图:H201	X:81	Y:26 
[2024/8/19 20:34:6] 物品:凝霜	怪物:234AAF00尸王8	地图:H201	X:81	Y:26 
[2024/8/19 20:34:6] 物品:魅力戒指	怪物:234AAF00尸王8	地图:H201	X:81	Y:26 
[2024/8/19 20:34:6] 物品:魔力手镯	怪物:234AAF00尸王8	地图:H201	X:81	Y:26 
[2024/8/19 20:34:10] 物品:蓝色水晶戒指	怪物:26C77420牛魔斗士	地图:D2075	X:141	Y:61 
[2024/8/19 20:34:15] 物品:强效太阳水	怪物:2DA0C2E0尸王8	地图:H201	X:75	Y:20 
[2024/8/19 20:34:15] 物品:强效太阳水	怪物:2DA0C2E0尸王8	地图:H201	X:75	Y:20 
[2024/8/19 20:34:15] 物品:强效太阳水	怪物:2DA0C2E0尸王8	地图:H201	X:75	Y:20 
[2024/8/19 20:34:15] 物品:强效太阳水	怪物:2DA0C2E0尸王8	地图:H201	X:75	Y:20 
[2024/8/19 20:34:15] 物品:强效太阳水	怪物:2DA0C2E0尸王8	地图:H201	X:75	Y:20 
[2024/8/19 20:34:15] 物品:强效金创药	怪物:2DA0C2E0尸王8	地图:H201	X:75	Y:20 
[2024/8/19 20:34:15] 物品:强效金创药	怪物:2DA0C2E0尸王8	地图:H201	X:75	Y:20 
[2024/8/19 20:34:15] 物品:强效魔法药	怪物:2DA0C2E0尸王8	地图:H201	X:75	Y:20 
[2024/8/19 20:34:15] 物品:强效魔法药	怪物:2DA0C2E0尸王8	地图:H201	X:75	Y:20 
[2024/8/19 20:34:15] 物品:珍珠戒指	怪物:2DA0C2E0尸王8	地图:H201	X:75	Y:20 
[2024/8/19 20:34:15] 物品:召唤神兽	怪物:2DA0C2E0尸王8	地图:H201	X:75	Y:20 
[2024/8/19 20:34:16] 物品:金创药(小量)	怪物:2A60AE60僵尸4	地图:H201	X:76	Y:18 
[2024/8/19 20:34:19] 物品:强效太阳水	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效太阳水	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效太阳水	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效太阳水	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效太阳水	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效太阳水	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效太阳水	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效太阳水	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效太阳水	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效太阳水	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:太阳水	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:太阳水	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:太阳水	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:太阳水	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:太阳水	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:太阳水	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:太阳水	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:太阳水	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:太阳水	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:太阳水	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:金创药(中量)	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:金创药(中量)	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:金创药(中量)	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效金创药	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效金创药	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效金创药	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:魔法药(中量)	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:魔法药(中量)	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:魔法药(中量)	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效魔法药	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效魔法药	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效魔法药	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效金创药	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效金创药	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效金创药	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效金创药	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效金创药	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效金创药	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效魔法药	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效魔法药	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效魔法药	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效魔法药	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效魔法药	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:强效魔法药	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:19] 物品:躲避手链	怪物:038A3800白野猪8	地图:H204	X:65	Y:22 
[2024/8/19 20:34:21] 物品:坚固手套	怪物:1A485CB0祖玛卫士8	地图:H204	X:64	Y:24 
[2024/8/19 20:34:23] 物品:魔法药(小量)	怪物:2A88F0F0僵尸5	地图:H201	X:87	Y:98 
[2024/8/19 20:34:25] 物品:强效太阳水	怪物:2A749830尸王8	地图:H201	X:87	Y:97 
[2024/8/19 20:34:25] 物品:强效太阳水	怪物:2A749830尸王8	地图:H201	X:87	Y:97 
[2024/8/19 20:34:25] 物品:强效太阳水	怪物:2A749830尸王8	地图:H201	X:87	Y:97 
[2024/8/19 20:34:25] 物品:强效太阳水	怪物:2A749830尸王8	地图:H201	X:87	Y:97 
[2024/8/19 20:34:25] 物品:强效太阳水	怪物:2A749830尸王8	地图:H201	X:87	Y:97 
[2024/8/19 20:34:25] 物品:强效金创药	怪物:2A749830尸王8	地图:H201	X:87	Y:97 
[2024/8/19 20:34:25] 物品:强效金创药	怪物:2A749830尸王8	地图:H201	X:87	Y:97 
[2024/8/19 20:34:25] 物品:强效魔法药	怪物:2A749830尸王8	地图:H201	X:87	Y:97 
[2024/8/19 20:34:25] 物品:强效魔法药	怪物:2A749830尸王8	地图:H201	X:87	Y:97 
[2024/8/19 20:34:25] 物品:生铁戒指	怪物:2A749830尸王8	地图:H201	X:87	Y:97 
[2024/8/19 20:34:25] 物品:道德戒指	怪物:2A749830尸王8	地图:H201	X:87	Y:97 
[2024/8/19 20:34:25] 物品:魅力戒指	怪物:2A749830尸王8	地图:H201	X:87	Y:97 
[2024/8/19 20:34:25] 物品:困魔咒	怪物:2A749830尸王8	地图:H201	X:87	Y:97 
[2024/8/19 20:34:28] 物品:金创药(小量)	怪物:2A60AE60僵尸4	地图:H201	X:76	Y:18 
[2024/8/19 20:34:33] 物品:强效太阳水	怪物:250132E0尸王8	地图:H201	X:67	Y:27 
[2024/8/19 20:34:33] 物品:强效太阳水	怪物:250132E0尸王8	地图:H201	X:67	Y:27 
[2024/8/19 20:34:33] 物品:强效太阳水	怪物:250132E0尸王8	地图:H201	X:67	Y:27 
[2024/8/19 20:34:33] 物品:强效太阳水	怪物:250132E0尸王8	地图:H201	X:67	Y:27 
[2024/8/19 20:34:33] 物品:强效太阳水	怪物:250132E0尸王8	地图:H201	X:67	Y:27 
[2024/8/19 20:34:33] 物品:强效金创药	怪物:250132E0尸王8	地图:H201	X:67	Y:27 
[2024/8/19 20:34:33] 物品:强效金创药	怪物:250132E0尸王8	地图:H201	X:67	Y:27 
[2024/8/19 20:34:33] 物品:强效魔法药	怪物:250132E0尸王8	地图:H201	X:67	Y:27 
[2024/8/19 20:34:33] 物品:强效魔法药	怪物:250132E0尸王8	地图:H201	X:67	Y:27 
[2024/8/19 20:34:33] 物品:骷髅戒指	怪物:250132E0尸王8	地图:H201	X:67	Y:27 
[2024/8/19 20:34:33] 物品:生铁戒指	怪物:250132E0尸王8	地图:H201	X:67	Y:27 
[2024/8/19 20:34:33] 物品:凝霜	怪物:250132E0尸王8	地图:H201	X:67	Y:27 
[2024/8/19 20:34:33] 物品:魔力手镯	怪物:250132E0尸王8	地图:H201	X:67	Y:27 
[2024/8/19 20:34:36] 物品:八荒	怪物:1B57E150祖玛雕像8	地图:H204	X:68	Y:28 
[2024/8/19 20:34:37] 物品:强效太阳水	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效太阳水	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效太阳水	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效太阳水	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效太阳水	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效太阳水	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效太阳水	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效太阳水	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效太阳水	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效太阳水	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:太阳水	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:太阳水	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:太阳水	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:太阳水	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:太阳水	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:太阳水	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:太阳水	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:太阳水	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:太阳水	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:太阳水	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:金创药(中量)	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:金创药(中量)	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:金创药(中量)	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效金创药	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效金创药	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效金创药	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:魔法药(中量)	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:魔法药(中量)	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:魔法药(中量)	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效魔法药	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效魔法药	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效魔法药	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效金创药	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效金创药	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效金创药	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效金创药	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效金创药	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效金创药	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效魔法药	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效魔法药	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效魔法药	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效魔法药	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效魔法药	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:强效魔法药	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:37] 物品:幽灵战衣(男)	怪物:0D9E4200虹魔猪卫8	地图:H204	X:67	Y:28 
[2024/8/19 20:34:41] 物品:强效太阳水	怪物:1C2B95E0尸王8	地图:H201	X:65	Y:26 
[2024/8/19 20:34:41] 物品:强效太阳水	怪物:1C2B95E0尸王8	地图:H201	X:65	Y:26 
[2024/8/19 20:34:41] 物品:强效太阳水	怪物:1C2B95E0尸王8	地图:H201	X:65	Y:26 
[2024/8/19 20:34:41] 物品:强效太阳水	怪物:1C2B95E0尸王8	地图:H201	X:65	Y:26 
[2024/8/19 20:34:41] 物品:强效太阳水	怪物:1C2B95E0尸王8	地图:H201	X:65	Y:26 
[2024/8/19 20:34:41] 物品:强效金创药	怪物:1C2B95E0尸王8	地图:H201	X:65	Y:26 
[2024/8/19 20:34:41] 物品:强效金创药	怪物:1C2B95E0尸王8	地图:H201	X:65	Y:26 
[2024/8/19 20:34:41] 物品:强效魔法药	怪物:1C2B95E0尸王8	地图:H201	X:65	Y:26 
[2024/8/19 20:34:41] 物品:强效魔法药	怪物:1C2B95E0尸王8	地图:H201	X:65	Y:26 
[2024/8/19 20:34:41] 物品:生铁戒指	怪物:1C2B95E0尸王8	地图:H201	X:65	Y:26 
[2024/8/19 20:34:41] 物品:凝霜	怪物:1C2B95E0尸王8	地图:H201	X:65	Y:26 
[2024/8/19 20:34:41] 物品:道德戒指	怪物:1C2B95E0尸王8	地图:H201	X:65	Y:26 
[2024/8/19 20:34:41] 物品:魔力手镯	怪物:1C2B95E0尸王8	地图:H201	X:65	Y:26 
[2024/8/19 20:34:41] 物品:幽灵盾	怪物:29DD9CF0恶灵尸王	地图:H201	X:66	Y:27 
[2024/8/19 20:34:41] 物品:集体隐身术	怪物:29DD9CF0恶灵尸王	地图:H201	X:66	Y:27 
[2024/8/19 20:34:41] 物品:施毒术	怪物:29DD9CF0恶灵尸王	地图:H201	X:66	Y:27 
[2024/8/19 20:34:47] 物品:金创药(小量)	怪物:298464A0僵尸4	地图:H201	X:64	Y:26 
[2024/8/19 20:34:48] 物品:金创药(小量)	怪物:2FAFF1F0僵尸5	地图:H201	X:64	Y:30 
[2024/8/19 20:34:48] 物品:强效太阳水	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效太阳水	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效太阳水	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效太阳水	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效太阳水	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效太阳水	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效太阳水	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效太阳水	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效太阳水	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效太阳水	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:太阳水	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:太阳水	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:太阳水	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:太阳水	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:太阳水	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:太阳水	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:太阳水	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:太阳水	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:太阳水	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:太阳水	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:金创药(中量)	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:金创药(中量)	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:金创药(中量)	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效金创药	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效金创药	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效金创药	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:魔法药(中量)	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:魔法药(中量)	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:魔法药(中量)	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效魔法药	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效魔法药	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效魔法药	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效金创药	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效金创药	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效金创药	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效金创药	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效金创药	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效金创药	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效魔法药	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效魔法药	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效魔法药	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效魔法药	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效魔法药	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:48] 物品:强效魔法药	怪物:19059830白野猪8	地图:H204	X:72	Y:31 
[2024/8/19 20:34:49] 物品:强效太阳水	怪物:2AB5E460尸王8	地图:H201	X:63	Y:32 
[2024/8/19 20:34:49] 物品:强效太阳水	怪物:2AB5E460尸王8	地图:H201	X:63	Y:32 
[2024/8/19 20:34:49] 物品:强效太阳水	怪物:2AB5E460尸王8	地图:H201	X:63	Y:32 
[2024/8/19 20:34:49] 物品:强效太阳水	怪物:2AB5E460尸王8	地图:H201	X:63	Y:32 
[2024/8/19 20:34:49] 物品:强效太阳水	怪物:2AB5E460尸王8	地图:H201	X:63	Y:32 
