[2024/8/22 18:0:5] 物品:太阳水	怪物:23A047C0黑色恶蛆8	地图:H004	X:80	Y:68 
[2024/8/22 18:28:30] 物品:凝霜	怪物:28A04E40魔龙破甲兵1	地图:66	X:275	Y:62 
[2024/8/22 18:28:30] 物品:骨玉权杖	怪物:28A04E40魔龙破甲兵1	地图:66	X:275	Y:62 
[2024/8/22 18:28:31] 物品:强效太阳水	怪物:1EB21080尸王8	地图:H201	X:46	Y:111 
[2024/8/22 18:28:31] 物品:强效太阳水	怪物:1EB21080尸王8	地图:H201	X:46	Y:111 
[2024/8/22 18:28:31] 物品:强效太阳水	怪物:1EB21080尸王8	地图:H201	X:46	Y:111 
[2024/8/22 18:28:31] 物品:强效太阳水	怪物:1EB21080尸王8	地图:H201	X:46	Y:111 
[2024/8/22 18:28:31] 物品:强效太阳水	怪物:1EB21080尸王8	地图:H201	X:46	Y:111 
[2024/8/22 18:28:31] 物品:强效金创药	怪物:1EB21080尸王8	地图:H201	X:46	Y:111 
[2024/8/22 18:28:31] 物品:强效金创药	怪物:1EB21080尸王8	地图:H201	X:46	Y:111 
[2024/8/22 18:28:31] 物品:强效魔法药	怪物:1EB21080尸王8	地图:H201	X:46	Y:111 
[2024/8/22 18:28:31] 物品:强效魔法药	怪物:1EB21080尸王8	地图:H201	X:46	Y:111 
[2024/8/22 18:28:33] 物品:瞬息移动	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:地狱火	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:抗拒火环	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:精神力战法	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:火球术	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:治愈术	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:基本剑术	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:八荒	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:半月	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:海魂	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:魔鬼项链	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:琥珀项链	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:魔力手镯	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:铁剑	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:短剑	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:轻型盔甲(男)	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:轻型盔甲(女)	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:中型盔甲(男)	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:青铜斧	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:黑檀项链	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:黄色水晶项链	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:黑色水晶项链	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:青铜头盔	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:金创药(小量)	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:金创药(小量)	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:金创药(小量)	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:金创药(小量)	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:魔法药(小量)	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:魔法药(小量)	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:魔法药(小量)	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:33] 物品:魔法药(小量)	怪物:27F235E0僵尸50	地图:H201	X:50	Y:108 
[2024/8/22 18:28:35] 物品:魔法药(小量)	怪物:1B5841C0僵尸4	地图:H201	X:52	Y:106 
[2024/8/22 18:28:36] 物品:强效魔法药	怪物:1217E0F0祖玛雕像83	地图:H008	X:36	Y:63 
[2024/8/22 18:28:37] 物品:召唤骷髅	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:诱惑之光	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:抗拒火环	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:精神力战法	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:火球术	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:治愈术	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:基本剑术	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:八荒	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:海魂	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:凌风	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:琥珀项链	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:凤凰明珠	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:灯笼项链	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:铁剑	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:短剑	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:轻型盔甲(男)	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:轻型盔甲(女)	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:中型盔甲(男)	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:青铜斧	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:黑檀项链	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:黄色水晶项链	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:黑色水晶项链	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:青铜头盔	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:金创药(小量)	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:金创药(小量)	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:金创药(小量)	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:金创药(小量)	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:魔法药(小量)	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:魔法药(小量)	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:魔法药(小量)	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:魔法药(小量)	怪物:04AD4D10僵尸50	地图:H201	X:52	Y:109 
[2024/8/22 18:28:37] 物品:金创药(小量)	怪物:28873F20僵尸5	地图:H201	X:50	Y:111 
[2024/8/22 18:28:43] 物品:金创药(小量)	怪物:1B5841C0僵尸4	地图:H201	X:52	Y:106 
[2024/8/22 18:28:52] 物品:召唤骷髅	怪物:143E1FE0僵尸40	地图:H201	X:41	Y:114 
[2024/8/22 18:28:52] 物品:抗拒火环	怪物:143E1FE0僵尸40	地图:H201	X:41	Y:114 
[2024/8/22 18:28:52] 物品:精神力战法	怪物:143E1FE0僵尸40	地图:H201	X:41	Y:114 
[2024/8/22 18:28:52] 物品:火球术	怪物:143E1FE0僵尸40	地图:H201	X:41	Y:114 
[2024/8/22 18:28:52] 物品:治愈术	怪物:143E1FE0僵尸40	地图:H201	X:41	Y:114 
[2024/8/22 18:28:52] 物品:基本剑术	怪物:143E1FE0僵尸40	地图:H201	X:41	Y:114 
[2024/8/22 18:28:52] 物品:中型盔甲(男)	怪物:143E1FE0僵尸40	地图:H201	X:41	Y:114 
[2024/8/22 18:28:52] 物品:黄色水晶项链	怪物:143E1FE0僵尸40	地图:H201	X:41	Y:114 
[2024/8/22 18:28:56] 物品:强效金创药	怪物:244956D0祖玛弓箭手83	地图:H008	X:40	Y:72 
[2024/8/22 18:28:56] 物品:太阳水	怪物:244956D0祖玛弓箭手83	地图:H008	X:40	Y:72 
[2024/8/22 18:28:56] 物品:强效太阳水	怪物:244956D0祖玛弓箭手83	地图:H008	X:40	Y:72 
[2024/8/22 18:29:1] 物品:强效金创药	怪物:24DCEEF0魔龙破甲兵2	地图:66	X:276	Y:60 
[2024/8/22 18:29:1] 物品:强效金创药	怪物:24DCEEF0魔龙破甲兵2	地图:66	X:276	Y:60 
[2024/8/22 18:29:1] 物品:强效魔法药	怪物:24DCEEF0魔龙破甲兵2	地图:66	X:276	Y:60 
[2024/8/22 18:29:3] 物品:强效太阳水	怪物:1296AAA0尸王8	地图:H201	X:43	Y:120 
[2024/8/22 18:29:3] 物品:强效太阳水	怪物:1296AAA0尸王8	地图:H201	X:43	Y:120 
[2024/8/22 18:29:3] 物品:强效太阳水	怪物:1296AAA0尸王8	地图:H201	X:43	Y:120 
[2024/8/22 18:29:3] 物品:强效太阳水	怪物:1296AAA0尸王8	地图:H201	X:43	Y:120 
[2024/8/22 18:29:3] 物品:强效太阳水	怪物:1296AAA0尸王8	地图:H201	X:43	Y:120 
[2024/8/22 18:29:3] 物品:强效金创药	怪物:1296AAA0尸王8	地图:H201	X:43	Y:120 
[2024/8/22 18:29:3] 物品:强效金创药	怪物:1296AAA0尸王8	地图:H201	X:43	Y:120 
[2024/8/22 18:29:3] 物品:强效魔法药	怪物:1296AAA0尸王8	地图:H201	X:43	Y:120 
[2024/8/22 18:29:3] 物品:强效魔法药	怪物:1296AAA0尸王8	地图:H201	X:43	Y:120 
[2024/8/22 18:29:3] 物品:珊瑚戒指	怪物:1296AAA0尸王8	地图:H201	X:43	Y:120 
[2024/8/22 18:29:3] 物品:蓝翡翠项链	怪物:1296AAA0尸王8	地图:H201	X:43	Y:120 
[2024/8/22 18:29:3] 物品:魔力手镯	怪物:1296AAA0尸王8	地图:H201	X:43	Y:120 
[2024/8/22 18:29:4] 物品:破魂	怪物:1414F490祖玛弓箭手83	地图:H008	X:43	Y:71 
[2024/8/22 18:29:5] 物品:太阳水	怪物:23B0DF50黑色恶蛆8	地图:H004	X:111	Y:124 
[2024/8/22 18:29:5] 物品:魔法药(小量)	怪物:12312B20僵尸4	地图:H201	X:38	Y:117 
[2024/8/22 18:29:8] 物品:灵魂战衣(男)	怪物:152F8A50魔龙破甲兵	地图:66	X:275	Y:58 
[2024/8/22 18:29:11] 物品:金创药(小量)	怪物:258A2D50僵尸4	地图:H201	X:37	Y:122 
[2024/8/22 18:29:13] 物品:强效金创药	怪物:2AAEABA0魔龙射手	地图:66	X:274	Y:58 
[2024/8/22 18:29:18] 物品:集体隐身术	怪物:28F7D4C0恶灵尸王	地图:H201	X:37	Y:124 
[2024/8/22 18:29:21] 物品:记忆项链	怪物:235DBBD0祖玛卫士83	地图:H008	X:45	Y:62 
[2024/8/22 18:29:21] 物品:魔法手镯	怪物:235DBBD0祖玛卫士83	地图:H008	X:45	Y:62 
[2024/8/22 18:29:21] 物品:攻杀剑术	怪物:2312CDC0恶灵尸王	地图:H201	X:39	Y:124 
[2024/8/22 18:29:21] 物品:灵魂火符	怪物:2312CDC0恶灵尸王	地图:H201	X:39	Y:124 
[2024/8/22 18:29:21] 物品:雷电术	怪物:2312CDC0恶灵尸王	地图:H201	X:39	Y:124 
[2024/8/22 18:29:22] 物品:攻杀剑术	怪物:143E1FE0僵尸40	地图:H201	X:36	Y:119 
[2024/8/22 18:29:22] 物品:大火球	怪物:143E1FE0僵尸40	地图:H201	X:36	Y:119 
[2024/8/22 18:29:22] 物品:抗拒火环	怪物:143E1FE0僵尸40	地图:H201	X:36	Y:119 
[2024/8/22 18:29:22] 物品:精神力战法	怪物:143E1FE0僵尸40	地图:H201	X:36	Y:119 
[2024/8/22 18:29:22] 物品:火球术	怪物:143E1FE0僵尸40	地图:H201	X:36	Y:119 
[2024/8/22 18:29:22] 物品:治愈术	怪物:143E1FE0僵尸40	地图:H201	X:36	Y:119 
[2024/8/22 18:29:22] 物品:基本剑术	怪物:143E1FE0僵尸40	地图:H201	X:36	Y:119 
[2024/8/22 18:29:23] 物品:隐身术	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:23] 物品:瞬息移动	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:23] 物品:抗拒火环	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:23] 物品:精神力战法	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:23] 物品:火球术	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:23] 物品:治愈术	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:23] 物品:基本剑术	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:23] 物品:八荒	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:23] 物品:琥珀项链	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:23] 物品:铁剑	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:23] 物品:黑檀项链	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:23] 物品:金创药(小量)	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:24] 物品:灵魂战衣(男)	怪物:2906A9F0魔龙破甲兵2	地图:66	X:277	Y:59 
[2024/8/22 18:29:25] 物品:金创药(小量)	怪物:2344CF70僵尸4	地图:H201	X:39	Y:121 
[2024/8/22 18:29:25] 物品:魔法药(小量)	怪物:2A027F60僵尸5	地图:H201	X:37	Y:125 
[2024/8/22 18:29:35] 物品:大火球	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:35] 物品:地狱火	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:35] 物品:抗拒火环	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:35] 物品:精神力战法	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:35] 物品:火球术	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:35] 物品:治愈术	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:35] 物品:基本剑术	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:35] 物品:魔法药(小量)	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:36] 物品:金创药(小量)	怪物:2B75EF20僵尸4	地图:H201	X:46	Y:125 
[2024/8/22 18:29:41] 物品:瞬息移动	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:41] 物品:雷电术	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:41] 物品:抗拒火环	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:41] 物品:精神力战法	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:41] 物品:火球术	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:41] 物品:治愈术	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:41] 物品:基本剑术	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:41] 物品:中型盔甲(男)	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:41] 物品:黑檀项链	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:41] 物品:金创药(小量)	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:41] 物品:魔法药(小量)	怪物:2A0226A0僵尸40	地图:H201	X:38	Y:125 
[2024/8/22 18:29:47] 物品:抗拒火环	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:精神力战法	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:火球术	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:治愈术	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:基本剑术	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:八荒	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:半月	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:海魂	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:凌风	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:凤凰明珠	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:坚固手套	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:铁剑	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:短剑	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:轻型盔甲(男)	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:轻型盔甲(女)	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:青铜斧	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:黑檀项链	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:黄色水晶项链	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:黑色水晶项链	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:青铜头盔	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:金创药(小量)	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:金创药(小量)	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:金创药(小量)	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:金创药(小量)	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:魔法药(小量)	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:魔法药(小量)	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:魔法药(小量)	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:47] 物品:魔法药(小量)	怪物:25826E00僵尸50	地图:H201	X:39	Y:128 
[2024/8/22 18:29:50] 物品:攻击力药水	怪物:27AA4B60僵尸4	地图:H201	X:41	Y:129 
[2024/8/22 18:29:51] 物品:降妖除魔戒指	怪物:265C0160祖玛弓箭手83	地图:H008	X:56	Y:60 
[2024/8/22 18:29:52] 物品:铁剑	怪物:29D899C0僵尸10	地图:H201	X:44	Y:129 
[2024/8/22 18:29:52] 物品:金创药(中量)	怪物:29D899C0僵尸10	地图:H201	X:44	Y:129 
[2024/8/22 18:29:52] 物品:金创药(中量)	怪物:29D899C0僵尸10	地图:H201	X:44	Y:129 
[2024/8/22 18:29:52] 物品:强效太阳水	怪物:14F4E460尸王8	地图:H201	X:43	Y:129 
[2024/8/22 18:29:52] 物品:强效太阳水	怪物:14F4E460尸王8	地图:H201	X:43	Y:129 
[2024/8/22 18:29:52] 物品:强效太阳水	怪物:14F4E460尸王8	地图:H201	X:43	Y:129 
[2024/8/22 18:29:52] 物品:强效太阳水	怪物:14F4E460尸王8	地图:H201	X:43	Y:129 
[2024/8/22 18:29:52] 物品:强效太阳水	怪物:14F4E460尸王8	地图:H201	X:43	Y:129 
[2024/8/22 18:29:52] 物品:强效金创药	怪物:14F4E460尸王8	地图:H201	X:43	Y:129 
[2024/8/22 18:29:52] 物品:强效金创药	怪物:14F4E460尸王8	地图:H201	X:43	Y:129 
[2024/8/22 18:29:52] 物品:强效魔法药	怪物:14F4E460尸王8	地图:H201	X:43	Y:129 
[2024/8/22 18:29:52] 物品:强效魔法药	怪物:14F4E460尸王8	地图:H201	X:43	Y:129 
[2024/8/22 18:29:52] 物品:生铁戒指	怪物:14F4E460尸王8	地图:H201	X:43	Y:129 
[2024/8/22 18:29:52] 物品:魅力戒指	怪物:14F4E460尸王8	地图:H201	X:43	Y:129 
[2024/8/22 18:29:57] 物品:降魔	怪物:2BEF31A0魔龙射手	地图:66	X:250	Y:61 
[2024/8/22 18:29:59] 物品:地狱火	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:抗拒火环	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:精神力战法	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:火球术	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:治愈术	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:基本剑术	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:八荒	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:蓝色水晶戒指	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:魔鬼项链	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:凤凰明珠	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:魔力手镯	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:灯笼项链	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:铁剑	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:短剑	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:轻型盔甲(男)	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:轻型盔甲(女)	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:青铜斧	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:黑檀项链	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:黄色水晶项链	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:黑色水晶项链	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:青铜头盔	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:金创药(小量)	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:金创药(小量)	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:金创药(小量)	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:金创药(小量)	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:魔法药(小量)	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:魔法药(小量)	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:魔法药(小量)	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:29:59] 物品:魔法药(小量)	怪物:16133180僵尸50	地图:H201	X:42	Y:133 
[2024/8/22 18:30:4] 物品:魔法药(小量)	怪物:1AC8CBC0僵尸4	地图:H201	X:43	Y:135 
[2024/8/22 18:30:4] 物品:精神力药水	怪物:1AC8CBC0僵尸4	地图:H201	X:43	Y:135 
[2024/8/22 18:30:5] 物品:金创药(小量)	怪物:1EF3CDD0僵尸5	地图:H201	X:37	Y:132 
[2024/8/22 18:30:5] 物品:太阳水	怪物:1EF3CDD0僵尸5	地图:H201	X:37	Y:132 
[2024/8/22 18:30:6] 物品:强效魔法药	怪物:269178F0魔龙射手	地图:66	X:245	Y:58 
[2024/8/22 18:30:6] 物品:强效太阳水	怪物:269178F0魔龙射手	地图:66	X:245	Y:58 
[2024/8/22 18:30:7] 物品:抗拒火环	怪物:2A404970僵尸50	地图:H201	X:42	Y:137 
[2024/8/22 18:30:7] 物品:精神力战法	怪物:2A404970僵尸50	地图:H201	X:42	Y:137 
[2024/8/22 18:30:7] 物品:火球术	怪物:2A404970僵尸50	地图:H201	X:42	Y:137 
[2024/8/22 18:30:7] 物品:治愈术	怪物:2A404970僵尸50	地图:H201	X:42	Y:137 
[2024/8/22 18:30:7] 物品:基本剑术	怪物:2A404970僵尸50	地图:H201	X:42	Y:137 
[2024/8/22 18:30:7] 物品:八荒	怪物:2A404970僵尸50	地图:H201	X:42	Y:137 
[2024/8/22 18:30:7] 物品:凌风	怪物:2A404970僵尸50	地图:H201	X:42	Y:137 
[2024/8/22 18:30:7] 物品:蓝色水晶戒指	怪物:2A404970僵尸50	地图:H201	X:42	Y:137 
[2024/8/22 18:30:7] 物品:凤凰明珠	怪物:2A404970僵尸50	地图:H201	X:42	Y:137 
[2024/8/22 18:30:7] 物品:灯笼项链	怪物:2A404970僵尸50	地图:H201	X:42	Y:137 
[2024/8/22 18:30:7] 物品:铁剑	怪物:2A404970僵尸50	地图:H201	X:42	Y:137 
