[2024/8/19 11:0:0] 物品:金创药(小量)	怪物:0DAF4FA0僵尸5	地图:H201	X:21	Y:89 
[2024/8/19 11:27:45] 物品:太阳水	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:太阳水	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:太阳水	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:太阳水	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:太阳水	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:太阳水	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:太阳水	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:金创药(中量)	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:金创药(中量)	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:金创药(中量)	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:强效金创药	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:强效金创药	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:强效金创药	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:魔法药(中量)	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:魔法药(中量)	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:魔法药(中量)	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:强效魔法药	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:强效魔法药	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:强效魔法药	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:强效金创药	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:强效金创药	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:强效金创药	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:强效金创药	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:强效金创药	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:强效金创药	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:强效魔法药	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:强效魔法药	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:强效魔法药	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:强效魔法药	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:强效魔法药	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:强效魔法药	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:45] 物品:蓝翡翠项链	怪物:193166F0白野猪8	地图:H204	X:54	Y:48 
[2024/8/19 11:27:48] 物品:魔法药(中量)	怪物:28486B30骷髅战将	地图:D002	X:46	Y:329 
[2024/8/19 11:27:48] 物品:火墙	怪物:20B1F790恶灵尸王	地图:H201	X:107	Y:80 
[2024/8/19 11:27:48] 物品:灵魂火符	怪物:20B1F790恶灵尸王	地图:H201	X:107	Y:80 
[2024/8/19 11:27:51] 物品:强效魔法药	怪物:2DB62A20魔龙射手1	地图:66	X:202	Y:201 
[2024/8/19 11:27:51] 物品:兽皮腰带	怪物:2DB62A20魔龙射手1	地图:66	X:202	Y:201 
[2024/8/19 11:27:54] 物品:强效太阳水	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效太阳水	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效太阳水	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效太阳水	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效太阳水	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效太阳水	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效太阳水	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效太阳水	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效太阳水	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效太阳水	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:太阳水	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:太阳水	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:太阳水	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:太阳水	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:太阳水	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:太阳水	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:太阳水	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:太阳水	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:太阳水	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:太阳水	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效金创药	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效金创药	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效金创药	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效金创药	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效金创药	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效金创药	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效金创药	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效金创药	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效金创药	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效金创药	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效魔法药	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效魔法药	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效魔法药	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效魔法药	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效魔法药	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效魔法药	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效魔法药	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效魔法药	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效魔法药	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:强效魔法药	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:54] 物品:珍珠戒指	怪物:29A8C530虹魔蝎卫8	地图:H204	X:59	Y:52 
[2024/8/19 11:27:57] 物品:强效太阳水	怪物:29DAC240尸王8	地图:H201	X:106	Y:80 
[2024/8/19 11:27:57] 物品:强效太阳水	怪物:29DAC240尸王8	地图:H201	X:106	Y:80 
[2024/8/19 11:27:57] 物品:强效太阳水	怪物:29DAC240尸王8	地图:H201	X:106	Y:80 
[2024/8/19 11:27:57] 物品:强效太阳水	怪物:29DAC240尸王8	地图:H201	X:106	Y:80 
[2024/8/19 11:27:57] 物品:强效太阳水	怪物:29DAC240尸王8	地图:H201	X:106	Y:80 
[2024/8/19 11:27:57] 物品:强效金创药	怪物:29DAC240尸王8	地图:H201	X:106	Y:80 
[2024/8/19 11:27:57] 物品:强效金创药	怪物:29DAC240尸王8	地图:H201	X:106	Y:80 
[2024/8/19 11:27:57] 物品:强效魔法药	怪物:29DAC240尸王8	地图:H201	X:106	Y:80 
[2024/8/19 11:27:57] 物品:强效魔法药	怪物:29DAC240尸王8	地图:H201	X:106	Y:80 
[2024/8/19 11:27:57] 物品:蛇眼戒指	怪物:29DAC240尸王8	地图:H201	X:106	Y:80 
[2024/8/19 11:27:57] 物品:道德戒指	怪物:29DAC240尸王8	地图:H201	X:106	Y:80 
[2024/8/19 11:27:57] 物品:精神力药水	怪物:1CBA9CF0僵尸2	地图:D401	X:150	Y:89 
[2024/8/19 11:27:59] 物品:魔法头盔	怪物:2A75CED0骷髅0	地图:D002	X:55	Y:320 
[2024/8/19 11:27:59] 物品:青铜剑	怪物:2A75CED0骷髅0	地图:D002	X:55	Y:320 
[2024/8/19 11:27:59] 物品:金创药(小量)	怪物:2A75CED0骷髅0	地图:D002	X:55	Y:320 
[2024/8/19 11:27:59] 物品:金创药(小量)	怪物:2A75CED0骷髅0	地图:D002	X:55	Y:320 
[2024/8/19 11:27:59] 物品:金创药(小量)	怪物:2A75CED0骷髅0	地图:D002	X:55	Y:320 
[2024/8/19 11:27:59] 物品:金创药(小量)	怪物:2A75CED0骷髅0	地图:D002	X:55	Y:320 
[2024/8/19 11:27:59] 物品:魔法药(小量)	怪物:2A75CED0骷髅0	地图:D002	X:55	Y:320 
[2024/8/19 11:27:59] 物品:魔法药(小量)	怪物:2A75CED0骷髅0	地图:D002	X:55	Y:320 
[2024/8/19 11:27:59] 物品:魔法药(小量)	怪物:2A75CED0骷髅0	地图:D002	X:55	Y:320 
[2024/8/19 11:27:59] 物品:魔法药(小量)	怪物:2A75CED0骷髅0	地图:D002	X:55	Y:320 
[2024/8/19 11:28:2] 物品:强效金创药	怪物:2A4898D0魔龙破甲兵	地图:66	X:200	Y:197 
[2024/8/19 11:28:2] 物品:强效太阳水	怪物:1EF14450尸王8	地图:H201	X:107	Y:80 
[2024/8/19 11:28:2] 物品:强效太阳水	怪物:1EF14450尸王8	地图:H201	X:107	Y:80 
[2024/8/19 11:28:2] 物品:强效太阳水	怪物:1EF14450尸王8	地图:H201	X:107	Y:80 
[2024/8/19 11:28:2] 物品:强效太阳水	怪物:1EF14450尸王8	地图:H201	X:107	Y:80 
[2024/8/19 11:28:2] 物品:强效太阳水	怪物:1EF14450尸王8	地图:H201	X:107	Y:80 
[2024/8/19 11:28:2] 物品:强效金创药	怪物:1EF14450尸王8	地图:H201	X:107	Y:80 
[2024/8/19 11:28:2] 物品:强效金创药	怪物:1EF14450尸王8	地图:H201	X:107	Y:80 
[2024/8/19 11:28:2] 物品:强效魔法药	怪物:1EF14450尸王8	地图:H201	X:107	Y:80 
[2024/8/19 11:28:2] 物品:强效魔法药	怪物:1EF14450尸王8	地图:H201	X:107	Y:80 
[2024/8/19 11:28:2] 物品:蛇眼戒指	怪物:1EF14450尸王8	地图:H201	X:107	Y:80 
[2024/8/19 11:28:2] 物品:生铁戒指	怪物:1EF14450尸王8	地图:H201	X:107	Y:80 
[2024/8/19 11:28:2] 物品:魔力手镯	怪物:1EF14450尸王8	地图:H201	X:107	Y:80 
[2024/8/19 11:28:3] 物品:半月	怪物:2B4A2460祖玛卫士8	地图:H204	X:60	Y:61 
[2024/8/19 11:28:7] 物品:强效太阳水	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效太阳水	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效太阳水	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效太阳水	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效太阳水	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效太阳水	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效太阳水	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效太阳水	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效太阳水	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效太阳水	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:太阳水	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:太阳水	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:太阳水	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:太阳水	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:太阳水	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:太阳水	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:太阳水	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:太阳水	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:太阳水	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:太阳水	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:金创药(中量)	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:金创药(中量)	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:金创药(中量)	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效金创药	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效金创药	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效金创药	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:魔法药(中量)	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:魔法药(中量)	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:魔法药(中量)	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效魔法药	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效魔法药	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效魔法药	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效金创药	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效金创药	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效金创药	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效金创药	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效金创药	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效金创药	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效魔法药	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效魔法药	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效魔法药	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效魔法药	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效魔法药	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:强效魔法药	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:思贝儿手镯	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:战神盔甲(男)	怪物:18284430白野猪8	地图:H204	X:59	Y:61 
[2024/8/19 11:28:7] 物品:金创药(小量)	怪物:29906DB0僵尸5	地图:H201	X:40	Y:119 
[2024/8/19 11:28:9] 物品:黑檀手镯	怪物:17E2A9E0奴隶	地图:F004	X:20	Y:20 
[2024/8/19 11:28:9] 物品:黑色水晶戒指	怪物:17E2A9E0奴隶	地图:F004	X:20	Y:20 
[2024/8/19 11:28:9] 物品:强效太阳水	怪物:17E2A9E0奴隶	地图:F004	X:20	Y:20 
[2024/8/19 11:28:9] 物品:强效金创药	怪物:17E2A9E0奴隶	地图:F004	X:20	Y:20 
[2024/8/19 11:28:11] 物品:强效太阳水	怪物:245792D0尸王8	地图:H201	X:102	Y:86 
[2024/8/19 11:28:11] 物品:强效太阳水	怪物:245792D0尸王8	地图:H201	X:102	Y:86 
[2024/8/19 11:28:11] 物品:强效太阳水	怪物:245792D0尸王8	地图:H201	X:102	Y:86 
[2024/8/19 11:28:11] 物品:强效太阳水	怪物:245792D0尸王8	地图:H201	X:102	Y:86 
[2024/8/19 11:28:11] 物品:强效太阳水	怪物:245792D0尸王8	地图:H201	X:102	Y:86 
[2024/8/19 11:28:11] 物品:强效金创药	怪物:245792D0尸王8	地图:H201	X:102	Y:86 
[2024/8/19 11:28:11] 物品:强效金创药	怪物:245792D0尸王8	地图:H201	X:102	Y:86 
[2024/8/19 11:28:11] 物品:强效魔法药	怪物:245792D0尸王8	地图:H201	X:102	Y:86 
[2024/8/19 11:28:11] 物品:强效魔法药	怪物:245792D0尸王8	地图:H201	X:102	Y:86 
[2024/8/19 11:28:11] 物品:珍珠戒指	怪物:245792D0尸王8	地图:H201	X:102	Y:86 
[2024/8/19 11:28:11] 物品:凝霜	怪物:245792D0尸王8	地图:H201	X:102	Y:86 
[2024/8/19 11:28:11] 物品:魔力手镯	怪物:245792D0尸王8	地图:H201	X:102	Y:86 
[2024/8/19 11:28:11] 物品:强效太阳水	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:强效太阳水	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:强效太阳水	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:强效太阳水	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:强效太阳水	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:太阳水	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:太阳水	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:太阳水	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:太阳水	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:太阳水	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:太阳水	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:太阳水	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:太阳水	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:太阳水	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:太阳水	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:金创药(中量)	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:金创药(中量)	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:强效金创药	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:强效金创药	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:强效金创药	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:魔法药(中量)	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:魔法药(中量)	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:强效魔法药	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:强效魔法药	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:强效魔法药	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:攻击神水	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:灵魂火符	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:地狱火	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:11] 物品:诱惑之光	怪物:29F9E860沃玛卫士8	地图:H204	X:60	Y:59 
[2024/8/19 11:28:14] 物品:强效太阳水	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效太阳水	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效太阳水	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效太阳水	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效太阳水	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效太阳水	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效太阳水	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效太阳水	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效太阳水	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效太阳水	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:太阳水	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:太阳水	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:太阳水	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:太阳水	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:太阳水	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:太阳水	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:太阳水	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:太阳水	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:太阳水	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:太阳水	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:金创药(中量)	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:金创药(中量)	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:金创药(中量)	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效金创药	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效金创药	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效金创药	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:魔法药(中量)	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:魔法药(中量)	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:魔法药(中量)	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效魔法药	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效魔法药	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效魔法药	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效金创药	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效金创药	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效金创药	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效金创药	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效金创药	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效金创药	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效魔法药	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效魔法药	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
[2024/8/19 11:28:14] 物品:强效魔法药	怪物:17F7C490白野猪8	地图:H204	X:61	Y:61 
