[2024/8/22 12:0:2] 物品:竹笛	怪物:17311640魔龙破甲兵	地图:66	X:230	Y:194 
[2024/8/22 12:24:59] 物品:强效金创药	怪物:29CCDDF0尸王8	地图:H201	X:113	Y:132 
[2024/8/22 12:24:59] 物品:强效金创药	怪物:29CCDDF0尸王8	地图:H201	X:113	Y:132 
[2024/8/22 12:24:59] 物品:强效魔法药	怪物:29CCDDF0尸王8	地图:H201	X:113	Y:132 
[2024/8/22 12:24:59] 物品:强效魔法药	怪物:29CCDDF0尸王8	地图:H201	X:113	Y:132 
[2024/8/22 12:24:59] 物品:凝霜	怪物:29CCDDF0尸王8	地图:H201	X:113	Y:132 
[2024/8/22 12:24:59] 物品:黑檀手镯	怪物:29CCDDF0尸王8	地图:H201	X:113	Y:132 
[2024/8/22 12:24:59] 物品:地狱雷光	怪物:29CCDDF0尸王8	地图:H201	X:113	Y:132 
[2024/8/22 12:25:5] 物品:强效魔法药	怪物:28FAA8E0魔龙射手2	地图:66	X:37	Y:127 
[2024/8/22 12:25:5] 物品:太阳水	怪物:28FAA8E0魔龙射手2	地图:66	X:37	Y:127 
[2024/8/22 12:25:10] 物品:金创药(小量)	怪物:1418CE30僵尸5	地图:H201	X:114	Y:127 
[2024/8/22 12:25:10] 物品:金创药(中量)	怪物:1EE48D10天狼蜘蛛	地图:D10051	X:49	Y:148 
[2024/8/22 12:25:10] 物品:魔法药(中量)	怪物:1EE48D10天狼蜘蛛	地图:D10051	X:49	Y:148 
[2024/8/22 12:25:10] 物品:白金项链	怪物:1EE48D10天狼蜘蛛	地图:D10051	X:49	Y:148 
[2024/8/22 12:25:17] 物品:金创药(中量)	怪物:29E08F50天狼蜘蛛	地图:D10051	X:41	Y:174 
[2024/8/22 12:25:17] 物品:魔法药(中量)	怪物:29E08F50天狼蜘蛛	地图:D10051	X:41	Y:174 
[2024/8/22 12:25:17] 物品:蓝色水晶戒指	怪物:29E08F50天狼蜘蛛	地图:D10051	X:41	Y:174 
[2024/8/22 12:25:20] 物品:强效金创药	怪物:1AC96710魔龙射手	地图:66	X:36	Y:133 
[2024/8/22 12:25:20] 物品:强效魔法药	怪物:1AC96710魔龙射手	地图:66	X:36	Y:133 
[2024/8/22 12:25:20] 物品:骷髅头盔	怪物:1AC96710魔龙射手	地图:66	X:36	Y:133 
[2024/8/22 12:25:23] 物品:强效太阳水	怪物:232D8650尸王8	地图:H201	X:103	Y:120 
[2024/8/22 12:25:23] 物品:强效太阳水	怪物:232D8650尸王8	地图:H201	X:103	Y:120 
[2024/8/22 12:25:23] 物品:强效太阳水	怪物:232D8650尸王8	地图:H201	X:103	Y:120 
[2024/8/22 12:25:23] 物品:强效太阳水	怪物:232D8650尸王8	地图:H201	X:103	Y:120 
[2024/8/22 12:25:23] 物品:强效太阳水	怪物:232D8650尸王8	地图:H201	X:103	Y:120 
[2024/8/22 12:25:23] 物品:强效金创药	怪物:232D8650尸王8	地图:H201	X:103	Y:120 
[2024/8/22 12:25:23] 物品:强效金创药	怪物:232D8650尸王8	地图:H201	X:103	Y:120 
[2024/8/22 12:25:23] 物品:强效魔法药	怪物:232D8650尸王8	地图:H201	X:103	Y:120 
[2024/8/22 12:25:23] 物品:强效魔法药	怪物:232D8650尸王8	地图:H201	X:103	Y:120 
[2024/8/22 12:25:23] 物品:生铁戒指	怪物:232D8650尸王8	地图:H201	X:103	Y:120 
[2024/8/22 12:25:23] 物品:魅力戒指	怪物:232D8650尸王8	地图:H201	X:103	Y:120 
[2024/8/22 12:25:23] 物品:魔力手镯	怪物:232D8650尸王8	地图:H201	X:103	Y:120 
[2024/8/22 12:25:23] 物品:强效金创药	怪物:231CB2C0魔龙刀兵	地图:66	X:35	Y:133 
[2024/8/22 12:25:28] 物品:太阳水	怪物:1EC4F370钢牙蜘蛛	地图:D10051	X:42	Y:172 
[2024/8/22 12:25:28] 物品:强效金创药	怪物:1EC4F370钢牙蜘蛛	地图:D10051	X:42	Y:172 
[2024/8/22 12:25:28] 物品:强效魔法药	怪物:1EC4F370钢牙蜘蛛	地图:D10051	X:42	Y:172 
[2024/8/22 12:25:30] 物品:强效太阳水	怪物:2B2ABEE0血僵尸	地图:D10051	X:42	Y:168 
[2024/8/22 12:25:30] 物品:强效太阳水	怪物:2B2ABEE0血僵尸	地图:D10051	X:42	Y:168 
[2024/8/22 12:25:30] 物品:疗伤药	怪物:2B2ABEE0血僵尸	地图:D10051	X:42	Y:168 
[2024/8/22 12:25:30] 物品:疗伤药	怪物:2B2ABEE0血僵尸	地图:D10051	X:42	Y:168 
[2024/8/22 12:25:30] 物品:强效金创药	怪物:2B2ABEE0血僵尸	地图:D10051	X:42	Y:168 
[2024/8/22 12:25:30] 物品:强效魔法药	怪物:2B2ABEE0血僵尸	地图:D10051	X:42	Y:168 
[2024/8/22 12:25:30] 物品:强效金创药	怪物:2B2ABEE0血僵尸	地图:D10051	X:42	Y:168 
[2024/8/22 12:25:30] 物品:强效魔法药	怪物:2B2ABEE0血僵尸	地图:D10051	X:42	Y:168 
[2024/8/22 12:25:32] 物品:太阳水	怪物:23C1E480钢牙蜘蛛	地图:D10051	X:42	Y:167 
[2024/8/22 12:25:32] 物品:强效金创药	怪物:23C1E480钢牙蜘蛛	地图:D10051	X:42	Y:167 
[2024/8/22 12:25:32] 物品:强效魔法药	怪物:23C1E480钢牙蜘蛛	地图:D10051	X:42	Y:167 
[2024/8/22 12:25:32] 物品:魔法长袍(男)	怪物:23C1E480钢牙蜘蛛	地图:D10051	X:42	Y:167 
[2024/8/22 12:25:38] 物品:强效太阳水	怪物:1E66ACB0尸王8	地图:H201	X:103	Y:114 
[2024/8/22 12:25:38] 物品:强效太阳水	怪物:1E66ACB0尸王8	地图:H201	X:103	Y:114 
[2024/8/22 12:25:38] 物品:强效太阳水	怪物:1E66ACB0尸王8	地图:H201	X:103	Y:114 
[2024/8/22 12:25:38] 物品:强效太阳水	怪物:1E66ACB0尸王8	地图:H201	X:103	Y:114 
[2024/8/22 12:25:38] 物品:强效太阳水	怪物:1E66ACB0尸王8	地图:H201	X:103	Y:114 
[2024/8/22 12:25:38] 物品:强效金创药	怪物:1E66ACB0尸王8	地图:H201	X:103	Y:114 
[2024/8/22 12:25:38] 物品:强效金创药	怪物:1E66ACB0尸王8	地图:H201	X:103	Y:114 
[2024/8/22 12:25:38] 物品:强效魔法药	怪物:1E66ACB0尸王8	地图:H201	X:103	Y:114 
[2024/8/22 12:25:38] 物品:强效魔法药	怪物:1E66ACB0尸王8	地图:H201	X:103	Y:114 
[2024/8/22 12:25:38] 物品:蓝翡翠项链	怪物:1E66ACB0尸王8	地图:H201	X:103	Y:114 
[2024/8/22 12:25:38] 物品:黑檀手镯	怪物:1E66ACB0尸王8	地图:H201	X:103	Y:114 
[2024/8/22 12:25:38] 物品:魔力手镯	怪物:1E66ACB0尸王8	地图:H201	X:103	Y:114 
[2024/8/22 12:25:39] 物品:金创药(中量)	怪物:1EB8B020天狼蜘蛛	地图:D1004	X:180	Y:125 
[2024/8/22 12:25:39] 物品:魔法药(中量)	怪物:1EB8B020天狼蜘蛛	地图:D1004	X:180	Y:125 
[2024/8/22 12:25:40] 物品:灵魂战衣(女)	怪物:23E432E0魔龙破甲兵	地图:66	X:36	Y:132 
[2024/8/22 12:25:49] 物品:金创药(小量)	怪物:22D8A0B0僵尸5	地图:H201	X:91	Y:119 
[2024/8/22 12:25:49] 物品:魔法药(小量)	怪物:22D8A0B0僵尸5	地图:H201	X:91	Y:119 
[2024/8/22 12:25:50] 物品:魔法药(小量)	怪物:139E1BA0稻草人	地图:0	X:611	Y:598 
[2024/8/22 12:25:52] 物品:强效金创药	怪物:178EC9C0恶灵尸王	地图:H201	X:93	Y:121 
[2024/8/22 12:25:52] 物品:集体隐身术	怪物:178EC9C0恶灵尸王	地图:H201	X:93	Y:121 
[2024/8/22 12:25:52] 物品:隐身术	怪物:178EC9C0恶灵尸王	地图:H201	X:93	Y:121 
[2024/8/22 12:25:52] 物品:雷电术	怪物:178EC9C0恶灵尸王	地图:H201	X:93	Y:121 
[2024/8/22 12:25:52] 物品:召唤骷髅	怪物:178EC9C0恶灵尸王	地图:H201	X:93	Y:121 
[2024/8/22 12:25:52] 物品:瞬息移动	怪物:178EC9C0恶灵尸王	地图:H201	X:93	Y:121 
[2024/8/22 12:25:54] 物品:金创药(小量)	怪物:23174E00僵尸5	地图:H201	X:96	Y:119 
[2024/8/22 12:25:54] 物品:太阳水	怪物:1EB748E0暴牙蜘蛛	地图:D1004	X:215	Y:130 
[2024/8/22 12:25:54] 物品:强效金创药	怪物:1EB748E0暴牙蜘蛛	地图:D1004	X:215	Y:130 
[2024/8/22 12:25:54] 物品:强效魔法药	怪物:1EB748E0暴牙蜘蛛	地图:D1004	X:215	Y:130 
[2024/8/22 12:25:54] 物品:海魂	怪物:1EB748E0暴牙蜘蛛	地图:D1004	X:215	Y:130 
[2024/8/22 12:25:58] 物品:太阳水	怪物:1E9F2B40花吻蜘蛛	地图:D1004	X:214	Y:132 
[2024/8/22 12:25:58] 物品:强效金创药	怪物:1E9F2B40花吻蜘蛛	地图:D1004	X:214	Y:132 
[2024/8/22 12:25:58] 物品:强效魔法药	怪物:1E9F2B40花吻蜘蛛	地图:D1004	X:214	Y:132 
[2024/8/22 12:25:58] 物品:骷髅头盔	怪物:15AC7090魔龙刺蛙1	地图:66	X:40	Y:133 
[2024/8/22 12:26:1] 物品:金创药(小量)	怪物:24883DA0僵尸5	地图:H201	X:92	Y:121 
[2024/8/22 12:26:3] 物品:铁腰带	怪物:1B38AE70魔龙刀兵	地图:66	X:40	Y:132 
[2024/8/22 12:26:8] 物品:强效太阳水	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:强效太阳水	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:强效太阳水	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:强效太阳水	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:强效太阳水	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:太阳水	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:太阳水	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:太阳水	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:太阳水	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:太阳水	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:太阳水	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:太阳水	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:太阳水	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:太阳水	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:太阳水	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:金创药(中量)	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:金创药(中量)	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:强效金创药	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:强效金创药	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:强效金创药	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:魔法药(中量)	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:魔法药(中量)	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:强效魔法药	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:强效魔法药	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:强效魔法药	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:竹笛	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:珍珠戒指	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:8] 物品:攻杀剑术	怪物:2B68EBC0沃玛卫士8	地图:H204	X:77	Y:36 
[2024/8/22 12:26:9] 物品:强效金创药	怪物:26B94B60魔龙射手	地图:66	X:47	Y:133 
[2024/8/22 12:26:10] 物品:疾风药水	怪物:2B33EEA0僵尸1	地图:H201	X:83	Y:116 
[2024/8/22 12:26:11] 物品:金创药(中量)	怪物:25361640天狼蜘蛛	地图:D10052	X:99	Y:67 
[2024/8/22 12:26:11] 物品:魔法药(中量)	怪物:25361640天狼蜘蛛	地图:D10052	X:99	Y:67 
[2024/8/22 12:26:11] 物品:魔鬼项链	怪物:25361640天狼蜘蛛	地图:D10052	X:99	Y:67 
[2024/8/22 12:26:14] 物品:强效太阳水	怪物:1EFD99B0血巨人0	地图:D10052	X:103	Y:66 
[2024/8/22 12:26:14] 物品:强效太阳水	怪物:1EFD99B0血巨人0	地图:D10052	X:103	Y:66 
[2024/8/22 12:26:14] 物品:太阳水	怪物:1EFD99B0血巨人0	地图:D10052	X:103	Y:66 
[2024/8/22 12:26:14] 物品:太阳水	怪物:1EFD99B0血巨人0	地图:D10052	X:103	Y:66 
[2024/8/22 12:26:14] 物品:疗伤药	怪物:1EFD99B0血巨人0	地图:D10052	X:103	Y:66 
[2024/8/22 12:26:14] 物品:疗伤药	怪物:1EFD99B0血巨人0	地图:D10052	X:103	Y:66 
[2024/8/22 12:26:14] 物品:强效金创药	怪物:1EFD99B0血巨人0	地图:D10052	X:103	Y:66 
[2024/8/22 12:26:14] 物品:强效魔法药	怪物:1EFD99B0血巨人0	地图:D10052	X:103	Y:66 
[2024/8/22 12:26:14] 物品:强效金创药	怪物:1EFD99B0血巨人0	地图:D10052	X:103	Y:66 
[2024/8/22 12:26:14] 物品:强效金创药	怪物:1EFD99B0血巨人0	地图:D10052	X:103	Y:66 
[2024/8/22 12:26:14] 物品:强效魔法药	怪物:1EFD99B0血巨人0	地图:D10052	X:103	Y:66 
[2024/8/22 12:26:14] 物品:强效魔法药	怪物:1EFD99B0血巨人0	地图:D10052	X:103	Y:66 
[2024/8/22 12:26:14] 物品:炼狱	怪物:1EFD99B0血巨人0	地图:D10052	X:103	Y:66 
[2024/8/22 12:26:14] 物品:幽灵战衣(男)	怪物:1EFD99B0血巨人0	地图:D10052	X:103	Y:66 
[2024/8/22 12:26:14] 物品:魔法手镯	怪物:1EFD99B0血巨人0	地图:D10052	X:103	Y:66 
[2024/8/22 12:26:14] 物品:地狱雷光	怪物:1EFD99B0血巨人0	地图:D10052	X:103	Y:66 
[2024/8/22 12:26:14] 物品:强效太阳水	怪物:13BF6570尸王8	地图:H201	X:85	Y:115 
[2024/8/22 12:26:14] 物品:强效太阳水	怪物:13BF6570尸王8	地图:H201	X:85	Y:115 
[2024/8/22 12:26:14] 物品:强效太阳水	怪物:13BF6570尸王8	地图:H201	X:85	Y:115 
[2024/8/22 12:26:14] 物品:强效太阳水	怪物:13BF6570尸王8	地图:H201	X:85	Y:115 
[2024/8/22 12:26:14] 物品:强效太阳水	怪物:13BF6570尸王8	地图:H201	X:85	Y:115 
[2024/8/22 12:26:14] 物品:强效金创药	怪物:13BF6570尸王8	地图:H201	X:85	Y:115 
[2024/8/22 12:26:14] 物品:强效金创药	怪物:13BF6570尸王8	地图:H201	X:85	Y:115 
[2024/8/22 12:26:14] 物品:强效魔法药	怪物:13BF6570尸王8	地图:H201	X:85	Y:115 
[2024/8/22 12:26:14] 物品:强效魔法药	怪物:13BF6570尸王8	地图:H201	X:85	Y:115 
[2024/8/22 12:26:14] 物品:珍珠戒指	怪物:13BF6570尸王8	地图:H201	X:85	Y:115 
[2024/8/22 12:26:14] 物品:蓝翡翠项链	怪物:13BF6570尸王8	地图:H201	X:85	Y:115 
[2024/8/22 12:26:14] 物品:黑檀手镯	怪物:13BF6570尸王8	地图:H201	X:85	Y:115 
[2024/8/22 12:26:14] 物品:魔力手镯	怪物:13BF6570尸王8	地图:H201	X:85	Y:115 
[2024/8/22 12:26:16] 物品:魔法药(小量)	怪物:13BC8940僵尸4	地图:H201	X:88	Y:114 
[2024/8/22 12:26:21] 物品:魔法药(中量)	怪物:23507320祖玛弓箭手8	地图:H204	X:69	Y:34 
[2024/8/22 12:26:26] 物品:太阳水	怪物:2891B670魔龙射手1	地图:66	X:49	Y:130 
[2024/8/22 12:26:26] 物品:强效魔法药	怪物:2891B670魔龙射手1	地图:66	X:49	Y:130 
[2024/8/22 12:26:27] 物品:魔法长袍(男)	怪物:19CFFF60祖玛弓箭手8	地图:H204	X:64	Y:35 
[2024/8/22 12:26:30] 物品:太阳水	怪物:1EFE9DF0血巨人	地图:D10052	X:104	Y:61 
[2024/8/22 12:26:30] 物品:强效太阳水	怪物:1EFE9DF0血巨人	地图:D10052	X:104	Y:61 
[2024/8/22 12:26:30] 物品:强效金创药	怪物:1EFE9DF0血巨人	地图:D10052	X:104	Y:61 
[2024/8/22 12:26:30] 物品:强效魔法药	怪物:1EFE9DF0血巨人	地图:D10052	X:104	Y:61 
[2024/8/22 12:26:31] 物品:强效太阳水	怪物:28DAD1C0尸王8	地图:H201	X:82	Y:110 
[2024/8/22 12:26:31] 物品:强效太阳水	怪物:28DAD1C0尸王8	地图:H201	X:82	Y:110 
[2024/8/22 12:26:31] 物品:强效太阳水	怪物:28DAD1C0尸王8	地图:H201	X:82	Y:110 
[2024/8/22 12:26:31] 物品:强效太阳水	怪物:28DAD1C0尸王8	地图:H201	X:82	Y:110 
[2024/8/22 12:26:31] 物品:强效太阳水	怪物:28DAD1C0尸王8	地图:H201	X:82	Y:110 
[2024/8/22 12:26:31] 物品:强效金创药	怪物:28DAD1C0尸王8	地图:H201	X:82	Y:110 
[2024/8/22 12:26:31] 物品:强效金创药	怪物:28DAD1C0尸王8	地图:H201	X:82	Y:110 
[2024/8/22 12:26:31] 物品:强效魔法药	怪物:28DAD1C0尸王8	地图:H201	X:82	Y:110 
[2024/8/22 12:26:31] 物品:强效魔法药	怪物:28DAD1C0尸王8	地图:H201	X:82	Y:110 
[2024/8/22 12:26:31] 物品:骷髅戒指	怪物:28DAD1C0尸王8	地图:H201	X:82	Y:110 
[2024/8/22 12:26:31] 物品:黑色水晶戒指	怪物:28DAD1C0尸王8	地图:H201	X:82	Y:110 
[2024/8/22 12:26:31] 物品:黑檀手镯	怪物:28DAD1C0尸王8	地图:H201	X:82	Y:110 
[2024/8/22 12:26:31] 物品:魔力手镯	怪物:28DAD1C0尸王8	地图:H201	X:82	Y:110 
[2024/8/22 12:26:32] 物品:治愈术	怪物:2923B110僵尸1	地图:H201	X:84	Y:108 
[2024/8/22 12:26:32] 物品:疾风药水	怪物:2923B110僵尸1	地图:H201	X:84	Y:108 
[2024/8/22 12:26:32] 物品:疾光电影	怪物:23AF5520僵尸5	地图:H201	X:83	Y:113 
[2024/8/22 12:26:36] 物品:太阳水	怪物:1F0832B0花吻蜘蛛	地图:D10052	X:105	Y:62 
[2024/8/22 12:26:36] 物品:强效金创药	怪物:1F0832B0花吻蜘蛛	地图:D10052	X:105	Y:62 
[2024/8/22 12:26:36] 物品:强效魔法药	怪物:1F0832B0花吻蜘蛛	地图:D10052	X:105	Y:62 
[2024/8/22 12:26:36] 物品:黑色水晶戒指	怪物:1F0832B0花吻蜘蛛	地图:D10052	X:105	Y:62 
[2024/8/22 12:26:36] 物品:魔力手镯	怪物:1F0832B0花吻蜘蛛	地图:D10052	X:105	Y:62 
[2024/8/22 12:26:38] 物品:金创药(小量)	怪物:22ECDEB0僵尸4	地图:H201	X:87	Y:112 
[2024/8/22 12:26:43] 物品:重盔甲(女)	怪物:2CF4A6D0跳跳蜂8	地图:H004	X:20	Y:34 
[2024/8/22 12:26:44] 物品:金创药(小量)	怪物:15258AE0僵尸5	地图:H201	X:83	Y:107 
[2024/8/22 12:26:44] 物品:魔法药(小量)	怪物:15258AE0僵尸5	地图:H201	X:83	Y:107 
[2024/8/22 12:26:45] 物品:太阳水	怪物:1F09C210花吻蜘蛛	地图:D10052	X:112	Y:62 
[2024/8/22 12:26:45] 物品:强效金创药	怪物:1F09C210花吻蜘蛛	地图:D10052	X:112	Y:62 
[2024/8/22 12:26:45] 物品:强效魔法药	怪物:1F09C210花吻蜘蛛	地图:D10052	X:112	Y:62 
[2024/8/22 12:26:46] 物品:金手镯	怪物:1B916D90祖玛卫士8	地图:H204	X:66	Y:26 
[2024/8/22 12:26:51] 物品:强效太阳水	怪物:1B44C6E0尸王8	地图:H201	X:85	Y:104 
[2024/8/22 12:26:51] 物品:强效太阳水	怪物:1B44C6E0尸王8	地图:H201	X:85	Y:104 
[2024/8/22 12:26:51] 物品:强效太阳水	怪物:1B44C6E0尸王8	地图:H201	X:85	Y:104 
[2024/8/22 12:26:51] 物品:强效太阳水	怪物:1B44C6E0尸王8	地图:H201	X:85	Y:104 
[2024/8/22 12:26:51] 物品:强效太阳水	怪物:1B44C6E0尸王8	地图:H201	X:85	Y:104 
[2024/8/22 12:26:51] 物品:强效金创药	怪物:1B44C6E0尸王8	地图:H201	X:85	Y:104 
[2024/8/22 12:26:51] 物品:强效金创药	怪物:1B44C6E0尸王8	地图:H201	X:85	Y:104 
[2024/8/22 12:26:51] 物品:强效魔法药	怪物:1B44C6E0尸王8	地图:H201	X:85	Y:104 
[2024/8/22 12:26:51] 物品:强效魔法药	怪物:1B44C6E0尸王8	地图:H201	X:85	Y:104 
[2024/8/22 12:26:51] 物品:珍珠戒指	怪物:1B44C6E0尸王8	地图:H201	X:85	Y:104 
[2024/8/22 12:26:51] 物品:魅力戒指	怪物:1B44C6E0尸王8	地图:H201	X:85	Y:104 
[2024/8/22 12:26:51] 物品:黑檀手镯	怪物:1B44C6E0尸王8	地图:H201	X:85	Y:104 
[2024/8/22 12:26:52] 物品:太阳水	怪物:1EEEC350钢牙蜘蛛	地图:D10052	X:111	Y:60 
[2024/8/22 12:26:52] 物品:强效金创药	怪物:1EEEC350钢牙蜘蛛	地图:D10052	X:111	Y:60 
[2024/8/22 12:26:52] 物品:强效魔法药	怪物:1EEEC350钢牙蜘蛛	地图:D10052	X:111	Y:60 
[2024/8/22 12:26:52] 物品:生铁戒指	怪物:1EEEC350钢牙蜘蛛	地图:D10052	X:111	Y:60 
[2024/8/22 12:26:52] 物品:金创药(小量)	怪物:174E3170僵尸5	地图:H201	X:91	Y:107 
[2024/8/22 12:26:53] 物品:八荒	怪物:25CFA0A0祖玛卫士8	地图:H204	X:64	Y:22 
[2024/8/22 12:26:57] 物品:疾光电影	怪物:1EDCBE10僵尸1	地图:H201	X:88	Y:103 
[2024/8/22 12:26:57] 物品:灵魂火符	怪物:1EDCBE10僵尸1	地图:H201	X:88	Y:103 
[2024/8/22 12:26:58] 物品:金创药(中量)	怪物:24E7BBD0天狼蜘蛛	地图:D10052	X:112	Y:60 
[2024/8/22 12:26:58] 物品:魔法药(中量)	怪物:24E7BBD0天狼蜘蛛	地图:D10052	X:112	Y:60 
[2024/8/22 12:26:58] 物品:小手镯	怪物:24E7BBD0天狼蜘蛛	地图:D10052	X:112	Y:60 
[2024/8/22 12:27:6] 物品:金创药(小量)	怪物:1E9BF890僵尸5	地图:H201	X:94	Y:106 
[2024/8/22 12:27:7] 物品:太阳水	怪物:2C6F4CE0花吻蜘蛛	地图:D10052	X:112	Y:55 
[2024/8/22 12:27:7] 物品:强效金创药	怪物:2C6F4CE0花吻蜘蛛	地图:D10052	X:112	Y:55 
[2024/8/22 12:27:7] 物品:强效魔法药	怪物:2C6F4CE0花吻蜘蛛	地图:D10052	X:112	Y:55 
[2024/8/22 12:27:7] 物品:金创药(小量)	怪物:1ED29CD0僵尸5	地图:H201	X:97	Y:109 
[2024/8/22 12:27:8] 物品:强效太阳水	怪物:1E149A40尸王8	地图:H201	X:95	Y:107 
[2024/8/22 12:27:8] 物品:强效太阳水	怪物:1E149A40尸王8	地图:H201	X:95	Y:107 
[2024/8/22 12:27:8] 物品:强效太阳水	怪物:1E149A40尸王8	地图:H201	X:95	Y:107 
[2024/8/22 12:27:8] 物品:强效太阳水	怪物:1E149A40尸王8	地图:H201	X:95	Y:107 
[2024/8/22 12:27:8] 物品:强效太阳水	怪物:1E149A40尸王8	地图:H201	X:95	Y:107 
[2024/8/22 12:27:8] 物品:强效金创药	怪物:1E149A40尸王8	地图:H201	X:95	Y:107 
[2024/8/22 12:27:8] 物品:强效金创药	怪物:1E149A40尸王8	地图:H201	X:95	Y:107 
[2024/8/22 12:27:8] 物品:强效魔法药	怪物:1E149A40尸王8	地图:H201	X:95	Y:107 
[2024/8/22 12:27:8] 物品:强效魔法药	怪物:1E149A40尸王8	地图:H201	X:95	Y:107 
[2024/8/22 12:27:8] 物品:蛇眼戒指	怪物:1E149A40尸王8	地图:H201	X:95	Y:107 
[2024/8/22 12:27:8] 物品:生铁戒指	怪物:1E149A40尸王8	地图:H201	X:95	Y:107 
[2024/8/22 12:27:8] 物品:死神手套	怪物:1E149A40尸王8	地图:H201	X:95	Y:107 
[2024/8/22 12:27:12] 物品:强效太阳水	怪物:2CCE2000沃玛卫士8	地图:H204	X:74	Y:23 
[2024/8/22 12:27:12] 物品:强效太阳水	怪物:2CCE2000沃玛卫士8	地图:H204	X:74	Y:23 
[2024/8/22 12:27:12] 物品:强效太阳水	怪物:2CCE2000沃玛卫士8	地图:H204	X:74	Y:23 
[2024/8/22 12:27:12] 物品:强效太阳水	怪物:2CCE2000沃玛卫士8	地图:H204	X:74	Y:23 
[2024/8/22 12:27:12] 物品:强效太阳水	怪物:2CCE2000沃玛卫士8	地图:H204	X:74	Y:23 
[2024/8/22 12:27:12] 物品:太阳水	怪物:2CCE2000沃玛卫士8	地图:H204	X:74	Y:23 
[2024/8/22 12:27:12] 物品:太阳水	怪物:2CCE2000沃玛卫士8	地图:H204	X:74	Y:23 
[2024/8/22 12:27:12] 物品:太阳水	怪物:2CCE2000沃玛卫士8	地图:H204	X:74	Y:23 
[2024/8/22 12:27:12] 物品:太阳水	怪物:2CCE2000沃玛卫士8	地图:H204	X:74	Y:23 
[2024/8/22 12:27:12] 物品:太阳水	怪物:2CCE2000沃玛卫士8	地图:H204	X:74	Y:23 
[2024/8/22 12:27:12] 物品:太阳水	怪物:2CCE2000沃玛卫士8	地图:H204	X:74	Y:23 
[2024/8/22 12:27:12] 物品:太阳水	怪物:2CCE2000沃玛卫士8	地图:H204	X:74	Y:23 
[2024/8/22 12:27:12] 物品:太阳水	怪物:2CCE2000沃玛卫士8	地图:H204	X:74	Y:23 
[2024/8/22 12:27:12] 物品:太阳水	怪物:2CCE2000沃玛卫士8	地图:H204	X:74	Y:23 
[2024/8/22 12:27:12] 物品:太阳水	怪物:2CCE2000沃玛卫士8	地图:H204	X:74	Y:23 
[2024/8/22 12:27:12] 物品:金创药(中量)	怪物:2CCE2000沃玛卫士8	地图:H204	X:74	Y:23 
