[2024/8/19 13:0:2] 物品:魔法药(小量)	怪物:03B19080僵尸4	地图:H201	X:149	Y:37 
[2024/8/19 13:40:58] 物品:疾风药水	怪物:28667260僵尸1	地图:H201	X:133	Y:158 
[2024/8/19 13:41:4] 物品:皮制手套	怪物:309BA950掷斧骷髅0	地图:D002	X:163	Y:70 
[2024/8/19 13:41:4] 物品:金创药(中量)	怪物:309BA950掷斧骷髅0	地图:D002	X:163	Y:70 
[2024/8/19 13:41:4] 物品:金创药(中量)	怪物:309BA950掷斧骷髅0	地图:D002	X:163	Y:70 
[2024/8/19 13:41:4] 物品:金创药(中量)	怪物:309BA950掷斧骷髅0	地图:D002	X:163	Y:70 
[2024/8/19 13:41:4] 物品:金创药(中量)	怪物:309BA950掷斧骷髅0	地图:D002	X:163	Y:70 
[2024/8/19 13:41:4] 物品:魔法药(中量)	怪物:309BA950掷斧骷髅0	地图:D002	X:163	Y:70 
[2024/8/19 13:41:4] 物品:魔法药(中量)	怪物:309BA950掷斧骷髅0	地图:D002	X:163	Y:70 
[2024/8/19 13:41:4] 物品:魔法药(中量)	怪物:309BA950掷斧骷髅0	地图:D002	X:163	Y:70 
[2024/8/19 13:41:4] 物品:魔法药(中量)	怪物:309BA950掷斧骷髅0	地图:D002	X:163	Y:70 
[2024/8/19 13:41:13] 物品:强效太阳水	怪物:27885DE0尸王8	地图:H201	X:132	Y:158 
[2024/8/19 13:41:13] 物品:强效太阳水	怪物:27885DE0尸王8	地图:H201	X:132	Y:158 
[2024/8/19 13:41:13] 物品:强效太阳水	怪物:27885DE0尸王8	地图:H201	X:132	Y:158 
[2024/8/19 13:41:13] 物品:强效太阳水	怪物:27885DE0尸王8	地图:H201	X:132	Y:158 
[2024/8/19 13:41:13] 物品:强效太阳水	怪物:27885DE0尸王8	地图:H201	X:132	Y:158 
[2024/8/19 13:41:13] 物品:强效金创药	怪物:27885DE0尸王8	地图:H201	X:132	Y:158 
[2024/8/19 13:41:13] 物品:强效金创药	怪物:27885DE0尸王8	地图:H201	X:132	Y:158 
[2024/8/19 13:41:13] 物品:强效魔法药	怪物:27885DE0尸王8	地图:H201	X:132	Y:158 
[2024/8/19 13:41:13] 物品:强效魔法药	怪物:27885DE0尸王8	地图:H201	X:132	Y:158 
[2024/8/19 13:41:14] 物品:强效金创药	怪物:2994F190魔龙破甲兵	地图:66	X:201	Y:95 
[2024/8/19 13:41:14] 物品:太阳水	怪物:2994F190魔龙破甲兵	地图:66	X:201	Y:95 
[2024/8/19 13:41:14] 物品:太阳水	怪物:2994F190魔龙破甲兵	地图:66	X:201	Y:95 
[2024/8/19 13:41:14] 物品:凝霜	怪物:2994F190魔龙破甲兵	地图:66	X:201	Y:95 
[2024/8/19 13:41:18] 物品:金创药(中量)	怪物:2F34F5D0骷髅战将	地图:D002	X:177	Y:84 
[2024/8/19 13:41:20] 物品:太阳水	怪物:0D4BCCE0黑野猪8	地图:H002	X:228	Y:82 
[2024/8/19 13:41:23] 物品:强效太阳水	怪物:1811AF10尸王8	地图:H201	X:133	Y:158 
[2024/8/19 13:41:23] 物品:强效太阳水	怪物:1811AF10尸王8	地图:H201	X:133	Y:158 
[2024/8/19 13:41:23] 物品:强效太阳水	怪物:1811AF10尸王8	地图:H201	X:133	Y:158 
[2024/8/19 13:41:23] 物品:强效太阳水	怪物:1811AF10尸王8	地图:H201	X:133	Y:158 
[2024/8/19 13:41:23] 物品:强效太阳水	怪物:1811AF10尸王8	地图:H201	X:133	Y:158 
[2024/8/19 13:41:23] 物品:强效金创药	怪物:1811AF10尸王8	地图:H201	X:133	Y:158 
[2024/8/19 13:41:23] 物品:强效金创药	怪物:1811AF10尸王8	地图:H201	X:133	Y:158 
[2024/8/19 13:41:23] 物品:强效魔法药	怪物:1811AF10尸王8	地图:H201	X:133	Y:158 
[2024/8/19 13:41:23] 物品:强效魔法药	怪物:1811AF10尸王8	地图:H201	X:133	Y:158 
[2024/8/19 13:41:23] 物品:黑色水晶戒指	怪物:1811AF10尸王8	地图:H201	X:133	Y:158 
[2024/8/19 13:41:23] 物品:黑檀手镯	怪物:1811AF10尸王8	地图:H201	X:133	Y:158 
[2024/8/19 13:41:29] 物品:六角戒指	怪物:0D9EC720掷斧骷髅	地图:D002	X:183	Y:85 
[2024/8/19 13:41:32] 物品:太阳水	怪物:1896A420魔龙射手2	地图:66	X:182	Y:73 
[2024/8/19 13:41:32] 物品:魔法长袍(男)	怪物:1896A420魔龙射手2	地图:66	X:182	Y:73 
[2024/8/19 13:41:35] 物品:太阳水	怪物:1C52A1D0黑野猪8	地图:H002	X:227	Y:94 
[2024/8/19 13:41:36] 物品:金创药(小量)	怪物:2A16BE00僵尸5	地图:H201	X:138	Y:156 
[2024/8/19 13:41:37] 物品:强效太阳水	怪物:1C3D6CB0尸王8	地图:H201	X:138	Y:157 
[2024/8/19 13:41:37] 物品:强效太阳水	怪物:1C3D6CB0尸王8	地图:H201	X:138	Y:157 
[2024/8/19 13:41:37] 物品:强效太阳水	怪物:1C3D6CB0尸王8	地图:H201	X:138	Y:157 
[2024/8/19 13:41:37] 物品:强效太阳水	怪物:1C3D6CB0尸王8	地图:H201	X:138	Y:157 
[2024/8/19 13:41:37] 物品:强效太阳水	怪物:1C3D6CB0尸王8	地图:H201	X:138	Y:157 
[2024/8/19 13:41:37] 物品:强效金创药	怪物:1C3D6CB0尸王8	地图:H201	X:138	Y:157 
[2024/8/19 13:41:37] 物品:强效金创药	怪物:1C3D6CB0尸王8	地图:H201	X:138	Y:157 
[2024/8/19 13:41:37] 物品:强效魔法药	怪物:1C3D6CB0尸王8	地图:H201	X:138	Y:157 
[2024/8/19 13:41:37] 物品:强效魔法药	怪物:1C3D6CB0尸王8	地图:H201	X:138	Y:157 
[2024/8/19 13:41:37] 物品:蛇眼戒指	怪物:1C3D6CB0尸王8	地图:H201	X:138	Y:157 
[2024/8/19 13:41:37] 物品:道德戒指	怪物:1C3D6CB0尸王8	地图:H201	X:138	Y:157 
[2024/8/19 13:41:37] 物品:蓝翡翠项链	怪物:1C3D6CB0尸王8	地图:H201	X:138	Y:157 
[2024/8/19 13:41:37] 物品:野蛮冲撞	怪物:1C3D6CB0尸王8	地图:H201	X:138	Y:157 
[2024/8/19 13:41:42] 物品:六角戒指	怪物:283917D0骷髅战将0	地图:D002	X:176	Y:85 
[2024/8/19 13:41:42] 物品:金创药(中量)	怪物:283917D0骷髅战将0	地图:D002	X:176	Y:85 
[2024/8/19 13:41:42] 物品:金创药(中量)	怪物:283917D0骷髅战将0	地图:D002	X:176	Y:85 
[2024/8/19 13:41:42] 物品:金创药(中量)	怪物:283917D0骷髅战将0	地图:D002	X:176	Y:85 
[2024/8/19 13:41:42] 物品:金创药(中量)	怪物:283917D0骷髅战将0	地图:D002	X:176	Y:85 
[2024/8/19 13:41:42] 物品:魔法药(中量)	怪物:283917D0骷髅战将0	地图:D002	X:176	Y:85 
[2024/8/19 13:41:42] 物品:魔法药(中量)	怪物:283917D0骷髅战将0	地图:D002	X:176	Y:85 
[2024/8/19 13:41:42] 物品:魔法药(中量)	怪物:283917D0骷髅战将0	地图:D002	X:176	Y:85 
[2024/8/19 13:41:42] 物品:魔法药(中量)	怪物:283917D0骷髅战将0	地图:D002	X:176	Y:85 
[2024/8/19 13:41:52] 物品:金创药(中量)	怪物:19583490骷髅战将0	地图:D002	X:175	Y:85 
[2024/8/19 13:41:52] 物品:金创药(中量)	怪物:19583490骷髅战将0	地图:D002	X:175	Y:85 
[2024/8/19 13:41:52] 物品:金创药(中量)	怪物:19583490骷髅战将0	地图:D002	X:175	Y:85 
[2024/8/19 13:41:52] 物品:金创药(中量)	怪物:19583490骷髅战将0	地图:D002	X:175	Y:85 
[2024/8/19 13:41:52] 物品:魔法药(中量)	怪物:19583490骷髅战将0	地图:D002	X:175	Y:85 
[2024/8/19 13:41:52] 物品:魔法药(中量)	怪物:19583490骷髅战将0	地图:D002	X:175	Y:85 
[2024/8/19 13:41:52] 物品:魔法药(中量)	怪物:19583490骷髅战将0	地图:D002	X:175	Y:85 
[2024/8/19 13:41:52] 物品:魔法药(中量)	怪物:19583490骷髅战将0	地图:D002	X:175	Y:85 
[2024/8/19 13:41:53] 物品:魔法药(小量)	怪物:188BBF10僵尸4	地图:H201	X:138	Y:157 
[2024/8/19 13:41:55] 物品:强效太阳水	怪物:2A9BE310尸王8	地图:H201	X:140	Y:157 
[2024/8/19 13:41:55] 物品:强效太阳水	怪物:2A9BE310尸王8	地图:H201	X:140	Y:157 
[2024/8/19 13:41:55] 物品:强效太阳水	怪物:2A9BE310尸王8	地图:H201	X:140	Y:157 
[2024/8/19 13:41:55] 物品:强效太阳水	怪物:2A9BE310尸王8	地图:H201	X:140	Y:157 
[2024/8/19 13:41:55] 物品:强效太阳水	怪物:2A9BE310尸王8	地图:H201	X:140	Y:157 
[2024/8/19 13:41:55] 物品:强效金创药	怪物:2A9BE310尸王8	地图:H201	X:140	Y:157 
[2024/8/19 13:41:55] 物品:强效金创药	怪物:2A9BE310尸王8	地图:H201	X:140	Y:157 
[2024/8/19 13:41:55] 物品:强效魔法药	怪物:2A9BE310尸王8	地图:H201	X:140	Y:157 
[2024/8/19 13:41:55] 物品:强效魔法药	怪物:2A9BE310尸王8	地图:H201	X:140	Y:157 
[2024/8/19 13:41:55] 物品:凝霜	怪物:2A9BE310尸王8	地图:H201	X:140	Y:157 
[2024/8/19 13:41:55] 物品:道德戒指	怪物:2A9BE310尸王8	地图:H201	X:140	Y:157 
[2024/8/19 13:41:55] 物品:魔力手镯	怪物:2A9BE310尸王8	地图:H201	X:140	Y:157 
[2024/8/19 13:41:56] 物品:强效太阳水	怪物:0580D9A0魔龙射手	地图:66	X:165	Y:86 
[2024/8/19 13:41:59] 物品:重盔甲(女)	怪物:21F704D0蝎蛇8	地图:H002	X:215	Y:91 
[2024/8/19 13:42:3] 物品:金创药(小量)	怪物:27F4C8D0山洞蝙蝠	地图:D002	X:145	Y:82 
[2024/8/19 13:42:4] 物品:召唤骷髅	怪物:2AB610C0僵尸1	地图:H201	X:143	Y:153 
[2024/8/19 13:42:12] 物品:强效金创药	怪物:28E7A670魔龙刀兵	地图:66	X:159	Y:88 
[2024/8/19 13:42:14] 物品:大火球	怪物:22558C40僵尸1	地图:H201	X:146	Y:150 
[2024/8/19 13:42:18] 物品:金创药(中量)	怪物:0D9870B0骷髅战将0	地图:D002	X:142	Y:101 
[2024/8/19 13:42:18] 物品:金创药(中量)	怪物:0D9870B0骷髅战将0	地图:D002	X:142	Y:101 
[2024/8/19 13:42:18] 物品:金创药(中量)	怪物:0D9870B0骷髅战将0	地图:D002	X:142	Y:101 
[2024/8/19 13:42:18] 物品:金创药(中量)	怪物:0D9870B0骷髅战将0	地图:D002	X:142	Y:101 
[2024/8/19 13:42:18] 物品:魔法药(中量)	怪物:0D9870B0骷髅战将0	地图:D002	X:142	Y:101 
[2024/8/19 13:42:18] 物品:魔法药(中量)	怪物:0D9870B0骷髅战将0	地图:D002	X:142	Y:101 
[2024/8/19 13:42:18] 物品:魔法药(中量)	怪物:0D9870B0骷髅战将0	地图:D002	X:142	Y:101 
[2024/8/19 13:42:18] 物品:魔法药(中量)	怪物:0D9870B0骷髅战将0	地图:D002	X:142	Y:101 
[2024/8/19 13:42:20] 物品:玻璃戒指	怪物:053C4760骷髅0	地图:D002	X:143	Y:100 
[2024/8/19 13:42:20] 物品:金创药(小量)	怪物:053C4760骷髅0	地图:D002	X:143	Y:100 
[2024/8/19 13:42:20] 物品:金创药(小量)	怪物:053C4760骷髅0	地图:D002	X:143	Y:100 
[2024/8/19 13:42:20] 物品:金创药(小量)	怪物:053C4760骷髅0	地图:D002	X:143	Y:100 
[2024/8/19 13:42:20] 物品:金创药(小量)	怪物:053C4760骷髅0	地图:D002	X:143	Y:100 
[2024/8/19 13:42:20] 物品:魔法药(小量)	怪物:053C4760骷髅0	地图:D002	X:143	Y:100 
[2024/8/19 13:42:20] 物品:魔法药(小量)	怪物:053C4760骷髅0	地图:D002	X:143	Y:100 
[2024/8/19 13:42:20] 物品:魔法药(小量)	怪物:053C4760骷髅0	地图:D002	X:143	Y:100 
[2024/8/19 13:42:20] 物品:魔法药(小量)	怪物:053C4760骷髅0	地图:D002	X:143	Y:100 
[2024/8/19 13:42:23] 物品:金创药(小量)	怪物:290A2540骷髅战士	地图:D002	X:139	Y:103 
[2024/8/19 13:42:37] 物品:灵魂战衣(男)	怪物:27B95A20黑野猪8	地图:H002	X:216	Y:63 
[2024/8/19 13:42:39] 物品:魔法长袍(女)	怪物:27F20450奴隶	地图:F004	X:67	Y:30 
[2024/8/19 13:42:39] 物品:生铁戒指	怪物:27F20450奴隶	地图:F004	X:67	Y:30 
[2024/8/19 13:42:39] 物品:太阳水	怪物:27F20450奴隶	地图:F004	X:67	Y:30 
[2024/8/19 13:42:39] 物品:强效金创药	怪物:27F20450奴隶	地图:F004	X:67	Y:30 
[2024/8/19 13:42:39] 物品:强效魔法药	怪物:27F20450奴隶	地图:F004	X:67	Y:30 
[2024/8/19 13:42:39] 物品:强效魔法药	怪物:27F20450奴隶	地图:F004	X:67	Y:30 
[2024/8/19 13:42:52] 物品:金创药(小量)	怪物:29DC7C80僵尸5	地图:H201	X:113	Y:164 
[2024/8/19 13:43:5] 物品:刺杀剑术	怪物:1F1F9940恶灵尸王	地图:H201	X:106	Y:168 
[2024/8/19 13:43:5] 物品:施毒术	怪物:1F1F9940恶灵尸王	地图:H201	X:106	Y:168 
[2024/8/19 13:43:5] 物品:灵魂火符	怪物:1F1F9940恶灵尸王	地图:H201	X:106	Y:168 
[2024/8/19 13:43:7] 物品:蓝翡翠项链	怪物:2B4DB4D0奴隶	地图:F004	X:71	Y:30 
[2024/8/19 13:43:7] 物品:强效太阳水	怪物:2B4DB4D0奴隶	地图:F004	X:71	Y:30 
[2024/8/19 13:43:10] 物品:金创药(小量)	怪物:03A9BCC0骷髅战士	地图:D002	X:284	Y:297 
[2024/8/19 13:43:11] 物品:太阳水	怪物:1EB96BD0黑野猪8	地图:H002	X:194	Y:72 
[2024/8/19 13:43:13] 物品:召唤骷髅	怪物:1A20E1D0僵尸1	地图:H201	X:105	Y:168 
[2024/8/19 13:43:18] 物品:兽皮腰带	怪物:18FD8E00魔龙射手2	地图:66	X:156	Y:111 
[2024/8/19 13:43:18] 物品:竹笛	怪物:18FD8E00魔龙射手2	地图:66	X:156	Y:111 
[2024/8/19 13:43:20] 物品:海魂	怪物:2EF24AD0骷髅战将	地图:D002	X:128	Y:96 
[2024/8/19 13:43:21] 物品:雷电术	怪物:2F2C4D60恶灵尸王	地图:H201	X:107	Y:166 
[2024/8/19 13:43:21] 物品:大火球	怪物:2F2C4D60恶灵尸王	地图:H201	X:107	Y:166 
[2024/8/19 13:43:21] 物品:瞬息移动	怪物:2F2C4D60恶灵尸王	地图:H201	X:107	Y:166 
[2024/8/19 13:43:21] 物品:强效太阳水	怪物:1EC2DF80尸王8	地图:H201	X:107	Y:168 
[2024/8/19 13:43:21] 物品:强效太阳水	怪物:1EC2DF80尸王8	地图:H201	X:107	Y:168 
[2024/8/19 13:43:21] 物品:强效太阳水	怪物:1EC2DF80尸王8	地图:H201	X:107	Y:168 
[2024/8/19 13:43:21] 物品:强效太阳水	怪物:1EC2DF80尸王8	地图:H201	X:107	Y:168 
[2024/8/19 13:43:21] 物品:强效太阳水	怪物:1EC2DF80尸王8	地图:H201	X:107	Y:168 
[2024/8/19 13:43:21] 物品:强效金创药	怪物:1EC2DF80尸王8	地图:H201	X:107	Y:168 
[2024/8/19 13:43:21] 物品:强效金创药	怪物:1EC2DF80尸王8	地图:H201	X:107	Y:168 
[2024/8/19 13:43:21] 物品:强效魔法药	怪物:1EC2DF80尸王8	地图:H201	X:107	Y:168 
[2024/8/19 13:43:21] 物品:强效魔法药	怪物:1EC2DF80尸王8	地图:H201	X:107	Y:168 
[2024/8/19 13:43:21] 物品:骷髅戒指	怪物:1EC2DF80尸王8	地图:H201	X:107	Y:168 
[2024/8/19 13:43:21] 物品:蛇眼戒指	怪物:1EC2DF80尸王8	地图:H201	X:107	Y:168 
[2024/8/19 13:43:21] 物品:圣言术	怪物:1EC2DF80尸王8	地图:H201	X:107	Y:168 
[2024/8/19 13:43:28] 物品:金创药(小量)	怪物:19D29D90僵尸4	地图:H201	X:107	Y:175 
[2024/8/19 13:43:29] 物品:金创药(小量)	怪物:286D3380骷髅0	地图:D002	X:118	Y:103 
[2024/8/19 13:43:29] 物品:金创药(小量)	怪物:286D3380骷髅0	地图:D002	X:118	Y:103 
[2024/8/19 13:43:29] 物品:金创药(小量)	怪物:286D3380骷髅0	地图:D002	X:118	Y:103 
[2024/8/19 13:43:29] 物品:金创药(小量)	怪物:286D3380骷髅0	地图:D002	X:118	Y:103 
[2024/8/19 13:43:29] 物品:魔法药(小量)	怪物:286D3380骷髅0	地图:D002	X:118	Y:103 
[2024/8/19 13:43:29] 物品:魔法药(小量)	怪物:286D3380骷髅0	地图:D002	X:118	Y:103 
[2024/8/19 13:43:29] 物品:魔法药(小量)	怪物:286D3380骷髅0	地图:D002	X:118	Y:103 
[2024/8/19 13:43:29] 物品:魔法药(小量)	怪物:286D3380骷髅0	地图:D002	X:118	Y:103 
[2024/8/19 13:43:31] 物品:黑色水晶戒指	怪物:1833AE60奴隶	地图:F004	X:76	Y:36 
[2024/8/19 13:43:31] 物品:强效金创药	怪物:1833AE60奴隶	地图:F004	X:76	Y:36 
[2024/8/19 13:43:32] 物品:青铜剑	怪物:07CBED70掷斧骷髅	地图:D002	X:288	Y:316 
[2024/8/19 13:43:32] 物品:牛角戒指	怪物:07CBED70掷斧骷髅	地图:D002	X:288	Y:316 
[2024/8/19 13:43:46] 物品:强效太阳水	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:强效太阳水	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:强效太阳水	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:强效太阳水	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:强效太阳水	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:太阳水	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:太阳水	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:太阳水	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:太阳水	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:太阳水	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:太阳水	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:太阳水	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:太阳水	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:太阳水	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:太阳水	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:金创药(中量)	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:金创药(中量)	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:强效金创药	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:强效金创药	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:强效金创药	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:魔法药(中量)	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:魔法药(中量)	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:强效魔法药	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:强效魔法药	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:强效魔法药	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:灵魂战衣(女)	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:八荒	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:火墙	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:神圣战甲术	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:大火球	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:隐身术	怪物:18733B30沃玛卫士8	地图:H204	X:72	Y:72 
[2024/8/19 13:43:46] 物品:强效太阳水	怪物:2F156620尸王8	地图:H201	X:104	Y:173 
[2024/8/19 13:43:46] 物品:强效太阳水	怪物:2F156620尸王8	地图:H201	X:104	Y:173 
[2024/8/19 13:43:46] 物品:强效太阳水	怪物:2F156620尸王8	地图:H201	X:104	Y:173 
[2024/8/19 13:43:46] 物品:强效太阳水	怪物:2F156620尸王8	地图:H201	X:104	Y:173 
[2024/8/19 13:43:46] 物品:强效太阳水	怪物:2F156620尸王8	地图:H201	X:104	Y:173 
[2024/8/19 13:43:46] 物品:强效金创药	怪物:2F156620尸王8	地图:H201	X:104	Y:173 
[2024/8/19 13:43:46] 物品:强效金创药	怪物:2F156620尸王8	地图:H201	X:104	Y:173 
[2024/8/19 13:43:46] 物品:强效魔法药	怪物:2F156620尸王8	地图:H201	X:104	Y:173 
[2024/8/19 13:43:46] 物品:强效魔法药	怪物:2F156620尸王8	地图:H201	X:104	Y:173 
[2024/8/19 13:43:46] 物品:蛇眼戒指	怪物:2F156620尸王8	地图:H201	X:104	Y:173 
[2024/8/19 13:43:46] 物品:死神手套	怪物:2F156620尸王8	地图:H201	X:104	Y:173 
[2024/8/19 13:43:46] 物品:蓝翡翠项链	怪物:2F156620尸王8	地图:H201	X:104	Y:173 
[2024/8/19 13:43:46] 物品:魔力手镯	怪物:2F156620尸王8	地图:H201	X:104	Y:173 
[2024/8/19 13:43:49] 物品:召唤骷髅	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:抗拒火环	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:精神力战法	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:火球术	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:治愈术	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:基本剑术	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:八荒	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:半月	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:琥珀项链	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:魔力手镯	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:灯笼项链	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:铁剑	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:短剑	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:轻型盔甲(男)	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:轻型盔甲(女)	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:青铜斧	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:黑檀项链	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:黄色水晶项链	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:黑色水晶项链	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:青铜头盔	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:金创药(小量)	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:金创药(小量)	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:金创药(小量)	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:金创药(小量)	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:魔法药(小量)	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:魔法药(小量)	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:魔法药(小量)	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:49] 物品:魔法药(小量)	怪物:18D6D890僵尸50	地图:H201	X:103	Y:174 
[2024/8/19 13:43:51] 物品:魔法药(小量)	怪物:18CFAC10僵尸5	地图:H201	X:105	Y:175 
[2024/8/19 13:43:51] 物品:强效太阳水	怪物:24A6CF60白野猪8	地图:H204	X:71	Y:73 
[2024/8/19 13:43:51] 物品:强效太阳水	怪物:24A6CF60白野猪8	地图:H204	X:71	Y:73 
[2024/8/19 13:43:51] 物品:强效太阳水	怪物:24A6CF60白野猪8	地图:H204	X:71	Y:73 
[2024/8/19 13:43:51] 物品:强效太阳水	怪物:24A6CF60白野猪8	地图:H204	X:71	Y:73 
[2024/8/19 13:43:51] 物品:强效太阳水	怪物:24A6CF60白野猪8	地图:H204	X:71	Y:73 
[2024/8/19 13:43:51] 物品:强效太阳水	怪物:24A6CF60白野猪8	地图:H204	X:71	Y:73 
[2024/8/19 13:43:51] 物品:强效太阳水	怪物:24A6CF60白野猪8	地图:H204	X:71	Y:73 
[2024/8/19 13:43:51] 物品:强效太阳水	怪物:24A6CF60白野猪8	地图:H204	X:71	Y:73 
[2024/8/19 13:43:51] 物品:强效太阳水	怪物:24A6CF60白野猪8	地图:H204	X:71	Y:73 
[2024/8/19 13:43:51] 物品:强效太阳水	怪物:24A6CF60白野猪8	地图:H204	X:71	Y:73 
[2024/8/19 13:43:51] 物品:太阳水	怪物:24A6CF60白野猪8	地图:H204	X:71	Y:73 
[2024/8/19 13:43:51] 物品:太阳水	怪物:24A6CF60白野猪8	地图:H204	X:71	Y:73 
[2024/8/19 13:43:51] 物品:太阳水	怪物:24A6CF60白野猪8	地图:H204	X:71	Y:73 
[2024/8/19 13:43:51] 物品:太阳水	怪物:24A6CF60白野猪8	地图:H204	X:71	Y:73 
[2024/8/19 13:43:51] 物品:太阳水	怪物:24A6CF60白野猪8	地图:H204	X:71	Y:73 
[2024/8/19 13:43:51] 物品:太阳水	怪物:24A6CF60白野猪8	地图:H204	X:71	Y:73 
[2024/8/19 13:43:51] 物品:太阳水	怪物:24A6CF60白野猪8	地图:H204	X:71	Y:73 
