[2024/8/21 8:0:0] 物品:生铁戒指	怪物:2BC92A30牛魔战士	地图:D2078	X:220	Y:159 
[2024/8/21 8:36:52] 物品:强效太阳水	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效太阳水	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效太阳水	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效太阳水	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效太阳水	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效太阳水	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效太阳水	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效太阳水	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效太阳水	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效太阳水	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:太阳水	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:太阳水	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:太阳水	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:太阳水	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:太阳水	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:太阳水	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:太阳水	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:太阳水	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:太阳水	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:太阳水	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:金创药(中量)	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:金创药(中量)	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:金创药(中量)	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效金创药	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效金创药	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效金创药	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:魔法药(中量)	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:魔法药(中量)	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:魔法药(中量)	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效魔法药	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效魔法药	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效魔法药	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效金创药	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效金创药	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效金创药	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效金创药	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效金创药	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效金创药	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效魔法药	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效魔法药	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效魔法药	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效魔法药	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效魔法药	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:52] 物品:强效魔法药	怪物:24BF0780白野猪8	地图:H204	X:45	Y:50 
[2024/8/21 8:36:53] 物品:强效太阳水	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效太阳水	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效太阳水	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效太阳水	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效太阳水	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效太阳水	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效太阳水	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效太阳水	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效太阳水	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效太阳水	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:太阳水	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:太阳水	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:太阳水	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:太阳水	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:太阳水	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:太阳水	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:太阳水	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:太阳水	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:太阳水	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:太阳水	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:金创药(中量)	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:金创药(中量)	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:金创药(中量)	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效金创药	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效金创药	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效金创药	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:魔法药(中量)	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:魔法药(中量)	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:魔法药(中量)	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效魔法药	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效魔法药	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效魔法药	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效金创药	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效金创药	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效金创药	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效金创药	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效金创药	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效金创药	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效魔法药	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效魔法药	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效魔法药	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效魔法药	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效魔法药	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:强效魔法药	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:记忆头盔	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:魔法长袍(男)	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:53] 物品:放大镜	怪物:29049570白野猪8	地图:H204	X:63	Y:23 
[2024/8/21 8:36:54] 物品:强效太阳水	怪物:28B09530祖玛雕像8	地图:H204	X:63	Y:22 
[2024/8/21 8:37:1] 物品:金创药(小量)	怪物:2309C710僵尸3	地图:D421	X:290	Y:104 
[2024/8/21 8:37:1] 物品:强效太阳水	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效太阳水	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效太阳水	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效太阳水	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效太阳水	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效太阳水	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效太阳水	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效太阳水	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效太阳水	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效太阳水	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:太阳水	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:太阳水	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:太阳水	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:太阳水	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:太阳水	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:太阳水	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:太阳水	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:太阳水	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:太阳水	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:太阳水	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:金创药(中量)	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:金创药(中量)	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:金创药(中量)	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效金创药	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效金创药	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效金创药	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:魔法药(中量)	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:魔法药(中量)	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:魔法药(中量)	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效魔法药	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效魔法药	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效魔法药	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效金创药	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效金创药	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效金创药	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效金创药	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效金创药	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效金创药	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效魔法药	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效魔法药	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效魔法药	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效魔法药	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效魔法药	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:强效魔法药	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:1] 物品:修罗	怪物:22F4C6E0虹魔猪卫8	地图:H204	X:61	Y:19 
[2024/8/21 8:37:3] 物品:琥珀项链	怪物:2C28E770祖玛弓箭手8	地图:H204	X:60	Y:20 
[2024/8/21 8:37:4] 物品:海魂	怪物:22E8A9C0祖玛弓箭手8	地图:H204	X:42	Y:42 
[2024/8/21 8:37:4] 物品:琥珀项链	怪物:22E8A9C0祖玛弓箭手8	地图:H204	X:42	Y:42 
[2024/8/21 8:37:6] 物品:强效太阳水	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:强效太阳水	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:强效太阳水	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:强效太阳水	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:强效太阳水	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:太阳水	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:太阳水	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:太阳水	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:太阳水	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:太阳水	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:太阳水	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:太阳水	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:太阳水	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:太阳水	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:太阳水	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:金创药(中量)	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:金创药(中量)	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:强效金创药	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:强效金创药	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:强效金创药	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:魔法药(中量)	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:魔法药(中量)	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:强效魔法药	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:强效魔法药	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:强效魔法药	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:群体治疗术	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:爆裂火焰	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:6] 物品:神圣战甲术	怪物:25D39F00沃玛卫士8	地图:H204	X:60	Y:19 
[2024/8/21 8:37:8] 物品:灵魂项链	怪物:249E4190祖玛雕像83	地图:H008	X:71	Y:32 
[2024/8/21 8:37:10] 物品:强效太阳水	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:强效太阳水	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:强效太阳水	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:强效太阳水	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:强效太阳水	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:太阳水	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:太阳水	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:太阳水	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:太阳水	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:太阳水	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:太阳水	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:太阳水	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:太阳水	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:太阳水	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:太阳水	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:金创药(中量)	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:金创药(中量)	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:强效金创药	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:强效金创药	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:强效金创药	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:魔法药(中量)	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:魔法药(中量)	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:强效魔法药	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:强效魔法药	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:强效魔法药	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:八荒	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:骷髅头盔	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:冰咆哮	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:10] 物品:神圣战甲术	怪物:22DC5940沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 8:37:15] 物品:强效太阳水	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:强效太阳水	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:强效太阳水	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:强效太阳水	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:强效太阳水	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:太阳水	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:太阳水	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:太阳水	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:太阳水	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:太阳水	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:太阳水	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:太阳水	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:太阳水	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:太阳水	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:太阳水	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:金创药(中量)	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:金创药(中量)	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:强效金创药	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:强效金创药	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:强效金创药	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:魔法药(中量)	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:魔法药(中量)	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:强效魔法药	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:强效魔法药	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:强效魔法药	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:思贝儿手镯	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:野蛮冲撞	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:困魔咒	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:15] 物品:幽灵盾	怪物:122CBC70沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/21 8:37:16] 物品:强效太阳水	怪物:25E4A1D0虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/21 8:37:16] 物品:强效太阳水	怪物:25E4A1D0虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/21 8:37:16] 物品:强效太阳水	怪物:25E4A1D0虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/21 8:37:16] 物品:强效太阳水	怪物:25E4A1D0虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/21 8:37:16] 物品:强效太阳水	怪物:25E4A1D0虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/21 8:37:16] 物品:强效太阳水	怪物:25E4A1D0虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/21 8:37:16] 物品:强效太阳水	怪物:25E4A1D0虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/21 8:37:16] 物品:强效太阳水	怪物:25E4A1D0虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/21 8:37:16] 物品:强效太阳水	怪物:25E4A1D0虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/21 8:37:16] 物品:强效太阳水	怪物:25E4A1D0虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/21 8:37:16] 物品:太阳水	怪物:25E4A1D0虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/21 8:37:16] 物品:太阳水	怪物:25E4A1D0虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/21 8:37:16] 物品:太阳水	怪物:25E4A1D0虹魔猪卫8	地图:H204	X:42	Y:42 
