[2024/8/19 7:0:2] 物品:金创药(中量)	怪物:28E5A3E0祖玛雕像8	地图:H204	X:88	Y:51 
[2024/8/19 7:35:55] 物品:强效金创药	怪物:2AD02EC0尸王8	地图:H201	X:29	Y:73 
[2024/8/19 7:35:55] 物品:强效魔法药	怪物:2AD02EC0尸王8	地图:H201	X:29	Y:73 
[2024/8/19 7:35:55] 物品:强效魔法药	怪物:2AD02EC0尸王8	地图:H201	X:29	Y:73 
[2024/8/19 7:35:55] 物品:蛇眼戒指	怪物:2AD02EC0尸王8	地图:H201	X:29	Y:73 
[2024/8/19 7:35:55] 物品:生铁戒指	怪物:2AD02EC0尸王8	地图:H201	X:29	Y:73 
[2024/8/19 7:35:55] 物品:魅力戒指	怪物:2AD02EC0尸王8	地图:H201	X:29	Y:73 
[2024/8/19 7:35:55] 物品:黑檀手镯	怪物:2AD02EC0尸王8	地图:H201	X:29	Y:73 
[2024/8/19 7:35:55] 物品:魔力手镯	怪物:2AD02EC0尸王8	地图:H201	X:29	Y:73 
[2024/8/19 7:35:55] 物品:圣言术	怪物:2AD02EC0尸王8	地图:H201	X:29	Y:73 
[2024/8/19 7:35:58] 物品:道士头盔	怪物:1A6D7010魔龙射手	地图:66	X:203	Y:186 
[2024/8/19 7:36:8] 物品:竹笛	怪物:308453A0祖玛雕像8	地图:H204	X:78	Y:38 
[2024/8/19 7:36:12] 物品:强效太阳水	怪物:2B329830尸王8	地图:H201	X:34	Y:79 
[2024/8/19 7:36:12] 物品:强效太阳水	怪物:2B329830尸王8	地图:H201	X:34	Y:79 
[2024/8/19 7:36:12] 物品:强效太阳水	怪物:2B329830尸王8	地图:H201	X:34	Y:79 
[2024/8/19 7:36:12] 物品:强效太阳水	怪物:2B329830尸王8	地图:H201	X:34	Y:79 
[2024/8/19 7:36:12] 物品:强效太阳水	怪物:2B329830尸王8	地图:H201	X:34	Y:79 
[2024/8/19 7:36:12] 物品:强效金创药	怪物:2B329830尸王8	地图:H201	X:34	Y:79 
[2024/8/19 7:36:12] 物品:强效金创药	怪物:2B329830尸王8	地图:H201	X:34	Y:79 
[2024/8/19 7:36:12] 物品:强效魔法药	怪物:2B329830尸王8	地图:H201	X:34	Y:79 
[2024/8/19 7:36:12] 物品:强效魔法药	怪物:2B329830尸王8	地图:H201	X:34	Y:79 
[2024/8/19 7:36:12] 物品:生铁戒指	怪物:2B329830尸王8	地图:H201	X:34	Y:79 
[2024/8/19 7:36:12] 物品:魅力戒指	怪物:2B329830尸王8	地图:H201	X:34	Y:79 
[2024/8/19 7:36:12] 物品:魔力手镯	怪物:2B329830尸王8	地图:H201	X:34	Y:79 
[2024/8/19 7:36:14] 物品:偃月	怪物:2C73E7F0祖玛卫士8	地图:H204	X:84	Y:43 
[2024/8/19 7:36:16] 物品:兽皮腰带	怪物:1C26CED0魔龙射手	地图:66	X:213	Y:192 
[2024/8/19 7:36:16] 物品:蓝翡翠项链	怪物:1C26CED0魔龙射手	地图:66	X:213	Y:192 
[2024/8/19 7:36:18] 物品:八荒	怪物:1523FA20蜈蚣0	地图:D601	X:35	Y:84 
[2024/8/19 7:36:18] 物品:太阳水	怪物:1523FA20蜈蚣0	地图:D601	X:35	Y:84 
[2024/8/19 7:36:18] 物品:太阳水	怪物:1523FA20蜈蚣0	地图:D601	X:35	Y:84 
[2024/8/19 7:36:18] 物品:太阳水	怪物:1523FA20蜈蚣0	地图:D601	X:35	Y:84 
[2024/8/19 7:36:18] 物品:太阳水	怪物:1523FA20蜈蚣0	地图:D601	X:35	Y:84 
[2024/8/19 7:36:18] 物品:金创药(中量)	怪物:1523FA20蜈蚣0	地图:D601	X:35	Y:84 
[2024/8/19 7:36:18] 物品:金创药(中量)	怪物:1523FA20蜈蚣0	地图:D601	X:35	Y:84 
[2024/8/19 7:36:18] 物品:金创药(中量)	怪物:1523FA20蜈蚣0	地图:D601	X:35	Y:84 
[2024/8/19 7:36:18] 物品:金创药(中量)	怪物:1523FA20蜈蚣0	地图:D601	X:35	Y:84 
[2024/8/19 7:36:18] 物品:魔法药(中量)	怪物:1523FA20蜈蚣0	地图:D601	X:35	Y:84 
[2024/8/19 7:36:18] 物品:魔法药(中量)	怪物:1523FA20蜈蚣0	地图:D601	X:35	Y:84 
[2024/8/19 7:36:18] 物品:魔法药(中量)	怪物:1523FA20蜈蚣0	地图:D601	X:35	Y:84 
[2024/8/19 7:36:18] 物品:魔法药(中量)	怪物:1523FA20蜈蚣0	地图:D601	X:35	Y:84 
[2024/8/19 7:36:19] 物品:金创药(小量)	怪物:1A330FE0僵尸4	地图:H201	X:31	Y:76 
[2024/8/19 7:36:24] 物品:金手镯	怪物:2873CC80巨型蠕虫8	地图:H004	X:72	Y:93 
[2024/8/19 7:36:25] 物品:太阳水	怪物:29F1B320僵尸5	地图:H201	X:37	Y:81 
[2024/8/19 7:36:27] 物品:强效魔法药	怪物:2E74EB50祖玛雕像8	地图:H204	X:94	Y:52 
[2024/8/19 7:36:29] 物品:魔法药(中量)	怪物:189C1CB0祖玛弓箭手8	地图:H204	X:72	Y:22 
[2024/8/19 7:36:29] 物品:金创药(小量)	怪物:2DCF4430僵尸5	地图:H201	X:40	Y:79 
[2024/8/19 7:36:32] 物品:爆裂火焰	怪物:2CB646E0恶灵尸王	地图:H201	X:39	Y:79 
[2024/8/19 7:36:32] 物品:攻杀剑术	怪物:2CB646E0恶灵尸王	地图:H201	X:39	Y:79 
[2024/8/19 7:36:32] 物品:灵魂火符	怪物:2CB646E0恶灵尸王	地图:H201	X:39	Y:79 
[2024/8/19 7:36:32] 物品:大火球	怪物:2CB646E0恶灵尸王	地图:H201	X:39	Y:79 
[2024/8/19 7:36:33] 物品:幽灵盾	怪物:19395560恶灵尸王	地图:H201	X:39	Y:78 
[2024/8/19 7:36:34] 物品:魔法药(中量)	怪物:2A442EC0祖玛卫士8	地图:H204	X:93	Y:51 
[2024/8/19 7:36:34] 物品:蓝翡翠项链	怪物:2A442EC0祖玛卫士8	地图:H204	X:93	Y:51 
[2024/8/19 7:36:34] 物品:放大镜	怪物:2A442EC0祖玛卫士8	地图:H204	X:93	Y:51 
[2024/8/19 7:36:39] 物品:魔法药(小量)	怪物:1C43D390僵尸5	地图:H201	X:41	Y:86 
[2024/8/19 7:36:46] 物品:太阳水	怪物:23773380黑野猪8	地图:H002	X:270	Y:168 
[2024/8/19 7:36:46] 物品:金创药(小量)	怪物:183B3B70稻草人	地图:0	X:633	Y:590 
[2024/8/19 7:36:48] 物品:魔法药(小量)	怪物:206842A0僵尸5	地图:H201	X:39	Y:89 
[2024/8/19 7:37:20] 物品:太阳水	怪物:0D47A120僵尸5	地图:H201	X:55	Y:97 
[2024/8/19 7:37:24] 物品:太阳水	怪物:1F20FC40黑色恶蛆8	地图:H004	X:81	Y:104 
[2024/8/19 7:37:26] 物品:抗拒火环	怪物:23C7A270僵尸1	地图:H201	X:57	Y:96 
[2024/8/19 7:37:27] 物品:强效太阳水	怪物:1C91EB70尸王8	地图:H201	X:56	Y:95 
[2024/8/19 7:37:27] 物品:强效太阳水	怪物:1C91EB70尸王8	地图:H201	X:56	Y:95 
[2024/8/19 7:37:27] 物品:强效太阳水	怪物:1C91EB70尸王8	地图:H201	X:56	Y:95 
[2024/8/19 7:37:27] 物品:强效太阳水	怪物:1C91EB70尸王8	地图:H201	X:56	Y:95 
[2024/8/19 7:37:27] 物品:强效太阳水	怪物:1C91EB70尸王8	地图:H201	X:56	Y:95 
[2024/8/19 7:37:27] 物品:强效金创药	怪物:1C91EB70尸王8	地图:H201	X:56	Y:95 
[2024/8/19 7:37:27] 物品:强效金创药	怪物:1C91EB70尸王8	地图:H201	X:56	Y:95 
[2024/8/19 7:37:27] 物品:强效魔法药	怪物:1C91EB70尸王8	地图:H201	X:56	Y:95 
[2024/8/19 7:37:27] 物品:强效魔法药	怪物:1C91EB70尸王8	地图:H201	X:56	Y:95 
[2024/8/19 7:37:27] 物品:魔力手镯	怪物:1C91EB70尸王8	地图:H201	X:56	Y:95 
[2024/8/19 7:37:29] 物品:金创药(小量)	怪物:27D8F670僵尸5	地图:H201	X:56	Y:98 
[2024/8/19 7:37:34] 物品:强效太阳水	怪物:180958D0尸王8	地图:H201	X:57	Y:96 
[2024/8/19 7:37:34] 物品:强效太阳水	怪物:180958D0尸王8	地图:H201	X:57	Y:96 
[2024/8/19 7:37:34] 物品:强效太阳水	怪物:180958D0尸王8	地图:H201	X:57	Y:96 
[2024/8/19 7:37:34] 物品:强效太阳水	怪物:180958D0尸王8	地图:H201	X:57	Y:96 
[2024/8/19 7:37:34] 物品:强效太阳水	怪物:180958D0尸王8	地图:H201	X:57	Y:96 
[2024/8/19 7:37:34] 物品:强效金创药	怪物:180958D0尸王8	地图:H201	X:57	Y:96 
[2024/8/19 7:37:34] 物品:强效金创药	怪物:180958D0尸王8	地图:H201	X:57	Y:96 
[2024/8/19 7:37:34] 物品:强效魔法药	怪物:180958D0尸王8	地图:H201	X:57	Y:96 
[2024/8/19 7:37:34] 物品:强效魔法药	怪物:180958D0尸王8	地图:H201	X:57	Y:96 
[2024/8/19 7:37:34] 物品:珍珠戒指	怪物:180958D0尸王8	地图:H201	X:57	Y:96 
[2024/8/19 7:37:34] 物品:魔力手镯	怪物:180958D0尸王8	地图:H201	X:57	Y:96 
[2024/8/19 7:37:36] 物品:金创药(小量)	怪物:27D8F670僵尸5	地图:H201	X:56	Y:98 
[2024/8/19 7:37:38] 物品:强效魔法药	怪物:31F2A780魔龙巨蛾	地图:66	X:220	Y:215 
[2024/8/19 7:37:38] 物品:强效金创药	怪物:31F2A780魔龙巨蛾	地图:66	X:220	Y:215 
[2024/8/19 7:37:38] 物品:强效太阳水	怪物:31F2A780魔龙巨蛾	地图:66	X:220	Y:215 
[2024/8/19 7:37:41] 物品:魔法药(中量)	怪物:286397B0僵尸2	地图:D411	X:69	Y:80 
[2024/8/19 7:37:43] 物品:魔法药(小量)	怪物:27D8F670僵尸5	地图:H201	X:56	Y:98 
[2024/8/19 7:37:49] 物品:金创药(小量)	怪物:2A78EC10僵尸4	地图:H201	X:54	Y:102 
[2024/8/19 7:37:55] 物品:金创药(小量)	怪物:31E3AE30僵尸4	地图:H201	X:56	Y:99 
[2024/8/19 7:37:57] 物品:魔法力药水	怪物:28D908D0僵尸2	地图:D411	X:69	Y:67 
[2024/8/19 7:37:58] 物品:太阳水	怪物:288A9490僵尸5	地图:H201	X:54	Y:102 
[2024/8/19 7:38:5] 物品:召唤骷髅	怪物:1A0A4570僵尸1	地图:H201	X:52	Y:107 
[2024/8/19 7:38:10] 物品:强效太阳水	怪物:1A417CE0尸王8	地图:H201	X:50	Y:108 
[2024/8/19 7:38:10] 物品:强效太阳水	怪物:1A417CE0尸王8	地图:H201	X:50	Y:108 
[2024/8/19 7:38:10] 物品:强效太阳水	怪物:1A417CE0尸王8	地图:H201	X:50	Y:108 
[2024/8/19 7:38:10] 物品:强效太阳水	怪物:1A417CE0尸王8	地图:H201	X:50	Y:108 
[2024/8/19 7:38:10] 物品:强效太阳水	怪物:1A417CE0尸王8	地图:H201	X:50	Y:108 
[2024/8/19 7:38:10] 物品:强效金创药	怪物:1A417CE0尸王8	地图:H201	X:50	Y:108 
[2024/8/19 7:38:10] 物品:强效金创药	怪物:1A417CE0尸王8	地图:H201	X:50	Y:108 
[2024/8/19 7:38:10] 物品:强效魔法药	怪物:1A417CE0尸王8	地图:H201	X:50	Y:108 
[2024/8/19 7:38:10] 物品:强效魔法药	怪物:1A417CE0尸王8	地图:H201	X:50	Y:108 
[2024/8/19 7:38:10] 物品:道德戒指	怪物:1A417CE0尸王8	地图:H201	X:50	Y:108 
[2024/8/19 7:38:10] 物品:黑檀手镯	怪物:1A417CE0尸王8	地图:H201	X:50	Y:108 
[2024/8/19 7:38:10] 物品:灵魂战衣(男)	怪物:18338200钳虫8	地图:H004	X:70	Y:118 
[2024/8/19 7:38:11] 物品:基本剑术	怪物:228050C0僵尸1	地图:H201	X:51	Y:108 
[2024/8/19 7:38:11] 物品:凝霜	怪物:2374B010魔龙射手	地图:66	X:234	Y:219 
[2024/8/19 7:38:12] 物品:太阳水	怪物:2DD419A0黑野猪8	地图:H002	X:204	Y:244 
[2024/8/19 7:38:19] 物品:金创药(小量)	怪物:2999BCE0僵尸5	地图:H201	X:43	Y:116 
[2024/8/19 7:38:21] 物品:金创药(小量)	怪物:249C3ED0僵尸4	地图:H201	X:42	Y:116 
[2024/8/19 7:38:28] 物品:金创药(小量)	怪物:2A2F97B0僵尸4	地图:H201	X:44	Y:116 
[2024/8/19 7:38:29] 物品:金创药(小量)	怪物:197F7ED0僵尸5	地图:H201	X:42	Y:114 
[2024/8/19 7:38:29] 物品:金创药(小量)	怪物:1BE68FA0僵尸4	地图:H201	X:42	Y:115 
[2024/8/19 7:38:35] 物品:金创药(小量)	怪物:2887B420僵尸5	地图:H201	X:36	Y:118 
[2024/8/19 7:38:37] 物品:强效金创药	怪物:29B92590魔龙射手	地图:66	X:246	Y:199 
[2024/8/19 7:38:37] 物品:太阳水	怪物:29B92590魔龙射手	地图:66	X:246	Y:199 
[2024/8/19 7:38:37] 物品:强效魔法药	怪物:29B92590魔龙射手	地图:66	X:246	Y:199 
[2024/8/19 7:38:39] 物品:集体隐身术	怪物:290BB320恶灵尸王	地图:H201	X:39	Y:119 
[2024/8/19 7:38:39] 物品:隐身术	怪物:290BB320恶灵尸王	地图:H201	X:39	Y:119 
[2024/8/19 7:38:39] 物品:攻杀剑术	怪物:290BB320恶灵尸王	地图:H201	X:39	Y:119 
[2024/8/19 7:38:39] 物品:地狱火	怪物:290BB320恶灵尸王	地图:H201	X:39	Y:119 
[2024/8/19 7:38:39] 物品:召唤骷髅	怪物:290BB320恶灵尸王	地图:H201	X:39	Y:119 
[2024/8/19 7:38:52] 物品:强效太阳水	怪物:2DB56270尸王8	地图:H201	X:42	Y:123 
[2024/8/19 7:38:52] 物品:强效太阳水	怪物:2DB56270尸王8	地图:H201	X:42	Y:123 
[2024/8/19 7:38:52] 物品:强效太阳水	怪物:2DB56270尸王8	地图:H201	X:42	Y:123 
[2024/8/19 7:38:52] 物品:强效太阳水	怪物:2DB56270尸王8	地图:H201	X:42	Y:123 
[2024/8/19 7:38:52] 物品:强效太阳水	怪物:2DB56270尸王8	地图:H201	X:42	Y:123 
[2024/8/19 7:38:52] 物品:强效金创药	怪物:2DB56270尸王8	地图:H201	X:42	Y:123 
[2024/8/19 7:38:52] 物品:强效金创药	怪物:2DB56270尸王8	地图:H201	X:42	Y:123 
[2024/8/19 7:38:52] 物品:强效魔法药	怪物:2DB56270尸王8	地图:H201	X:42	Y:123 
[2024/8/19 7:38:52] 物品:强效魔法药	怪物:2DB56270尸王8	地图:H201	X:42	Y:123 
[2024/8/19 7:38:52] 物品:珍珠戒指	怪物:2DB56270尸王8	地图:H201	X:42	Y:123 
[2024/8/19 7:38:52] 物品:凝霜	怪物:2DB56270尸王8	地图:H201	X:42	Y:123 
[2024/8/19 7:38:52] 物品:魅力戒指	怪物:2DB56270尸王8	地图:H201	X:42	Y:123 
[2024/8/19 7:39:0] 物品:强效太阳水	怪物:2E79FCA0尸王8	地图:H201	X:44	Y:124 
[2024/8/19 7:39:0] 物品:强效太阳水	怪物:2E79FCA0尸王8	地图:H201	X:44	Y:124 
[2024/8/19 7:39:0] 物品:强效太阳水	怪物:2E79FCA0尸王8	地图:H201	X:44	Y:124 
[2024/8/19 7:39:0] 物品:强效太阳水	怪物:2E79FCA0尸王8	地图:H201	X:44	Y:124 
[2024/8/19 7:39:0] 物品:强效太阳水	怪物:2E79FCA0尸王8	地图:H201	X:44	Y:124 
[2024/8/19 7:39:0] 物品:强效金创药	怪物:2E79FCA0尸王8	地图:H201	X:44	Y:124 
[2024/8/19 7:39:0] 物品:强效金创药	怪物:2E79FCA0尸王8	地图:H201	X:44	Y:124 
[2024/8/19 7:39:0] 物品:强效魔法药	怪物:2E79FCA0尸王8	地图:H201	X:44	Y:124 
[2024/8/19 7:39:0] 物品:强效魔法药	怪物:2E79FCA0尸王8	地图:H201	X:44	Y:124 
[2024/8/19 7:39:0] 物品:骷髅戒指	怪物:2E79FCA0尸王8	地图:H201	X:44	Y:124 
[2024/8/19 7:39:0] 物品:黑色水晶戒指	怪物:2E79FCA0尸王8	地图:H201	X:44	Y:124 
[2024/8/19 7:39:0] 物品:道德戒指	怪物:2E79FCA0尸王8	地图:H201	X:44	Y:124 
[2024/8/19 7:39:0] 物品:黑檀手镯	怪物:2E79FCA0尸王8	地图:H201	X:44	Y:124 
[2024/8/19 7:39:0] 物品:魔力手镯	怪物:2E79FCA0尸王8	地图:H201	X:44	Y:124 
[2024/8/19 7:39:5] 物品:强效太阳水	怪物:2EF6AEA0尸王8	地图:H201	X:42	Y:124 
[2024/8/19 7:39:5] 物品:强效太阳水	怪物:2EF6AEA0尸王8	地图:H201	X:42	Y:124 
[2024/8/19 7:39:5] 物品:强效太阳水	怪物:2EF6AEA0尸王8	地图:H201	X:42	Y:124 
[2024/8/19 7:39:5] 物品:强效太阳水	怪物:2EF6AEA0尸王8	地图:H201	X:42	Y:124 
[2024/8/19 7:39:5] 物品:强效太阳水	怪物:2EF6AEA0尸王8	地图:H201	X:42	Y:124 
[2024/8/19 7:39:5] 物品:强效金创药	怪物:2EF6AEA0尸王8	地图:H201	X:42	Y:124 
[2024/8/19 7:39:5] 物品:强效金创药	怪物:2EF6AEA0尸王8	地图:H201	X:42	Y:124 
[2024/8/19 7:39:5] 物品:强效魔法药	怪物:2EF6AEA0尸王8	地图:H201	X:42	Y:124 
[2024/8/19 7:39:5] 物品:强效魔法药	怪物:2EF6AEA0尸王8	地图:H201	X:42	Y:124 
[2024/8/19 7:39:5] 物品:蛇眼戒指	怪物:2EF6AEA0尸王8	地图:H201	X:42	Y:124 
[2024/8/19 7:39:16] 物品:太阳水	怪物:2DC737C0恶灵尸王	地图:H201	X:38	Y:130 
[2024/8/19 7:39:16] 物品:隐身术	怪物:2DC737C0恶灵尸王	地图:H201	X:38	Y:130 
[2024/8/19 7:39:16] 物品:召唤骷髅	怪物:2DC737C0恶灵尸王	地图:H201	X:38	Y:130 
[2024/8/19 7:39:16] 物品:瞬息移动	怪物:2DC737C0恶灵尸王	地图:H201	X:38	Y:130 
[2024/8/19 7:39:19] 物品:强效金创药	怪物:1CAF2AF0魔龙射手	地图:66	X:187	Y:204 
[2024/8/19 7:39:19] 物品:强效太阳水	怪物:1CAF2AF0魔龙射手	地图:66	X:187	Y:204 
[2024/8/19 7:39:19] 物品:强效金创药	怪物:1CAF2AF0魔龙射手	地图:66	X:187	Y:204 
[2024/8/19 7:39:30] 物品:魔法药(小量)	怪物:29AD5FE0僵尸5	地图:H201	X:31	Y:135 
[2024/8/19 7:39:30] 物品:金创药(小量)	怪物:2234BF10僵尸4	地图:H201	X:42	Y:125 
[2024/8/19 7:39:32] 物品:金创药(小量)	怪物:29CF6230僵尸5	地图:H201	X:33	Y:136 
[2024/8/19 7:39:32] 物品:凝霜	怪物:1A3DC0B0魔龙邪眼	地图:66	X:198	Y:195 
[2024/8/19 7:39:34] 物品:强效太阳水	怪物:28E5A3E0尸王8	地图:H201	X:33	Y:137 
[2024/8/19 7:39:34] 物品:强效太阳水	怪物:28E5A3E0尸王8	地图:H201	X:33	Y:137 
[2024/8/19 7:39:34] 物品:强效太阳水	怪物:28E5A3E0尸王8	地图:H201	X:33	Y:137 
[2024/8/19 7:39:34] 物品:强效太阳水	怪物:28E5A3E0尸王8	地图:H201	X:33	Y:137 
[2024/8/19 7:39:34] 物品:强效太阳水	怪物:28E5A3E0尸王8	地图:H201	X:33	Y:137 
[2024/8/19 7:39:34] 物品:强效金创药	怪物:28E5A3E0尸王8	地图:H201	X:33	Y:137 
[2024/8/19 7:39:34] 物品:强效金创药	怪物:28E5A3E0尸王8	地图:H201	X:33	Y:137 
[2024/8/19 7:39:34] 物品:强效魔法药	怪物:28E5A3E0尸王8	地图:H201	X:33	Y:137 
[2024/8/19 7:39:34] 物品:强效魔法药	怪物:28E5A3E0尸王8	地图:H201	X:33	Y:137 
[2024/8/19 7:39:34] 物品:骷髅戒指	怪物:28E5A3E0尸王8	地图:H201	X:33	Y:137 
[2024/8/19 7:39:34] 物品:死神手套	怪物:28E5A3E0尸王8	地图:H201	X:33	Y:137 
[2024/8/19 7:39:34] 物品:凝霜	怪物:28E5A3E0尸王8	地图:H201	X:33	Y:137 
[2024/8/19 7:39:37] 物品:强效金创药	怪物:1BF30BE0魔龙破甲兵	地图:66	X:200	Y:195 
[2024/8/19 7:39:37] 物品:强效魔法药	怪物:1BF30BE0魔龙破甲兵	地图:66	X:200	Y:195 
[2024/8/19 7:39:38] 物品:太阳水	怪物:1B05F590僵尸5	地图:H201	X:34	Y:137 
[2024/8/19 7:39:44] 物品:火球术	怪物:299EEEA0僵尸1	地图:H201	X:34	Y:134 
[2024/8/19 7:39:53] 物品:金创药(小量)	怪物:27765C30僵尸4	地图:H201	X:35	Y:137 
[2024/8/19 7:39:54] 物品:道德戒指	怪物:17C3EB70黑野猪8	地图:H002	X:179	Y:192 
[2024/8/19 7:39:56] 物品:金创药(小量)	怪物:2831BCE0僵尸4	地图:H201	X:40	Y:138 
[2024/8/19 7:40:1] 物品:金创药(小量)	怪物:1E02CA50僵尸5	地图:H201	X:38	Y:135 
[2024/8/19 7:40:14] 物品:强效太阳水	怪物:2C302FD0尸王8	地图:H201	X:28	Y:135 
[2024/8/19 7:40:14] 物品:强效太阳水	怪物:2C302FD0尸王8	地图:H201	X:28	Y:135 
[2024/8/19 7:40:14] 物品:强效太阳水	怪物:2C302FD0尸王8	地图:H201	X:28	Y:135 
[2024/8/19 7:40:14] 物品:强效太阳水	怪物:2C302FD0尸王8	地图:H201	X:28	Y:135 
[2024/8/19 7:40:14] 物品:强效太阳水	怪物:2C302FD0尸王8	地图:H201	X:28	Y:135 
[2024/8/19 7:40:14] 物品:强效金创药	怪物:2C302FD0尸王8	地图:H201	X:28	Y:135 
[2024/8/19 7:40:14] 物品:强效金创药	怪物:2C302FD0尸王8	地图:H201	X:28	Y:135 
[2024/8/19 7:40:14] 物品:强效魔法药	怪物:2C302FD0尸王8	地图:H201	X:28	Y:135 
[2024/8/19 7:40:14] 物品:强效魔法药	怪物:2C302FD0尸王8	地图:H201	X:28	Y:135 
[2024/8/19 7:40:14] 物品:蛇眼戒指	怪物:2C302FD0尸王8	地图:H201	X:28	Y:135 
[2024/8/19 7:40:14] 物品:凝霜	怪物:2C302FD0尸王8	地图:H201	X:28	Y:135 
[2024/8/19 7:40:14] 物品:魅力戒指	怪物:2C302FD0尸王8	地图:H201	X:28	Y:135 
[2024/8/19 7:40:14] 物品:黑檀手镯	怪物:2C302FD0尸王8	地图:H201	X:28	Y:135 
[2024/8/19 7:40:14] 物品:魔力手镯	怪物:2C302FD0尸王8	地图:H201	X:28	Y:135 
[2024/8/19 7:40:17] 物品:强效太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:太阳水	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:金创药(中量)	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:金创药(中量)	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效金创药	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效金创药	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效金创药	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:魔法药(中量)	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:魔法药(中量)	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效魔法药	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效魔法药	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效魔法药	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效金创药	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效金创药	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效金创药	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效金创药	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效金创药	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效魔法药	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效魔法药	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
[2024/8/19 7:40:17] 物品:强效魔法药	怪物:1C247940邪恶钳虫8	地图:H004	X:53	Y:124 
