[2024/8/19 14:0:0] 物品:金创药(小量)	怪物:28C42270僵尸4	地图:H201	X:29	Y:70 
[2024/8/19 14:33:43] 物品:强效魔法药	怪物:2DEE2D80尸王8	地图:H201	X:71	Y:25 
[2024/8/19 14:33:43] 物品:强效魔法药	怪物:2DEE2D80尸王8	地图:H201	X:71	Y:25 
[2024/8/19 14:33:43] 物品:珍珠戒指	怪物:2DEE2D80尸王8	地图:H201	X:71	Y:25 
[2024/8/19 14:33:43] 物品:魅力戒指	怪物:2DEE2D80尸王8	地图:H201	X:71	Y:25 
[2024/8/19 14:33:43] 物品:黑檀手镯	怪物:2DEE2D80尸王8	地图:H201	X:71	Y:25 
[2024/8/19 14:33:43] 物品:魔力手镯	怪物:2DEE2D80尸王8	地图:H201	X:71	Y:25 
[2024/8/19 14:33:45] 物品:魔法药(小量)	怪物:291DA020骷髅战士	地图:D002	X:344	Y:354 
[2024/8/19 14:33:48] 物品:强效太阳水	怪物:24403FD0魔龙破甲兵	地图:66	X:154	Y:145 
[2024/8/19 14:33:48] 物品:魔法长袍(男)	怪物:24403FD0魔龙破甲兵	地图:66	X:154	Y:145 
[2024/8/19 14:33:52] 物品:强效太阳水	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:强效太阳水	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:强效太阳水	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:强效太阳水	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:强效太阳水	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:太阳水	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:太阳水	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:太阳水	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:太阳水	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:太阳水	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:太阳水	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:太阳水	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:太阳水	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:太阳水	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:太阳水	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:金创药(中量)	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:金创药(中量)	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:强效金创药	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:强效金创药	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:强效金创药	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:魔法药(中量)	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:魔法药(中量)	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:强效魔法药	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:强效魔法药	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:强效魔法药	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:龙之戒指	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:33:52] 物品:神圣战甲术	怪物:1C099450沃玛卫士8	地图:H003	X:36	Y:55 
[2024/8/19 14:34:1] 物品:金戒指	怪物:1E147CA0魔龙破甲兵1	地图:66	X:154	Y:150 
[2024/8/19 14:34:1] 物品:道士手镯	怪物:1E147CA0魔龙破甲兵1	地图:66	X:154	Y:150 
[2024/8/19 14:34:4] 物品:精神力药水	怪物:1CAF4120山洞蝙蝠	地图:D002	X:363	Y:355 
[2024/8/19 14:34:4] 物品:大火球	怪物:2F265050僵尸5	地图:H201	X:64	Y:24 
[2024/8/19 14:34:7] 物品:金条	怪物:1BD8F800奴隶	地图:F004	X:70	Y:70 
[2024/8/19 14:34:7] 物品:魅力戒指	怪物:1BD8F800奴隶	地图:F004	X:70	Y:70 
[2024/8/19 14:34:7] 物品:强效太阳水	怪物:1BD8F800奴隶	地图:F004	X:70	Y:70 
[2024/8/19 14:34:10] 物品:强效金创药	怪物:1E9F2C30魔龙刀兵2	地图:66	X:154	Y:149 
[2024/8/19 14:34:14] 物品:灵魂火符	怪物:28F90EF0僵尸1	地图:H201	X:58	Y:22 
[2024/8/19 14:34:15] 物品:太阳水	怪物:220A3980黑色恶蛆8	地图:H001	X:57	Y:138 
[2024/8/19 14:34:15] 物品:魔法长袍(男)	怪物:2DE26650魔龙射手	地图:66	X:147	Y:153 
[2024/8/19 14:34:16] 物品:金创药(小量)	怪物:235C7260山洞蝙蝠	地图:D002	X:369	Y:367 
[2024/8/19 14:34:19] 物品:强效魔法药	怪物:2DD07AD0魔龙破甲兵2	地图:66	X:147	Y:155 
[2024/8/19 14:34:19] 物品:蓝翡翠项链	怪物:2DD07AD0魔龙破甲兵2	地图:66	X:147	Y:155 
[2024/8/19 14:34:20] 物品:金创药(小量)	怪物:31E7B190骷髅0	地图:D002	X:372	Y:366 
[2024/8/19 14:34:20] 物品:金创药(小量)	怪物:31E7B190骷髅0	地图:D002	X:372	Y:366 
[2024/8/19 14:34:20] 物品:金创药(小量)	怪物:31E7B190骷髅0	地图:D002	X:372	Y:366 
[2024/8/19 14:34:20] 物品:金创药(小量)	怪物:31E7B190骷髅0	地图:D002	X:372	Y:366 
[2024/8/19 14:34:20] 物品:魔法药(小量)	怪物:31E7B190骷髅0	地图:D002	X:372	Y:366 
[2024/8/19 14:34:20] 物品:魔法药(小量)	怪物:31E7B190骷髅0	地图:D002	X:372	Y:366 
[2024/8/19 14:34:20] 物品:魔法药(小量)	怪物:31E7B190骷髅0	地图:D002	X:372	Y:366 
[2024/8/19 14:34:20] 物品:魔法药(小量)	怪物:31E7B190骷髅0	地图:D002	X:372	Y:366 
[2024/8/19 14:34:23] 物品:紫宝石矿	怪物:2A78EC10骷髅精灵8	地图:H001	X:56	Y:139 
[2024/8/19 14:34:23] 物品:强效太阳水	怪物:17C82150尸王8	地图:H201	X:58	Y:24 
[2024/8/19 14:34:23] 物品:强效太阳水	怪物:17C82150尸王8	地图:H201	X:58	Y:24 
[2024/8/19 14:34:23] 物品:强效太阳水	怪物:17C82150尸王8	地图:H201	X:58	Y:24 
[2024/8/19 14:34:23] 物品:强效太阳水	怪物:17C82150尸王8	地图:H201	X:58	Y:24 
[2024/8/19 14:34:23] 物品:强效太阳水	怪物:17C82150尸王8	地图:H201	X:58	Y:24 
[2024/8/19 14:34:23] 物品:强效金创药	怪物:17C82150尸王8	地图:H201	X:58	Y:24 
[2024/8/19 14:34:23] 物品:强效金创药	怪物:17C82150尸王8	地图:H201	X:58	Y:24 
[2024/8/19 14:34:23] 物品:强效魔法药	怪物:17C82150尸王8	地图:H201	X:58	Y:24 
[2024/8/19 14:34:23] 物品:强效魔法药	怪物:17C82150尸王8	地图:H201	X:58	Y:24 
[2024/8/19 14:34:23] 物品:道德戒指	怪物:17C82150尸王8	地图:H201	X:58	Y:24 
[2024/8/19 14:34:23] 物品:黑檀手镯	怪物:17C82150尸王8	地图:H201	X:58	Y:24 
[2024/8/19 14:34:25] 物品:强效太阳水	怪物:29C95A60奴隶	地图:F004	X:69	Y:70 
[2024/8/19 14:34:25] 物品:强效金创药	怪物:29C95A60奴隶	地图:F004	X:69	Y:70 
[2024/8/19 14:34:25] 物品:太阳水	怪物:289B1D10黑野猪8	地图:H002	X:237	Y:60 
[2024/8/19 14:34:25] 物品:太阳水	怪物:1CD501C0魔龙射手	地图:66	X:145	Y:153 
[2024/8/19 14:34:27] 物品:强效魔法药	怪物:180D8490魔龙破甲兵	地图:66	X:144	Y:152 
[2024/8/19 14:34:27] 物品:强效魔法药	怪物:180D8490魔龙破甲兵	地图:66	X:144	Y:152 
[2024/8/19 14:34:29] 物品:抗拒火环	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:精神力战法	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:火球术	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:治愈术	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:基本剑术	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:八荒	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:凌风	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:蓝色水晶戒指	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:魔鬼项链	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:琥珀项链	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:灯笼项链	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:铁剑	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:短剑	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:轻型盔甲(男)	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:轻型盔甲(女)	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:中型盔甲(男)	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:青铜斧	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:黑檀项链	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:黄色水晶项链	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:黑色水晶项链	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:青铜头盔	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:金创药(小量)	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:金创药(小量)	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:金创药(小量)	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:金创药(小量)	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:魔法药(小量)	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:魔法药(小量)	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:魔法药(小量)	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:29] 物品:魔法药(小量)	怪物:274C4590僵尸50	地图:H201	X:58	Y:23 
[2024/8/19 14:34:33] 物品:强效金创药	怪物:304CAAD0魔龙刀兵	地图:66	X:140	Y:147 
[2024/8/19 14:34:40] 物品:强效魔法药	怪物:28C5C800魔龙破甲兵1	地图:66	X:140	Y:147 
[2024/8/19 14:34:40] 物品:强效太阳水	怪物:28C5C800魔龙破甲兵1	地图:66	X:140	Y:147 
[2024/8/19 14:34:40] 物品:凝霜	怪物:28C5C800魔龙破甲兵1	地图:66	X:140	Y:147 
[2024/8/19 14:34:40] 物品:金戒指	怪物:28C5C800魔龙破甲兵1	地图:66	X:140	Y:147 
[2024/8/19 14:34:43] 物品:金手镯	怪物:235FE860奴隶	地图:F004	X:71	Y:71 
[2024/8/19 14:34:43] 物品:强效太阳水	怪物:235FE860奴隶	地图:F004	X:71	Y:71 
[2024/8/19 14:34:43] 物品:强效太阳水	怪物:235FE860奴隶	地图:F004	X:71	Y:71 
[2024/8/19 14:34:43] 物品:太阳水	怪物:235FE860奴隶	地图:F004	X:71	Y:71 
[2024/8/19 14:34:51] 物品:太阳水	怪物:1C974600魔龙破甲兵	地图:66	X:134	Y:145 
[2024/8/19 14:34:54] 物品:金创药(小量)	怪物:19D09F40僵尸5	地图:H201	X:62	Y:28 
[2024/8/19 14:34:54] 物品:魔法药(小量)	怪物:19D09F40僵尸5	地图:H201	X:62	Y:28 
[2024/8/19 14:35:2] 物品:黑铁头盔	怪物:1C1182A0魔龙射手	地图:66	X:137	Y:152 
[2024/8/19 14:35:2] 物品:骷髅头盔	怪物:1C1182A0魔龙射手	地图:66	X:137	Y:152 
[2024/8/19 14:35:5] 物品:灵魂战衣(男)	怪物:2B932670奴隶	地图:F004	X:71	Y:71 
[2024/8/19 14:35:5] 物品:魔法长袍(男)	怪物:2B932670奴隶	地图:F004	X:71	Y:71 
[2024/8/19 14:35:5] 物品:蓝翡翠项链	怪物:2B932670奴隶	地图:F004	X:71	Y:71 
[2024/8/19 14:35:5] 物品:白色虎齿项链	怪物:2B932670奴隶	地图:F004	X:71	Y:71 
[2024/8/19 14:35:5] 物品:铂金手镯	怪物:2B932670奴隶	地图:F004	X:71	Y:71 
[2024/8/19 14:35:5] 物品:太阳水	怪物:2B932670奴隶	地图:F004	X:71	Y:71 
[2024/8/19 14:35:5] 物品:太阳水	怪物:2B932670奴隶	地图:F004	X:71	Y:71 
[2024/8/19 14:35:5] 物品:强效金创药	怪物:2B932670奴隶	地图:F004	X:71	Y:71 
[2024/8/19 14:35:5] 物品:强效魔法药	怪物:2B932670奴隶	地图:F004	X:71	Y:71 
[2024/8/19 14:35:6] 物品:灵魂战衣(男)	怪物:1DE8A9A0魔龙破甲兵	地图:66	X:137	Y:152 
[2024/8/19 14:35:12] 物品:轻型盔甲(男)	怪物:197EB720半兽战士0	地图:1	X:214	Y:526 
[2024/8/19 14:35:12] 物品:金创药(中量)	怪物:197EB720半兽战士0	地图:1	X:214	Y:526 
[2024/8/19 14:35:12] 物品:金创药(中量)	怪物:197EB720半兽战士0	地图:1	X:214	Y:526 
[2024/8/19 14:35:12] 物品:金创药(中量)	怪物:197EB720半兽战士0	地图:1	X:214	Y:526 
[2024/8/19 14:35:12] 物品:金创药(中量)	怪物:197EB720半兽战士0	地图:1	X:214	Y:526 
[2024/8/19 14:35:12] 物品:魔法药(中量)	怪物:197EB720半兽战士0	地图:1	X:214	Y:526 
[2024/8/19 14:35:12] 物品:魔法药(中量)	怪物:197EB720半兽战士0	地图:1	X:214	Y:526 
[2024/8/19 14:35:12] 物品:魔法药(中量)	怪物:197EB720半兽战士0	地图:1	X:214	Y:526 
[2024/8/19 14:35:12] 物品:魔法药(中量)	怪物:197EB720半兽战士0	地图:1	X:214	Y:526 
[2024/8/19 14:35:14] 物品:金项链	怪物:2788E300半兽人	地图:1	X:212	Y:526 
[2024/8/19 14:35:16] 物品:皮制手套	怪物:05938450森林雪人	地图:1	X:212	Y:525 
[2024/8/19 14:35:17] 物品:道士手镯	怪物:28FEB340魔龙邪眼	地图:66	X:135	Y:159 
[2024/8/19 14:35:23] 物品:强效魔法药	怪物:1E8FC640魔龙破甲兵	地图:66	X:139	Y:165 
[2024/8/19 14:35:23] 物品:太阳水	怪物:1E8FC640魔龙破甲兵	地图:66	X:139	Y:165 
[2024/8/19 14:35:27] 物品:强效太阳水	怪物:29FF1E60魔龙破甲兵	地图:66	X:139	Y:164 
[2024/8/19 14:35:27] 物品:MP强化药水	怪物:27995A60骷髅	地图:D001	X:317	Y:369 
[2024/8/19 14:35:31] 物品:太阳水	怪物:15B1BBC0黑野猪8	地图:H002	X:278	Y:305 
[2024/8/19 14:35:36] 物品:太阳水	怪物:1E2CF940黑野猪8	地图:H002	X:307	Y:275 
[2024/8/19 14:35:37] 物品:强效魔法药	怪物:19CC3530魔龙刀兵	地图:66	X:138	Y:166 
[2024/8/19 14:35:41] 物品:鹿皮靴	怪物:05984720魔龙刀兵1	地图:66	X:139	Y:166 
[2024/8/19 14:35:44] 物品:强效金创药	怪物:2266EE60奴隶	地图:F004	X:70	Y:78 
[2024/8/19 14:35:47] 物品:强效太阳水	怪物:2A7B4760魔龙射手	地图:66	X:145	Y:163 
[2024/8/19 14:35:50] 物品:集体隐身术	怪物:2085F830恶灵尸王	地图:H201	X:47	Y:31 
[2024/8/19 14:35:50] 物品:诱惑之光	怪物:2085F830恶灵尸王	地图:H201	X:47	Y:31 
[2024/8/19 14:35:50] 物品:大火球	怪物:2085F830恶灵尸王	地图:H201	X:47	Y:31 
[2024/8/19 14:35:52] 物品:诱惑之光	怪物:30D9CA10僵尸4	地图:H201	X:46	Y:30 
[2024/8/19 14:35:52] 物品:强效太阳水	怪物:27818BA0尸王8	地图:H201	X:46	Y:31 
[2024/8/19 14:35:52] 物品:强效太阳水	怪物:27818BA0尸王8	地图:H201	X:46	Y:31 
[2024/8/19 14:35:52] 物品:强效太阳水	怪物:27818BA0尸王8	地图:H201	X:46	Y:31 
[2024/8/19 14:35:52] 物品:强效太阳水	怪物:27818BA0尸王8	地图:H201	X:46	Y:31 
[2024/8/19 14:35:52] 物品:强效太阳水	怪物:27818BA0尸王8	地图:H201	X:46	Y:31 
[2024/8/19 14:35:52] 物品:强效金创药	怪物:27818BA0尸王8	地图:H201	X:46	Y:31 
[2024/8/19 14:35:52] 物品:强效金创药	怪物:27818BA0尸王8	地图:H201	X:46	Y:31 
[2024/8/19 14:35:52] 物品:强效魔法药	怪物:27818BA0尸王8	地图:H201	X:46	Y:31 
[2024/8/19 14:35:52] 物品:强效魔法药	怪物:27818BA0尸王8	地图:H201	X:46	Y:31 
[2024/8/19 14:35:52] 物品:蛇眼戒指	怪物:27818BA0尸王8	地图:H201	X:46	Y:31 
[2024/8/19 14:35:52] 物品:魅力戒指	怪物:27818BA0尸王8	地图:H201	X:46	Y:31 
[2024/8/19 14:35:52] 物品:黑檀手镯	怪物:27818BA0尸王8	地图:H201	X:46	Y:31 
[2024/8/19 14:36:1] 物品:重盔甲(男)	怪物:17E6FDC0魔龙破甲兵1	地图:66	X:151	Y:164 
[2024/8/19 14:36:1] 物品:降魔	怪物:17E6FDC0魔龙破甲兵1	地图:66	X:151	Y:164 
[2024/8/19 14:36:3] 物品:金创药(小量)	怪物:2DD5EB90僵尸3	地图:D402	X:55	Y:105 
[2024/8/19 14:36:6] 物品:破魂	怪物:0624E270奴隶	地图:F004	X:70	Y:77 
[2024/8/19 14:36:9] 物品:大火球	怪物:2B313530僵尸1	地图:H201	X:39	Y:28 
[2024/8/19 14:36:10] 物品:强效太阳水	怪物:2A873530尸王8	地图:H201	X:39	Y:27 
[2024/8/19 14:36:10] 物品:强效太阳水	怪物:2A873530尸王8	地图:H201	X:39	Y:27 
[2024/8/19 14:36:10] 物品:强效太阳水	怪物:2A873530尸王8	地图:H201	X:39	Y:27 
[2024/8/19 14:36:10] 物品:强效太阳水	怪物:2A873530尸王8	地图:H201	X:39	Y:27 
[2024/8/19 14:36:10] 物品:强效太阳水	怪物:2A873530尸王8	地图:H201	X:39	Y:27 
[2024/8/19 14:36:10] 物品:强效金创药	怪物:2A873530尸王8	地图:H201	X:39	Y:27 
[2024/8/19 14:36:10] 物品:强效金创药	怪物:2A873530尸王8	地图:H201	X:39	Y:27 
[2024/8/19 14:36:10] 物品:强效魔法药	怪物:2A873530尸王8	地图:H201	X:39	Y:27 
[2024/8/19 14:36:10] 物品:强效魔法药	怪物:2A873530尸王8	地图:H201	X:39	Y:27 
[2024/8/19 14:36:10] 物品:黑檀手镯	怪物:2A873530尸王8	地图:H201	X:39	Y:27 
[2024/8/19 14:36:10] 物品:魔力手镯	怪物:2A873530尸王8	地图:H201	X:39	Y:27 
[2024/8/19 14:36:12] 物品:强效金创药	怪物:2967E500魔龙破甲兵	地图:66	X:153	Y:158 
[2024/8/19 14:36:12] 物品:太阳水	怪物:2967E500魔龙破甲兵	地图:66	X:153	Y:158 
[2024/8/19 14:36:17] 物品:强效魔法药	怪物:308A9B40魔龙射手	地图:66	X:157	Y:165 
[2024/8/19 14:36:17] 物品:重盔甲(男)	怪物:308A9B40魔龙射手	地图:66	X:157	Y:165 
[2024/8/19 14:36:23] 物品:强效金创药	怪物:2F260DC0魔龙射手	地图:66	X:157	Y:172 
[2024/8/19 14:36:23] 物品:强效太阳水	怪物:2F260DC0魔龙射手	地图:66	X:157	Y:172 
[2024/8/19 14:36:23] 物品:金创药(小量)	怪物:2DD5EB90僵尸3	地图:D402	X:55	Y:105 
[2024/8/19 14:36:23] 物品:魔法药(小量)	怪物:2DD5EB90僵尸3	地图:D402	X:55	Y:105 
[2024/8/19 14:36:25] 物品:金创药(小量)	怪物:2FB50D80僵尸5	地图:H201	X:46	Y:21 
[2024/8/19 14:36:29] 物品:强效金创药	怪物:295DC410魔龙破甲兵	地图:66	X:151	Y:178 
[2024/8/19 14:36:32] 物品:魔法长袍(女)	怪物:20F423C0奴隶	地图:F004	X:69	Y:77 
[2024/8/19 14:36:32] 物品:黑檀手镯	怪物:20F423C0奴隶	地图:F004	X:69	Y:77 
[2024/8/19 14:36:32] 物品:黑色水晶戒指	怪物:20F423C0奴隶	地图:F004	X:69	Y:77 
[2024/8/19 14:36:32] 物品:太阳水	怪物:20F423C0奴隶	地图:F004	X:69	Y:77 
[2024/8/19 14:36:32] 物品:强效金创药	怪物:20F423C0奴隶	地图:F004	X:69	Y:77 
[2024/8/19 14:36:39] 物品:魔法药(中量)	怪物:30A416F0大老鼠	地图:D501	X:257	Y:158 
[2024/8/19 14:36:41] 物品:金创药(小量)	怪物:29F96340僵尸4	地图:H201	X:12	Y:102 
[2024/8/19 14:36:51] 物品:魔法药(小量)	怪物:17CB3E90僵尸4	地图:H201	X:62	Y:167 
[2024/8/19 14:36:52] 物品:强效太阳水	怪物:1F204AC0尸王8	地图:H201	X:44	Y:40 
[2024/8/19 14:36:52] 物品:强效太阳水	怪物:1F204AC0尸王8	地图:H201	X:44	Y:40 
[2024/8/19 14:36:52] 物品:强效太阳水	怪物:1F204AC0尸王8	地图:H201	X:44	Y:40 
[2024/8/19 14:36:52] 物品:强效太阳水	怪物:1F204AC0尸王8	地图:H201	X:44	Y:40 
[2024/8/19 14:36:52] 物品:强效太阳水	怪物:1F204AC0尸王8	地图:H201	X:44	Y:40 
[2024/8/19 14:36:52] 物品:强效金创药	怪物:1F204AC0尸王8	地图:H201	X:44	Y:40 
[2024/8/19 14:36:52] 物品:强效金创药	怪物:1F204AC0尸王8	地图:H201	X:44	Y:40 
[2024/8/19 14:36:52] 物品:强效魔法药	怪物:1F204AC0尸王8	地图:H201	X:44	Y:40 
[2024/8/19 14:36:52] 物品:强效魔法药	怪物:1F204AC0尸王8	地图:H201	X:44	Y:40 
[2024/8/19 14:36:52] 物品:凝霜	怪物:1F204AC0尸王8	地图:H201	X:44	Y:40 
[2024/8/19 14:36:58] 物品:强效太阳水	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:强效太阳水	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:强效太阳水	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:强效太阳水	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:强效太阳水	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:太阳水	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:太阳水	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:太阳水	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:太阳水	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:太阳水	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:太阳水	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:太阳水	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:太阳水	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:太阳水	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:太阳水	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:金创药(中量)	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:金创药(中量)	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:金创药(中量)	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:强效金创药	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:强效金创药	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:魔法药(中量)	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:魔法药(中量)	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:魔法药(中量)	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:强效魔法药	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:强效魔法药	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:道德戒指	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:道士手镯	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:魔力手镯	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:疾光电影	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:爆裂火焰	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:雷电术	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:诱惑之光	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:地狱火	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:抗拒火环	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:精神力战法	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:治愈术	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
[2024/8/19 14:36:58] 物品:基本剑术	怪物:2A65B3C0尸王	地图:H201	X:64	Y:159 
