[2024/8/20 5:0:0] 物品:重盔甲(女)	怪物:1C32EEC0魔龙破甲兵	地图:66	X:68	Y:238 
[2024/8/20 5:32:0] 物品:强效太阳水	怪物:1BD52940尸王8	地图:H201	X:169	Y:57 
[2024/8/20 5:32:0] 物品:强效太阳水	怪物:1BD52940尸王8	地图:H201	X:169	Y:57 
[2024/8/20 5:32:0] 物品:强效太阳水	怪物:1BD52940尸王8	地图:H201	X:169	Y:57 
[2024/8/20 5:32:0] 物品:强效太阳水	怪物:1BD52940尸王8	地图:H201	X:169	Y:57 
[2024/8/20 5:32:0] 物品:强效金创药	怪物:1BD52940尸王8	地图:H201	X:169	Y:57 
[2024/8/20 5:32:0] 物品:强效金创药	怪物:1BD52940尸王8	地图:H201	X:169	Y:57 
[2024/8/20 5:32:0] 物品:强效魔法药	怪物:1BD52940尸王8	地图:H201	X:169	Y:57 
[2024/8/20 5:32:0] 物品:强效魔法药	怪物:1BD52940尸王8	地图:H201	X:169	Y:57 
[2024/8/20 5:32:0] 物品:黑色水晶戒指	怪物:1BD52940尸王8	地图:H201	X:169	Y:57 
[2024/8/20 5:32:0] 物品:烈火剑法	怪物:1BD52940尸王8	地图:H201	X:169	Y:57 
[2024/8/20 5:32:2] 物品:魔法药(中量)	怪物:1A88B650祖玛雕像8	地图:H204	X:23	Y:27 
[2024/8/20 5:32:3] 物品:刺杀剑术	怪物:1EA8DE30恶灵尸王	地图:H201	X:170	Y:58 
[2024/8/20 5:32:3] 物品:神圣战甲术	怪物:1EA8DE30恶灵尸王	地图:H201	X:170	Y:58 
[2024/8/20 5:32:3] 物品:诱惑之光	怪物:1EA8DE30恶灵尸王	地图:H201	X:170	Y:58 
[2024/8/20 5:32:3] 物品:瞬息移动	怪物:1EA8DE30恶灵尸王	地图:H201	X:170	Y:58 
[2024/8/20 5:32:4] 物品:黑色水晶戒指	怪物:28007150祖玛雕像8	地图:H204	X:57	Y:57 
[2024/8/20 5:32:6] 物品:强效太阳水	怪物:28C08010祖玛雕像8	地图:H204	X:56	Y:58 
[2024/8/20 5:32:7] 物品:强效金创药	怪物:2EB70F50魔龙射手1	地图:66	X:134	Y:178 
[2024/8/20 5:32:8] 物品:强效魔法药	怪物:18D74780祖玛卫士8	地图:H204	X:25	Y:25 
[2024/8/20 5:32:8] 物品:八荒	怪物:18D74780祖玛卫士8	地图:H204	X:25	Y:25 
[2024/8/20 5:32:8] 物品:破魂	怪物:18D74780祖玛卫士8	地图:H204	X:25	Y:25 
[2024/8/20 5:32:8] 物品:蛇眼戒指	怪物:18D74780祖玛卫士8	地图:H204	X:25	Y:25 
[2024/8/20 5:32:8] 物品:白金项链	怪物:05879940祖玛卫士8	地图:H204	X:57	Y:58 
[2024/8/20 5:32:9] 物品:金创药(小量)	怪物:0D4A4F70僵尸5	地图:H201	X:170	Y:57 
[2024/8/20 5:32:9] 物品:心灵启示	怪物:19C547B0恶灵尸王	地图:H201	X:171	Y:57 
[2024/8/20 5:32:9] 物品:神圣战甲术	怪物:19C547B0恶灵尸王	地图:H201	X:171	Y:57 
[2024/8/20 5:32:9] 物品:施毒术	怪物:19C547B0恶灵尸王	地图:H201	X:171	Y:57 
[2024/8/20 5:32:9] 物品:攻杀剑术	怪物:19C547B0恶灵尸王	地图:H201	X:171	Y:57 
[2024/8/20 5:32:9] 物品:雷电术	怪物:19C547B0恶灵尸王	地图:H201	X:171	Y:57 
[2024/8/20 5:32:9] 物品:地狱火	怪物:19C547B0恶灵尸王	地图:H201	X:171	Y:57 
[2024/8/20 5:32:9] 物品:召唤骷髅	怪物:19C547B0恶灵尸王	地图:H201	X:171	Y:57 
[2024/8/20 5:32:9] 物品:瞬息移动	怪物:19C547B0恶灵尸王	地图:H201	X:171	Y:57 
[2024/8/20 5:32:10] 物品:偃月	怪物:1A6BB5D0祖玛雕像8	地图:H204	X:26	Y:25 
[2024/8/20 5:32:12] 物品:小手镯	怪物:2652C450祖玛弓箭手8	地图:H204	X:62	Y:60 
[2024/8/20 5:32:15] 物品:强效金创药	怪物:2F42A730魔龙刀兵1	地图:66	X:137	Y:176 
[2024/8/20 5:32:18] 物品:攻杀剑术	怪物:0517D390恶灵尸王	地图:H201	X:172	Y:62 
[2024/8/20 5:32:20] 物品:金创药(小量)	怪物:29AB0490僵尸5	地图:H201	X:173	Y:52 
[2024/8/20 5:32:21] 物品:强效金创药	怪物:2E022D80魔龙射手	地图:66	X:131	Y:179 
[2024/8/20 5:32:22] 物品:强效太阳水	怪物:30E44F00尸王8	地图:H201	X:171	Y:63 
[2024/8/20 5:32:22] 物品:强效太阳水	怪物:30E44F00尸王8	地图:H201	X:171	Y:63 
[2024/8/20 5:32:22] 物品:强效太阳水	怪物:30E44F00尸王8	地图:H201	X:171	Y:63 
[2024/8/20 5:32:22] 物品:强效太阳水	怪物:30E44F00尸王8	地图:H201	X:171	Y:63 
[2024/8/20 5:32:22] 物品:强效太阳水	怪物:30E44F00尸王8	地图:H201	X:171	Y:63 
[2024/8/20 5:32:22] 物品:强效金创药	怪物:30E44F00尸王8	地图:H201	X:171	Y:63 
[2024/8/20 5:32:22] 物品:强效金创药	怪物:30E44F00尸王8	地图:H201	X:171	Y:63 
[2024/8/20 5:32:22] 物品:强效魔法药	怪物:30E44F00尸王8	地图:H201	X:171	Y:63 
[2024/8/20 5:32:22] 物品:强效魔法药	怪物:30E44F00尸王8	地图:H201	X:171	Y:63 
[2024/8/20 5:32:22] 物品:道德戒指	怪物:30E44F00尸王8	地图:H201	X:171	Y:63 
[2024/8/20 5:32:22] 物品:魅力戒指	怪物:30E44F00尸王8	地图:H201	X:171	Y:63 
[2024/8/20 5:32:22] 物品:魔力手镯	怪物:30E44F00尸王8	地图:H201	X:171	Y:63 
[2024/8/20 5:32:24] 物品:金创药(小量)	怪物:280D7570僵尸4	地图:H201	X:174	Y:54 
[2024/8/20 5:32:25] 物品:金创药(小量)	怪物:1A77BD60僵尸5	地图:H201	X:173	Y:54 
[2024/8/20 5:32:30] 物品:抗拒火环	怪物:19210F10僵尸40	地图:H201	X:169	Y:53 
[2024/8/20 5:32:30] 物品:精神力战法	怪物:19210F10僵尸40	地图:H201	X:169	Y:53 
[2024/8/20 5:32:30] 物品:火球术	怪物:19210F10僵尸40	地图:H201	X:169	Y:53 
[2024/8/20 5:32:30] 物品:治愈术	怪物:19210F10僵尸40	地图:H201	X:169	Y:53 
[2024/8/20 5:32:30] 物品:基本剑术	怪物:19210F10僵尸40	地图:H201	X:169	Y:53 
[2024/8/20 5:32:30] 物品:金创药(小量)	怪物:19210F10僵尸40	地图:H201	X:169	Y:53 
[2024/8/20 5:32:30] 物品:魔法药(小量)	怪物:19210F10僵尸40	地图:H201	X:169	Y:53 
[2024/8/20 5:32:32] 物品:灯笼项链	怪物:265C6CE0祖玛弓箭手8	地图:H204	X:71	Y:71 
[2024/8/20 5:32:38] 物品:强效魔法药	怪物:03A6E9C0魔龙射手	地图:66	X:138	Y:189 
[2024/8/20 5:32:42] 物品:灵魂火符	怪物:28C09640僵尸4	地图:H201	X:178	Y:43 
[2024/8/20 5:32:47] 物品:金手镯	怪物:19F0A900祖玛卫士8	地图:H204	X:67	Y:79 
[2024/8/20 5:32:52] 物品:偃月	怪物:1BEB68A0祖玛卫士8	地图:H204	X:83	Y:22 
[2024/8/20 5:32:52] 物品:小手镯	怪物:1BEB68A0祖玛卫士8	地图:H204	X:83	Y:22 
[2024/8/20 5:32:53] 物品:强效太阳水	怪物:188910C0尸王8	地图:H201	X:183	Y:51 
[2024/8/20 5:32:53] 物品:强效太阳水	怪物:188910C0尸王8	地图:H201	X:183	Y:51 
[2024/8/20 5:32:53] 物品:强效太阳水	怪物:188910C0尸王8	地图:H201	X:183	Y:51 
[2024/8/20 5:32:53] 物品:强效太阳水	怪物:188910C0尸王8	地图:H201	X:183	Y:51 
[2024/8/20 5:32:53] 物品:强效太阳水	怪物:188910C0尸王8	地图:H201	X:183	Y:51 
[2024/8/20 5:32:53] 物品:强效金创药	怪物:188910C0尸王8	地图:H201	X:183	Y:51 
[2024/8/20 5:32:53] 物品:强效金创药	怪物:188910C0尸王8	地图:H201	X:183	Y:51 
[2024/8/20 5:32:53] 物品:强效魔法药	怪物:188910C0尸王8	地图:H201	X:183	Y:51 
[2024/8/20 5:32:53] 物品:强效魔法药	怪物:188910C0尸王8	地图:H201	X:183	Y:51 
[2024/8/20 5:32:53] 物品:珍珠戒指	怪物:188910C0尸王8	地图:H201	X:183	Y:51 
[2024/8/20 5:32:53] 物品:道德戒指	怪物:188910C0尸王8	地图:H201	X:183	Y:51 
[2024/8/20 5:32:53] 物品:黑檀手镯	怪物:188910C0尸王8	地图:H201	X:183	Y:51 
[2024/8/20 5:32:55] 物品:神圣战甲术	怪物:282CC970恶灵尸王	地图:H201	X:182	Y:51 
[2024/8/20 5:32:55] 物品:疾光电影	怪物:282CC970恶灵尸王	地图:H201	X:182	Y:51 
[2024/8/20 5:32:55] 物品:爆裂火焰	怪物:282CC970恶灵尸王	地图:H201	X:182	Y:51 
[2024/8/20 5:32:55] 物品:隐身术	怪物:282CC970恶灵尸王	地图:H201	X:182	Y:51 
[2024/8/20 5:32:55] 物品:地狱火	怪物:282CC970恶灵尸王	地图:H201	X:182	Y:51 
[2024/8/20 5:32:55] 物品:大火球	怪物:282CC970恶灵尸王	地图:H201	X:182	Y:51 
[2024/8/20 5:32:55] 物品:召唤骷髅	怪物:282CC970恶灵尸王	地图:H201	X:182	Y:51 
[2024/8/20 5:33:6] 物品:强效魔法药	怪物:0D9641C0魔龙破甲兵2	地图:66	X:137	Y:194 
[2024/8/20 5:33:6] 物品:凝霜	怪物:0D9641C0魔龙破甲兵2	地图:66	X:137	Y:194 
[2024/8/20 5:33:7] 物品:强效太阳水	怪物:0390A4A0尸王8	地图:H201	X:181	Y:59 
[2024/8/20 5:33:7] 物品:强效太阳水	怪物:0390A4A0尸王8	地图:H201	X:181	Y:59 
[2024/8/20 5:33:7] 物品:强效太阳水	怪物:0390A4A0尸王8	地图:H201	X:181	Y:59 
[2024/8/20 5:33:7] 物品:强效太阳水	怪物:0390A4A0尸王8	地图:H201	X:181	Y:59 
[2024/8/20 5:33:7] 物品:强效太阳水	怪物:0390A4A0尸王8	地图:H201	X:181	Y:59 
[2024/8/20 5:33:7] 物品:强效金创药	怪物:0390A4A0尸王8	地图:H201	X:181	Y:59 
[2024/8/20 5:33:7] 物品:强效金创药	怪物:0390A4A0尸王8	地图:H201	X:181	Y:59 
[2024/8/20 5:33:7] 物品:强效魔法药	怪物:0390A4A0尸王8	地图:H201	X:181	Y:59 
[2024/8/20 5:33:7] 物品:强效魔法药	怪物:0390A4A0尸王8	地图:H201	X:181	Y:59 
[2024/8/20 5:33:7] 物品:蛇眼戒指	怪物:0390A4A0尸王8	地图:H201	X:181	Y:59 
[2024/8/20 5:33:7] 物品:蓝翡翠项链	怪物:0390A4A0尸王8	地图:H201	X:181	Y:59 
[2024/8/20 5:33:7] 物品:群体治疗术	怪物:0390A4A0尸王8	地图:H201	X:181	Y:59 
[2024/8/20 5:33:14] 物品:强效太阳水	怪物:27506D10尸王8	地图:H201	X:184	Y:60 
[2024/8/20 5:33:14] 物品:强效太阳水	怪物:27506D10尸王8	地图:H201	X:184	Y:60 
[2024/8/20 5:33:14] 物品:强效太阳水	怪物:27506D10尸王8	地图:H201	X:184	Y:60 
[2024/8/20 5:33:14] 物品:强效太阳水	怪物:27506D10尸王8	地图:H201	X:184	Y:60 
[2024/8/20 5:33:14] 物品:强效太阳水	怪物:27506D10尸王8	地图:H201	X:184	Y:60 
[2024/8/20 5:33:14] 物品:强效金创药	怪物:27506D10尸王8	地图:H201	X:184	Y:60 
[2024/8/20 5:33:14] 物品:强效金创药	怪物:27506D10尸王8	地图:H201	X:184	Y:60 
[2024/8/20 5:33:14] 物品:强效魔法药	怪物:27506D10尸王8	地图:H201	X:184	Y:60 
[2024/8/20 5:33:14] 物品:强效魔法药	怪物:27506D10尸王8	地图:H201	X:184	Y:60 
[2024/8/20 5:33:14] 物品:生铁戒指	怪物:27506D10尸王8	地图:H201	X:184	Y:60 
[2024/8/20 5:33:14] 物品:死神手套	怪物:27506D10尸王8	地图:H201	X:184	Y:60 
[2024/8/20 5:33:14] 物品:道德戒指	怪物:27506D10尸王8	地图:H201	X:184	Y:60 
[2024/8/20 5:33:14] 物品:黑檀手镯	怪物:27506D10尸王8	地图:H201	X:184	Y:60 
[2024/8/20 5:33:14] 物品:困魔咒	怪物:27506D10尸王8	地图:H201	X:184	Y:60 
[2024/8/20 5:33:16] 物品:魔法长袍(男)	怪物:17C42E00魔龙破甲兵2	地图:66	X:136	Y:195 
[2024/8/20 5:33:16] 物品:强效金创药	怪物:1BDE86C0祖玛弓箭手8	地图:H204	X:92	Y:56 
[2024/8/20 5:33:18] 物品:强效魔法药	怪物:30E74CA0魔龙血蛙	地图:66	X:135	Y:195 
[2024/8/20 5:33:24] 物品:强效太阳水	怪物:038A3800尸王8	地图:H201	X:178	Y:65 
[2024/8/20 5:33:24] 物品:强效太阳水	怪物:038A3800尸王8	地图:H201	X:178	Y:65 
[2024/8/20 5:33:24] 物品:强效太阳水	怪物:038A3800尸王8	地图:H201	X:178	Y:65 
[2024/8/20 5:33:24] 物品:强效太阳水	怪物:038A3800尸王8	地图:H201	X:178	Y:65 
[2024/8/20 5:33:24] 物品:强效太阳水	怪物:038A3800尸王8	地图:H201	X:178	Y:65 
[2024/8/20 5:33:24] 物品:强效金创药	怪物:038A3800尸王8	地图:H201	X:178	Y:65 
[2024/8/20 5:33:24] 物品:强效金创药	怪物:038A3800尸王8	地图:H201	X:178	Y:65 
[2024/8/20 5:33:24] 物品:强效魔法药	怪物:038A3800尸王8	地图:H201	X:178	Y:65 
[2024/8/20 5:33:24] 物品:强效魔法药	怪物:038A3800尸王8	地图:H201	X:178	Y:65 
[2024/8/20 5:33:24] 物品:凝霜	怪物:038A3800尸王8	地图:H201	X:178	Y:65 
[2024/8/20 5:33:24] 物品:魅力戒指	怪物:038A3800尸王8	地图:H201	X:178	Y:65 
[2024/8/20 5:33:24] 物品:黑檀手镯	怪物:038A3800尸王8	地图:H201	X:178	Y:65 
[2024/8/20 5:33:24] 物品:魔力手镯	怪物:038A3800尸王8	地图:H201	X:178	Y:65 
[2024/8/20 5:33:24] 物品:野蛮冲撞	怪物:038A3800尸王8	地图:H201	X:178	Y:65 
[2024/8/20 5:33:25] 物品:强效魔法药	怪物:19F4D080魔龙射手	地图:66	X:140	Y:188 
[2024/8/20 5:33:31] 物品:魔法药(中量)	怪物:23C6C490恶灵尸王	地图:H201	X:171	Y:71 
[2024/8/20 5:33:31] 物品:幽灵盾	怪物:23C6C490恶灵尸王	地图:H201	X:171	Y:71 
[2024/8/20 5:33:32] 物品:金创药(小量)	怪物:2C892150僵尸4	地图:H201	X:171	Y:72 
[2024/8/20 5:33:34] 物品:抗拒火环	怪物:28A584D0僵尸40	地图:H201	X:173	Y:73 
[2024/8/20 5:33:34] 物品:精神力战法	怪物:28A584D0僵尸40	地图:H201	X:173	Y:73 
[2024/8/20 5:33:34] 物品:火球术	怪物:28A584D0僵尸40	地图:H201	X:173	Y:73 
[2024/8/20 5:33:34] 物品:治愈术	怪物:28A584D0僵尸40	地图:H201	X:173	Y:73 
[2024/8/20 5:33:34] 物品:基本剑术	怪物:28A584D0僵尸40	地图:H201	X:173	Y:73 
[2024/8/20 5:33:34] 物品:蓝色水晶戒指	怪物:28A584D0僵尸40	地图:H201	X:173	Y:73 
[2024/8/20 5:33:38] 物品:强效金创药	怪物:2A9417B0魔龙射手	地图:66	X:143	Y:196 
[2024/8/20 5:33:40] 物品:强效太阳水	怪物:0DDE3D20尸王8	地图:H201	X:170	Y:72 
[2024/8/20 5:33:40] 物品:强效太阳水	怪物:0DDE3D20尸王8	地图:H201	X:170	Y:72 
[2024/8/20 5:33:40] 物品:强效太阳水	怪物:0DDE3D20尸王8	地图:H201	X:170	Y:72 
[2024/8/20 5:33:40] 物品:强效太阳水	怪物:0DDE3D20尸王8	地图:H201	X:170	Y:72 
[2024/8/20 5:33:40] 物品:强效太阳水	怪物:0DDE3D20尸王8	地图:H201	X:170	Y:72 
[2024/8/20 5:33:40] 物品:强效金创药	怪物:0DDE3D20尸王8	地图:H201	X:170	Y:72 
[2024/8/20 5:33:40] 物品:强效金创药	怪物:0DDE3D20尸王8	地图:H201	X:170	Y:72 
[2024/8/20 5:33:40] 物品:强效魔法药	怪物:0DDE3D20尸王8	地图:H201	X:170	Y:72 
[2024/8/20 5:33:40] 物品:强效魔法药	怪物:0DDE3D20尸王8	地图:H201	X:170	Y:72 
[2024/8/20 5:33:40] 物品:黑色水晶戒指	怪物:0DDE3D20尸王8	地图:H201	X:170	Y:72 
[2024/8/20 5:33:40] 物品:道德戒指	怪物:0DDE3D20尸王8	地图:H201	X:170	Y:72 
[2024/8/20 5:33:40] 物品:蓝翡翠项链	怪物:0DDE3D20尸王8	地图:H201	X:170	Y:72 
[2024/8/20 5:33:40] 物品:黑檀手镯	怪物:0DDE3D20尸王8	地图:H201	X:170	Y:72 
[2024/8/20 5:33:40] 物品:金创药(小量)	怪物:29750970僵尸5	地图:H201	X:171	Y:72 
[2024/8/20 5:33:42] 物品:魔法药(中量)	怪物:281FB9B0祖玛雕像8	地图:H204	X:45	Y:91 
[2024/8/20 5:33:43] 物品:放大镜	怪物:1A628840魔龙刺蛙	地图:66	X:144	Y:196 
[2024/8/20 5:33:45] 物品:魔法药(小量)	怪物:18CB9680僵尸4	地图:H201	X:166	Y:70 
[2024/8/20 5:33:45] 物品:竹笛	怪物:07EEFC30祖玛弓箭手8	地图:H204	X:40	Y:84 
[2024/8/20 5:33:49] 物品:强效太阳水	怪物:1FE438E0尸王8	地图:H201	X:166	Y:71 
[2024/8/20 5:33:49] 物品:强效太阳水	怪物:1FE438E0尸王8	地图:H201	X:166	Y:71 
[2024/8/20 5:33:49] 物品:强效太阳水	怪物:1FE438E0尸王8	地图:H201	X:166	Y:71 
[2024/8/20 5:33:49] 物品:强效太阳水	怪物:1FE438E0尸王8	地图:H201	X:166	Y:71 
[2024/8/20 5:33:49] 物品:强效太阳水	怪物:1FE438E0尸王8	地图:H201	X:166	Y:71 
[2024/8/20 5:33:49] 物品:强效金创药	怪物:1FE438E0尸王8	地图:H201	X:166	Y:71 
[2024/8/20 5:33:49] 物品:强效金创药	怪物:1FE438E0尸王8	地图:H201	X:166	Y:71 
[2024/8/20 5:33:49] 物品:强效魔法药	怪物:1FE438E0尸王8	地图:H201	X:166	Y:71 
[2024/8/20 5:33:49] 物品:强效魔法药	怪物:1FE438E0尸王8	地图:H201	X:166	Y:71 
[2024/8/20 5:33:49] 物品:骷髅戒指	怪物:1FE438E0尸王8	地图:H201	X:166	Y:71 
[2024/8/20 5:33:49] 物品:黑色水晶戒指	怪物:1FE438E0尸王8	地图:H201	X:166	Y:71 
[2024/8/20 5:33:49] 物品:凝霜	怪物:1FE438E0尸王8	地图:H201	X:166	Y:71 
[2024/8/20 5:33:49] 物品:道德戒指	怪物:1FE438E0尸王8	地图:H201	X:166	Y:71 
[2024/8/20 5:33:49] 物品:蓝翡翠项链	怪物:1FE438E0尸王8	地图:H201	X:166	Y:71 
[2024/8/20 5:33:49] 物品:魔力手镯	怪物:1FE438E0尸王8	地图:H201	X:166	Y:71 
[2024/8/20 5:33:52] 物品:金创药(小量)	怪物:2847B9B0僵尸4	地图:H201	X:165	Y:71 
[2024/8/20 5:34:1] 物品:瞬息移动	怪物:28A584D0僵尸40	地图:H201	X:169	Y:71 
[2024/8/20 5:34:1] 物品:雷电术	怪物:28A584D0僵尸40	地图:H201	X:169	Y:71 
[2024/8/20 5:34:1] 物品:抗拒火环	怪物:28A584D0僵尸40	地图:H201	X:169	Y:71 
[2024/8/20 5:34:1] 物品:精神力战法	怪物:28A584D0僵尸40	地图:H201	X:169	Y:71 
[2024/8/20 5:34:1] 物品:火球术	怪物:28A584D0僵尸40	地图:H201	X:169	Y:71 
[2024/8/20 5:34:1] 物品:治愈术	怪物:28A584D0僵尸40	地图:H201	X:169	Y:71 
[2024/8/20 5:34:1] 物品:基本剑术	怪物:28A584D0僵尸40	地图:H201	X:169	Y:71 
[2024/8/20 5:34:1] 物品:琥珀项链	怪物:28A584D0僵尸40	地图:H201	X:169	Y:71 
[2024/8/20 5:34:1] 物品:金创药(小量)	怪物:28A584D0僵尸40	地图:H201	X:169	Y:71 
[2024/8/20 5:34:1] 物品:金创药(小量)	怪物:28A584D0僵尸40	地图:H201	X:169	Y:71 
[2024/8/20 5:34:1] 物品:魔法药(小量)	怪物:28A584D0僵尸40	地图:H201	X:169	Y:71 
[2024/8/20 5:34:7] 物品:强效太阳水	怪物:1EF12E20尸王8	地图:H201	X:162	Y:77 
[2024/8/20 5:34:7] 物品:强效太阳水	怪物:1EF12E20尸王8	地图:H201	X:162	Y:77 
[2024/8/20 5:34:7] 物品:强效太阳水	怪物:1EF12E20尸王8	地图:H201	X:162	Y:77 
[2024/8/20 5:34:7] 物品:强效太阳水	怪物:1EF12E20尸王8	地图:H201	X:162	Y:77 
[2024/8/20 5:34:7] 物品:强效太阳水	怪物:1EF12E20尸王8	地图:H201	X:162	Y:77 
[2024/8/20 5:34:7] 物品:强效金创药	怪物:1EF12E20尸王8	地图:H201	X:162	Y:77 
[2024/8/20 5:34:7] 物品:强效金创药	怪物:1EF12E20尸王8	地图:H201	X:162	Y:77 
[2024/8/20 5:34:7] 物品:强效魔法药	怪物:1EF12E20尸王8	地图:H201	X:162	Y:77 
[2024/8/20 5:34:7] 物品:强效魔法药	怪物:1EF12E20尸王8	地图:H201	X:162	Y:77 
[2024/8/20 5:34:7] 物品:珊瑚戒指	怪物:1EF12E20尸王8	地图:H201	X:162	Y:77 
[2024/8/20 5:34:7] 物品:珍珠戒指	怪物:1EF12E20尸王8	地图:H201	X:162	Y:77 
[2024/8/20 5:34:7] 物品:黑檀手镯	怪物:1EF12E20尸王8	地图:H201	X:162	Y:77 
[2024/8/20 5:34:7] 物品:魔力手镯	怪物:1EF12E20尸王8	地图:H201	X:162	Y:77 
[2024/8/20 5:34:7] 物品:困魔咒	怪物:1EF12E20尸王8	地图:H201	X:162	Y:77 
[2024/8/20 5:34:9] 物品:金创药(小量)	怪物:1E5AFA90僵尸5	地图:H201	X:161	Y:77 
[2024/8/20 5:34:9] 物品:魔法药(小量)	怪物:1E5AFA90僵尸5	地图:H201	X:161	Y:77 
[2024/8/20 5:34:11] 物品:魔法药(小量)	怪物:29CA9100僵尸5	地图:H201	X:161	Y:75 
[2024/8/20 5:34:11] 物品:珊瑚戒指	怪物:2D5859E0魔龙破甲兵	地图:66	X:131	Y:205 
[2024/8/20 5:34:14] 物品:隐身术	怪物:289038E0僵尸1	地图:H201	X:160	Y:77 
[2024/8/20 5:34:16] 物品:强效太阳水	怪物:18082230尸王8	地图:H201	X:162	Y:78 
[2024/8/20 5:34:16] 物品:强效太阳水	怪物:18082230尸王8	地图:H201	X:162	Y:78 
[2024/8/20 5:34:16] 物品:强效太阳水	怪物:18082230尸王8	地图:H201	X:162	Y:78 
[2024/8/20 5:34:16] 物品:强效太阳水	怪物:18082230尸王8	地图:H201	X:162	Y:78 
[2024/8/20 5:34:16] 物品:强效太阳水	怪物:18082230尸王8	地图:H201	X:162	Y:78 
[2024/8/20 5:34:16] 物品:强效金创药	怪物:18082230尸王8	地图:H201	X:162	Y:78 
[2024/8/20 5:34:16] 物品:强效金创药	怪物:18082230尸王8	地图:H201	X:162	Y:78 
[2024/8/20 5:34:16] 物品:强效魔法药	怪物:18082230尸王8	地图:H201	X:162	Y:78 
[2024/8/20 5:34:16] 物品:强效魔法药	怪物:18082230尸王8	地图:H201	X:162	Y:78 
[2024/8/20 5:34:16] 物品:黑色水晶戒指	怪物:18082230尸王8	地图:H201	X:162	Y:78 
[2024/8/20 5:34:16] 物品:珍珠戒指	怪物:18082230尸王8	地图:H201	X:162	Y:78 
[2024/8/20 5:34:16] 物品:魔力手镯	怪物:18082230尸王8	地图:H201	X:162	Y:78 
[2024/8/20 5:34:18] 物品:金创药(小量)	怪物:2D526070僵尸4	地图:H201	X:160	Y:76 
[2024/8/20 5:34:19] 物品:瞬息移动	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:诱惑之光	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:抗拒火环	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:精神力战法	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:火球术	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:治愈术	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:基本剑术	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:八荒	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:半月	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:海魂	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:凌风	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:凤凰明珠	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:坚固手套	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:魔力手镯	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:铁剑	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:短剑	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:轻型盔甲(男)	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:轻型盔甲(女)	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:青铜斧	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:黑檀项链	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:黄色水晶项链	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:黑色水晶项链	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:青铜头盔	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:金创药(小量)	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:金创药(小量)	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:金创药(小量)	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:金创药(小量)	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:魔法药(小量)	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:魔法药(小量)	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:魔法药(小量)	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:19] 物品:魔法药(小量)	怪物:23532EA0僵尸50	地图:H201	X:163	Y:78 
[2024/8/20 5:34:27] 物品:强效太阳水	怪物:285ED2B0尸王8	地图:H201	X:161	Y:70 
