[2024/8/18 11:0:0] 物品:魔法药(小量)	怪物:223423C0僵尸4	地图:H201	X:82	Y:59 
[2024/8/18 11:26:54] 物品:强效金创药	怪物:1E955500尸王8	地图:H201	X:170	Y:70 
[2024/8/18 11:26:54] 物品:强效金创药	怪物:1E955500尸王8	地图:H201	X:170	Y:70 
[2024/8/18 11:26:54] 物品:强效魔法药	怪物:1E955500尸王8	地图:H201	X:170	Y:70 
[2024/8/18 11:26:54] 物品:强效魔法药	怪物:1E955500尸王8	地图:H201	X:170	Y:70 
[2024/8/18 11:26:54] 物品:珍珠戒指	怪物:1E955500尸王8	地图:H201	X:170	Y:70 
[2024/8/18 11:26:54] 物品:凝霜	怪物:1E955500尸王8	地图:H201	X:170	Y:70 
[2024/8/18 11:26:54] 物品:道德戒指	怪物:1E955500尸王8	地图:H201	X:170	Y:70 
[2024/8/18 11:26:54] 物品:黑檀手镯	怪物:1E955500尸王8	地图:H201	X:170	Y:70 
[2024/8/18 11:26:55] 物品:金创药(小量)	怪物:0D9964C0僵尸5	地图:H201	X:168	Y:71 
[2024/8/18 11:26:59] 物品:强效太阳水	怪物:27DE8970牛魔将军0	地图:H010	X:300	Y:277 
[2024/8/18 11:26:59] 物品:强效太阳水	怪物:27DE8970牛魔将军0	地图:H010	X:300	Y:277 
[2024/8/18 11:26:59] 物品:强效太阳水	怪物:27DE8970牛魔将军0	地图:H010	X:300	Y:277 
[2024/8/18 11:26:59] 物品:太阳水	怪物:27DE8970牛魔将军0	地图:H010	X:300	Y:277 
[2024/8/18 11:26:59] 物品:太阳水	怪物:27DE8970牛魔将军0	地图:H010	X:300	Y:277 
[2024/8/18 11:26:59] 物品:太阳水	怪物:27DE8970牛魔将军0	地图:H010	X:300	Y:277 
[2024/8/18 11:27:1] 物品:魔法药(小量)	怪物:30DB7890僵尸3	地图:D401	X:150	Y:95 
[2024/8/18 11:27:2] 物品:魔法长袍(男)	怪物:2DCF86C0钳虫8	地图:H004	X:78	Y:109 
[2024/8/18 11:27:4] 物品:太阳水	怪物:280C6B30牛魔将军8	地图:H010	X:300	Y:278 
[2024/8/18 11:27:4] 物品:强效魔法药	怪物:280C6B30牛魔将军8	地图:H010	X:300	Y:278 
[2024/8/18 11:27:4] 物品:黑檀手镯	怪物:280C6B30牛魔将军8	地图:H010	X:300	Y:278 
[2024/8/18 11:27:6] 物品:战神油	怪物:31FA5DB0跳跳蜂8	地图:H004	X:76	Y:108 
[2024/8/18 11:27:7] 物品:道德戒指	怪物:277BBA50牛魔侍卫8	地图:H010	X:300	Y:277 
[2024/8/18 11:27:9] 物品:魔法药(小量)	怪物:29EC3ED0僵尸3	地图:D401	X:146	Y:86 
[2024/8/18 11:27:9] 物品:强效太阳水	怪物:28456420尸王8	地图:H201	X:176	Y:77 
[2024/8/18 11:27:9] 物品:强效太阳水	怪物:28456420尸王8	地图:H201	X:176	Y:77 
[2024/8/18 11:27:9] 物品:强效太阳水	怪物:28456420尸王8	地图:H201	X:176	Y:77 
[2024/8/18 11:27:9] 物品:强效太阳水	怪物:28456420尸王8	地图:H201	X:176	Y:77 
[2024/8/18 11:27:9] 物品:强效太阳水	怪物:28456420尸王8	地图:H201	X:176	Y:77 
[2024/8/18 11:27:9] 物品:强效金创药	怪物:28456420尸王8	地图:H201	X:176	Y:77 
[2024/8/18 11:27:9] 物品:强效金创药	怪物:28456420尸王8	地图:H201	X:176	Y:77 
[2024/8/18 11:27:9] 物品:强效魔法药	怪物:28456420尸王8	地图:H201	X:176	Y:77 
[2024/8/18 11:27:9] 物品:强效魔法药	怪物:28456420尸王8	地图:H201	X:176	Y:77 
[2024/8/18 11:27:9] 物品:骷髅戒指	怪物:28456420尸王8	地图:H201	X:176	Y:77 
[2024/8/18 11:27:9] 物品:珍珠戒指	怪物:28456420尸王8	地图:H201	X:176	Y:77 
[2024/8/18 11:27:9] 物品:道德戒指	怪物:28456420尸王8	地图:H201	X:176	Y:77 
[2024/8/18 11:27:11] 物品:强效太阳水	怪物:2A5844F0牛魔将军0	地图:H010	X:301	Y:278 
[2024/8/18 11:27:11] 物品:强效太阳水	怪物:2A5844F0牛魔将军0	地图:H010	X:301	Y:278 
[2024/8/18 11:27:11] 物品:太阳水	怪物:2A5844F0牛魔将军0	地图:H010	X:301	Y:278 
[2024/8/18 11:27:11] 物品:太阳水	怪物:2A5844F0牛魔将军0	地图:H010	X:301	Y:278 
[2024/8/18 11:27:11] 物品:太阳水	怪物:2A5844F0牛魔将军0	地图:H010	X:301	Y:278 
[2024/8/18 11:27:11] 物品:魔杖	怪物:2A5844F0牛魔将军0	地图:H010	X:301	Y:278 
[2024/8/18 11:27:11] 物品:铂金戒指	怪物:2A5844F0牛魔将军0	地图:H010	X:301	Y:278 
[2024/8/18 11:27:11] 物品:白金项链	怪物:2A5844F0牛魔将军0	地图:H010	X:301	Y:278 
[2024/8/18 11:27:12] 物品:魔法药(小量)	怪物:30A5FD90僵尸5	地图:H201	X:175	Y:77 
[2024/8/18 11:27:12] 物品:太阳水	怪物:30A5FD90僵尸5	地图:H201	X:175	Y:77 
[2024/8/18 11:27:16] 物品:金创药(小量)	怪物:190FBD60僵尸3	地图:D401	X:143	Y:88 
[2024/8/18 11:27:16] 物品:强效魔法药	怪物:1CD27E50魔龙射手2	地图:66	X:87	Y:127 
[2024/8/18 11:27:17] 物品:太阳水	怪物:0D627ED0黑色恶蛆	地图:E603	X:18	Y:19 
[2024/8/18 11:27:22] 物品:金戒指	怪物:2A4DCED0牛魔侍卫8	地图:H010	X:295	Y:274 
[2024/8/18 11:27:24] 物品:金戒指	怪物:17D645E0牛魔侍卫8	地图:H010	X:295	Y:275 
[2024/8/18 11:27:24] 物品:金创药(小量)	怪物:0D4B47C0僵尸3	地图:D401	X:131	Y:91 
[2024/8/18 11:27:25] 物品:强效太阳水	怪物:309C44A0尸王8	地图:H201	X:175	Y:82 
[2024/8/18 11:27:25] 物品:强效太阳水	怪物:309C44A0尸王8	地图:H201	X:175	Y:82 
[2024/8/18 11:27:25] 物品:强效太阳水	怪物:309C44A0尸王8	地图:H201	X:175	Y:82 
[2024/8/18 11:27:25] 物品:强效太阳水	怪物:309C44A0尸王8	地图:H201	X:175	Y:82 
[2024/8/18 11:27:25] 物品:强效太阳水	怪物:309C44A0尸王8	地图:H201	X:175	Y:82 
[2024/8/18 11:27:25] 物品:强效金创药	怪物:309C44A0尸王8	地图:H201	X:175	Y:82 
[2024/8/18 11:27:25] 物品:强效金创药	怪物:309C44A0尸王8	地图:H201	X:175	Y:82 
[2024/8/18 11:27:25] 物品:强效魔法药	怪物:309C44A0尸王8	地图:H201	X:175	Y:82 
[2024/8/18 11:27:25] 物品:强效魔法药	怪物:309C44A0尸王8	地图:H201	X:175	Y:82 
[2024/8/18 11:27:25] 物品:生铁戒指	怪物:309C44A0尸王8	地图:H201	X:175	Y:82 
[2024/8/18 11:27:25] 物品:凝霜	怪物:309C44A0尸王8	地图:H201	X:175	Y:82 
[2024/8/18 11:27:27] 物品:黑檀手镯	怪物:274CB480牛魔侍卫8	地图:H010	X:296	Y:275 
[2024/8/18 11:27:27] 物品:白色虎齿项链	怪物:274CB480牛魔侍卫8	地图:H010	X:296	Y:275 
[2024/8/18 11:27:30] 物品:强效太阳水	怪物:2624C240尸王8	地图:H201	X:174	Y:82 
[2024/8/18 11:27:30] 物品:强效太阳水	怪物:2624C240尸王8	地图:H201	X:174	Y:82 
[2024/8/18 11:27:30] 物品:强效太阳水	怪物:2624C240尸王8	地图:H201	X:174	Y:82 
[2024/8/18 11:27:30] 物品:强效太阳水	怪物:2624C240尸王8	地图:H201	X:174	Y:82 
[2024/8/18 11:27:30] 物品:强效太阳水	怪物:2624C240尸王8	地图:H201	X:174	Y:82 
[2024/8/18 11:27:30] 物品:强效金创药	怪物:2624C240尸王8	地图:H201	X:174	Y:82 
[2024/8/18 11:27:30] 物品:强效金创药	怪物:2624C240尸王8	地图:H201	X:174	Y:82 
[2024/8/18 11:27:30] 物品:强效魔法药	怪物:2624C240尸王8	地图:H201	X:174	Y:82 
[2024/8/18 11:27:30] 物品:强效魔法药	怪物:2624C240尸王8	地图:H201	X:174	Y:82 
[2024/8/18 11:27:31] 物品:灵魂战衣(男)	怪物:2F36B010黑色恶蛆8	地图:H001	X:8	Y:78 
[2024/8/18 11:27:33] 物品:强效金创药	怪物:2999BCE0魔龙巨蛾	地图:66	X:89	Y:132 
[2024/8/18 11:27:33] 物品:强效魔法药	怪物:2999BCE0魔龙巨蛾	地图:66	X:89	Y:132 
[2024/8/18 11:27:33] 物品:钢铁腰带	怪物:2999BCE0魔龙巨蛾	地图:66	X:89	Y:132 
[2024/8/18 11:27:35] 物品:降妖除魔戒指	怪物:1DD74260牛魔祭司8	地图:H010	X:297	Y:275 
[2024/8/18 11:27:37] 物品:强效太阳水	怪物:2A5C98D0尸王8	地图:H201	X:176	Y:82 
[2024/8/18 11:27:37] 物品:强效太阳水	怪物:2A5C98D0尸王8	地图:H201	X:176	Y:82 
[2024/8/18 11:27:37] 物品:强效太阳水	怪物:2A5C98D0尸王8	地图:H201	X:176	Y:82 
[2024/8/18 11:27:37] 物品:强效太阳水	怪物:2A5C98D0尸王8	地图:H201	X:176	Y:82 
[2024/8/18 11:27:37] 物品:强效太阳水	怪物:2A5C98D0尸王8	地图:H201	X:176	Y:82 
[2024/8/18 11:27:37] 物品:强效金创药	怪物:2A5C98D0尸王8	地图:H201	X:176	Y:82 
[2024/8/18 11:27:37] 物品:强效金创药	怪物:2A5C98D0尸王8	地图:H201	X:176	Y:82 
[2024/8/18 11:27:37] 物品:强效魔法药	怪物:2A5C98D0尸王8	地图:H201	X:176	Y:82 
[2024/8/18 11:27:37] 物品:强效魔法药	怪物:2A5C98D0尸王8	地图:H201	X:176	Y:82 
[2024/8/18 11:27:37] 物品:珊瑚戒指	怪物:2A5C98D0尸王8	地图:H201	X:176	Y:82 
[2024/8/18 11:27:37] 物品:道德戒指	怪物:2A5C98D0尸王8	地图:H201	X:176	Y:82 
[2024/8/18 11:27:37] 物品:魔力手镯	怪物:2A5C98D0尸王8	地图:H201	X:176	Y:82 
[2024/8/18 11:27:38] 物品:灵魂战衣(女)	怪物:29C33490牛魔法师8	地图:H010	X:296	Y:275 
[2024/8/18 11:27:38] 物品:魅力戒指	怪物:29C33490牛魔法师8	地图:H010	X:296	Y:275 
[2024/8/18 11:27:43] 物品:强效魔法药	怪物:2DC0B4F0魔龙射手	地图:66	X:96	Y:132 
[2024/8/18 11:27:43] 物品:强效金创药	怪物:2DC0B4F0魔龙射手	地图:66	X:96	Y:132 
[2024/8/18 11:27:43] 物品:黑檀手镯	怪物:2DC0B4F0魔龙射手	地图:66	X:96	Y:132 
[2024/8/18 11:27:44] 物品:偃月	怪物:31AE28D0黑野猪8	地图:H002	X:252	Y:58 
[2024/8/18 11:27:47] 物品:强效太阳水	怪物:27F5E940牛魔将军8	地图:H010	X:286	Y:284 
[2024/8/18 11:27:47] 物品:魔法力药水	怪物:27F5E940牛魔将军8	地图:H010	X:286	Y:284 
[2024/8/18 11:27:49] 物品:治愈术	怪物:2A147D20僵尸3	地图:D401	X:143	Y:94 
[2024/8/18 11:27:51] 物品:降魔	怪物:2A1093F0牛魔侍卫8	地图:H010	X:288	Y:282 
[2024/8/18 11:27:53] 物品:强效魔法药	怪物:2DDB49B0魔龙射手	地图:66	X:95	Y:134 
[2024/8/18 11:27:54] 物品:金创药(小量)	怪物:2996EE60僵尸4	地图:H201	X:177	Y:88 
[2024/8/18 11:27:55] 物品:魔法长袍(女)	怪物:24562FD0牛魔侍卫8	地图:H010	X:287	Y:282 
[2024/8/18 11:27:55] 物品:蓝翡翠项链	怪物:24562FD0牛魔侍卫8	地图:H010	X:287	Y:282 
[2024/8/18 11:27:55] 物品:白色虎齿项链	怪物:24562FD0牛魔侍卫8	地图:H010	X:287	Y:282 
[2024/8/18 11:27:57] 物品:太阳水	怪物:27714430黑野猪8	地图:H002	X:33	Y:206 
[2024/8/18 11:28:1] 物品:强效太阳水	怪物:1EF1B340牛魔祭司0	地图:H010	X:288	Y:283 
[2024/8/18 11:28:1] 物品:强效太阳水	怪物:1EF1B340牛魔祭司0	地图:H010	X:288	Y:283 
[2024/8/18 11:28:1] 物品:强效太阳水	怪物:1EF1B340牛魔祭司0	地图:H010	X:288	Y:283 
[2024/8/18 11:28:1] 物品:太阳水	怪物:1EF1B340牛魔祭司0	地图:H010	X:288	Y:283 
[2024/8/18 11:28:1] 物品:太阳水	怪物:1EF1B340牛魔祭司0	地图:H010	X:288	Y:283 
[2024/8/18 11:28:1] 物品:心灵手镯	怪物:1EF1B340牛魔祭司0	地图:H010	X:288	Y:283 
[2024/8/18 11:28:1] 物品:白金项链	怪物:1EF1B340牛魔祭司0	地图:H010	X:288	Y:283 
[2024/8/18 11:28:1] 物品:降妖除魔戒指	怪物:1EF1B340牛魔祭司0	地图:H010	X:288	Y:283 
[2024/8/18 11:28:2] 物品:重盔甲(男)	怪物:05613B30牛魔法师8	地图:H010	X:288	Y:282 
[2024/8/18 11:28:2] 物品:恶魔长袍(男)	怪物:05613B30牛魔法师8	地图:H010	X:288	Y:282 
[2024/8/18 11:28:6] 物品:生铁戒指	怪物:30137F00牛魔侍卫8	地图:H010	X:286	Y:282 
[2024/8/18 11:28:7] 物品:金戒指	怪物:189F0D90牛魔法师8	地图:H010	X:288	Y:284 
[2024/8/18 11:28:7] 物品:太阳水	怪物:28BCBD60魔龙射手	地图:66	X:97	Y:125 
[2024/8/18 11:28:8] 物品:祝福油	怪物:297C15A0黑野猪8	地图:H002	X:188	Y:56 
[2024/8/18 11:28:8] 物品:魔法长袍(男)	怪物:2DBAECF0魔龙血蛙	地图:66	X:92	Y:123 
[2024/8/18 11:28:11] 物品:强效太阳水	怪物:1E8FB010牛魔将军0	地图:H010	X:287	Y:284 
[2024/8/18 11:28:11] 物品:强效太阳水	怪物:1E8FB010牛魔将军0	地图:H010	X:287	Y:284 
[2024/8/18 11:28:11] 物品:强效太阳水	怪物:1E8FB010牛魔将军0	地图:H010	X:287	Y:284 
[2024/8/18 11:28:11] 物品:太阳水	怪物:1E8FB010牛魔将军0	地图:H010	X:287	Y:284 
[2024/8/18 11:28:11] 物品:太阳水	怪物:1E8FB010牛魔将军0	地图:H010	X:287	Y:284 
[2024/8/18 11:28:11] 物品:太阳水	怪物:1E8FB010牛魔将军0	地图:H010	X:287	Y:284 
[2024/8/18 11:28:20] 物品:金创药(小量)	怪物:17B6D1C0僵尸3	地图:D401	X:170	Y:101 
[2024/8/18 11:28:21] 物品:强效太阳水	怪物:2845D310牛魔祭司0	地图:H010	X:287	Y:284 
[2024/8/18 11:28:21] 物品:强效太阳水	怪物:2845D310牛魔祭司0	地图:H010	X:287	Y:284 
[2024/8/18 11:28:21] 物品:强效太阳水	怪物:2845D310牛魔祭司0	地图:H010	X:287	Y:284 
[2024/8/18 11:28:21] 物品:太阳水	怪物:2845D310牛魔祭司0	地图:H010	X:287	Y:284 
[2024/8/18 11:28:21] 物品:太阳水	怪物:2845D310牛魔祭司0	地图:H010	X:287	Y:284 
[2024/8/18 11:28:21] 物品:骑士手镯	怪物:2845D310牛魔祭司0	地图:H010	X:287	Y:284 
[2024/8/18 11:28:21] 物品:幽灵战衣(女)	怪物:2845D310牛魔祭司0	地图:H010	X:287	Y:284 
[2024/8/18 11:28:21] 物品:金戒指	怪物:2845D310牛魔祭司0	地图:H010	X:287	Y:284 
[2024/8/18 11:28:22] 物品:强效太阳水	怪物:1E9B9100牛魔祭司0	地图:H010	X:286	Y:283 
[2024/8/18 11:28:22] 物品:强效太阳水	怪物:1E9B9100牛魔祭司0	地图:H010	X:286	Y:283 
[2024/8/18 11:28:22] 物品:太阳水	怪物:1E9B9100牛魔祭司0	地图:H010	X:286	Y:283 
[2024/8/18 11:28:22] 物品:珊瑚戒指	怪物:1E9B9100牛魔祭司0	地图:H010	X:286	Y:283 
[2024/8/18 11:28:24] 物品:强效魔法药	怪物:1DD43B50牛魔将军8	地图:H010	X:286	Y:284 
[2024/8/18 11:28:34] 物品:强效太阳水	怪物:1CBFDDB0尸王8	地图:H201	X:177	Y:67 
[2024/8/18 11:28:34] 物品:强效太阳水	怪物:1CBFDDB0尸王8	地图:H201	X:177	Y:67 
[2024/8/18 11:28:34] 物品:强效太阳水	怪物:1CBFDDB0尸王8	地图:H201	X:177	Y:67 
[2024/8/18 11:28:34] 物品:强效太阳水	怪物:1CBFDDB0尸王8	地图:H201	X:177	Y:67 
[2024/8/18 11:28:34] 物品:强效太阳水	怪物:1CBFDDB0尸王8	地图:H201	X:177	Y:67 
[2024/8/18 11:28:34] 物品:强效金创药	怪物:1CBFDDB0尸王8	地图:H201	X:177	Y:67 
[2024/8/18 11:28:34] 物品:强效金创药	怪物:1CBFDDB0尸王8	地图:H201	X:177	Y:67 
[2024/8/18 11:28:34] 物品:强效魔法药	怪物:1CBFDDB0尸王8	地图:H201	X:177	Y:67 
[2024/8/18 11:28:34] 物品:强效魔法药	怪物:1CBFDDB0尸王8	地图:H201	X:177	Y:67 
[2024/8/18 11:28:34] 物品:生铁戒指	怪物:1CBFDDB0尸王8	地图:H201	X:177	Y:67 
[2024/8/18 11:28:34] 物品:魔力手镯	怪物:1CBFDDB0尸王8	地图:H201	X:177	Y:67 
[2024/8/18 11:28:34] 物品:强效太阳水	怪物:2B487A90牛魔祭司8	地图:H010	X:281	Y:282 
[2024/8/18 11:28:34] 物品:强效太阳水	怪物:2B487A90牛魔祭司8	地图:H010	X:281	Y:282 
[2024/8/18 11:28:34] 物品:强效魔法药	怪物:2B487A90牛魔祭司8	地图:H010	X:281	Y:282 
[2024/8/18 11:28:34] 物品:红宝石戒指	怪物:2B487A90牛魔祭司8	地图:H010	X:281	Y:282 
[2024/8/18 11:28:36] 物品:太阳水	怪物:1EEEC0E0僵尸5	地图:H201	X:176	Y:67 
[2024/8/18 11:28:37] 物品:重盔甲(女)	怪物:28498BA0牛魔侍卫8	地图:H010	X:281	Y:281 
[2024/8/18 11:28:37] 物品:灵魂战衣(男)	怪物:28498BA0牛魔侍卫8	地图:H010	X:281	Y:281 
[2024/8/18 11:28:37] 物品:夏普儿手镯	怪物:28498BA0牛魔侍卫8	地图:H010	X:281	Y:281 
[2024/8/18 11:28:37] 物品:金创药(小量)	怪物:3099EE00僵尸3	地图:D401	X:44	Y:174 
[2024/8/18 11:28:37] 物品:魔法药(小量)	怪物:3099EE00僵尸3	地图:D401	X:44	Y:174 
[2024/8/18 11:28:45] 物品:道德戒指	怪物:271F2FB0牛魔法师8	地图:H010	X:281	Y:282 
[2024/8/18 11:28:45] 物品:强效太阳水	怪物:18157AD0牛魔祭司8	地图:H010	X:281	Y:281 
[2024/8/18 11:28:45] 物品:魔法手镯	怪物:18157AD0牛魔祭司8	地图:H010	X:281	Y:281 
[2024/8/18 11:28:47] 物品:强效太阳水	怪物:187B5DE0尸王8	地图:H201	X:177	Y:63 
[2024/8/18 11:28:47] 物品:强效太阳水	怪物:187B5DE0尸王8	地图:H201	X:177	Y:63 
[2024/8/18 11:28:47] 物品:强效太阳水	怪物:187B5DE0尸王8	地图:H201	X:177	Y:63 
[2024/8/18 11:28:47] 物品:强效太阳水	怪物:187B5DE0尸王8	地图:H201	X:177	Y:63 
[2024/8/18 11:28:47] 物品:强效太阳水	怪物:187B5DE0尸王8	地图:H201	X:177	Y:63 
[2024/8/18 11:28:47] 物品:强效金创药	怪物:187B5DE0尸王8	地图:H201	X:177	Y:63 
[2024/8/18 11:28:47] 物品:强效金创药	怪物:187B5DE0尸王8	地图:H201	X:177	Y:63 
[2024/8/18 11:28:47] 物品:强效魔法药	怪物:187B5DE0尸王8	地图:H201	X:177	Y:63 
[2024/8/18 11:28:47] 物品:强效魔法药	怪物:187B5DE0尸王8	地图:H201	X:177	Y:63 
[2024/8/18 11:28:47] 物品:珍珠戒指	怪物:187B5DE0尸王8	地图:H201	X:177	Y:63 
[2024/8/18 11:28:47] 物品:黑檀手镯	怪物:187B5DE0尸王8	地图:H201	X:177	Y:63 
[2024/8/18 11:28:49] 物品:魔法药(中量)	怪物:31DF7080僵尸1	地图:H201	X:177	Y:64 
[2024/8/18 11:28:50] 物品:疾光电影	怪物:1B776980僵尸1	地图:H201	X:177	Y:64 
[2024/8/18 11:28:50] 物品:大火球	怪物:1B776980僵尸1	地图:H201	X:177	Y:64 
[2024/8/18 11:28:52] 物品:重盔甲(女)	怪物:2777EB90牛魔法师8	地图:H010	X:276	Y:284 
[2024/8/18 11:28:54] 物品:强效金创药	怪物:2DD13AB0魔龙射手	地图:66	X:83	Y:118 
[2024/8/18 11:28:54] 物品:道士头盔	怪物:2DD13AB0魔龙射手	地图:66	X:83	Y:118 
[2024/8/18 11:28:55] 物品:金手镯	怪物:05961C70牛魔侍卫8	地图:H010	X:276	Y:285 
[2024/8/18 11:28:56] 物品:召唤骷髅	怪物:2A06E9C0僵尸1	地图:H201	X:178	Y:63 
[2024/8/18 11:28:56] 物品:治愈术	怪物:2A06E9C0僵尸1	地图:H201	X:178	Y:63 
[2024/8/18 11:28:56] 物品:强效魔法药	怪物:2EBCB000魔龙破甲兵	地图:66	X:81	Y:118 
[2024/8/18 11:28:56] 物品:强效太阳水	怪物:2EBCB000魔龙破甲兵	地图:66	X:81	Y:118 
[2024/8/18 11:28:57] 物品:金创药(小量)	怪物:2DF80BE0僵尸5	地图:H201	X:178	Y:63 
[2024/8/18 11:28:57] 物品:金创药(小量)	怪物:29146D80僵尸3	地图:D401	X:148	Y:129 
[2024/8/18 11:29:0] 物品:强效太阳水	怪物:188B0D90尸王8	地图:H201	X:179	Y:63 
[2024/8/18 11:29:0] 物品:强效太阳水	怪物:188B0D90尸王8	地图:H201	X:179	Y:63 
[2024/8/18 11:29:0] 物品:强效太阳水	怪物:188B0D90尸王8	地图:H201	X:179	Y:63 
[2024/8/18 11:29:0] 物品:强效太阳水	怪物:188B0D90尸王8	地图:H201	X:179	Y:63 
[2024/8/18 11:29:0] 物品:强效太阳水	怪物:188B0D90尸王8	地图:H201	X:179	Y:63 
[2024/8/18 11:29:0] 物品:强效金创药	怪物:188B0D90尸王8	地图:H201	X:179	Y:63 
[2024/8/18 11:29:0] 物品:强效金创药	怪物:188B0D90尸王8	地图:H201	X:179	Y:63 
[2024/8/18 11:29:0] 物品:强效魔法药	怪物:188B0D90尸王8	地图:H201	X:179	Y:63 
[2024/8/18 11:29:0] 物品:强效魔法药	怪物:188B0D90尸王8	地图:H201	X:179	Y:63 
[2024/8/18 11:29:0] 物品:骷髅戒指	怪物:188B0D90尸王8	地图:H201	X:179	Y:63 
[2024/8/18 11:29:0] 物品:黑色水晶戒指	怪物:188B0D90尸王8	地图:H201	X:179	Y:63 
[2024/8/18 11:29:0] 物品:珍珠戒指	怪物:188B0D90尸王8	地图:H201	X:179	Y:63 
[2024/8/18 11:29:0] 物品:黑檀手镯	怪物:188B0D90尸王8	地图:H201	X:179	Y:63 
[2024/8/18 11:29:0] 物品:地狱雷光	怪物:188B0D90尸王8	地图:H201	X:179	Y:63 
[2024/8/18 11:29:11] 物品:强效太阳水	怪物:1A8F19A0尸王8	地图:H201	X:178	Y:63 
[2024/8/18 11:29:11] 物品:强效太阳水	怪物:1A8F19A0尸王8	地图:H201	X:178	Y:63 
[2024/8/18 11:29:11] 物品:强效太阳水	怪物:1A8F19A0尸王8	地图:H201	X:178	Y:63 
[2024/8/18 11:29:11] 物品:强效太阳水	怪物:1A8F19A0尸王8	地图:H201	X:178	Y:63 
[2024/8/18 11:29:11] 物品:强效太阳水	怪物:1A8F19A0尸王8	地图:H201	X:178	Y:63 
[2024/8/18 11:29:11] 物品:强效金创药	怪物:1A8F19A0尸王8	地图:H201	X:178	Y:63 
[2024/8/18 11:29:11] 物品:强效金创药	怪物:1A8F19A0尸王8	地图:H201	X:178	Y:63 
[2024/8/18 11:29:11] 物品:强效魔法药	怪物:1A8F19A0尸王8	地图:H201	X:178	Y:63 
[2024/8/18 11:29:11] 物品:强效魔法药	怪物:1A8F19A0尸王8	地图:H201	X:178	Y:63 
[2024/8/18 11:29:11] 物品:珍珠戒指	怪物:1A8F19A0尸王8	地图:H201	X:178	Y:63 
[2024/8/18 11:29:11] 物品:魅力戒指	怪物:1A8F19A0尸王8	地图:H201	X:178	Y:63 
[2024/8/18 11:29:11] 物品:黑檀手镯	怪物:1A8F19A0尸王8	地图:H201	X:178	Y:63 
[2024/8/18 11:29:14] 物品:强效太阳水	怪物:061DCA10牛魔祭司0	地图:H010	X:273	Y:280 
[2024/8/18 11:29:14] 物品:太阳水	怪物:061DCA10牛魔祭司0	地图:H010	X:273	Y:280 
[2024/8/18 11:29:14] 物品:银蛇	怪物:061DCA10牛魔祭司0	地图:H010	X:273	Y:280 
[2024/8/18 11:29:14] 物品:幽灵项链	怪物:061DCA10牛魔祭司0	地图:H010	X:273	Y:280 
[2024/8/18 11:29:14] 物品:灵魂战衣(男)	怪物:061DCA10牛魔祭司0	地图:H010	X:273	Y:280 
[2024/8/18 11:29:14] 物品:死神手套	怪物:061DCA10牛魔祭司0	地图:H010	X:273	Y:280 
[2024/8/18 11:29:20] 物品:强效太阳水	怪物:1BD803F0牛魔将军0	地图:H010	X:272	Y:280 
[2024/8/18 11:29:20] 物品:强效太阳水	怪物:1BD803F0牛魔将军0	地图:H010	X:272	Y:280 
[2024/8/18 11:29:20] 物品:太阳水	怪物:1BD803F0牛魔将军0	地图:H010	X:272	Y:280 
[2024/8/18 11:29:20] 物品:太阳水	怪物:1BD803F0牛魔将军0	地图:H010	X:272	Y:280 
[2024/8/18 11:29:25] 物品:蓝翡翠项链	怪物:2F33BF30牛魔法师8	地图:H010	X:271	Y:281 
[2024/8/18 11:29:25] 物品:狂风项链	怪物:2F33BF30牛魔法师8	地图:H010	X:271	Y:281 
[2024/8/18 11:29:27] 物品:灵魂战衣(女)	怪物:18BFBD60红野猪8	地图:H002	X:216	Y:63 
[2024/8/18 11:29:28] 物品:重盔甲(男)	怪物:2793F800牛魔法师8	地图:H010	X:271	Y:281 
[2024/8/18 11:29:28] 物品:偃月	怪物:2793F800牛魔法师8	地图:H010	X:271	Y:281 
[2024/8/18 11:29:28] 物品:幽灵战衣(女)	怪物:2793F800牛魔法师8	地图:H010	X:271	Y:281 
[2024/8/18 11:29:30] 物品:强效太阳水	怪物:18D5FAB0尸王8	地图:H201	X:170	Y:59 
[2024/8/18 11:29:30] 物品:强效太阳水	怪物:18D5FAB0尸王8	地图:H201	X:170	Y:59 
[2024/8/18 11:29:30] 物品:强效太阳水	怪物:18D5FAB0尸王8	地图:H201	X:170	Y:59 
[2024/8/18 11:29:30] 物品:强效太阳水	怪物:18D5FAB0尸王8	地图:H201	X:170	Y:59 
[2024/8/18 11:29:30] 物品:强效太阳水	怪物:18D5FAB0尸王8	地图:H201	X:170	Y:59 
[2024/8/18 11:29:30] 物品:强效金创药	怪物:18D5FAB0尸王8	地图:H201	X:170	Y:59 
[2024/8/18 11:29:30] 物品:强效金创药	怪物:18D5FAB0尸王8	地图:H201	X:170	Y:59 
[2024/8/18 11:29:30] 物品:强效魔法药	怪物:18D5FAB0尸王8	地图:H201	X:170	Y:59 
[2024/8/18 11:29:30] 物品:强效魔法药	怪物:18D5FAB0尸王8	地图:H201	X:170	Y:59 
[2024/8/18 11:29:30] 物品:蛇眼戒指	怪物:18D5FAB0尸王8	地图:H201	X:170	Y:59 
[2024/8/18 11:29:30] 物品:蓝翡翠项链	怪物:18D5FAB0尸王8	地图:H201	X:170	Y:59 
[2024/8/18 11:29:30] 物品:强效太阳水	怪物:1A2BF780牛魔祭司8	地图:H010	X:271	Y:280 
