[2024/8/17 20:0:5] 物品:海魂	怪物:29A84010骷髅战将	地图:D003	X:195	Y:245 
[2024/8/17 20:24:4] 物品:强效太阳水	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:强效太阳水	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:强效太阳水	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:强效太阳水	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:强效太阳水	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:太阳水	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:太阳水	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:太阳水	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:太阳水	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:太阳水	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:太阳水	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:太阳水	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:太阳水	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:太阳水	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:太阳水	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:金创药(中量)	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:金创药(中量)	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:金创药(中量)	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:强效金创药	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:强效金创药	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:强效金创药	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:魔法药(中量)	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:魔法药(中量)	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:魔法药(中量)	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:强效魔法药	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:强效魔法药	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:强效魔法药	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:强效金创药	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:强效金创药	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:强效金创药	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:强效金创药	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:强效金创药	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:强效金创药	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:强效魔法药	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:强效魔法药	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:强效魔法药	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:强效魔法药	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:强效魔法药	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:强效魔法药	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:记忆项链	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:恶魔长袍(女)	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:4] 物品:珊瑚戒指	怪物:17BB5200白野猪8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:5] 物品:铁手镯	怪物:2275ED40钉耙猫	地图:0	X:64	Y:117 
[2024/8/17 20:24:9] 物品:诱惑之光	怪物:1EA3C2A0僵尸4	地图:H201	X:89	Y:21 
[2024/8/17 20:24:9] 物品:治愈术	怪物:1EA3C2A0僵尸4	地图:H201	X:89	Y:21 
[2024/8/17 20:24:11] 物品:隐身术	怪物:2807EAF0僵尸40	地图:H201	X:85	Y:56 
[2024/8/17 20:24:11] 物品:地狱火	怪物:2807EAF0僵尸40	地图:H201	X:85	Y:56 
[2024/8/17 20:24:11] 物品:抗拒火环	怪物:2807EAF0僵尸40	地图:H201	X:85	Y:56 
[2024/8/17 20:24:11] 物品:精神力战法	怪物:2807EAF0僵尸40	地图:H201	X:85	Y:56 
[2024/8/17 20:24:11] 物品:火球术	怪物:2807EAF0僵尸40	地图:H201	X:85	Y:56 
[2024/8/17 20:24:11] 物品:治愈术	怪物:2807EAF0僵尸40	地图:H201	X:85	Y:56 
[2024/8/17 20:24:11] 物品:基本剑术	怪物:2807EAF0僵尸40	地图:H201	X:85	Y:56 
[2024/8/17 20:24:11] 物品:青铜头盔	怪物:2807EAF0僵尸40	地图:H201	X:85	Y:56 
[2024/8/17 20:24:11] 物品:魔法药(小量)	怪物:2807EAF0僵尸40	地图:H201	X:85	Y:56 
[2024/8/17 20:24:13] 物品:金创药(中量)	怪物:1EAA02E0祖玛雕像	地图:D5072	X:73	Y:31 
[2024/8/17 20:24:13] 物品:破魂	怪物:1EAA02E0祖玛雕像	地图:D5072	X:73	Y:31 
[2024/8/17 20:24:13] 物品:坚固手套	怪物:1EAA02E0祖玛雕像	地图:D5072	X:73	Y:31 
[2024/8/17 20:24:13] 物品:魅力戒指	怪物:1EAA02E0祖玛雕像	地图:D5072	X:73	Y:31 
[2024/8/17 20:24:15] 物品:召唤骷髅	怪物:1C0E7190僵尸10	地图:H201	X:95	Y:19 
[2024/8/17 20:24:15] 物品:抗拒火环	怪物:1C0E7190僵尸10	地图:H201	X:95	Y:19 
[2024/8/17 20:24:15] 物品:治愈术	怪物:1C0E7190僵尸10	地图:H201	X:95	Y:19 
[2024/8/17 20:24:15] 物品:魔鬼项链	怪物:1C0E7190僵尸10	地图:H201	X:95	Y:19 
[2024/8/17 20:24:15] 物品:凤凰明珠	怪物:1C0E7190僵尸10	地图:H201	X:95	Y:19 
[2024/8/17 20:24:15] 物品:金创药(中量)	怪物:1C0E7190僵尸10	地图:H201	X:95	Y:19 
[2024/8/17 20:24:16] 物品:魔法药(小量)	怪物:1862A020稻草人	地图:0	X:53	Y:114 
[2024/8/17 20:24:21] 物品:珍珠戒指	怪物:17F67940祖玛卫士3	地图:D5072	X:69	Y:38 
[2024/8/17 20:24:22] 物品:修罗	怪物:186DBE60祖玛雕像8	地图:H204	X:73	Y:29 
[2024/8/17 20:24:28] 物品:隐身术	怪物:17D5C0C0僵尸20	地图:D406	X:74	Y:67 
[2024/8/17 20:24:28] 物品:大火球	怪物:17D5C0C0僵尸20	地图:D406	X:74	Y:67 
[2024/8/17 20:24:28] 物品:诱惑之光	怪物:17D5C0C0僵尸20	地图:D406	X:74	Y:67 
[2024/8/17 20:24:28] 物品:精神力战法	怪物:17D5C0C0僵尸20	地图:D406	X:74	Y:67 
[2024/8/17 20:24:28] 物品:治愈术	怪物:17D5C0C0僵尸20	地图:D406	X:74	Y:67 
[2024/8/17 20:24:28] 物品:魔法药(中量)	怪物:17D5C0C0僵尸20	地图:D406	X:74	Y:67 
[2024/8/17 20:24:32] 物品:金创药(小量)	怪物:2DFD0DB0僵尸4	地图:H201	X:101	Y:16 
[2024/8/17 20:24:36] 物品:强效太阳水	怪物:27B6C200尸王8	地图:H201	X:94	Y:63 
[2024/8/17 20:24:36] 物品:强效太阳水	怪物:27B6C200尸王8	地图:H201	X:94	Y:63 
[2024/8/17 20:24:36] 物品:强效太阳水	怪物:27B6C200尸王8	地图:H201	X:94	Y:63 
[2024/8/17 20:24:36] 物品:强效太阳水	怪物:27B6C200尸王8	地图:H201	X:94	Y:63 
[2024/8/17 20:24:36] 物品:强效太阳水	怪物:27B6C200尸王8	地图:H201	X:94	Y:63 
[2024/8/17 20:24:36] 物品:强效金创药	怪物:27B6C200尸王8	地图:H201	X:94	Y:63 
[2024/8/17 20:24:36] 物品:强效金创药	怪物:27B6C200尸王8	地图:H201	X:94	Y:63 
[2024/8/17 20:24:36] 物品:强效魔法药	怪物:27B6C200尸王8	地图:H201	X:94	Y:63 
[2024/8/17 20:24:36] 物品:强效魔法药	怪物:27B6C200尸王8	地图:H201	X:94	Y:63 
[2024/8/17 20:24:36] 物品:黑色水晶戒指	怪物:27B6C200尸王8	地图:H201	X:94	Y:63 
[2024/8/17 20:24:36] 物品:蓝翡翠项链	怪物:27B6C200尸王8	地图:H201	X:94	Y:63 
[2024/8/17 20:24:36] 物品:黑檀手镯	怪物:27B6C200尸王8	地图:H201	X:94	Y:63 
[2024/8/17 20:24:36] 物品:魔力手镯	怪物:27B6C200尸王8	地图:H201	X:94	Y:63 
[2024/8/17 20:24:36] 物品:野蛮冲撞	怪物:27B6C200尸王8	地图:H201	X:94	Y:63 
[2024/8/17 20:24:37] 物品:金创药(小量)	怪物:28AD6230僵尸4	地图:H201	X:102	Y:15 
[2024/8/17 20:24:37] 物品:太阳水	怪物:282F3530黑野猪8	地图:H002	X:228	Y:96 
[2024/8/17 20:24:39] 物品:传统项链	怪物:1BF0C6C0多钩猫	地图:0	X:43	Y:111 
[2024/8/17 20:24:40] 物品:金戒指	怪物:1E9D8260祖玛弓箭手	地图:D5072	X:79	Y:24 
[2024/8/17 20:24:49] 物品:金创药(小量)	怪物:23453AB0僵尸5	地图:D406	X:82	Y:65 
[2024/8/17 20:24:50] 物品:魔法药(小量)	怪物:2A7A95E0僵尸5	地图:H201	X:93	Y:61 
[2024/8/17 20:24:51] 物品:攻杀剑术	怪物:2807EAF0僵尸40	地图:H201	X:91	Y:63 
[2024/8/17 20:24:51] 物品:隐身术	怪物:2807EAF0僵尸40	地图:H201	X:91	Y:63 
[2024/8/17 20:24:51] 物品:瞬息移动	怪物:2807EAF0僵尸40	地图:H201	X:91	Y:63 
[2024/8/17 20:24:51] 物品:地狱火	怪物:2807EAF0僵尸40	地图:H201	X:91	Y:63 
[2024/8/17 20:24:51] 物品:抗拒火环	怪物:2807EAF0僵尸40	地图:H201	X:91	Y:63 
[2024/8/17 20:24:51] 物品:精神力战法	怪物:2807EAF0僵尸40	地图:H201	X:91	Y:63 
[2024/8/17 20:24:51] 物品:火球术	怪物:2807EAF0僵尸40	地图:H201	X:91	Y:63 
[2024/8/17 20:24:51] 物品:治愈术	怪物:2807EAF0僵尸40	地图:H201	X:91	Y:63 
[2024/8/17 20:24:51] 物品:基本剑术	怪物:2807EAF0僵尸40	地图:H201	X:91	Y:63 
[2024/8/17 20:24:51] 物品:青铜斧	怪物:2807EAF0僵尸40	地图:H201	X:91	Y:63 
[2024/8/17 20:24:51] 物品:金创药(小量)	怪物:2807EAF0僵尸40	地图:H201	X:91	Y:63 
[2024/8/17 20:24:53] 物品:强效太阳水	怪物:308FB1E0尸王8	地图:H201	X:114	Y:10 
[2024/8/17 20:24:53] 物品:强效太阳水	怪物:308FB1E0尸王8	地图:H201	X:114	Y:10 
[2024/8/17 20:24:53] 物品:强效太阳水	怪物:308FB1E0尸王8	地图:H201	X:114	Y:10 
[2024/8/17 20:24:53] 物品:强效太阳水	怪物:308FB1E0尸王8	地图:H201	X:114	Y:10 
[2024/8/17 20:24:53] 物品:强效太阳水	怪物:308FB1E0尸王8	地图:H201	X:114	Y:10 
[2024/8/17 20:24:53] 物品:强效金创药	怪物:308FB1E0尸王8	地图:H201	X:114	Y:10 
[2024/8/17 20:24:53] 物品:强效金创药	怪物:308FB1E0尸王8	地图:H201	X:114	Y:10 
[2024/8/17 20:24:53] 物品:强效魔法药	怪物:308FB1E0尸王8	地图:H201	X:114	Y:10 
[2024/8/17 20:24:53] 物品:强效魔法药	怪物:308FB1E0尸王8	地图:H201	X:114	Y:10 
[2024/8/17 20:24:53] 物品:蛇眼戒指	怪物:308FB1E0尸王8	地图:H201	X:114	Y:10 
[2024/8/17 20:24:53] 物品:魔力手镯	怪物:308FB1E0尸王8	地图:H201	X:114	Y:10 
[2024/8/17 20:24:56] 物品:精神力战法	怪物:2A6DD370僵尸5	地图:H201	X:91	Y:61 
[2024/8/17 20:24:56] 物品:大火球	怪物:05764910僵尸40	地图:H201	X:114	Y:10 
[2024/8/17 20:24:56] 物品:地狱火	怪物:05764910僵尸40	地图:H201	X:114	Y:10 
[2024/8/17 20:24:56] 物品:抗拒火环	怪物:05764910僵尸40	地图:H201	X:114	Y:10 
[2024/8/17 20:24:56] 物品:精神力战法	怪物:05764910僵尸40	地图:H201	X:114	Y:10 
[2024/8/17 20:24:56] 物品:火球术	怪物:05764910僵尸40	地图:H201	X:114	Y:10 
[2024/8/17 20:24:56] 物品:治愈术	怪物:05764910僵尸40	地图:H201	X:114	Y:10 
[2024/8/17 20:24:56] 物品:基本剑术	怪物:05764910僵尸40	地图:H201	X:114	Y:10 
[2024/8/17 20:24:56] 物品:金创药(小量)	怪物:05764910僵尸40	地图:H201	X:114	Y:10 
[2024/8/17 20:24:56] 物品:魔法药(小量)	怪物:05764910僵尸40	地图:H201	X:114	Y:10 
[2024/8/17 20:24:56] 物品:魔法药(小量)	怪物:05764910僵尸40	地图:H201	X:114	Y:10 
[2024/8/17 20:25:0] 物品:瞬息移动	怪物:18505A60僵尸40	地图:H201	X:114	Y:11 
[2024/8/17 20:25:0] 物品:抗拒火环	怪物:18505A60僵尸40	地图:H201	X:114	Y:11 
[2024/8/17 20:25:0] 物品:精神力战法	怪物:18505A60僵尸40	地图:H201	X:114	Y:11 
[2024/8/17 20:25:0] 物品:火球术	怪物:18505A60僵尸40	地图:H201	X:114	Y:11 
[2024/8/17 20:25:0] 物品:治愈术	怪物:18505A60僵尸40	地图:H201	X:114	Y:11 
[2024/8/17 20:25:0] 物品:基本剑术	怪物:18505A60僵尸40	地图:H201	X:114	Y:11 
[2024/8/17 20:25:0] 物品:蓝色水晶戒指	怪物:18505A60僵尸40	地图:H201	X:114	Y:11 
[2024/8/17 20:25:0] 物品:魔法药(小量)	怪物:18505A60僵尸40	地图:H201	X:114	Y:11 
[2024/8/17 20:25:4] 物品:祝福油	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:祝福油	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:金条	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:三眼手镯	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:龙之戒指	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:战神盔甲(男)	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:恶魔长袍(女)	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:幽灵战衣(男)	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:幽灵战衣(女)	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:重盔甲(女)	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:偃月	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:破魂	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:降魔	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:斩马刀	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:修罗	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:骷髅头盔	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:道士头盔	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:蓝翡翠项链	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:放大镜	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:竹笛	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:小手镯	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:魔法手镯	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:黑檀手镯	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:道士手镯	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:死神手套	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:金手镯	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:黑色水晶戒指	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:蛇眼戒指	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:珍珠戒指	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:金戒指	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:骷髅戒指	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:魅力戒指	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:道德戒指	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:珊瑚戒指	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:野蛮冲撞	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:地狱雷光	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:圣言术	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:冰咆哮	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:困魔咒	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:4] 物品:群体治疗术	怪物:1C567210地藏王	地图:H204	X:72	Y:29 
[2024/8/17 20:25:6] 物品:金创药(中量)	怪物:2EBB8F90角蝇	地图:D5072	X:87	Y:20 
[2024/8/17 20:25:8] 物品:强效魔法药	怪物:193AA230祖玛雕像	地图:D5072	X:80	Y:28 
[2024/8/17 20:25:8] 物品:魔力手镯	怪物:193AA230祖玛雕像	地图:D5072	X:80	Y:28 
[2024/8/17 20:25:8] 物品:蛇眼戒指	怪物:193AA230祖玛雕像	地图:D5072	X:80	Y:28 
[2024/8/17 20:25:8] 物品:夏普儿手镯	怪物:193AA230祖玛雕像	地图:D5072	X:80	Y:28 
[2024/8/17 20:25:10] 物品:施毒术	怪物:2807EAF0僵尸40	地图:H201	X:89	Y:66 
[2024/8/17 20:25:10] 物品:抗拒火环	怪物:2807EAF0僵尸40	地图:H201	X:89	Y:66 
[2024/8/17 20:25:10] 物品:精神力战法	怪物:2807EAF0僵尸40	地图:H201	X:89	Y:66 
[2024/8/17 20:25:10] 物品:火球术	怪物:2807EAF0僵尸40	地图:H201	X:89	Y:66 
[2024/8/17 20:25:10] 物品:治愈术	怪物:2807EAF0僵尸40	地图:H201	X:89	Y:66 
[2024/8/17 20:25:10] 物品:基本剑术	怪物:2807EAF0僵尸40	地图:H201	X:89	Y:66 
[2024/8/17 20:25:11] 物品:黄色水晶项链	怪物:304BC730巨型蠕虫	地图:D601	X:64	Y:130 
[2024/8/17 20:25:12] 物品:强效太阳水	怪物:0518C410尸王8	地图:H201	X:88	Y:66 
[2024/8/17 20:25:12] 物品:强效太阳水	怪物:0518C410尸王8	地图:H201	X:88	Y:66 
[2024/8/17 20:25:12] 物品:强效太阳水	怪物:0518C410尸王8	地图:H201	X:88	Y:66 
[2024/8/17 20:25:12] 物品:强效太阳水	怪物:0518C410尸王8	地图:H201	X:88	Y:66 
[2024/8/17 20:25:12] 物品:强效太阳水	怪物:0518C410尸王8	地图:H201	X:88	Y:66 
[2024/8/17 20:25:12] 物品:强效金创药	怪物:0518C410尸王8	地图:H201	X:88	Y:66 
[2024/8/17 20:25:12] 物品:强效金创药	怪物:0518C410尸王8	地图:H201	X:88	Y:66 
[2024/8/17 20:25:12] 物品:强效魔法药	怪物:0518C410尸王8	地图:H201	X:88	Y:66 
[2024/8/17 20:25:12] 物品:强效魔法药	怪物:0518C410尸王8	地图:H201	X:88	Y:66 
[2024/8/17 20:25:12] 物品:黑色水晶戒指	怪物:0518C410尸王8	地图:H201	X:88	Y:66 
[2024/8/17 20:25:12] 物品:魔力手镯	怪物:0518C410尸王8	地图:H201	X:88	Y:66 
[2024/8/17 20:25:14] 物品:金创药(小量)	怪物:2AFBBF30僵尸4	地图:H201	X:87	Y:66 
[2024/8/17 20:25:20] 物品:金创药(小量)	怪物:307AD970僵尸5	地图:H201	X:86	Y:65 
[2024/8/17 20:25:22] 物品:青铜斧	怪物:18D6D890骷髅战士0	地图:D011	X:147	Y:347 
[2024/8/17 20:25:22] 物品:黄色水晶项链	怪物:18D6D890骷髅战士0	地图:D011	X:147	Y:347 
[2024/8/17 20:25:22] 物品:金创药(中量)	怪物:18D6D890骷髅战士0	地图:D011	X:147	Y:347 
[2024/8/17 20:25:22] 物品:金创药(中量)	怪物:18D6D890骷髅战士0	地图:D011	X:147	Y:347 
[2024/8/17 20:25:22] 物品:金创药(中量)	怪物:18D6D890骷髅战士0	地图:D011	X:147	Y:347 
[2024/8/17 20:25:22] 物品:金创药(中量)	怪物:18D6D890骷髅战士0	地图:D011	X:147	Y:347 
[2024/8/17 20:25:22] 物品:魔法药(中量)	怪物:18D6D890骷髅战士0	地图:D011	X:147	Y:347 
[2024/8/17 20:25:22] 物品:魔法药(中量)	怪物:18D6D890骷髅战士0	地图:D011	X:147	Y:347 
[2024/8/17 20:25:22] 物品:魔法药(中量)	怪物:18D6D890骷髅战士0	地图:D011	X:147	Y:347 
[2024/8/17 20:25:22] 物品:魔法药(中量)	怪物:18D6D890骷髅战士0	地图:D011	X:147	Y:347 
[2024/8/17 20:25:23] 物品:治愈术	怪物:183A04D0僵尸4	地图:H201	X:120	Y:22 
[2024/8/17 20:25:26] 物品:强效太阳水	怪物:053113B0尸王8	地图:H201	X:88	Y:62 
[2024/8/17 20:25:26] 物品:强效太阳水	怪物:053113B0尸王8	地图:H201	X:88	Y:62 
[2024/8/17 20:25:26] 物品:强效太阳水	怪物:053113B0尸王8	地图:H201	X:88	Y:62 
[2024/8/17 20:25:26] 物品:强效太阳水	怪物:053113B0尸王8	地图:H201	X:88	Y:62 
[2024/8/17 20:25:26] 物品:强效太阳水	怪物:053113B0尸王8	地图:H201	X:88	Y:62 
[2024/8/17 20:25:26] 物品:强效金创药	怪物:053113B0尸王8	地图:H201	X:88	Y:62 
[2024/8/17 20:25:26] 物品:强效金创药	怪物:053113B0尸王8	地图:H201	X:88	Y:62 
[2024/8/17 20:25:26] 物品:强效魔法药	怪物:053113B0尸王8	地图:H201	X:88	Y:62 
[2024/8/17 20:25:26] 物品:强效魔法药	怪物:053113B0尸王8	地图:H201	X:88	Y:62 
[2024/8/17 20:25:26] 物品:黑檀手镯	怪物:053113B0尸王8	地图:H201	X:88	Y:62 
[2024/8/17 20:25:26] 物品:魔力手镯	怪物:053113B0尸王8	地图:H201	X:88	Y:62 
[2024/8/17 20:25:27] 物品:太阳水	怪物:284459E0黑色恶蛆8	地图:H001	X:133	Y:74 
[2024/8/17 20:25:30] 物品:强效太阳水	怪物:19CA4D10尸王8	地图:H201	X:120	Y:21 
[2024/8/17 20:25:30] 物品:强效太阳水	怪物:19CA4D10尸王8	地图:H201	X:120	Y:21 
[2024/8/17 20:25:30] 物品:强效太阳水	怪物:19CA4D10尸王8	地图:H201	X:120	Y:21 
[2024/8/17 20:25:30] 物品:强效太阳水	怪物:19CA4D10尸王8	地图:H201	X:120	Y:21 
[2024/8/17 20:25:30] 物品:强效太阳水	怪物:19CA4D10尸王8	地图:H201	X:120	Y:21 
[2024/8/17 20:25:30] 物品:强效金创药	怪物:19CA4D10尸王8	地图:H201	X:120	Y:21 
[2024/8/17 20:25:30] 物品:强效金创药	怪物:19CA4D10尸王8	地图:H201	X:120	Y:21 
[2024/8/17 20:25:30] 物品:强效魔法药	怪物:19CA4D10尸王8	地图:H201	X:120	Y:21 
[2024/8/17 20:25:30] 物品:强效魔法药	怪物:19CA4D10尸王8	地图:H201	X:120	Y:21 
[2024/8/17 20:25:30] 物品:骷髅戒指	怪物:19CA4D10尸王8	地图:H201	X:120	Y:21 
[2024/8/17 20:25:30] 物品:生铁戒指	怪物:19CA4D10尸王8	地图:H201	X:120	Y:21 
[2024/8/17 20:25:30] 物品:凝霜	怪物:19CA4D10尸王8	地图:H201	X:120	Y:21 
[2024/8/17 20:25:30] 物品:蓝翡翠项链	怪物:19CA4D10尸王8	地图:H201	X:120	Y:21 
[2024/8/17 20:25:32] 物品:施毒术	怪物:18505A60僵尸40	地图:H201	X:119	Y:20 
[2024/8/17 20:25:32] 物品:隐身术	怪物:18505A60僵尸40	地图:H201	X:119	Y:20 
[2024/8/17 20:25:32] 物品:灵魂火符	怪物:18505A60僵尸40	地图:H201	X:119	Y:20 
[2024/8/17 20:25:32] 物品:抗拒火环	怪物:18505A60僵尸40	地图:H201	X:119	Y:20 
[2024/8/17 20:25:32] 物品:精神力战法	怪物:18505A60僵尸40	地图:H201	X:119	Y:20 
[2024/8/17 20:25:32] 物品:火球术	怪物:18505A60僵尸40	地图:H201	X:119	Y:20 
[2024/8/17 20:25:32] 物品:治愈术	怪物:18505A60僵尸40	地图:H201	X:119	Y:20 
[2024/8/17 20:25:32] 物品:基本剑术	怪物:18505A60僵尸40	地图:H201	X:119	Y:20 
[2024/8/17 20:25:32] 物品:轻型盔甲(男)	怪物:18505A60僵尸40	地图:H201	X:119	Y:20 
[2024/8/17 20:25:32] 物品:中型盔甲(男)	怪物:18505A60僵尸40	地图:H201	X:119	Y:20 
[2024/8/17 20:25:32] 物品:黄色水晶项链	怪物:18505A60僵尸40	地图:H201	X:119	Y:20 
[2024/8/17 20:25:32] 物品:金创药(小量)	怪物:18505A60僵尸40	地图:H201	X:119	Y:20 
[2024/8/17 20:25:37] 物品:强效太阳水	怪物:30F6E730尸王8	地图:H201	X:120	Y:20 
[2024/8/17 20:25:37] 物品:强效太阳水	怪物:30F6E730尸王8	地图:H201	X:120	Y:20 
