[2024/8/20 23:0:52] 物品:金创药(中量)	怪物:23A41B70祖玛弓箭手8	地图:H204	X:76	Y:21 
[2024/8/20 23:26:19] 物品:魔法药(中量)	怪物:2BC0DAB0白野猪8	地图:H204	X:59	Y:40 
[2024/8/20 23:26:19] 物品:强效魔法药	怪物:2BC0DAB0白野猪8	地图:H204	X:59	Y:40 
[2024/8/20 23:26:19] 物品:强效魔法药	怪物:2BC0DAB0白野猪8	地图:H204	X:59	Y:40 
[2024/8/20 23:26:19] 物品:强效魔法药	怪物:2BC0DAB0白野猪8	地图:H204	X:59	Y:40 
[2024/8/20 23:26:19] 物品:强效金创药	怪物:2BC0DAB0白野猪8	地图:H204	X:59	Y:40 
[2024/8/20 23:26:19] 物品:强效金创药	怪物:2BC0DAB0白野猪8	地图:H204	X:59	Y:40 
[2024/8/20 23:26:19] 物品:强效金创药	怪物:2BC0DAB0白野猪8	地图:H204	X:59	Y:40 
[2024/8/20 23:26:19] 物品:强效金创药	怪物:2BC0DAB0白野猪8	地图:H204	X:59	Y:40 
[2024/8/20 23:26:19] 物品:强效金创药	怪物:2BC0DAB0白野猪8	地图:H204	X:59	Y:40 
[2024/8/20 23:26:19] 物品:强效金创药	怪物:2BC0DAB0白野猪8	地图:H204	X:59	Y:40 
[2024/8/20 23:26:19] 物品:强效魔法药	怪物:2BC0DAB0白野猪8	地图:H204	X:59	Y:40 
[2024/8/20 23:26:19] 物品:强效魔法药	怪物:2BC0DAB0白野猪8	地图:H204	X:59	Y:40 
[2024/8/20 23:26:19] 物品:强效魔法药	怪物:2BC0DAB0白野猪8	地图:H204	X:59	Y:40 
[2024/8/20 23:26:19] 物品:强效魔法药	怪物:2BC0DAB0白野猪8	地图:H204	X:59	Y:40 
[2024/8/20 23:26:19] 物品:强效魔法药	怪物:2BC0DAB0白野猪8	地图:H204	X:59	Y:40 
[2024/8/20 23:26:19] 物品:强效魔法药	怪物:2BC0DAB0白野猪8	地图:H204	X:59	Y:40 
[2024/8/20 23:26:19] 物品:无极棍	怪物:2BC0DAB0白野猪8	地图:H204	X:59	Y:40 
[2024/8/20 23:26:19] 物品:记忆项链	怪物:2BC0DAB0白野猪8	地图:H204	X:59	Y:40 
[2024/8/20 23:26:19] 物品:斩马刀	怪物:2BC0DAB0白野猪8	地图:H204	X:59	Y:40 
[2024/8/20 23:26:19] 物品:道德戒指	怪物:2BC0DAB0白野猪8	地图:H204	X:59	Y:40 
[2024/8/20 23:26:20] 物品:强效魔法药	怪物:2B3B4800魔龙射手	地图:66	X:143	Y:142 
[2024/8/20 23:26:20] 物品:灵魂火符	怪物:23DDC450僵尸40	地图:H201	X:151	Y:33 
[2024/8/20 23:26:20] 物品:抗拒火环	怪物:23DDC450僵尸40	地图:H201	X:151	Y:33 
[2024/8/20 23:26:20] 物品:精神力战法	怪物:23DDC450僵尸40	地图:H201	X:151	Y:33 
[2024/8/20 23:26:20] 物品:火球术	怪物:23DDC450僵尸40	地图:H201	X:151	Y:33 
[2024/8/20 23:26:20] 物品:治愈术	怪物:23DDC450僵尸40	地图:H201	X:151	Y:33 
[2024/8/20 23:26:20] 物品:基本剑术	怪物:23DDC450僵尸40	地图:H201	X:151	Y:33 
[2024/8/20 23:26:24] 物品:铁腰带	怪物:28D843B0魔龙射手	地图:66	X:70	Y:235 
[2024/8/20 23:26:24] 物品:强效金创药	怪物:291E62F0魔龙射手2	地图:66	X:155	Y:121 
[2024/8/20 23:26:24] 物品:绿色项链	怪物:291E62F0魔龙射手2	地图:66	X:155	Y:121 
[2024/8/20 23:26:24] 物品:道士头盔	怪物:291E62F0魔龙射手2	地图:66	X:155	Y:121 
[2024/8/20 23:26:24] 物品:死神手套	怪物:291E62F0魔龙射手2	地图:66	X:155	Y:121 
[2024/8/20 23:26:25] 物品:强效太阳水	怪物:2B498D00魔龙射手	地图:66	X:153	Y:123 
[2024/8/20 23:26:30] 物品:强效太阳水	怪物:23418DD0尸王8	地图:H201	X:161	Y:40 
[2024/8/20 23:26:30] 物品:强效太阳水	怪物:23418DD0尸王8	地图:H201	X:161	Y:40 
[2024/8/20 23:26:30] 物品:强效太阳水	怪物:23418DD0尸王8	地图:H201	X:161	Y:40 
[2024/8/20 23:26:30] 物品:强效太阳水	怪物:23418DD0尸王8	地图:H201	X:161	Y:40 
[2024/8/20 23:26:30] 物品:强效太阳水	怪物:23418DD0尸王8	地图:H201	X:161	Y:40 
[2024/8/20 23:26:30] 物品:强效金创药	怪物:23418DD0尸王8	地图:H201	X:161	Y:40 
[2024/8/20 23:26:30] 物品:强效金创药	怪物:23418DD0尸王8	地图:H201	X:161	Y:40 
[2024/8/20 23:26:30] 物品:强效魔法药	怪物:23418DD0尸王8	地图:H201	X:161	Y:40 
[2024/8/20 23:26:30] 物品:强效魔法药	怪物:23418DD0尸王8	地图:H201	X:161	Y:40 
[2024/8/20 23:26:30] 物品:生铁戒指	怪物:23418DD0尸王8	地图:H201	X:161	Y:40 
[2024/8/20 23:26:30] 物品:黑檀手镯	怪物:23418DD0尸王8	地图:H201	X:161	Y:40 
[2024/8/20 23:26:30] 物品:魔力手镯	怪物:23418DD0尸王8	地图:H201	X:161	Y:40 
[2024/8/20 23:26:32] 物品:强效太阳水	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效太阳水	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效太阳水	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效太阳水	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效太阳水	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效太阳水	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效太阳水	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效太阳水	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效太阳水	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效太阳水	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:太阳水	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:太阳水	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:太阳水	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:太阳水	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:太阳水	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:太阳水	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:太阳水	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:太阳水	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:太阳水	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:太阳水	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:金创药(中量)	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:金创药(中量)	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:金创药(中量)	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效金创药	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效金创药	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效金创药	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:魔法药(中量)	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:魔法药(中量)	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:魔法药(中量)	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效魔法药	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效魔法药	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效魔法药	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效金创药	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效金创药	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效金创药	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效金创药	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效金创药	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效金创药	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效魔法药	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效魔法药	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效魔法药	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效魔法药	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效魔法药	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:强效魔法药	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:32] 物品:龙之戒指	怪物:2BC0F0E0白野猪8	地图:H204	X:59	Y:57 
[2024/8/20 23:26:36] 物品:强效金创药	怪物:28B10420魔龙刺蛙	地图:66	X:148	Y:124 
[2024/8/20 23:26:37] 物品:降妖除魔戒指	怪物:2BCCB660祖玛弓箭手8	地图:H204	X:61	Y:63 
[2024/8/20 23:26:41] 物品:斩马刀	怪物:2BCAB810祖玛弓箭手8	地图:H204	X:68	Y:64 
[2024/8/20 23:26:42] 物品:刺杀剑术	怪物:2354AFF0恶灵尸王	地图:H201	X:159	Y:46 
[2024/8/20 23:26:42] 物品:施毒术	怪物:2354AFF0恶灵尸王	地图:H201	X:159	Y:46 
[2024/8/20 23:26:42] 物品:攻杀剑术	怪物:2354AFF0恶灵尸王	地图:H201	X:159	Y:46 
[2024/8/20 23:26:42] 物品:召唤骷髅	怪物:2354AFF0恶灵尸王	地图:H201	X:159	Y:46 
[2024/8/20 23:26:44] 物品:强效太阳水	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效太阳水	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效太阳水	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效太阳水	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效太阳水	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效太阳水	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效太阳水	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效太阳水	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效太阳水	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效太阳水	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:太阳水	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:太阳水	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:太阳水	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:太阳水	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:太阳水	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:太阳水	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:太阳水	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:太阳水	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:太阳水	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:太阳水	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:金创药(中量)	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:金创药(中量)	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:金创药(中量)	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效金创药	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效金创药	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效金创药	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:魔法药(中量)	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:魔法药(中量)	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:魔法药(中量)	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效魔法药	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效魔法药	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效魔法药	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效金创药	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效金创药	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效金创药	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效金创药	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效金创药	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效金创药	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效魔法药	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效魔法药	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效魔法药	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效魔法药	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效魔法药	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:44] 物品:强效魔法药	怪物:2BC308D0白野猪8	地图:H204	X:65	Y:24 
[2024/8/20 23:26:45] 物品:强效太阳水	怪物:23E32A20尸王8	地图:H201	X:160	Y:47 
[2024/8/20 23:26:45] 物品:强效太阳水	怪物:23E32A20尸王8	地图:H201	X:160	Y:47 
[2024/8/20 23:26:45] 物品:强效太阳水	怪物:23E32A20尸王8	地图:H201	X:160	Y:47 
[2024/8/20 23:26:45] 物品:强效太阳水	怪物:23E32A20尸王8	地图:H201	X:160	Y:47 
[2024/8/20 23:26:45] 物品:强效太阳水	怪物:23E32A20尸王8	地图:H201	X:160	Y:47 
[2024/8/20 23:26:45] 物品:强效金创药	怪物:23E32A20尸王8	地图:H201	X:160	Y:47 
[2024/8/20 23:26:45] 物品:强效金创药	怪物:23E32A20尸王8	地图:H201	X:160	Y:47 
[2024/8/20 23:26:45] 物品:强效魔法药	怪物:23E32A20尸王8	地图:H201	X:160	Y:47 
[2024/8/20 23:26:45] 物品:强效魔法药	怪物:23E32A20尸王8	地图:H201	X:160	Y:47 
[2024/8/20 23:26:45] 物品:黑色水晶戒指	怪物:23E32A20尸王8	地图:H201	X:160	Y:47 
[2024/8/20 23:26:45] 物品:黑檀手镯	怪物:23E32A20尸王8	地图:H201	X:160	Y:47 
[2024/8/20 23:26:46] 物品:疾光电影	怪物:233AA1B0恶灵尸王	地图:H201	X:161	Y:47 
[2024/8/20 23:26:46] 物品:集体隐身术	怪物:233AA1B0恶灵尸王	地图:H201	X:161	Y:47 
[2024/8/20 23:26:46] 物品:施毒术	怪物:233AA1B0恶灵尸王	地图:H201	X:161	Y:47 
[2024/8/20 23:26:46] 物品:雷电术	怪物:233AA1B0恶灵尸王	地图:H201	X:161	Y:47 
[2024/8/20 23:26:49] 物品:强效太阳水	怪物:234108B0尸王8	地图:H201	X:160	Y:47 
[2024/8/20 23:26:49] 物品:强效太阳水	怪物:234108B0尸王8	地图:H201	X:160	Y:47 
[2024/8/20 23:26:49] 物品:强效太阳水	怪物:234108B0尸王8	地图:H201	X:160	Y:47 
[2024/8/20 23:26:49] 物品:强效太阳水	怪物:234108B0尸王8	地图:H201	X:160	Y:47 
[2024/8/20 23:26:49] 物品:强效太阳水	怪物:234108B0尸王8	地图:H201	X:160	Y:47 
[2024/8/20 23:26:49] 物品:强效金创药	怪物:234108B0尸王8	地图:H201	X:160	Y:47 
[2024/8/20 23:26:49] 物品:强效金创药	怪物:234108B0尸王8	地图:H201	X:160	Y:47 
[2024/8/20 23:26:49] 物品:强效魔法药	怪物:234108B0尸王8	地图:H201	X:160	Y:47 
[2024/8/20 23:26:49] 物品:强效魔法药	怪物:234108B0尸王8	地图:H201	X:160	Y:47 
[2024/8/20 23:26:49] 物品:魔力手镯	怪物:234108B0尸王8	地图:H201	X:160	Y:47 
[2024/8/20 23:26:52] 物品:强效太阳水	怪物:2341FCC0尸王8	地图:H201	X:165	Y:47 
[2024/8/20 23:26:52] 物品:强效太阳水	怪物:2341FCC0尸王8	地图:H201	X:165	Y:47 
[2024/8/20 23:26:52] 物品:强效太阳水	怪物:2341FCC0尸王8	地图:H201	X:165	Y:47 
[2024/8/20 23:26:52] 物品:强效太阳水	怪物:2341FCC0尸王8	地图:H201	X:165	Y:47 
[2024/8/20 23:26:52] 物品:强效太阳水	怪物:2341FCC0尸王8	地图:H201	X:165	Y:47 
[2024/8/20 23:26:52] 物品:强效金创药	怪物:2341FCC0尸王8	地图:H201	X:165	Y:47 
[2024/8/20 23:26:52] 物品:强效金创药	怪物:2341FCC0尸王8	地图:H201	X:165	Y:47 
[2024/8/20 23:26:52] 物品:强效魔法药	怪物:2341FCC0尸王8	地图:H201	X:165	Y:47 
[2024/8/20 23:26:52] 物品:强效魔法药	怪物:2341FCC0尸王8	地图:H201	X:165	Y:47 
[2024/8/20 23:26:52] 物品:骷髅戒指	怪物:2341FCC0尸王8	地图:H201	X:165	Y:47 
[2024/8/20 23:26:52] 物品:黑色水晶戒指	怪物:2341FCC0尸王8	地图:H201	X:165	Y:47 
[2024/8/20 23:26:52] 物品:魅力戒指	怪物:2341FCC0尸王8	地图:H201	X:165	Y:47 
[2024/8/20 23:26:52] 物品:蓝翡翠项链	怪物:2341FCC0尸王8	地图:H201	X:165	Y:47 
[2024/8/20 23:26:52] 物品:黑檀手镯	怪物:2341FCC0尸王8	地图:H201	X:165	Y:47 
[2024/8/20 23:26:52] 物品:魔力手镯	怪物:2341FCC0尸王8	地图:H201	X:165	Y:47 
[2024/8/20 23:26:52] 物品:野蛮冲撞	怪物:2341FCC0尸王8	地图:H201	X:165	Y:47 
[2024/8/20 23:26:52] 物品:半月	怪物:2BBEC420祖玛雕像8	地图:H204	X:70	Y:72 
[2024/8/20 23:26:55] 物品:金创药(小量)	怪物:234F1020僵尸5	地图:H201	X:167	Y:50 
[2024/8/20 23:26:55] 物品:魔法药(小量)	怪物:234F1020僵尸5	地图:H201	X:167	Y:50 
[2024/8/20 23:26:57] 物品:强效太阳水	怪物:23241C30尸王8	地图:H201	X:172	Y:48 
[2024/8/20 23:26:57] 物品:强效太阳水	怪物:23241C30尸王8	地图:H201	X:172	Y:48 
[2024/8/20 23:26:57] 物品:强效太阳水	怪物:23241C30尸王8	地图:H201	X:172	Y:48 
[2024/8/20 23:26:57] 物品:强效太阳水	怪物:23241C30尸王8	地图:H201	X:172	Y:48 
[2024/8/20 23:26:57] 物品:强效太阳水	怪物:23241C30尸王8	地图:H201	X:172	Y:48 
[2024/8/20 23:26:57] 物品:强效金创药	怪物:23241C30尸王8	地图:H201	X:172	Y:48 
[2024/8/20 23:26:57] 物品:强效金创药	怪物:23241C30尸王8	地图:H201	X:172	Y:48 
[2024/8/20 23:26:57] 物品:强效魔法药	怪物:23241C30尸王8	地图:H201	X:172	Y:48 
[2024/8/20 23:26:57] 物品:强效魔法药	怪物:23241C30尸王8	地图:H201	X:172	Y:48 
[2024/8/20 23:26:57] 物品:蛇眼戒指	怪物:23241C30尸王8	地图:H201	X:172	Y:48 
[2024/8/20 23:26:57] 物品:集体隐身术	怪物:23544100恶灵尸王	地图:H201	X:171	Y:47 
[2024/8/20 23:26:57] 物品:雷电术	怪物:23544100恶灵尸王	地图:H201	X:171	Y:47 
[2024/8/20 23:26:57] 物品:幽灵盾	怪物:234BDAA0恶灵尸王	地图:H201	X:170	Y:47 
[2024/8/20 23:26:57] 物品:集体隐身术	怪物:234BDAA0恶灵尸王	地图:H201	X:170	Y:47 
[2024/8/20 23:26:57] 物品:地狱火	怪物:234BDAA0恶灵尸王	地图:H201	X:170	Y:47 
[2024/8/20 23:27:0] 物品:地狱火	怪物:2323AD40僵尸1	地图:H201	X:168	Y:43 
[2024/8/20 23:27:2] 物品:强效金创药	怪物:2C0710C0魔龙射手	地图:66	X:150	Y:118 
[2024/8/20 23:27:2] 物品:重盔甲(男)	怪物:2C0710C0魔龙射手	地图:66	X:150	Y:118 
[2024/8/20 23:27:2] 物品:重盔甲(男)	怪物:2BCB5360祖玛弓箭手8	地图:H204	X:69	Y:79 
[2024/8/20 23:27:2] 物品:海魂	怪物:2BCB5360祖玛弓箭手8	地图:H204	X:69	Y:79 
[2024/8/20 23:27:3] 物品:强效魔法药	怪物:2B454A40魔龙破甲兵	地图:66	X:46	Y:152 
[2024/8/20 23:27:3] 物品:强效魔法药	怪物:2B454A40魔龙破甲兵	地图:66	X:46	Y:152 
[2024/8/20 23:27:4] 物品:魅力戒指	怪物:2BCBC250祖玛弓箭手8	地图:H204	X:51	Y:14 
[2024/8/20 23:27:6] 物品:凤凰明珠	怪物:2BBF4940祖玛雕像8	地图:H204	X:64	Y:81 
[2024/8/20 23:27:8] 物品:大火球	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:抗拒火环	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:精神力战法	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:火球术	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:治愈术	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:基本剑术	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:海魂	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:蓝色水晶戒指	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:魔鬼项链	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:琥珀项链	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:凤凰明珠	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:灯笼项链	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:铁剑	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:短剑	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:轻型盔甲(男)	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:轻型盔甲(女)	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:中型盔甲(男)	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:青铜斧	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:黑檀项链	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:黄色水晶项链	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:黑色水晶项链	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:青铜头盔	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:金创药(小量)	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:金创药(小量)	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:金创药(小量)	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:金创药(小量)	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:魔法药(小量)	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:魔法药(小量)	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:魔法药(小量)	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:8] 物品:魔法药(小量)	怪物:23DF53B0僵尸50	地图:H201	X:169	Y:38 
[2024/8/20 23:27:10] 物品:金创药(小量)	怪物:23E7C730僵尸5	地图:H201	X:169	Y:37 
[2024/8/20 23:27:12] 物品:强效太阳水	怪物:23E0C4E0尸王8	地图:H201	X:168	Y:37 
[2024/8/20 23:27:12] 物品:强效太阳水	怪物:23E0C4E0尸王8	地图:H201	X:168	Y:37 
[2024/8/20 23:27:12] 物品:强效太阳水	怪物:23E0C4E0尸王8	地图:H201	X:168	Y:37 
[2024/8/20 23:27:12] 物品:强效太阳水	怪物:23E0C4E0尸王8	地图:H201	X:168	Y:37 
