[2024/8/18 20:0:1] 物品:紫碧螺	怪物:29028200祖玛弓箭手83	地图:H007	X:140	Y:152 
[2024/8/18 20:28:9] 物品:灯笼项链	怪物:05F34E70虹魔蝎卫8	地图:H204	X:28	Y:31 
[2024/8/18 20:28:10] 物品:强效太阳水	怪物:297CB0F0尸王8	地图:H201	X:164	Y:58 
[2024/8/18 20:28:10] 物品:强效太阳水	怪物:297CB0F0尸王8	地图:H201	X:164	Y:58 
[2024/8/18 20:28:10] 物品:强效太阳水	怪物:297CB0F0尸王8	地图:H201	X:164	Y:58 
[2024/8/18 20:28:10] 物品:强效太阳水	怪物:297CB0F0尸王8	地图:H201	X:164	Y:58 
[2024/8/18 20:28:10] 物品:强效太阳水	怪物:297CB0F0尸王8	地图:H201	X:164	Y:58 
[2024/8/18 20:28:10] 物品:强效金创药	怪物:297CB0F0尸王8	地图:H201	X:164	Y:58 
[2024/8/18 20:28:10] 物品:强效金创药	怪物:297CB0F0尸王8	地图:H201	X:164	Y:58 
[2024/8/18 20:28:10] 物品:强效魔法药	怪物:297CB0F0尸王8	地图:H201	X:164	Y:58 
[2024/8/18 20:28:10] 物品:强效魔法药	怪物:297CB0F0尸王8	地图:H201	X:164	Y:58 
[2024/8/18 20:28:10] 物品:黑檀手镯	怪物:297CB0F0尸王8	地图:H201	X:164	Y:58 
[2024/8/18 20:28:10] 物品:魔力手镯	怪物:297CB0F0尸王8	地图:H201	X:164	Y:58 
[2024/8/18 20:28:11] 物品:太阳水	怪物:27F89790黑野猪8	地图:H002	X:360	Y:85 
[2024/8/18 20:28:12] 物品:魔法药(小量)	怪物:27BABD20骷髅战士	地图:D001	X:268	Y:169 
[2024/8/18 20:28:12] 物品:太阳水	怪物:2944EEA0花吻蜘蛛8	地图:H009	X:169	Y:239 
[2024/8/18 20:28:12] 物品:强效金创药	怪物:2944EEA0花吻蜘蛛8	地图:H009	X:169	Y:239 
[2024/8/18 20:28:12] 物品:强效魔法药	怪物:2944EEA0花吻蜘蛛8	地图:H009	X:169	Y:239 
[2024/8/18 20:28:12] 物品:疗伤药	怪物:2944EEA0花吻蜘蛛8	地图:H009	X:169	Y:239 
[2024/8/18 20:28:13] 物品:强效魔法药	怪物:186EF500魔龙射手	地图:66	X:66	Y:99 
[2024/8/18 20:28:15] 物品:攻杀剑术	怪物:1CF41540恶灵尸王	地图:H201	X:80	Y:167 
[2024/8/18 20:28:15] 物品:地狱火	怪物:1CF41540恶灵尸王	地图:H201	X:80	Y:167 
[2024/8/18 20:28:16] 物品:强效太阳水	怪物:2A1F0DB0尸王8	地图:H201	X:78	Y:167 
[2024/8/18 20:28:16] 物品:强效太阳水	怪物:2A1F0DB0尸王8	地图:H201	X:78	Y:167 
[2024/8/18 20:28:16] 物品:强效太阳水	怪物:2A1F0DB0尸王8	地图:H201	X:78	Y:167 
[2024/8/18 20:28:16] 物品:强效太阳水	怪物:2A1F0DB0尸王8	地图:H201	X:78	Y:167 
[2024/8/18 20:28:16] 物品:强效太阳水	怪物:2A1F0DB0尸王8	地图:H201	X:78	Y:167 
[2024/8/18 20:28:16] 物品:强效金创药	怪物:2A1F0DB0尸王8	地图:H201	X:78	Y:167 
[2024/8/18 20:28:16] 物品:强效金创药	怪物:2A1F0DB0尸王8	地图:H201	X:78	Y:167 
[2024/8/18 20:28:16] 物品:强效魔法药	怪物:2A1F0DB0尸王8	地图:H201	X:78	Y:167 
[2024/8/18 20:28:16] 物品:强效魔法药	怪物:2A1F0DB0尸王8	地图:H201	X:78	Y:167 
[2024/8/18 20:28:16] 物品:骷髅戒指	怪物:2A1F0DB0尸王8	地图:H201	X:78	Y:167 
[2024/8/18 20:28:16] 物品:黑色水晶戒指	怪物:2A1F0DB0尸王8	地图:H201	X:78	Y:167 
[2024/8/18 20:28:16] 物品:黑檀手镯	怪物:2A1F0DB0尸王8	地图:H201	X:78	Y:167 
[2024/8/18 20:28:16] 物品:魔力手镯	怪物:2A1F0DB0尸王8	地图:H201	X:78	Y:167 
[2024/8/18 20:28:16] 物品:野蛮冲撞	怪物:2A1F0DB0尸王8	地图:H201	X:78	Y:167 
[2024/8/18 20:28:16] 物品:魔鬼项链	怪物:21F83B70祖玛卫士8	地图:H007	X:68	Y:135 
[2024/8/18 20:28:16] 物品:魔法手镯	怪物:21F83B70祖玛卫士8	地图:H007	X:68	Y:135 
[2024/8/18 20:28:18] 物品:强效太阳水	怪物:281CF0F0尸王8	地图:H201	X:164	Y:57 
[2024/8/18 20:28:18] 物品:强效太阳水	怪物:281CF0F0尸王8	地图:H201	X:164	Y:57 
[2024/8/18 20:28:18] 物品:强效太阳水	怪物:281CF0F0尸王8	地图:H201	X:164	Y:57 
[2024/8/18 20:28:18] 物品:强效太阳水	怪物:281CF0F0尸王8	地图:H201	X:164	Y:57 
[2024/8/18 20:28:18] 物品:强效太阳水	怪物:281CF0F0尸王8	地图:H201	X:164	Y:57 
[2024/8/18 20:28:18] 物品:强效金创药	怪物:281CF0F0尸王8	地图:H201	X:164	Y:57 
[2024/8/18 20:28:18] 物品:强效金创药	怪物:281CF0F0尸王8	地图:H201	X:164	Y:57 
[2024/8/18 20:28:18] 物品:强效魔法药	怪物:281CF0F0尸王8	地图:H201	X:164	Y:57 
[2024/8/18 20:28:18] 物品:强效魔法药	怪物:281CF0F0尸王8	地图:H201	X:164	Y:57 
[2024/8/18 20:28:18] 物品:黑色水晶戒指	怪物:281CF0F0尸王8	地图:H201	X:164	Y:57 
[2024/8/18 20:28:18] 物品:凝霜	怪物:281CF0F0尸王8	地图:H201	X:164	Y:57 
[2024/8/18 20:28:18] 物品:黑檀手镯	怪物:281CF0F0尸王8	地图:H201	X:164	Y:57 
[2024/8/18 20:28:18] 物品:魔力手镯	怪物:281CF0F0尸王8	地图:H201	X:164	Y:57 
[2024/8/18 20:28:19] 物品:基本剑术	怪物:28FCF780僵尸5	地图:H201	X:80	Y:167 
[2024/8/18 20:28:20] 物品:骷髅头盔	怪物:1A1016C0祖玛卫士8	地图:H007	X:68	Y:134 
[2024/8/18 20:28:20] 物品:魔法手镯	怪物:1A1016C0祖玛卫士8	地图:H007	X:68	Y:134 
[2024/8/18 20:28:20] 物品:珍珠戒指	怪物:1A1016C0祖玛卫士8	地图:H007	X:68	Y:134 
[2024/8/18 20:28:21] 物品:金创药(小量)	怪物:31D42670僵尸4	地图:H201	X:77	Y:167 
[2024/8/18 20:28:22] 物品:魔法药(小量)	怪物:2EBB20A0僵尸5	地图:H201	X:163	Y:57 
[2024/8/18 20:28:23] 物品:太阳水	怪物:0D97BF30黑色恶蛆8	地图:H104	X:80	Y:83 
[2024/8/18 20:28:23] 物品:魔法长袍(女)	怪物:2AA24FB0魔龙血蛙	地图:66	X:60	Y:97 
[2024/8/18 20:28:27] 物品:强效太阳水	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:强效太阳水	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:强效太阳水	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:强效太阳水	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:强效太阳水	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:太阳水	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:太阳水	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:太阳水	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:太阳水	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:太阳水	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:太阳水	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:太阳水	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:太阳水	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:太阳水	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:太阳水	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:金创药(中量)	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:金创药(中量)	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:强效金创药	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:强效金创药	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:强效金创药	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:魔法药(中量)	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:魔法药(中量)	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:强效魔法药	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:强效魔法药	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:强效魔法药	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:琥珀项链	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:蓝翡翠项链	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:27] 物品:隐身术	怪物:294410C0沃玛卫士8	地图:H204	X:29	Y:32 
[2024/8/18 20:28:29] 物品:强效太阳水	怪物:28FE01C0尸王8	地图:H201	X:78	Y:168 
[2024/8/18 20:28:29] 物品:强效太阳水	怪物:28FE01C0尸王8	地图:H201	X:78	Y:168 
[2024/8/18 20:28:29] 物品:强效太阳水	怪物:28FE01C0尸王8	地图:H201	X:78	Y:168 
[2024/8/18 20:28:29] 物品:强效太阳水	怪物:28FE01C0尸王8	地图:H201	X:78	Y:168 
[2024/8/18 20:28:29] 物品:强效太阳水	怪物:28FE01C0尸王8	地图:H201	X:78	Y:168 
[2024/8/18 20:28:29] 物品:强效金创药	怪物:28FE01C0尸王8	地图:H201	X:78	Y:168 
[2024/8/18 20:28:29] 物品:强效金创药	怪物:28FE01C0尸王8	地图:H201	X:78	Y:168 
[2024/8/18 20:28:29] 物品:强效魔法药	怪物:28FE01C0尸王8	地图:H201	X:78	Y:168 
[2024/8/18 20:28:29] 物品:强效魔法药	怪物:28FE01C0尸王8	地图:H201	X:78	Y:168 
[2024/8/18 20:28:29] 物品:珊瑚戒指	怪物:28FE01C0尸王8	地图:H201	X:78	Y:168 
[2024/8/18 20:28:29] 物品:凝霜	怪物:28FE01C0尸王8	地图:H201	X:78	Y:168 
[2024/8/18 20:28:29] 物品:魅力戒指	怪物:28FE01C0尸王8	地图:H201	X:78	Y:168 
[2024/8/18 20:28:29] 物品:黑檀手镯	怪物:28FE01C0尸王8	地图:H201	X:78	Y:168 
[2024/8/18 20:28:29] 物品:魔力手镯	怪物:28FE01C0尸王8	地图:H201	X:78	Y:168 
[2024/8/18 20:28:31] 物品:强效太阳水	怪物:286886E0尸王8	地图:H201	X:170	Y:55 
[2024/8/18 20:28:31] 物品:强效太阳水	怪物:286886E0尸王8	地图:H201	X:170	Y:55 
[2024/8/18 20:28:31] 物品:强效太阳水	怪物:286886E0尸王8	地图:H201	X:170	Y:55 
[2024/8/18 20:28:31] 物品:强效太阳水	怪物:286886E0尸王8	地图:H201	X:170	Y:55 
[2024/8/18 20:28:31] 物品:强效太阳水	怪物:286886E0尸王8	地图:H201	X:170	Y:55 
[2024/8/18 20:28:31] 物品:强效金创药	怪物:286886E0尸王8	地图:H201	X:170	Y:55 
[2024/8/18 20:28:31] 物品:强效金创药	怪物:286886E0尸王8	地图:H201	X:170	Y:55 
[2024/8/18 20:28:31] 物品:强效魔法药	怪物:286886E0尸王8	地图:H201	X:170	Y:55 
[2024/8/18 20:28:31] 物品:强效魔法药	怪物:286886E0尸王8	地图:H201	X:170	Y:55 
[2024/8/18 20:28:31] 物品:黑檀手镯	怪物:286886E0尸王8	地图:H201	X:170	Y:55 
[2024/8/18 20:28:31] 物品:群体治疗术	怪物:286886E0尸王8	地图:H201	X:170	Y:55 
[2024/8/18 20:28:31] 物品:强效魔法药	怪物:2B7651A0魔龙射手	地图:66	X:56	Y:96 
[2024/8/18 20:28:31] 物品:龙纹剑	怪物:2B7651A0魔龙射手	地图:66	X:56	Y:96 
[2024/8/18 20:28:31] 物品:骷髅头盔	怪物:2B7651A0魔龙射手	地图:66	X:56	Y:96 
[2024/8/18 20:28:31] 物品:魔力手镯	怪物:28F172E0祖玛雕像8	地图:H007	X:61	Y:136 
[2024/8/18 20:28:31] 物品:魅力戒指	怪物:28F172E0祖玛雕像8	地图:H007	X:61	Y:136 
[2024/8/18 20:28:33] 物品:黑色水晶戒指	怪物:29811B00跳跳蜂	地图:D601	X:26	Y:124 
[2024/8/18 20:28:33] 物品:破魂	怪物:29811B00跳跳蜂	地图:D601	X:26	Y:124 
[2024/8/18 20:28:38] 物品:太阳水	怪物:22807D20祖玛卫士8	地图:H007	X:62	Y:135 
[2024/8/18 20:28:39] 物品:疾光电影	怪物:05A53300恶灵尸王	地图:H201	X:170	Y:56 
[2024/8/18 20:28:39] 物品:爆裂火焰	怪物:05A53300恶灵尸王	地图:H201	X:170	Y:56 
[2024/8/18 20:28:39] 物品:灵魂火符	怪物:05A53300恶灵尸王	地图:H201	X:170	Y:56 
[2024/8/18 20:28:39] 物品:雷电术	怪物:05A53300恶灵尸王	地图:H201	X:170	Y:56 
[2024/8/18 20:28:39] 物品:召唤骷髅	怪物:05A53300恶灵尸王	地图:H201	X:170	Y:56 
[2024/8/18 20:28:41] 物品:金创药(小量)	怪物:2E98E9C0僵尸5	地图:H201	X:168	Y:56 
[2024/8/18 20:28:43] 物品:道士手镯	怪物:28E5FCA0祖玛卫士8	地图:H007	X:61	Y:135 
[2024/8/18 20:28:43] 物品:抗拒火环	怪物:289464A0僵尸1	地图:H201	X:170	Y:56 
[2024/8/18 20:28:43] 物品:精神力战法	怪物:289464A0僵尸1	地图:H201	X:170	Y:56 
[2024/8/18 20:28:55] 物品:金创药(小量)	怪物:2A1B97B0僵尸4	地图:H201	X:71	Y:171 
[2024/8/18 20:28:55] 物品:强效太阳水	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效太阳水	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效太阳水	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效太阳水	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效太阳水	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效太阳水	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效太阳水	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效太阳水	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效太阳水	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效太阳水	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:太阳水	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:太阳水	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:太阳水	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:太阳水	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:太阳水	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:太阳水	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:太阳水	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:太阳水	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:太阳水	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:太阳水	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效金创药	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效金创药	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效金创药	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效金创药	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效金创药	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效金创药	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效金创药	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效金创药	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效金创药	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效金创药	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效魔法药	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效魔法药	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效魔法药	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效魔法药	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效魔法药	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效魔法药	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效魔法药	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效魔法药	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效魔法药	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:强效魔法药	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:55] 物品:魔法手镯	怪物:236BDF80虹魔蝎卫8	地图:H204	X:28	Y:32 
[2024/8/18 20:28:56] 物品:瞬息移动	怪物:2E061270僵尸1	地图:H201	X:176	Y:56 
[2024/8/18 20:28:57] 物品:强效太阳水	怪物:2465B320尸王8	地图:H201	X:69	Y:171 
[2024/8/18 20:28:57] 物品:强效太阳水	怪物:2465B320尸王8	地图:H201	X:69	Y:171 
[2024/8/18 20:28:57] 物品:强效太阳水	怪物:2465B320尸王8	地图:H201	X:69	Y:171 
[2024/8/18 20:28:57] 物品:强效太阳水	怪物:2465B320尸王8	地图:H201	X:69	Y:171 
[2024/8/18 20:28:57] 物品:强效太阳水	怪物:2465B320尸王8	地图:H201	X:69	Y:171 
[2024/8/18 20:28:57] 物品:强效金创药	怪物:2465B320尸王8	地图:H201	X:69	Y:171 
[2024/8/18 20:28:57] 物品:强效金创药	怪物:2465B320尸王8	地图:H201	X:69	Y:171 
[2024/8/18 20:28:57] 物品:强效魔法药	怪物:2465B320尸王8	地图:H201	X:69	Y:171 
[2024/8/18 20:28:57] 物品:强效魔法药	怪物:2465B320尸王8	地图:H201	X:69	Y:171 
[2024/8/18 20:28:57] 物品:蛇眼戒指	怪物:2465B320尸王8	地图:H201	X:69	Y:171 
[2024/8/18 20:28:57] 物品:死神手套	怪物:2465B320尸王8	地图:H201	X:69	Y:171 
[2024/8/18 20:28:57] 物品:道德戒指	怪物:2465B320尸王8	地图:H201	X:69	Y:171 
[2024/8/18 20:28:57] 物品:蓝翡翠项链	怪物:2465B320尸王8	地图:H201	X:69	Y:171 
[2024/8/18 20:28:57] 物品:魔力手镯	怪物:2465B320尸王8	地图:H201	X:69	Y:171 
[2024/8/18 20:28:57] 物品:冰咆哮	怪物:2465B320尸王8	地图:H201	X:69	Y:171 
[2024/8/18 20:28:57] 物品:强效金创药	怪物:2E034DF0魔龙破甲兵2	地图:66	X:56	Y:94 
[2024/8/18 20:28:57] 物品:太阳水	怪物:2E034DF0魔龙破甲兵2	地图:66	X:56	Y:94 
[2024/8/18 20:29:0] 物品:魔法药(小量)	怪物:2751E640僵尸4	地图:H201	X:176	Y:56 
[2024/8/18 20:29:6] 物品:强效太阳水	怪物:21EE58D0尸王8	地图:H201	X:70	Y:172 
[2024/8/18 20:29:6] 物品:强效太阳水	怪物:21EE58D0尸王8	地图:H201	X:70	Y:172 
[2024/8/18 20:29:6] 物品:强效太阳水	怪物:21EE58D0尸王8	地图:H201	X:70	Y:172 
[2024/8/18 20:29:6] 物品:强效太阳水	怪物:21EE58D0尸王8	地图:H201	X:70	Y:172 
[2024/8/18 20:29:6] 物品:强效太阳水	怪物:21EE58D0尸王8	地图:H201	X:70	Y:172 
[2024/8/18 20:29:6] 物品:强效金创药	怪物:21EE58D0尸王8	地图:H201	X:70	Y:172 
[2024/8/18 20:29:6] 物品:强效金创药	怪物:21EE58D0尸王8	地图:H201	X:70	Y:172 
[2024/8/18 20:29:6] 物品:强效魔法药	怪物:21EE58D0尸王8	地图:H201	X:70	Y:172 
[2024/8/18 20:29:6] 物品:强效魔法药	怪物:21EE58D0尸王8	地图:H201	X:70	Y:172 
[2024/8/18 20:29:6] 物品:珍珠戒指	怪物:21EE58D0尸王8	地图:H201	X:70	Y:172 
[2024/8/18 20:29:6] 物品:集体隐身术	怪物:2F2B9BE0恶灵尸王	地图:H201	X:176	Y:55 
[2024/8/18 20:29:6] 物品:施毒术	怪物:2F2B9BE0恶灵尸王	地图:H201	X:176	Y:55 
[2024/8/18 20:29:6] 物品:召唤骷髅	怪物:2F2B9BE0恶灵尸王	地图:H201	X:176	Y:55 
[2024/8/18 20:29:10] 物品:魔法长袍(男)	怪物:28FF7AF0祖玛卫士83	地图:H007	X:53	Y:126 
[2024/8/18 20:29:10] 物品:骷髅头盔	怪物:2D9A4450魔龙邪眼	地图:66	X:59	Y:91 
[2024/8/18 20:29:12] 物品:魔法药(小量)	怪物:3018E840骷髅战士	地图:D001	X:235	Y:373 
[2024/8/18 20:29:12] 物品:强效魔法药	怪物:2DCBE460魔龙破甲兵	地图:66	X:59	Y:93 
[2024/8/18 20:29:17] 物品:铁剑	怪物:29085350跳跳蜂	地图:D601	X:27	Y:129 
[2024/8/18 20:29:18] 物品:强效太阳水	怪物:2DC5EAF0尸王8	地图:H201	X:71	Y:172 
[2024/8/18 20:29:18] 物品:强效太阳水	怪物:2DC5EAF0尸王8	地图:H201	X:71	Y:172 
[2024/8/18 20:29:18] 物品:强效太阳水	怪物:2DC5EAF0尸王8	地图:H201	X:71	Y:172 
[2024/8/18 20:29:18] 物品:强效太阳水	怪物:2DC5EAF0尸王8	地图:H201	X:71	Y:172 
[2024/8/18 20:29:18] 物品:强效太阳水	怪物:2DC5EAF0尸王8	地图:H201	X:71	Y:172 
[2024/8/18 20:29:18] 物品:强效金创药	怪物:2DC5EAF0尸王8	地图:H201	X:71	Y:172 
[2024/8/18 20:29:18] 物品:强效金创药	怪物:2DC5EAF0尸王8	地图:H201	X:71	Y:172 
[2024/8/18 20:29:18] 物品:强效魔法药	怪物:2DC5EAF0尸王8	地图:H201	X:71	Y:172 
[2024/8/18 20:29:18] 物品:强效魔法药	怪物:2DC5EAF0尸王8	地图:H201	X:71	Y:172 
[2024/8/18 20:29:18] 物品:魔力手镯	怪物:2DC5EAF0尸王8	地图:H201	X:71	Y:172 
[2024/8/18 20:29:18] 物品:偃月	怪物:28F9ECD0祖玛雕像83	地图:H007	X:53	Y:125 
[2024/8/18 20:29:18] 物品:降妖除魔戒指	怪物:28F9ECD0祖玛雕像83	地图:H007	X:53	Y:125 
[2024/8/18 20:29:22] 物品:玻璃戒指	怪物:2DAF1EF0骷髅0	地图:D001	X:238	Y:381 
[2024/8/18 20:29:22] 物品:牛角戒指	怪物:2DAF1EF0骷髅0	地图:D001	X:238	Y:381 
[2024/8/18 20:29:22] 物品:金创药(小量)	怪物:2DAF1EF0骷髅0	地图:D001	X:238	Y:381 
[2024/8/18 20:29:22] 物品:金创药(小量)	怪物:2DAF1EF0骷髅0	地图:D001	X:238	Y:381 
[2024/8/18 20:29:22] 物品:金创药(小量)	怪物:2DAF1EF0骷髅0	地图:D001	X:238	Y:381 
[2024/8/18 20:29:22] 物品:金创药(小量)	怪物:2DAF1EF0骷髅0	地图:D001	X:238	Y:381 
[2024/8/18 20:29:22] 物品:魔法药(小量)	怪物:2DAF1EF0骷髅0	地图:D001	X:238	Y:381 
[2024/8/18 20:29:22] 物品:魔法药(小量)	怪物:2DAF1EF0骷髅0	地图:D001	X:238	Y:381 
[2024/8/18 20:29:22] 物品:魔法药(小量)	怪物:2DAF1EF0骷髅0	地图:D001	X:238	Y:381 
[2024/8/18 20:29:22] 物品:魔法药(小量)	怪物:2DAF1EF0骷髅0	地图:D001	X:238	Y:381 
[2024/8/18 20:29:23] 物品:降魔	怪物:282B23E0魔龙射手	地图:66	X:60	Y:84 
[2024/8/18 20:29:25] 物品:重盔甲(男)	怪物:2A00DA20黑锷蜘蛛8	地图:H009	X:165	Y:231 
[2024/8/18 20:29:25] 物品:重盔甲(女)	怪物:2A00DA20黑锷蜘蛛8	地图:H009	X:165	Y:231 
[2024/8/18 20:29:25] 物品:灵魂战衣(女)	怪物:2A00DA20黑锷蜘蛛8	地图:H009	X:165	Y:231 
[2024/8/18 20:29:25] 物品:灵魂战衣(男)	怪物:2A00DA20黑锷蜘蛛8	地图:H009	X:165	Y:231 
[2024/8/18 20:29:25] 物品:魔法长袍(男)	怪物:2A00DA20黑锷蜘蛛8	地图:H009	X:165	Y:231 
[2024/8/18 20:29:25] 物品:魔法长袍(女)	怪物:2A00DA20黑锷蜘蛛8	地图:H009	X:165	Y:231 
[2024/8/18 20:29:25] 物品:金戒指	怪物:2A00DA20黑锷蜘蛛8	地图:H009	X:165	Y:231 
[2024/8/18 20:29:25] 物品:蓝翡翠项链	怪物:2A00DA20黑锷蜘蛛8	地图:H009	X:165	Y:231 
[2024/8/18 20:29:25] 物品:金手镯	怪物:2A00DA20黑锷蜘蛛8	地图:H009	X:165	Y:231 
[2024/8/18 20:29:25] 物品:道德戒指	怪物:2A00DA20黑锷蜘蛛8	地图:H009	X:165	Y:231 
