[2024/8/19 19:0:2] 物品:太阳水	怪物:283FBB90黑野猪8	地图:H002	X:276	Y:149 
[2024/8/19 19:36:24] 物品:强效金创药	怪物:226A3C40虹魔蝎卫8	地图:H204	X:78	Y:22 
[2024/8/19 19:36:24] 物品:强效金创药	怪物:226A3C40虹魔蝎卫8	地图:H204	X:78	Y:22 
[2024/8/19 19:36:24] 物品:强效金创药	怪物:226A3C40虹魔蝎卫8	地图:H204	X:78	Y:22 
[2024/8/19 19:36:24] 物品:强效金创药	怪物:226A3C40虹魔蝎卫8	地图:H204	X:78	Y:22 
[2024/8/19 19:36:24] 物品:强效金创药	怪物:226A3C40虹魔蝎卫8	地图:H204	X:78	Y:22 
[2024/8/19 19:36:24] 物品:强效金创药	怪物:226A3C40虹魔蝎卫8	地图:H204	X:78	Y:22 
[2024/8/19 19:36:24] 物品:强效金创药	怪物:226A3C40虹魔蝎卫8	地图:H204	X:78	Y:22 
[2024/8/19 19:36:24] 物品:强效金创药	怪物:226A3C40虹魔蝎卫8	地图:H204	X:78	Y:22 
[2024/8/19 19:36:24] 物品:强效金创药	怪物:226A3C40虹魔蝎卫8	地图:H204	X:78	Y:22 
[2024/8/19 19:36:24] 物品:强效魔法药	怪物:226A3C40虹魔蝎卫8	地图:H204	X:78	Y:22 
[2024/8/19 19:36:24] 物品:强效魔法药	怪物:226A3C40虹魔蝎卫8	地图:H204	X:78	Y:22 
[2024/8/19 19:36:24] 物品:强效魔法药	怪物:226A3C40虹魔蝎卫8	地图:H204	X:78	Y:22 
[2024/8/19 19:36:24] 物品:强效魔法药	怪物:226A3C40虹魔蝎卫8	地图:H204	X:78	Y:22 
[2024/8/19 19:36:24] 物品:强效魔法药	怪物:226A3C40虹魔蝎卫8	地图:H204	X:78	Y:22 
[2024/8/19 19:36:24] 物品:强效魔法药	怪物:226A3C40虹魔蝎卫8	地图:H204	X:78	Y:22 
[2024/8/19 19:36:24] 物品:强效魔法药	怪物:226A3C40虹魔蝎卫8	地图:H204	X:78	Y:22 
[2024/8/19 19:36:24] 物品:强效魔法药	怪物:226A3C40虹魔蝎卫8	地图:H204	X:78	Y:22 
[2024/8/19 19:36:24] 物品:强效魔法药	怪物:226A3C40虹魔蝎卫8	地图:H204	X:78	Y:22 
[2024/8/19 19:36:24] 物品:强效魔法药	怪物:226A3C40虹魔蝎卫8	地图:H204	X:78	Y:22 
[2024/8/19 19:36:24] 物品:凝霜	怪物:226A3C40虹魔蝎卫8	地图:H204	X:78	Y:22 
[2024/8/19 19:36:27] 物品:金创药(小量)	怪物:17CFDF00僵尸5	地图:H201	X:175	Y:136 
[2024/8/19 19:36:27] 物品:金创药(小量)	怪物:1CB4CFE0僵尸5	地图:H201	X:176	Y:125 
[2024/8/19 19:36:28] 物品:魔法药(小量)	怪物:24926070僵尸4	地图:H201	X:173	Y:137 
[2024/8/19 19:36:28] 物品:隐身术	怪物:24926070僵尸4	地图:H201	X:173	Y:137 
[2024/8/19 19:36:29] 物品:太阳水	怪物:06437AD0僵尸5	地图:H201	X:11	Y:103 
[2024/8/19 19:36:29] 物品:琥珀项链	怪物:290EA1F0祖玛卫士8	地图:H204	X:83	Y:23 
[2024/8/19 19:36:29] 物品:金戒指	怪物:290EA1F0祖玛卫士8	地图:H204	X:83	Y:23 
[2024/8/19 19:36:32] 物品:魔法药(小量)	怪物:18F3C2E0僵尸5	地图:H201	X:13	Y:104 
[2024/8/19 19:36:34] 物品:金创药(小量)	怪物:1EDAD2D0僵尸4	地图:H201	X:177	Y:123 
[2024/8/19 19:36:39] 物品:金创药(小量)	怪物:245792D0僵尸5	地图:H201	X:12	Y:97 
[2024/8/19 19:36:39] 物品:魔法药(小量)	怪物:245792D0僵尸5	地图:H201	X:12	Y:97 
[2024/8/19 19:36:42] 物品:金创药(小量)	怪物:30A6C540僵尸5	地图:H201	X:13	Y:97 
[2024/8/19 19:36:48] 物品:金创药(小量)	怪物:19DEA190僵尸5	地图:H201	X:177	Y:118 
[2024/8/19 19:36:50] 物品:精神力药水	怪物:29FC2940僵尸4	地图:H201	X:22	Y:103 
[2024/8/19 19:37:2] 物品:八荒	怪物:2819FA50祖玛卫士8	地图:H204	X:65	Y:22 
[2024/8/19 19:37:8] 物品:强效太阳水	怪物:2D6264A0尸王8	地图:H201	X:173	Y:110 
[2024/8/19 19:37:8] 物品:强效太阳水	怪物:2D6264A0尸王8	地图:H201	X:173	Y:110 
[2024/8/19 19:37:8] 物品:强效太阳水	怪物:2D6264A0尸王8	地图:H201	X:173	Y:110 
[2024/8/19 19:37:8] 物品:强效太阳水	怪物:2D6264A0尸王8	地图:H201	X:173	Y:110 
[2024/8/19 19:37:8] 物品:强效太阳水	怪物:2D6264A0尸王8	地图:H201	X:173	Y:110 
[2024/8/19 19:37:8] 物品:强效金创药	怪物:2D6264A0尸王8	地图:H201	X:173	Y:110 
[2024/8/19 19:37:8] 物品:强效金创药	怪物:2D6264A0尸王8	地图:H201	X:173	Y:110 
[2024/8/19 19:37:8] 物品:强效魔法药	怪物:2D6264A0尸王8	地图:H201	X:173	Y:110 
[2024/8/19 19:37:8] 物品:强效魔法药	怪物:2D6264A0尸王8	地图:H201	X:173	Y:110 
[2024/8/19 19:37:8] 物品:骷髅戒指	怪物:2D6264A0尸王8	地图:H201	X:173	Y:110 
[2024/8/19 19:37:8] 物品:蓝翡翠项链	怪物:2D6264A0尸王8	地图:H201	X:173	Y:110 
[2024/8/19 19:37:8] 物品:魔力手镯	怪物:2D6264A0尸王8	地图:H201	X:173	Y:110 
[2024/8/19 19:37:11] 物品:凌风	怪物:0D85B940祖玛卫士8	地图:H204	X:64	Y:24 
[2024/8/19 19:37:11] 物品:黑色水晶戒指	怪物:0D85B940祖玛卫士8	地图:H204	X:64	Y:24 
[2024/8/19 19:37:13] 物品:强效太阳水	怪物:19C547B0尸王8	地图:H201	X:171	Y:109 
[2024/8/19 19:37:13] 物品:强效太阳水	怪物:19C547B0尸王8	地图:H201	X:171	Y:109 
[2024/8/19 19:37:13] 物品:强效太阳水	怪物:19C547B0尸王8	地图:H201	X:171	Y:109 
[2024/8/19 19:37:13] 物品:强效太阳水	怪物:19C547B0尸王8	地图:H201	X:171	Y:109 
[2024/8/19 19:37:13] 物品:强效太阳水	怪物:19C547B0尸王8	地图:H201	X:171	Y:109 
[2024/8/19 19:37:13] 物品:强效金创药	怪物:19C547B0尸王8	地图:H201	X:171	Y:109 
[2024/8/19 19:37:13] 物品:强效金创药	怪物:19C547B0尸王8	地图:H201	X:171	Y:109 
[2024/8/19 19:37:13] 物品:强效魔法药	怪物:19C547B0尸王8	地图:H201	X:171	Y:109 
[2024/8/19 19:37:13] 物品:强效魔法药	怪物:19C547B0尸王8	地图:H201	X:171	Y:109 
[2024/8/19 19:37:13] 物品:黑色水晶戒指	怪物:19C547B0尸王8	地图:H201	X:171	Y:109 
[2024/8/19 19:37:13] 物品:蓝翡翠项链	怪物:19C547B0尸王8	地图:H201	X:171	Y:109 
[2024/8/19 19:37:13] 物品:召唤骷髅	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:诱惑之光	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:抗拒火环	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:精神力战法	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:火球术	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:治愈术	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:基本剑术	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:半月	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:凌风	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:魔鬼项链	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:琥珀项链	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:凤凰明珠	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:坚固手套	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:灯笼项链	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:铁剑	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:短剑	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:轻型盔甲(男)	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:轻型盔甲(女)	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:青铜斧	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:黑檀项链	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:黄色水晶项链	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:黑色水晶项链	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:青铜头盔	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:金创药(小量)	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:金创药(小量)	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:金创药(小量)	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:金创药(小量)	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:魔法药(小量)	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:魔法药(小量)	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:魔法药(小量)	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:13] 物品:魔法药(小量)	怪物:0D5B6670僵尸50	地图:H201	X:175	Y:110 
[2024/8/19 19:37:15] 物品:强效太阳水	怪物:19F9EC10尸王8	地图:H201	X:22	Y:106 
[2024/8/19 19:37:15] 物品:强效太阳水	怪物:19F9EC10尸王8	地图:H201	X:22	Y:106 
[2024/8/19 19:37:15] 物品:强效太阳水	怪物:19F9EC10尸王8	地图:H201	X:22	Y:106 
[2024/8/19 19:37:15] 物品:强效太阳水	怪物:19F9EC10尸王8	地图:H201	X:22	Y:106 
[2024/8/19 19:37:15] 物品:强效太阳水	怪物:19F9EC10尸王8	地图:H201	X:22	Y:106 
[2024/8/19 19:37:15] 物品:强效金创药	怪物:19F9EC10尸王8	地图:H201	X:22	Y:106 
[2024/8/19 19:37:15] 物品:强效金创药	怪物:19F9EC10尸王8	地图:H201	X:22	Y:106 
[2024/8/19 19:37:15] 物品:强效魔法药	怪物:19F9EC10尸王8	地图:H201	X:22	Y:106 
[2024/8/19 19:37:15] 物品:强效魔法药	怪物:19F9EC10尸王8	地图:H201	X:22	Y:106 
[2024/8/19 19:37:15] 物品:道德戒指	怪物:19F9EC10尸王8	地图:H201	X:22	Y:106 
[2024/8/19 19:37:15] 物品:魅力戒指	怪物:19F9EC10尸王8	地图:H201	X:22	Y:106 
[2024/8/19 19:37:15] 物品:魔力手镯	怪物:19F9EC10尸王8	地图:H201	X:22	Y:106 
[2024/8/19 19:37:15] 物品:地狱雷光	怪物:19F9EC10尸王8	地图:H201	X:22	Y:106 
[2024/8/19 19:37:20] 物品:强效太阳水	怪物:273BA900尸王8	地图:H201	X:174	Y:105 
[2024/8/19 19:37:20] 物品:强效太阳水	怪物:273BA900尸王8	地图:H201	X:174	Y:105 
[2024/8/19 19:37:20] 物品:强效太阳水	怪物:273BA900尸王8	地图:H201	X:174	Y:105 
[2024/8/19 19:37:20] 物品:强效太阳水	怪物:273BA900尸王8	地图:H201	X:174	Y:105 
[2024/8/19 19:37:20] 物品:强效太阳水	怪物:273BA900尸王8	地图:H201	X:174	Y:105 
[2024/8/19 19:37:20] 物品:强效金创药	怪物:273BA900尸王8	地图:H201	X:174	Y:105 
[2024/8/19 19:37:20] 物品:强效金创药	怪物:273BA900尸王8	地图:H201	X:174	Y:105 
[2024/8/19 19:37:20] 物品:强效魔法药	怪物:273BA900尸王8	地图:H201	X:174	Y:105 
[2024/8/19 19:37:20] 物品:强效魔法药	怪物:273BA900尸王8	地图:H201	X:174	Y:105 
[2024/8/19 19:37:20] 物品:骷髅戒指	怪物:273BA900尸王8	地图:H201	X:174	Y:105 
[2024/8/19 19:37:20] 物品:黑色水晶戒指	怪物:273BA900尸王8	地图:H201	X:174	Y:105 
[2024/8/19 19:37:20] 物品:珍珠戒指	怪物:273BA900尸王8	地图:H201	X:174	Y:105 
[2024/8/19 19:37:20] 物品:生铁戒指	怪物:273BA900尸王8	地图:H201	X:174	Y:105 
[2024/8/19 19:37:20] 物品:蓝翡翠项链	怪物:273BA900尸王8	地图:H201	X:174	Y:105 
[2024/8/19 19:37:20] 物品:火墙	怪物:0D463E20恶灵尸王	地图:H201	X:22	Y:104 
[2024/8/19 19:37:20] 物品:攻杀剑术	怪物:0D463E20恶灵尸王	地图:H201	X:22	Y:104 
[2024/8/19 19:37:22] 物品:斩马刀	怪物:30CBBB50祖玛卫士8	地图:H204	X:58	Y:17 
[2024/8/19 19:37:35] 物品:紫宝石矿	怪物:2E06DA20骷髅精灵8	地图:H001	X:90	Y:46 
[2024/8/19 19:37:40] 物品:太阳水	怪物:1B869CB0黑色恶蛆8	地图:H001	X:20	Y:46 
[2024/8/19 19:37:42] 物品:强效太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:金创药(中量)	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:金创药(中量)	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:金创药(中量)	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效金创药	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效金创药	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效金创药	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:魔法药(中量)	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:魔法药(中量)	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:魔法药(中量)	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效魔法药	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效魔法药	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效魔法药	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效金创药	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效金创药	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效金创药	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效金创药	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效金创药	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效金创药	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效魔法药	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效魔法药	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效魔法药	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效魔法药	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效魔法药	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:强效魔法药	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:42] 物品:金戒指	怪物:2DC6DF00白野猪8	地图:H204	X:50	Y:9 
[2024/8/19 19:37:45] 物品:金创药(小量)	怪物:1C352E20僵尸5	地图:H201	X:175	Y:108 
[2024/8/19 19:37:48] 物品:金创药(小量)	怪物:0D6268A0僵尸4	地图:H201	X:36	Y:87 
[2024/8/19 19:37:49] 物品:强效金创药	怪物:29BA8890暗之牛魔王8	地图:H204	X:51	Y:9 
[2024/8/19 19:37:49] 物品:强效金创药	怪物:29BA8890暗之牛魔王8	地图:H204	X:51	Y:9 
[2024/8/19 19:37:49] 物品:强效金创药	怪物:29BA8890暗之牛魔王8	地图:H204	X:51	Y:9 
[2024/8/19 19:37:49] 物品:强效魔法药	怪物:29BA8890暗之牛魔王8	地图:H204	X:51	Y:9 
[2024/8/19 19:37:49] 物品:强效魔法药	怪物:29BA8890暗之牛魔王8	地图:H204	X:51	Y:9 
[2024/8/19 19:37:49] 物品:强效金创药	怪物:29BA8890暗之牛魔王8	地图:H204	X:51	Y:9 
[2024/8/19 19:37:49] 物品:强效金创药	怪物:29BA8890暗之牛魔王8	地图:H204	X:51	Y:9 
[2024/8/19 19:37:49] 物品:强效金创药	怪物:29BA8890暗之牛魔王8	地图:H204	X:51	Y:9 
[2024/8/19 19:37:49] 物品:强效金创药	怪物:29BA8890暗之牛魔王8	地图:H204	X:51	Y:9 
[2024/8/19 19:37:49] 物品:强效金创药	怪物:29BA8890暗之牛魔王8	地图:H204	X:51	Y:9 
[2024/8/19 19:37:49] 物品:强效魔法药	怪物:29BA8890暗之牛魔王8	地图:H204	X:51	Y:9 
[2024/8/19 19:37:49] 物品:强效魔法药	怪物:29BA8890暗之牛魔王8	地图:H204	X:51	Y:9 
[2024/8/19 19:37:49] 物品:强效金创药	怪物:29BA8890暗之牛魔王8	地图:H204	X:51	Y:9 
[2024/8/19 19:37:49] 物品:强效金创药	怪物:29BA8890暗之牛魔王8	地图:H204	X:51	Y:9 
[2024/8/19 19:37:49] 物品:强效魔法药	怪物:29BA8890暗之牛魔王8	地图:H204	X:51	Y:9 
[2024/8/19 19:37:49] 物品:强效魔法药	怪物:29BA8890暗之牛魔王8	地图:H204	X:51	Y:9 
[2024/8/19 19:37:49] 物品:魔血项链	怪物:29BA8890暗之牛魔王8	地图:H204	X:51	Y:9 
[2024/8/19 19:37:49] 物品:龙纹剑	怪物:29BA8890暗之牛魔王8	地图:H204	X:51	Y:9 
[2024/8/19 19:37:49] 物品:灵魂项链	怪物:29BA8890暗之牛魔王8	地图:H204	X:51	Y:9 
[2024/8/19 19:37:49] 物品:泰坦戒指	怪物:29BA8890暗之牛魔王8	地图:H204	X:51	Y:9 
[2024/8/19 19:37:50] 物品:金创药(小量)	怪物:1B57E150僵尸4	地图:H201	X:174	Y:103 
[2024/8/19 19:37:51] 物品:强效太阳水	怪物:291655A0尸王8	地图:H001	X:18	Y:90 
[2024/8/19 19:37:51] 物品:强效太阳水	怪物:291655A0尸王8	地图:H001	X:18	Y:90 
[2024/8/19 19:37:51] 物品:强效太阳水	怪物:291655A0尸王8	地图:H001	X:18	Y:90 
[2024/8/19 19:37:51] 物品:强效太阳水	怪物:291655A0尸王8	地图:H001	X:18	Y:90 
[2024/8/19 19:37:51] 物品:强效太阳水	怪物:291655A0尸王8	地图:H001	X:18	Y:90 
[2024/8/19 19:37:51] 物品:强效金创药	怪物:291655A0尸王8	地图:H001	X:18	Y:90 
[2024/8/19 19:37:51] 物品:强效金创药	怪物:291655A0尸王8	地图:H001	X:18	Y:90 
[2024/8/19 19:37:51] 物品:强效魔法药	怪物:291655A0尸王8	地图:H001	X:18	Y:90 
[2024/8/19 19:37:51] 物品:强效魔法药	怪物:291655A0尸王8	地图:H001	X:18	Y:90 
[2024/8/19 19:37:51] 物品:凝霜	怪物:291655A0尸王8	地图:H001	X:18	Y:90 
[2024/8/19 19:37:51] 物品:黑檀手镯	怪物:291655A0尸王8	地图:H001	X:18	Y:90 
[2024/8/19 19:37:51] 物品:魔力手镯	怪物:291655A0尸王8	地图:H001	X:18	Y:90 
[2024/8/19 19:37:51] 物品:野蛮冲撞	怪物:291655A0尸王8	地图:H001	X:18	Y:90 
[2024/8/19 19:37:54] 物品:白色虎齿项链	怪物:2AF7DA40祖玛卫士8	地图:H204	X:49	Y:11 
[2024/8/19 19:37:55] 物品:强效太阳水	怪物:1DF632E0尸王8	地图:H201	X:174	Y:96 
[2024/8/19 19:37:55] 物品:强效太阳水	怪物:1DF632E0尸王8	地图:H201	X:174	Y:96 
[2024/8/19 19:37:55] 物品:强效太阳水	怪物:1DF632E0尸王8	地图:H201	X:174	Y:96 
[2024/8/19 19:37:55] 物品:强效太阳水	怪物:1DF632E0尸王8	地图:H201	X:174	Y:96 
[2024/8/19 19:37:55] 物品:强效太阳水	怪物:1DF632E0尸王8	地图:H201	X:174	Y:96 
[2024/8/19 19:37:55] 物品:强效金创药	怪物:1DF632E0尸王8	地图:H201	X:174	Y:96 
[2024/8/19 19:37:55] 物品:强效金创药	怪物:1DF632E0尸王8	地图:H201	X:174	Y:96 
[2024/8/19 19:37:55] 物品:强效魔法药	怪物:1DF632E0尸王8	地图:H201	X:174	Y:96 
[2024/8/19 19:37:55] 物品:强效魔法药	怪物:1DF632E0尸王8	地图:H201	X:174	Y:96 
[2024/8/19 19:37:55] 物品:骷髅戒指	怪物:1DF632E0尸王8	地图:H201	X:174	Y:96 
[2024/8/19 19:37:55] 物品:道德戒指	怪物:1DF632E0尸王8	地图:H201	X:174	Y:96 
[2024/8/19 19:37:55] 物品:蓝翡翠项链	怪物:1DF632E0尸王8	地图:H201	X:174	Y:96 
[2024/8/19 19:37:55] 物品:黑檀手镯	怪物:1DF632E0尸王8	地图:H201	X:174	Y:96 
[2024/8/19 19:37:55] 物品:魔力手镯	怪物:1DF632E0尸王8	地图:H201	X:174	Y:96 
[2024/8/19 19:37:57] 物品:金创药(小量)	怪物:1A21A980僵尸5	地图:H201	X:36	Y:92 
[2024/8/19 19:38:13] 物品:心灵启示	怪物:28984260恶灵尸王	地图:H201	X:172	Y:82 
[2024/8/19 19:38:13] 物品:施毒术	怪物:28984260恶灵尸王	地图:H201	X:172	Y:82 
[2024/8/19 19:38:13] 物品:攻杀剑术	怪物:28984260恶灵尸王	地图:H201	X:172	Y:82 
[2024/8/19 19:38:13] 物品:灵魂火符	怪物:28984260恶灵尸王	地图:H201	X:172	Y:82 
[2024/8/19 19:38:13] 物品:雷电术	怪物:28984260恶灵尸王	地图:H201	X:172	Y:82 
[2024/8/19 19:38:13] 物品:大火球	怪物:28984260恶灵尸王	地图:H201	X:172	Y:82 
[2024/8/19 19:38:13] 物品:召唤骷髅	怪物:28984260恶灵尸王	地图:H201	X:172	Y:82 
[2024/8/19 19:38:13] 物品:金创药(小量)	怪物:1A21A980僵尸5	地图:H201	X:39	Y:89 
[2024/8/19 19:38:23] 物品:召唤骷髅	怪物:31AB9860僵尸5	地图:H201	X:166	Y:88 
[2024/8/19 19:38:28] 物品:灯笼项链	怪物:2A010680祖玛弓箭手8	地图:H204	X:49	Y:14 
[2024/8/19 19:38:29] 物品:诱惑之光	怪物:2EBBBBF0恶灵尸王	地图:H201	X:165	Y:89 
[2024/8/19 19:38:29] 物品:召唤骷髅	怪物:2EBBBBF0恶灵尸王	地图:H201	X:165	Y:89 
[2024/8/19 19:38:31] 物品:太阳水	怪物:1EE9D540黑野猪8	地图:H002	X:271	Y:125 
[2024/8/19 19:38:34] 物品:诱惑之光	怪物:07CB7E80恶灵尸王	地图:H201	X:49	Y:88 
[2024/8/19 19:38:40] 物品:金创药(小量)	怪物:2EF2D390僵尸4	地图:H201	X:156	Y:77 
[2024/8/19 19:38:48] 物品:道德戒指	怪物:3104B140红野猪8	地图:H002	X:102	Y:197 
[2024/8/19 19:38:52] 物品:爆裂火焰	怪物:1AE0FD80恶灵尸王	地图:H201	X:163	Y:65 
[2024/8/19 19:38:52] 物品:诱惑之光	怪物:1AE0FD80恶灵尸王	地图:H201	X:163	Y:65 
[2024/8/19 19:38:52] 物品:大火球	怪物:1AE0FD80恶灵尸王	地图:H201	X:163	Y:65 
[2024/8/19 19:38:52] 物品:召唤骷髅	怪物:1AE0FD80恶灵尸王	地图:H201	X:163	Y:65 
[2024/8/19 19:38:53] 物品:金创药(小量)	怪物:289E82A0僵尸4	地图:H201	X:166	Y:67 
[2024/8/19 19:39:0] 物品:太阳水	怪物:291853F0黑野猪8	地图:H002	X:284	Y:137 
[2024/8/19 19:39:1] 物品:珍珠戒指	怪物:18EF42A0祖玛雕像8	地图:H204	X:17	Y:42 
