[2024/8/21 4:0:2] 物品:降魔	怪物:25BC94E0牛魔法师8	地图:H010	X:338	Y:196 
[2024/8/21 4:30:23] 物品:强效太阳水	怪物:2B67F370牛魔祭司0	地图:H010	X:238	Y:147 
[2024/8/21 4:30:23] 物品:强效太阳水	怪物:2B67F370牛魔祭司0	地图:H010	X:238	Y:147 
[2024/8/21 4:30:23] 物品:强效太阳水	怪物:2B67F370牛魔祭司0	地图:H010	X:238	Y:147 
[2024/8/21 4:30:23] 物品:强效太阳水	怪物:2B67F370牛魔祭司0	地图:H010	X:238	Y:147 
[2024/8/21 4:30:23] 物品:太阳水	怪物:2B67F370牛魔祭司0	地图:H010	X:238	Y:147 
[2024/8/21 4:30:23] 物品:太阳水	怪物:2B67F370牛魔祭司0	地图:H010	X:238	Y:147 
[2024/8/21 4:30:23] 物品:灵魂战衣(男)	怪物:2B67F370牛魔祭司0	地图:H010	X:238	Y:147 
[2024/8/21 4:30:23] 物品:魔法长袍(男)	怪物:256CF370奴隶	地图:F004	X:52	Y:67 
[2024/8/21 4:30:23] 物品:太阳水	怪物:256CF370奴隶	地图:F004	X:52	Y:67 
[2024/8/21 4:30:23] 物品:强效魔法药	怪物:256CF370奴隶	地图:F004	X:52	Y:67 
[2024/8/21 4:30:25] 物品:黑檀手镯	怪物:25DB1590牛魔法师8	地图:H010	X:237	Y:147 
[2024/8/21 4:30:29] 物品:破魂	怪物:2CC79B80奴隶	地图:F004	X:53	Y:67 
[2024/8/21 4:30:31] 物品:重盔甲(男)	怪物:2566ED20牛魔侍卫8	地图:H010	X:319	Y:339 
[2024/8/21 4:30:33] 物品:金戒指	怪物:23507320牛魔侍卫8	地图:H010	X:240	Y:143 
[2024/8/21 4:30:33] 物品:魅力戒指	怪物:23507320牛魔侍卫8	地图:H010	X:240	Y:143 
[2024/8/21 4:30:33] 物品:降魔	怪物:23507320牛魔侍卫8	地图:H010	X:240	Y:143 
[2024/8/21 4:30:35] 物品:道德戒指	怪物:25628310牛魔法师8	地图:H010	X:241	Y:143 
[2024/8/21 4:30:35] 物品:白色虎齿项链	怪物:25628310牛魔法师8	地图:H010	X:241	Y:143 
[2024/8/21 4:30:38] 物品:魔法长袍(女)	怪物:2CBB7A70牛魔法师8	地图:H010	X:318	Y:332 
[2024/8/21 4:30:38] 物品:黑檀手镯	怪物:2CBB7A70牛魔法师8	地图:H010	X:318	Y:332 
[2024/8/21 4:30:40] 物品:强效太阳水	怪物:1F22B7C0奴隶	地图:F004	X:52	Y:75 
[2024/8/21 4:30:40] 物品:强效太阳水	怪物:1F22B7C0奴隶	地图:F004	X:52	Y:75 
[2024/8/21 4:30:40] 物品:太阳水	怪物:1F22B7C0奴隶	地图:F004	X:52	Y:75 
[2024/8/21 4:30:43] 物品:强效太阳水	怪物:25D23D80牛魔祭司8	地图:H010	X:247	Y:153 
[2024/8/21 4:30:43] 物品:魔法力药水	怪物:25D23D80牛魔祭司8	地图:H010	X:247	Y:153 
[2024/8/21 4:30:47] 物品:珊瑚戒指	怪物:2B5BCF10牛魔将军8	地图:H010	X:249	Y:153 
[2024/8/21 4:30:48] 物品:重盔甲(男)	怪物:2CC80A70奴隶	地图:F004	X:41	Y:71 
[2024/8/21 4:30:48] 物品:黑檀手镯	怪物:2CC80A70奴隶	地图:F004	X:41	Y:71 
[2024/8/21 4:30:48] 物品:白色虎齿项链	怪物:2CC80A70奴隶	地图:F004	X:41	Y:71 
[2024/8/21 4:30:57] 物品:太阳水	怪物:25B32570奴隶	地图:F004	X:33	Y:72 
[2024/8/21 4:30:57] 物品:太阳水	怪物:25B32570奴隶	地图:F004	X:33	Y:72 
[2024/8/21 4:30:57] 物品:强效金创药	怪物:25B32570奴隶	地图:F004	X:33	Y:72 
[2024/8/21 4:30:59] 物品:强效太阳水	怪物:2C9A3900牛魔祭司0	地图:H010	X:247	Y:157 
[2024/8/21 4:30:59] 物品:强效太阳水	怪物:2C9A3900牛魔祭司0	地图:H010	X:247	Y:157 
[2024/8/21 4:30:59] 物品:强效太阳水	怪物:2C9A3900牛魔祭司0	地图:H010	X:247	Y:157 
[2024/8/21 4:30:59] 物品:太阳水	怪物:2C9A3900牛魔祭司0	地图:H010	X:247	Y:157 
[2024/8/21 4:30:59] 物品:记忆头盔	怪物:2C9A3900牛魔祭司0	地图:H010	X:247	Y:157 
[2024/8/21 4:30:59] 物品:强效太阳水	怪物:257FF2E0牛魔将军0	地图:H010	X:323	Y:330 
[2024/8/21 4:30:59] 物品:太阳水	怪物:257FF2E0牛魔将军0	地图:H010	X:323	Y:330 
[2024/8/21 4:30:59] 物品:太阳水	怪物:257FF2E0牛魔将军0	地图:H010	X:323	Y:330 
[2024/8/21 4:30:59] 物品:蓝翡翠项链	怪物:257FF2E0牛魔将军0	地图:H010	X:323	Y:330 
[2024/8/21 4:31:6] 物品:强效太阳水	怪物:2CC72C90奴隶	地图:F004	X:34	Y:73 
[2024/8/21 4:31:11] 物品:蛇眼戒指	怪物:2CC6EA00奴隶	地图:F004	X:33	Y:73 
[2024/8/21 4:31:11] 物品:白色虎齿项链	怪物:2CC6EA00奴隶	地图:F004	X:33	Y:73 
[2024/8/21 4:31:11] 物品:强效金创药	怪物:2CC6EA00奴隶	地图:F004	X:33	Y:73 
[2024/8/21 4:31:11] 物品:强效金创药	怪物:2CC6EA00奴隶	地图:F004	X:33	Y:73 
[2024/8/21 4:31:14] 物品:魅力戒指	怪物:2CB7F200牛魔侍卫8	地图:H010	X:256	Y:157 
[2024/8/21 4:31:19] 物品:道士手镯	怪物:2BBDC0D0奴隶	地图:F004	X:35	Y:73 
[2024/8/21 4:31:19] 物品:强效太阳水	怪物:2BBDC0D0奴隶	地图:F004	X:35	Y:73 
[2024/8/21 4:31:19] 物品:强效金创药	怪物:2BBDC0D0奴隶	地图:F004	X:35	Y:73 
[2024/8/21 4:31:19] 物品:强效金创药	怪物:2BBDC0D0奴隶	地图:F004	X:35	Y:73 
[2024/8/21 4:31:19] 物品:金戒指	怪物:232A1130牛魔法师8	地图:H010	X:259	Y:158 
[2024/8/21 4:31:28] 物品:强效太阳水	怪物:2C726A20牛魔将军0	地图:H010	X:261	Y:161 
[2024/8/21 4:31:28] 物品:强效太阳水	怪物:2C726A20牛魔将军0	地图:H010	X:261	Y:161 
[2024/8/21 4:31:28] 物品:强效太阳水	怪物:2C726A20牛魔将军0	地图:H010	X:261	Y:161 
[2024/8/21 4:31:28] 物品:太阳水	怪物:2C726A20牛魔将军0	地图:H010	X:261	Y:161 
[2024/8/21 4:31:28] 物品:太阳水	怪物:2C726A20牛魔将军0	地图:H010	X:261	Y:161 
[2024/8/21 4:31:31] 物品:降魔	怪物:25BF0220牛魔法师8	地图:H010	X:261	Y:160 
[2024/8/21 4:31:31] 物品:偃月	怪物:25BF0220牛魔法师8	地图:H010	X:261	Y:160 
[2024/8/21 4:31:31] 物品:战神盔甲(女)	怪物:25BF0220牛魔法师8	地图:H010	X:261	Y:160 
[2024/8/21 4:31:33] 物品:强效太阳水	怪物:25A910C0牛魔将军0	地图:H010	X:260	Y:162 
[2024/8/21 4:31:33] 物品:强效太阳水	怪物:25A910C0牛魔将军0	地图:H010	X:260	Y:162 
[2024/8/21 4:31:33] 物品:太阳水	怪物:25A910C0牛魔将军0	地图:H010	X:260	Y:162 
[2024/8/21 4:31:35] 物品:强效魔法药	怪物:256D1FD0牛魔法师8	地图:H010	X:262	Y:163 
[2024/8/21 4:31:38] 物品:蓝翡翠项链	怪物:2A9FDA00奴隶	地图:F004	X:16	Y:75 
[2024/8/21 4:31:38] 物品:铂金手镯	怪物:2A9FDA00奴隶	地图:F004	X:16	Y:75 
[2024/8/21 4:31:46] 物品:强效太阳水	怪物:2CA02860牛魔祭司8	地图:H010	X:266	Y:166 
[2024/8/21 4:31:46] 物品:强效太阳水	怪物:2CA02860牛魔祭司8	地图:H010	X:266	Y:166 
[2024/8/21 4:31:46] 物品:强效金创药	怪物:2CA02860牛魔祭司8	地图:H010	X:266	Y:166 
[2024/8/21 4:31:46] 物品:生铁戒指	怪物:2CA02860牛魔祭司8	地图:H010	X:266	Y:166 
[2024/8/21 4:31:46] 物品:珊瑚戒指	怪物:2CA02860牛魔祭司8	地图:H010	X:266	Y:166 
[2024/8/21 4:31:47] 物品:强效太阳水	怪物:25AA3130牛魔将军0	地图:H010	X:261	Y:165 
[2024/8/21 4:31:47] 物品:强效太阳水	怪物:25AA3130牛魔将军0	地图:H010	X:261	Y:165 
[2024/8/21 4:31:47] 物品:强效太阳水	怪物:25AA3130牛魔将军0	地图:H010	X:261	Y:165 
[2024/8/21 4:31:47] 物品:太阳水	怪物:25AA3130牛魔将军0	地图:H010	X:261	Y:165 
[2024/8/21 4:31:47] 物品:太阳水	怪物:25AA3130牛魔将军0	地图:H010	X:261	Y:165 
[2024/8/21 4:31:47] 物品:魔法长袍(男)	怪物:25AA3130牛魔将军0	地图:H010	X:261	Y:165 
[2024/8/21 4:31:51] 物品:强效太阳水	怪物:2AC72210牛魔祭司8	地图:H010	X:265	Y:166 
[2024/8/21 4:31:51] 物品:强效太阳水	怪物:2AC72210牛魔祭司8	地图:H010	X:265	Y:166 
[2024/8/21 4:32:1] 物品:灵魂战衣(女)	怪物:2CC7B1B0奴隶	地图:F004	X:69	Y:72 
[2024/8/21 4:32:1] 物品:太阳水	怪物:2CC7B1B0奴隶	地图:F004	X:69	Y:72 
[2024/8/21 4:32:1] 物品:强效金创药	怪物:2CC7B1B0奴隶	地图:F004	X:69	Y:72 
[2024/8/21 4:32:1] 物品:强效魔法药	怪物:2CC7B1B0奴隶	地图:F004	X:69	Y:72 
[2024/8/21 4:32:1] 物品:强效魔法药	怪物:2CC7B1B0奴隶	地图:F004	X:69	Y:72 
[2024/8/21 4:32:6] 物品:太阳水	怪物:2CC6BDA0奴隶	地图:F004	X:68	Y:72 
[2024/8/21 4:32:6] 物品:太阳水	怪物:2CC6BDA0奴隶	地图:F004	X:68	Y:72 
[2024/8/21 4:32:6] 物品:强效金创药	怪物:2CC6BDA0奴隶	地图:F004	X:68	Y:72 
[2024/8/21 4:32:7] 物品:金戒指	怪物:23453B60牛魔侍卫8	地图:H010	X:262	Y:169 
[2024/8/21 4:32:7] 物品:偃月	怪物:23453B60牛魔侍卫8	地图:H010	X:262	Y:169 
[2024/8/21 4:32:15] 物品:魔法长袍(女)	怪物:2A7F7080牛魔法师8	地图:H010	X:260	Y:172 
[2024/8/21 4:32:17] 物品:魔法长袍(男)	怪物:254ACD40奴隶	地图:F004	X:67	Y:66 
[2024/8/21 4:32:17] 物品:太阳水	怪物:254ACD40奴隶	地图:F004	X:67	Y:66 
[2024/8/21 4:32:19] 物品:强效太阳水	怪物:2574AAE0牛魔祭司0	地图:H010	X:259	Y:172 
[2024/8/21 4:32:19] 物品:太阳水	怪物:2574AAE0牛魔祭司0	地图:H010	X:259	Y:172 
[2024/8/21 4:32:19] 物品:太阳水	怪物:2574AAE0牛魔祭司0	地图:H010	X:259	Y:172 
[2024/8/21 4:32:19] 物品:辟邪手镯	怪物:2574AAE0牛魔祭司0	地图:H010	X:259	Y:172 
[2024/8/21 4:32:23] 物品:强效太阳水	怪物:254B0FD0牛魔将军8	地图:H010	X:259	Y:171 
[2024/8/21 4:32:23] 物品:躲避手链	怪物:254B0FD0牛魔将军8	地图:H010	X:259	Y:171 
[2024/8/21 4:32:23] 物品:灵魂战衣(女)	怪物:254B0FD0牛魔将军8	地图:H010	X:259	Y:171 
[2024/8/21 4:32:23] 物品:降妖除魔戒指	怪物:254B0FD0牛魔将军8	地图:H010	X:259	Y:171 
[2024/8/21 4:32:27] 物品:强效太阳水	怪物:2CCA4A50奴隶	地图:F004	X:75	Y:62 
[2024/8/21 4:32:27] 物品:强效金创药	怪物:2CCA4A50奴隶	地图:F004	X:75	Y:62 
[2024/8/21 4:32:35] 物品:强效魔法药	怪物:2CC758F0奴隶	地图:F004	X:73	Y:62 
[2024/8/21 4:32:39] 物品:重盔甲(男)	怪物:2C730570牛魔法师8	地图:H010	X:256	Y:175 
[2024/8/21 4:32:39] 物品:金戒指	怪物:2C730570牛魔法师8	地图:H010	X:256	Y:175 
[2024/8/21 4:32:39] 物品:生铁戒指	怪物:2C730570牛魔法师8	地图:H010	X:256	Y:175 
[2024/8/21 4:32:39] 物品:白色虎齿项链	怪物:2C730570牛魔法师8	地图:H010	X:256	Y:175 
[2024/8/21 4:32:40] 物品:强效太阳水	怪物:25AC0320牛魔将军0	地图:H010	X:256	Y:172 
[2024/8/21 4:32:40] 物品:太阳水	怪物:25AC0320牛魔将军0	地图:H010	X:256	Y:172 
[2024/8/21 4:32:40] 物品:太阳水	怪物:25AC0320牛魔将军0	地图:H010	X:256	Y:172 
[2024/8/21 4:32:40] 物品:太阳水	怪物:25AC0320牛魔将军0	地图:H010	X:256	Y:172 
[2024/8/21 4:32:40] 物品:三眼手镯	怪物:25AC0320牛魔将军0	地图:H010	X:256	Y:172 
[2024/8/21 4:32:40] 物品:蛇眼戒指	怪物:25AC0320牛魔将军0	地图:H010	X:256	Y:172 
[2024/8/21 4:32:47] 物品:重盔甲(男)	怪物:2CC820A0奴隶	地图:F004	X:82	Y:70 
[2024/8/21 4:32:47] 物品:金戒指	怪物:2CC820A0奴隶	地图:F004	X:82	Y:70 
[2024/8/21 4:32:47] 物品:强效太阳水	怪物:2CC820A0奴隶	地图:F004	X:82	Y:70 
[2024/8/21 4:32:47] 物品:太阳水	怪物:2CC820A0奴隶	地图:F004	X:82	Y:70 
[2024/8/21 4:32:47] 物品:强效金创药	怪物:2CC820A0奴隶	地图:F004	X:82	Y:70 
[2024/8/21 4:32:52] 物品:赤月恶魔油	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效太阳水	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效太阳水	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效太阳水	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效太阳水	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效太阳水	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效太阳水	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效太阳水	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:疗伤药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:疗伤药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:疗伤药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:疗伤药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效太阳水	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效太阳水	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效太阳水	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效太阳水	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效太阳水	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效太阳水	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效太阳水	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效太阳水	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效太阳水	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效太阳水	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效太阳水	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效太阳水	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效太阳水	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效金创药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效金创药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效金创药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效金创药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效金创药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效金创药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效金创药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效金创药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效金创药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效金创药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效魔法药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效魔法药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效魔法药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效魔法药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效魔法药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效魔法药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效魔法药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效魔法药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效魔法药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:强效魔法药	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:战神油	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:魔血戒指	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:重盔甲(男)	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:魔法长袍(男)	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:灵魂战衣(男)	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:灵魂战衣(女)	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:偃月	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:破魂	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:降魔	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:斩马刀	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:修罗	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:骷髅头盔	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:道士头盔	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:蓝翡翠项链	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:放大镜	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:竹笛	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:小手镯	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:魔法手镯	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:黑檀手镯	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:道士手镯	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:死神手套	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:金手镯	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:黑色水晶戒指	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:蛇眼戒指	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:珍珠戒指	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:金戒指	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:骷髅戒指	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:魅力戒指	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:道德戒指	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:降妖除魔戒指	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:52] 物品:珊瑚戒指	怪物:24AD3690赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/21 4:32:53] 物品:精神力药水	怪物:25E35500牛魔将军8	地图:H010	X:262	Y:181 
[2024/8/21 4:32:56] 物品:偃月	怪物:23396B10奴隶	地图:F004	X:69	Y:80 
[2024/8/21 4:32:56] 物品:强效金创药	怪物:23396B10奴隶	地图:F004	X:69	Y:80 
[2024/8/21 4:32:56] 物品:强效魔法药	怪物:23396B10奴隶	地图:F004	X:69	Y:80 
[2024/8/21 4:32:58] 物品:强效魔法药	怪物:25C13840牛魔法师8	地图:H010	X:262	Y:182 
[2024/8/21 4:32:58] 物品:金手镯	怪物:25C13840牛魔法师8	地图:H010	X:262	Y:182 
[2024/8/21 4:33:0] 物品:金手镯	怪物:257820E0牛魔侍卫8	地图:H010	X:261	Y:182 
[2024/8/21 4:33:4] 物品:强效太阳水	怪物:2C4CEED0牛魔将军8	地图:H010	X:262	Y:183 
[2024/8/21 4:33:4] 物品:强效魔法药	怪物:2C4CEED0牛魔将军8	地图:H010	X:262	Y:183 
[2024/8/21 4:33:4] 物品:强效金创药	怪物:2C4CEED0牛魔将军8	地图:H010	X:262	Y:183 
[2024/8/21 4:33:4] 物品:攻击力药水	怪物:2C4CEED0牛魔将军8	地图:H010	X:262	Y:183 
[2024/8/21 4:33:10] 物品:太阳水	怪物:259AC9C0牛魔祭司0	地图:H010	X:264	Y:183 
[2024/8/21 4:33:10] 物品:太阳水	怪物:259AC9C0牛魔祭司0	地图:H010	X:264	Y:183 
[2024/8/21 4:33:10] 物品:太阳水	怪物:259AC9C0牛魔祭司0	地图:H010	X:264	Y:183 
[2024/8/21 4:33:10] 物品:白色虎齿项链	怪物:259AC9C0牛魔祭司0	地图:H010	X:264	Y:183 
[2024/8/21 4:33:12] 物品:铂金手镯	怪物:28D27060奴隶	地图:F004	X:83	Y:53 
[2024/8/21 4:33:18] 物品:道士手镯	怪物:2C8F0A60牛魔法师8	地图:H010	X:260	Y:188 
[2024/8/21 4:33:20] 物品:太阳水	怪物:2CC87960奴隶	地图:F004	X:81	Y:51 
[2024/8/21 4:33:20] 物品:狂风戒指	怪物:2CC87960奴隶	地图:F004	X:81	Y:51 
[2024/8/21 4:33:24] 物品:蓝翡翠项链	怪物:25BBB700牛魔法师8	地图:H010	X:260	Y:188 
[2024/8/21 4:33:27] 物品:强效魔法药	怪物:2CC7F440奴隶	地图:F004	X:82	Y:51 
[2024/8/21 4:33:32] 物品:太阳水	怪物:258ED3F0牛魔将军0	地图:H010	X:265	Y:189 
[2024/8/21 4:33:32] 物品:太阳水	怪物:258ED3F0牛魔将军0	地图:H010	X:265	Y:189 
[2024/8/21 4:33:32] 物品:幽灵手套	怪物:258ED3F0牛魔将军0	地图:H010	X:265	Y:189 
[2024/8/21 4:33:32] 物品:太阳水	怪物:257E6900黑色恶蛆8	地图:H004	X:30	Y:50 
[2024/8/21 4:33:36] 物品:强效太阳水	怪物:23552B00牛魔祭司0	地图:H010	X:264	Y:190 
[2024/8/21 4:33:48] 物品:道士手镯	怪物:2B5FA470牛魔侍卫8	地图:H010	X:263	Y:191 
[2024/8/21 4:33:48] 物品:偃月	怪物:2B5FA470牛魔侍卫8	地图:H010	X:263	Y:191 
[2024/8/21 4:33:51] 物品:黑檀手镯	怪物:15A7B910牛魔法师8	地图:H010	X:265	Y:189 
[2024/8/21 4:33:52] 物品:强效太阳水	怪物:2573F960牛魔祭司0	地图:H010	X:264	Y:190 
[2024/8/21 4:33:52] 物品:强效太阳水	怪物:2573F960牛魔祭司0	地图:H010	X:264	Y:190 
[2024/8/21 4:33:52] 物品:太阳水	怪物:2573F960牛魔祭司0	地图:H010	X:264	Y:190 
[2024/8/21 4:33:52] 物品:太阳水	怪物:2573F960牛魔祭司0	地图:H010	X:264	Y:190 
[2024/8/21 4:33:52] 物品:太阳水	怪物:2573F960牛魔祭司0	地图:H010	X:264	Y:190 
[2024/8/21 4:33:52] 物品:恶魔长袍(男)	怪物:2573F960牛魔祭司0	地图:H010	X:264	Y:190 
[2024/8/21 4:33:57] 物品:强效太阳水	怪物:259A1840牛魔祭司0	地图:H010	X:264	Y:191 
[2024/8/21 4:33:57] 物品:强效太阳水	怪物:259A1840牛魔祭司0	地图:H010	X:264	Y:191 
[2024/8/21 4:33:57] 物品:太阳水	怪物:259A1840牛魔祭司0	地图:H010	X:264	Y:191 
[2024/8/21 4:33:57] 物品:降魔	怪物:259A1840牛魔祭司0	地图:H010	X:264	Y:191 
[2024/8/21 4:34:0] 物品:金手镯	怪物:245FDC20牛魔法师8	地图:H010	X:327	Y:317 
[2024/8/21 4:34:0] 物品:黑檀手镯	怪物:245FDC20牛魔法师8	地图:H010	X:327	Y:317 
[2024/8/21 4:34:0] 物品:偃月	怪物:245FDC20牛魔法师8	地图:H010	X:327	Y:317 
[2024/8/21 4:34:7] 物品:强效太阳水	怪物:2C665FB0牛魔祭司0	地图:H010	X:321	Y:323 
[2024/8/21 4:34:7] 物品:强效太阳水	怪物:2C665FB0牛魔祭司0	地图:H010	X:321	Y:323 
[2024/8/21 4:34:7] 物品:强效太阳水	怪物:2C665FB0牛魔祭司0	地图:H010	X:321	Y:323 
[2024/8/21 4:34:7] 物品:强效太阳水	怪物:2C665FB0牛魔祭司0	地图:H010	X:321	Y:323 
