[2024/8/17 22:0:1] 物品:魔法药(小量)	怪物:057E6C60僵尸5	地图:H201	X:112	Y:17 
[2024/8/17 22:37:20] 物品:太阳水	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:太阳水	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:太阳水	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:太阳水	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:太阳水	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:太阳水	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:金创药(中量)	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:金创药(中量)	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:金创药(中量)	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:强效金创药	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:强效金创药	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:强效金创药	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:魔法药(中量)	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:魔法药(中量)	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:魔法药(中量)	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:强效魔法药	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:强效魔法药	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:强效魔法药	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:强效金创药	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:强效金创药	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:强效金创药	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:强效金创药	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:强效金创药	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:强效金创药	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:强效魔法药	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:强效魔法药	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:强效魔法药	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:强效魔法药	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:强效魔法药	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:强效魔法药	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:夏普儿手镯	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:灵魂战衣(男)	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:20] 物品:偃月	怪物:29E74B60白野猪8	地图:H204	X:77	Y:22 
[2024/8/17 22:37:23] 物品:强效魔法药	怪物:2E0C9100魔龙刀兵2	地图:66	X:112	Y:120 
[2024/8/17 22:37:25] 物品:召唤骷髅	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:诱惑之光	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:抗拒火环	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:精神力战法	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:火球术	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:治愈术	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:基本剑术	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:凌风	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:魔鬼项链	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:琥珀项链	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:坚固手套	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:灯笼项链	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:铁剑	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:短剑	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:轻型盔甲(男)	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:轻型盔甲(女)	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:青铜斧	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:黑檀项链	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:黄色水晶项链	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:黑色水晶项链	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:青铜头盔	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:金创药(小量)	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:金创药(小量)	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:金创药(小量)	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:金创药(小量)	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:魔法药(小量)	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:魔法药(小量)	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:魔法药(小量)	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:25] 物品:魔法药(小量)	怪物:2EC9C950僵尸50	地图:H201	X:164	Y:60 
[2024/8/17 22:37:29] 物品:裁决之杖	怪物:2DEF37C0魔龙刀兵1	地图:66	X:112	Y:149 
[2024/8/17 22:37:38] 物品:强效太阳水	怪物:2DD5D560魔龙射手	地图:66	X:110	Y:151 
[2024/8/17 22:37:39] 物品:降妖除魔戒指	怪物:05879940魔龙射手	地图:66	X:107	Y:116 
[2024/8/17 22:37:40] 物品:金创药(小量)	怪物:17BC4610僵尸5	地图:H201	X:167	Y:63 
[2024/8/17 22:37:45] 物品:坚固手套	怪物:19FA2EA0祖玛卫士8	地图:H204	X:60	Y:18 
[2024/8/17 22:37:46] 物品:金创药(小量)	怪物:1EF101C0僵尸4	地图:H201	X:166	Y:62 
[2024/8/17 22:37:46] 物品:强效太阳水	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效太阳水	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效太阳水	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效太阳水	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效太阳水	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效太阳水	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效太阳水	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效太阳水	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效太阳水	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效太阳水	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:太阳水	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:太阳水	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:太阳水	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:太阳水	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:太阳水	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:太阳水	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:太阳水	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:太阳水	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:太阳水	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:太阳水	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:金创药(中量)	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:金创药(中量)	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:金创药(中量)	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效金创药	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效金创药	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效金创药	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:魔法药(中量)	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:魔法药(中量)	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:魔法药(中量)	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效魔法药	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效魔法药	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效魔法药	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效金创药	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效金创药	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效金创药	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效金创药	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效金创药	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效金创药	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效魔法药	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效魔法药	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效魔法药	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效魔法药	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效魔法药	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:46] 物品:强效魔法药	怪物:1C2FE9C0虹魔猪卫8	地图:H204	X:60	Y:17 
[2024/8/17 22:37:51] 物品:道士头盔	怪物:180DF380祖玛卫士8	地图:H204	X:62	Y:19 
[2024/8/17 22:37:51] 物品:白色虎齿项链	怪物:180DF380祖玛卫士8	地图:H204	X:62	Y:19 
[2024/8/17 22:37:53] 物品:灵魂战衣(男)	怪物:1C155500黑野猪8	地图:H002	X:263	Y:169 
[2024/8/17 22:37:54] 物品:灵魂火符	怪物:2259A1D0僵尸40	地图:H201	X:166	Y:64 
[2024/8/17 22:37:54] 物品:抗拒火环	怪物:2259A1D0僵尸40	地图:H201	X:166	Y:64 
[2024/8/17 22:37:54] 物品:精神力战法	怪物:2259A1D0僵尸40	地图:H201	X:166	Y:64 
[2024/8/17 22:37:54] 物品:火球术	怪物:2259A1D0僵尸40	地图:H201	X:166	Y:64 
[2024/8/17 22:37:54] 物品:治愈术	怪物:2259A1D0僵尸40	地图:H201	X:166	Y:64 
[2024/8/17 22:37:54] 物品:基本剑术	怪物:2259A1D0僵尸40	地图:H201	X:166	Y:64 
[2024/8/17 22:37:54] 物品:青铜斧	怪物:2259A1D0僵尸40	地图:H201	X:166	Y:64 
[2024/8/17 22:37:54] 物品:黄色水晶项链	怪物:2259A1D0僵尸40	地图:H201	X:166	Y:64 
[2024/8/17 22:37:55] 物品:魔法药(小量)	怪物:2DBC9100僵尸4	地图:H201	X:167	Y:64 
[2024/8/17 22:38:1] 物品:太阳水	怪物:2358BD60僵尸5	地图:H201	X:165	Y:64 
[2024/8/17 22:38:10] 物品:攻杀剑术	怪物:2992C340恶灵尸王	地图:H201	X:168	Y:66 
[2024/8/17 22:38:10] 物品:雷电术	怪物:2992C340恶灵尸王	地图:H201	X:168	Y:66 
[2024/8/17 22:38:13] 物品:斩马刀	怪物:1A35D5E0祖玛弓箭手8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:13] 物品:疾光电影	怪物:291B4910僵尸1	地图:H201	X:166	Y:65 
[2024/8/17 22:38:16] 物品:魔法药(小量)	怪物:30E4BDF0僵尸4	地图:H201	X:167	Y:66 
[2024/8/17 22:38:16] 物品:修罗	怪物:30DD6F00祖玛弓箭手8	地图:H204	X:58	Y:15 
[2024/8/17 22:38:16] 物品:凝霜	怪物:30DD6F00祖玛弓箭手8	地图:H204	X:58	Y:15 
[2024/8/17 22:38:20] 物品:太阳水	怪物:17FF3B70黑野猪8	地图:H002	X:289	Y:158 
[2024/8/17 22:38:22] 物品:隐身术	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:大火球	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:抗拒火环	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:精神力战法	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:火球术	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:治愈术	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:基本剑术	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:八荒	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:蓝色水晶戒指	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:魔鬼项链	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:琥珀项链	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:凤凰明珠	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:铁剑	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:短剑	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:轻型盔甲(男)	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:轻型盔甲(女)	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:青铜斧	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:黑檀项链	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:黄色水晶项链	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:黑色水晶项链	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:青铜头盔	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:金创药(小量)	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:金创药(小量)	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:金创药(小量)	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:金创药(小量)	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:魔法药(小量)	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:魔法药(小量)	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:魔法药(小量)	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:22] 物品:魔法药(小量)	怪物:17F09600僵尸50	地图:H201	X:170	Y:72 
[2024/8/17 22:38:24] 物品:强效太阳水	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:强效太阳水	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:强效太阳水	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:强效太阳水	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:强效太阳水	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:太阳水	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:太阳水	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:太阳水	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:太阳水	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:太阳水	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:太阳水	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:太阳水	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:太阳水	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:太阳水	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:太阳水	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:金创药(中量)	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:金创药(中量)	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:强效金创药	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:强效金创药	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:强效金创药	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:魔法药(中量)	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:魔法药(中量)	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:强效魔法药	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:强效魔法药	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:强效魔法药	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:地狱雷光	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:火墙	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:24] 物品:地狱火	怪物:29794B60沃玛卫士8	地图:H204	X:56	Y:14 
[2024/8/17 22:38:25] 物品:灵魂火符	怪物:06427090僵尸5	地图:H201	X:169	Y:72 
[2024/8/17 22:38:26] 物品:放大镜	怪物:2EBA6F20魔龙破甲兵	地图:66	X:100	Y:126 
[2024/8/17 22:38:26] 物品:金手镯	怪物:2EBA6F20魔龙破甲兵	地图:66	X:100	Y:126 
[2024/8/17 22:38:28] 物品:疾风药水	怪物:27A1E860僵尸1	地图:H201	X:171	Y:73 
[2024/8/17 22:38:32] 物品:强效魔法药	怪物:27E22BD0魔龙破甲兵	地图:66	X:98	Y:126 
[2024/8/17 22:38:32] 物品:强效太阳水	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:强效太阳水	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:强效太阳水	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:强效太阳水	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:强效太阳水	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:太阳水	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:太阳水	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:太阳水	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:太阳水	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:太阳水	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:太阳水	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:太阳水	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:太阳水	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:太阳水	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:太阳水	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:金创药(中量)	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:金创药(中量)	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:强效金创药	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:强效金创药	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:强效金创药	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:魔法药(中量)	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:魔法药(中量)	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:强效魔法药	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:强效魔法药	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:强效魔法药	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:道士头盔	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:神圣战甲术	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:攻杀剑术	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:32] 物品:灵魂火符	怪物:2E772820沃玛卫士8	地图:H204	X:56	Y:13 
[2024/8/17 22:38:37] 物品:灯笼项链	怪物:2AFDD3B0祖玛弓箭手8	地图:H204	X:55	Y:14 
[2024/8/17 22:38:37] 物品:强效太阳水	怪物:289C2750尸王8	地图:H201	X:171	Y:73 
[2024/8/17 22:38:37] 物品:强效太阳水	怪物:289C2750尸王8	地图:H201	X:171	Y:73 
[2024/8/17 22:38:37] 物品:强效太阳水	怪物:289C2750尸王8	地图:H201	X:171	Y:73 
[2024/8/17 22:38:37] 物品:强效太阳水	怪物:289C2750尸王8	地图:H201	X:171	Y:73 
[2024/8/17 22:38:37] 物品:强效太阳水	怪物:289C2750尸王8	地图:H201	X:171	Y:73 
[2024/8/17 22:38:37] 物品:强效金创药	怪物:289C2750尸王8	地图:H201	X:171	Y:73 
[2024/8/17 22:38:37] 物品:强效金创药	怪物:289C2750尸王8	地图:H201	X:171	Y:73 
[2024/8/17 22:38:37] 物品:强效魔法药	怪物:289C2750尸王8	地图:H201	X:171	Y:73 
[2024/8/17 22:38:37] 物品:强效魔法药	怪物:289C2750尸王8	地图:H201	X:171	Y:73 
[2024/8/17 22:38:37] 物品:骷髅戒指	怪物:289C2750尸王8	地图:H201	X:171	Y:73 
[2024/8/17 22:38:37] 物品:珍珠戒指	怪物:289C2750尸王8	地图:H201	X:171	Y:73 
[2024/8/17 22:38:37] 物品:生铁戒指	怪物:289C2750尸王8	地图:H201	X:171	Y:73 
[2024/8/17 22:38:37] 物品:凝霜	怪物:289C2750尸王8	地图:H201	X:171	Y:73 
[2024/8/17 22:38:37] 物品:黑檀手镯	怪物:289C2750尸王8	地图:H201	X:171	Y:73 
[2024/8/17 22:38:37] 物品:魔法盾	怪物:289C2750尸王8	地图:H201	X:171	Y:73 
