[2024/8/19 0:0:1] 物品:黑檀手镯	怪物:291364C0魔龙血蛙	地图:66	X:50	Y:149 
[2024/8/19 0:35:30] 物品:强效金创药	怪物:285FC6C0虹魔蝎卫8	地图:H204	X:63	Y:22 
[2024/8/19 0:35:30] 物品:强效金创药	怪物:285FC6C0虹魔蝎卫8	地图:H204	X:63	Y:22 
[2024/8/19 0:35:30] 物品:强效金创药	怪物:285FC6C0虹魔蝎卫8	地图:H204	X:63	Y:22 
[2024/8/19 0:35:30] 物品:强效魔法药	怪物:285FC6C0虹魔蝎卫8	地图:H204	X:63	Y:22 
[2024/8/19 0:35:30] 物品:强效魔法药	怪物:285FC6C0虹魔蝎卫8	地图:H204	X:63	Y:22 
[2024/8/19 0:35:30] 物品:强效魔法药	怪物:285FC6C0虹魔蝎卫8	地图:H204	X:63	Y:22 
[2024/8/19 0:35:30] 物品:强效魔法药	怪物:285FC6C0虹魔蝎卫8	地图:H204	X:63	Y:22 
[2024/8/19 0:35:30] 物品:强效魔法药	怪物:285FC6C0虹魔蝎卫8	地图:H204	X:63	Y:22 
[2024/8/19 0:35:30] 物品:强效魔法药	怪物:285FC6C0虹魔蝎卫8	地图:H204	X:63	Y:22 
[2024/8/19 0:35:30] 物品:强效魔法药	怪物:285FC6C0虹魔蝎卫8	地图:H204	X:63	Y:22 
[2024/8/19 0:35:30] 物品:强效魔法药	怪物:285FC6C0虹魔蝎卫8	地图:H204	X:63	Y:22 
[2024/8/19 0:35:30] 物品:强效魔法药	怪物:285FC6C0虹魔蝎卫8	地图:H204	X:63	Y:22 
[2024/8/19 0:35:30] 物品:强效魔法药	怪物:285FC6C0虹魔蝎卫8	地图:H204	X:63	Y:22 
[2024/8/19 0:35:32] 物品:强效金创药	怪物:17F87610魔龙射手	地图:66	X:179	Y:38 
[2024/8/19 0:35:35] 物品:魔法药(中量)	怪物:20F9D4F0恶灵尸王	地图:H201	X:171	Y:31 
[2024/8/19 0:35:35] 物品:隐身术	怪物:20F9D4F0恶灵尸王	地图:H201	X:171	Y:31 
[2024/8/19 0:35:35] 物品:施毒术	怪物:20F9D4F0恶灵尸王	地图:H201	X:171	Y:31 
[2024/8/19 0:35:35] 物品:大火球	怪物:20F9D4F0恶灵尸王	地图:H201	X:171	Y:31 
[2024/8/19 0:35:38] 物品:玻璃戒指	怪物:1B6AFFD0半兽战士	地图:11	X:211	Y:343 
[2024/8/19 0:35:41] 物品:强效太阳水	怪物:20501B20尸王8	地图:H201	X:171	Y:30 
[2024/8/19 0:35:41] 物品:强效太阳水	怪物:20501B20尸王8	地图:H201	X:171	Y:30 
[2024/8/19 0:35:41] 物品:强效太阳水	怪物:20501B20尸王8	地图:H201	X:171	Y:30 
[2024/8/19 0:35:41] 物品:强效太阳水	怪物:20501B20尸王8	地图:H201	X:171	Y:30 
[2024/8/19 0:35:41] 物品:强效太阳水	怪物:20501B20尸王8	地图:H201	X:171	Y:30 
[2024/8/19 0:35:41] 物品:强效金创药	怪物:20501B20尸王8	地图:H201	X:171	Y:30 
[2024/8/19 0:35:41] 物品:强效金创药	怪物:20501B20尸王8	地图:H201	X:171	Y:30 
[2024/8/19 0:35:41] 物品:强效魔法药	怪物:20501B20尸王8	地图:H201	X:171	Y:30 
[2024/8/19 0:35:41] 物品:强效魔法药	怪物:20501B20尸王8	地图:H201	X:171	Y:30 
[2024/8/19 0:35:41] 物品:骷髅戒指	怪物:20501B20尸王8	地图:H201	X:171	Y:30 
[2024/8/19 0:35:41] 物品:蛇眼戒指	怪物:20501B20尸王8	地图:H201	X:171	Y:30 
[2024/8/19 0:35:41] 物品:珍珠戒指	怪物:20501B20尸王8	地图:H201	X:171	Y:30 
[2024/8/19 0:35:41] 物品:黑檀手镯	怪物:20501B20尸王8	地图:H201	X:171	Y:30 
[2024/8/19 0:35:41] 物品:野蛮冲撞	怪物:20501B20尸王8	地图:H201	X:171	Y:30 
[2024/8/19 0:35:41] 物品:强效太阳水	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:强效太阳水	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:强效太阳水	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:强效太阳水	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:强效太阳水	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:太阳水	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:太阳水	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:太阳水	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:太阳水	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:太阳水	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:太阳水	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:太阳水	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:太阳水	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:太阳水	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:太阳水	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:金创药(中量)	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:金创药(中量)	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:强效金创药	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:强效金创药	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:强效金创药	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:魔法药(中量)	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:魔法药(中量)	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:强效魔法药	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:强效魔法药	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:强效魔法药	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:辟邪手镯	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:幽灵盾	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:41] 物品:火墙	怪物:1EED3300沃玛卫士8	地图:H204	X:57	Y:57 
[2024/8/19 0:35:43] 物品:强效太阳水	怪物:2DF5E130尸王8	地图:H201	X:171	Y:32 
[2024/8/19 0:35:43] 物品:强效太阳水	怪物:2DF5E130尸王8	地图:H201	X:171	Y:32 
[2024/8/19 0:35:43] 物品:强效太阳水	怪物:2DF5E130尸王8	地图:H201	X:171	Y:32 
[2024/8/19 0:35:43] 物品:强效太阳水	怪物:2DF5E130尸王8	地图:H201	X:171	Y:32 
[2024/8/19 0:35:43] 物品:强效太阳水	怪物:2DF5E130尸王8	地图:H201	X:171	Y:32 
[2024/8/19 0:35:43] 物品:强效金创药	怪物:2DF5E130尸王8	地图:H201	X:171	Y:32 
[2024/8/19 0:35:43] 物品:强效金创药	怪物:2DF5E130尸王8	地图:H201	X:171	Y:32 
[2024/8/19 0:35:43] 物品:强效魔法药	怪物:2DF5E130尸王8	地图:H201	X:171	Y:32 
[2024/8/19 0:35:43] 物品:强效魔法药	怪物:2DF5E130尸王8	地图:H201	X:171	Y:32 
[2024/8/19 0:35:43] 物品:黑色水晶戒指	怪物:2DF5E130尸王8	地图:H201	X:171	Y:32 
[2024/8/19 0:35:43] 物品:蓝翡翠项链	怪物:2DF5E130尸王8	地图:H201	X:171	Y:32 
[2024/8/19 0:35:43] 物品:黑檀手镯	怪物:2DF5E130尸王8	地图:H201	X:171	Y:32 
[2024/8/19 0:35:43] 物品:魔法盾	怪物:2DF5E130尸王8	地图:H201	X:171	Y:32 
[2024/8/19 0:35:44] 物品:强效太阳水	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效太阳水	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效太阳水	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效太阳水	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效太阳水	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效太阳水	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效太阳水	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效太阳水	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效太阳水	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效太阳水	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:太阳水	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:太阳水	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:太阳水	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:太阳水	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:太阳水	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:太阳水	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:太阳水	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:太阳水	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:太阳水	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:太阳水	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效金创药	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效金创药	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效金创药	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效金创药	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效金创药	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效金创药	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效金创药	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效金创药	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效金创药	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效金创药	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效魔法药	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效魔法药	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效魔法药	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效魔法药	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效魔法药	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效魔法药	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效魔法药	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效魔法药	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效魔法药	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:强效魔法药	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:小手镯	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:44] 物品:珍珠戒指	怪物:18CA7610虹魔蝎卫8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:45] 物品:魔鬼项链	怪物:2B379D90祖玛卫士8	地图:H204	X:73	Y:24 
[2024/8/19 0:35:45] 物品:蓝色水晶戒指	怪物:2B379D90祖玛卫士8	地图:H204	X:73	Y:24 
[2024/8/19 0:35:46] 物品:太阳水	怪物:1A5D7EA0蜈蚣0	地图:D601	X:60	Y:182 
[2024/8/19 0:35:46] 物品:太阳水	怪物:1A5D7EA0蜈蚣0	地图:D601	X:60	Y:182 
[2024/8/19 0:35:46] 物品:太阳水	怪物:1A5D7EA0蜈蚣0	地图:D601	X:60	Y:182 
[2024/8/19 0:35:46] 物品:太阳水	怪物:1A5D7EA0蜈蚣0	地图:D601	X:60	Y:182 
[2024/8/19 0:35:46] 物品:金创药(中量)	怪物:1A5D7EA0蜈蚣0	地图:D601	X:60	Y:182 
[2024/8/19 0:35:46] 物品:金创药(中量)	怪物:1A5D7EA0蜈蚣0	地图:D601	X:60	Y:182 
[2024/8/19 0:35:46] 物品:金创药(中量)	怪物:1A5D7EA0蜈蚣0	地图:D601	X:60	Y:182 
[2024/8/19 0:35:46] 物品:金创药(中量)	怪物:1A5D7EA0蜈蚣0	地图:D601	X:60	Y:182 
[2024/8/19 0:35:46] 物品:魔法药(中量)	怪物:1A5D7EA0蜈蚣0	地图:D601	X:60	Y:182 
[2024/8/19 0:35:46] 物品:魔法药(中量)	怪物:1A5D7EA0蜈蚣0	地图:D601	X:60	Y:182 
[2024/8/19 0:35:46] 物品:魔法药(中量)	怪物:1A5D7EA0蜈蚣0	地图:D601	X:60	Y:182 
[2024/8/19 0:35:46] 物品:魔法药(中量)	怪物:1A5D7EA0蜈蚣0	地图:D601	X:60	Y:182 
[2024/8/19 0:35:47] 物品:凤凰明珠	怪物:2F25E160祖玛卫士8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:47] 物品:魔法手镯	怪物:2F25E160祖玛卫士8	地图:H204	X:74	Y:24 
[2024/8/19 0:35:50] 物品:强效太阳水	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效太阳水	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效太阳水	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效太阳水	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效太阳水	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效太阳水	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效太阳水	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效太阳水	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效太阳水	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效太阳水	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:太阳水	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:太阳水	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:太阳水	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:太阳水	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:太阳水	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:太阳水	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:太阳水	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:太阳水	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:太阳水	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:太阳水	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:金创药(中量)	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:金创药(中量)	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:金创药(中量)	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效金创药	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效金创药	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效金创药	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:魔法药(中量)	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:魔法药(中量)	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:魔法药(中量)	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效魔法药	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效魔法药	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效魔法药	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效金创药	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效金创药	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效金创药	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效金创药	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效金创药	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效金创药	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效魔法药	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效魔法药	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效魔法药	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效魔法药	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效魔法药	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:强效魔法药	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:HP强化药水	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:黑色水晶戒指	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:50] 物品:金戒指	怪物:1C9B4120虹魔猪卫8	地图:H204	X:55	Y:57 
[2024/8/19 0:35:52] 物品:八荒	怪物:1CAFDC70祖玛雕像8	地图:H204	X:56	Y:56 
[2024/8/19 0:35:52] 物品:凤凰明珠	怪物:1CAFDC70祖玛雕像8	地图:H204	X:56	Y:56 
[2024/8/19 0:35:58] 物品:强效太阳水	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效太阳水	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效太阳水	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效太阳水	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效太阳水	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效太阳水	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效太阳水	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效太阳水	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效太阳水	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效太阳水	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:太阳水	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:太阳水	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:太阳水	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:太阳水	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:太阳水	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:太阳水	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:太阳水	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:太阳水	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:太阳水	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:太阳水	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效金创药	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效金创药	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效金创药	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效金创药	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效金创药	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效金创药	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效金创药	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效金创药	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效金创药	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效金创药	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效魔法药	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效魔法药	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效魔法药	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效魔法药	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效魔法药	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效魔法药	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效魔法药	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效魔法药	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效魔法药	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:强效魔法药	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:35:58] 物品:金戒指	怪物:0C2D7F90虹魔蝎卫8	地图:H204	X:81	Y:23 
[2024/8/19 0:36:8] 物品:太阳水	怪物:1F216B30蜈蚣	地图:D601	X:56	Y:179 
[2024/8/19 0:36:8] 物品:道士手镯	怪物:21A34AC0魔龙血蛙	地图:66	X:175	Y:39 
[2024/8/19 0:36:8] 物品:兽皮腰带	怪物:21A34AC0魔龙血蛙	地图:66	X:175	Y:39 
[2024/8/19 0:36:9] 物品:强效太阳水	怪物:2DC7E940尸王8	地图:H201	X:169	Y:39 
[2024/8/19 0:36:9] 物品:强效太阳水	怪物:2DC7E940尸王8	地图:H201	X:169	Y:39 
[2024/8/19 0:36:9] 物品:强效太阳水	怪物:2DC7E940尸王8	地图:H201	X:169	Y:39 
[2024/8/19 0:36:9] 物品:强效太阳水	怪物:2DC7E940尸王8	地图:H201	X:169	Y:39 
[2024/8/19 0:36:9] 物品:强效太阳水	怪物:2DC7E940尸王8	地图:H201	X:169	Y:39 
[2024/8/19 0:36:9] 物品:强效金创药	怪物:2DC7E940尸王8	地图:H201	X:169	Y:39 
[2024/8/19 0:36:9] 物品:强效金创药	怪物:2DC7E940尸王8	地图:H201	X:169	Y:39 
[2024/8/19 0:36:9] 物品:强效魔法药	怪物:2DC7E940尸王8	地图:H201	X:169	Y:39 
