[2024/8/20 15:0:3] 物品:金创药(小量)	怪物:1B029CF0僵尸3	地图:D401	X:128	Y:117 
[2024/8/20 15:29:20] 物品:太阳水	怪物:1DF32BD0沃玛卫士8	地图:H204	X:66	Y:27 
[2024/8/20 15:29:20] 物品:太阳水	怪物:1DF32BD0沃玛卫士8	地图:H204	X:66	Y:27 
[2024/8/20 15:29:20] 物品:太阳水	怪物:1DF32BD0沃玛卫士8	地图:H204	X:66	Y:27 
[2024/8/20 15:29:20] 物品:太阳水	怪物:1DF32BD0沃玛卫士8	地图:H204	X:66	Y:27 
[2024/8/20 15:29:20] 物品:太阳水	怪物:1DF32BD0沃玛卫士8	地图:H204	X:66	Y:27 
[2024/8/20 15:29:20] 物品:太阳水	怪物:1DF32BD0沃玛卫士8	地图:H204	X:66	Y:27 
[2024/8/20 15:29:20] 物品:金创药(中量)	怪物:1DF32BD0沃玛卫士8	地图:H204	X:66	Y:27 
[2024/8/20 15:29:20] 物品:金创药(中量)	怪物:1DF32BD0沃玛卫士8	地图:H204	X:66	Y:27 
[2024/8/20 15:29:20] 物品:强效金创药	怪物:1DF32BD0沃玛卫士8	地图:H204	X:66	Y:27 
[2024/8/20 15:29:20] 物品:强效金创药	怪物:1DF32BD0沃玛卫士8	地图:H204	X:66	Y:27 
[2024/8/20 15:29:20] 物品:强效金创药	怪物:1DF32BD0沃玛卫士8	地图:H204	X:66	Y:27 
[2024/8/20 15:29:20] 物品:魔法药(中量)	怪物:1DF32BD0沃玛卫士8	地图:H204	X:66	Y:27 
[2024/8/20 15:29:20] 物品:魔法药(中量)	怪物:1DF32BD0沃玛卫士8	地图:H204	X:66	Y:27 
[2024/8/20 15:29:20] 物品:强效魔法药	怪物:1DF32BD0沃玛卫士8	地图:H204	X:66	Y:27 
[2024/8/20 15:29:20] 物品:强效魔法药	怪物:1DF32BD0沃玛卫士8	地图:H204	X:66	Y:27 
[2024/8/20 15:29:20] 物品:强效魔法药	怪物:1DF32BD0沃玛卫士8	地图:H204	X:66	Y:27 
[2024/8/20 15:29:20] 物品:攻击神水	怪物:1DF32BD0沃玛卫士8	地图:H204	X:66	Y:27 
[2024/8/20 15:29:20] 物品:魔法长袍(男)	怪物:1DF32BD0沃玛卫士8	地图:H204	X:66	Y:27 
[2024/8/20 15:29:20] 物品:珊瑚戒指	怪物:1DF32BD0沃玛卫士8	地图:H204	X:66	Y:27 
[2024/8/20 15:29:20] 物品:冰咆哮	怪物:1DF32BD0沃玛卫士8	地图:H204	X:66	Y:27 
[2024/8/20 15:29:27] 物品:强效太阳水	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:强效太阳水	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:强效太阳水	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:强效太阳水	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:强效太阳水	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:太阳水	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:太阳水	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:太阳水	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:太阳水	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:太阳水	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:太阳水	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:太阳水	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:太阳水	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:太阳水	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:太阳水	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:金创药(中量)	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:金创药(中量)	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:强效金创药	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:强效金创药	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:强效金创药	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:魔法药(中量)	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:魔法药(中量)	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:强效魔法药	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:强效魔法药	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:强效魔法药	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:竹笛	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:小手镯	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:魅力戒指	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:27] 物品:火墙	怪物:29EB60F0沃玛卫士8	地图:H204	X:68	Y:27 
[2024/8/20 15:29:29] 物品:黑色水晶戒指	怪物:24A57E50祖玛卫士8	地图:H204	X:67	Y:26 
[2024/8/20 15:29:35] 物品:凤凰明珠	怪物:03994E90祖玛卫士8	地图:H204	X:69	Y:31 
[2024/8/20 15:29:36] 物品:灵魂战衣(男)	怪物:19080570牛魔法师8	地图:H010	X:335	Y:57 
[2024/8/20 15:29:42] 物品:珍珠戒指	怪物:2F69C5B0祖玛卫士8	地图:H204	X:80	Y:39 
[2024/8/20 15:29:54] 物品:强效太阳水	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效太阳水	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效太阳水	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效太阳水	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效太阳水	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效太阳水	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效太阳水	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效太阳水	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效太阳水	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效太阳水	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:太阳水	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:太阳水	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:太阳水	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:太阳水	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:太阳水	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:太阳水	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:太阳水	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:太阳水	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:太阳水	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:太阳水	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效金创药	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效金创药	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效金创药	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效金创药	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效金创药	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效金创药	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效金创药	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效金创药	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效金创药	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效金创药	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效魔法药	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效魔法药	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效魔法药	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效魔法药	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效魔法药	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效魔法药	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效魔法药	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效魔法药	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效魔法药	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:强效魔法药	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:29:54] 物品:银蛇	怪物:2A5EDC70虹魔蝎卫8	地图:H204	X:80	Y:40 
[2024/8/20 15:30:1] 物品:降魔	怪物:2A093780牛魔侍卫8	地图:H010	X:321	Y:43 
[2024/8/20 15:30:5] 物品:生铁戒指	怪物:0DAB3A10祖玛弓箭手8	地图:H204	X:95	Y:52 
[2024/8/20 15:30:6] 物品:强效金创药	怪物:1A4338A0祖玛雕像83	地图:H008	X:57	Y:29 
[2024/8/20 15:30:7] 物品:强效魔法药	怪物:2F342E20祖玛卫士8	地图:H204	X:95	Y:53 
[2024/8/20 15:30:7] 物品:珍珠戒指	怪物:2F342E20祖玛卫士8	地图:H204	X:95	Y:53 
[2024/8/20 15:30:13] 物品:强效太阳水	怪物:20629DB0牛魔将军0	地图:H010	X:321	Y:41 
[2024/8/20 15:30:13] 物品:强效太阳水	怪物:20629DB0牛魔将军0	地图:H010	X:321	Y:41 
[2024/8/20 15:30:13] 物品:强效太阳水	怪物:20629DB0牛魔将军0	地图:H010	X:321	Y:41 
[2024/8/20 15:30:13] 物品:太阳水	怪物:20629DB0牛魔将军0	地图:H010	X:321	Y:41 
[2024/8/20 15:30:13] 物品:太阳水	怪物:20629DB0牛魔将军0	地图:H010	X:321	Y:41 
[2024/8/20 15:30:13] 物品:降魔	怪物:20629DB0牛魔将军0	地图:H010	X:321	Y:41 
[2024/8/20 15:30:17] 物品:强效太阳水	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:强效太阳水	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:强效太阳水	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:强效太阳水	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:强效太阳水	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:太阳水	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:太阳水	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:太阳水	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:太阳水	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:太阳水	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:太阳水	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:太阳水	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:太阳水	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:太阳水	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:太阳水	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:金创药(中量)	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:金创药(中量)	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:强效金创药	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:强效金创药	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:强效金创药	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:魔法药(中量)	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:魔法药(中量)	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:强效魔法药	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:强效魔法药	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:强效魔法药	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:群体治疗术	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:17] 物品:雷电术	怪物:267B10E0沃玛卫士8	地图:H204	X:85	Y:62 
[2024/8/20 15:30:23] 物品:珊瑚戒指	怪物:28C29490祖玛弓箭手8	地图:H204	X:82	Y:66 
[2024/8/20 15:30:26] 物品:太阳水	怪物:293BE420祖玛雕像8	地图:H204	X:78	Y:68 
[2024/8/20 15:30:29] 物品:强效太阳水	怪物:0D6055A0祖玛雕像83	地图:H008	X:57	Y:12 
[2024/8/20 15:30:33] 物品:强效太阳水	怪物:182C10E0牛魔将军0	地图:H010	X:303	Y:32 
[2024/8/20 15:30:33] 物品:太阳水	怪物:182C10E0牛魔将军0	地图:H010	X:303	Y:32 
[2024/8/20 15:30:33] 物品:太阳水	怪物:182C10E0牛魔将军0	地图:H010	X:303	Y:32 
[2024/8/20 15:30:41] 物品:强效太阳水	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效太阳水	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效太阳水	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效太阳水	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效太阳水	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效太阳水	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效太阳水	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效太阳水	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效太阳水	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效太阳水	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:太阳水	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:太阳水	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:太阳水	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:太阳水	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:太阳水	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:太阳水	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:太阳水	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:太阳水	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:太阳水	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:太阳水	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效金创药	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效金创药	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效金创药	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效金创药	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效金创药	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效金创药	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效金创药	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效金创药	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效金创药	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效金创药	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效魔法药	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效魔法药	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效魔法药	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效魔法药	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效魔法药	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效魔法药	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效魔法药	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效魔法药	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效魔法药	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:强效魔法药	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:小手镯	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:41] 物品:骷髅戒指	怪物:2F0EEC00虹魔蝎卫8	地图:H204	X:73	Y:70 
[2024/8/20 15:30:50] 物品:强效太阳水	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效太阳水	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效太阳水	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效太阳水	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效太阳水	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效太阳水	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效太阳水	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效太阳水	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效太阳水	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效太阳水	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:太阳水	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:太阳水	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:太阳水	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:太阳水	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:太阳水	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:太阳水	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:太阳水	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:太阳水	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:太阳水	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:太阳水	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效金创药	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效金创药	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效金创药	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效金创药	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效金创药	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效金创药	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效金创药	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效金创药	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效金创药	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效金创药	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效魔法药	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效魔法药	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效魔法药	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效魔法药	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效魔法药	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效魔法药	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效魔法药	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效魔法药	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效魔法药	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效魔法药	怪物:2CA5E380虹魔蝎卫8	地图:H204	X:74	Y:70 
[2024/8/20 15:30:50] 物品:强效太阳水	怪物:2EB751E0牛魔将军8	地图:H010	X:300	Y:30 
[2024/8/20 15:30:50] 物品:强效魔法药	怪物:2EB751E0牛魔将军8	地图:H010	X:300	Y:30 
[2024/8/20 15:30:50] 物品:白金项链	怪物:2EB751E0牛魔将军8	地图:H010	X:300	Y:30 
[2024/8/20 15:30:58] 物品:魔法长袍(女)	怪物:05ECCBA0祖玛弓箭手8	地图:H204	X:64	Y:65 
[2024/8/20 15:31:1] 物品:强效太阳水	怪物:27D013F0牛魔将军0	地图:H010	X:295	Y:31 
[2024/8/20 15:31:1] 物品:强效太阳水	怪物:27D013F0牛魔将军0	地图:H010	X:295	Y:31 
[2024/8/20 15:31:1] 物品:强效太阳水	怪物:27D013F0牛魔将军0	地图:H010	X:295	Y:31 
[2024/8/20 15:31:1] 物品:太阳水	怪物:27D013F0牛魔将军0	地图:H010	X:295	Y:31 
[2024/8/20 15:31:1] 物品:太阳水	怪物:27D013F0牛魔将军0	地图:H010	X:295	Y:31 
[2024/8/20 15:31:1] 物品:竹笛	怪物:27D013F0牛魔将军0	地图:H010	X:295	Y:31 
