[2024/8/17 1:0:0] 物品:太阳水	怪物:29A39370黑色恶蛆8	地图:H004	X:88	Y:67 
[2024/8/17 1:35:57] 物品:金创药(中量)	怪物:057B7AD0骷髅战士0	地图:E002	X:19	Y:65 
[2024/8/17 1:35:57] 物品:魔法药(中量)	怪物:057B7AD0骷髅战士0	地图:E002	X:19	Y:65 
[2024/8/17 1:35:57] 物品:魔法药(中量)	怪物:057B7AD0骷髅战士0	地图:E002	X:19	Y:65 
[2024/8/17 1:35:57] 物品:魔法药(中量)	怪物:057B7AD0骷髅战士0	地图:E002	X:19	Y:65 
[2024/8/17 1:35:57] 物品:魔法药(中量)	怪物:057B7AD0骷髅战士0	地图:E002	X:19	Y:65 
[2024/8/17 1:36:1] 物品:金创药(小量)	怪物:055420E0山洞蝙蝠	地图:E002	X:15	Y:60 
[2024/8/17 1:36:4] 物品:金创药(小量)	怪物:15276740僵尸3	地图:D413	X:48	Y:16 
[2024/8/17 1:36:28] 物品:凌风	怪物:055C0970掷斧骷髅	地图:E002	X:22	Y:54 
[2024/8/17 1:36:36] 物品:精神力战法	怪物:0D9BBE90僵尸3	地图:D413	X:67	Y:15 
[2024/8/17 1:36:44] 物品:魔法药(小量)	怪物:03B82540山洞蝙蝠	地图:D011	X:288	Y:366 
[2024/8/17 1:36:58] 物品:金创药(中量)	怪物:05592EC0骷髅战将	地图:E002	X:30	Y:32 
[2024/8/17 1:37:1] 物品:琥珀项链	怪物:282132E0骷髅	地图:D001	X:29	Y:335 
[2024/8/17 1:37:2] 物品:金创药(小量)	怪物:039406A0山洞蝙蝠	地图:D011	X:290	Y:366 
[2024/8/17 1:37:4] 物品:地狱雷光	怪物:22297530尸王1	地图:M001	X:318	Y:120 
[2024/8/17 1:37:4] 物品:灵魂战衣(女)	怪物:22297530尸王1	地图:M001	X:318	Y:120 
[2024/8/17 1:37:6] 物品:金创药(小量)	怪物:1CE55560僵尸3	地图:D413	X:73	Y:24 
[2024/8/17 1:37:29] 物品:金创药(中量)	怪物:05586710骷髅战将	地图:E002	X:15	Y:28 
[2024/8/17 1:37:30] 物品:基本剑术	怪物:301A08B0僵尸3	地图:D413	X:72	Y:37 
[2024/8/17 1:37:46] 物品:精神力战法	怪物:03859D50僵尸3	地图:D413	X:51	Y:14 
[2024/8/17 1:38:30] 物品:青铜头盔	怪物:17DAADE0骷髅0	地图:D011	X:280	Y:367 
[2024/8/17 1:38:30] 物品:金创药(小量)	怪物:17DAADE0骷髅0	地图:D011	X:280	Y:367 
[2024/8/17 1:38:30] 物品:金创药(小量)	怪物:17DAADE0骷髅0	地图:D011	X:280	Y:367 
[2024/8/17 1:38:30] 物品:金创药(小量)	怪物:17DAADE0骷髅0	地图:D011	X:280	Y:367 
[2024/8/17 1:38:30] 物品:金创药(小量)	怪物:17DAADE0骷髅0	地图:D011	X:280	Y:367 
[2024/8/17 1:38:30] 物品:魔法药(小量)	怪物:17DAADE0骷髅0	地图:D011	X:280	Y:367 
[2024/8/17 1:38:30] 物品:魔法药(小量)	怪物:17DAADE0骷髅0	地图:D011	X:280	Y:367 
[2024/8/17 1:38:30] 物品:魔法药(小量)	怪物:17DAADE0骷髅0	地图:D011	X:280	Y:367 
[2024/8/17 1:38:30] 物品:魔法药(小量)	怪物:17DAADE0骷髅0	地图:D011	X:280	Y:367 
[2024/8/17 1:38:31] 物品:魔法药(小量)	怪物:15B16300骷髅战士	地图:D002	X:125	Y:101 
[2024/8/17 1:38:44] 物品:金创药(小量)	怪物:18B7FFB0僵尸3	地图:D413	X:71	Y:61 
[2024/8/17 1:39:0] 物品:金创药(小量)	怪物:18B7FFB0僵尸3	地图:D413	X:71	Y:61 
[2024/8/17 1:39:5] 物品:金创药(小量)	怪物:1E3214D0僵尸3	地图:D413	X:64	Y:61 
[2024/8/17 1:39:8] 物品:金创药(小量)	怪物:289EF190僵尸3	地图:D413	X:64	Y:60 
[2024/8/17 1:39:8] 物品:魔法药(小量)	怪物:055EA310骷髅战士	地图:E002	X:54	Y:10 
[2024/8/17 1:39:21] 物品:金创药(小量)	怪物:18B7FFB0僵尸3	地图:D413	X:71	Y:61 
[2024/8/17 1:39:30] 物品:金创药(中量)	怪物:183AA020骷髅战士0	地图:D011	X:299	Y:348 
[2024/8/17 1:39:30] 物品:金创药(中量)	怪物:183AA020骷髅战士0	地图:D011	X:299	Y:348 
[2024/8/17 1:39:30] 物品:金创药(中量)	怪物:183AA020骷髅战士0	地图:D011	X:299	Y:348 
[2024/8/17 1:39:30] 物品:金创药(中量)	怪物:183AA020骷髅战士0	地图:D011	X:299	Y:348 
[2024/8/17 1:39:30] 物品:魔法药(中量)	怪物:183AA020骷髅战士0	地图:D011	X:299	Y:348 
[2024/8/17 1:39:30] 物品:魔法药(中量)	怪物:183AA020骷髅战士0	地图:D011	X:299	Y:348 
[2024/8/17 1:39:30] 物品:魔法药(中量)	怪物:183AA020骷髅战士0	地图:D011	X:299	Y:348 
[2024/8/17 1:39:30] 物品:魔法药(中量)	怪物:183AA020骷髅战士0	地图:D011	X:299	Y:348 
[2024/8/17 1:39:43] 物品:金创药(小量)	怪物:055D29E0骷髅战士	地图:E002	X:66	Y:13 
[2024/8/17 1:39:43] 物品:金创药(小量)	怪物:0D4705D0僵尸3	地图:D413	X:71	Y:74 
[2024/8/17 1:39:43] 物品:魔法药(小量)	怪物:0D4705D0僵尸3	地图:D413	X:71	Y:74 
[2024/8/17 1:39:47] 物品:金创药(中量)	怪物:05598780骷髅战将	地图:E002	X:65	Y:13 
[2024/8/17 1:40:4] 物品:牛角戒指	怪物:1CAC6230骷髅战士0	地图:D003	X:69	Y:122 
[2024/8/17 1:40:4] 物品:金创药(中量)	怪物:1CAC6230骷髅战士0	地图:D003	X:69	Y:122 
[2024/8/17 1:40:4] 物品:金创药(中量)	怪物:1CAC6230骷髅战士0	地图:D003	X:69	Y:122 
[2024/8/17 1:40:4] 物品:金创药(中量)	怪物:1CAC6230骷髅战士0	地图:D003	X:69	Y:122 
[2024/8/17 1:40:4] 物品:金创药(中量)	怪物:1CAC6230骷髅战士0	地图:D003	X:69	Y:122 
[2024/8/17 1:40:4] 物品:魔法药(中量)	怪物:1CAC6230骷髅战士0	地图:D003	X:69	Y:122 
[2024/8/17 1:40:4] 物品:魔法药(中量)	怪物:1CAC6230骷髅战士0	地图:D003	X:69	Y:122 
[2024/8/17 1:40:4] 物品:魔法药(中量)	怪物:1CAC6230骷髅战士0	地图:D003	X:69	Y:122 
[2024/8/17 1:40:4] 物品:魔法药(中量)	怪物:1CAC6230骷髅战士0	地图:D003	X:69	Y:122 
[2024/8/17 1:40:8] 物品:回城卷	怪物:0385C9B0山洞蝙蝠0	地图:D011	X:304	Y:340 
[2024/8/17 1:40:8] 物品:回城卷	怪物:0385C9B0山洞蝙蝠0	地图:D011	X:304	Y:340 
[2024/8/17 1:40:8] 物品:回城卷	怪物:0385C9B0山洞蝙蝠0	地图:D011	X:304	Y:340 
[2024/8/17 1:40:8] 物品:回城卷	怪物:0385C9B0山洞蝙蝠0	地图:D011	X:304	Y:340 
[2024/8/17 1:40:8] 物品:回城卷	怪物:0385C9B0山洞蝙蝠0	地图:D011	X:304	Y:340 
[2024/8/17 1:40:9] 物品:轻型盔甲(男)	怪物:05591890骷髅战将	地图:E002	X:67	Y:27 
[2024/8/17 1:40:13] 物品:小手镯	怪物:279EE150骷髅	地图:D003	X:55	Y:115 
[2024/8/17 1:40:32] 物品:皮制手套	怪物:055E1DF0骷髅战士	地图:E002	X:56	Y:36 
[2024/8/17 1:40:33] 物品:金创药(中量)	怪物:28E0C240掷斧骷髅0	地图:D003	X:46	Y:122 
[2024/8/17 1:40:33] 物品:金创药(中量)	怪物:28E0C240掷斧骷髅0	地图:D003	X:46	Y:122 
[2024/8/17 1:40:33] 物品:金创药(中量)	怪物:28E0C240掷斧骷髅0	地图:D003	X:46	Y:122 
[2024/8/17 1:40:33] 物品:金创药(中量)	怪物:28E0C240掷斧骷髅0	地图:D003	X:46	Y:122 
[2024/8/17 1:40:33] 物品:魔法药(中量)	怪物:28E0C240掷斧骷髅0	地图:D003	X:46	Y:122 
[2024/8/17 1:40:33] 物品:魔法药(中量)	怪物:28E0C240掷斧骷髅0	地图:D003	X:46	Y:122 
[2024/8/17 1:40:33] 物品:魔法药(中量)	怪物:28E0C240掷斧骷髅0	地图:D003	X:46	Y:122 
[2024/8/17 1:40:33] 物品:魔法药(中量)	怪物:28E0C240掷斧骷髅0	地图:D003	X:46	Y:122 
[2024/8/17 1:40:41] 物品:魔法药(小量)	怪物:1879E9C0山洞蝙蝠	地图:D003	X:43	Y:121 
[2024/8/17 1:40:50] 物品:金创药(小量)	怪物:055D5640骷髅战士	地图:E002	X:60	Y:44 
[2024/8/17 1:41:4] 物品:金创药(小量)	怪物:05540AB0山洞蝙蝠	地图:E002	X:55	Y:54 
[2024/8/17 1:41:15] 物品:轻型盔甲(男)	怪物:28DE50C0骷髅战士0	地图:D003	X:84	Y:96 
[2024/8/17 1:41:15] 物品:金创药(中量)	怪物:28DE50C0骷髅战士0	地图:D003	X:84	Y:96 
[2024/8/17 1:41:15] 物品:金创药(中量)	怪物:28DE50C0骷髅战士0	地图:D003	X:84	Y:96 
[2024/8/17 1:41:15] 物品:金创药(中量)	怪物:28DE50C0骷髅战士0	地图:D003	X:84	Y:96 
[2024/8/17 1:41:15] 物品:金创药(中量)	怪物:28DE50C0骷髅战士0	地图:D003	X:84	Y:96 
[2024/8/17 1:41:15] 物品:魔法药(中量)	怪物:28DE50C0骷髅战士0	地图:D003	X:84	Y:96 
[2024/8/17 1:41:15] 物品:魔法药(中量)	怪物:28DE50C0骷髅战士0	地图:D003	X:84	Y:96 
[2024/8/17 1:41:15] 物品:魔法药(中量)	怪物:28DE50C0骷髅战士0	地图:D003	X:84	Y:96 
[2024/8/17 1:41:15] 物品:魔法药(中量)	怪物:28DE50C0骷髅战士0	地图:D003	X:84	Y:96 
[2024/8/17 1:41:30] 物品:金创药(中量)	怪物:1902FBD0掷斧骷髅0	地图:D003	X:83	Y:98 
[2024/8/17 1:41:30] 物品:金创药(中量)	怪物:1902FBD0掷斧骷髅0	地图:D003	X:83	Y:98 
[2024/8/17 1:41:30] 物品:金创药(中量)	怪物:1902FBD0掷斧骷髅0	地图:D003	X:83	Y:98 
[2024/8/17 1:41:30] 物品:金创药(中量)	怪物:1902FBD0掷斧骷髅0	地图:D003	X:83	Y:98 
[2024/8/17 1:41:30] 物品:魔法药(中量)	怪物:1902FBD0掷斧骷髅0	地图:D003	X:83	Y:98 
[2024/8/17 1:41:30] 物品:魔法药(中量)	怪物:1902FBD0掷斧骷髅0	地图:D003	X:83	Y:98 
[2024/8/17 1:41:30] 物品:魔法药(中量)	怪物:1902FBD0掷斧骷髅0	地图:D003	X:83	Y:98 
[2024/8/17 1:41:30] 物品:魔法药(中量)	怪物:1902FBD0掷斧骷髅0	地图:D003	X:83	Y:98 
[2024/8/17 1:42:2] 物品:HP强化药水	怪物:055E8CE0骷髅战士	地图:E002	X:50	Y:73 
[2024/8/17 1:42:10] 物品:轻型盔甲(男)	怪物:039A9B60骷髅战将	地图:D003	X:83	Y:68 
[2024/8/17 1:42:12] 物品:青铜剑	怪物:0559E040骷髅战将	地图:E002	X:52	Y:76 
[2024/8/17 1:42:19] 物品:轻型盔甲(女)	怪物:05571600骷髅	地图:E002	X:59	Y:83 
[2024/8/17 1:42:30] 物品:魔法药(中量)	怪物:05599DB0骷髅战将	地图:E002	X:66	Y:83 
[2024/8/17 1:42:39] 物品:隐身术	怪物:1F0E8BA0僵尸30	地图:D401	X:24	Y:156 
[2024/8/17 1:42:39] 物品:瞬息移动	怪物:1F0E8BA0僵尸30	地图:D401	X:24	Y:156 
[2024/8/17 1:42:39] 物品:八荒	怪物:1F0E8BA0僵尸30	地图:D401	X:24	Y:156 
[2024/8/17 1:42:39] 物品:半月	怪物:1F0E8BA0僵尸30	地图:D401	X:24	Y:156 
[2024/8/17 1:42:39] 物品:蓝色水晶戒指	怪物:1F0E8BA0僵尸30	地图:D401	X:24	Y:156 
[2024/8/17 1:42:39] 物品:魔鬼项链	怪物:1F0E8BA0僵尸30	地图:D401	X:24	Y:156 
[2024/8/17 1:42:39] 物品:琥珀项链	怪物:1F0E8BA0僵尸30	地图:D401	X:24	Y:156 
[2024/8/17 1:42:39] 物品:黄色水晶项链	怪物:1F0E8BA0僵尸30	地图:D401	X:24	Y:156 
[2024/8/17 1:42:39] 物品:青铜头盔	怪物:1F0E8BA0僵尸30	地图:D401	X:24	Y:156 
[2024/8/17 1:42:43] 物品:魔法药(小量)	怪物:0D499DF0骷髅战士	地图:E002	X:66	Y:83 
[2024/8/17 1:43:2] 物品:金创药(小量)	怪物:30D7BD90山洞蝙蝠	地图:D011	X:314	Y:315 
[2024/8/17 1:43:11] 物品:金创药(小量)	怪物:19B2E560山洞蝙蝠	地图:D003	X:124	Y:79 
[2024/8/17 1:43:27] 物品:太阳水	怪物:0558A9A0骷髅战将	地图:E002	X:84	Y:80 
[2024/8/17 1:43:33] 物品:黑色水晶项链	怪物:180558F0掷斧骷髅	地图:E002	X:89	Y:82 
[2024/8/17 1:43:38] 物品:银手镯	怪物:18542150掷斧骷髅	地图:D003	X:128	Y:67 
[2024/8/17 1:43:38] 物品:大手镯	怪物:18542150掷斧骷髅	地图:D003	X:128	Y:67 
[2024/8/17 1:43:39] 物品:小手镯	怪物:301914A0骷髅0	地图:D003	X:128	Y:73 
[2024/8/17 1:43:39] 物品:金创药(小量)	怪物:301914A0骷髅0	地图:D003	X:128	Y:73 
[2024/8/17 1:43:39] 物品:金创药(小量)	怪物:301914A0骷髅0	地图:D003	X:128	Y:73 
[2024/8/17 1:43:39] 物品:金创药(小量)	怪物:301914A0骷髅0	地图:D003	X:128	Y:73 
[2024/8/17 1:43:39] 物品:金创药(小量)	怪物:301914A0骷髅0	地图:D003	X:128	Y:73 
[2024/8/17 1:43:39] 物品:魔法药(小量)	怪物:301914A0骷髅0	地图:D003	X:128	Y:73 
[2024/8/17 1:43:39] 物品:魔法药(小量)	怪物:301914A0骷髅0	地图:D003	X:128	Y:73 
[2024/8/17 1:43:39] 物品:魔法药(小量)	怪物:301914A0骷髅0	地图:D003	X:128	Y:73 
[2024/8/17 1:43:39] 物品:魔法药(小量)	怪物:301914A0骷髅0	地图:D003	X:128	Y:73 
[2024/8/17 1:43:43] 物品:海魂	怪物:29CA64A0骷髅战士	地图:D003	X:128	Y:71 
[2024/8/17 1:43:50] 物品:金创药(中量)	怪物:03A7E690骷髅战士0	地图:D011	X:323	Y:299 
[2024/8/17 1:43:50] 物品:金创药(中量)	怪物:03A7E690骷髅战士0	地图:D011	X:323	Y:299 
[2024/8/17 1:43:50] 物品:金创药(中量)	怪物:03A7E690骷髅战士0	地图:D011	X:323	Y:299 
[2024/8/17 1:43:50] 物品:金创药(中量)	怪物:03A7E690骷髅战士0	地图:D011	X:323	Y:299 
[2024/8/17 1:43:50] 物品:魔法药(中量)	怪物:03A7E690骷髅战士0	地图:D011	X:323	Y:299 
[2024/8/17 1:43:50] 物品:魔法药(中量)	怪物:03A7E690骷髅战士0	地图:D011	X:323	Y:299 
[2024/8/17 1:43:50] 物品:魔法药(中量)	怪物:03A7E690骷髅战士0	地图:D011	X:323	Y:299 
[2024/8/17 1:43:50] 物品:魔法药(中量)	怪物:03A7E690骷髅战士0	地图:D011	X:323	Y:299 
[2024/8/17 1:43:53] 物品:大手镯	怪物:055D6C70骷髅战士	地图:E002	X:93	Y:88 
[2024/8/17 1:44:21] 物品:强效太阳水	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效太阳水	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效太阳水	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效太阳水	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效太阳水	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效太阳水	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效太阳水	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效太阳水	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效太阳水	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效太阳水	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:太阳水	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:太阳水	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:太阳水	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:太阳水	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:太阳水	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:太阳水	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:太阳水	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:太阳水	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:太阳水	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:太阳水	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效金创药	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效金创药	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效金创药	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效金创药	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效金创药	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效金创药	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效金创药	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效金创药	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效金创药	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效金创药	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效魔法药	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效魔法药	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效魔法药	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效魔法药	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效魔法药	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效魔法药	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效魔法药	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效魔法药	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效魔法药	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:21] 物品:强效魔法药	怪物:1B790D90触龙神8	地图:H004	X:82	Y:63 
[2024/8/17 1:44:25] 物品:金创药(中量)	怪物:057B3840骷髅战将0	地图:E002	X:90	Y:61 
[2024/8/17 1:44:25] 物品:金创药(中量)	怪物:057B3840骷髅战将0	地图:E002	X:90	Y:61 
[2024/8/17 1:44:25] 物品:金创药(中量)	怪物:057B3840骷髅战将0	地图:E002	X:90	Y:61 
[2024/8/17 1:44:25] 物品:金创药(中量)	怪物:057B3840骷髅战将0	地图:E002	X:90	Y:61 
[2024/8/17 1:44:25] 物品:魔法药(中量)	怪物:057B3840骷髅战将0	地图:E002	X:90	Y:61 
[2024/8/17 1:44:25] 物品:魔法药(中量)	怪物:057B3840骷髅战将0	地图:E002	X:90	Y:61 
[2024/8/17 1:44:25] 物品:魔法药(中量)	怪物:057B3840骷髅战将0	地图:E002	X:90	Y:61 
[2024/8/17 1:44:25] 物品:魔法药(中量)	怪物:057B3840骷髅战将0	地图:E002	X:90	Y:61 
[2024/8/17 1:44:44] 物品:青铜头盔	怪物:299F1B00骷髅战士0	地图:D003	X:110	Y:103 
[2024/8/17 1:44:44] 物品:金创药(中量)	怪物:299F1B00骷髅战士0	地图:D003	X:110	Y:103 
[2024/8/17 1:44:44] 物品:金创药(中量)	怪物:299F1B00骷髅战士0	地图:D003	X:110	Y:103 
[2024/8/17 1:44:44] 物品:金创药(中量)	怪物:299F1B00骷髅战士0	地图:D003	X:110	Y:103 
[2024/8/17 1:44:44] 物品:金创药(中量)	怪物:299F1B00骷髅战士0	地图:D003	X:110	Y:103 
[2024/8/17 1:44:44] 物品:魔法药(中量)	怪物:299F1B00骷髅战士0	地图:D003	X:110	Y:103 
[2024/8/17 1:44:44] 物品:魔法药(中量)	怪物:299F1B00骷髅战士0	地图:D003	X:110	Y:103 
[2024/8/17 1:44:44] 物品:魔法药(中量)	怪物:299F1B00骷髅战士0	地图:D003	X:110	Y:103 
[2024/8/17 1:44:44] 物品:魔法药(中量)	怪物:299F1B00骷髅战士0	地图:D003	X:110	Y:103 
[2024/8/17 1:45:56] 物品:青铜剑	怪物:1C131080骷髅	地图:D003	X:89	Y:41 
[2024/8/17 1:45:58] 物品:金创药(中量)	怪物:18F90F10骷髅战将	地图:D003	X:111	Y:34 
[2024/8/17 1:46:3] 物品:金创药(中量)	怪物:18F44800骷髅战将0	地图:D003	X:89	Y:45 
[2024/8/17 1:46:3] 物品:金创药(中量)	怪物:18F44800骷髅战将0	地图:D003	X:89	Y:45 
[2024/8/17 1:46:3] 物品:金创药(中量)	怪物:18F44800骷髅战将0	地图:D003	X:89	Y:45 
[2024/8/17 1:46:3] 物品:金创药(中量)	怪物:18F44800骷髅战将0	地图:D003	X:89	Y:45 
[2024/8/17 1:46:3] 物品:魔法药(中量)	怪物:18F44800骷髅战将0	地图:D003	X:89	Y:45 
[2024/8/17 1:46:3] 物品:魔法药(中量)	怪物:18F44800骷髅战将0	地图:D003	X:89	Y:45 
[2024/8/17 1:46:3] 物品:魔法药(中量)	怪物:18F44800骷髅战将0	地图:D003	X:89	Y:45 
[2024/8/17 1:46:3] 物品:魔法药(中量)	怪物:18F44800骷髅战将0	地图:D003	X:89	Y:45 
[2024/8/17 1:46:26] 物品:钢手镯	怪物:0DDFF760骷髅战士0	地图:D011	X:171	Y:119 
[2024/8/17 1:46:26] 物品:金创药(中量)	怪物:0DDFF760骷髅战士0	地图:D011	X:171	Y:119 
[2024/8/17 1:46:26] 物品:金创药(中量)	怪物:0DDFF760骷髅战士0	地图:D011	X:171	Y:119 
[2024/8/17 1:46:26] 物品:金创药(中量)	怪物:0DDFF760骷髅战士0	地图:D011	X:171	Y:119 
[2024/8/17 1:46:26] 物品:金创药(中量)	怪物:0DDFF760骷髅战士0	地图:D011	X:171	Y:119 
[2024/8/17 1:46:26] 物品:魔法药(中量)	怪物:0DDFF760骷髅战士0	地图:D011	X:171	Y:119 
[2024/8/17 1:46:26] 物品:魔法药(中量)	怪物:0DDFF760骷髅战士0	地图:D011	X:171	Y:119 
[2024/8/17 1:46:26] 物品:魔法药(中量)	怪物:0DDFF760骷髅战士0	地图:D011	X:171	Y:119 
[2024/8/17 1:46:26] 物品:魔法药(中量)	怪物:0DDFF760骷髅战士0	地图:D011	X:171	Y:119 
[2024/8/17 1:46:49] 物品:魔法药(小量)	怪物:30F40B00僵尸3	地图:D413	X:46	Y:49 
[2024/8/17 1:46:52] 物品:精灵头盔	怪物:05700D10骷髅精灵2	地图:Q001	X:14	Y:10 
[2024/8/17 1:46:58] 物品:金创药(小量)	怪物:19212540僵尸3	地图:D413	X:47	Y:50 
[2024/8/17 1:47:4] 物品:皮制手套	怪物:18F9D6C0骷髅战将	地图:D003	X:62	Y:214 
[2024/8/17 1:47:22] 物品:魔法药(小量)	怪物:1DF2A6B0骷髅战士	地图:D003	X:71	Y:201 
[2024/8/17 1:47:33] 物品:魔法药(小量)	怪物:278D8FA0山洞蝙蝠	地图:D003	X:85	Y:211 
[2024/8/17 1:47:39] 物品:魔法药(小量)	怪物:18E99DB0骷髅战士	地图:D003	X:91	Y:206 
[2024/8/17 1:47:40] 物品:神水	怪物:2233F760鹿1	地图:M001	X:313	Y:117 
[2024/8/17 1:47:40] 物品:鹿茸	怪物:2233F760鹿1	地图:M001	X:313	Y:117 
[2024/8/17 1:47:40] 物品:神秘腰带	怪物:2233F760鹿1	地图:M001	X:313	Y:117 
[2024/8/17 1:47:40] 物品:神秘戒指	怪物:2233F760鹿1	地图:M001	X:313	Y:117 
[2024/8/17 1:47:40] 物品:神秘头盔	怪物:2233F760鹿1	地图:M001	X:313	Y:117 
[2024/8/17 1:47:40] 物品:重盔甲(男)	怪物:2233F760鹿1	地图:M001	X:313	Y:117 
[2024/8/17 1:47:40] 物品:灵魂战衣(女)	怪物:2233F760鹿1	地图:M001	X:313	Y:117 
[2024/8/17 1:47:40] 物品:魔法长袍(男)	怪物:2233F760鹿1	地图:M001	X:313	Y:117 
[2024/8/17 1:47:40] 物品:蓝翡翠项链	怪物:2233F760鹿1	地图:M001	X:313	Y:117 
[2024/8/17 1:47:40] 物品:魅力戒指	怪物:2233F760鹿1	地图:M001	X:313	Y:117 
[2024/8/17 1:47:41] 物品:疾光电影	怪物:31A9C670僵尸3	地图:D413	X:31	Y:37 
[2024/8/17 1:47:49] 物品:青铜剑	怪物:190477C0骷髅战将0	地图:D003	X:101	Y:214 
[2024/8/17 1:47:49] 物品:金创药(中量)	怪物:190477C0骷髅战将0	地图:D003	X:101	Y:214 
[2024/8/17 1:47:49] 物品:金创药(中量)	怪物:190477C0骷髅战将0	地图:D003	X:101	Y:214 
[2024/8/17 1:47:49] 物品:金创药(中量)	怪物:190477C0骷髅战将0	地图:D003	X:101	Y:214 
[2024/8/17 1:47:49] 物品:金创药(中量)	怪物:190477C0骷髅战将0	地图:D003	X:101	Y:214 
[2024/8/17 1:47:49] 物品:魔法药(中量)	怪物:190477C0骷髅战将0	地图:D003	X:101	Y:214 
[2024/8/17 1:47:49] 物品:魔法药(中量)	怪物:190477C0骷髅战将0	地图:D003	X:101	Y:214 
[2024/8/17 1:47:49] 物品:魔法药(中量)	怪物:190477C0骷髅战将0	地图:D003	X:101	Y:214 
[2024/8/17 1:47:49] 物品:魔法药(中量)	怪物:190477C0骷髅战将0	地图:D003	X:101	Y:214 
[2024/8/17 1:47:58] 物品:魔法药(小量)	怪物:29C4C3F0僵尸3	地图:D413	X:30	Y:43 
[2024/8/17 1:48:10] 物品:魔法药(小量)	怪物:29C4ADC0僵尸3	地图:D413	X:28	Y:44 
[2024/8/17 1:48:11] 物品:精灵头盔	怪物:03B8AA60骷髅精灵2	地图:Q001	X:10	Y:8 
[2024/8/17 1:48:19] 物品:金创药(小量)	怪物:15CFFB40僵尸3	地图:D413	X:28	Y:43 
