[2024/8/17 16:0:40] 物品:太阳水	怪物:0DABD560黑野猪8	地图:H002	X:184	Y:212 
[2024/8/17 16:29:39] 物品:强效太阳水	怪物:0D9801C0尸王8	地图:H201	X:83	Y:74 
[2024/8/17 16:29:39] 物品:强效太阳水	怪物:0D9801C0尸王8	地图:H201	X:83	Y:74 
[2024/8/17 16:29:39] 物品:强效金创药	怪物:0D9801C0尸王8	地图:H201	X:83	Y:74 
[2024/8/17 16:29:39] 物品:强效金创药	怪物:0D9801C0尸王8	地图:H201	X:83	Y:74 
[2024/8/17 16:29:39] 物品:强效魔法药	怪物:0D9801C0尸王8	地图:H201	X:83	Y:74 
[2024/8/17 16:29:39] 物品:强效魔法药	怪物:0D9801C0尸王8	地图:H201	X:83	Y:74 
[2024/8/17 16:29:46] 物品:强效太阳水	怪物:036F3A10尸王8	地图:H201	X:82	Y:73 
[2024/8/17 16:29:46] 物品:强效太阳水	怪物:036F3A10尸王8	地图:H201	X:82	Y:73 
[2024/8/17 16:29:46] 物品:强效太阳水	怪物:036F3A10尸王8	地图:H201	X:82	Y:73 
[2024/8/17 16:29:46] 物品:强效太阳水	怪物:036F3A10尸王8	地图:H201	X:82	Y:73 
[2024/8/17 16:29:46] 物品:强效太阳水	怪物:036F3A10尸王8	地图:H201	X:82	Y:73 
[2024/8/17 16:29:46] 物品:强效金创药	怪物:036F3A10尸王8	地图:H201	X:82	Y:73 
[2024/8/17 16:29:46] 物品:强效金创药	怪物:036F3A10尸王8	地图:H201	X:82	Y:73 
[2024/8/17 16:29:46] 物品:强效魔法药	怪物:036F3A10尸王8	地图:H201	X:82	Y:73 
[2024/8/17 16:29:46] 物品:强效魔法药	怪物:036F3A10尸王8	地图:H201	X:82	Y:73 
[2024/8/17 16:29:46] 物品:蛇眼戒指	怪物:036F3A10尸王8	地图:H201	X:82	Y:73 
[2024/8/17 16:29:46] 物品:道德戒指	怪物:036F3A10尸王8	地图:H201	X:82	Y:73 
[2024/8/17 16:29:46] 物品:蓝翡翠项链	怪物:036F3A10尸王8	地图:H201	X:82	Y:73 
[2024/8/17 16:29:46] 物品:黑檀手镯	怪物:036F3A10尸王8	地图:H201	X:82	Y:73 
[2024/8/17 16:29:48] 物品:魔法药(小量)	怪物:18C1CE50山洞蝙蝠	地图:D021	X:65	Y:72 
[2024/8/17 16:30:3] 物品:金创药(小量)	怪物:19D77AD0山洞蝙蝠	地图:D021	X:58	Y:79 
[2024/8/17 16:30:20] 物品:太阳水	怪物:1888A1D0黑色恶蛆8	地图:H004	X:117	Y:118 
[2024/8/17 16:30:20] 物品:道士头盔	怪物:053EF5B0黑野猪	地图:D711	X:275	Y:293 
[2024/8/17 16:30:22] 物品:金创药(小量)	怪物:19F24E90山洞蝙蝠	地图:D021	X:57	Y:85 
[2024/8/17 16:30:23] 物品:太阳水	怪物:2A5A9A80黑色恶蛆8	地图:H104	X:43	Y:125 
[2024/8/17 16:30:23] 物品:金创药(小量)	怪物:05206190山洞蝙蝠	地图:D002	X:69	Y:268 
[2024/8/17 16:30:39] 物品:金创药(小量)	怪物:19B97E60山洞蝙蝠	地图:D021	X:49	Y:76 
[2024/8/17 16:30:41] 物品:凤凰明珠	怪物:276BE1D0红野猪	地图:D711	X:281	Y:281 
[2024/8/17 16:30:51] 物品:道德戒指	怪物:037F1640黑野猪8	地图:H002	X:230	Y:180 
[2024/8/17 16:31:17] 物品:金创药(小量)	怪物:19B4BB90山洞蝙蝠	地图:D021	X:44	Y:74 
[2024/8/17 16:31:21] 物品:金创药(中量)	怪物:28E3C950骷髅战士0	地图:D002	X:88	Y:216 
[2024/8/17 16:31:21] 物品:金创药(中量)	怪物:28E3C950骷髅战士0	地图:D002	X:88	Y:216 
[2024/8/17 16:31:21] 物品:金创药(中量)	怪物:28E3C950骷髅战士0	地图:D002	X:88	Y:216 
[2024/8/17 16:31:21] 物品:金创药(中量)	怪物:28E3C950骷髅战士0	地图:D002	X:88	Y:216 
[2024/8/17 16:31:21] 物品:魔法药(中量)	怪物:28E3C950骷髅战士0	地图:D002	X:88	Y:216 
[2024/8/17 16:31:21] 物品:魔法药(中量)	怪物:28E3C950骷髅战士0	地图:D002	X:88	Y:216 
[2024/8/17 16:31:21] 物品:魔法药(中量)	怪物:28E3C950骷髅战士0	地图:D002	X:88	Y:216 
[2024/8/17 16:31:21] 物品:魔法药(中量)	怪物:28E3C950骷髅战士0	地图:D002	X:88	Y:216 
[2024/8/17 16:31:22] 物品:金创药(小量)	怪物:19B2A2D0山洞蝙蝠	地图:D021	X:41	Y:73 
[2024/8/17 16:31:29] 物品:魔法药(小量)	怪物:19B4A560山洞蝙蝠	地图:D021	X:37	Y:68 
[2024/8/17 16:31:43] 物品:太阳水	怪物:1DFB9100黑野猪	地图:D711	X:290	Y:287 
[2024/8/17 16:31:54] 物品:银手镯	怪物:06263380骷髅战将	地图:D002	X:79	Y:210 
[2024/8/17 16:31:55] 物品:魔法药(小量)	怪物:19B48F30山洞蝙蝠	地图:D021	X:31	Y:53 
[2024/8/17 16:32:21] 物品:绿宝石矿	怪物:2776CB20变异史莱姆8	地图:H004	X:127	Y:115 
[2024/8/17 16:32:33] 物品:金创药(小量)	怪物:19428C40山洞蝙蝠	地图:D002	X:75	Y:187 
[2024/8/17 16:32:39] 物品:短剑	怪物:1CB4B9B0骷髅战将0	地图:D002	X:69	Y:193 
[2024/8/17 16:32:39] 物品:黑色水晶项链	怪物:1CB4B9B0骷髅战将0	地图:D002	X:69	Y:193 
[2024/8/17 16:32:39] 物品:金创药(中量)	怪物:1CB4B9B0骷髅战将0	地图:D002	X:69	Y:193 
[2024/8/17 16:32:39] 物品:金创药(中量)	怪物:1CB4B9B0骷髅战将0	地图:D002	X:69	Y:193 
[2024/8/17 16:32:39] 物品:金创药(中量)	怪物:1CB4B9B0骷髅战将0	地图:D002	X:69	Y:193 
[2024/8/17 16:32:39] 物品:金创药(中量)	怪物:1CB4B9B0骷髅战将0	地图:D002	X:69	Y:193 
[2024/8/17 16:32:39] 物品:魔法药(中量)	怪物:1CB4B9B0骷髅战将0	地图:D002	X:69	Y:193 
[2024/8/17 16:32:39] 物品:魔法药(中量)	怪物:1CB4B9B0骷髅战将0	地图:D002	X:69	Y:193 
[2024/8/17 16:32:39] 物品:魔法药(中量)	怪物:1CB4B9B0骷髅战将0	地图:D002	X:69	Y:193 
[2024/8/17 16:32:39] 物品:魔法药(中量)	怪物:1CB4B9B0骷髅战将0	地图:D002	X:69	Y:193 
[2024/8/17 16:32:46] 物品:魔鬼项链	怪物:1E0F4E70骷髅	地图:D002	X:69	Y:193 
[2024/8/17 16:33:22] 物品:金创药(中量)	怪物:052DF4F0骷髅战士0	地图:D002	X:74	Y:178 
[2024/8/17 16:33:22] 物品:金创药(中量)	怪物:052DF4F0骷髅战士0	地图:D002	X:74	Y:178 
[2024/8/17 16:33:22] 物品:金创药(中量)	怪物:052DF4F0骷髅战士0	地图:D002	X:74	Y:178 
[2024/8/17 16:33:22] 物品:金创药(中量)	怪物:052DF4F0骷髅战士0	地图:D002	X:74	Y:178 
[2024/8/17 16:33:22] 物品:魔法药(中量)	怪物:052DF4F0骷髅战士0	地图:D002	X:74	Y:178 
[2024/8/17 16:33:22] 物品:魔法药(中量)	怪物:052DF4F0骷髅战士0	地图:D002	X:74	Y:178 
[2024/8/17 16:33:22] 物品:魔法药(中量)	怪物:052DF4F0骷髅战士0	地图:D002	X:74	Y:178 
[2024/8/17 16:33:22] 物品:魔法药(中量)	怪物:052DF4F0骷髅战士0	地图:D002	X:74	Y:178 
[2024/8/17 16:33:44] 物品:钢手镯	怪物:03A8F510骷髅战将0	地图:D002	X:73	Y:165 
[2024/8/17 16:33:44] 物品:金创药(中量)	怪物:03A8F510骷髅战将0	地图:D002	X:73	Y:165 
[2024/8/17 16:33:44] 物品:金创药(中量)	怪物:03A8F510骷髅战将0	地图:D002	X:73	Y:165 
[2024/8/17 16:33:44] 物品:金创药(中量)	怪物:03A8F510骷髅战将0	地图:D002	X:73	Y:165 
[2024/8/17 16:33:44] 物品:金创药(中量)	怪物:03A8F510骷髅战将0	地图:D002	X:73	Y:165 
[2024/8/17 16:33:44] 物品:魔法药(中量)	怪物:03A8F510骷髅战将0	地图:D002	X:73	Y:165 
[2024/8/17 16:33:44] 物品:魔法药(中量)	怪物:03A8F510骷髅战将0	地图:D002	X:73	Y:165 
[2024/8/17 16:33:44] 物品:魔法药(中量)	怪物:03A8F510骷髅战将0	地图:D002	X:73	Y:165 
[2024/8/17 16:33:44] 物品:魔法药(中量)	怪物:03A8F510骷髅战将0	地图:D002	X:73	Y:165 
[2024/8/17 16:34:15] 物品:金戒指	怪物:17F9F380红野猪8	地图:H002	X:264	Y:260 
[2024/8/17 16:34:25] 物品:魔法药(小量)	怪物:17FEF8E0山洞蝙蝠	地图:D021	X:50	Y:30 
[2024/8/17 16:34:29] 物品:魔法力药水	怪物:29B47C80骷髅	地图:D002	X:84	Y:164 
[2024/8/17 16:34:29] 物品:金创药(中量)	怪物:30A4B240恶灵僵尸8	地图:H001	X:87	Y:47 
[2024/8/17 16:34:37] 物品:金创药(中量)	怪物:18AEFF30骷髅战将	地图:D002	X:84	Y:170 
[2024/8/17 16:34:37] 物品:太阳水	怪物:18AEFF30骷髅战将	地图:D002	X:84	Y:170 
[2024/8/17 16:34:42] 物品:铁剑	怪物:288CA790骷髅	地图:D002	X:86	Y:170 
[2024/8/17 16:34:48] 物品:太阳水	怪物:1E0E4430黑色恶蛆	地图:D711	X:125	Y:123 
[2024/8/17 16:35:15] 物品:战神油	怪物:194795E0蜈蚣8	地图:H004	X:187	Y:119 
[2024/8/17 16:35:28] 物品:金创药(小量)	怪物:245A14C0山洞蝙蝠	地图:D021	X:50	Y:21 
[2024/8/17 16:35:34] 物品:魔法药(中量)	怪物:1E05D680恶灵僵尸8	地图:H001	X:27	Y:136 
[2024/8/17 16:35:41] 物品:金创药(中量)	怪物:1BFD2940恶灵僵尸8	地图:H001	X:137	Y:95 
[2024/8/17 16:35:43] 物品:强效太阳水	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:强效太阳水	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:强效太阳水	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:强效太阳水	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:强效太阳水	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:太阳水	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:太阳水	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:太阳水	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:太阳水	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:太阳水	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:太阳水	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:太阳水	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:太阳水	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:太阳水	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:太阳水	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:金创药(中量)	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:金创药(中量)	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:强效金创药	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:强效金创药	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:强效金创药	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:魔法药(中量)	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:魔法药(中量)	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:强效魔法药	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:强效魔法药	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:强效魔法药	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:攻击神水	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:集体隐身术	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:施毒术	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:43] 物品:诱惑之光	怪物:03869160沃玛卫士8	地图:H003	X:71	Y:40 
[2024/8/17 16:35:46] 物品:太阳水	怪物:1EF950C0黑色恶蛆8	地图:H004	X:185	Y:104 
[2024/8/17 16:35:52] 物品:回城卷	怪物:03B5FA90山洞蝙蝠0	地图:D021	X:44	Y:19 
[2024/8/17 16:35:52] 物品:回城卷	怪物:03B5FA90山洞蝙蝠0	地图:D021	X:44	Y:19 
[2024/8/17 16:35:52] 物品:回城卷	怪物:03B5FA90山洞蝙蝠0	地图:D021	X:44	Y:19 
[2024/8/17 16:35:52] 物品:回城卷	怪物:03B5FA90山洞蝙蝠0	地图:D021	X:44	Y:19 
[2024/8/17 16:35:52] 物品:回城卷	怪物:03B5FA90山洞蝙蝠0	地图:D021	X:44	Y:19 
[2024/8/17 16:35:58] 物品:蓝翡翠项链	怪物:0DE20BE0钳虫8	地图:H001	X:23	Y:139 
[2024/8/17 16:36:5] 物品:魔法药(小量)	怪物:30E4BDF0山洞蝙蝠	地图:D002	X:91	Y:139 
[2024/8/17 16:36:20] 物品:灵魂战衣(男)	怪物:1EEFF780红野猪8	地图:H002	X:119	Y:150 
[2024/8/17 16:36:25] 物品:短剑	怪物:0D4F6F40掷斧骷髅	地图:D002	X:87	Y:144 
[2024/8/17 16:36:27] 物品:金创药(小量)	怪物:30F6E730山洞蝙蝠	地图:D002	X:88	Y:145 
[2024/8/17 16:36:39] 物品:魔法药(小量)	怪物:061E0CA0山洞蝙蝠	地图:D002	X:83	Y:139 
[2024/8/17 16:36:49] 物品:降魔	怪物:278DE860蜈蚣8	地图:H001	X:126	Y:78 
[2024/8/17 16:36:51] 物品:青铜剑	怪物:1F090120骷髅	地图:D002	X:78	Y:148 
[2024/8/17 16:36:52] 物品:太阳水	怪物:0DB5CE30黑野猪8	地图:H002	X:238	Y:349 
[2024/8/17 16:37:0] 物品:金戒指	怪物:03B24200红野猪8	地图:H002	X:140	Y:141 
[2024/8/17 16:37:4] 物品:强效太阳水	怪物:0582D670尸王8	地图:H201	X:21	Y:94 
[2024/8/17 16:37:4] 物品:强效太阳水	怪物:0582D670尸王8	地图:H201	X:21	Y:94 
[2024/8/17 16:37:4] 物品:强效太阳水	怪物:0582D670尸王8	地图:H201	X:21	Y:94 
[2024/8/17 16:37:4] 物品:强效太阳水	怪物:0582D670尸王8	地图:H201	X:21	Y:94 
[2024/8/17 16:37:4] 物品:强效太阳水	怪物:0582D670尸王8	地图:H201	X:21	Y:94 
[2024/8/17 16:37:4] 物品:强效金创药	怪物:0582D670尸王8	地图:H201	X:21	Y:94 
[2024/8/17 16:37:4] 物品:强效金创药	怪物:0582D670尸王8	地图:H201	X:21	Y:94 
[2024/8/17 16:37:4] 物品:强效魔法药	怪物:0582D670尸王8	地图:H201	X:21	Y:94 
[2024/8/17 16:37:4] 物品:强效魔法药	怪物:0582D670尸王8	地图:H201	X:21	Y:94 
[2024/8/17 16:37:4] 物品:黑色水晶戒指	怪物:0582D670尸王8	地图:H201	X:21	Y:94 
[2024/8/17 16:37:4] 物品:死神手套	怪物:0582D670尸王8	地图:H201	X:21	Y:94 
[2024/8/17 16:37:4] 物品:凝霜	怪物:0582D670尸王8	地图:H201	X:21	Y:94 
[2024/8/17 16:37:4] 物品:道德戒指	怪物:0582D670尸王8	地图:H201	X:21	Y:94 
[2024/8/17 16:37:4] 物品:黑檀手镯	怪物:0582D670尸王8	地图:H201	X:21	Y:94 
[2024/8/17 16:37:4] 物品:圣言术	怪物:0582D670尸王8	地图:H201	X:21	Y:94 
[2024/8/17 16:37:30] 物品:魔法药(小量)	怪物:181BDFA0僵尸4	地图:H201	X:40	Y:93 
[2024/8/17 16:37:35] 物品:金创药(小量)	怪物:27A1D230骷髅战士	地图:D002	X:100	Y:135 
[2024/8/17 16:37:35] 物品:魔法药(小量)	怪物:27A1D230骷髅战士	地图:D002	X:100	Y:135 
[2024/8/17 16:37:39] 物品:金创药(小量)	怪物:185F7D20骷髅0	地图:D002	X:99	Y:132 
[2024/8/17 16:37:39] 物品:金创药(小量)	怪物:185F7D20骷髅0	地图:D002	X:99	Y:132 
[2024/8/17 16:37:39] 物品:金创药(小量)	怪物:185F7D20骷髅0	地图:D002	X:99	Y:132 
[2024/8/17 16:37:39] 物品:金创药(小量)	怪物:185F7D20骷髅0	地图:D002	X:99	Y:132 
[2024/8/17 16:37:39] 物品:魔法药(小量)	怪物:185F7D20骷髅0	地图:D002	X:99	Y:132 
[2024/8/17 16:37:39] 物品:魔法药(小量)	怪物:185F7D20骷髅0	地图:D002	X:99	Y:132 
[2024/8/17 16:37:39] 物品:魔法药(小量)	怪物:185F7D20骷髅0	地图:D002	X:99	Y:132 
[2024/8/17 16:37:39] 物品:魔法药(小量)	怪物:185F7D20骷髅0	地图:D002	X:99	Y:132 
[2024/8/17 16:37:52] 物品:金创药(小量)	怪物:31E33F40山洞蝙蝠	地图:D002	X:88	Y:122 
[2024/8/17 16:37:54] 物品:金创药(小量)	怪物:2371D560僵尸5	地图:H201	X:36	Y:74 
[2024/8/17 16:37:54] 物品:魔法药(小量)	怪物:2371D560僵尸5	地图:H201	X:36	Y:74 
[2024/8/17 16:38:3] 物品:太阳水	怪物:17F96E60黑野猪8	地图:H002	X:166	Y:260 
[2024/8/17 16:38:9] 物品:魔法药(小量)	怪物:1B579EC0森林雪人	地图:11	X:198	Y:364 
[2024/8/17 16:38:24] 物品:金创药(小量)	怪物:29BBBF30僵尸4	地图:H201	X:48	Y:40 
[2024/8/17 16:38:29] 物品:金创药(中量)	怪物:2084D7C0红野猪	地图:D714	X:106	Y:283 
[2024/8/17 16:38:29] 物品:海魂	怪物:2084D7C0红野猪	地图:D714	X:106	Y:283 
[2024/8/17 16:38:32] 物品:金创药(小量)	怪物:30DAB0E0僵尸5	地图:H201	X:55	Y:30 
[2024/8/17 16:38:52] 物品:隐身术	怪物:1A020B20僵尸1	地图:H201	X:55	Y:26 
[2024/8/17 16:38:53] 物品:回城卷	怪物:2804DFA0蝙蝠	地图:D714	X:105	Y:291 
[2024/8/17 16:38:56] 物品:金创药(小量)	怪物:29BBBF30僵尸4	地图:H201	X:55	Y:30 
[2024/8/17 16:39:8] 物品:太阳水	怪物:2095FB90蝎蛇	地图:D714	X:105	Y:291 
[2024/8/17 16:39:14] 物品:强效太阳水	怪物:2FB01E50尸王8	地图:H201	X:48	Y:20 
[2024/8/17 16:39:14] 物品:强效太阳水	怪物:2FB01E50尸王8	地图:H201	X:48	Y:20 
[2024/8/17 16:39:14] 物品:强效太阳水	怪物:2FB01E50尸王8	地图:H201	X:48	Y:20 
[2024/8/17 16:39:14] 物品:强效太阳水	怪物:2FB01E50尸王8	地图:H201	X:48	Y:20 
[2024/8/17 16:39:14] 物品:强效太阳水	怪物:2FB01E50尸王8	地图:H201	X:48	Y:20 
[2024/8/17 16:39:14] 物品:强效金创药	怪物:2FB01E50尸王8	地图:H201	X:48	Y:20 
[2024/8/17 16:39:14] 物品:强效金创药	怪物:2FB01E50尸王8	地图:H201	X:48	Y:20 
[2024/8/17 16:39:14] 物品:强效魔法药	怪物:2FB01E50尸王8	地图:H201	X:48	Y:20 
[2024/8/17 16:39:14] 物品:强效魔法药	怪物:2FB01E50尸王8	地图:H201	X:48	Y:20 
[2024/8/17 16:39:14] 物品:魅力戒指	怪物:2FB01E50尸王8	地图:H201	X:48	Y:20 
[2024/8/17 16:39:14] 物品:黑檀手镯	怪物:2FB01E50尸王8	地图:H201	X:48	Y:20 
[2024/8/17 16:39:14] 物品:困魔咒	怪物:2FB01E50尸王8	地图:H201	X:48	Y:20 
[2024/8/17 16:39:17] 物品:短剑	怪物:19476980掷斧骷髅	地图:D002	X:115	Y:94 
[2024/8/17 16:39:26] 物品:魔法药(小量)	怪物:27947D20僵尸5	地图:H201	X:47	Y:21 
[2024/8/17 16:39:28] 物品:太阳水	怪物:1C0B11C0黑色恶蛆8	地图:H004	X:116	Y:122 
[2024/8/17 16:40:2] 物品:金创药(小量)	怪物:27A3A420僵尸4	地图:H201	X:91	Y:25 
[2024/8/17 16:40:8] 物品:小手镯	怪物:0D96E010骷髅战士0	地图:D002	X:143	Y:87 
[2024/8/17 16:40:8] 物品:金创药(中量)	怪物:0D96E010骷髅战士0	地图:D002	X:143	Y:87 
[2024/8/17 16:40:8] 物品:金创药(中量)	怪物:0D96E010骷髅战士0	地图:D002	X:143	Y:87 
[2024/8/17 16:40:8] 物品:金创药(中量)	怪物:0D96E010骷髅战士0	地图:D002	X:143	Y:87 
[2024/8/17 16:40:8] 物品:金创药(中量)	怪物:0D96E010骷髅战士0	地图:D002	X:143	Y:87 
[2024/8/17 16:40:8] 物品:魔法药(中量)	怪物:0D96E010骷髅战士0	地图:D002	X:143	Y:87 
[2024/8/17 16:40:8] 物品:魔法药(中量)	怪物:0D96E010骷髅战士0	地图:D002	X:143	Y:87 
[2024/8/17 16:40:8] 物品:魔法药(中量)	怪物:0D96E010骷髅战士0	地图:D002	X:143	Y:87 
[2024/8/17 16:40:8] 物品:魔法药(中量)	怪物:0D96E010骷髅战士0	地图:D002	X:143	Y:87 
[2024/8/17 16:40:14] 物品:太阳水	怪物:2891C6C0黑色恶蛆8	地图:H004	X:109	Y:104 
[2024/8/17 16:40:17] 物品:绿宝石矿	怪物:05DD23C0变异史莱姆8	地图:H004	X:101	Y:111 
[2024/8/17 16:40:19] 物品:强效太阳水	怪物:0D9F09B0尸王8	地图:H201	X:97	Y:19 
[2024/8/17 16:40:19] 物品:强效太阳水	怪物:0D9F09B0尸王8	地图:H201	X:97	Y:19 
[2024/8/17 16:40:19] 物品:强效太阳水	怪物:0D9F09B0尸王8	地图:H201	X:97	Y:19 
[2024/8/17 16:40:19] 物品:强效太阳水	怪物:0D9F09B0尸王8	地图:H201	X:97	Y:19 
[2024/8/17 16:40:19] 物品:强效太阳水	怪物:0D9F09B0尸王8	地图:H201	X:97	Y:19 
[2024/8/17 16:40:19] 物品:强效金创药	怪物:0D9F09B0尸王8	地图:H201	X:97	Y:19 
[2024/8/17 16:40:19] 物品:强效金创药	怪物:0D9F09B0尸王8	地图:H201	X:97	Y:19 
[2024/8/17 16:40:19] 物品:强效魔法药	怪物:0D9F09B0尸王8	地图:H201	X:97	Y:19 
[2024/8/17 16:40:19] 物品:强效魔法药	怪物:0D9F09B0尸王8	地图:H201	X:97	Y:19 
[2024/8/17 16:40:19] 物品:珍珠戒指	怪物:0D9F09B0尸王8	地图:H201	X:97	Y:19 
[2024/8/17 16:40:19] 物品:死神手套	怪物:0D9F09B0尸王8	地图:H201	X:97	Y:19 
[2024/8/17 16:40:19] 物品:黑檀手镯	怪物:0D9F09B0尸王8	地图:H201	X:97	Y:19 
[2024/8/17 16:40:25] 物品:青铜斧	怪物:289CAC70掷斧骷髅0	地图:D002	X:148	Y:90 
[2024/8/17 16:40:25] 物品:金创药(中量)	怪物:289CAC70掷斧骷髅0	地图:D002	X:148	Y:90 
[2024/8/17 16:40:25] 物品:金创药(中量)	怪物:289CAC70掷斧骷髅0	地图:D002	X:148	Y:90 
[2024/8/17 16:40:25] 物品:金创药(中量)	怪物:289CAC70掷斧骷髅0	地图:D002	X:148	Y:90 
[2024/8/17 16:40:25] 物品:金创药(中量)	怪物:289CAC70掷斧骷髅0	地图:D002	X:148	Y:90 
[2024/8/17 16:40:25] 物品:魔法药(中量)	怪物:289CAC70掷斧骷髅0	地图:D002	X:148	Y:90 
[2024/8/17 16:40:25] 物品:魔法药(中量)	怪物:289CAC70掷斧骷髅0	地图:D002	X:148	Y:90 
[2024/8/17 16:40:25] 物品:魔法药(中量)	怪物:289CAC70掷斧骷髅0	地图:D002	X:148	Y:90 
[2024/8/17 16:40:25] 物品:魔法药(中量)	怪物:289CAC70掷斧骷髅0	地图:D002	X:148	Y:90 
[2024/8/17 16:40:25] 物品:治愈术	怪物:1C08E2D0僵尸10	地图:H201	X:102	Y:20 
[2024/8/17 16:40:33] 物品:强效太阳水	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:强效太阳水	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:强效太阳水	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:强效太阳水	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:强效太阳水	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:强效太阳水	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:强效太阳水	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:强效太阳水	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:强效太阳水	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:强效太阳水	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:太阳水	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:太阳水	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:太阳水	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:太阳水	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:太阳水	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:太阳水	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:太阳水	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:太阳水	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:太阳水	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:太阳水	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:金创药(中量)	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:金创药(中量)	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:金创药(中量)	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:强效金创药	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
[2024/8/17 16:40:33] 物品:强效金创药	怪物:1F906A20白野猪	地图:D714	X:105	Y:293 
