[2024/8/21 17:0:1] 物品:灵魂战衣(男)	怪物:239AA2D0祖玛卫士83	地图:H008	X:38	Y:30 
[2024/8/21 17:27:7] 物品:魔法药(中量)	怪物:2751DE20虹魔猪卫8	地图:H204	X:16	Y:45 
[2024/8/21 17:27:7] 物品:强效魔法药	怪物:2751DE20虹魔猪卫8	地图:H204	X:16	Y:45 
[2024/8/21 17:27:7] 物品:强效魔法药	怪物:2751DE20虹魔猪卫8	地图:H204	X:16	Y:45 
[2024/8/21 17:27:7] 物品:强效魔法药	怪物:2751DE20虹魔猪卫8	地图:H204	X:16	Y:45 
[2024/8/21 17:27:7] 物品:强效金创药	怪物:2751DE20虹魔猪卫8	地图:H204	X:16	Y:45 
[2024/8/21 17:27:7] 物品:强效金创药	怪物:2751DE20虹魔猪卫8	地图:H204	X:16	Y:45 
[2024/8/21 17:27:7] 物品:强效金创药	怪物:2751DE20虹魔猪卫8	地图:H204	X:16	Y:45 
[2024/8/21 17:27:7] 物品:强效金创药	怪物:2751DE20虹魔猪卫8	地图:H204	X:16	Y:45 
[2024/8/21 17:27:7] 物品:强效金创药	怪物:2751DE20虹魔猪卫8	地图:H204	X:16	Y:45 
[2024/8/21 17:27:7] 物品:强效金创药	怪物:2751DE20虹魔猪卫8	地图:H204	X:16	Y:45 
[2024/8/21 17:27:7] 物品:强效魔法药	怪物:2751DE20虹魔猪卫8	地图:H204	X:16	Y:45 
[2024/8/21 17:27:7] 物品:强效魔法药	怪物:2751DE20虹魔猪卫8	地图:H204	X:16	Y:45 
[2024/8/21 17:27:7] 物品:强效魔法药	怪物:2751DE20虹魔猪卫8	地图:H204	X:16	Y:45 
[2024/8/21 17:27:7] 物品:强效魔法药	怪物:2751DE20虹魔猪卫8	地图:H204	X:16	Y:45 
[2024/8/21 17:27:7] 物品:强效魔法药	怪物:2751DE20虹魔猪卫8	地图:H204	X:16	Y:45 
[2024/8/21 17:27:7] 物品:强效魔法药	怪物:2751DE20虹魔猪卫8	地图:H204	X:16	Y:45 
[2024/8/21 17:27:11] 物品:强效魔法药	怪物:1EF0F320魔龙战将	地图:66	X:86	Y:167 
[2024/8/21 17:27:11] 物品:雷霆战靴	怪物:1EF0F320魔龙战将	地图:66	X:86	Y:167 
[2024/8/21 17:27:13] 物品:强效金创药	怪物:2BADAE90魔龙射手2	地图:66	X:235	Y:69 
[2024/8/21 17:27:13] 物品:强效太阳水	怪物:2BADAE90魔龙射手2	地图:66	X:235	Y:69 
[2024/8/21 17:27:13] 物品:强效魔法药	怪物:2BADAE90魔龙射手2	地图:66	X:235	Y:69 
[2024/8/21 17:27:20] 物品:强效魔法药	怪物:11EF4320魔龙射手	地图:66	X:226	Y:65 
[2024/8/21 17:27:20] 物品:强效金创药	怪物:11EF4320魔龙射手	地图:66	X:226	Y:65 
[2024/8/21 17:27:20] 物品:道士头盔	怪物:11EF4320魔龙射手	地图:66	X:226	Y:65 
[2024/8/21 17:27:20] 物品:珊瑚戒指	怪物:11EF4320魔龙射手	地图:66	X:226	Y:65 
[2024/8/21 17:27:21] 物品:金创药(小量)	怪物:2D2CA950僵尸3	地图:D401	X:136	Y:123 
[2024/8/21 17:27:22] 物品:强效太阳水	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效太阳水	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效太阳水	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效太阳水	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效太阳水	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效太阳水	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效太阳水	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效太阳水	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效太阳水	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效太阳水	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:太阳水	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:太阳水	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:太阳水	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:太阳水	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:太阳水	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:太阳水	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:太阳水	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:太阳水	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:太阳水	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:太阳水	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:金创药(中量)	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:金创药(中量)	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:金创药(中量)	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效金创药	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效金创药	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效金创药	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:魔法药(中量)	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:魔法药(中量)	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:魔法药(中量)	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效魔法药	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效魔法药	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效魔法药	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效金创药	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效金创药	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效金创药	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效金创药	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效金创药	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效金创药	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效魔法药	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效魔法药	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效魔法药	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效魔法药	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效魔法药	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:22] 物品:强效魔法药	怪物:22D8A0B0虹魔猪卫8	地图:H204	X:12	Y:51 
[2024/8/21 17:27:27] 物品:强效金创药	怪物:29ABF0C0魔龙破甲兵	地图:66	X:221	Y:61 
[2024/8/21 17:27:27] 物品:太阳水	怪物:29ABF0C0魔龙破甲兵	地图:66	X:221	Y:61 
[2024/8/21 17:27:33] 物品:魔法药(小量)	怪物:25E5AC10僵尸3	地图:D401	X:145	Y:126 
[2024/8/21 17:27:34] 物品:强效太阳水	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效太阳水	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效太阳水	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效太阳水	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效太阳水	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效太阳水	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效太阳水	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效太阳水	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效太阳水	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效太阳水	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:太阳水	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:太阳水	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:太阳水	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:太阳水	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:太阳水	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:太阳水	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:太阳水	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:太阳水	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:太阳水	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:太阳水	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:金创药(中量)	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:金创药(中量)	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:金创药(中量)	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效金创药	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效金创药	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效金创药	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:魔法药(中量)	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:魔法药(中量)	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:魔法药(中量)	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效魔法药	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效魔法药	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效魔法药	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效金创药	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效金创药	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效金创药	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效金创药	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效金创药	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效金创药	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效魔法药	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效魔法药	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效魔法药	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效魔法药	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效魔法药	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:强效魔法药	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:34] 物品:骷髅戒指	怪物:25942020白野猪8	地图:H204	X:19	Y:65 
[2024/8/21 17:27:35] 物品:强效金创药	怪物:2CAC6C60魔龙射手1	地图:66	X:88	Y:160 
[2024/8/21 17:27:35] 物品:骨玉权杖	怪物:2CAC6C60魔龙射手1	地图:66	X:88	Y:160 
[2024/8/21 17:27:35] 物品:兽皮腰带	怪物:2CAC6C60魔龙射手1	地图:66	X:88	Y:160 
[2024/8/21 17:27:41] 物品:竹笛	怪物:2CD16C70魔龙破甲兵1	地图:66	X:89	Y:161 
[2024/8/21 17:27:42] 物品:金创药(小量)	怪物:169B67D0僵尸3	地图:D401	X:146	Y:133 
[2024/8/21 17:27:50] 物品:强效太阳水	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效太阳水	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效太阳水	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效太阳水	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效太阳水	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效太阳水	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效太阳水	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效太阳水	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效太阳水	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效太阳水	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:太阳水	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:太阳水	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:太阳水	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:太阳水	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:太阳水	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:太阳水	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:太阳水	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:太阳水	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:太阳水	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:太阳水	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:金创药(中量)	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:金创药(中量)	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:金创药(中量)	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效金创药	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效金创药	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效金创药	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:魔法药(中量)	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:魔法药(中量)	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:魔法药(中量)	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效魔法药	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效魔法药	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效魔法药	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效金创药	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效金创药	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效金创药	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效金创药	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效金创药	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效金创药	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效魔法药	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效魔法药	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效魔法药	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效魔法药	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效魔法药	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:50] 物品:强效魔法药	怪物:13B48500虹魔猪卫8	地图:H204	X:18	Y:82 
[2024/8/21 17:27:51] 物品:强效魔法药	怪物:24941D10魔龙破甲兵1	地图:66	X:212	Y:52 
[2024/8/21 17:27:51] 物品:裁决之杖	怪物:24941D10魔龙破甲兵1	地图:66	X:212	Y:52 
[2024/8/21 17:27:54] 物品:太阳水	怪物:23BB0B20魔龙破甲兵	地图:66	X:212	Y:51 
[2024/8/21 17:27:57] 物品:太阳水	怪物:1ADDDF10魔龙射手	地图:66	X:93	Y:165 
[2024/8/21 17:27:59] 物品:强效魔法药	怪物:25C0C950魔龙破甲兵	地图:66	X:93	Y:163 
[2024/8/21 17:28:0] 物品:强效金创药	怪物:2353DA10魔龙刺蛙1	地图:66	X:210	Y:46 
[2024/8/21 17:28:9] 物品:铁腰带	怪物:25F59420魔龙射手	地图:66	X:91	Y:167 
[2024/8/21 17:28:11] 物品:死神手套	怪物:2BC8BB40祖玛雕像8	地图:H204	X:60	Y:40 
[2024/8/21 17:28:15] 物品:强效太阳水	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效太阳水	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效太阳水	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效太阳水	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效太阳水	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效太阳水	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效太阳水	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效太阳水	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效太阳水	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效太阳水	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:太阳水	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:太阳水	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:太阳水	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:太阳水	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:太阳水	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:太阳水	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:太阳水	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:太阳水	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:太阳水	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:太阳水	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:金创药(中量)	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:金创药(中量)	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:金创药(中量)	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效金创药	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效金创药	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效金创药	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:魔法药(中量)	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:魔法药(中量)	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:魔法药(中量)	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效魔法药	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效魔法药	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效魔法药	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效金创药	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效金创药	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效金创药	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效金创药	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效金创药	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效金创药	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效魔法药	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效魔法药	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效魔法药	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效魔法药	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效魔法药	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:强效魔法药	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:躲避手链	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:龙之戒指	怪物:2A3A7020白野猪8	地图:H204	X:59	Y:40 
[2024/8/21 17:28:15] 物品:斩马刀	怪物:14016AD0祖玛卫士8	地图:H204	X:61	Y:40 
[2024/8/21 17:28:15] 物品:道士手镯	怪物:14016AD0祖玛卫士8	地图:H204	X:61	Y:40 
[2024/8/21 17:28:15] 物品:金手镯	怪物:14016AD0祖玛卫士8	地图:H204	X:61	Y:40 
[2024/8/21 17:28:23] 物品:强效太阳水	怪物:1292EA10白野猪8	地图:H204	X:63	Y:37 
[2024/8/21 17:28:23] 物品:强效太阳水	怪物:1292EA10白野猪8	地图:H204	X:63	Y:37 
[2024/8/21 17:28:23] 物品:强效太阳水	怪物:1292EA10白野猪8	地图:H204	X:63	Y:37 
[2024/8/21 17:28:23] 物品:强效太阳水	怪物:1292EA10白野猪8	地图:H204	X:63	Y:37 
[2024/8/21 17:28:23] 物品:强效太阳水	怪物:1292EA10白野猪8	地图:H204	X:63	Y:37 
[2024/8/21 17:28:23] 物品:强效太阳水	怪物:1292EA10白野猪8	地图:H204	X:63	Y:37 
[2024/8/21 17:28:23] 物品:强效太阳水	怪物:1292EA10白野猪8	地图:H204	X:63	Y:37 
[2024/8/21 17:28:23] 物品:强效太阳水	怪物:1292EA10白野猪8	地图:H204	X:63	Y:37 
[2024/8/21 17:28:23] 物品:强效太阳水	怪物:1292EA10白野猪8	地图:H204	X:63	Y:37 
[2024/8/21 17:28:23] 物品:强效太阳水	怪物:1292EA10白野猪8	地图:H204	X:63	Y:37 
[2024/8/21 17:28:23] 物品:太阳水	怪物:1292EA10白野猪8	地图:H204	X:63	Y:37 
[2024/8/21 17:28:23] 物品:太阳水	怪物:1292EA10白野猪8	地图:H204	X:63	Y:37 
[2024/8/21 17:28:23] 物品:太阳水	怪物:1292EA10白野猪8	地图:H204	X:63	Y:37 
[2024/8/21 17:28:23] 物品:太阳水	怪物:1292EA10白野猪8	地图:H204	X:63	Y:37 
[2024/8/21 17:28:23] 物品:太阳水	怪物:1292EA10白野猪8	地图:H204	X:63	Y:37 
[2024/8/21 17:28:23] 物品:太阳水	怪物:1292EA10白野猪8	地图:H204	X:63	Y:37 
[2024/8/21 17:28:23] 物品:太阳水	怪物:1292EA10白野猪8	地图:H204	X:63	Y:37 
[2024/8/21 17:28:23] 物品:太阳水	怪物:1292EA10白野猪8	地图:H204	X:63	Y:37 
