[2024/8/18 8:0:2] 物品:魅力戒指	怪物:17C8E900牛魔侍卫8	地图:H010	X:22	Y:311 
[2024/8/18 8:30:5] 物品:魔力手镯	怪物:29DC92B0尸王8	地图:H201	X:86	Y:168 
[2024/8/18 8:30:7] 物品:金戒指	怪物:056DB780牛魔侍卫8	地图:H010	X:56	Y:132 
[2024/8/18 8:30:7] 物品:生铁戒指	怪物:056DB780牛魔侍卫8	地图:H010	X:56	Y:132 
[2024/8/18 8:30:10] 物品:召唤骷髅	怪物:29D27F70僵尸3	地图:D401	X:160	Y:120 
[2024/8/18 8:30:11] 物品:强效魔法药	怪物:283B0010牛魔将军8	地图:H010	X:56	Y:132 
[2024/8/18 8:30:16] 物品:强效太阳水	怪物:2A70DC00尸王8	地图:H201	X:91	Y:175 
[2024/8/18 8:30:16] 物品:强效太阳水	怪物:2A70DC00尸王8	地图:H201	X:91	Y:175 
[2024/8/18 8:30:16] 物品:强效太阳水	怪物:2A70DC00尸王8	地图:H201	X:91	Y:175 
[2024/8/18 8:30:16] 物品:强效太阳水	怪物:2A70DC00尸王8	地图:H201	X:91	Y:175 
[2024/8/18 8:30:16] 物品:强效太阳水	怪物:2A70DC00尸王8	地图:H201	X:91	Y:175 
[2024/8/18 8:30:16] 物品:强效金创药	怪物:2A70DC00尸王8	地图:H201	X:91	Y:175 
[2024/8/18 8:30:16] 物品:强效金创药	怪物:2A70DC00尸王8	地图:H201	X:91	Y:175 
[2024/8/18 8:30:16] 物品:强效魔法药	怪物:2A70DC00尸王8	地图:H201	X:91	Y:175 
[2024/8/18 8:30:16] 物品:强效魔法药	怪物:2A70DC00尸王8	地图:H201	X:91	Y:175 
[2024/8/18 8:30:16] 物品:骷髅戒指	怪物:2A70DC00尸王8	地图:H201	X:91	Y:175 
[2024/8/18 8:30:16] 物品:蛇眼戒指	怪物:2A70DC00尸王8	地图:H201	X:91	Y:175 
[2024/8/18 8:30:16] 物品:魔力手镯	怪物:2A70DC00尸王8	地图:H201	X:91	Y:175 
[2024/8/18 8:30:20] 物品:道士手镯	怪物:2A570E50牛魔侍卫8	地图:H010	X:53	Y:127 
[2024/8/18 8:30:22] 物品:地狱火	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:诱惑之光	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:抗拒火环	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:精神力战法	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:火球术	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:治愈术	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:基本剑术	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:蓝色水晶戒指	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:琥珀项链	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:凤凰明珠	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:灯笼项链	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:铁剑	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:短剑	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:轻型盔甲(男)	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:轻型盔甲(女)	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:中型盔甲(男)	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:中型盔甲(女)	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:青铜斧	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:黑檀项链	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:黄色水晶项链	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:黑色水晶项链	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:青铜头盔	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:金创药(小量)	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:金创药(小量)	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:金创药(小量)	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:金创药(小量)	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:魔法药(小量)	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:魔法药(小量)	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:魔法药(小量)	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:魔法药(小量)	怪物:1832FCE0僵尸50	地图:H201	X:92	Y:175 
[2024/8/18 8:30:22] 物品:道士手镯	怪物:05803E50牛魔侍卫8	地图:H010	X:54	Y:127 
[2024/8/18 8:30:23] 物品:强效太阳水	怪物:2B3F2150尸王8	地图:H201	X:92	Y:174 
[2024/8/18 8:30:23] 物品:强效太阳水	怪物:2B3F2150尸王8	地图:H201	X:92	Y:174 
[2024/8/18 8:30:23] 物品:强效太阳水	怪物:2B3F2150尸王8	地图:H201	X:92	Y:174 
[2024/8/18 8:30:23] 物品:强效太阳水	怪物:2B3F2150尸王8	地图:H201	X:92	Y:174 
[2024/8/18 8:30:23] 物品:强效太阳水	怪物:2B3F2150尸王8	地图:H201	X:92	Y:174 
[2024/8/18 8:30:23] 物品:强效金创药	怪物:2B3F2150尸王8	地图:H201	X:92	Y:174 
[2024/8/18 8:30:23] 物品:强效金创药	怪物:2B3F2150尸王8	地图:H201	X:92	Y:174 
[2024/8/18 8:30:23] 物品:强效魔法药	怪物:2B3F2150尸王8	地图:H201	X:92	Y:174 
[2024/8/18 8:30:23] 物品:强效魔法药	怪物:2B3F2150尸王8	地图:H201	X:92	Y:174 
[2024/8/18 8:30:23] 物品:黑色水晶戒指	怪物:2B3F2150尸王8	地图:H201	X:92	Y:174 
[2024/8/18 8:30:23] 物品:珍珠戒指	怪物:2B3F2150尸王8	地图:H201	X:92	Y:174 
[2024/8/18 8:30:23] 物品:蓝翡翠项链	怪物:2B3F2150尸王8	地图:H201	X:92	Y:174 
[2024/8/18 8:30:23] 物品:黑檀手镯	怪物:2B3F2150尸王8	地图:H201	X:92	Y:174 
[2024/8/18 8:30:23] 物品:圣言术	怪物:2B3F2150尸王8	地图:H201	X:92	Y:174 
[2024/8/18 8:30:26] 物品:强效太阳水	怪物:2A5BE750牛魔祭司8	地图:H010	X:53	Y:126 
[2024/8/18 8:30:26] 物品:强效太阳水	怪物:2A5BE750牛魔祭司8	地图:H010	X:53	Y:126 
[2024/8/18 8:30:26] 物品:强效太阳水	怪物:2A5BE750牛魔祭司8	地图:H010	X:53	Y:126 
[2024/8/18 8:30:36] 物品:地狱火	怪物:0D5B7CA0僵尸1	地图:H201	X:99	Y:176 
[2024/8/18 8:30:36] 物品:蓝翡翠项链	怪物:189F23C0牛魔侍卫8	地图:H010	X:58	Y:119 
[2024/8/18 8:30:38] 物品:金创药(小量)	怪物:1BF7E150僵尸4	地图:H201	X:99	Y:177 
[2024/8/18 8:30:43] 物品:强效太阳水	怪物:2A55F5B0尸王8	地图:H201	X:99	Y:178 
[2024/8/18 8:30:43] 物品:强效太阳水	怪物:2A55F5B0尸王8	地图:H201	X:99	Y:178 
[2024/8/18 8:30:43] 物品:强效太阳水	怪物:2A55F5B0尸王8	地图:H201	X:99	Y:178 
[2024/8/18 8:30:43] 物品:强效太阳水	怪物:2A55F5B0尸王8	地图:H201	X:99	Y:178 
[2024/8/18 8:30:43] 物品:强效太阳水	怪物:2A55F5B0尸王8	地图:H201	X:99	Y:178 
[2024/8/18 8:30:43] 物品:强效金创药	怪物:2A55F5B0尸王8	地图:H201	X:99	Y:178 
[2024/8/18 8:30:43] 物品:强效金创药	怪物:2A55F5B0尸王8	地图:H201	X:99	Y:178 
[2024/8/18 8:30:43] 物品:强效魔法药	怪物:2A55F5B0尸王8	地图:H201	X:99	Y:178 
[2024/8/18 8:30:43] 物品:强效魔法药	怪物:2A55F5B0尸王8	地图:H201	X:99	Y:178 
[2024/8/18 8:30:43] 物品:蛇眼戒指	怪物:2A55F5B0尸王8	地图:H201	X:99	Y:178 
[2024/8/18 8:30:43] 物品:魅力戒指	怪物:2A55F5B0尸王8	地图:H201	X:99	Y:178 
[2024/8/18 8:30:43] 物品:黑檀手镯	怪物:2A55F5B0尸王8	地图:H201	X:99	Y:178 
[2024/8/18 8:30:47] 物品:金创药(中量)	怪物:2B945D10僵尸1	地图:H201	X:101	Y:180 
[2024/8/18 8:30:50] 物品:治愈术	怪物:29CFFD80僵尸1	地图:H201	X:104	Y:182 
[2024/8/18 8:30:50] 物品:生铁戒指	怪物:1E08E610牛魔法师8	地图:H010	X:68	Y:113 
[2024/8/18 8:30:54] 物品:金戒指	怪物:30D842B0牛魔侍卫8	地图:H010	X:68	Y:112 
[2024/8/18 8:30:59] 物品:金创药(小量)	怪物:19301A20僵尸5	地图:H201	X:104	Y:181 
[2024/8/18 8:31:3] 物品:心灵手镯	怪物:30DD0010牛魔将军8	地图:H010	X:68	Y:114 
[2024/8/18 8:31:3] 物品:灵魂战衣(女)	怪物:30DD0010牛魔将军8	地图:H010	X:68	Y:114 
[2024/8/18 8:31:4] 物品:金创药(小量)	怪物:2A5DA750僵尸5	地图:H201	X:105	Y:179 
[2024/8/18 8:31:9] 物品:道士手镯	怪物:2A2D17D0牛魔法师8	地图:H010	X:73	Y:118 
[2024/8/18 8:31:15] 物品:坚固手套	怪物:30E2F9A0跳跳蜂	地图:D601	X:140	Y:207 
[2024/8/18 8:31:15] 物品:强效太阳水	怪物:2E0560F0牛魔祭司8	地图:H010	X:72	Y:116 
[2024/8/18 8:31:15] 物品:道士头盔	怪物:2E0560F0牛魔祭司8	地图:H010	X:72	Y:116 
[2024/8/18 8:31:15] 物品:魅力戒指	怪物:2E0560F0牛魔祭司8	地图:H010	X:72	Y:116 
[2024/8/18 8:31:18] 物品:太阳水	怪物:15B36E10黑野猪8	地图:H002	X:163	Y:74 
[2024/8/18 8:31:18] 物品:强效太阳水	怪物:28A9A820尸王8	地图:H201	X:110	Y:185 
[2024/8/18 8:31:18] 物品:强效太阳水	怪物:28A9A820尸王8	地图:H201	X:110	Y:185 
[2024/8/18 8:31:18] 物品:强效太阳水	怪物:28A9A820尸王8	地图:H201	X:110	Y:185 
[2024/8/18 8:31:18] 物品:强效太阳水	怪物:28A9A820尸王8	地图:H201	X:110	Y:185 
[2024/8/18 8:31:18] 物品:强效太阳水	怪物:28A9A820尸王8	地图:H201	X:110	Y:185 
[2024/8/18 8:31:18] 物品:强效金创药	怪物:28A9A820尸王8	地图:H201	X:110	Y:185 
[2024/8/18 8:31:18] 物品:强效金创药	怪物:28A9A820尸王8	地图:H201	X:110	Y:185 
[2024/8/18 8:31:18] 物品:强效魔法药	怪物:28A9A820尸王8	地图:H201	X:110	Y:185 
[2024/8/18 8:31:18] 物品:强效魔法药	怪物:28A9A820尸王8	地图:H201	X:110	Y:185 
[2024/8/18 8:31:18] 物品:黑色水晶戒指	怪物:28A9A820尸王8	地图:H201	X:110	Y:185 
[2024/8/18 8:31:18] 物品:蛇眼戒指	怪物:28A9A820尸王8	地图:H201	X:110	Y:185 
[2024/8/18 8:31:20] 物品:魔法药(小量)	怪物:055CFD80僵尸5	地图:H201	X:110	Y:186 
[2024/8/18 8:31:20] 物品:攻击力药水	怪物:055CFD80僵尸5	地图:H201	X:110	Y:186 
[2024/8/18 8:31:26] 物品:魔法药(小量)	怪物:0D512B00僵尸4	地图:H201	X:110	Y:185 
[2024/8/18 8:31:28] 物品:强效太阳水	怪物:1BA30D60牛魔将军0	地图:H010	X:76	Y:118 
[2024/8/18 8:31:28] 物品:强效太阳水	怪物:1BA30D60牛魔将军0	地图:H010	X:76	Y:118 
[2024/8/18 8:31:28] 物品:强效太阳水	怪物:1BA30D60牛魔将军0	地图:H010	X:76	Y:118 
[2024/8/18 8:31:28] 物品:强效太阳水	怪物:1BA30D60牛魔将军0	地图:H010	X:76	Y:118 
[2024/8/18 8:31:28] 物品:太阳水	怪物:1BA30D60牛魔将军0	地图:H010	X:76	Y:118 
[2024/8/18 8:31:28] 物品:太阳水	怪物:1BA30D60牛魔将军0	地图:H010	X:76	Y:118 
[2024/8/18 8:31:28] 物品:太阳水	怪物:1BA30D60牛魔将军0	地图:H010	X:76	Y:118 
[2024/8/18 8:31:31] 物品:强效金创药	怪物:28C9CBA0牛魔法师8	地图:H010	X:77	Y:117 
[2024/8/18 8:31:31] 物品:重盔甲(男)	怪物:28C9CBA0牛魔法师8	地图:H010	X:77	Y:117 
[2024/8/18 8:31:32] 物品:强效太阳水	怪物:18263130尸王8	地图:H201	X:110	Y:186 
[2024/8/18 8:31:32] 物品:强效太阳水	怪物:18263130尸王8	地图:H201	X:110	Y:186 
[2024/8/18 8:31:32] 物品:强效太阳水	怪物:18263130尸王8	地图:H201	X:110	Y:186 
[2024/8/18 8:31:32] 物品:强效太阳水	怪物:18263130尸王8	地图:H201	X:110	Y:186 
[2024/8/18 8:31:32] 物品:强效太阳水	怪物:18263130尸王8	地图:H201	X:110	Y:186 
[2024/8/18 8:31:32] 物品:强效金创药	怪物:18263130尸王8	地图:H201	X:110	Y:186 
[2024/8/18 8:31:32] 物品:强效金创药	怪物:18263130尸王8	地图:H201	X:110	Y:186 
[2024/8/18 8:31:32] 物品:强效魔法药	怪物:18263130尸王8	地图:H201	X:110	Y:186 
[2024/8/18 8:31:32] 物品:强效魔法药	怪物:18263130尸王8	地图:H201	X:110	Y:186 
[2024/8/18 8:31:32] 物品:蛇眼戒指	怪物:18263130尸王8	地图:H201	X:110	Y:186 
[2024/8/18 8:31:32] 物品:地狱雷光	怪物:18263130尸王8	地图:H201	X:110	Y:186 
[2024/8/18 8:31:32] 物品:半月弯刀	怪物:18263130尸王8	地图:H201	X:110	Y:186 
[2024/8/18 8:31:34] 物品:攻击力药水	怪物:2B5233A0僵尸5	地图:H201	X:108	Y:185 
[2024/8/18 8:31:35] 物品:灵魂战衣(女)	怪物:03872CB0牛魔法师8	地图:H010	X:75	Y:118 
[2024/8/18 8:31:35] 物品:蓝翡翠项链	怪物:03872CB0牛魔法师8	地图:H010	X:75	Y:118 
[2024/8/18 8:31:35] 物品:道士手镯	怪物:03872CB0牛魔法师8	地图:H010	X:75	Y:118 
[2024/8/18 8:31:36] 物品:召唤骷髅	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:抗拒火环	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:精神力战法	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:火球术	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:治愈术	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:基本剑术	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:八荒	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:魔鬼项链	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:魔力手镯	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:铁剑	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:短剑	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:轻型盔甲(男)	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:轻型盔甲(女)	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:中型盔甲(女)	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:青铜斧	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:黑檀项链	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:黄色水晶项链	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:黑色水晶项链	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:青铜头盔	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:金创药(小量)	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:金创药(小量)	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:金创药(小量)	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:金创药(小量)	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:魔法药(小量)	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:魔法药(小量)	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:魔法药(小量)	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:36] 物品:魔法药(小量)	怪物:30EB21E0僵尸50	地图:H201	X:110	Y:184 
[2024/8/18 8:31:45] 物品:八荒	怪物:2B343C40跳跳蜂	地图:D601	X:121	Y:198 
[2024/8/18 8:31:46] 物品:强效太阳水	怪物:1EC2C950牛魔将军0	地图:H010	X:66	Y:132 
[2024/8/18 8:31:46] 物品:强效太阳水	怪物:1EC2C950牛魔将军0	地图:H010	X:66	Y:132 
[2024/8/18 8:31:46] 物品:太阳水	怪物:1EC2C950牛魔将军0	地图:H010	X:66	Y:132 
[2024/8/18 8:31:46] 物品:太阳水	怪物:1EC2C950牛魔将军0	地图:H010	X:66	Y:132 
[2024/8/18 8:31:46] 物品:魔法手镯	怪物:1EC2C950牛魔将军0	地图:H010	X:66	Y:132 
[2024/8/18 8:31:48] 物品:太阳水	怪物:2D508E80牛魔祭司0	地图:H010	X:79	Y:124 
[2024/8/18 8:31:48] 物品:太阳水	怪物:2D508E80牛魔祭司0	地图:H010	X:79	Y:124 
[2024/8/18 8:31:48] 物品:天珠项链	怪物:2D508E80牛魔祭司0	地图:H010	X:79	Y:124 
[2024/8/18 8:31:48] 物品:道士手镯	怪物:2D508E80牛魔祭司0	地图:H010	X:79	Y:124 
[2024/8/18 8:31:51] 物品:小手镯	怪物:2B75CC80牛魔将军8	地图:H010	X:79	Y:125 
[2024/8/18 8:31:52] 物品:轻型盔甲(男)	怪物:1887DA20蜈蚣	地图:D601	X:122	Y:198 
[2024/8/18 8:31:58] 物品:魔法药(小量)	怪物:2F374B60僵尸4	地图:H201	X:116	Y:187 
[2024/8/18 8:31:58] 物品:强效金创药	怪物:28FFBD80牛魔法师8	地图:H010	X:85	Y:123 
[2024/8/18 8:32:5] 物品:金创药(小量)	怪物:269D5D90僵尸5	地图:H201	X:118	Y:187 
[2024/8/18 8:32:5] 物品:强效太阳水	怪物:2A94B300尸王8	地图:H201	X:117	Y:187 
[2024/8/18 8:32:5] 物品:强效太阳水	怪物:2A94B300尸王8	地图:H201	X:117	Y:187 
[2024/8/18 8:32:5] 物品:强效太阳水	怪物:2A94B300尸王8	地图:H201	X:117	Y:187 
[2024/8/18 8:32:5] 物品:强效太阳水	怪物:2A94B300尸王8	地图:H201	X:117	Y:187 
[2024/8/18 8:32:5] 物品:强效太阳水	怪物:2A94B300尸王8	地图:H201	X:117	Y:187 
[2024/8/18 8:32:5] 物品:强效金创药	怪物:2A94B300尸王8	地图:H201	X:117	Y:187 
[2024/8/18 8:32:5] 物品:强效金创药	怪物:2A94B300尸王8	地图:H201	X:117	Y:187 
[2024/8/18 8:32:5] 物品:强效魔法药	怪物:2A94B300尸王8	地图:H201	X:117	Y:187 
[2024/8/18 8:32:5] 物品:强效魔法药	怪物:2A94B300尸王8	地图:H201	X:117	Y:187 
[2024/8/18 8:32:5] 物品:珍珠戒指	怪物:2A94B300尸王8	地图:H201	X:117	Y:187 
[2024/8/18 8:32:5] 物品:道德戒指	怪物:2A94B300尸王8	地图:H201	X:117	Y:187 
[2024/8/18 8:32:5] 物品:强效金创药	怪物:28C0AC70牛魔将军8	地图:H010	X:86	Y:124 
[2024/8/18 8:32:6] 物品:金创药(小量)	怪物:055CFD80僵尸5	地图:H201	X:115	Y:186 
[2024/8/18 8:32:6] 物品:太阳水	怪物:055CFD80僵尸5	地图:H201	X:115	Y:186 
[2024/8/18 8:32:7] 物品:强效太阳水	怪物:2DF7B320牛魔将军0	地图:H010	X:86	Y:125 
[2024/8/18 8:32:7] 物品:太阳水	怪物:2DF7B320牛魔将军0	地图:H010	X:86	Y:125 
[2024/8/18 8:32:7] 物品:太阳水	怪物:2DF7B320牛魔将军0	地图:H010	X:86	Y:125 
[2024/8/18 8:32:7] 物品:力量戒指	怪物:2DF7B320牛魔将军0	地图:H010	X:86	Y:125 
[2024/8/18 8:32:14] 物品:重盔甲(男)	怪物:2F1E5010红野猪8	地图:H002	X:150	Y:85 
[2024/8/18 8:32:21] 物品:强效太阳水	怪物:2A3C9350牛魔将军0	地图:H010	X:91	Y:127 
[2024/8/18 8:32:21] 物品:强效太阳水	怪物:2A3C9350牛魔将军0	地图:H010	X:91	Y:127 
[2024/8/18 8:32:21] 物品:太阳水	怪物:2A3C9350牛魔将军0	地图:H010	X:91	Y:127 
[2024/8/18 8:32:21] 物品:死神手套	怪物:2A3C9350牛魔将军0	地图:H010	X:91	Y:127 
[2024/8/18 8:32:23] 物品:强效太阳水	怪物:03AD6900尸王8	地图:H201	X:115	Y:193 
[2024/8/18 8:32:23] 物品:强效太阳水	怪物:03AD6900尸王8	地图:H201	X:115	Y:193 
[2024/8/18 8:32:23] 物品:强效太阳水	怪物:03AD6900尸王8	地图:H201	X:115	Y:193 
[2024/8/18 8:32:23] 物品:强效太阳水	怪物:03AD6900尸王8	地图:H201	X:115	Y:193 
[2024/8/18 8:32:23] 物品:强效太阳水	怪物:03AD6900尸王8	地图:H201	X:115	Y:193 
[2024/8/18 8:32:23] 物品:强效金创药	怪物:03AD6900尸王8	地图:H201	X:115	Y:193 
[2024/8/18 8:32:23] 物品:强效金创药	怪物:03AD6900尸王8	地图:H201	X:115	Y:193 
[2024/8/18 8:32:23] 物品:强效魔法药	怪物:03AD6900尸王8	地图:H201	X:115	Y:193 
[2024/8/18 8:32:23] 物品:强效魔法药	怪物:03AD6900尸王8	地图:H201	X:115	Y:193 
[2024/8/18 8:32:23] 物品:骷髅戒指	怪物:03AD6900尸王8	地图:H201	X:115	Y:193 
[2024/8/18 8:32:23] 物品:蓝翡翠项链	怪物:03AD6900尸王8	地图:H201	X:115	Y:193 
[2024/8/18 8:32:23] 物品:黑檀手镯	怪物:03AD6900尸王8	地图:H201	X:115	Y:193 
[2024/8/18 8:32:33] 物品:强效太阳水	怪物:0DAB3A10牛魔祭司8	地图:H010	X:87	Y:133 
[2024/8/18 8:32:33] 物品:强效太阳水	怪物:0DAB3A10牛魔祭司8	地图:H010	X:87	Y:133 
[2024/8/18 8:32:33] 物品:金创药(小量)	怪物:2A5C29E0僵尸3	地图:D401	X:156	Y:131 
[2024/8/18 8:32:41] 物品:强效太阳水	怪物:27885DE0牛魔祭司8	地图:H010	X:91	Y:138 
[2024/8/18 8:32:44] 物品:金创药(小量)	怪物:1B07FBC0僵尸4	地图:H201	X:105	Y:170 
[2024/8/18 8:32:48] 物品:强效太阳水	怪物:2869BD80牛魔将军0	地图:H010	X:90	Y:138 
[2024/8/18 8:32:48] 物品:强效太阳水	怪物:2869BD80牛魔将军0	地图:H010	X:90	Y:138 
[2024/8/18 8:32:48] 物品:强效太阳水	怪物:2869BD80牛魔将军0	地图:H010	X:90	Y:138 
[2024/8/18 8:32:48] 物品:太阳水	怪物:2869BD80牛魔将军0	地图:H010	X:90	Y:138 
[2024/8/18 8:32:48] 物品:金戒指	怪物:2869BD80牛魔将军0	地图:H010	X:90	Y:138 
[2024/8/18 8:32:52] 物品:金创药(小量)	怪物:2A5DA750僵尸5	地图:H201	X:105	Y:174 
[2024/8/18 8:32:54] 物品:强效太阳水	怪物:2784BF10牛魔祭司0	地图:H010	X:91	Y:138 
[2024/8/18 8:32:54] 物品:强效太阳水	怪物:2784BF10牛魔祭司0	地图:H010	X:91	Y:138 
[2024/8/18 8:32:54] 物品:强效太阳水	怪物:2784BF10牛魔祭司0	地图:H010	X:91	Y:138 
[2024/8/18 8:32:54] 物品:太阳水	怪物:2784BF10牛魔祭司0	地图:H010	X:91	Y:138 
[2024/8/18 8:32:54] 物品:绿色项链	怪物:2784BF10牛魔祭司0	地图:H010	X:91	Y:138 
[2024/8/18 8:32:54] 物品:白金项链	怪物:2784BF10牛魔祭司0	地图:H010	X:91	Y:138 
[2024/8/18 8:32:54] 物品:小手镯	怪物:2784BF10牛魔祭司0	地图:H010	X:91	Y:138 
[2024/8/18 8:32:54] 物品:降妖除魔戒指	怪物:2784BF10牛魔祭司0	地图:H010	X:91	Y:138 
[2024/8/18 8:32:55] 物品:强效太阳水	怪物:191CCBA0牛魔将军8	地图:H010	X:92	Y:137 
[2024/8/18 8:32:55] 物品:强效太阳水	怪物:191CCBA0牛魔将军8	地图:H010	X:92	Y:137 
[2024/8/18 8:32:55] 物品:疾风药水	怪物:191CCBA0牛魔将军8	地图:H010	X:92	Y:137 
[2024/8/18 8:32:57] 物品:太阳水	怪物:1F3BE9C0黑色恶蛆	地图:D601	X:53	Y:182 
[2024/8/18 8:32:59] 物品:道士手镯	怪物:296F01A0牛魔祭司8	地图:H010	X:92	Y:138 
[2024/8/18 8:33:5] 物品:强效太阳水	怪物:229E8930尸王8	地图:H201	X:108	Y:158 
[2024/8/18 8:33:5] 物品:强效太阳水	怪物:229E8930尸王8	地图:H201	X:108	Y:158 
[2024/8/18 8:33:5] 物品:强效太阳水	怪物:229E8930尸王8	地图:H201	X:108	Y:158 
[2024/8/18 8:33:5] 物品:强效太阳水	怪物:229E8930尸王8	地图:H201	X:108	Y:158 
[2024/8/18 8:33:5] 物品:强效太阳水	怪物:229E8930尸王8	地图:H201	X:108	Y:158 
[2024/8/18 8:33:5] 物品:强效金创药	怪物:229E8930尸王8	地图:H201	X:108	Y:158 
[2024/8/18 8:33:5] 物品:强效金创药	怪物:229E8930尸王8	地图:H201	X:108	Y:158 
[2024/8/18 8:33:5] 物品:强效魔法药	怪物:229E8930尸王8	地图:H201	X:108	Y:158 
[2024/8/18 8:33:5] 物品:强效魔法药	怪物:229E8930尸王8	地图:H201	X:108	Y:158 
