[2024/8/18 14:0:1] 物品:道士手镯	怪物:29624450黑野猪8	地图:H002	X:278	Y:345 
[2024/8/18 14:25:38] 物品:强效太阳水	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:38] 物品:太阳水	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:38] 物品:太阳水	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:38] 物品:太阳水	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:38] 物品:太阳水	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:38] 物品:太阳水	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:38] 物品:太阳水	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:38] 物品:太阳水	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:38] 物品:太阳水	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:38] 物品:太阳水	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:38] 物品:太阳水	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:38] 物品:金创药(中量)	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:38] 物品:金创药(中量)	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:38] 物品:强效金创药	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:38] 物品:强效金创药	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:38] 物品:强效金创药	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:38] 物品:魔法药(中量)	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:38] 物品:魔法药(中量)	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:38] 物品:强效魔法药	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:38] 物品:强效魔法药	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:38] 物品:强效魔法药	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:38] 物品:灯笼项链	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:38] 物品:大火球	怪物:2AAF30F0沃玛卫士8	地图:H204	X:32	Y:31 
[2024/8/18 14:25:40] 物品:金戒指	怪物:297CF380牛魔侍卫8	地图:H010	X:39	Y:158 
[2024/8/18 14:25:40] 物品:白色虎齿项链	怪物:297CF380牛魔侍卫8	地图:H010	X:39	Y:158 
[2024/8/18 14:25:41] 物品:太阳水	怪物:2199C0E0暴牙蜘蛛	地图:D1004	X:204	Y:144 
[2024/8/18 14:25:41] 物品:强效金创药	怪物:2199C0E0暴牙蜘蛛	地图:D1004	X:204	Y:144 
[2024/8/18 14:25:41] 物品:蓝翡翠项链	怪物:2199C0E0暴牙蜘蛛	地图:D1004	X:204	Y:144 
[2024/8/18 14:25:41] 物品:金创药(中量)	怪物:21AB28C0天狼蜘蛛	地图:D1004	X:153	Y:137 
[2024/8/18 14:25:41] 物品:魔法药(中量)	怪物:21AB28C0天狼蜘蛛	地图:D1004	X:153	Y:137 
[2024/8/18 14:25:41] 物品:太阳水	怪物:21AB28C0天狼蜘蛛	地图:D1004	X:153	Y:137 
[2024/8/18 14:25:46] 物品:黑檀手镯	怪物:1950EB90祖玛雕像8	地图:H204	X:27	Y:26 
[2024/8/18 14:25:46] 物品:降妖除魔戒指	怪物:1950EB90祖玛雕像8	地图:H204	X:27	Y:26 
[2024/8/18 14:25:52] 物品:攻杀剑术	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:雷电术	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:诱惑之光	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:抗拒火环	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:精神力战法	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:火球术	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:治愈术	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:基本剑术	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:海魂	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:凌风	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:蓝色水晶戒指	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:琥珀项链	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:坚固手套	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:魔力手镯	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:灯笼项链	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:铁剑	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:短剑	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:轻型盔甲(男)	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:轻型盔甲(女)	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:中型盔甲(男)	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:青铜斧	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:黑檀项链	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:黄色水晶项链	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:黑色水晶项链	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:青铜头盔	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:金创药(小量)	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:金创药(小量)	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:金创药(小量)	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:金创药(小量)	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:魔法药(小量)	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:魔法药(小量)	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:魔法药(小量)	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:52] 物品:魔法药(小量)	怪物:18FC6710僵尸50	地图:H201	X:37	Y:68 
[2024/8/18 14:25:53] 物品:太阳水	怪物:22FC3B70花吻蜘蛛	地图:D10051	X:137	Y:56 
[2024/8/18 14:25:53] 物品:强效金创药	怪物:22FC3B70花吻蜘蛛	地图:D10051	X:137	Y:56 
[2024/8/18 14:25:53] 物品:强效魔法药	怪物:22FC3B70花吻蜘蛛	地图:D10051	X:137	Y:56 
[2024/8/18 14:25:53] 物品:蛇眼戒指	怪物:22FC3B70花吻蜘蛛	地图:D10051	X:137	Y:56 
[2024/8/18 14:25:53] 物品:生铁戒指	怪物:22FC3B70花吻蜘蛛	地图:D10051	X:137	Y:56 
[2024/8/18 14:25:55] 物品:强效太阳水	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:强效太阳水	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:强效太阳水	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:强效太阳水	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:强效太阳水	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:太阳水	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:太阳水	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:太阳水	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:太阳水	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:太阳水	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:太阳水	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:太阳水	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:太阳水	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:太阳水	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:太阳水	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:金创药(中量)	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:金创药(中量)	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:强效金创药	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:强效金创药	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:强效金创药	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:魔法药(中量)	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:魔法药(中量)	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:强效魔法药	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:强效魔法药	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:强效魔法药	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:55] 物品:攻击神水	怪物:1FC748D0沃玛卫士8	地图:H204	X:25	Y:26 
[2024/8/18 14:25:57] 物品:金创药(中量)	怪物:21E0C3F0天狼蜘蛛	地图:D10051	X:156	Y:57 
[2024/8/18 14:25:57] 物品:魔法药(中量)	怪物:21E0C3F0天狼蜘蛛	地图:D10051	X:156	Y:57 
[2024/8/18 14:25:57] 物品:强效金创药	怪物:22FDB320暴牙蜘蛛	地图:D10051	X:133	Y:56 
[2024/8/18 14:25:57] 物品:魅力戒指	怪物:22FDB320暴牙蜘蛛	地图:D10051	X:133	Y:56 
[2024/8/18 14:25:57] 物品:黑色水晶戒指	怪物:22FDB320暴牙蜘蛛	地图:D10051	X:133	Y:56 
[2024/8/18 14:26:0] 物品:灵魂战衣(男)	怪物:2F344450牛魔法师8	地图:H010	X:29	Y:143 
[2024/8/18 14:26:0] 物品:黑檀手镯	怪物:2F344450牛魔法师8	地图:H010	X:29	Y:143 
[2024/8/18 14:26:5] 物品:金创药(中量)	怪物:18CC4800天狼蜘蛛	地图:D10051	X:181	Y:57 
[2024/8/18 14:26:5] 物品:魔法药(中量)	怪物:18CC4800天狼蜘蛛	地图:D10051	X:181	Y:57 
[2024/8/18 14:26:5] 物品:道士手镯	怪物:18CC4800天狼蜘蛛	地图:D10051	X:181	Y:57 
[2024/8/18 14:26:5] 物品:生铁戒指	怪物:18CC4800天狼蜘蛛	地图:D10051	X:181	Y:57 
[2024/8/18 14:26:5] 物品:八荒	怪物:18CC4800天狼蜘蛛	地图:D10051	X:181	Y:57 
[2024/8/18 14:26:12] 物品:金创药(小量)	怪物:1E7004D0僵尸5	地图:H201	X:34	Y:74 
[2024/8/18 14:26:14] 物品:竹笛	怪物:1C528BA0祖玛弓箭手8	地图:H204	X:12	Y:46 
[2024/8/18 14:26:15] 物品:重盔甲(男)	怪物:27CB7D80牛魔法师8	地图:H010	X:25	Y:121 
[2024/8/18 14:26:15] 物品:黑檀手镯	怪物:27CB7D80牛魔法师8	地图:H010	X:25	Y:121 
[2024/8/18 14:26:20] 物品:瞬息移动	怪物:226E3D20僵尸40	地图:H201	X:39	Y:79 
[2024/8/18 14:26:20] 物品:灵魂火符	怪物:226E3D20僵尸40	地图:H201	X:39	Y:79 
[2024/8/18 14:26:20] 物品:雷电术	怪物:226E3D20僵尸40	地图:H201	X:39	Y:79 
[2024/8/18 14:26:20] 物品:抗拒火环	怪物:226E3D20僵尸40	地图:H201	X:39	Y:79 
[2024/8/18 14:26:20] 物品:精神力战法	怪物:226E3D20僵尸40	地图:H201	X:39	Y:79 
[2024/8/18 14:26:20] 物品:火球术	怪物:226E3D20僵尸40	地图:H201	X:39	Y:79 
[2024/8/18 14:26:20] 物品:治愈术	怪物:226E3D20僵尸40	地图:H201	X:39	Y:79 
[2024/8/18 14:26:20] 物品:基本剑术	怪物:226E3D20僵尸40	地图:H201	X:39	Y:79 
[2024/8/18 14:26:20] 物品:铁剑	怪物:226E3D20僵尸40	地图:H201	X:39	Y:79 
[2024/8/18 14:26:20] 物品:轻型盔甲(女)	怪物:226E3D20僵尸40	地图:H201	X:39	Y:79 
[2024/8/18 14:26:20] 物品:青铜斧	怪物:226E3D20僵尸40	地图:H201	X:39	Y:79 
[2024/8/18 14:26:20] 物品:金创药(小量)	怪物:226E3D20僵尸40	地图:H201	X:39	Y:79 
[2024/8/18 14:26:27] 物品:强效太阳水	怪物:28D8C640尸王8	地图:H201	X:38	Y:80 
[2024/8/18 14:26:27] 物品:强效太阳水	怪物:28D8C640尸王8	地图:H201	X:38	Y:80 
[2024/8/18 14:26:27] 物品:强效太阳水	怪物:28D8C640尸王8	地图:H201	X:38	Y:80 
[2024/8/18 14:26:27] 物品:强效太阳水	怪物:28D8C640尸王8	地图:H201	X:38	Y:80 
[2024/8/18 14:26:27] 物品:强效太阳水	怪物:28D8C640尸王8	地图:H201	X:38	Y:80 
[2024/8/18 14:26:27] 物品:强效金创药	怪物:28D8C640尸王8	地图:H201	X:38	Y:80 
[2024/8/18 14:26:27] 物品:强效金创药	怪物:28D8C640尸王8	地图:H201	X:38	Y:80 
[2024/8/18 14:26:27] 物品:强效魔法药	怪物:28D8C640尸王8	地图:H201	X:38	Y:80 
[2024/8/18 14:26:27] 物品:强效魔法药	怪物:28D8C640尸王8	地图:H201	X:38	Y:80 
[2024/8/18 14:26:27] 物品:骷髅戒指	怪物:28D8C640尸王8	地图:H201	X:38	Y:80 
[2024/8/18 14:26:27] 物品:道德戒指	怪物:28D8C640尸王8	地图:H201	X:38	Y:80 
[2024/8/18 14:26:27] 物品:黑檀手镯	怪物:28D8C640尸王8	地图:H201	X:38	Y:80 
[2024/8/18 14:26:30] 物品:灵魂战衣(男)	怪物:2DE86070钳虫8	地图:H104	X:165	Y:70 
[2024/8/18 14:26:39] 物品:玻璃戒指	怪物:15CEDAD0骷髅	地图:D001	X:345	Y:362 
[2024/8/18 14:26:42] 物品:强效太阳水	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效太阳水	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效太阳水	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效太阳水	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效太阳水	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效太阳水	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效太阳水	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效太阳水	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效太阳水	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效太阳水	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:太阳水	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:太阳水	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:太阳水	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:太阳水	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:太阳水	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:太阳水	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:太阳水	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:太阳水	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:太阳水	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:太阳水	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效金创药	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效金创药	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效金创药	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效金创药	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效金创药	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效金创药	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效金创药	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效金创药	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效金创药	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效金创药	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效魔法药	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效魔法药	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效魔法药	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效魔法药	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效魔法药	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效魔法药	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效魔法药	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效魔法药	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效魔法药	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:强效魔法药	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:42] 物品:修罗	怪物:2DA9E8F0虹魔蝎卫8	地图:H204	X:12	Y:56 
[2024/8/18 14:26:44] 物品:隐身术	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:灵魂火符	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:诱惑之光	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:抗拒火环	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:精神力战法	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:火球术	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:治愈术	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:基本剑术	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:八荒	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:半月	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:海魂	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:魔鬼项链	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:铁剑	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:短剑	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:轻型盔甲(男)	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:轻型盔甲(女)	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:中型盔甲(女)	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:青铜斧	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:黑檀项链	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:黄色水晶项链	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:黑色水晶项链	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:青铜头盔	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:金创药(小量)	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:金创药(小量)	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:金创药(小量)	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:金创药(小量)	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:魔法药(小量)	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:魔法药(小量)	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:魔法药(小量)	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:44] 物品:魔法药(小量)	怪物:1B788870僵尸50	地图:H201	X:47	Y:90 
[2024/8/18 14:26:50] 物品:白色虎齿项链	怪物:2A06BD60黑野猪8	地图:H002	X:158	Y:71 
[2024/8/18 14:26:52] 物品:召唤骷髅	怪物:30B292B0僵尸40	地图:H201	X:48	Y:92 
[2024/8/18 14:26:52] 物品:抗拒火环	怪物:30B292B0僵尸40	地图:H201	X:48	Y:92 
[2024/8/18 14:26:52] 物品:精神力战法	怪物:30B292B0僵尸40	地图:H201	X:48	Y:92 
[2024/8/18 14:26:52] 物品:火球术	怪物:30B292B0僵尸40	地图:H201	X:48	Y:92 
[2024/8/18 14:26:52] 物品:治愈术	怪物:30B292B0僵尸40	地图:H201	X:48	Y:92 
[2024/8/18 14:26:52] 物品:基本剑术	怪物:30B292B0僵尸40	地图:H201	X:48	Y:92 
[2024/8/18 14:26:52] 物品:八荒	怪物:30B292B0僵尸40	地图:H201	X:48	Y:92 
[2024/8/18 14:26:52] 物品:轻型盔甲(女)	怪物:30B292B0僵尸40	地图:H201	X:48	Y:92 
[2024/8/18 14:26:52] 物品:魔法药(小量)	怪物:30B292B0僵尸40	地图:H201	X:48	Y:92 
[2024/8/18 14:26:52] 物品:魔法药(小量)	怪物:30B292B0僵尸40	地图:H201	X:48	Y:92 
[2024/8/18 14:26:52] 物品:魔法药(小量)	怪物:30B292B0僵尸40	地图:H201	X:48	Y:92 
[2024/8/18 14:26:53] 物品:太阳水	怪物:24482940黑锷蜘蛛	地图:D10061	X:19	Y:23 
[2024/8/18 14:26:53] 物品:强效金创药	怪物:24482940黑锷蜘蛛	地图:D10061	X:19	Y:23 
[2024/8/18 14:26:53] 物品:强效魔法药	怪物:24482940黑锷蜘蛛	地图:D10061	X:19	Y:23 
[2024/8/18 14:26:55] 物品:强效太阳水	怪物:24476190血僵尸	地图:D10061	X:20	Y:23 
[2024/8/18 14:26:55] 物品:强效太阳水	怪物:24476190血僵尸	地图:D10061	X:20	Y:23 
[2024/8/18 14:26:55] 物品:疗伤药	怪物:24476190血僵尸	地图:D10061	X:20	Y:23 
[2024/8/18 14:26:55] 物品:疗伤药	怪物:24476190血僵尸	地图:D10061	X:20	Y:23 
[2024/8/18 14:26:55] 物品:强效金创药	怪物:24476190血僵尸	地图:D10061	X:20	Y:23 
[2024/8/18 14:26:55] 物品:强效金创药	怪物:24476190血僵尸	地图:D10061	X:20	Y:23 
[2024/8/18 14:26:56] 物品:强效太阳水	怪物:2A618C40牛魔祭司0	地图:H010	X:21	Y:87 
[2024/8/18 14:26:56] 物品:强效太阳水	怪物:2A618C40牛魔祭司0	地图:H010	X:21	Y:87 
[2024/8/18 14:26:56] 物品:太阳水	怪物:2A618C40牛魔祭司0	地图:H010	X:21	Y:87 
[2024/8/18 14:26:56] 物品:银蛇	怪物:2A618C40牛魔祭司0	地图:H010	X:21	Y:87 
[2024/8/18 14:26:56] 物品:强效金创药	怪物:2B32DAC0祖玛弓箭手8	地图:H204	X:29	Y:70 
[2024/8/18 14:26:58] 物品:魔法药(小量)	怪物:187EBF30山洞蝙蝠	地图:D001	X:347	Y:363 
