[2024/8/18 18:0:2] 物品:幽灵手套	怪物:29166BD0祖玛雕像83	地图:H008	X:60	Y:53 
[2024/8/18 18:36:54] 物品:强效金创药	怪物:29A657F0白野猪8	地图:H204	X:33	Y:27 
[2024/8/18 18:36:54] 物品:强效金创药	怪物:29A657F0白野猪8	地图:H204	X:33	Y:27 
[2024/8/18 18:36:54] 物品:强效魔法药	怪物:29A657F0白野猪8	地图:H204	X:33	Y:27 
[2024/8/18 18:36:54] 物品:强效魔法药	怪物:29A657F0白野猪8	地图:H204	X:33	Y:27 
[2024/8/18 18:36:54] 物品:强效魔法药	怪物:29A657F0白野猪8	地图:H204	X:33	Y:27 
[2024/8/18 18:36:54] 物品:强效魔法药	怪物:29A657F0白野猪8	地图:H204	X:33	Y:27 
[2024/8/18 18:36:54] 物品:强效魔法药	怪物:29A657F0白野猪8	地图:H204	X:33	Y:27 
[2024/8/18 18:36:54] 物品:强效魔法药	怪物:29A657F0白野猪8	地图:H204	X:33	Y:27 
[2024/8/18 18:36:54] 物品:魔法力药水	怪物:29A657F0白野猪8	地图:H204	X:33	Y:27 
[2024/8/18 18:36:57] 物品:隐身术	怪物:2B4254C0僵尸40	地图:H201	X:75	Y:81 
[2024/8/18 18:36:57] 物品:大火球	怪物:2B4254C0僵尸40	地图:H201	X:75	Y:81 
[2024/8/18 18:36:57] 物品:抗拒火环	怪物:2B4254C0僵尸40	地图:H201	X:75	Y:81 
[2024/8/18 18:36:57] 物品:精神力战法	怪物:2B4254C0僵尸40	地图:H201	X:75	Y:81 
[2024/8/18 18:36:57] 物品:火球术	怪物:2B4254C0僵尸40	地图:H201	X:75	Y:81 
[2024/8/18 18:36:57] 物品:治愈术	怪物:2B4254C0僵尸40	地图:H201	X:75	Y:81 
[2024/8/18 18:36:57] 物品:基本剑术	怪物:2B4254C0僵尸40	地图:H201	X:75	Y:81 
[2024/8/18 18:36:57] 物品:魔力手镯	怪物:2B4254C0僵尸40	地图:H201	X:75	Y:81 
[2024/8/18 18:36:57] 物品:魔法药(小量)	怪物:2B4254C0僵尸40	地图:H201	X:75	Y:81 
[2024/8/18 18:36:59] 物品:赤月恶魔油	怪物:2109B4A0赤月恶魔1	地图:D10071	X:17	Y:21 
[2024/8/18 18:37:3] 物品:强效太阳水	怪物:1F3B2210尸王8	地图:H201	X:74	Y:82 
[2024/8/18 18:37:3] 物品:强效太阳水	怪物:1F3B2210尸王8	地图:H201	X:74	Y:82 
[2024/8/18 18:37:3] 物品:强效太阳水	怪物:1F3B2210尸王8	地图:H201	X:74	Y:82 
[2024/8/18 18:37:3] 物品:强效太阳水	怪物:1F3B2210尸王8	地图:H201	X:74	Y:82 
[2024/8/18 18:37:3] 物品:强效太阳水	怪物:1F3B2210尸王8	地图:H201	X:74	Y:82 
[2024/8/18 18:37:3] 物品:强效金创药	怪物:1F3B2210尸王8	地图:H201	X:74	Y:82 
[2024/8/18 18:37:3] 物品:强效金创药	怪物:1F3B2210尸王8	地图:H201	X:74	Y:82 
[2024/8/18 18:37:3] 物品:强效魔法药	怪物:1F3B2210尸王8	地图:H201	X:74	Y:82 
[2024/8/18 18:37:3] 物品:强效魔法药	怪物:1F3B2210尸王8	地图:H201	X:74	Y:82 
[2024/8/18 18:37:3] 物品:道德戒指	怪物:1F3B2210尸王8	地图:H201	X:74	Y:82 
[2024/8/18 18:37:3] 物品:黑檀手镯	怪物:1F3B2210尸王8	地图:H201	X:74	Y:82 
[2024/8/18 18:37:3] 物品:魔力手镯	怪物:1F3B2210尸王8	地图:H201	X:74	Y:82 
[2024/8/18 18:37:3] 物品:野蛮冲撞	怪物:1F3B2210尸王8	地图:H201	X:74	Y:82 
[2024/8/18 18:37:5] 物品:太阳水	怪物:2A01E460蜈蚣	地图:D601	X:28	Y:62 
[2024/8/18 18:37:10] 物品:强效太阳水	怪物:1A3AF5B0尸王8	地图:H201	X:75	Y:82 
[2024/8/18 18:37:10] 物品:强效太阳水	怪物:1A3AF5B0尸王8	地图:H201	X:75	Y:82 
[2024/8/18 18:37:10] 物品:强效太阳水	怪物:1A3AF5B0尸王8	地图:H201	X:75	Y:82 
[2024/8/18 18:37:10] 物品:强效太阳水	怪物:1A3AF5B0尸王8	地图:H201	X:75	Y:82 
[2024/8/18 18:37:10] 物品:强效太阳水	怪物:1A3AF5B0尸王8	地图:H201	X:75	Y:82 
[2024/8/18 18:37:10] 物品:强效金创药	怪物:1A3AF5B0尸王8	地图:H201	X:75	Y:82 
[2024/8/18 18:37:10] 物品:强效金创药	怪物:1A3AF5B0尸王8	地图:H201	X:75	Y:82 
[2024/8/18 18:37:10] 物品:强效魔法药	怪物:1A3AF5B0尸王8	地图:H201	X:75	Y:82 
[2024/8/18 18:37:10] 物品:强效魔法药	怪物:1A3AF5B0尸王8	地图:H201	X:75	Y:82 
[2024/8/18 18:37:10] 物品:珍珠戒指	怪物:1A3AF5B0尸王8	地图:H201	X:75	Y:82 
[2024/8/18 18:37:10] 物品:凝霜	怪物:1A3AF5B0尸王8	地图:H201	X:75	Y:82 
[2024/8/18 18:37:10] 物品:黑檀手镯	怪物:1A3AF5B0尸王8	地图:H201	X:75	Y:82 
[2024/8/18 18:37:16] 物品:赤月恶魔油	怪物:1C8097B0赤月恶魔1	地图:D10071	X:17	Y:21 
[2024/8/18 18:37:18] 物品:青铜斧	怪物:286B4B60僵尸10	地图:H201	X:80	Y:78 
[2024/8/18 18:37:18] 物品:魔法药(中量)	怪物:286B4B60僵尸10	地图:H201	X:80	Y:78 
[2024/8/18 18:37:19] 物品:强效魔法药	怪物:05084C00祖玛雕像83	地图:H008	X:40	Y:68 
[2024/8/18 18:37:23] 物品:强效太阳水	怪物:30438530白野猪80	地图:H006	X:58	Y:47 
[2024/8/18 18:37:23] 物品:强效太阳水	怪物:30438530白野猪80	地图:H006	X:58	Y:47 
[2024/8/18 18:37:23] 物品:强效太阳水	怪物:30438530白野猪80	地图:H006	X:58	Y:47 
[2024/8/18 18:37:23] 物品:太阳水	怪物:30438530白野猪80	地图:H006	X:58	Y:47 
[2024/8/18 18:37:23] 物品:魔法手镯	怪物:30438530白野猪80	地图:H006	X:58	Y:47 
[2024/8/18 18:37:24] 物品:金手镯	怪物:1E97EEA0黑野猪8	地图:H002	X:190	Y:188 
[2024/8/18 18:37:25] 物品:强效太阳水	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效太阳水	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效太阳水	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效太阳水	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效太阳水	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效太阳水	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效太阳水	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效太阳水	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效太阳水	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效太阳水	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:太阳水	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:太阳水	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:太阳水	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:太阳水	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:太阳水	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:太阳水	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:太阳水	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:太阳水	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:太阳水	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:太阳水	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:金创药(中量)	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:金创药(中量)	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:金创药(中量)	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效金创药	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效金创药	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效金创药	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:魔法药(中量)	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:魔法药(中量)	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:魔法药(中量)	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效魔法药	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效魔法药	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效魔法药	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效金创药	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效金创药	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效金创药	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效金创药	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效金创药	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效金创药	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效魔法药	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效魔法药	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效魔法药	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效魔法药	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效魔法药	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:强效魔法药	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:25] 物品:竹笛	怪物:0D7C92B0虹魔猪卫8	地图:H204	X:32	Y:30 
[2024/8/18 18:37:26] 物品:强效太阳水	怪物:285CBFB0尸王8	地图:H201	X:83	Y:79 
[2024/8/18 18:37:26] 物品:强效太阳水	怪物:285CBFB0尸王8	地图:H201	X:83	Y:79 
[2024/8/18 18:37:26] 物品:强效太阳水	怪物:285CBFB0尸王8	地图:H201	X:83	Y:79 
[2024/8/18 18:37:26] 物品:强效太阳水	怪物:285CBFB0尸王8	地图:H201	X:83	Y:79 
[2024/8/18 18:37:26] 物品:强效太阳水	怪物:285CBFB0尸王8	地图:H201	X:83	Y:79 
[2024/8/18 18:37:26] 物品:强效金创药	怪物:285CBFB0尸王8	地图:H201	X:83	Y:79 
[2024/8/18 18:37:26] 物品:强效金创药	怪物:285CBFB0尸王8	地图:H201	X:83	Y:79 
[2024/8/18 18:37:26] 物品:强效魔法药	怪物:285CBFB0尸王8	地图:H201	X:83	Y:79 
[2024/8/18 18:37:26] 物品:强效魔法药	怪物:285CBFB0尸王8	地图:H201	X:83	Y:79 
[2024/8/18 18:37:26] 物品:蛇眼戒指	怪物:285CBFB0尸王8	地图:H201	X:83	Y:79 
[2024/8/18 18:37:26] 物品:魅力戒指	怪物:285CBFB0尸王8	地图:H201	X:83	Y:79 
[2024/8/18 18:37:26] 物品:魔力手镯	怪物:285CBFB0尸王8	地图:H201	X:83	Y:79 
[2024/8/18 18:37:27] 物品:强效太阳水	怪物:290349B0虹魔猪卫80	地图:H008	X:40	Y:70 
[2024/8/18 18:37:27] 物品:强效太阳水	怪物:290349B0虹魔猪卫80	地图:H008	X:40	Y:70 
[2024/8/18 18:37:27] 物品:太阳水	怪物:290349B0虹魔猪卫80	地图:H008	X:40	Y:70 
[2024/8/18 18:37:27] 物品:太阳水	怪物:290349B0虹魔猪卫80	地图:H008	X:40	Y:70 
[2024/8/18 18:37:27] 物品:求婚戒指	怪物:290349B0虹魔猪卫80	地图:H008	X:40	Y:70 
[2024/8/18 18:37:27] 物品:夏普儿手镯	怪物:290349B0虹魔猪卫80	地图:H008	X:40	Y:70 
[2024/8/18 18:37:27] 物品:死神手套	怪物:290349B0虹魔猪卫80	地图:H008	X:40	Y:70 
[2024/8/18 18:37:27] 物品:灵魂战衣(男)	怪物:225D5A60跳跳蜂	地图:D601	X:27	Y:51 
[2024/8/18 18:37:36] 物品:魔法药(小量)	怪物:1943D790僵尸5	地图:H201	X:88	Y:77 
[2024/8/18 18:37:36] 物品:赤月恶魔油	怪物:1C1129E0赤月恶魔1	地图:D10071	X:17	Y:21 
[2024/8/18 18:37:39] 物品:金创药(小量)	怪物:1DF77FB0骷髅战士	地图:D011	X:105	Y:63 
[2024/8/18 18:37:40] 物品:强效太阳水	怪物:2299B320尸王8	地图:H001	X:140	Y:73 
[2024/8/18 18:37:40] 物品:强效太阳水	怪物:2299B320尸王8	地图:H001	X:140	Y:73 
[2024/8/18 18:37:40] 物品:强效太阳水	怪物:2299B320尸王8	地图:H001	X:140	Y:73 
[2024/8/18 18:37:40] 物品:强效太阳水	怪物:2299B320尸王8	地图:H001	X:140	Y:73 
[2024/8/18 18:37:40] 物品:强效太阳水	怪物:2299B320尸王8	地图:H001	X:140	Y:73 
[2024/8/18 18:37:40] 物品:强效金创药	怪物:2299B320尸王8	地图:H001	X:140	Y:73 
[2024/8/18 18:37:40] 物品:强效金创药	怪物:2299B320尸王8	地图:H001	X:140	Y:73 
[2024/8/18 18:37:40] 物品:强效魔法药	怪物:2299B320尸王8	地图:H001	X:140	Y:73 
[2024/8/18 18:37:40] 物品:强效魔法药	怪物:2299B320尸王8	地图:H001	X:140	Y:73 
[2024/8/18 18:37:40] 物品:黑色水晶戒指	怪物:2299B320尸王8	地图:H001	X:140	Y:73 
[2024/8/18 18:37:40] 物品:蛇眼戒指	怪物:2299B320尸王8	地图:H001	X:140	Y:73 
[2024/8/18 18:37:40] 物品:黑檀手镯	怪物:2299B320尸王8	地图:H001	X:140	Y:73 
[2024/8/18 18:37:40] 物品:魔力手镯	怪物:2299B320尸王8	地图:H001	X:140	Y:73 
[2024/8/18 18:37:40] 物品:群体治疗术	怪物:2299B320尸王8	地图:H001	X:140	Y:73 
[2024/8/18 18:37:41] 物品:金创药(小量)	怪物:28A40D20稻草人	地图:0	X:613	Y:596 
[2024/8/18 18:37:42] 物品:施毒术	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:瞬息移动	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:抗拒火环	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:精神力战法	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:火球术	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:治愈术	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:基本剑术	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:八荒	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:蓝色水晶戒指	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:琥珀项链	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:凤凰明珠	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:魔力手镯	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:铁剑	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:短剑	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:轻型盔甲(男)	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:轻型盔甲(女)	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:中型盔甲(女)	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:青铜斧	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:黑檀项链	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:黄色水晶项链	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:黑色水晶项链	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:青铜头盔	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:金创药(小量)	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:金创药(小量)	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:金创药(小量)	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:金创药(小量)	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:魔法药(小量)	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:魔法药(小量)	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:魔法药(小量)	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:42] 物品:魔法药(小量)	怪物:237C3D20僵尸50	地图:H201	X:89	Y:76 
[2024/8/18 18:37:43] 物品:太阳水	怪物:17C28870蜈蚣	地图:D601	X:27	Y:53 
[2024/8/18 18:37:48] 物品:强效太阳水	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效太阳水	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效太阳水	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效太阳水	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效太阳水	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效太阳水	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效太阳水	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效太阳水	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效太阳水	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效太阳水	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:太阳水	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:太阳水	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:太阳水	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:太阳水	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:太阳水	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:太阳水	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:太阳水	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:太阳水	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:太阳水	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:太阳水	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效金创药	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效金创药	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效金创药	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效金创药	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效金创药	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效金创药	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效金创药	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效金创药	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效金创药	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效金创药	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效魔法药	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效魔法药	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效魔法药	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效魔法药	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效魔法药	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效魔法药	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效魔法药	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效魔法药	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效魔法药	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:强效魔法药	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:48] 物品:金戒指	怪物:28EA01C0虹魔蝎卫8	地图:H204	X:32	Y:29 
[2024/8/18 18:37:56] 物品:魔法药(小量)	怪物:1A397C80僵尸4	地图:H201	X:95	Y:86 
[2024/8/18 18:37:57] 物品:赤月恶魔油	怪物:039801C0赤月恶魔1	地图:D10071	X:17	Y:21 
[2024/8/18 18:37:59] 物品:太阳水	怪物:0B897010黑色恶蛆8	地图:H006	X:49	Y:44 
[2024/8/18 18:38:1] 物品:生铁戒指	怪物:2A2AEEA0黑野猪8	地图:H002	X:248	Y:182 
[2024/8/18 18:38:2] 物品:强效太阳水	怪物:24A20BE0尸王8	地图:H201	X:93	Y:87 
[2024/8/18 18:38:2] 物品:强效太阳水	怪物:24A20BE0尸王8	地图:H201	X:93	Y:87 
[2024/8/18 18:38:2] 物品:强效太阳水	怪物:24A20BE0尸王8	地图:H201	X:93	Y:87 
[2024/8/18 18:38:2] 物品:强效太阳水	怪物:24A20BE0尸王8	地图:H201	X:93	Y:87 
[2024/8/18 18:38:2] 物品:强效太阳水	怪物:24A20BE0尸王8	地图:H201	X:93	Y:87 
[2024/8/18 18:38:2] 物品:强效金创药	怪物:24A20BE0尸王8	地图:H201	X:93	Y:87 
[2024/8/18 18:38:2] 物品:强效金创药	怪物:24A20BE0尸王8	地图:H201	X:93	Y:87 
[2024/8/18 18:38:2] 物品:强效魔法药	怪物:24A20BE0尸王8	地图:H201	X:93	Y:87 
[2024/8/18 18:38:2] 物品:强效魔法药	怪物:24A20BE0尸王8	地图:H201	X:93	Y:87 
[2024/8/18 18:38:2] 物品:道德戒指	怪物:24A20BE0尸王8	地图:H201	X:93	Y:87 
[2024/8/18 18:38:2] 物品:魔力手镯	怪物:24A20BE0尸王8	地图:H201	X:93	Y:87 
[2024/8/18 18:38:9] 物品:金创药(小量)	怪物:2A749830僵尸5	地图:H201	X:93	Y:86 
[2024/8/18 18:38:16] 物品:强效太阳水	怪物:0D871AC0尸王8	地图:H201	X:92	Y:92 
[2024/8/18 18:38:16] 物品:强效太阳水	怪物:0D871AC0尸王8	地图:H201	X:92	Y:92 
[2024/8/18 18:38:16] 物品:强效太阳水	怪物:0D871AC0尸王8	地图:H201	X:92	Y:92 
[2024/8/18 18:38:16] 物品:强效太阳水	怪物:0D871AC0尸王8	地图:H201	X:92	Y:92 
[2024/8/18 18:38:16] 物品:强效太阳水	怪物:0D871AC0尸王8	地图:H201	X:92	Y:92 
[2024/8/18 18:38:16] 物品:强效金创药	怪物:0D871AC0尸王8	地图:H201	X:92	Y:92 
[2024/8/18 18:38:16] 物品:强效金创药	怪物:0D871AC0尸王8	地图:H201	X:92	Y:92 
[2024/8/18 18:38:16] 物品:强效魔法药	怪物:0D871AC0尸王8	地图:H201	X:92	Y:92 
[2024/8/18 18:38:16] 物品:强效魔法药	怪物:0D871AC0尸王8	地图:H201	X:92	Y:92 
[2024/8/18 18:38:16] 物品:道德戒指	怪物:0D871AC0尸王8	地图:H201	X:92	Y:92 
[2024/8/18 18:38:16] 物品:魅力戒指	怪物:0D871AC0尸王8	地图:H201	X:92	Y:92 
[2024/8/18 18:38:18] 物品:金创药(小量)	怪物:1B7EFAF0僵尸5	地图:H201	X:92	Y:91 
[2024/8/18 18:38:20] 物品:强效太阳水	怪物:2E04AF70虹魔蝎卫8	地图:H204	X:30	Y:30 
