[2024/8/19 18:0:4] 物品:太阳水	怪物:2A9FDE30黑色恶蛆8	地图:H006	X:50	Y:79 
[2024/8/19 18:14:13] 物品:太阳水	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:太阳水	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:太阳水	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:太阳水	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:金创药(中量)	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:金创药(中量)	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:金创药(中量)	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:强效金创药	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:强效金创药	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:强效金创药	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:魔法药(中量)	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:魔法药(中量)	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:魔法药(中量)	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:强效魔法药	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:强效魔法药	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:强效魔法药	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:强效金创药	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:强效金创药	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:强效金创药	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:强效金创药	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:强效金创药	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:强效金创药	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:强效魔法药	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:强效魔法药	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:强效魔法药	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:强效魔法药	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:强效魔法药	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:13] 物品:强效魔法药	怪物:1B567E50白野猪8	地图:H204	X:22	Y:76 
[2024/8/19 18:14:17] 物品:强效太阳水	怪物:2DE7AEF0尸王8	地图:H201	X:170	Y:63 
[2024/8/19 18:14:17] 物品:强效太阳水	怪物:2DE7AEF0尸王8	地图:H201	X:170	Y:63 
[2024/8/19 18:14:17] 物品:强效太阳水	怪物:2DE7AEF0尸王8	地图:H201	X:170	Y:63 
[2024/8/19 18:14:17] 物品:强效太阳水	怪物:2DE7AEF0尸王8	地图:H201	X:170	Y:63 
[2024/8/19 18:14:17] 物品:强效太阳水	怪物:2DE7AEF0尸王8	地图:H201	X:170	Y:63 
[2024/8/19 18:14:17] 物品:强效金创药	怪物:2DE7AEF0尸王8	地图:H201	X:170	Y:63 
[2024/8/19 18:14:17] 物品:强效金创药	怪物:2DE7AEF0尸王8	地图:H201	X:170	Y:63 
[2024/8/19 18:14:17] 物品:强效魔法药	怪物:2DE7AEF0尸王8	地图:H201	X:170	Y:63 
[2024/8/19 18:14:17] 物品:强效魔法药	怪物:2DE7AEF0尸王8	地图:H201	X:170	Y:63 
[2024/8/19 18:14:17] 物品:黑檀手镯	怪物:2DE7AEF0尸王8	地图:H201	X:170	Y:63 
[2024/8/19 18:14:20] 物品:地狱火	怪物:28351CB0僵尸40	地图:H201	X:174	Y:63 
[2024/8/19 18:14:20] 物品:抗拒火环	怪物:28351CB0僵尸40	地图:H201	X:174	Y:63 
[2024/8/19 18:14:20] 物品:精神力战法	怪物:28351CB0僵尸40	地图:H201	X:174	Y:63 
[2024/8/19 18:14:20] 物品:火球术	怪物:28351CB0僵尸40	地图:H201	X:174	Y:63 
[2024/8/19 18:14:20] 物品:治愈术	怪物:28351CB0僵尸40	地图:H201	X:174	Y:63 
[2024/8/19 18:14:20] 物品:基本剑术	怪物:28351CB0僵尸40	地图:H201	X:174	Y:63 
[2024/8/19 18:14:20] 物品:轻型盔甲(女)	怪物:28351CB0僵尸40	地图:H201	X:174	Y:63 
[2024/8/19 18:14:21] 物品:强效太阳水	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效太阳水	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效太阳水	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效太阳水	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效太阳水	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效太阳水	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效太阳水	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效太阳水	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效太阳水	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效太阳水	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:太阳水	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:太阳水	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:太阳水	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:太阳水	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:太阳水	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:太阳水	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:太阳水	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:太阳水	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:太阳水	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:太阳水	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:金创药(中量)	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:金创药(中量)	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:金创药(中量)	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效金创药	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效金创药	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效金创药	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:魔法药(中量)	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:魔法药(中量)	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:魔法药(中量)	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效魔法药	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效魔法药	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效魔法药	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效金创药	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效金创药	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效金创药	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效金创药	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效金创药	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效金创药	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效魔法药	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效魔法药	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效魔法药	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效魔法药	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效魔法药	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:强效魔法药	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:魔法长袍(男)	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:21] 物品:道士手镯	怪物:299CC3F0虹魔猪卫8	地图:H204	X:43	Y:87 
[2024/8/19 18:14:24] 物品:魔法药(小量)	怪物:2F25E160僵尸5	地图:H201	X:170	Y:63 
[2024/8/19 18:14:27] 物品:金创药(小量)	怪物:05BB41C0僵尸5	地图:H201	X:164	Y:62 
[2024/8/19 18:14:29] 物品:强效太阳水	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效太阳水	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效太阳水	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效太阳水	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效太阳水	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效太阳水	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效太阳水	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效太阳水	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效太阳水	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效太阳水	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:太阳水	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:太阳水	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:太阳水	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:太阳水	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:太阳水	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:太阳水	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:太阳水	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:太阳水	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:太阳水	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:太阳水	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:金创药(中量)	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:金创药(中量)	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:金创药(中量)	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效金创药	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效金创药	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效金创药	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:魔法药(中量)	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:魔法药(中量)	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:魔法药(中量)	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效魔法药	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效魔法药	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效魔法药	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效金创药	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效金创药	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效金创药	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效金创药	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效金创药	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效金创药	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效魔法药	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效魔法药	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效魔法药	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效魔法药	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效魔法药	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:强效魔法药	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:斩马刀	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:凝霜	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:29] 物品:放大镜	怪物:299CF050虹魔猪卫8	地图:H204	X:16	Y:79 
[2024/8/19 18:14:37] 物品:强效太阳水	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效太阳水	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效太阳水	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效太阳水	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效太阳水	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效太阳水	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效太阳水	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效太阳水	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效太阳水	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效太阳水	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:太阳水	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:太阳水	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:太阳水	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:太阳水	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:太阳水	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:太阳水	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:太阳水	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:太阳水	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:太阳水	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:太阳水	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:金创药(中量)	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:金创药(中量)	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:金创药(中量)	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效金创药	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效金创药	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效金创药	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:魔法药(中量)	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:魔法药(中量)	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:魔法药(中量)	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效魔法药	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效魔法药	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效魔法药	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效金创药	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效金创药	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效金创药	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效金创药	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效金创药	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效金创药	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效魔法药	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效魔法药	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效魔法药	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效魔法药	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效魔法药	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:37] 物品:强效魔法药	怪物:180558F0白野猪8	地图:H204	X:16	Y:80 
[2024/8/19 18:14:40] 物品:强效太阳水	怪物:244DA1D0尸王8	地图:H201	X:161	Y:56 
[2024/8/19 18:14:40] 物品:强效太阳水	怪物:244DA1D0尸王8	地图:H201	X:161	Y:56 
[2024/8/19 18:14:40] 物品:强效太阳水	怪物:244DA1D0尸王8	地图:H201	X:161	Y:56 
[2024/8/19 18:14:40] 物品:强效太阳水	怪物:244DA1D0尸王8	地图:H201	X:161	Y:56 
[2024/8/19 18:14:40] 物品:强效太阳水	怪物:244DA1D0尸王8	地图:H201	X:161	Y:56 
[2024/8/19 18:14:40] 物品:强效金创药	怪物:244DA1D0尸王8	地图:H201	X:161	Y:56 
[2024/8/19 18:14:40] 物品:强效金创药	怪物:244DA1D0尸王8	地图:H201	X:161	Y:56 
[2024/8/19 18:14:40] 物品:强效魔法药	怪物:244DA1D0尸王8	地图:H201	X:161	Y:56 
[2024/8/19 18:14:40] 物品:强效魔法药	怪物:244DA1D0尸王8	地图:H201	X:161	Y:56 
[2024/8/19 18:14:40] 物品:生铁戒指	怪物:244DA1D0尸王8	地图:H201	X:161	Y:56 
[2024/8/19 18:14:40] 物品:凝霜	怪物:244DA1D0尸王8	地图:H201	X:161	Y:56 
[2024/8/19 18:14:40] 物品:魔力手镯	怪物:244DA1D0尸王8	地图:H201	X:161	Y:56 
[2024/8/19 18:14:43] 物品:召唤骷髅	怪物:2DF47FB0僵尸40	地图:H201	X:161	Y:56 
[2024/8/19 18:14:43] 物品:抗拒火环	怪物:2DF47FB0僵尸40	地图:H201	X:161	Y:56 
[2024/8/19 18:14:43] 物品:精神力战法	怪物:2DF47FB0僵尸40	地图:H201	X:161	Y:56 
[2024/8/19 18:14:43] 物品:火球术	怪物:2DF47FB0僵尸40	地图:H201	X:161	Y:56 
[2024/8/19 18:14:43] 物品:治愈术	怪物:2DF47FB0僵尸40	地图:H201	X:161	Y:56 
[2024/8/19 18:14:43] 物品:基本剑术	怪物:2DF47FB0僵尸40	地图:H201	X:161	Y:56 
[2024/8/19 18:14:43] 物品:八荒	怪物:2DF47FB0僵尸40	地图:H201	X:161	Y:56 
[2024/8/19 18:14:43] 物品:青铜头盔	怪物:2DF47FB0僵尸40	地图:H201	X:161	Y:56 
[2024/8/19 18:14:43] 物品:金创药(小量)	怪物:2DF47FB0僵尸40	地图:H201	X:161	Y:56 
[2024/8/19 18:14:43] 物品:金创药(小量)	怪物:2DF47FB0僵尸40	地图:H201	X:161	Y:56 
[2024/8/19 18:14:45] 物品:太阳水	怪物:2DBC7AD0恶灵尸王	地图:H201	X:160	Y:56 
[2024/8/19 18:14:45] 物品:隐身术	怪物:2DBC7AD0恶灵尸王	地图:H201	X:160	Y:56 
[2024/8/19 18:14:45] 物品:攻杀剑术	怪物:2DBC7AD0恶灵尸王	地图:H201	X:160	Y:56 
[2024/8/19 18:14:56] 物品:强效太阳水	怪物:1AE27AF0尸王8	地图:H201	X:155	Y:48 
[2024/8/19 18:14:56] 物品:强效太阳水	怪物:1AE27AF0尸王8	地图:H201	X:155	Y:48 
[2024/8/19 18:14:56] 物品:强效太阳水	怪物:1AE27AF0尸王8	地图:H201	X:155	Y:48 
[2024/8/19 18:14:56] 物品:强效太阳水	怪物:1AE27AF0尸王8	地图:H201	X:155	Y:48 
[2024/8/19 18:14:56] 物品:强效太阳水	怪物:1AE27AF0尸王8	地图:H201	X:155	Y:48 
[2024/8/19 18:14:56] 物品:强效金创药	怪物:1AE27AF0尸王8	地图:H201	X:155	Y:48 
[2024/8/19 18:14:56] 物品:强效金创药	怪物:1AE27AF0尸王8	地图:H201	X:155	Y:48 
[2024/8/19 18:14:56] 物品:强效魔法药	怪物:1AE27AF0尸王8	地图:H201	X:155	Y:48 
[2024/8/19 18:14:56] 物品:强效魔法药	怪物:1AE27AF0尸王8	地图:H201	X:155	Y:48 
[2024/8/19 18:14:56] 物品:骷髅戒指	怪物:1AE27AF0尸王8	地图:H201	X:155	Y:48 
[2024/8/19 18:14:56] 物品:野蛮冲撞	怪物:1AE27AF0尸王8	地图:H201	X:155	Y:48 
[2024/8/19 18:14:57] 物品:强效太阳水	怪物:2E075F40虹魔蝎卫8	地图:H204	X:44	Y:88 
[2024/8/19 18:14:57] 物品:强效太阳水	怪物:2E075F40虹魔蝎卫8	地图:H204	X:44	Y:88 
[2024/8/19 18:14:57] 物品:强效太阳水	怪物:2E075F40虹魔蝎卫8	地图:H204	X:44	Y:88 
[2024/8/19 18:14:57] 物品:强效太阳水	怪物:2E075F40虹魔蝎卫8	地图:H204	X:44	Y:88 
[2024/8/19 18:14:57] 物品:强效太阳水	怪物:2E075F40虹魔蝎卫8	地图:H204	X:44	Y:88 
[2024/8/19 18:14:57] 物品:强效太阳水	怪物:2E075F40虹魔蝎卫8	地图:H204	X:44	Y:88 
[2024/8/19 18:14:57] 物品:强效太阳水	怪物:2E075F40虹魔蝎卫8	地图:H204	X:44	Y:88 
[2024/8/19 18:14:57] 物品:强效太阳水	怪物:2E075F40虹魔蝎卫8	地图:H204	X:44	Y:88 
[2024/8/19 18:14:57] 物品:强效太阳水	怪物:2E075F40虹魔蝎卫8	地图:H204	X:44	Y:88 
[2024/8/19 18:14:57] 物品:强效太阳水	怪物:2E075F40虹魔蝎卫8	地图:H204	X:44	Y:88 
[2024/8/19 18:14:57] 物品:太阳水	怪物:2E075F40虹魔蝎卫8	地图:H204	X:44	Y:88 
[2024/8/19 18:14:57] 物品:太阳水	怪物:2E075F40虹魔蝎卫8	地图:H204	X:44	Y:88 
[2024/8/19 18:14:57] 物品:太阳水	怪物:2E075F40虹魔蝎卫8	地图:H204	X:44	Y:88 
[2024/8/19 18:14:57] 物品:太阳水	怪物:2E075F40虹魔蝎卫8	地图:H204	X:44	Y:88 
[2024/8/19 18:14:57] 物品:太阳水	怪物:2E075F40虹魔蝎卫8	地图:H204	X:44	Y:88 
[2024/8/19 18:14:57] 物品:太阳水	怪物:2E075F40虹魔蝎卫8	地图:H204	X:44	Y:88 
[2024/8/19 18:14:57] 物品:太阳水	怪物:2E075F40虹魔蝎卫8	地图:H204	X:44	Y:88 
[2024/8/19 18:14:57] 物品:太阳水	怪物:2E075F40虹魔蝎卫8	地图:H204	X:44	Y:88 
[2024/8/19 18:14:57] 物品:太阳水	怪物:2E075F40虹魔蝎卫8	地图:H204	X:44	Y:88 
[2024/8/19 18:14:57] 物品:太阳水	怪物:2E075F40虹魔蝎卫8	地图:H204	X:44	Y:88 
[2024/8/19 18:14:57] 物品:强效金创药	怪物:2E075F40虹魔蝎卫8	地图:H204	X:44	Y:88 
