[2024/8/17 8:0:6] 物品:死神手套	怪物:27827FB0恶灵尸王8	地图:H001	X:38	Y:16 
[2024/8/17 8:37:51] 物品:夏普儿手镯	怪物:27857090牛魔将军	地图:D2079	X:15	Y:87 
[2024/8/17 8:37:51] 物品:修罗	怪物:27857090牛魔将军	地图:D2079	X:15	Y:87 
[2024/8/17 8:37:55] 物品:强效金创药	怪物:276A0D20牛魔法师	地图:D2079	X:17	Y:87 
[2024/8/17 8:37:55] 物品:斩马刀	怪物:27685160牛魔将军	地图:D2079	X:18	Y:87 
[2024/8/17 8:37:56] 物品:MP强化药水	怪物:1892D560骷髅	地图:D002	X:257	Y:79 
[2024/8/17 8:37:56] 物品:金创药(中量)	怪物:30A3EA90骷髅战将0	地图:D002	X:56	Y:296 
[2024/8/17 8:37:56] 物品:金创药(中量)	怪物:30A3EA90骷髅战将0	地图:D002	X:56	Y:296 
[2024/8/17 8:37:56] 物品:金创药(中量)	怪物:30A3EA90骷髅战将0	地图:D002	X:56	Y:296 
[2024/8/17 8:37:56] 物品:金创药(中量)	怪物:30A3EA90骷髅战将0	地图:D002	X:56	Y:296 
[2024/8/17 8:37:56] 物品:魔法药(中量)	怪物:30A3EA90骷髅战将0	地图:D002	X:56	Y:296 
[2024/8/17 8:37:56] 物品:魔法药(中量)	怪物:30A3EA90骷髅战将0	地图:D002	X:56	Y:296 
[2024/8/17 8:37:56] 物品:魔法药(中量)	怪物:30A3EA90骷髅战将0	地图:D002	X:56	Y:296 
[2024/8/17 8:37:56] 物品:魔法药(中量)	怪物:30A3EA90骷髅战将0	地图:D002	X:56	Y:296 
[2024/8/17 8:38:6] 物品:金创药(小量)	怪物:1D7A2F40僵尸3	地图:D401	X:84	Y:173 
[2024/8/17 8:38:12] 物品:强效太阳水	怪物:27825350牛魔祭司	地图:D2079	X:18	Y:86 
[2024/8/17 8:38:12] 物品:强效太阳水	怪物:27825350牛魔祭司	地图:D2079	X:18	Y:86 
[2024/8/17 8:38:12] 物品:强效魔法药	怪物:27825350牛魔祭司	地图:D2079	X:18	Y:86 
[2024/8/17 8:38:12] 物品:灵魂战衣(女)	怪物:27825350牛魔祭司	地图:D2079	X:18	Y:86 
[2024/8/17 8:38:14] 物品:金创药(小量)	怪物:28096420僵尸3	地图:D401	X:85	Y:173 
[2024/8/17 8:38:16] 物品:黄色水晶项链	怪物:18CACED0骷髅0	地图:D002	X:256	Y:80 
[2024/8/17 8:38:16] 物品:青铜头盔	怪物:18CACED0骷髅0	地图:D002	X:256	Y:80 
[2024/8/17 8:38:16] 物品:金创药(小量)	怪物:18CACED0骷髅0	地图:D002	X:256	Y:80 
[2024/8/17 8:38:16] 物品:金创药(小量)	怪物:18CACED0骷髅0	地图:D002	X:256	Y:80 
[2024/8/17 8:38:16] 物品:金创药(小量)	怪物:18CACED0骷髅0	地图:D002	X:256	Y:80 
[2024/8/17 8:38:16] 物品:金创药(小量)	怪物:18CACED0骷髅0	地图:D002	X:256	Y:80 
[2024/8/17 8:38:16] 物品:魔法药(小量)	怪物:18CACED0骷髅0	地图:D002	X:256	Y:80 
[2024/8/17 8:38:16] 物品:魔法药(小量)	怪物:18CACED0骷髅0	地图:D002	X:256	Y:80 
[2024/8/17 8:38:16] 物品:魔法药(小量)	怪物:18CACED0骷髅0	地图:D002	X:256	Y:80 
[2024/8/17 8:38:16] 物品:魔法药(小量)	怪物:18CACED0骷髅0	地图:D002	X:256	Y:80 
[2024/8/17 8:38:21] 物品:皮制手套	怪物:289D8E90骷髅战将	地图:D002	X:62	Y:288 
[2024/8/17 8:38:22] 物品:魔法力药水	怪物:1EF60720骷髅战士	地图:D011	X:136	Y:360 
[2024/8/17 8:38:30] 物品:魔法头盔	怪物:22715A60骷髅战士0	地图:D003	X:175	Y:84 
[2024/8/17 8:38:30] 物品:金创药(中量)	怪物:22715A60骷髅战士0	地图:D003	X:175	Y:84 
[2024/8/17 8:38:30] 物品:金创药(中量)	怪物:22715A60骷髅战士0	地图:D003	X:175	Y:84 
[2024/8/17 8:38:30] 物品:金创药(中量)	怪物:22715A60骷髅战士0	地图:D003	X:175	Y:84 
[2024/8/17 8:38:30] 物品:金创药(中量)	怪物:22715A60骷髅战士0	地图:D003	X:175	Y:84 
[2024/8/17 8:38:30] 物品:魔法药(中量)	怪物:22715A60骷髅战士0	地图:D003	X:175	Y:84 
[2024/8/17 8:38:30] 物品:魔法药(中量)	怪物:22715A60骷髅战士0	地图:D003	X:175	Y:84 
[2024/8/17 8:38:30] 物品:魔法药(中量)	怪物:22715A60骷髅战士0	地图:D003	X:175	Y:84 
[2024/8/17 8:38:30] 物品:魔法药(中量)	怪物:22715A60骷髅战士0	地图:D003	X:175	Y:84 
[2024/8/17 8:38:41] 物品:魔法药(小量)	怪物:05113A90山洞蝙蝠	地图:D002	X:260	Y:71 
[2024/8/17 8:38:43] 物品:魔法药(小量)	怪物:18687670骷髅战士	地图:D002	X:66	Y:266 
[2024/8/17 8:38:44] 物品:金创药(小量)	怪物:28096420僵尸3	地图:D401	X:87	Y:173 
[2024/8/17 8:38:48] 物品:MP强化药水	怪物:194A86C0牛魔将军	地图:D2079	X:50	Y:73 
[2024/8/17 8:38:49] 物品:玻璃戒指	怪物:186A05D0骷髅战士	地图:D002	X:70	Y:266 
[2024/8/17 8:38:55] 物品:八荒	怪物:276EEEA0牛魔法师	地图:D2079	X:51	Y:70 
[2024/8/17 8:38:55] 物品:强效金创药	怪物:2767B610牛魔将军	地图:D2079	X:51	Y:71 
[2024/8/17 8:38:55] 物品:白色虎齿项链	怪物:2767B610牛魔将军	地图:D2079	X:51	Y:71 
[2024/8/17 8:38:55] 物品:强效魔法药	怪物:18CFAC10牛魔将军	地图:D2079	X:50	Y:70 
[2024/8/17 8:38:55] 物品:骷髅戒指	怪物:18CFAC10牛魔将军	地图:D2079	X:50	Y:70 
[2024/8/17 8:38:56] 物品:强效魔法药	怪物:276626B0牛魔将军	地图:D2079	X:50	Y:71 
[2024/8/17 8:38:56] 物品:魔法长袍(男)	怪物:276626B0牛魔将军	地图:D2079	X:50	Y:71 
[2024/8/17 8:38:56] 物品:强效金创药	怪物:27834760牛魔祭司	地图:D2079	X:53	Y:72 
[2024/8/17 8:38:56] 物品:重盔甲(女)	怪物:27834760牛魔祭司	地图:D2079	X:53	Y:72 
[2024/8/17 8:38:57] 物品:强效太阳水	怪物:2764DB60牛魔将军	地图:D2079	X:52	Y:72 
[2024/8/17 8:38:57] 物品:疾风药水	怪物:2764DB60牛魔将军	地图:D2079	X:52	Y:72 
[2024/8/17 8:38:57] 物品:辟邪手镯	怪物:2764DB60牛魔将军	地图:D2079	X:52	Y:72 
[2024/8/17 8:38:57] 物品:太阳水	怪物:30B075E0牛魔将军	地图:D2079	X:52	Y:71 
[2024/8/17 8:38:57] 物品:强效金创药	怪物:30B075E0牛魔将军	地图:D2079	X:52	Y:71 
[2024/8/17 8:38:57] 物品:放大镜	怪物:30B075E0牛魔将军	地图:D2079	X:52	Y:71 
[2024/8/17 8:38:57] 物品:强效太阳水	怪物:2780ADC0牛魔将军0	地图:D2079	X:49	Y:72 
[2024/8/17 8:38:57] 物品:强效太阳水	怪物:2780ADC0牛魔将军0	地图:D2079	X:49	Y:72 
[2024/8/17 8:38:57] 物品:强效太阳水	怪物:2780ADC0牛魔将军0	地图:D2079	X:49	Y:72 
[2024/8/17 8:38:57] 物品:太阳水	怪物:2780ADC0牛魔将军0	地图:D2079	X:49	Y:72 
[2024/8/17 8:38:58] 物品:基本剑术	怪物:039510E0僵尸2	地图:D401	X:43	Y:63 
[2024/8/17 8:38:58] 物品:强效金创药	怪物:2771C950牛魔法师	地图:D2079	X:49	Y:71 
[2024/8/17 8:38:59] 物品:蓝色水晶戒指	怪物:0DDD1CB0骷髅战将	地图:D002	X:255	Y:61 
[2024/8/17 8:39:0] 物品:金创药(小量)	怪物:18DA3860山洞蝙蝠	地图:D002	X:70	Y:266 
[2024/8/17 8:39:8] 物品:强效魔法药	怪物:27698800牛魔法师	地图:D2079	X:53	Y:73 
[2024/8/17 8:39:8] 物品:修罗	怪物:27698800牛魔法师	地图:D2079	X:53	Y:73 
[2024/8/17 8:39:9] 物品:太阳水	怪物:276498D0牛魔将军	地图:D2079	X:49	Y:73 
[2024/8/17 8:39:11] 物品:万年雪霜	怪物:274D0D40牛魔侍卫	地图:D2079	X:49	Y:72 
[2024/8/17 8:39:12] 物品:强效金创药	怪物:276A2350牛魔法师	地图:D2079	X:52	Y:75 
[2024/8/17 8:39:12] 物品:强效魔法药	怪物:276A2350牛魔法师	地图:D2079	X:52	Y:75 
[2024/8/17 8:39:13] 物品:强效魔法药	怪物:275F0E50牛魔祭司	地图:D2079	X:49	Y:71 
[2024/8/17 8:39:17] 物品:强效太阳水	怪物:0D4EBDC0牛魔将军	地图:D2079	X:52	Y:73 
[2024/8/17 8:39:17] 物品:强效魔法药	怪物:0D4EBDC0牛魔将军	地图:D2079	X:52	Y:73 
[2024/8/17 8:39:17] 物品:强效金创药	怪物:0D4EBDC0牛魔将军	地图:D2079	X:52	Y:73 
[2024/8/17 8:39:17] 物品:魔法长袍(男)	怪物:0D4EBDC0牛魔将军	地图:D2079	X:52	Y:73 
[2024/8/17 8:39:17] 物品:金手镯	怪物:0D4EBDC0牛魔将军	地图:D2079	X:52	Y:73 
[2024/8/17 8:39:17] 物品:强效太阳水	怪物:27831B00牛魔祭司	地图:D2079	X:50	Y:75 
[2024/8/17 8:39:17] 物品:强效太阳水	怪物:27831B00牛魔祭司	地图:D2079	X:50	Y:75 
[2024/8/17 8:39:17] 物品:白色虎齿项链	怪物:27831B00牛魔祭司	地图:D2079	X:50	Y:75 
[2024/8/17 8:39:18] 物品:强效太阳水	怪物:2781A1D0牛魔祭司	地图:D2079	X:49	Y:75 
[2024/8/17 8:39:18] 物品:强效金创药	怪物:2781A1D0牛魔祭司	地图:D2079	X:49	Y:75 
[2024/8/17 8:39:20] 物品:金创药(小量)	怪物:30DA2BC0僵尸3	地图:D401	X:66	Y:62 
[2024/8/17 8:39:20] 物品:皮制手套	怪物:18CB6A20骷髅战将0	地图:D002	X:70	Y:254 
[2024/8/17 8:39:20] 物品:金创药(中量)	怪物:18CB6A20骷髅战将0	地图:D002	X:70	Y:254 
[2024/8/17 8:39:20] 物品:金创药(中量)	怪物:18CB6A20骷髅战将0	地图:D002	X:70	Y:254 
[2024/8/17 8:39:20] 物品:金创药(中量)	怪物:18CB6A20骷髅战将0	地图:D002	X:70	Y:254 
[2024/8/17 8:39:20] 物品:金创药(中量)	怪物:18CB6A20骷髅战将0	地图:D002	X:70	Y:254 
[2024/8/17 8:39:20] 物品:魔法药(中量)	怪物:18CB6A20骷髅战将0	地图:D002	X:70	Y:254 
[2024/8/17 8:39:20] 物品:魔法药(中量)	怪物:18CB6A20骷髅战将0	地图:D002	X:70	Y:254 
[2024/8/17 8:39:20] 物品:魔法药(中量)	怪物:18CB6A20骷髅战将0	地图:D002	X:70	Y:254 
[2024/8/17 8:39:20] 物品:魔法药(中量)	怪物:18CB6A20骷髅战将0	地图:D002	X:70	Y:254 
[2024/8/17 8:39:21] 物品:魔法药(中量)	怪物:289E98D0僵尸2	地图:D401	X:113	Y:165 
[2024/8/17 8:39:25] 物品:金创药(小量)	怪物:18D28840骷髅战士	地图:D002	X:71	Y:253 
[2024/8/17 8:39:25] 物品:魔法药(小量)	怪物:18D28840骷髅战士	地图:D002	X:71	Y:253 
[2024/8/17 8:39:28] 物品:魔法药(中量)	怪物:195B26F0恶灵僵尸8	地图:H001	X:63	Y:67 
[2024/8/17 8:39:33] 物品:攻击力药水	怪物:28A3CA90骷髅战将	地图:D002	X:73	Y:246 
[2024/8/17 8:39:40] 物品:强效太阳水	怪物:278210C0牛魔祭司	地图:D2079	X:49	Y:75 
[2024/8/17 8:39:40] 物品:强效太阳水	怪物:278210C0牛魔祭司	地图:D2079	X:49	Y:75 
[2024/8/17 8:39:52] 物品:金创药(小量)	怪物:245F03F0僵尸3	地图:D401	X:45	Y:99 
[2024/8/17 8:39:57] 物品:魔法药(小量)	怪物:05F2F5B0山洞蝙蝠	地图:D003	X:237	Y:94 
[2024/8/17 8:39:57] 物品:回城卷	怪物:05F2F5B0山洞蝙蝠	地图:D003	X:237	Y:94 
[2024/8/17 8:39:57] 物品:太阳水	怪物:2768ECB0牛魔将军	地图:D2079	X:54	Y:75 
[2024/8/17 8:40:4] 物品:灵魂战衣(男)	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:道德戒指	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:魅力戒指	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:降魔	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:珍珠戒指	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:破魂	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:偃月	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:白色虎齿项链	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:白金项链	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:强效太阳水	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:强效太阳水	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:强效太阳水	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:强效太阳水	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:太阳水	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:太阳水	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:太阳水	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:太阳水	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:强效金创药	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:强效金创药	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:强效金创药	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:强效金创药	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:强效魔法药	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:强效魔法药	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:强效魔法药	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:强效魔法药	怪物:2991B900牛魔法师0	地图:D2079	X:61	Y:72 
[2024/8/17 8:40:4] 物品:蓝翡翠项链	怪物:18ED13B0红野猪8	地图:H002	X:214	Y:209 
[2024/8/17 8:40:7] 物品:金创药(中量)	怪物:18CC0570骷髅战将0	地图:D002	X:80	Y:232 
[2024/8/17 8:40:7] 物品:金创药(中量)	怪物:18CC0570骷髅战将0	地图:D002	X:80	Y:232 
[2024/8/17 8:40:7] 物品:金创药(中量)	怪物:18CC0570骷髅战将0	地图:D002	X:80	Y:232 
[2024/8/17 8:40:7] 物品:金创药(中量)	怪物:18CC0570骷髅战将0	地图:D002	X:80	Y:232 
[2024/8/17 8:40:7] 物品:魔法药(中量)	怪物:18CC0570骷髅战将0	地图:D002	X:80	Y:232 
[2024/8/17 8:40:7] 物品:魔法药(中量)	怪物:18CC0570骷髅战将0	地图:D002	X:80	Y:232 
[2024/8/17 8:40:7] 物品:魔法药(中量)	怪物:18CC0570骷髅战将0	地图:D002	X:80	Y:232 
[2024/8/17 8:40:7] 物品:魔法药(中量)	怪物:18CC0570骷髅战将0	地图:D002	X:80	Y:232 
[2024/8/17 8:40:13] 物品:魔法手镯	怪物:27617A10牛魔祭司	地图:D2079	X:61	Y:71 
[2024/8/17 8:40:13] 物品:降妖除魔戒指	怪物:27617A10牛魔祭司	地图:D2079	X:61	Y:71 
[2024/8/17 8:40:15] 物品:金创药(小量)	怪物:182604D0僵尸3	地图:D402	X:36	Y:124 
[2024/8/17 8:40:16] 物品:强效金创药	怪物:285548D0牛魔法师	地图:D2079	X:62	Y:71 
[2024/8/17 8:40:18] 物品:太阳水	怪物:27714430牛魔法师	地图:D2079	X:62	Y:70 
[2024/8/17 8:40:18] 物品:太阳水	怪物:2763E750牛魔法师	地图:D2079	X:60	Y:70 
[2024/8/17 8:40:18] 物品:雷电术	怪物:0D838E90僵尸30	地图:D401	X:125	Y:124 
[2024/8/17 8:40:18] 物品:八荒	怪物:0D838E90僵尸30	地图:D401	X:125	Y:124 
[2024/8/17 8:40:18] 物品:半月	怪物:0D838E90僵尸30	地图:D401	X:125	Y:124 
[2024/8/17 8:40:18] 物品:魔鬼项链	怪物:0D838E90僵尸30	地图:D401	X:125	Y:124 
[2024/8/17 8:40:18] 物品:魔力手镯	怪物:0D838E90僵尸30	地图:D401	X:125	Y:124 
[2024/8/17 8:40:18] 物品:金创药(小量)	怪物:0D838E90僵尸30	地图:D401	X:125	Y:124 
[2024/8/17 8:40:19] 物品:强效太阳水	怪物:27852E00牛魔将军	地图:D2079	X:61	Y:73 
[2024/8/17 8:40:19] 物品:凝霜	怪物:27852E00牛魔将军	地图:D2079	X:61	Y:73 
[2024/8/17 8:40:20] 物品:强效太阳水	怪物:2767CC40牛魔将军	地图:D2079	X:58	Y:71 
[2024/8/17 8:40:25] 物品:死神手套	怪物:275F2480牛魔祭司	地图:D2079	X:62	Y:72 
[2024/8/17 8:40:25] 物品:强效太阳水	怪物:0DC08B20牛魔祭司	地图:D2079	X:60	Y:71 
[2024/8/17 8:40:25] 物品:强效太阳水	怪物:0DC08B20牛魔祭司	地图:D2079	X:60	Y:71 
[2024/8/17 8:40:25] 物品:强效金创药	怪物:0DC08B20牛魔祭司	地图:D2079	X:60	Y:71 
[2024/8/17 8:40:28] 物品:魔法药(小量)	怪物:186AA120骷髅战士	地图:D002	X:66	Y:238 
[2024/8/17 8:40:29] 物品:魔法药(中量)	怪物:1863BF10僵尸2	地图:D402	X:36	Y:123 
[2024/8/17 8:40:31] 物品:金创药(小量)	怪物:304E7390骷髅战士	地图:D003	X:242	Y:74 
[2024/8/17 8:40:32] 物品:强效太阳水	怪物:278492B0牛魔祭司	地图:D2079	X:57	Y:69 
[2024/8/17 8:40:37] 物品:强效金创药	怪物:2763FD80牛魔将军	地图:D2079	X:56	Y:70 
[2024/8/17 8:40:37] 物品:金创药(小量)	怪物:28209790骷髅战士	地图:D002	X:65	Y:240 
[2024/8/17 8:40:40] 物品:强效太阳水	怪物:27665310牛魔将军	地图:D2079	X:58	Y:69 
[2024/8/17 8:40:40] 物品:白金项链	怪物:27665310牛魔将军	地图:D2079	X:58	Y:69 
[2024/8/17 8:40:41] 物品:强效太阳水	怪物:276893F0牛魔将军	地图:D2079	X:59	Y:69 
[2024/8/17 8:40:41] 物品:强效魔法药	怪物:276893F0牛魔将军	地图:D2079	X:59	Y:69 
[2024/8/17 8:40:41] 物品:降魔	怪物:276893F0牛魔将军	地图:D2079	X:59	Y:69 
[2024/8/17 8:40:41] 物品:强效太阳水	怪物:2764F190牛魔将军	地图:D2079	X:60	Y:69 
[2024/8/17 8:40:41] 物品:强效太阳水	怪物:2764F190牛魔将军	地图:D2079	X:60	Y:69 
[2024/8/17 8:40:41] 物品:竹笛	怪物:2764F190牛魔将军	地图:D2079	X:60	Y:69 
[2024/8/17 8:41:0] 物品:魔法力药水	怪物:02D98970骷髅战士	地图:D003	X:252	Y:72 
[2024/8/17 8:41:0] 物品:魔法药(小量)	怪物:1838A1D0稻草人	地图:0	X:96	Y:125 
[2024/8/17 8:41:1] 物品:灵魂战衣(女)	怪物:1CA5BF10跳跳蜂8	地图:H001	X:49	Y:61 
[2024/8/17 8:41:6] 物品:HP强化药水	怪物:1897C490骷髅	地图:D002	X:84	Y:247 
[2024/8/17 8:41:6] 物品:基本剑术	怪物:0DB917D0僵尸3	地图:D402	X:32	Y:112 
[2024/8/17 8:41:7] 物品:抗拒火环	怪物:17D14080僵尸2	地图:D401	X:28	Y:122 
[2024/8/17 8:41:8] 物品:强效太阳水	怪物:27817570牛魔侍卫0	地图:D2079	X:63	Y:80 
[2024/8/17 8:41:8] 物品:强效太阳水	怪物:27817570牛魔侍卫0	地图:D2079	X:63	Y:80 
[2024/8/17 8:41:8] 物品:强效太阳水	怪物:27817570牛魔侍卫0	地图:D2079	X:63	Y:80 
[2024/8/17 8:41:8] 物品:强效太阳水	怪物:27817570牛魔侍卫0	地图:D2079	X:63	Y:80 
[2024/8/17 8:41:8] 物品:太阳水	怪物:27817570牛魔侍卫0	地图:D2079	X:63	Y:80 
[2024/8/17 8:41:8] 物品:太阳水	怪物:27817570牛魔侍卫0	地图:D2079	X:63	Y:80 
[2024/8/17 8:41:8] 物品:太阳水	怪物:27817570牛魔侍卫0	地图:D2079	X:63	Y:80 
[2024/8/17 8:41:8] 物品:太阳水	怪物:27817570牛魔侍卫0	地图:D2079	X:63	Y:80 
[2024/8/17 8:41:8] 物品:强效金创药	怪物:27817570牛魔侍卫0	地图:D2079	X:63	Y:80 
[2024/8/17 8:41:8] 物品:强效金创药	怪物:27817570牛魔侍卫0	地图:D2079	X:63	Y:80 
[2024/8/17 8:41:8] 物品:强效金创药	怪物:27817570牛魔侍卫0	地图:D2079	X:63	Y:80 
[2024/8/17 8:41:8] 物品:强效金创药	怪物:27817570牛魔侍卫0	地图:D2079	X:63	Y:80 
[2024/8/17 8:41:8] 物品:强效魔法药	怪物:27817570牛魔侍卫0	地图:D2079	X:63	Y:80 
[2024/8/17 8:41:8] 物品:强效魔法药	怪物:27817570牛魔侍卫0	地图:D2079	X:63	Y:80 
[2024/8/17 8:41:8] 物品:强效魔法药	怪物:27817570牛魔侍卫0	地图:D2079	X:63	Y:80 
[2024/8/17 8:41:8] 物品:强效魔法药	怪物:27817570牛魔侍卫0	地图:D2079	X:63	Y:80 
[2024/8/17 8:41:11] 物品:金创药(小量)	怪物:18DECED0僵尸3	地图:D401	X:83	Y:171 
[2024/8/17 8:41:11] 物品:魔法药(中量)	怪物:039DB8A0骷髅战将	地图:D002	X:84	Y:247 
[2024/8/17 8:41:11] 物品:金创药(中量)	怪物:05946230骷髅战将	地图:D003	X:256	Y:66 
[2024/8/17 8:41:37] 物品:魔法药(中量)	怪物:0584A860骷髅战将	地图:D003	X:267	Y:63 
[2024/8/17 8:41:37] 物品:魔法药(小量)	怪物:24617570僵尸3	地图:D402	X:32	Y:111 
[2024/8/17 8:41:37] 物品:六角戒指	怪物:18FCA9A0掷斧骷髅	地图:D002	X:103	Y:222 
[2024/8/17 8:41:40] 物品:金项链	怪物:17E06900多钩猫	地图:0	X:115	Y:137 
[2024/8/17 8:41:42] 物品:魔法药(小量)	怪物:03907840僵尸3	地图:D401	X:108	Y:98 
[2024/8/17 8:41:42] 物品:魔法药(小量)	怪物:18782E00僵尸3	地图:D401	X:27	Y:180 
[2024/8/17 8:41:54] 物品:魔法药(小量)	怪物:07D99950僵尸3	地图:D402	X:23	Y:108 
[2024/8/17 8:41:58] 物品:金创药(小量)	怪物:18440C00骷髅战士	地图:D002	X:105	Y:221 
[2024/8/17 8:42:0] 物品:金创药(小量)	怪物:1B813A50僵尸3	地图:D401	X:152	Y:59 
[2024/8/17 8:42:1] 物品:皮制手套	怪物:189FEB70骷髅战将	地图:D002	X:106	Y:221 
[2024/8/17 8:42:1] 物品:金创药(中量)	怪物:19490D90僵尸2	地图:D401	X:107	Y:98 
[2024/8/17 8:42:9] 物品:金创药(中量)	怪物:1DEB2B90僵尸2	地图:D402	X:20	Y:109 
[2024/8/17 8:42:13] 物品:布衣(女)	怪物:15CEC4A0多钩猫	地图:0	X:128	Y:140 
[2024/8/17 8:42:22] 物品:攻击力药水	怪物:1F129CF0僵尸3	地图:D401	X:152	Y:62 
[2024/8/17 8:42:32] 物品:古铜戒指	怪物:1D95EB70多钩猫	地图:0	X:138	Y:131 
[2024/8/17 8:42:38] 物品:隐身术	怪物:17BC4610僵尸2	地图:D402	X:28	Y:92 
[2024/8/17 8:42:42] 物品:回城卷	怪物:055F07F0山洞蝙蝠0	地图:D011	X:141	Y:326 
[2024/8/17 8:42:42] 物品:回城卷	怪物:055F07F0山洞蝙蝠0	地图:D011	X:141	Y:326 
[2024/8/17 8:42:42] 物品:回城卷	怪物:055F07F0山洞蝙蝠0	地图:D011	X:141	Y:326 
[2024/8/17 8:42:42] 物品:回城卷	怪物:055F07F0山洞蝙蝠0	地图:D011	X:141	Y:326 
[2024/8/17 8:42:42] 物品:回城卷	怪物:055F07F0山洞蝙蝠0	地图:D011	X:141	Y:326 
[2024/8/17 8:42:44] 物品:金创药(中量)	怪物:2A993340掷斧骷髅0	地图:D002	X:115	Y:219 
[2024/8/17 8:42:44] 物品:金创药(中量)	怪物:2A993340掷斧骷髅0	地图:D002	X:115	Y:219 
[2024/8/17 8:42:44] 物品:金创药(中量)	怪物:2A993340掷斧骷髅0	地图:D002	X:115	Y:219 
[2024/8/17 8:42:44] 物品:金创药(中量)	怪物:2A993340掷斧骷髅0	地图:D002	X:115	Y:219 
[2024/8/17 8:42:44] 物品:魔法药(中量)	怪物:2A993340掷斧骷髅0	地图:D002	X:115	Y:219 
[2024/8/17 8:42:44] 物品:魔法药(中量)	怪物:2A993340掷斧骷髅0	地图:D002	X:115	Y:219 
[2024/8/17 8:42:44] 物品:魔法药(中量)	怪物:2A993340掷斧骷髅0	地图:D002	X:115	Y:219 
[2024/8/17 8:42:44] 物品:魔法药(中量)	怪物:2A993340掷斧骷髅0	地图:D002	X:115	Y:219 
[2024/8/17 8:42:53] 物品:金创药(小量)	怪物:056DB780僵尸3	地图:D401	X:152	Y:113 
[2024/8/17 8:42:54] 物品:太阳水	怪物:27F04890黑色恶蛆8	地图:H001	X:28	Y:69 
[2024/8/17 8:42:57] 物品:金创药(中量)	怪物:055F4A80掷斧骷髅0	地图:D002	X:116	Y:218 
[2024/8/17 8:42:57] 物品:金创药(中量)	怪物:055F4A80掷斧骷髅0	地图:D002	X:116	Y:218 
[2024/8/17 8:42:57] 物品:金创药(中量)	怪物:055F4A80掷斧骷髅0	地图:D002	X:116	Y:218 
[2024/8/17 8:42:57] 物品:金创药(中量)	怪物:055F4A80掷斧骷髅0	地图:D002	X:116	Y:218 
[2024/8/17 8:42:57] 物品:魔法药(中量)	怪物:055F4A80掷斧骷髅0	地图:D002	X:116	Y:218 
[2024/8/17 8:42:57] 物品:魔法药(中量)	怪物:055F4A80掷斧骷髅0	地图:D002	X:116	Y:218 
[2024/8/17 8:42:57] 物品:魔法药(中量)	怪物:055F4A80掷斧骷髅0	地图:D002	X:116	Y:218 
[2024/8/17 8:42:57] 物品:魔法药(中量)	怪物:055F4A80掷斧骷髅0	地图:D002	X:116	Y:218 
[2024/8/17 8:43:7] 物品:魔法药(小量)	怪物:2E7AC1C0骷髅战士	地图:D002	X:116	Y:216 
[2024/8/17 8:43:15] 物品:金项链	怪物:28D84120钉耙猫	地图:0	X:154	Y:142 
[2024/8/17 8:43:35] 物品:六角戒指	怪物:2784BF10骷髅战士0	地图:D003	X:288	Y:102 
