[2024/8/18 16:0:3] 物品:金创药(小量)	怪物:15AD4780僵尸4	地图:H201	X:51	Y:97 
[2024/8/18 16:28:40] 物品:强效太阳水	怪物:245DF9B0尸王8	地图:H201	X:103	Y:80 
[2024/8/18 16:28:40] 物品:强效太阳水	怪物:245DF9B0尸王8	地图:H201	X:103	Y:80 
[2024/8/18 16:28:40] 物品:强效太阳水	怪物:245DF9B0尸王8	地图:H201	X:103	Y:80 
[2024/8/18 16:28:40] 物品:强效太阳水	怪物:245DF9B0尸王8	地图:H201	X:103	Y:80 
[2024/8/18 16:28:40] 物品:强效太阳水	怪物:245DF9B0尸王8	地图:H201	X:103	Y:80 
[2024/8/18 16:28:40] 物品:强效金创药	怪物:245DF9B0尸王8	地图:H201	X:103	Y:80 
[2024/8/18 16:28:40] 物品:强效金创药	怪物:245DF9B0尸王8	地图:H201	X:103	Y:80 
[2024/8/18 16:28:40] 物品:强效魔法药	怪物:245DF9B0尸王8	地图:H201	X:103	Y:80 
[2024/8/18 16:28:40] 物品:强效魔法药	怪物:245DF9B0尸王8	地图:H201	X:103	Y:80 
[2024/8/18 16:28:40] 物品:骷髅戒指	怪物:245DF9B0尸王8	地图:H201	X:103	Y:80 
[2024/8/18 16:28:40] 物品:死神手套	怪物:245DF9B0尸王8	地图:H201	X:103	Y:80 
[2024/8/18 16:28:40] 物品:凝霜	怪物:245DF9B0尸王8	地图:H201	X:103	Y:80 
[2024/8/18 16:28:40] 物品:道德戒指	怪物:245DF9B0尸王8	地图:H201	X:103	Y:80 
[2024/8/18 16:28:40] 物品:黑檀手镯	怪物:245DF9B0尸王8	地图:H201	X:103	Y:80 
[2024/8/18 16:28:40] 物品:魔力手镯	怪物:245DF9B0尸王8	地图:H201	X:103	Y:80 
[2024/8/18 16:28:40] 物品:召唤神兽	怪物:245DF9B0尸王8	地图:H201	X:103	Y:80 
[2024/8/18 16:28:40] 物品:疾风药水	怪物:1E8F6D80山洞蝙蝠	地图:D002	X:319	Y:235 
[2024/8/18 16:28:43] 物品:集体隐身术	怪物:297AAE60恶灵尸王	地图:D2051	X:165	Y:135 
[2024/8/18 16:28:43] 物品:召唤骷髅	怪物:297AAE60恶灵尸王	地图:D2051	X:165	Y:135 
[2024/8/18 16:28:43] 物品:瞬息移动	怪物:297AAE60恶灵尸王	地图:D2051	X:165	Y:135 
[2024/8/18 16:28:46] 物品:魔法长袍(女)	怪物:1850F5B0祖玛雕像	地图:H204	X:71	Y:31 
[2024/8/18 16:28:47] 物品:金创药(小量)	怪物:2A07D600僵尸4	地图:H201	X:105	Y:86 
[2024/8/18 16:28:48] 物品:重盔甲(女)	怪物:1A743130大老鼠0	地图:D501	X:178	Y:226 
[2024/8/18 16:28:48] 物品:魔法长袍(男)	怪物:1A743130大老鼠0	地图:D501	X:178	Y:226 
[2024/8/18 16:28:48] 物品:战神盔甲(女)	怪物:1A743130大老鼠0	地图:D501	X:178	Y:226 
[2024/8/18 16:28:48] 物品:太阳水	怪物:1A743130大老鼠0	地图:D501	X:178	Y:226 
[2024/8/18 16:28:48] 物品:太阳水	怪物:1A743130大老鼠0	地图:D501	X:178	Y:226 
[2024/8/18 16:28:48] 物品:太阳水	怪物:1A743130大老鼠0	地图:D501	X:178	Y:226 
[2024/8/18 16:28:48] 物品:太阳水	怪物:1A743130大老鼠0	地图:D501	X:178	Y:226 
[2024/8/18 16:28:48] 物品:强效金创药	怪物:1A743130大老鼠0	地图:D501	X:178	Y:226 
[2024/8/18 16:28:48] 物品:强效金创药	怪物:1A743130大老鼠0	地图:D501	X:178	Y:226 
[2024/8/18 16:28:48] 物品:强效金创药	怪物:1A743130大老鼠0	地图:D501	X:178	Y:226 
[2024/8/18 16:28:48] 物品:强效金创药	怪物:1A743130大老鼠0	地图:D501	X:178	Y:226 
[2024/8/18 16:28:48] 物品:强效魔法药	怪物:1A743130大老鼠0	地图:D501	X:178	Y:226 
[2024/8/18 16:28:48] 物品:强效魔法药	怪物:1A743130大老鼠0	地图:D501	X:178	Y:226 
[2024/8/18 16:28:48] 物品:强效魔法药	怪物:1A743130大老鼠0	地图:D501	X:178	Y:226 
[2024/8/18 16:28:48] 物品:强效魔法药	怪物:1A743130大老鼠0	地图:D501	X:178	Y:226 
[2024/8/18 16:28:51] 物品:斗笠14号	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效太阳水	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效太阳水	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效太阳水	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效太阳水	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效太阳水	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效太阳水	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效太阳水	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效太阳水	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效太阳水	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效太阳水	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效太阳水	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效太阳水	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效太阳水	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效太阳水	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效太阳水	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效太阳水	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效太阳水	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效太阳水	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效太阳水	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效太阳水	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效金创药	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效金创药	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效金创药	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效金创药	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效金创药	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效金创药	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效金创药	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效金创药	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效金创药	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效金创药	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效魔法药	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效魔法药	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效魔法药	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效魔法药	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效魔法药	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效魔法药	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效魔法药	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效魔法药	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效魔法药	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:强效魔法药	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:攻击力药水	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:泰坦戒指	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:思贝儿手镯	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:重盔甲(男)	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:灵魂战衣(男)	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:偃月	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:破魂	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:降魔	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:斩马刀	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:修罗	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:凝霜	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:骷髅头盔	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:道士头盔	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:蓝翡翠项链	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:放大镜	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:竹笛	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:小手镯	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:魔法手镯	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:黑檀手镯	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:道士手镯	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:死神手套	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:金手镯	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:黑色水晶戒指	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:蛇眼戒指	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:珍珠戒指	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:金戒指	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:骷髅戒指	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:魅力戒指	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:道德戒指	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:51] 物品:降妖除魔戒指	怪物:216D2E00祖玛教主	地图:H204	X:72	Y:30 
[2024/8/18 16:28:52] 物品:回城卷	怪物:30F8A1F0山洞蝙蝠	地图:D002	X:316	Y:232 
[2024/8/18 16:29:0] 物品:攻杀剑术	怪物:28F58870恶灵尸王	地图:D2051	X:172	Y:128 
[2024/8/18 16:29:1] 物品:魔法药(小量)	怪物:21F02D80山洞蝙蝠	地图:D002	X:314	Y:233 
[2024/8/18 16:29:3] 物品:太阳水	怪物:2B7651A0魔龙射手	地图:6	X:442	Y:114 
[2024/8/18 16:29:3] 物品:珊瑚戒指	怪物:2B7651A0魔龙射手	地图:6	X:442	Y:114 
[2024/8/18 16:29:3] 物品:灵魂战衣(男)	怪物:2B7651A0魔龙射手	地图:6	X:442	Y:114 
[2024/8/18 16:29:4] 物品:太阳水	怪物:189F23C0黑野猪8	地图:H002	X:197	Y:79 
[2024/8/18 16:29:5] 物品:金创药(小量)	怪物:17C3EB70山洞蝙蝠	地图:D002	X:308	Y:229 
[2024/8/18 16:29:13] 物品:太阳水	怪物:1C52A1D0蜈蚣	地图:D601	X:48	Y:107 
[2024/8/18 16:29:16] 物品:金创药(小量)	怪物:234F3380僵尸4	地图:H201	X:82	Y:55 
[2024/8/18 16:29:23] 物品:疾光电影	怪物:2A6F8F30恶灵尸王	地图:D2051	X:177	Y:124 
[2024/8/18 16:29:25] 物品:金创药(小量)	怪物:307E98A0僵尸5	地图:H201	X:77	Y:59 
[2024/8/18 16:29:32] 物品:强效太阳水	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效太阳水	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效太阳水	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效太阳水	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效太阳水	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效太阳水	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效太阳水	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效太阳水	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效太阳水	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效太阳水	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:太阳水	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:太阳水	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:太阳水	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:太阳水	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:太阳水	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:太阳水	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:太阳水	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:太阳水	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:太阳水	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:太阳水	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效金创药	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效金创药	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效金创药	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效金创药	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效金创药	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效金创药	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效金创药	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效金创药	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效金创药	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效金创药	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效魔法药	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效魔法药	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效魔法药	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效魔法药	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效魔法药	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效魔法药	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效魔法药	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效魔法药	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效魔法药	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:强效魔法药	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:32] 物品:骷髅头盔	怪物:2894E9C0虹魔蝎卫8	地图:H204	X:60	Y:42 
[2024/8/18 16:29:33] 物品:太阳水	怪物:18F84760恶灵尸王	地图:H201	X:78	Y:61 
[2024/8/18 16:29:33] 物品:幽灵盾	怪物:18F84760恶灵尸王	地图:H201	X:78	Y:61 
[2024/8/18 16:29:33] 物品:灵魂火符	怪物:18F84760恶灵尸王	地图:H201	X:78	Y:61 
[2024/8/18 16:29:33] 物品:召唤骷髅	怪物:18F84760恶灵尸王	地图:H201	X:78	Y:61 
[2024/8/18 16:29:36] 物品:青铜剑	怪物:1F0D28A0掷斧骷髅	地图:D002	X:294	Y:217 
[2024/8/18 16:29:37] 物品:隐身术	怪物:2A8B5CB0恶灵尸王	地图:H201	X:78	Y:60 
[2024/8/18 16:29:37] 物品:施毒术	怪物:2A8B5CB0恶灵尸王	地图:H201	X:78	Y:60 
[2024/8/18 16:29:37] 物品:瞬息移动	怪物:2A8B5CB0恶灵尸王	地图:H201	X:78	Y:60 
[2024/8/18 16:29:37] 物品:强效太阳水	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效太阳水	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效太阳水	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效太阳水	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效太阳水	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效太阳水	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效太阳水	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效太阳水	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效太阳水	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效太阳水	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:太阳水	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:太阳水	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:太阳水	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:太阳水	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:太阳水	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:太阳水	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:太阳水	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:太阳水	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:太阳水	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:太阳水	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效金创药	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效金创药	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效金创药	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效金创药	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效金创药	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效金创药	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效金创药	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效金创药	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效金创药	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效金创药	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效魔法药	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效魔法药	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效魔法药	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效魔法药	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效魔法药	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效魔法药	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效魔法药	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效魔法药	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效魔法药	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:强效魔法药	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:37] 物品:魔法手镯	怪物:1C1B4E70虹魔蝎卫8	地图:H204	X:60	Y:41 
[2024/8/18 16:29:43] 物品:强效金创药	怪物:23651A20魔龙巨蛾	地图:66	X:112	Y:113 
[2024/8/18 16:29:45] 物品:珍珠戒指	怪物:21EE2C70祖玛雕像8	地图:H204	X:61	Y:38 
[2024/8/18 16:29:45] 物品:强效金创药	怪物:2BD86980魔龙破甲兵	地图:621	X:316	Y:104 
[2024/8/18 16:29:45] 物品:竹笛	怪物:2BD86980魔龙破甲兵	地图:621	X:316	Y:104 
[2024/8/18 16:29:46] 物品:施毒术	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:诱惑之光	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:抗拒火环	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:精神力战法	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:火球术	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:治愈术	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:基本剑术	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:半月	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:海魂	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:凌风	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:蓝色水晶戒指	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:魔鬼项链	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:琥珀项链	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:魔力手镯	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:灯笼项链	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:铁剑	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:短剑	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:轻型盔甲(男)	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:轻型盔甲(女)	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:青铜斧	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:黑檀项链	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:黄色水晶项链	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:黑色水晶项链	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
[2024/8/18 16:29:46] 物品:青铜头盔	怪物:220A3980僵尸50	地图:H201	X:72	Y:56 
