[2024/8/22 13:0:1] 物品:强效金创药	怪物:253658D0魔龙射手	地图:66	X:50	Y:44 
[2024/8/22 13:32:57] 物品:强效魔法药	怪物:24AE2AA0白野猪8	地图:H204	X:24	Y:36 
[2024/8/22 13:32:57] 物品:强效魔法药	怪物:24AE2AA0白野猪8	地图:H204	X:24	Y:36 
[2024/8/22 13:32:57] 物品:强效金创药	怪物:24AE2AA0白野猪8	地图:H204	X:24	Y:36 
[2024/8/22 13:32:57] 物品:强效金创药	怪物:24AE2AA0白野猪8	地图:H204	X:24	Y:36 
[2024/8/22 13:32:57] 物品:强效金创药	怪物:24AE2AA0白野猪8	地图:H204	X:24	Y:36 
[2024/8/22 13:32:57] 物品:强效金创药	怪物:24AE2AA0白野猪8	地图:H204	X:24	Y:36 
[2024/8/22 13:32:57] 物品:强效金创药	怪物:24AE2AA0白野猪8	地图:H204	X:24	Y:36 
[2024/8/22 13:32:57] 物品:强效金创药	怪物:24AE2AA0白野猪8	地图:H204	X:24	Y:36 
[2024/8/22 13:32:57] 物品:强效魔法药	怪物:24AE2AA0白野猪8	地图:H204	X:24	Y:36 
[2024/8/22 13:32:57] 物品:强效魔法药	怪物:24AE2AA0白野猪8	地图:H204	X:24	Y:36 
[2024/8/22 13:32:57] 物品:强效魔法药	怪物:24AE2AA0白野猪8	地图:H204	X:24	Y:36 
[2024/8/22 13:32:57] 物品:强效魔法药	怪物:24AE2AA0白野猪8	地图:H204	X:24	Y:36 
[2024/8/22 13:32:57] 物品:强效魔法药	怪物:24AE2AA0白野猪8	地图:H204	X:24	Y:36 
[2024/8/22 13:32:57] 物品:强效魔法药	怪物:24AE2AA0白野猪8	地图:H204	X:24	Y:36 
[2024/8/22 13:32:57] 物品:布鞋	怪物:1E7CFDD0魔龙血蛙	地图:66	X:189	Y:44 
[2024/8/22 13:32:59] 物品:太阳水	怪物:266B2190多钩猫王	地图:H106	X:67	Y:93 
[2024/8/22 13:32:59] 物品:太阳水	怪物:266B2190多钩猫王	地图:H106	X:67	Y:93 
[2024/8/22 13:32:59] 物品:太阳水	怪物:266B2190多钩猫王	地图:H106	X:67	Y:93 
[2024/8/22 13:32:59] 物品:太阳水	怪物:266B2190多钩猫王	地图:H106	X:67	Y:93 
[2024/8/22 13:32:59] 物品:金创药(中量)	怪物:266B2190多钩猫王	地图:H106	X:67	Y:93 
[2024/8/22 13:32:59] 物品:金创药(中量)	怪物:266B2190多钩猫王	地图:H106	X:67	Y:93 
[2024/8/22 13:32:59] 物品:金创药(中量)	怪物:266B2190多钩猫王	地图:H106	X:67	Y:93 
[2024/8/22 13:32:59] 物品:金创药(中量)	怪物:266B2190多钩猫王	地图:H106	X:67	Y:93 
[2024/8/22 13:32:59] 物品:魔法药(中量)	怪物:266B2190多钩猫王	地图:H106	X:67	Y:93 
[2024/8/22 13:32:59] 物品:魔法药(中量)	怪物:266B2190多钩猫王	地图:H106	X:67	Y:93 
[2024/8/22 13:32:59] 物品:魔法药(中量)	怪物:266B2190多钩猫王	地图:H106	X:67	Y:93 
[2024/8/22 13:32:59] 物品:魔法药(中量)	怪物:266B2190多钩猫王	地图:H106	X:67	Y:93 
[2024/8/22 13:32:59] 物品:金戒指	怪物:266B2190多钩猫王	地图:H106	X:67	Y:93 
[2024/8/22 13:32:59] 物品:金手镯	怪物:266B2190多钩猫王	地图:H106	X:67	Y:93 
[2024/8/22 13:32:59] 物品:蛇眼戒指	怪物:266B2190多钩猫王	地图:H106	X:67	Y:93 
[2024/8/22 13:32:59] 物品:珍珠戒指	怪物:266B2190多钩猫王	地图:H106	X:67	Y:93 
[2024/8/22 13:32:59] 物品:斩马刀	怪物:266B2190多钩猫王	地图:H106	X:67	Y:93 
[2024/8/22 13:32:59] 物品:白金项链	怪物:266B2190多钩猫王	地图:H106	X:67	Y:93 
[2024/8/22 13:32:59] 物品:骷髅戒指	怪物:266B2190多钩猫王	地图:H106	X:67	Y:93 
[2024/8/22 13:33:0] 物品:红蛇果	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效太阳水	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效太阳水	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效太阳水	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效太阳水	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效太阳水	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效太阳水	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效太阳水	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:疗伤药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:疗伤药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:疗伤药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:疗伤药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效太阳水	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效太阳水	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效太阳水	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效太阳水	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效太阳水	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效太阳水	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效太阳水	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效太阳水	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效太阳水	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效太阳水	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效太阳水	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效太阳水	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效太阳水	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效金创药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效金创药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效金创药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效金创药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效金创药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效金创药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效金创药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效金创药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效金创药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效金创药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效魔法药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效魔法药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效魔法药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效魔法药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效魔法药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效魔法药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效魔法药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效魔法药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效魔法药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:强效魔法药	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:祝福油	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:0] 物品:祝福油	怪物:268E8690红蛇王	地图:H106	X:65	Y:94 
[2024/8/22 13:33:1] 物品:魔法药(小量)	怪物:2CF421B0僵尸3	地图:D402	X:73	Y:89 
[2024/8/22 13:33:7] 物品:强效魔法药	怪物:139B3F70魔龙血蛙	地图:66	X:188	Y:43 
[2024/8/22 13:33:7] 物品:道士手镯	怪物:139B3F70魔龙血蛙	地图:66	X:188	Y:43 
[2024/8/22 13:33:16] 物品:强效太阳水	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效太阳水	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效太阳水	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效太阳水	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效太阳水	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效太阳水	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效太阳水	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效太阳水	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效太阳水	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效太阳水	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:太阳水	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:太阳水	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:太阳水	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:太阳水	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:太阳水	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:太阳水	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:太阳水	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:太阳水	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:太阳水	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:太阳水	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:金创药(中量)	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:金创药(中量)	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:金创药(中量)	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效金创药	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效金创药	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效金创药	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:魔法药(中量)	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:魔法药(中量)	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:魔法药(中量)	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效魔法药	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效魔法药	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效魔法药	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效金创药	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效金创药	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效金创药	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效金创药	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效金创药	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效金创药	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效魔法药	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效魔法药	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效魔法药	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效魔法药	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效魔法药	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:强效魔法药	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:幽灵战衣(女)	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:16] 物品:生铁戒指	怪物:23B87180虹魔猪卫8	地图:H204	X:16	Y:42 
[2024/8/22 13:33:18] 物品:魔法长袍(女)	怪物:239DF230魔龙射手	地图:66	X:185	Y:40 
[2024/8/22 13:33:20] 物品:偃月	怪物:2CB5B120祖玛弓箭手8	地图:H204	X:14	Y:45 
[2024/8/22 13:33:24] 物品:强效魔法药	怪物:1EE5C7F0魔龙射手	地图:66	X:182	Y:39 
[2024/8/22 13:33:26] 物品:强效太阳水	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效太阳水	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效太阳水	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效太阳水	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效太阳水	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效太阳水	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效太阳水	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效太阳水	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效太阳水	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效太阳水	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:太阳水	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:太阳水	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:太阳水	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:太阳水	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:太阳水	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:太阳水	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:太阳水	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:太阳水	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:太阳水	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:太阳水	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:金创药(中量)	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:金创药(中量)	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:金创药(中量)	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效金创药	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效金创药	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效金创药	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:魔法药(中量)	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:魔法药(中量)	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:魔法药(中量)	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效魔法药	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效魔法药	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效魔法药	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效金创药	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效金创药	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效金创药	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效金创药	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效金创药	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效金创药	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效魔法药	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效魔法药	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效魔法药	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效魔法药	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效魔法药	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:强效魔法药	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:辟邪手镯	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:26] 物品:魅力戒指	怪物:1EE06710白野猪8	地图:H204	X:12	Y:46 
[2024/8/22 13:33:30] 物品:强效魔法药	怪物:1ECC27C0魔龙射手	地图:66	X:187	Y:39 
[2024/8/22 13:33:39] 物品:强效太阳水	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:强效太阳水	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:强效太阳水	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:强效太阳水	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:强效太阳水	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:太阳水	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:太阳水	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:太阳水	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:太阳水	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:太阳水	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:太阳水	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:太阳水	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:太阳水	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:太阳水	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:太阳水	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:金创药(中量)	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:金创药(中量)	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:强效金创药	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:强效金创药	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:强效金创药	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:魔法药(中量)	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:魔法药(中量)	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:强效魔法药	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:强效魔法药	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:强效魔法药	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:白色虎齿项链	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:施毒术	怪物:2C4270F0沃玛卫士8	地图:H204	X:8	Y:50 
[2024/8/22 13:33:39] 物品:凝霜	怪物:2CFBBE50魔龙射手1	地图:66	X:185	Y:40 
[2024/8/22 13:33:43] 物品:红蛇果	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效太阳水	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效太阳水	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效太阳水	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效太阳水	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效太阳水	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效太阳水	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效太阳水	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:疗伤药	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:疗伤药	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:疗伤药	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:疗伤药	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效太阳水	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效太阳水	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效太阳水	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效太阳水	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效太阳水	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效太阳水	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效太阳水	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效太阳水	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效太阳水	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效太阳水	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效太阳水	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效太阳水	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效太阳水	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效金创药	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效金创药	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效金创药	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效金创药	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效金创药	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效金创药	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效金创药	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效金创药	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效金创药	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效金创药	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效魔法药	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效魔法药	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
[2024/8/22 13:33:43] 物品:强效魔法药	怪物:268C0320红蛇王	地图:H106	X:143	Y:86 
