[2024/8/20 11:0:18] 物品:金创药(小量)	怪物:28AC6E20僵尸4	地图:H201	X:95	Y:171 
[2024/8/20 11:31:15] 物品:魔力手镯	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:31:15] 物品:灯笼项链	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:31:15] 物品:铁剑	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:31:15] 物品:短剑	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:31:15] 物品:轻型盔甲(男)	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:31:15] 物品:轻型盔甲(女)	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:31:15] 物品:中型盔甲(男)	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:31:15] 物品:青铜斧	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:31:15] 物品:黑檀项链	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:31:15] 物品:黄色水晶项链	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:31:15] 物品:黑色水晶项链	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:31:15] 物品:青铜头盔	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:31:15] 物品:金创药(小量)	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:31:15] 物品:金创药(小量)	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:31:15] 物品:金创药(小量)	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:31:15] 物品:金创药(小量)	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:31:15] 物品:魔法药(小量)	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:31:15] 物品:魔法药(小量)	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:31:15] 物品:魔法药(小量)	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:31:15] 物品:魔法药(小量)	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:31:17] 物品:放大镜	怪物:27ABF320魔龙血蛙	地图:66	X:179	Y:66 
[2024/8/20 11:31:25] 物品:施毒术	怪物:1EF5DAC0僵尸40	地图:H201	X:170	Y:48 
[2024/8/20 11:31:25] 物品:灵魂火符	怪物:1EF5DAC0僵尸40	地图:H201	X:170	Y:48 
[2024/8/20 11:31:25] 物品:抗拒火环	怪物:1EF5DAC0僵尸40	地图:H201	X:170	Y:48 
[2024/8/20 11:31:25] 物品:精神力战法	怪物:1EF5DAC0僵尸40	地图:H201	X:170	Y:48 
[2024/8/20 11:31:25] 物品:火球术	怪物:1EF5DAC0僵尸40	地图:H201	X:170	Y:48 
[2024/8/20 11:31:25] 物品:治愈术	怪物:1EF5DAC0僵尸40	地图:H201	X:170	Y:48 
[2024/8/20 11:31:25] 物品:基本剑术	怪物:1EF5DAC0僵尸40	地图:H201	X:170	Y:48 
[2024/8/20 11:31:25] 物品:海魂	怪物:1EF5DAC0僵尸40	地图:H201	X:170	Y:48 
[2024/8/20 11:31:25] 物品:魔鬼项链	怪物:1EF5DAC0僵尸40	地图:H201	X:170	Y:48 
[2024/8/20 11:31:27] 物品:强效太阳水	怪物:19F4D080尸王8	地图:H201	X:171	Y:43 
[2024/8/20 11:31:27] 物品:强效太阳水	怪物:19F4D080尸王8	地图:H201	X:171	Y:43 
[2024/8/20 11:31:27] 物品:强效太阳水	怪物:19F4D080尸王8	地图:H201	X:171	Y:43 
[2024/8/20 11:31:27] 物品:强效太阳水	怪物:19F4D080尸王8	地图:H201	X:171	Y:43 
[2024/8/20 11:31:27] 物品:强效太阳水	怪物:19F4D080尸王8	地图:H201	X:171	Y:43 
[2024/8/20 11:31:27] 物品:强效金创药	怪物:19F4D080尸王8	地图:H201	X:171	Y:43 
[2024/8/20 11:31:27] 物品:强效金创药	怪物:19F4D080尸王8	地图:H201	X:171	Y:43 
[2024/8/20 11:31:27] 物品:强效魔法药	怪物:19F4D080尸王8	地图:H201	X:171	Y:43 
[2024/8/20 11:31:27] 物品:强效魔法药	怪物:19F4D080尸王8	地图:H201	X:171	Y:43 
[2024/8/20 11:31:27] 物品:蛇眼戒指	怪物:19F4D080尸王8	地图:H201	X:171	Y:43 
[2024/8/20 11:31:27] 物品:生铁戒指	怪物:19F4D080尸王8	地图:H201	X:171	Y:43 
[2024/8/20 11:31:28] 物品:重盔甲(女)	怪物:291A9790魔龙破甲兵	地图:66	X:176	Y:68 
[2024/8/20 11:31:38] 物品:强效太阳水	怪物:2F0BDF30尸王8	地图:H201	X:169	Y:40 
[2024/8/20 11:31:38] 物品:强效太阳水	怪物:2F0BDF30尸王8	地图:H201	X:169	Y:40 
[2024/8/20 11:31:38] 物品:强效太阳水	怪物:2F0BDF30尸王8	地图:H201	X:169	Y:40 
[2024/8/20 11:31:38] 物品:强效太阳水	怪物:2F0BDF30尸王8	地图:H201	X:169	Y:40 
[2024/8/20 11:31:38] 物品:强效太阳水	怪物:2F0BDF30尸王8	地图:H201	X:169	Y:40 
[2024/8/20 11:31:38] 物品:强效金创药	怪物:2F0BDF30尸王8	地图:H201	X:169	Y:40 
[2024/8/20 11:31:38] 物品:强效金创药	怪物:2F0BDF30尸王8	地图:H201	X:169	Y:40 
[2024/8/20 11:31:38] 物品:强效魔法药	怪物:2F0BDF30尸王8	地图:H201	X:169	Y:40 
[2024/8/20 11:31:38] 物品:强效魔法药	怪物:2F0BDF30尸王8	地图:H201	X:169	Y:40 
[2024/8/20 11:31:38] 物品:骷髅戒指	怪物:2F0BDF30尸王8	地图:H201	X:169	Y:40 
[2024/8/20 11:31:38] 物品:黑色水晶戒指	怪物:2F0BDF30尸王8	地图:H201	X:169	Y:40 
[2024/8/20 11:31:38] 物品:珍珠戒指	怪物:2F0BDF30尸王8	地图:H201	X:169	Y:40 
[2024/8/20 11:31:38] 物品:道德戒指	怪物:2F0BDF30尸王8	地图:H201	X:169	Y:40 
[2024/8/20 11:31:38] 物品:黑檀手镯	怪物:2F0BDF30尸王8	地图:H201	X:169	Y:40 
[2024/8/20 11:31:38] 物品:魔力手镯	怪物:2F0BDF30尸王8	地图:H201	X:169	Y:40 
[2024/8/20 11:31:38] 物品:野蛮冲撞	怪物:2F0BDF30尸王8	地图:H201	X:169	Y:40 
[2024/8/20 11:31:41] 物品:金创药(小量)	怪物:1D47D390僵尸5	地图:H201	X:170	Y:40 
[2024/8/20 11:31:41] 物品:太阳水	怪物:1D47D390僵尸5	地图:H201	X:170	Y:40 
[2024/8/20 11:31:41] 物品:强效金创药	怪物:2C85F5B0魔龙射手2	地图:66	X:177	Y:68 
[2024/8/20 11:31:41] 物品:骑士手镯	怪物:2C85F5B0魔龙射手2	地图:66	X:177	Y:68 
[2024/8/20 11:31:41] 物品:强效魔法药	怪物:2FEF2CF0魔龙射手2	地图:66	X:202	Y:64 
[2024/8/20 11:31:41] 物品:魔法长袍(男)	怪物:2FEF2CF0魔龙射手2	地图:66	X:202	Y:64 
[2024/8/20 11:31:43] 物品:强效太阳水	怪物:1B7AF5B0尸王8	地图:H201	X:169	Y:39 
[2024/8/20 11:31:43] 物品:强效太阳水	怪物:1B7AF5B0尸王8	地图:H201	X:169	Y:39 
[2024/8/20 11:31:43] 物品:强效太阳水	怪物:1B7AF5B0尸王8	地图:H201	X:169	Y:39 
[2024/8/20 11:31:43] 物品:强效太阳水	怪物:1B7AF5B0尸王8	地图:H201	X:169	Y:39 
[2024/8/20 11:31:43] 物品:强效太阳水	怪物:1B7AF5B0尸王8	地图:H201	X:169	Y:39 
[2024/8/20 11:31:43] 物品:强效金创药	怪物:1B7AF5B0尸王8	地图:H201	X:169	Y:39 
[2024/8/20 11:31:43] 物品:强效金创药	怪物:1B7AF5B0尸王8	地图:H201	X:169	Y:39 
[2024/8/20 11:31:43] 物品:强效魔法药	怪物:1B7AF5B0尸王8	地图:H201	X:169	Y:39 
[2024/8/20 11:31:43] 物品:强效魔法药	怪物:1B7AF5B0尸王8	地图:H201	X:169	Y:39 
[2024/8/20 11:31:43] 物品:道德戒指	怪物:1B7AF5B0尸王8	地图:H201	X:169	Y:39 
[2024/8/20 11:31:43] 物品:魅力戒指	怪物:1B7AF5B0尸王8	地图:H201	X:169	Y:39 
[2024/8/20 11:31:45] 物品:施毒术	怪物:23486E20僵尸5	地图:H201	X:170	Y:43 
[2024/8/20 11:31:51] 物品:抗拒火环	怪物:1EF5DAC0僵尸40	地图:H201	X:170	Y:48 
[2024/8/20 11:31:51] 物品:精神力战法	怪物:1EF5DAC0僵尸40	地图:H201	X:170	Y:48 
[2024/8/20 11:31:51] 物品:火球术	怪物:1EF5DAC0僵尸40	地图:H201	X:170	Y:48 
[2024/8/20 11:31:51] 物品:治愈术	怪物:1EF5DAC0僵尸40	地图:H201	X:170	Y:48 
[2024/8/20 11:31:51] 物品:基本剑术	怪物:1EF5DAC0僵尸40	地图:H201	X:170	Y:48 
[2024/8/20 11:31:53] 物品:强效魔法药	怪物:19F67610魔龙刀兵1	地图:66	X:179	Y:70 
[2024/8/20 11:31:56] 物品:魔法药(小量)	怪物:1D47D390僵尸5	地图:H201	X:170	Y:40 
[2024/8/20 11:32:1] 物品:金创药(小量)	怪物:2376AE60僵尸5	地图:H201	X:169	Y:43 
[2024/8/20 11:32:7] 物品:强效太阳水	怪物:1B8D4BE0尸王8	地图:H201	X:180	Y:40 
[2024/8/20 11:32:7] 物品:强效太阳水	怪物:1B8D4BE0尸王8	地图:H201	X:180	Y:40 
[2024/8/20 11:32:7] 物品:强效太阳水	怪物:1B8D4BE0尸王8	地图:H201	X:180	Y:40 
[2024/8/20 11:32:7] 物品:强效太阳水	怪物:1B8D4BE0尸王8	地图:H201	X:180	Y:40 
[2024/8/20 11:32:7] 物品:强效太阳水	怪物:1B8D4BE0尸王8	地图:H201	X:180	Y:40 
[2024/8/20 11:32:7] 物品:强效金创药	怪物:1B8D4BE0尸王8	地图:H201	X:180	Y:40 
[2024/8/20 11:32:7] 物品:强效金创药	怪物:1B8D4BE0尸王8	地图:H201	X:180	Y:40 
[2024/8/20 11:32:7] 物品:强效魔法药	怪物:1B8D4BE0尸王8	地图:H201	X:180	Y:40 
[2024/8/20 11:32:7] 物品:强效魔法药	怪物:1B8D4BE0尸王8	地图:H201	X:180	Y:40 
[2024/8/20 11:32:7] 物品:生铁戒指	怪物:1B8D4BE0尸王8	地图:H201	X:180	Y:40 
[2024/8/20 11:32:7] 物品:凝霜	怪物:1B8D4BE0尸王8	地图:H201	X:180	Y:40 
[2024/8/20 11:32:7] 物品:黑檀手镯	怪物:1B8D4BE0尸王8	地图:H201	X:180	Y:40 
[2024/8/20 11:32:7] 物品:魔力手镯	怪物:1B8D4BE0尸王8	地图:H201	X:180	Y:40 
[2024/8/20 11:32:13] 物品:金创药(小量)	怪物:23486E20僵尸5	地图:H201	X:173	Y:42 
[2024/8/20 11:32:18] 物品:太阳水	怪物:1EE9EB70魔龙射手	地图:66	X:175	Y:80 
[2024/8/20 11:32:18] 物品:召唤骷髅	怪物:1EF5DAC0僵尸40	地图:H201	X:172	Y:46 
[2024/8/20 11:32:18] 物品:瞬息移动	怪物:1EF5DAC0僵尸40	地图:H201	X:172	Y:46 
[2024/8/20 11:32:18] 物品:抗拒火环	怪物:1EF5DAC0僵尸40	地图:H201	X:172	Y:46 
[2024/8/20 11:32:18] 物品:精神力战法	怪物:1EF5DAC0僵尸40	地图:H201	X:172	Y:46 
[2024/8/20 11:32:18] 物品:火球术	怪物:1EF5DAC0僵尸40	地图:H201	X:172	Y:46 
[2024/8/20 11:32:18] 物品:治愈术	怪物:1EF5DAC0僵尸40	地图:H201	X:172	Y:46 
[2024/8/20 11:32:18] 物品:基本剑术	怪物:1EF5DAC0僵尸40	地图:H201	X:172	Y:46 
[2024/8/20 11:32:18] 物品:金创药(小量)	怪物:1EF5DAC0僵尸40	地图:H201	X:172	Y:46 
[2024/8/20 11:32:18] 物品:金创药(小量)	怪物:1EF5DAC0僵尸40	地图:H201	X:172	Y:46 
[2024/8/20 11:32:27] 物品:强效太阳水	怪物:2F3CDA20尸王8	地图:H201	X:163	Y:50 
[2024/8/20 11:32:27] 物品:强效太阳水	怪物:2F3CDA20尸王8	地图:H201	X:163	Y:50 
[2024/8/20 11:32:27] 物品:强效太阳水	怪物:2F3CDA20尸王8	地图:H201	X:163	Y:50 
[2024/8/20 11:32:27] 物品:强效太阳水	怪物:2F3CDA20尸王8	地图:H201	X:163	Y:50 
[2024/8/20 11:32:27] 物品:强效太阳水	怪物:2F3CDA20尸王8	地图:H201	X:163	Y:50 
[2024/8/20 11:32:27] 物品:强效金创药	怪物:2F3CDA20尸王8	地图:H201	X:163	Y:50 
[2024/8/20 11:32:27] 物品:强效金创药	怪物:2F3CDA20尸王8	地图:H201	X:163	Y:50 
[2024/8/20 11:32:27] 物品:强效魔法药	怪物:2F3CDA20尸王8	地图:H201	X:163	Y:50 
[2024/8/20 11:32:27] 物品:强效魔法药	怪物:2F3CDA20尸王8	地图:H201	X:163	Y:50 
[2024/8/20 11:32:27] 物品:道德戒指	怪物:2F3CDA20尸王8	地图:H201	X:163	Y:50 
[2024/8/20 11:32:27] 物品:黑檀手镯	怪物:2F3CDA20尸王8	地图:H201	X:163	Y:50 
[2024/8/20 11:32:32] 物品:强效太阳水	怪物:19593ED0尸王8	地图:H201	X:162	Y:49 
[2024/8/20 11:32:32] 物品:强效太阳水	怪物:19593ED0尸王8	地图:H201	X:162	Y:49 
[2024/8/20 11:32:32] 物品:强效太阳水	怪物:19593ED0尸王8	地图:H201	X:162	Y:49 
[2024/8/20 11:32:32] 物品:强效太阳水	怪物:19593ED0尸王8	地图:H201	X:162	Y:49 
[2024/8/20 11:32:32] 物品:强效太阳水	怪物:19593ED0尸王8	地图:H201	X:162	Y:49 
[2024/8/20 11:32:32] 物品:强效金创药	怪物:19593ED0尸王8	地图:H201	X:162	Y:49 
[2024/8/20 11:32:32] 物品:强效金创药	怪物:19593ED0尸王8	地图:H201	X:162	Y:49 
[2024/8/20 11:32:32] 物品:强效魔法药	怪物:19593ED0尸王8	地图:H201	X:162	Y:49 
[2024/8/20 11:32:32] 物品:强效魔法药	怪物:19593ED0尸王8	地图:H201	X:162	Y:49 
[2024/8/20 11:32:32] 物品:骷髅戒指	怪物:19593ED0尸王8	地图:H201	X:162	Y:49 
[2024/8/20 11:32:32] 物品:魔力手镯	怪物:19593ED0尸王8	地图:H201	X:162	Y:49 
[2024/8/20 11:32:33] 物品:瞬息移动	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:抗拒火环	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:精神力战法	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:火球术	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:治愈术	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:基本剑术	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:半月	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:魔鬼项链	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:凤凰明珠	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:灯笼项链	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:铁剑	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:短剑	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:轻型盔甲(男)	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:轻型盔甲(女)	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:青铜斧	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:黑檀项链	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:黄色水晶项链	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:黑色水晶项链	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:青铜头盔	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:金创药(小量)	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:金创药(小量)	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:金创药(小量)	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:金创药(小量)	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:魔法药(小量)	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:魔法药(小量)	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:魔法药(小量)	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:33] 物品:魔法药(小量)	怪物:17DAC410僵尸50	地图:H201	X:177	Y:50 
[2024/8/20 11:32:44] 物品:金创药(小量)	怪物:1CBA4430僵尸5	地图:H201	X:162	Y:48 
[2024/8/20 11:32:54] 物品:疾风药水	怪物:17D3F050僵尸1	地图:H201	X:159	Y:39 
[2024/8/20 11:33:6] 物品:隐身术	怪物:19C41290僵尸1	地图:H201	X:157	Y:39 
[2024/8/20 11:33:15] 物品:强效魔法药	怪物:1A3FD8D0魔龙破甲兵	地图:66	X:172	Y:85 
[2024/8/20 11:33:17] 物品:火墙	怪物:28AC6E20恶灵尸王	地图:H201	X:157	Y:34 
[2024/8/20 11:33:17] 物品:幽灵盾	怪物:28AC6E20恶灵尸王	地图:H201	X:157	Y:34 
[2024/8/20 11:33:17] 物品:隐身术	怪物:28AC6E20恶灵尸王	地图:H201	X:157	Y:34 
[2024/8/20 11:33:17] 物品:诱惑之光	怪物:28AC6E20恶灵尸王	地图:H201	X:157	Y:34 
[2024/8/20 11:33:17] 物品:大火球	怪物:28AC6E20恶灵尸王	地图:H201	X:157	Y:34 
[2024/8/20 11:33:21] 物品:强效金创药	怪物:2D5F8870魔龙射手	地图:66	X:178	Y:90 
[2024/8/20 11:33:23] 物品:治愈术	怪物:058F2210僵尸10	地图:H201	X:156	Y:32 
[2024/8/20 11:33:23] 物品:轻型盔甲(男)	怪物:058F2210僵尸10	地图:H201	X:156	Y:32 
[2024/8/20 11:33:23] 物品:中型盔甲(男)	怪物:058F2210僵尸10	地图:H201	X:156	Y:32 
[2024/8/20 11:33:23] 物品:金创药(中量)	怪物:058F2210僵尸10	地图:H201	X:156	Y:32 
[2024/8/20 11:33:23] 物品:强效魔法药	怪物:1C3C1030魔龙射手1	地图:66	X:167	Y:91 
[2024/8/20 11:33:23] 物品:强效金创药	怪物:1C3C1030魔龙射手1	地图:66	X:167	Y:91 
[2024/8/20 11:33:26] 物品:魔法药(中量)	怪物:18AF57F0恶灵尸王	地图:H201	X:155	Y:31 
[2024/8/20 11:33:26] 物品:爆裂火焰	怪物:18AF57F0恶灵尸王	地图:H201	X:155	Y:31 
[2024/8/20 11:33:26] 物品:雷电术	怪物:18AF57F0恶灵尸王	地图:H201	X:155	Y:31 
[2024/8/20 11:33:26] 物品:地狱火	怪物:18AF57F0恶灵尸王	地图:H201	X:155	Y:31 
[2024/8/20 11:33:29] 物品:强效魔法药	怪物:2E74A8C0魔龙刀兵	地图:66	X:170	Y:89 
[2024/8/20 11:33:32] 物品:强效太阳水	怪物:2F7422A0尸王8	地图:H201	X:154	Y:34 
[2024/8/20 11:33:32] 物品:强效太阳水	怪物:2F7422A0尸王8	地图:H201	X:154	Y:34 
[2024/8/20 11:33:32] 物品:强效太阳水	怪物:2F7422A0尸王8	地图:H201	X:154	Y:34 
[2024/8/20 11:33:32] 物品:强效太阳水	怪物:2F7422A0尸王8	地图:H201	X:154	Y:34 
[2024/8/20 11:33:32] 物品:强效太阳水	怪物:2F7422A0尸王8	地图:H201	X:154	Y:34 
[2024/8/20 11:33:32] 物品:强效金创药	怪物:2F7422A0尸王8	地图:H201	X:154	Y:34 
[2024/8/20 11:33:32] 物品:强效金创药	怪物:2F7422A0尸王8	地图:H201	X:154	Y:34 
[2024/8/20 11:33:32] 物品:强效魔法药	怪物:2F7422A0尸王8	地图:H201	X:154	Y:34 
[2024/8/20 11:33:32] 物品:强效魔法药	怪物:2F7422A0尸王8	地图:H201	X:154	Y:34 
[2024/8/20 11:33:32] 物品:凝霜	怪物:2F7422A0尸王8	地图:H201	X:154	Y:34 
[2024/8/20 11:33:32] 物品:蓝翡翠项链	怪物:2F7422A0尸王8	地图:H201	X:154	Y:34 
[2024/8/20 11:33:32] 物品:魔力手镯	怪物:2F7422A0尸王8	地图:H201	X:154	Y:34 
[2024/8/20 11:33:32] 物品:太阳水	怪物:291655A0魔龙射手	地图:66	X:183	Y:94 
[2024/8/20 11:33:32] 物品:狂风项链	怪物:291655A0魔龙射手	地图:66	X:183	Y:94 
[2024/8/20 11:33:41] 物品:魔法药(小量)	怪物:1FF1EAF0僵尸4	地图:H201	X:148	Y:32 
[2024/8/20 11:33:44] 物品:金创药(小量)	怪物:22FC3B70僵尸4	地图:H201	X:150	Y:31 
[2024/8/20 11:33:48] 物品:金创药(小量)	怪物:1BECF800僵尸5	地图:H201	X:148	Y:32 
[2024/8/20 11:33:56] 物品:强效太阳水	怪物:2B359F40尸王8	地图:H201	X:143	Y:34 
[2024/8/20 11:33:56] 物品:强效太阳水	怪物:2B359F40尸王8	地图:H201	X:143	Y:34 
[2024/8/20 11:33:56] 物品:强效太阳水	怪物:2B359F40尸王8	地图:H201	X:143	Y:34 
[2024/8/20 11:33:56] 物品:强效太阳水	怪物:2B359F40尸王8	地图:H201	X:143	Y:34 
[2024/8/20 11:33:56] 物品:强效太阳水	怪物:2B359F40尸王8	地图:H201	X:143	Y:34 
[2024/8/20 11:33:56] 物品:强效金创药	怪物:2B359F40尸王8	地图:H201	X:143	Y:34 
[2024/8/20 11:33:56] 物品:强效金创药	怪物:2B359F40尸王8	地图:H201	X:143	Y:34 
[2024/8/20 11:33:56] 物品:强效魔法药	怪物:2B359F40尸王8	地图:H201	X:143	Y:34 
[2024/8/20 11:33:56] 物品:强效魔法药	怪物:2B359F40尸王8	地图:H201	X:143	Y:34 
[2024/8/20 11:33:56] 物品:蛇眼戒指	怪物:2B359F40尸王8	地图:H201	X:143	Y:34 
[2024/8/20 11:33:56] 物品:道德戒指	怪物:2B359F40尸王8	地图:H201	X:143	Y:34 
[2024/8/20 11:33:56] 物品:黑檀手镯	怪物:2B359F40尸王8	地图:H201	X:143	Y:34 
[2024/8/20 11:33:56] 物品:魔力手镯	怪物:2B359F40尸王8	地图:H201	X:143	Y:34 
[2024/8/20 11:34:0] 物品:魔法药(中量)	怪物:1FB14C00沃玛勇士	地图:D024	X:37	Y:53 
[2024/8/20 11:34:1] 物品:金创药(小量)	怪物:30C4EE30僵尸5	地图:H201	X:143	Y:36 
[2024/8/20 11:34:1] 物品:瞬息移动	怪物:15B698A0恶灵尸王	地图:H201	X:145	Y:35 
[2024/8/20 11:34:10] 物品:魔法药(中量)	怪物:222DF570沃玛战将	地图:D024	X:37	Y:55 
[2024/8/20 11:34:17] 物品:铁剑	怪物:30AC4E60暗黑战士	地图:D024	X:37	Y:61 
[2024/8/20 11:34:20] 物品:强效魔法药	怪物:28F67C80魔龙射手	地图:66	X:159	Y:104 
[2024/8/20 11:34:20] 物品:强效魔法药	怪物:28F67C80魔龙射手	地图:66	X:159	Y:104 
[2024/8/20 11:34:20] 物品:降妖除魔戒指	怪物:28F67C80魔龙射手	地图:66	X:159	Y:104 
[2024/8/20 11:34:20] 物品:强效金创药	怪物:2DDEADC0魔龙破甲兵	地图:66	X:166	Y:101 
[2024/8/20 11:34:20] 物品:灵魂战衣(女)	怪物:2DDEADC0魔龙破甲兵	地图:66	X:166	Y:101 
[2024/8/20 11:34:24] 物品:金创药(小量)	怪物:2D6E6020僵尸5	地图:H201	X:148	Y:40 
[2024/8/20 11:34:24] 物品:强效太阳水	怪物:181289F0尸王8	地图:H201	X:147	Y:40 
[2024/8/20 11:34:24] 物品:强效太阳水	怪物:181289F0尸王8	地图:H201	X:147	Y:40 
[2024/8/20 11:34:24] 物品:强效太阳水	怪物:181289F0尸王8	地图:H201	X:147	Y:40 
[2024/8/20 11:34:24] 物品:强效太阳水	怪物:181289F0尸王8	地图:H201	X:147	Y:40 
[2024/8/20 11:34:24] 物品:强效太阳水	怪物:181289F0尸王8	地图:H201	X:147	Y:40 
[2024/8/20 11:34:24] 物品:强效金创药	怪物:181289F0尸王8	地图:H201	X:147	Y:40 
[2024/8/20 11:34:24] 物品:强效金创药	怪物:181289F0尸王8	地图:H201	X:147	Y:40 
[2024/8/20 11:34:24] 物品:强效魔法药	怪物:181289F0尸王8	地图:H201	X:147	Y:40 
[2024/8/20 11:34:24] 物品:强效魔法药	怪物:181289F0尸王8	地图:H201	X:147	Y:40 
[2024/8/20 11:34:24] 物品:魔力手镯	怪物:181289F0尸王8	地图:H201	X:147	Y:40 
[2024/8/20 11:34:24] 物品:困魔咒	怪物:181289F0尸王8	地图:H201	X:147	Y:40 
[2024/8/20 11:34:25] 物品:强效金创药	怪物:2AA46650魔龙射手	地图:66	X:162	Y:106 
[2024/8/20 11:34:28] 物品:黑檀项链	怪物:2017BCA0火焰沃玛0	地图:D024	X:35	Y:61 
[2024/8/20 11:34:28] 物品:太阳水	怪物:2017BCA0火焰沃玛0	地图:D024	X:35	Y:61 
[2024/8/20 11:34:33] 物品:金创药(小量)	怪物:05D8CFE0僵尸4	地图:H201	X:149	Y:30 
[2024/8/20 11:34:40] 物品:蓝翡翠项链	怪物:2E065500魔龙射手	地图:66	X:155	Y:100 
[2024/8/20 11:34:44] 物品:强效魔法药	怪物:2E128540魔龙破甲兵	地图:66	X:157	Y:104 
[2024/8/20 11:34:44] 物品:强效金创药	怪物:2E128540魔龙破甲兵	地图:66	X:157	Y:104 
[2024/8/20 11:34:46] 物品:凤凰明珠	怪物:2FD430C0沃玛勇士	地图:D024	X:30	Y:48 
[2024/8/20 11:34:50] 物品:强效金创药	怪物:2D5207B0魔龙射手	地图:66	X:152	Y:100 
[2024/8/20 11:34:50] 物品:黑檀手镯	怪物:2D5207B0魔龙射手	地图:66	X:152	Y:100 
[2024/8/20 11:34:51] 物品:强效太阳水	怪物:17E4A6B0尸王8	地图:H201	X:137	Y:32 
[2024/8/20 11:34:51] 物品:强效太阳水	怪物:17E4A6B0尸王8	地图:H201	X:137	Y:32 
[2024/8/20 11:34:51] 物品:强效太阳水	怪物:17E4A6B0尸王8	地图:H201	X:137	Y:32 
[2024/8/20 11:34:51] 物品:强效太阳水	怪物:17E4A6B0尸王8	地图:H201	X:137	Y:32 
[2024/8/20 11:34:51] 物品:强效太阳水	怪物:17E4A6B0尸王8	地图:H201	X:137	Y:32 
