[2024/8/19 4:0:6] 物品:魔法药(中量)	怪物:28F35F40祖玛雕像8	地图:H204	X:67	Y:27 
[2024/8/19 4:34:31] 物品:强效太阳水	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:太阳水	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:太阳水	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:太阳水	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:太阳水	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:太阳水	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:太阳水	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:太阳水	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:太阳水	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:太阳水	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:太阳水	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:金创药(中量)	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:金创药(中量)	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:金创药(中量)	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:强效金创药	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:强效金创药	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:强效金创药	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:魔法药(中量)	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:魔法药(中量)	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:魔法药(中量)	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:强效魔法药	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:强效魔法药	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:强效魔法药	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:强效金创药	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:强效金创药	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:强效金创药	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:强效金创药	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:强效金创药	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:强效金创药	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:强效魔法药	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:强效魔法药	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:强效魔法药	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:强效魔法药	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:强效魔法药	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:强效魔法药	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:31] 物品:幽灵战衣(男)	怪物:28735D90虹魔猪卫8	地图:H204	X:43	Y:45 
[2024/8/19 4:34:37] 物品:强效太阳水	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效太阳水	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效太阳水	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效太阳水	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效太阳水	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效太阳水	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效太阳水	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效太阳水	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效太阳水	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效太阳水	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:太阳水	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:太阳水	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:太阳水	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:太阳水	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:太阳水	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:太阳水	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:太阳水	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:太阳水	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:太阳水	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:太阳水	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:金创药(中量)	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:金创药(中量)	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:金创药(中量)	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效金创药	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效金创药	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效金创药	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:魔法药(中量)	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:魔法药(中量)	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:魔法药(中量)	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效魔法药	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效魔法药	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效魔法药	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效金创药	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效金创药	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效金创药	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效金创药	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效金创药	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效金创药	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效魔法药	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效魔法药	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效魔法药	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效魔法药	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效魔法药	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:强效魔法药	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:夏普儿手镯	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:37] 物品:放大镜	怪物:0D9F3610虹魔猪卫8	地图:H204	X:25	Y:26 
[2024/8/19 4:34:41] 物品:强效魔法药	怪物:2B771950魔龙射手	地图:6	X:139	Y:191 
[2024/8/19 4:34:41] 物品:鹿皮靴	怪物:2B771950魔龙射手	地图:6	X:139	Y:191 
[2024/8/19 4:34:41] 物品:骷髅头盔	怪物:2B771950魔龙射手	地图:6	X:139	Y:191 
[2024/8/19 4:34:42] 物品:太阳水	怪物:29E1AAB0黑野猪8	地图:H002	X:209	Y:103 
[2024/8/19 4:34:42] 物品:骷髅头盔	怪物:27DDAB90祖玛雕像8	地图:H204	X:82	Y:77 
[2024/8/19 4:34:43] 物品:八荒	怪物:0C2B8970祖玛弓箭手8	地图:H204	X:44	Y:45 
[2024/8/19 4:34:44] 物品:凝霜	怪物:2BF03840魔龙破甲兵	地图:66	X:117	Y:194 
[2024/8/19 4:34:44] 物品:灵魂战衣(女)	怪物:2BF03840魔龙破甲兵	地图:66	X:117	Y:194 
[2024/8/19 4:34:44] 物品:道士手镯	怪物:2BF03840魔龙破甲兵	地图:66	X:117	Y:194 
[2024/8/19 4:34:52] 物品:灵魂战衣(女)	怪物:228295E0祖玛弓箭手8	地图:H204	X:46	Y:43 
[2024/8/19 4:34:57] 物品:强效金创药	怪物:2F1DF750魔龙血蛙	地图:66	X:116	Y:200 
[2024/8/19 4:34:57] 物品:魔法长袍(男)	怪物:2F1DF750魔龙血蛙	地图:66	X:116	Y:200 
[2024/8/19 4:35:2] 物品:苹果	怪物:2D5DE460魔龙破甲兵	地图:66	X:115	Y:201 
[2024/8/19 4:35:6] 物品:重盔甲(女)	怪物:17F4D3B0魔龙破甲兵	地图:66	X:116	Y:201 
[2024/8/19 4:35:6] 物品:魅力戒指	怪物:17F4D3B0魔龙破甲兵	地图:66	X:116	Y:201 
[2024/8/19 4:35:8] 物品:坚固手套	怪物:058B95E0祖玛弓箭手8	地图:H204	X:48	Y:52 
[2024/8/19 4:35:11] 物品:强效太阳水	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效太阳水	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效太阳水	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效太阳水	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效太阳水	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效太阳水	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效太阳水	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效太阳水	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效太阳水	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效太阳水	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:太阳水	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:太阳水	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:太阳水	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:太阳水	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:太阳水	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:太阳水	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:太阳水	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:太阳水	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:太阳水	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:太阳水	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:金创药(中量)	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:金创药(中量)	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:金创药(中量)	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效金创药	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效金创药	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效金创药	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:魔法药(中量)	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:魔法药(中量)	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:魔法药(中量)	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效魔法药	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效魔法药	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效魔法药	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效金创药	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效金创药	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效金创药	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效金创药	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效金创药	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效金创药	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效魔法药	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效魔法药	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效魔法药	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效魔法药	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效魔法药	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:强效魔法药	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:11] 物品:幽灵战衣(男)	怪物:19266820白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 4:35:15] 物品:道士头盔	怪物:2A157130祖玛卫士8	地图:H204	X:87	Y:49 
[2024/8/19 4:35:20] 物品:金创药(中量)	怪物:188910C0祖玛弓箭手8	地图:H204	X:91	Y:53 
[2024/8/19 4:35:27] 物品:强效魔法药	怪物:31B48E80祖玛卫士8	地图:H204	X:96	Y:52 
[2024/8/19 4:35:27] 物品:太阳水	怪物:31B48E80祖玛卫士8	地图:H204	X:96	Y:52 
[2024/8/19 4:35:29] 物品:太阳水	怪物:18035C20黑野猪8	地图:H002	X:252	Y:35 
[2024/8/19 4:35:30] 物品:放大镜	怪物:1CA03490祖玛卫士8	地图:H204	X:47	Y:47 
[2024/8/19 4:35:30] 物品:生铁戒指	怪物:1CA03490祖玛卫士8	地图:H204	X:47	Y:47 
[2024/8/19 4:35:33] 物品:强效太阳水	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效太阳水	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效太阳水	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效太阳水	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效太阳水	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效太阳水	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效太阳水	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效太阳水	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效太阳水	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效太阳水	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:太阳水	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:太阳水	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:太阳水	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:太阳水	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:太阳水	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:太阳水	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:太阳水	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:太阳水	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:太阳水	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:太阳水	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:金创药(中量)	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:金创药(中量)	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:金创药(中量)	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效金创药	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效金创药	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效金创药	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:魔法药(中量)	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:魔法药(中量)	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:魔法药(中量)	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效魔法药	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效魔法药	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效魔法药	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效金创药	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效金创药	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效金创药	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效金创药	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效金创药	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效金创药	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效魔法药	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效魔法药	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效魔法药	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效魔法药	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效魔法药	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:强效魔法药	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:33] 物品:灵魂战衣(男)	怪物:1A49A980白野猪8	地图:H204	X:47	Y:46 
[2024/8/19 4:35:36] 物品:蓝色水晶戒指	怪物:18300C00祖玛卫士8	地图:H204	X:45	Y:47 
[2024/8/19 4:35:36] 物品:黑色水晶戒指	怪物:18300C00祖玛卫士8	地图:H204	X:45	Y:47 
[2024/8/19 4:35:36] 物品:强效太阳水	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效太阳水	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效太阳水	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效太阳水	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效太阳水	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效太阳水	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效太阳水	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效太阳水	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效太阳水	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效太阳水	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:太阳水	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:太阳水	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:太阳水	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:太阳水	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:太阳水	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:太阳水	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:太阳水	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:太阳水	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:太阳水	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:太阳水	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:金创药(中量)	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:金创药(中量)	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:金创药(中量)	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效金创药	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效金创药	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效金创药	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:魔法药(中量)	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:魔法药(中量)	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:魔法药(中量)	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效魔法药	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效魔法药	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效魔法药	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效金创药	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效金创药	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效金创药	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效金创药	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效金创药	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效金创药	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效魔法药	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效魔法药	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效魔法药	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效魔法药	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:强效魔法药	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
