[2024/8/19 22:0:0] 物品:强效太阳水	怪物:280A5830祖玛雕像8	地图:H204	X:49	Y:10 
[2024/8/19 22:27:41] 物品:强效魔法药	怪物:18DA9120虹魔猪卫8	地图:H204	X:36	Y:63 
[2024/8/19 22:27:41] 物品:骨玉权杖	怪物:18DA9120虹魔猪卫8	地图:H204	X:36	Y:63 
[2024/8/19 22:27:41] 物品:夏普儿手镯	怪物:18DA9120虹魔猪卫8	地图:H204	X:36	Y:63 
[2024/8/19 22:27:41] 物品:骷髅头盔	怪物:18DA9120虹魔猪卫8	地图:H204	X:36	Y:63 
[2024/8/19 22:27:43] 物品:强效太阳水	怪物:2375D080尸王8	地图:H201	X:105	Y:79 
[2024/8/19 22:27:43] 物品:强效太阳水	怪物:2375D080尸王8	地图:H201	X:105	Y:79 
[2024/8/19 22:27:43] 物品:强效太阳水	怪物:2375D080尸王8	地图:H201	X:105	Y:79 
[2024/8/19 22:27:43] 物品:强效太阳水	怪物:2375D080尸王8	地图:H201	X:105	Y:79 
[2024/8/19 22:27:43] 物品:强效太阳水	怪物:2375D080尸王8	地图:H201	X:105	Y:79 
[2024/8/19 22:27:43] 物品:强效金创药	怪物:2375D080尸王8	地图:H201	X:105	Y:79 
[2024/8/19 22:27:43] 物品:强效金创药	怪物:2375D080尸王8	地图:H201	X:105	Y:79 
[2024/8/19 22:27:43] 物品:强效魔法药	怪物:2375D080尸王8	地图:H201	X:105	Y:79 
[2024/8/19 22:27:43] 物品:强效魔法药	怪物:2375D080尸王8	地图:H201	X:105	Y:79 
[2024/8/19 22:27:43] 物品:生铁戒指	怪物:2375D080尸王8	地图:H201	X:105	Y:79 
[2024/8/19 22:27:43] 物品:魔力手镯	怪物:2375D080尸王8	地图:H201	X:105	Y:79 
[2024/8/19 22:27:44] 物品:太阳水	怪物:21DC8200黑野猪8	地图:H002	X:140	Y:253 
[2024/8/19 22:27:45] 物品:大火球	怪物:1840ED40僵尸1	地图:H201	X:106	Y:80 
[2024/8/19 22:27:46] 物品:强效太阳水	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:强效太阳水	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:强效太阳水	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:强效太阳水	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:强效太阳水	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:太阳水	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:太阳水	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:太阳水	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:太阳水	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:太阳水	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:太阳水	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:太阳水	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:太阳水	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:太阳水	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:太阳水	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:金创药(中量)	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:金创药(中量)	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:强效金创药	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:强效金创药	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:强效金创药	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:魔法药(中量)	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:魔法药(中量)	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:强效魔法药	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:强效魔法药	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:46] 物品:强效魔法药	怪物:2DF3CE30沃玛卫士8	地图:H204	X:33	Y:64 
[2024/8/19 22:27:55] 物品:强效太阳水	怪物:1BC16BD0尸王8	地图:H201	X:104	Y:81 
[2024/8/19 22:27:55] 物品:强效太阳水	怪物:1BC16BD0尸王8	地图:H201	X:104	Y:81 
[2024/8/19 22:27:55] 物品:强效太阳水	怪物:1BC16BD0尸王8	地图:H201	X:104	Y:81 
[2024/8/19 22:27:55] 物品:强效太阳水	怪物:1BC16BD0尸王8	地图:H201	X:104	Y:81 
[2024/8/19 22:27:55] 物品:强效太阳水	怪物:1BC16BD0尸王8	地图:H201	X:104	Y:81 
[2024/8/19 22:27:55] 物品:强效金创药	怪物:1BC16BD0尸王8	地图:H201	X:104	Y:81 
[2024/8/19 22:27:55] 物品:强效金创药	怪物:1BC16BD0尸王8	地图:H201	X:104	Y:81 
[2024/8/19 22:27:55] 物品:强效魔法药	怪物:1BC16BD0尸王8	地图:H201	X:104	Y:81 
[2024/8/19 22:27:55] 物品:强效魔法药	怪物:1BC16BD0尸王8	地图:H201	X:104	Y:81 
[2024/8/19 22:27:55] 物品:骷髅戒指	怪物:1BC16BD0尸王8	地图:H201	X:104	Y:81 
[2024/8/19 22:27:55] 物品:魅力戒指	怪物:1BC16BD0尸王8	地图:H201	X:104	Y:81 
[2024/8/19 22:27:55] 物品:魔力手镯	怪物:1BC16BD0尸王8	地图:H201	X:104	Y:81 
[2024/8/19 22:27:56] 物品:魔法药(小量)	怪物:1B351310僵尸5	地图:H201	X:104	Y:79 
[2024/8/19 22:27:57] 物品:强效太阳水	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效太阳水	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效太阳水	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效太阳水	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效太阳水	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效太阳水	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效太阳水	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效太阳水	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效太阳水	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效太阳水	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:太阳水	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:太阳水	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:太阳水	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:太阳水	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:太阳水	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:太阳水	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:太阳水	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:太阳水	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:太阳水	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:太阳水	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:金创药(中量)	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:金创药(中量)	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:金创药(中量)	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效金创药	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效金创药	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效金创药	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:魔法药(中量)	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:魔法药(中量)	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:魔法药(中量)	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效魔法药	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效魔法药	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效魔法药	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效金创药	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效金创药	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效金创药	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效金创药	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效金创药	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效金创药	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效魔法药	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效魔法药	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效魔法药	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效魔法药	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效魔法药	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:强效魔法药	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:57] 物品:魔法力药水	怪物:291DCC80虹魔猪卫8	地图:H204	X:34	Y:66 
[2024/8/19 22:27:58] 物品:金创药(中量)	怪物:0D6C1710祖玛弓箭手8	地图:H204	X:33	Y:66 
[2024/8/19 22:28:2] 物品:强效太阳水	怪物:2ED0D040尸王8	地图:H201	X:106	Y:81 
[2024/8/19 22:28:2] 物品:强效太阳水	怪物:2ED0D040尸王8	地图:H201	X:106	Y:81 
[2024/8/19 22:28:2] 物品:强效太阳水	怪物:2ED0D040尸王8	地图:H201	X:106	Y:81 
[2024/8/19 22:28:2] 物品:强效太阳水	怪物:2ED0D040尸王8	地图:H201	X:106	Y:81 
[2024/8/19 22:28:2] 物品:强效太阳水	怪物:2ED0D040尸王8	地图:H201	X:106	Y:81 
[2024/8/19 22:28:2] 物品:强效金创药	怪物:2ED0D040尸王8	地图:H201	X:106	Y:81 
[2024/8/19 22:28:2] 物品:强效金创药	怪物:2ED0D040尸王8	地图:H201	X:106	Y:81 
[2024/8/19 22:28:2] 物品:强效魔法药	怪物:2ED0D040尸王8	地图:H201	X:106	Y:81 
[2024/8/19 22:28:2] 物品:强效魔法药	怪物:2ED0D040尸王8	地图:H201	X:106	Y:81 
[2024/8/19 22:28:2] 物品:魔力手镯	怪物:2ED0D040尸王8	地图:H201	X:106	Y:81 
[2024/8/19 22:28:2] 物品:圣言术	怪物:2ED0D040尸王8	地图:H201	X:106	Y:81 
[2024/8/19 22:28:11] 物品:强效太阳水	怪物:2373BC00尸王8	地图:H201	X:105	Y:85 
[2024/8/19 22:28:11] 物品:强效太阳水	怪物:2373BC00尸王8	地图:H201	X:105	Y:85 
[2024/8/19 22:28:11] 物品:强效太阳水	怪物:2373BC00尸王8	地图:H201	X:105	Y:85 
[2024/8/19 22:28:11] 物品:强效太阳水	怪物:2373BC00尸王8	地图:H201	X:105	Y:85 
[2024/8/19 22:28:11] 物品:强效太阳水	怪物:2373BC00尸王8	地图:H201	X:105	Y:85 
[2024/8/19 22:28:11] 物品:强效金创药	怪物:2373BC00尸王8	地图:H201	X:105	Y:85 
[2024/8/19 22:28:11] 物品:强效金创药	怪物:2373BC00尸王8	地图:H201	X:105	Y:85 
[2024/8/19 22:28:11] 物品:强效魔法药	怪物:2373BC00尸王8	地图:H201	X:105	Y:85 
[2024/8/19 22:28:11] 物品:强效魔法药	怪物:2373BC00尸王8	地图:H201	X:105	Y:85 
[2024/8/19 22:28:11] 物品:黑色水晶戒指	怪物:2373BC00尸王8	地图:H201	X:105	Y:85 
[2024/8/19 22:28:11] 物品:生铁戒指	怪物:2373BC00尸王8	地图:H201	X:105	Y:85 
[2024/8/19 22:28:11] 物品:道德戒指	怪物:2373BC00尸王8	地图:H201	X:105	Y:85 
[2024/8/19 22:28:19] 物品:金创药(小量)	怪物:283839F0僵尸4	地图:H201	X:105	Y:81 
[2024/8/19 22:28:19] 物品:强效魔法药	怪物:03A54170祖玛雕像8	地图:H204	X:27	Y:71 
[2024/8/19 22:28:19] 物品:琥珀项链	怪物:03A54170祖玛雕像8	地图:H204	X:27	Y:71 
[2024/8/19 22:28:24] 物品:施毒术	怪物:1E7B5310僵尸1	地图:H201	X:94	Y:82 
[2024/8/19 22:28:38] 物品:强效太阳水	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:强效太阳水	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:强效太阳水	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:强效太阳水	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:强效太阳水	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:太阳水	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:太阳水	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:太阳水	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:太阳水	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:太阳水	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:太阳水	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:太阳水	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:太阳水	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:太阳水	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:太阳水	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:金创药(中量)	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:金创药(中量)	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:强效金创药	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:强效金创药	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:强效金创药	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:魔法药(中量)	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:魔法药(中量)	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:强效魔法药	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:强效魔法药	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:强效魔法药	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:灵魂战衣(男)	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:困魔咒	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:38] 物品:爆裂火焰	怪物:038F69C0沃玛卫士8	地图:H204	X:26	Y:71 
[2024/8/19 22:28:39] 物品:隐身术	怪物:27F52190恶灵尸王	地图:H201	X:96	Y:76 
[2024/8/19 22:28:39] 物品:大火球	怪物:27F52190恶灵尸王	地图:H201	X:96	Y:76 
[2024/8/19 22:28:39] 物品:召唤骷髅	怪物:27F52190恶灵尸王	地图:H201	X:96	Y:76 
[2024/8/19 22:28:48] 物品:强效太阳水	怪物:1EEAB320尸王8	地图:H201	X:100	Y:80 
[2024/8/19 22:28:48] 物品:强效太阳水	怪物:1EEAB320尸王8	地图:H201	X:100	Y:80 
[2024/8/19 22:28:48] 物品:强效太阳水	怪物:1EEAB320尸王8	地图:H201	X:100	Y:80 
[2024/8/19 22:28:48] 物品:强效太阳水	怪物:1EEAB320尸王8	地图:H201	X:100	Y:80 
[2024/8/19 22:28:48] 物品:强效太阳水	怪物:1EEAB320尸王8	地图:H201	X:100	Y:80 
[2024/8/19 22:28:48] 物品:强效金创药	怪物:1EEAB320尸王8	地图:H201	X:100	Y:80 
[2024/8/19 22:28:48] 物品:强效金创药	怪物:1EEAB320尸王8	地图:H201	X:100	Y:80 
[2024/8/19 22:28:48] 物品:强效魔法药	怪物:1EEAB320尸王8	地图:H201	X:100	Y:80 
[2024/8/19 22:28:48] 物品:强效魔法药	怪物:1EEAB320尸王8	地图:H201	X:100	Y:80 
[2024/8/19 22:28:48] 物品:黑色水晶戒指	怪物:1EEAB320尸王8	地图:H201	X:100	Y:80 
[2024/8/19 22:28:48] 物品:魅力戒指	怪物:1EEAB320尸王8	地图:H201	X:100	Y:80 
[2024/8/19 22:28:48] 物品:蓝翡翠项链	怪物:1EEAB320尸王8	地图:H201	X:100	Y:80 
[2024/8/19 22:28:48] 物品:黑檀手镯	怪物:1EEAB320尸王8	地图:H201	X:100	Y:80 
[2024/8/19 22:28:48] 物品:魔力手镯	怪物:1EEAB320尸王8	地图:H201	X:100	Y:80 
[2024/8/19 22:28:53] 物品:雷电术	怪物:2B989AC0恶灵尸王	地图:H201	X:101	Y:80 
[2024/8/19 22:28:53] 物品:诱惑之光	怪物:2B989AC0恶灵尸王	地图:H201	X:101	Y:80 
[2024/8/19 22:28:58] 物品:灵魂战衣(男)	怪物:2DBAC090红野猪8	地图:H002	X:101	Y:246 
[2024/8/19 22:29:0] 物品:魔法药(小量)	怪物:2AC4F0F0僵尸5	地图:H201	X:90	Y:85 
[2024/8/19 22:29:2] 物品:魔法药(小量)	怪物:1C8D9790僵尸4	地图:H201	X:89	Y:86 
[2024/8/19 22:29:18] 物品:金创药(小量)	怪物:27A34B60僵尸5	地图:H201	X:80	Y:89 
[2024/8/19 22:29:18] 物品:破魂	怪物:0B864AD0祖玛弓箭手8	地图:H204	X:19	Y:78 
[2024/8/19 22:29:19] 物品:攻击力药水	怪物:1B2D7150僵尸5	地图:H201	X:80	Y:88 
[2024/8/19 22:29:31] 物品:火墙	怪物:184D10C0恶灵尸王	地图:H201	X:79	Y:88 
[2024/8/19 22:29:33] 物品:金创药(小量)	怪物:19EB2210僵尸4	地图:H201	X:79	Y:89 
[2024/8/19 22:29:33] 物品:白金项链	怪物:2F3486E0祖玛雕像8	地图:H204	X:20	Y:77 
[2024/8/19 22:29:38] 物品:魔法药(小量)	怪物:1D5710C0僵尸5	地图:H201	X:80	Y:88 
[2024/8/19 22:29:39] 物品:魔法药(小量)	怪物:27A34B60僵尸5	地图:H201	X:80	Y:88 
[2024/8/19 22:29:39] 物品:火球术	怪物:27A34B60僵尸5	地图:H201	X:80	Y:88 
[2024/8/19 22:29:40] 物品:大火球	怪物:0598CC40僵尸1	地图:H201	X:77	Y:87 
[2024/8/19 22:29:40] 物品:地狱火	怪物:0598CC40僵尸1	地图:H201	X:77	Y:87 
[2024/8/19 22:29:42] 物品:刺杀剑术	怪物:28ED8DF0僵尸1	地图:H201	X:79	Y:88 
[2024/8/19 22:29:58] 物品:金创药(小量)	怪物:27A34B60僵尸5	地图:H201	X:76	Y:95 
[2024/8/19 22:29:59] 物品:强效太阳水	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:强效太阳水	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:强效太阳水	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:强效太阳水	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:强效太阳水	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:太阳水	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:太阳水	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:太阳水	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:太阳水	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:太阳水	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:太阳水	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:太阳水	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:太阳水	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:太阳水	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:太阳水	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:金创药(中量)	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:金创药(中量)	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:强效金创药	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:强效金创药	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:强效金创药	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:魔法药(中量)	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:魔法药(中量)	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:强效魔法药	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:强效魔法药	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:强效魔法药	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:斩马刀	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:骷髅头盔	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:29:59] 物品:刺杀剑术	怪物:24559480沃玛卫士8	地图:H204	X:21	Y:77 
[2024/8/19 22:30:7] 物品:半月	怪物:1F101B00祖玛雕像8	地图:H204	X:20	Y:79 
[2024/8/19 22:30:8] 物品:金创药(小量)	怪物:1B8C1540僵尸5	地图:H201	X:79	Y:91 
[2024/8/19 22:30:8] 物品:魔法药(小量)	怪物:1B8C1540僵尸5	地图:H201	X:79	Y:91 
[2024/8/19 22:30:8] 物品:攻杀剑术	怪物:1B8C1540僵尸5	地图:H201	X:79	Y:91 
[2024/8/19 22:30:18] 物品:太阳水	怪物:217B1E60黑色恶蛆8	地图:H006	X:34	Y:87 
[2024/8/19 22:30:18] 物品:魔法药(中量)	怪物:1B1C6230僵尸1	地图:H201	X:79	Y:90 
[2024/8/19 22:30:20] 物品:太阳水	怪物:2EB85C20黑野猪8	地图:H002	X:104	Y:269 
[2024/8/19 22:30:30] 物品:大火球	怪物:2DB42BD0僵尸1	地图:H201	X:82	Y:100 
[2024/8/19 22:30:31] 物品:太阳水	怪物:2A1B97B0黑野猪8	地图:H002	X:106	Y:269 
[2024/8/19 22:30:39] 物品:强效太阳水	怪物:052ADF80沃玛卫士	地图:B341	X:11	Y:25 
[2024/8/19 22:30:39] 物品:强效太阳水	怪物:052ADF80沃玛卫士	地图:B341	X:11	Y:25 
[2024/8/19 22:30:39] 物品:强效太阳水	怪物:052ADF80沃玛卫士	地图:B341	X:11	Y:25 
[2024/8/19 22:30:39] 物品:强效太阳水	怪物:052ADF80沃玛卫士	地图:B341	X:11	Y:25 
[2024/8/19 22:30:39] 物品:强效太阳水	怪物:052ADF80沃玛卫士	地图:B341	X:11	Y:25 
[2024/8/19 22:30:39] 物品:太阳水	怪物:052ADF80沃玛卫士	地图:B341	X:11	Y:25 
[2024/8/19 22:30:39] 物品:太阳水	怪物:052ADF80沃玛卫士	地图:B341	X:11	Y:25 
[2024/8/19 22:30:39] 物品:太阳水	怪物:052ADF80沃玛卫士	地图:B341	X:11	Y:25 
[2024/8/19 22:30:39] 物品:太阳水	怪物:052ADF80沃玛卫士	地图:B341	X:11	Y:25 
[2024/8/19 22:30:39] 物品:太阳水	怪物:052ADF80沃玛卫士	地图:B341	X:11	Y:25 
[2024/8/19 22:30:39] 物品:太阳水	怪物:052ADF80沃玛卫士	地图:B341	X:11	Y:25 
[2024/8/19 22:30:39] 物品:太阳水	怪物:052ADF80沃玛卫士	地图:B341	X:11	Y:25 
[2024/8/19 22:30:39] 物品:太阳水	怪物:052ADF80沃玛卫士	地图:B341	X:11	Y:25 
