[2024/8/20 14:0:1] 物品:金创药(中量)	怪物:27617A10沃玛勇士	地图:D024	X:56	Y:46 
[2024/8/20 14:22:4] 物品:金创药(中量)	怪物:28A8D390暗黑战士0	地图:D024	X:69	Y:60 
[2024/8/20 14:22:4] 物品:金创药(中量)	怪物:28A8D390暗黑战士0	地图:D024	X:69	Y:60 
[2024/8/20 14:22:4] 物品:金创药(中量)	怪物:28A8D390暗黑战士0	地图:D024	X:69	Y:60 
[2024/8/20 14:22:4] 物品:金创药(中量)	怪物:28A8D390暗黑战士0	地图:D024	X:69	Y:60 
[2024/8/20 14:22:4] 物品:魔法药(中量)	怪物:28A8D390暗黑战士0	地图:D024	X:69	Y:60 
[2024/8/20 14:22:4] 物品:魔法药(中量)	怪物:28A8D390暗黑战士0	地图:D024	X:69	Y:60 
[2024/8/20 14:22:4] 物品:魔法药(中量)	怪物:28A8D390暗黑战士0	地图:D024	X:69	Y:60 
[2024/8/20 14:22:4] 物品:魔法药(中量)	怪物:28A8D390暗黑战士0	地图:D024	X:69	Y:60 
[2024/8/20 14:22:4] 物品:半月	怪物:28A8D390暗黑战士0	地图:D024	X:69	Y:60 
[2024/8/20 14:22:4] 物品:蓝色水晶戒指	怪物:28A8D390暗黑战士0	地图:D024	X:69	Y:60 
[2024/8/20 14:22:4] 物品:琥珀项链	怪物:28A8D390暗黑战士0	地图:D024	X:69	Y:60 
[2024/8/20 14:22:4] 物品:凤凰明珠	怪物:28A8D390暗黑战士0	地图:D024	X:69	Y:60 
[2024/8/20 14:22:4] 物品:坚固手套	怪物:28A8D390暗黑战士0	地图:D024	X:69	Y:60 
[2024/8/20 14:22:4] 物品:魔力手镯	怪物:28A8D390暗黑战士0	地图:D024	X:69	Y:60 
[2024/8/20 14:22:4] 物品:灯笼项链	怪物:28A8D390暗黑战士0	地图:D024	X:69	Y:60 
[2024/8/20 14:22:4] 物品:铁剑	怪物:28A8D390暗黑战士0	地图:D024	X:69	Y:60 
[2024/8/20 14:22:4] 物品:短剑	怪物:28A8D390暗黑战士0	地图:D024	X:69	Y:60 
[2024/8/20 14:22:4] 物品:轻型盔甲(男)	怪物:28A8D390暗黑战士0	地图:D024	X:69	Y:60 
[2024/8/20 14:22:4] 物品:轻型盔甲(女)	怪物:28A8D390暗黑战士0	地图:D024	X:69	Y:60 
[2024/8/20 14:22:4] 物品:青铜斧	怪物:28A8D390暗黑战士0	地图:D024	X:69	Y:60 
[2024/8/20 14:22:4] 物品:黑檀项链	怪物:28A8D390暗黑战士0	地图:D024	X:69	Y:60 
[2024/8/20 14:22:4] 物品:黑色水晶项链	怪物:28A8D390暗黑战士0	地图:D024	X:69	Y:60 
[2024/8/20 14:22:13] 物品:太阳水	怪物:229AD390祖玛雕像8	地图:H204	X:26	Y:20 
[2024/8/20 14:22:22] 物品:魔法药(中量)	怪物:29BFD080沃玛勇士	地图:D024	X:60	Y:53 
[2024/8/20 14:22:24] 物品:凤凰明珠	怪物:1ED686C0祖玛卫士8	地图:H204	X:86	Y:59 
[2024/8/20 14:22:30] 物品:灵魂战衣(男)	怪物:05E8F8A0沃玛战将0	地图:D024	X:61	Y:54 
[2024/8/20 14:22:30] 物品:灵魂战衣(女)	怪物:05E8F8A0沃玛战将0	地图:D024	X:61	Y:54 
[2024/8/20 14:22:40] 物品:强效太阳水	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效太阳水	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效太阳水	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效太阳水	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效太阳水	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效太阳水	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效太阳水	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效太阳水	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效太阳水	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效太阳水	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效太阳水	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效太阳水	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效太阳水	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效太阳水	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效太阳水	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效太阳水	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效太阳水	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效太阳水	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效太阳水	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效太阳水	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效金创药	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效金创药	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效金创药	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效金创药	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效金创药	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效金创药	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效金创药	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效金创药	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效金创药	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效金创药	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效魔法药	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效魔法药	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效魔法药	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效魔法药	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效魔法药	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效魔法药	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效魔法药	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效魔法药	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效魔法药	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:强效魔法药	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:魔杖	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:幽灵项链	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:灵魂战衣(男)	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:偃月	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:破魂	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:降魔	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:斩马刀	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:修罗	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:凝霜	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:骷髅头盔	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:道士头盔	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:蓝翡翠项链	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:放大镜	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:竹笛	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:小手镯	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:魔法手镯	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:黑檀手镯	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:道士手镯	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:死神手套	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:金手镯	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:黑色水晶戒指	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:蛇眼戒指	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:珍珠戒指	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:金戒指	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:骷髅戒指	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:魅力戒指	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:道德戒指	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:降妖除魔戒指	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:40] 物品:珊瑚戒指	怪物:2722BD60祖玛教主	地图:H204	X:43	Y:15 
[2024/8/20 14:22:42] 物品:魔法药(中量)	怪物:19FF4E70火焰沃玛	地图:D024	X:55	Y:58 
[2024/8/20 14:22:43] 物品:斩马刀	怪物:24A57E50祖玛弓箭手8	地图:H204	X:83	Y:65 
[2024/8/20 14:22:43] 物品:魔鬼项链	怪物:24A57E50祖玛弓箭手8	地图:H204	X:83	Y:65 
[2024/8/20 14:22:43] 物品:白色虎齿项链	怪物:24A57E50祖玛弓箭手8	地图:H204	X:83	Y:65 
[2024/8/20 14:22:44] 物品:强效太阳水	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:强效太阳水	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:强效太阳水	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:强效太阳水	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:强效太阳水	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:太阳水	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:太阳水	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:太阳水	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:太阳水	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:太阳水	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:太阳水	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:太阳水	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:太阳水	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:太阳水	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:太阳水	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:金创药(中量)	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:金创药(中量)	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:强效金创药	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:强效金创药	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:强效金创药	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:魔法药(中量)	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:魔法药(中量)	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:强效魔法药	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:强效魔法药	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:强效魔法药	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:刺杀剑术	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:44] 物品:雷电术	怪物:1811AF10沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 14:22:47] 物品:金创药(中量)	怪物:1B1C6230沃玛战将	地图:D024	X:56	Y:58 
[2024/8/20 14:23:5] 物品:魔法药(中量)	怪物:290D28C0沃玛勇士	地图:D024	X:50	Y:58 
[2024/8/20 14:23:5] 物品:降魔	怪物:290D28C0沃玛勇士	地图:D024	X:50	Y:58 
[2024/8/20 14:23:5] 物品:银手镯	怪物:290D28C0沃玛勇士	地图:D024	X:50	Y:58 
[2024/8/20 14:23:5] 物品:MP强化药水	怪物:290D28C0沃玛勇士	地图:D024	X:50	Y:58 
[2024/8/20 14:23:8] 物品:魔法药(中量)	怪物:28EA17F0沃玛勇士	地图:D024	X:50	Y:57 
[2024/8/20 14:23:13] 物品:琥珀项链	怪物:279A0BE0祖玛卫士8	地图:H204	X:91	Y:55 
[2024/8/20 14:23:17] 物品:魔法药(中量)	怪物:0DA11CB0沃玛战将	地图:D024	X:59	Y:65 
[2024/8/20 14:23:17] 物品:青铜头盔	怪物:0DA11CB0沃玛战将	地图:D024	X:59	Y:65 
[2024/8/20 14:23:21] 物品:海魂	怪物:274F7900祖玛卫士8	地图:H204	X:91	Y:56 
[2024/8/20 14:23:21] 物品:蛇眼戒指	怪物:274F7900祖玛卫士8	地图:H204	X:91	Y:56 
[2024/8/20 14:23:58] 物品:强效太阳水	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:强效太阳水	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:强效太阳水	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:强效太阳水	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:强效太阳水	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:太阳水	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:太阳水	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:太阳水	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:太阳水	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:太阳水	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:太阳水	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:太阳水	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:太阳水	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:太阳水	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:太阳水	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:金创药(中量)	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:金创药(中量)	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:强效金创药	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:强效金创药	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:强效金创药	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:魔法药(中量)	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:魔法药(中量)	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:强效魔法药	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:强效魔法药	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:强效魔法药	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:攻击神水	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:辟邪手镯	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:龙之戒指	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:铂金戒指	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:野蛮冲撞	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:23:58] 物品:灵魂火符	怪物:0DC34FA0沃玛卫士8	地图:H204	X:79	Y:38 
[2024/8/20 14:24:8] 物品:魔法药(中量)	怪物:2F0930E0祖玛雕像8	地图:H204	X:78	Y:37 
[2024/8/20 14:24:8] 物品:金戒指	怪物:2F0930E0祖玛雕像8	地图:H204	X:78	Y:37 
[2024/8/20 14:24:25] 物品:琥珀项链	怪物:27C9C1C0沃玛战将	地图:D024	X:62	Y:35 
[2024/8/20 14:24:31] 物品:八荒	怪物:0DAB3A10沃玛勇士0	地图:D024	X:64	Y:33 
[2024/8/20 14:24:31] 物品:凌风	怪物:0DAB3A10沃玛勇士0	地图:D024	X:64	Y:33 
[2024/8/20 14:24:31] 物品:蓝色水晶戒指	怪物:0DAB3A10沃玛勇士0	地图:D024	X:64	Y:33 
[2024/8/20 14:24:31] 物品:凤凰明珠	怪物:0DAB3A10沃玛勇士0	地图:D024	X:64	Y:33 
[2024/8/20 14:24:31] 物品:铁剑	怪物:0DAB3A10沃玛勇士0	地图:D024	X:64	Y:33 
[2024/8/20 14:24:31] 物品:轻型盔甲(男)	怪物:0DAB3A10沃玛勇士0	地图:D024	X:64	Y:33 
[2024/8/20 14:24:31] 物品:太阳水	怪物:0DAB3A10沃玛勇士0	地图:D024	X:64	Y:33 
[2024/8/20 14:24:31] 物品:太阳水	怪物:0DAB3A10沃玛勇士0	地图:D024	X:64	Y:33 
[2024/8/20 14:24:31] 物品:太阳水	怪物:0DAB3A10沃玛勇士0	地图:D024	X:64	Y:33 
[2024/8/20 14:24:31] 物品:太阳水	怪物:0DAB3A10沃玛勇士0	地图:D024	X:64	Y:33 
[2024/8/20 14:24:31] 物品:金创药(中量)	怪物:0DAB3A10沃玛勇士0	地图:D024	X:64	Y:33 
[2024/8/20 14:24:31] 物品:金创药(中量)	怪物:0DAB3A10沃玛勇士0	地图:D024	X:64	Y:33 
[2024/8/20 14:24:31] 物品:金创药(中量)	怪物:0DAB3A10沃玛勇士0	地图:D024	X:64	Y:33 
[2024/8/20 14:24:31] 物品:金创药(中量)	怪物:0DAB3A10沃玛勇士0	地图:D024	X:64	Y:33 
[2024/8/20 14:24:31] 物品:魔法药(中量)	怪物:0DAB3A10沃玛勇士0	地图:D024	X:64	Y:33 
[2024/8/20 14:24:31] 物品:魔法药(中量)	怪物:0DAB3A10沃玛勇士0	地图:D024	X:64	Y:33 
[2024/8/20 14:24:31] 物品:魔法药(中量)	怪物:0DAB3A10沃玛勇士0	地图:D024	X:64	Y:33 
[2024/8/20 14:24:31] 物品:魔法药(中量)	怪物:0DAB3A10沃玛勇士0	地图:D024	X:64	Y:33 
[2024/8/20 14:25:8] 物品:魔法药(小量)	怪物:2A7866F0暗黑战士	地图:D024	X:52	Y:42 
[2024/8/20 14:25:8] 物品:灯笼项链	怪物:2A7866F0暗黑战士	地图:D024	X:52	Y:42 
[2024/8/20 14:25:18] 物品:强效太阳水	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:强效太阳水	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:强效太阳水	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:强效太阳水	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:强效太阳水	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:太阳水	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:太阳水	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:太阳水	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:太阳水	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:太阳水	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:太阳水	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:太阳水	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:太阳水	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:太阳水	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:太阳水	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:金创药(中量)	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:金创药(中量)	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:强效金创药	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:强效金创药	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:强效金创药	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:魔法药(中量)	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:魔法药(中量)	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:强效魔法药	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:强效魔法药	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:强效魔法药	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:灯笼项链	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:野蛮冲撞	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:18] 物品:地狱火	怪物:1A209F40沃玛卫士8	地图:H204	X:76	Y:21 
[2024/8/20 14:25:21] 物品:魔法药(中量)	怪物:304E9FF0沃玛勇士	地图:D024	X:52	Y:44 
[2024/8/20 14:25:23] 物品:斩马刀	怪物:1C1E5370祖玛雕像8	地图:H204	X:76	Y:20 
[2024/8/20 14:25:27] 物品:八荒	怪物:2E1EE730火焰沃玛0	地图:D024	X:52	Y:43 
[2024/8/20 14:25:27] 物品:坚固手套	怪物:2E1EE730火焰沃玛0	地图:D024	X:52	Y:43 
[2024/8/20 14:25:27] 物品:太阳水	怪物:2E1EE730火焰沃玛0	地图:D024	X:52	Y:43 
[2024/8/20 14:25:27] 物品:金创药(中量)	怪物:2E1EE730火焰沃玛0	地图:D024	X:52	Y:43 
[2024/8/20 14:25:27] 物品:金创药(中量)	怪物:2E1EE730火焰沃玛0	地图:D024	X:52	Y:43 
[2024/8/20 14:25:27] 物品:魔法药(中量)	怪物:2E1EE730火焰沃玛0	地图:D024	X:52	Y:43 
[2024/8/20 14:25:27] 物品:竹笛	怪物:2E1EE730火焰沃玛0	地图:D024	X:52	Y:43 
[2024/8/20 14:25:34] 物品:魔法药(中量)	怪物:1CB27A50祖玛雕像8	地图:H204	X:78	Y:20 
[2024/8/20 14:25:45] 物品:轻型盔甲(男)	怪物:2BFB37C0火焰沃玛	地图:D024	X:53	Y:35 
[2024/8/20 14:25:53] 物品:强效太阳水	怪物:24AF8D50沃玛卫士8	地图:H204	X:78	Y:21 
[2024/8/20 14:25:53] 物品:强效太阳水	怪物:24AF8D50沃玛卫士8	地图:H204	X:78	Y:21 
[2024/8/20 14:25:53] 物品:强效太阳水	怪物:24AF8D50沃玛卫士8	地图:H204	X:78	Y:21 
[2024/8/20 14:25:53] 物品:强效太阳水	怪物:24AF8D50沃玛卫士8	地图:H204	X:78	Y:21 
[2024/8/20 14:25:53] 物品:强效太阳水	怪物:24AF8D50沃玛卫士8	地图:H204	X:78	Y:21 
[2024/8/20 14:25:53] 物品:太阳水	怪物:24AF8D50沃玛卫士8	地图:H204	X:78	Y:21 
