[2024/8/17 17:0:5] 物品:魔法药(小量)	怪物:1BE39EC0僵尸5	地图:H201	X:94	Y:97 
[2024/8/17 17:22:52] 物品:强效金创药	怪物:18686040白野猪8	地图:H204	X:68	Y:26 
[2024/8/17 17:22:52] 物品:强效金创药	怪物:18686040白野猪8	地图:H204	X:68	Y:26 
[2024/8/17 17:22:52] 物品:强效金创药	怪物:18686040白野猪8	地图:H204	X:68	Y:26 
[2024/8/17 17:22:52] 物品:强效魔法药	怪物:18686040白野猪8	地图:H204	X:68	Y:26 
[2024/8/17 17:22:52] 物品:强效魔法药	怪物:18686040白野猪8	地图:H204	X:68	Y:26 
[2024/8/17 17:22:52] 物品:强效魔法药	怪物:18686040白野猪8	地图:H204	X:68	Y:26 
[2024/8/17 17:22:52] 物品:强效魔法药	怪物:18686040白野猪8	地图:H204	X:68	Y:26 
[2024/8/17 17:22:52] 物品:强效魔法药	怪物:18686040白野猪8	地图:H204	X:68	Y:26 
[2024/8/17 17:22:52] 物品:强效魔法药	怪物:18686040白野猪8	地图:H204	X:68	Y:26 
[2024/8/17 17:22:52] 物品:竹笛	怪物:18686040白野猪8	地图:H204	X:68	Y:26 
[2024/8/17 17:22:52] 物品:金创药(小量)	怪物:18FF9A80僵尸3	地图:D401	X:38	Y:53 
[2024/8/17 17:22:52] 物品:魔法药(小量)	怪物:18FF9A80僵尸3	地图:D401	X:38	Y:53 
[2024/8/17 17:22:54] 物品:雷电术	怪物:03AC74F0僵尸1	地图:H201	X:114	Y:14 
[2024/8/17 17:22:58] 物品:强效太阳水	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:强效太阳水	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:强效太阳水	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:强效太阳水	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:强效太阳水	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:太阳水	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:太阳水	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:太阳水	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:太阳水	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:太阳水	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:太阳水	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:太阳水	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:太阳水	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:太阳水	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:太阳水	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:金创药(中量)	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:金创药(中量)	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:金创药(中量)	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:强效金创药	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:强效金创药	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:魔法药(中量)	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:魔法药(中量)	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:魔法药(中量)	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:强效魔法药	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:强效魔法药	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:凝霜	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:蓝翡翠项链	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:蓝色水晶戒指	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:道士手镯	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:黑檀手镯	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:雷电术	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:地狱火	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:大火球	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:召唤骷髅	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:瞬息移动	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:抗拒火环	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:精神力战法	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:治愈术	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:基本剑术	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:22:58] 物品:火球术	怪物:061D2EC0尸王	地图:H201	X:117	Y:151 
[2024/8/17 17:23:4] 物品:金创药(小量)	怪物:18E59430僵尸4	地图:H201	X:116	Y:152 
[2024/8/17 17:23:5] 物品:金创药(小量)	怪物:286C2940僵尸4	地图:H201	X:116	Y:153 
[2024/8/17 17:23:7] 物品:金创药(小量)	怪物:1C37DDF0僵尸3	地图:D2000	X:55	Y:60 
[2024/8/17 17:23:7] 物品:魔法药(小量)	怪物:1C37DDF0僵尸3	地图:D2000	X:55	Y:60 
[2024/8/17 17:23:7] 物品:隐身术	怪物:1C37DDF0僵尸3	地图:D2000	X:55	Y:60 
[2024/8/17 17:23:8] 物品:诱惑之光	怪物:059B21D0僵尸1	地图:H201	X:116	Y:151 
[2024/8/17 17:23:9] 物品:金创药(小量)	怪物:186833E0僵尸3	地图:D2000	X:56	Y:60 
[2024/8/17 17:23:10] 物品:强效太阳水	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效太阳水	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效太阳水	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效太阳水	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效太阳水	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效太阳水	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效太阳水	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效太阳水	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效太阳水	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效太阳水	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:太阳水	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:太阳水	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:太阳水	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:太阳水	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:太阳水	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:太阳水	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:太阳水	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:太阳水	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:太阳水	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:太阳水	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:金创药(中量)	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:金创药(中量)	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:金创药(中量)	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效金创药	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效金创药	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效金创药	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:魔法药(中量)	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:魔法药(中量)	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:魔法药(中量)	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效魔法药	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效魔法药	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效魔法药	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效金创药	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效金创药	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效金创药	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效金创药	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效金创药	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效金创药	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效魔法药	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效魔法药	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效魔法药	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效魔法药	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效魔法药	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:强效魔法药	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:恶魔长袍(女)	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:10] 物品:死神手套	怪物:18300C00白野猪8	地图:H006	X:33	Y:42 
[2024/8/17 17:23:11] 物品:乌木剑	怪物:0D7C0D90稻草人	地图:0	X:646	Y:654 
[2024/8/17 17:23:16] 物品:强效太阳水	怪物:299DFA90尸王8	地图:H201	X:117	Y:16 
[2024/8/17 17:23:16] 物品:强效太阳水	怪物:299DFA90尸王8	地图:H201	X:117	Y:16 
[2024/8/17 17:23:16] 物品:强效太阳水	怪物:299DFA90尸王8	地图:H201	X:117	Y:16 
[2024/8/17 17:23:16] 物品:强效太阳水	怪物:299DFA90尸王8	地图:H201	X:117	Y:16 
[2024/8/17 17:23:16] 物品:强效太阳水	怪物:299DFA90尸王8	地图:H201	X:117	Y:16 
[2024/8/17 17:23:16] 物品:强效金创药	怪物:299DFA90尸王8	地图:H201	X:117	Y:16 
[2024/8/17 17:23:16] 物品:强效金创药	怪物:299DFA90尸王8	地图:H201	X:117	Y:16 
[2024/8/17 17:23:16] 物品:强效魔法药	怪物:299DFA90尸王8	地图:H201	X:117	Y:16 
[2024/8/17 17:23:16] 物品:强效魔法药	怪物:299DFA90尸王8	地图:H201	X:117	Y:16 
[2024/8/17 17:23:16] 物品:珍珠戒指	怪物:299DFA90尸王8	地图:H201	X:117	Y:16 
[2024/8/17 17:23:16] 物品:召唤神兽	怪物:299DFA90尸王8	地图:H201	X:117	Y:16 
[2024/8/17 17:23:19] 物品:魔法药(小量)	怪物:18FF9A80僵尸3	地图:D401	X:38	Y:53 
[2024/8/17 17:23:21] 物品:重盔甲(男)	怪物:2F0D4670蝎蛇8	地图:H006	X:35	Y:45 
[2024/8/17 17:23:21] 物品:强效太阳水	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效太阳水	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效太阳水	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效太阳水	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效太阳水	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效太阳水	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效太阳水	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效太阳水	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效太阳水	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效太阳水	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:太阳水	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:太阳水	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:太阳水	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:太阳水	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:太阳水	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:太阳水	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:太阳水	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:太阳水	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:太阳水	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:太阳水	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:金创药(中量)	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:金创药(中量)	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:金创药(中量)	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效金创药	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效金创药	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效金创药	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:魔法药(中量)	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:魔法药(中量)	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:魔法药(中量)	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效魔法药	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效魔法药	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效魔法药	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效金创药	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效金创药	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效金创药	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效金创药	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效金创药	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效金创药	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效魔法药	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效魔法药	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效魔法药	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效魔法药	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效魔法药	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:强效魔法药	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:虹魔戒指	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:21] 物品:幽灵手套	怪物:1C4CB610虹魔猪卫8	地图:H204	X:68	Y:28 
[2024/8/17 17:23:22] 物品:强效太阳水	怪物:27BAD350尸王8	地图:H001	X:23	Y:58 
[2024/8/17 17:23:22] 物品:强效太阳水	怪物:27BAD350尸王8	地图:H001	X:23	Y:58 
[2024/8/17 17:23:22] 物品:强效太阳水	怪物:27BAD350尸王8	地图:H001	X:23	Y:58 
[2024/8/17 17:23:22] 物品:强效太阳水	怪物:27BAD350尸王8	地图:H001	X:23	Y:58 
[2024/8/17 17:23:22] 物品:强效太阳水	怪物:27BAD350尸王8	地图:H001	X:23	Y:58 
[2024/8/17 17:23:22] 物品:强效金创药	怪物:27BAD350尸王8	地图:H001	X:23	Y:58 
[2024/8/17 17:23:22] 物品:强效金创药	怪物:27BAD350尸王8	地图:H001	X:23	Y:58 
[2024/8/17 17:23:22] 物品:强效魔法药	怪物:27BAD350尸王8	地图:H001	X:23	Y:58 
[2024/8/17 17:23:22] 物品:强效魔法药	怪物:27BAD350尸王8	地图:H001	X:23	Y:58 
[2024/8/17 17:23:22] 物品:蛇眼戒指	怪物:27BAD350尸王8	地图:H001	X:23	Y:58 
[2024/8/17 17:23:22] 物品:蓝翡翠项链	怪物:27BAD350尸王8	地图:H001	X:23	Y:58 
[2024/8/17 17:23:28] 物品:金创药(小量)	怪物:186833E0僵尸3	地图:D2000	X:57	Y:61 
[2024/8/17 17:23:30] 物品:疾光电影	怪物:28566940恶灵尸王	地图:H201	X:123	Y:150 
[2024/8/17 17:23:30] 物品:隐身术	怪物:28566940恶灵尸王	地图:H201	X:123	Y:150 
[2024/8/17 17:23:30] 物品:施毒术	怪物:28566940恶灵尸王	地图:H201	X:123	Y:150 
[2024/8/17 17:23:30] 物品:攻杀剑术	怪物:28566940恶灵尸王	地图:H201	X:123	Y:150 
[2024/8/17 17:23:30] 物品:召唤骷髅	怪物:28566940恶灵尸王	地图:H201	X:123	Y:150 
[2024/8/17 17:23:30] 物品:瞬息移动	怪物:28566940恶灵尸王	地图:H201	X:123	Y:150 
[2024/8/17 17:23:30] 物品:强效太阳水	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效太阳水	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效太阳水	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效太阳水	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效太阳水	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效太阳水	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效太阳水	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效太阳水	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效太阳水	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效太阳水	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:太阳水	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:太阳水	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:太阳水	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:太阳水	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:太阳水	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:太阳水	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:太阳水	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:太阳水	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:太阳水	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:太阳水	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:金创药(中量)	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:金创药(中量)	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:金创药(中量)	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效金创药	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效金创药	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效金创药	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:魔法药(中量)	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:魔法药(中量)	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:魔法药(中量)	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效魔法药	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效魔法药	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效魔法药	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效金创药	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效金创药	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效金创药	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效金创药	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效金创药	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效金创药	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效魔法药	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效魔法药	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效魔法药	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效魔法药	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效魔法药	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:强效魔法药	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:铂金戒指	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:30] 物品:灯笼项链	怪物:0D67B090白野猪8	地图:H204	X:69	Y:29 
[2024/8/17 17:23:33] 物品:金创药(小量)	怪物:1B775350僵尸5	地图:D2002	X:31	Y:36 
[2024/8/17 17:23:36] 物品:魔法药(小量)	怪物:17E97FB0僵尸4	地图:H201	X:123	Y:149 
[2024/8/17 17:23:36] 物品:强效太阳水	怪物:1BBF42A0尸王8	地图:H201	X:116	Y:16 
[2024/8/17 17:23:36] 物品:强效太阳水	怪物:1BBF42A0尸王8	地图:H201	X:116	Y:16 
[2024/8/17 17:23:36] 物品:强效太阳水	怪物:1BBF42A0尸王8	地图:H201	X:116	Y:16 
[2024/8/17 17:23:36] 物品:强效太阳水	怪物:1BBF42A0尸王8	地图:H201	X:116	Y:16 
[2024/8/17 17:23:36] 物品:强效太阳水	怪物:1BBF42A0尸王8	地图:H201	X:116	Y:16 
[2024/8/17 17:23:36] 物品:强效金创药	怪物:1BBF42A0尸王8	地图:H201	X:116	Y:16 
[2024/8/17 17:23:36] 物品:强效金创药	怪物:1BBF42A0尸王8	地图:H201	X:116	Y:16 
[2024/8/17 17:23:36] 物品:强效魔法药	怪物:1BBF42A0尸王8	地图:H201	X:116	Y:16 
[2024/8/17 17:23:36] 物品:强效魔法药	怪物:1BBF42A0尸王8	地图:H201	X:116	Y:16 
[2024/8/17 17:23:36] 物品:骷髅戒指	怪物:1BBF42A0尸王8	地图:H201	X:116	Y:16 
[2024/8/17 17:23:36] 物品:生铁戒指	怪物:1BBF42A0尸王8	地图:H201	X:116	Y:16 
[2024/8/17 17:23:36] 物品:蓝翡翠项链	怪物:1BBF42A0尸王8	地图:H201	X:116	Y:16 
[2024/8/17 17:23:36] 物品:困魔咒	怪物:1BBF42A0尸王8	地图:H201	X:116	Y:16 
[2024/8/17 17:23:42] 物品:大火球	怪物:18E03610僵尸30	地图:D2000	X:66	Y:47 
[2024/8/17 17:23:42] 物品:雷电术	怪物:18E03610僵尸30	地图:D2000	X:66	Y:47 
