[2024/8/22 9:0:1] 物品:道德戒指	怪物:2CAD8020魔龙破甲兵	地图:66	X:46	Y:126 
[2024/8/22 9:30:35] 物品:珍珠戒指	怪物:28E6DD40尸王8	地图:H201	X:174	Y:146 
[2024/8/22 9:30:35] 物品:黑檀手镯	怪物:28E6DD40尸王8	地图:H201	X:174	Y:146 
[2024/8/22 9:30:35] 物品:强效金创药	怪物:141782E0魔龙破甲兵	地图:66	X:123	Y:239 
[2024/8/22 9:30:35] 物品:强效魔法药	怪物:141782E0魔龙破甲兵	地图:66	X:123	Y:239 
[2024/8/22 9:30:35] 物品:竹笛	怪物:141782E0魔龙破甲兵	地图:66	X:123	Y:239 
[2024/8/22 9:30:37] 物品:黑檀手镯	怪物:24C7B870魔龙刺蛙1	地图:66	X:121	Y:239 
[2024/8/22 9:30:40] 物品:铁剑	怪物:23AB5F50僵尸10	地图:H201	X:173	Y:147 
[2024/8/22 9:30:40] 物品:黑檀项链	怪物:23AB5F50僵尸10	地图:H201	X:173	Y:147 
[2024/8/22 9:30:40] 物品:魔法药(中量)	怪物:23AB5F50僵尸10	地图:H201	X:173	Y:147 
[2024/8/22 9:30:41] 物品:金创药(小量)	怪物:2BD9ED50僵尸4	地图:H201	X:173	Y:145 
[2024/8/22 9:30:42] 物品:金创药(小量)	怪物:290FDD70僵尸5	地图:H201	X:171	Y:144 
[2024/8/22 9:30:42] 物品:金创药(小量)	怪物:1B11E830僵尸4	地图:H201	X:170	Y:148 
[2024/8/22 9:30:42] 物品:施毒术	怪物:19AF81A0僵尸40	地图:H201	X:170	Y:147 
[2024/8/22 9:30:42] 物品:抗拒火环	怪物:19AF81A0僵尸40	地图:H201	X:170	Y:147 
[2024/8/22 9:30:42] 物品:精神力战法	怪物:19AF81A0僵尸40	地图:H201	X:170	Y:147 
[2024/8/22 9:30:42] 物品:火球术	怪物:19AF81A0僵尸40	地图:H201	X:170	Y:147 
[2024/8/22 9:30:42] 物品:治愈术	怪物:19AF81A0僵尸40	地图:H201	X:170	Y:147 
[2024/8/22 9:30:42] 物品:基本剑术	怪物:19AF81A0僵尸40	地图:H201	X:170	Y:147 
[2024/8/22 9:30:42] 物品:轻型盔甲(男)	怪物:19AF81A0僵尸40	地图:H201	X:170	Y:147 
[2024/8/22 9:30:43] 物品:金创药(小量)	怪物:23264270僵尸5	地图:H201	X:173	Y:147 
[2024/8/22 9:30:44] 物品:金创药(小量)	怪物:1E3EB0F0僵尸4	地图:H201	X:171	Y:144 
[2024/8/22 9:30:45] 物品:攻杀剑术	怪物:27B3C460僵尸40	地图:H201	X:170	Y:143 
[2024/8/22 9:30:45] 物品:隐身术	怪物:27B3C460僵尸40	地图:H201	X:170	Y:143 
[2024/8/22 9:30:45] 物品:大火球	怪物:27B3C460僵尸40	地图:H201	X:170	Y:143 
[2024/8/22 9:30:45] 物品:瞬息移动	怪物:27B3C460僵尸40	地图:H201	X:170	Y:143 
[2024/8/22 9:30:45] 物品:抗拒火环	怪物:27B3C460僵尸40	地图:H201	X:170	Y:143 
[2024/8/22 9:30:45] 物品:精神力战法	怪物:27B3C460僵尸40	地图:H201	X:170	Y:143 
[2024/8/22 9:30:45] 物品:火球术	怪物:27B3C460僵尸40	地图:H201	X:170	Y:143 
[2024/8/22 9:30:45] 物品:治愈术	怪物:27B3C460僵尸40	地图:H201	X:170	Y:143 
[2024/8/22 9:30:45] 物品:基本剑术	怪物:27B3C460僵尸40	地图:H201	X:170	Y:143 
[2024/8/22 9:30:45] 物品:黑檀项链	怪物:27B3C460僵尸40	地图:H201	X:170	Y:143 
[2024/8/22 9:30:47] 物品:金手镯	怪物:11FAC620巨型蠕虫8	地图:H004	X:82	Y:168 
[2024/8/22 9:30:47] 物品:强效太阳水	怪物:290F9AE0尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:47] 物品:强效太阳水	怪物:290F9AE0尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:47] 物品:强效太阳水	怪物:290F9AE0尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:47] 物品:强效太阳水	怪物:290F9AE0尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:47] 物品:强效太阳水	怪物:290F9AE0尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:47] 物品:强效金创药	怪物:290F9AE0尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:47] 物品:强效金创药	怪物:290F9AE0尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:47] 物品:强效魔法药	怪物:290F9AE0尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:47] 物品:强效魔法药	怪物:290F9AE0尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:47] 物品:魔力手镯	怪物:290F9AE0尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:47] 物品:烈火剑法	怪物:290F9AE0尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:51] 物品:强效金创药	怪物:293E84B0魔龙刀兵1	地图:66	X:126	Y:241 
[2024/8/22 9:30:51] 物品:魔法药(中量)	怪物:230E9FA0蝙蝠	地图:T3063	X:14	Y:19 
[2024/8/22 9:30:52] 物品:强效太阳水	怪物:25DB6E50尸王8	地图:H201	X:168	Y:146 
[2024/8/22 9:30:52] 物品:强效太阳水	怪物:25DB6E50尸王8	地图:H201	X:168	Y:146 
[2024/8/22 9:30:52] 物品:强效太阳水	怪物:25DB6E50尸王8	地图:H201	X:168	Y:146 
[2024/8/22 9:30:52] 物品:强效太阳水	怪物:25DB6E50尸王8	地图:H201	X:168	Y:146 
[2024/8/22 9:30:52] 物品:强效太阳水	怪物:25DB6E50尸王8	地图:H201	X:168	Y:146 
[2024/8/22 9:30:52] 物品:强效金创药	怪物:25DB6E50尸王8	地图:H201	X:168	Y:146 
[2024/8/22 9:30:52] 物品:强效金创药	怪物:25DB6E50尸王8	地图:H201	X:168	Y:146 
[2024/8/22 9:30:52] 物品:强效魔法药	怪物:25DB6E50尸王8	地图:H201	X:168	Y:146 
[2024/8/22 9:30:52] 物品:强效魔法药	怪物:25DB6E50尸王8	地图:H201	X:168	Y:146 
[2024/8/22 9:30:52] 物品:骷髅戒指	怪物:25DB6E50尸王8	地图:H201	X:168	Y:146 
[2024/8/22 9:30:52] 物品:蛇眼戒指	怪物:25DB6E50尸王8	地图:H201	X:168	Y:146 
[2024/8/22 9:30:52] 物品:生铁戒指	怪物:25DB6E50尸王8	地图:H201	X:168	Y:146 
[2024/8/22 9:30:52] 物品:道德戒指	怪物:25DB6E50尸王8	地图:H201	X:168	Y:146 
[2024/8/22 9:30:52] 物品:魔力手镯	怪物:25DB6E50尸王8	地图:H201	X:168	Y:146 
[2024/8/22 9:30:53] 物品:金创药(小量)	怪物:2896AF80僵尸5	地图:H201	X:167	Y:145 
[2024/8/22 9:30:53] 物品:魔法药(小量)	怪物:2896AF80僵尸5	地图:H201	X:167	Y:145 
[2024/8/22 9:30:55] 物品:强效金创药	怪物:288DFDE0魔龙破甲兵1	地图:66	X:126	Y:241 
[2024/8/22 9:30:55] 物品:太阳水	怪物:288DFDE0魔龙破甲兵1	地图:66	X:126	Y:241 
[2024/8/22 9:30:56] 物品:魔法药(小量)	怪物:2CBA8BA0僵尸4	地图:H201	X:167	Y:146 
[2024/8/22 9:30:56] 物品:强效太阳水	怪物:25A28D10尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:56] 物品:强效太阳水	怪物:25A28D10尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:56] 物品:强效太阳水	怪物:25A28D10尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:56] 物品:强效太阳水	怪物:25A28D10尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:56] 物品:强效太阳水	怪物:25A28D10尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:56] 物品:强效金创药	怪物:25A28D10尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:56] 物品:强效金创药	怪物:25A28D10尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:56] 物品:强效魔法药	怪物:25A28D10尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:56] 物品:强效魔法药	怪物:25A28D10尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:56] 物品:生铁戒指	怪物:25A28D10尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:56] 物品:魅力戒指	怪物:25A28D10尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:56] 物品:黑檀手镯	怪物:25A28D10尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:56] 物品:魔力手镯	怪物:25A28D10尸王8	地图:H201	X:169	Y:146 
[2024/8/22 9:30:57] 物品:强效太阳水	怪物:24486CD0尸王8	地图:H201	X:175	Y:149 
[2024/8/22 9:30:57] 物品:强效太阳水	怪物:24486CD0尸王8	地图:H201	X:175	Y:149 
[2024/8/22 9:30:57] 物品:强效太阳水	怪物:24486CD0尸王8	地图:H201	X:175	Y:149 
[2024/8/22 9:30:57] 物品:强效太阳水	怪物:24486CD0尸王8	地图:H201	X:175	Y:149 
[2024/8/22 9:30:57] 物品:强效太阳水	怪物:24486CD0尸王8	地图:H201	X:175	Y:149 
[2024/8/22 9:30:57] 物品:强效金创药	怪物:24486CD0尸王8	地图:H201	X:175	Y:149 
[2024/8/22 9:30:57] 物品:强效金创药	怪物:24486CD0尸王8	地图:H201	X:175	Y:149 
[2024/8/22 9:30:57] 物品:强效魔法药	怪物:24486CD0尸王8	地图:H201	X:175	Y:149 
[2024/8/22 9:30:57] 物品:强效魔法药	怪物:24486CD0尸王8	地图:H201	X:175	Y:149 
[2024/8/22 9:30:57] 物品:黑色水晶戒指	怪物:24486CD0尸王8	地图:H201	X:175	Y:149 
[2024/8/22 9:30:57] 物品:珍珠戒指	怪物:24486CD0尸王8	地图:H201	X:175	Y:149 
[2024/8/22 9:30:57] 物品:凝霜	怪物:24486CD0尸王8	地图:H201	X:175	Y:149 
[2024/8/22 9:30:57] 物品:魅力戒指	怪物:24486CD0尸王8	地图:H201	X:175	Y:149 
[2024/8/22 9:30:59] 物品:强效金创药	怪物:15317910魔龙刀兵	地图:66	X:126	Y:240 
[2024/8/22 9:30:59] 物品:强效魔法药	怪物:15317910魔龙刀兵	地图:66	X:126	Y:240 
[2024/8/22 9:31:3] 物品:金创药(小量)	怪物:25F0B9A0僵尸4	地图:H201	X:168	Y:145 
[2024/8/22 9:31:5] 物品:强效魔法药	怪物:174C8BE0魔龙刀兵	地图:66	X:126	Y:240 
[2024/8/22 9:31:7] 物品:魔法药(小量)	怪物:1454F4F0僵尸5	地图:H201	X:167	Y:150 
[2024/8/22 9:31:10] 物品:抗拒火环	怪物:288B0760僵尸5	地图:H201	X:166	Y:150 
[2024/8/22 9:31:10] 物品:强效金创药	怪物:0627ABD0魔龙射手	地图:66	X:119	Y:242 
[2024/8/22 9:31:13] 物品:金创药(小量)	怪物:2CBA8BA0僵尸4	地图:H201	X:167	Y:146 
[2024/8/22 9:31:14] 物品:龙纹剑	怪物:2B47BB10魔龙射手	地图:66	X:119	Y:241 
[2024/8/22 9:31:17] 物品:强效金创药	怪物:24788480魔龙射手	地图:66	X:126	Y:244 
[2024/8/22 9:31:17] 物品:强效金创药	怪物:24788480魔龙射手	地图:66	X:126	Y:244 
[2024/8/22 9:31:17] 物品:死神手套	怪物:24788480魔龙射手	地图:66	X:126	Y:244 
[2024/8/22 9:31:19] 物品:强效金创药	怪物:25A782E0魔龙射手	地图:66	X:126	Y:245 
[2024/8/22 9:31:20] 物品:神圣战甲术	怪物:2A92E720僵尸1	地图:H201	X:163	Y:156 
[2024/8/22 9:31:25] 物品:金创药(中量)	怪物:23114DF0蝙蝠	地图:T3062	X:22	Y:20 
[2024/8/22 9:31:38] 物品:强效太阳水	怪物:24682080尸王8	地图:H201	X:172	Y:156 
[2024/8/22 9:31:38] 物品:强效太阳水	怪物:24682080尸王8	地图:H201	X:172	Y:156 
[2024/8/22 9:31:38] 物品:强效太阳水	怪物:24682080尸王8	地图:H201	X:172	Y:156 
[2024/8/22 9:31:38] 物品:强效太阳水	怪物:24682080尸王8	地图:H201	X:172	Y:156 
[2024/8/22 9:31:38] 物品:强效太阳水	怪物:24682080尸王8	地图:H201	X:172	Y:156 
[2024/8/22 9:31:38] 物品:强效金创药	怪物:24682080尸王8	地图:H201	X:172	Y:156 
[2024/8/22 9:31:38] 物品:强效金创药	怪物:24682080尸王8	地图:H201	X:172	Y:156 
[2024/8/22 9:31:38] 物品:强效魔法药	怪物:24682080尸王8	地图:H201	X:172	Y:156 
[2024/8/22 9:31:38] 物品:强效魔法药	怪物:24682080尸王8	地图:H201	X:172	Y:156 
[2024/8/22 9:31:38] 物品:凝霜	怪物:24682080尸王8	地图:H201	X:172	Y:156 
[2024/8/22 9:31:38] 物品:道德戒指	怪物:24682080尸王8	地图:H201	X:172	Y:156 
[2024/8/22 9:31:38] 物品:黑檀手镯	怪物:24682080尸王8	地图:H201	X:172	Y:156 
[2024/8/22 9:31:38] 物品:金创药(小量)	怪物:1454F4F0僵尸5	地图:H201	X:168	Y:151 
[2024/8/22 9:31:43] 物品:强效太阳水	怪物:292CB190尸王8	地图:H201	X:174	Y:155 
[2024/8/22 9:31:43] 物品:强效太阳水	怪物:292CB190尸王8	地图:H201	X:174	Y:155 
[2024/8/22 9:31:43] 物品:强效太阳水	怪物:292CB190尸王8	地图:H201	X:174	Y:155 
[2024/8/22 9:31:43] 物品:强效太阳水	怪物:292CB190尸王8	地图:H201	X:174	Y:155 
[2024/8/22 9:31:43] 物品:强效太阳水	怪物:292CB190尸王8	地图:H201	X:174	Y:155 
[2024/8/22 9:31:43] 物品:强效金创药	怪物:292CB190尸王8	地图:H201	X:174	Y:155 
[2024/8/22 9:31:43] 物品:强效金创药	怪物:292CB190尸王8	地图:H201	X:174	Y:155 
[2024/8/22 9:31:43] 物品:强效魔法药	怪物:292CB190尸王8	地图:H201	X:174	Y:155 
[2024/8/22 9:31:43] 物品:强效魔法药	怪物:292CB190尸王8	地图:H201	X:174	Y:155 
[2024/8/22 9:31:43] 物品:黑檀手镯	怪物:292CB190尸王8	地图:H201	X:174	Y:155 
[2024/8/22 9:31:43] 物品:魔力手镯	怪物:292CB190尸王8	地图:H201	X:174	Y:155 
[2024/8/22 9:31:44] 物品:抗拒火环	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:精神力战法	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:火球术	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:治愈术	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:基本剑术	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:半月	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:海魂	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:蓝色水晶戒指	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:琥珀项链	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:坚固手套	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:灯笼项链	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:铁剑	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:短剑	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:轻型盔甲(男)	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:轻型盔甲(女)	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:青铜斧	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:黑檀项链	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:黄色水晶项链	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:黑色水晶项链	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:青铜头盔	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:金创药(小量)	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:金创药(小量)	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:金创药(小量)	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:金创药(小量)	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:魔法药(小量)	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:魔法药(小量)	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:魔法药(小量)	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:44] 物品:魔法药(小量)	怪物:100019F0僵尸50	地图:H201	X:175	Y:153 
[2024/8/22 9:31:47] 物品:强效太阳水	怪物:19C20450尸王8	地图:H201	X:173	Y:154 
[2024/8/22 9:31:47] 物品:强效太阳水	怪物:19C20450尸王8	地图:H201	X:173	Y:154 
[2024/8/22 9:31:47] 物品:强效太阳水	怪物:19C20450尸王8	地图:H201	X:173	Y:154 
[2024/8/22 9:31:47] 物品:强效太阳水	怪物:19C20450尸王8	地图:H201	X:173	Y:154 
[2024/8/22 9:31:47] 物品:强效太阳水	怪物:19C20450尸王8	地图:H201	X:173	Y:154 
[2024/8/22 9:31:47] 物品:强效金创药	怪物:19C20450尸王8	地图:H201	X:173	Y:154 
[2024/8/22 9:31:47] 物品:强效金创药	怪物:19C20450尸王8	地图:H201	X:173	Y:154 
[2024/8/22 9:31:47] 物品:强效魔法药	怪物:19C20450尸王8	地图:H201	X:173	Y:154 
[2024/8/22 9:31:47] 物品:强效魔法药	怪物:19C20450尸王8	地图:H201	X:173	Y:154 
[2024/8/22 9:31:47] 物品:凝霜	怪物:19C20450尸王8	地图:H201	X:173	Y:154 
[2024/8/22 9:31:47] 物品:蓝翡翠项链	怪物:19C20450尸王8	地图:H201	X:173	Y:154 
[2024/8/22 9:31:47] 物品:魔力手镯	怪物:19C20450尸王8	地图:H201	X:173	Y:154 
[2024/8/22 9:31:51] 物品:强效太阳水	怪物:186D6BA0尸王8	地图:H201	X:173	Y:156 
[2024/8/22 9:31:51] 物品:强效太阳水	怪物:186D6BA0尸王8	地图:H201	X:173	Y:156 
[2024/8/22 9:31:51] 物品:强效太阳水	怪物:186D6BA0尸王8	地图:H201	X:173	Y:156 
[2024/8/22 9:31:51] 物品:强效太阳水	怪物:186D6BA0尸王8	地图:H201	X:173	Y:156 
[2024/8/22 9:31:51] 物品:强效太阳水	怪物:186D6BA0尸王8	地图:H201	X:173	Y:156 
[2024/8/22 9:31:51] 物品:强效金创药	怪物:186D6BA0尸王8	地图:H201	X:173	Y:156 
[2024/8/22 9:31:51] 物品:强效金创药	怪物:186D6BA0尸王8	地图:H201	X:173	Y:156 
[2024/8/22 9:31:51] 物品:强效魔法药	怪物:186D6BA0尸王8	地图:H201	X:173	Y:156 
[2024/8/22 9:31:51] 物品:强效魔法药	怪物:186D6BA0尸王8	地图:H201	X:173	Y:156 
[2024/8/22 9:31:51] 物品:蛇眼戒指	怪物:186D6BA0尸王8	地图:H201	X:173	Y:156 
[2024/8/22 9:31:51] 物品:魔力手镯	怪物:186D6BA0尸王8	地图:H201	X:173	Y:156 
[2024/8/22 9:31:54] 物品:强效太阳水	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效太阳水	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效太阳水	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效太阳水	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效太阳水	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效太阳水	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效太阳水	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效太阳水	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效太阳水	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效太阳水	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:太阳水	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:太阳水	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:太阳水	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:太阳水	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:太阳水	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:太阳水	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:太阳水	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:太阳水	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:太阳水	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:太阳水	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效金创药	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效金创药	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效金创药	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效金创药	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效金创药	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效金创药	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效金创药	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效金创药	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效金创药	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效金创药	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效魔法药	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效魔法药	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效魔法药	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效魔法药	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效魔法药	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效魔法药	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效魔法药	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效魔法药	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效魔法药	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:强效魔法药	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:精神力药水	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:祝福油	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:躲避手链	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:54] 物品:红宝石戒指	怪物:2CFFE5D0触龙神8	地图:H004	X:59	Y:155 
[2024/8/22 9:31:57] 物品:强效太阳水	怪物:19B12810尸王8	地图:H201	X:177	Y:154 
[2024/8/22 9:31:57] 物品:强效太阳水	怪物:19B12810尸王8	地图:H201	X:177	Y:154 
[2024/8/22 9:31:57] 物品:强效太阳水	怪物:19B12810尸王8	地图:H201	X:177	Y:154 
[2024/8/22 9:31:57] 物品:强效太阳水	怪物:19B12810尸王8	地图:H201	X:177	Y:154 
[2024/8/22 9:31:57] 物品:强效太阳水	怪物:19B12810尸王8	地图:H201	X:177	Y:154 
[2024/8/22 9:31:57] 物品:强效金创药	怪物:19B12810尸王8	地图:H201	X:177	Y:154 
[2024/8/22 9:31:57] 物品:强效金创药	怪物:19B12810尸王8	地图:H201	X:177	Y:154 
[2024/8/22 9:31:57] 物品:强效魔法药	怪物:19B12810尸王8	地图:H201	X:177	Y:154 
[2024/8/22 9:31:57] 物品:强效魔法药	怪物:19B12810尸王8	地图:H201	X:177	Y:154 
[2024/8/22 9:31:57] 物品:蛇眼戒指	怪物:19B12810尸王8	地图:H201	X:177	Y:154 
[2024/8/22 9:31:57] 物品:黑檀手镯	怪物:19B12810尸王8	地图:H201	X:177	Y:154 
[2024/8/22 9:31:59] 物品:灵魂战衣(男)	怪物:24E736B0魔龙破甲兵	地图:66	X:130	Y:250 
[2024/8/22 9:32:2] 物品:强效太阳水	怪物:288F7710尸王8	地图:H201	X:178	Y:155 
[2024/8/22 9:32:2] 物品:强效太阳水	怪物:288F7710尸王8	地图:H201	X:178	Y:155 
[2024/8/22 9:32:2] 物品:强效太阳水	怪物:288F7710尸王8	地图:H201	X:178	Y:155 
[2024/8/22 9:32:2] 物品:强效太阳水	怪物:288F7710尸王8	地图:H201	X:178	Y:155 
[2024/8/22 9:32:2] 物品:强效太阳水	怪物:288F7710尸王8	地图:H201	X:178	Y:155 
[2024/8/22 9:32:2] 物品:强效金创药	怪物:288F7710尸王8	地图:H201	X:178	Y:155 
[2024/8/22 9:32:2] 物品:强效金创药	怪物:288F7710尸王8	地图:H201	X:178	Y:155 
[2024/8/22 9:32:2] 物品:强效魔法药	怪物:288F7710尸王8	地图:H201	X:178	Y:155 
[2024/8/22 9:32:2] 物品:强效魔法药	怪物:288F7710尸王8	地图:H201	X:178	Y:155 
[2024/8/22 9:32:2] 物品:黑色水晶戒指	怪物:288F7710尸王8	地图:H201	X:178	Y:155 
[2024/8/22 9:32:2] 物品:蛇眼戒指	怪物:288F7710尸王8	地图:H201	X:178	Y:155 
[2024/8/22 9:32:2] 物品:道德戒指	怪物:288F7710尸王8	地图:H201	X:178	Y:155 
[2024/8/22 9:32:2] 物品:黑檀手镯	怪物:288F7710尸王8	地图:H201	X:178	Y:155 
