[2024/8/18 2:0:0] 物品:黑檀手镯	怪物:279A7AD0牛魔侍卫8	地图:H010	X:373	Y:227 
[2024/8/18 2:33:44] 物品:魔力手镯	怪物:1C83CB20尸王8	地图:H201	X:98	Y:96 
[2024/8/18 2:33:45] 物品:强效太阳水	怪物:194472E0牛魔祭司0	地图:H010	X:241	Y:327 
[2024/8/18 2:33:45] 物品:太阳水	怪物:194472E0牛魔祭司0	地图:H010	X:241	Y:327 
[2024/8/18 2:33:45] 物品:太阳水	怪物:194472E0牛魔祭司0	地图:H010	X:241	Y:327 
[2024/8/18 2:33:47] 物品:强效太阳水	怪物:30D24E90牛魔祭司8	地图:H010	X:241	Y:328 
[2024/8/18 2:33:47] 物品:强效魔法药	怪物:30D24E90牛魔祭司8	地图:H010	X:241	Y:328 
[2024/8/18 2:33:47] 物品:辟邪手镯	怪物:30D24E90牛魔祭司8	地图:H010	X:241	Y:328 
[2024/8/18 2:33:47] 物品:竹笛	怪物:30D24E90牛魔祭司8	地图:H010	X:241	Y:328 
[2024/8/18 2:33:50] 物品:强效太阳水	怪物:2B3E00E0牛魔将军8	地图:H010	X:241	Y:326 
[2024/8/18 2:33:50] 物品:金创药(中量)	怪物:2E01EAF0骷髅战将	地图:D002	X:189	Y:197 
[2024/8/18 2:33:52] 物品:强效太阳水	怪物:29C67FB0尸王8	地图:H201	X:98	Y:97 
[2024/8/18 2:33:52] 物品:强效太阳水	怪物:29C67FB0尸王8	地图:H201	X:98	Y:97 
[2024/8/18 2:33:52] 物品:强效太阳水	怪物:29C67FB0尸王8	地图:H201	X:98	Y:97 
[2024/8/18 2:33:52] 物品:强效太阳水	怪物:29C67FB0尸王8	地图:H201	X:98	Y:97 
[2024/8/18 2:33:52] 物品:强效太阳水	怪物:29C67FB0尸王8	地图:H201	X:98	Y:97 
[2024/8/18 2:33:52] 物品:强效金创药	怪物:29C67FB0尸王8	地图:H201	X:98	Y:97 
[2024/8/18 2:33:52] 物品:强效金创药	怪物:29C67FB0尸王8	地图:H201	X:98	Y:97 
[2024/8/18 2:33:52] 物品:强效魔法药	怪物:29C67FB0尸王8	地图:H201	X:98	Y:97 
[2024/8/18 2:33:52] 物品:强效魔法药	怪物:29C67FB0尸王8	地图:H201	X:98	Y:97 
[2024/8/18 2:33:52] 物品:黑色水晶戒指	怪物:29C67FB0尸王8	地图:H201	X:98	Y:97 
[2024/8/18 2:33:52] 物品:生铁戒指	怪物:29C67FB0尸王8	地图:H201	X:98	Y:97 
[2024/8/18 2:33:52] 物品:黑檀手镯	怪物:29C67FB0尸王8	地图:H201	X:98	Y:97 
[2024/8/18 2:33:57] 物品:金创药(小量)	怪物:2DB8AC10僵尸5	地图:H201	X:54	Y:144 
[2024/8/18 2:33:59] 物品:金创药(小量)	怪物:1E75F0B0僵尸5	地图:H201	X:54	Y:144 
[2024/8/18 2:34:3] 物品:魅力戒指	怪物:291577C0牛魔侍卫8	地图:H010	X:236	Y:328 
[2024/8/18 2:34:5] 物品:强效太阳水	怪物:19722E00尸王8	地图:H201	X:95	Y:102 
[2024/8/18 2:34:5] 物品:强效太阳水	怪物:19722E00尸王8	地图:H201	X:95	Y:102 
[2024/8/18 2:34:5] 物品:强效太阳水	怪物:19722E00尸王8	地图:H201	X:95	Y:102 
[2024/8/18 2:34:5] 物品:强效太阳水	怪物:19722E00尸王8	地图:H201	X:95	Y:102 
[2024/8/18 2:34:5] 物品:强效太阳水	怪物:19722E00尸王8	地图:H201	X:95	Y:102 
[2024/8/18 2:34:5] 物品:强效金创药	怪物:19722E00尸王8	地图:H201	X:95	Y:102 
[2024/8/18 2:34:5] 物品:强效金创药	怪物:19722E00尸王8	地图:H201	X:95	Y:102 
[2024/8/18 2:34:5] 物品:强效魔法药	怪物:19722E00尸王8	地图:H201	X:95	Y:102 
[2024/8/18 2:34:5] 物品:强效魔法药	怪物:19722E00尸王8	地图:H201	X:95	Y:102 
[2024/8/18 2:34:5] 物品:生铁戒指	怪物:19722E00尸王8	地图:H201	X:95	Y:102 
[2024/8/18 2:34:5] 物品:魅力戒指	怪物:19722E00尸王8	地图:H201	X:95	Y:102 
[2024/8/18 2:34:5] 物品:群体治疗术	怪物:19722E00尸王8	地图:H201	X:95	Y:102 
[2024/8/18 2:34:8] 物品:强效太阳水	怪物:1C4ECED0尸王8	地图:H201	X:55	Y:144 
[2024/8/18 2:34:8] 物品:强效太阳水	怪物:1C4ECED0尸王8	地图:H201	X:55	Y:144 
[2024/8/18 2:34:8] 物品:强效太阳水	怪物:1C4ECED0尸王8	地图:H201	X:55	Y:144 
[2024/8/18 2:34:8] 物品:强效太阳水	怪物:1C4ECED0尸王8	地图:H201	X:55	Y:144 
[2024/8/18 2:34:8] 物品:强效太阳水	怪物:1C4ECED0尸王8	地图:H201	X:55	Y:144 
[2024/8/18 2:34:8] 物品:强效金创药	怪物:1C4ECED0尸王8	地图:H201	X:55	Y:144 
[2024/8/18 2:34:8] 物品:强效金创药	怪物:1C4ECED0尸王8	地图:H201	X:55	Y:144 
[2024/8/18 2:34:8] 物品:强效魔法药	怪物:1C4ECED0尸王8	地图:H201	X:55	Y:144 
[2024/8/18 2:34:8] 物品:强效魔法药	怪物:1C4ECED0尸王8	地图:H201	X:55	Y:144 
[2024/8/18 2:34:8] 物品:死神手套	怪物:1C4ECED0尸王8	地图:H201	X:55	Y:144 
[2024/8/18 2:34:8] 物品:圣言术	怪物:1C4ECED0尸王8	地图:H201	X:55	Y:144 
[2024/8/18 2:34:10] 物品:降魔	怪物:308C8970牛魔法师8	地图:H010	X:232	Y:320 
[2024/8/18 2:34:11] 物品:太阳水	怪物:27757E50黑色恶蛆8	地图:H001	X:81	Y:115 
[2024/8/18 2:34:14] 物品:强效太阳水	怪物:1CB6FA90尸王8	地图:H201	X:53	Y:143 
[2024/8/18 2:34:14] 物品:强效太阳水	怪物:1CB6FA90尸王8	地图:H201	X:53	Y:143 
[2024/8/18 2:34:14] 物品:强效太阳水	怪物:1CB6FA90尸王8	地图:H201	X:53	Y:143 
[2024/8/18 2:34:14] 物品:强效太阳水	怪物:1CB6FA90尸王8	地图:H201	X:53	Y:143 
[2024/8/18 2:34:14] 物品:强效太阳水	怪物:1CB6FA90尸王8	地图:H201	X:53	Y:143 
[2024/8/18 2:34:14] 物品:强效金创药	怪物:1CB6FA90尸王8	地图:H201	X:53	Y:143 
[2024/8/18 2:34:14] 物品:强效金创药	怪物:1CB6FA90尸王8	地图:H201	X:53	Y:143 
[2024/8/18 2:34:14] 物品:强效魔法药	怪物:1CB6FA90尸王8	地图:H201	X:53	Y:143 
[2024/8/18 2:34:14] 物品:强效魔法药	怪物:1CB6FA90尸王8	地图:H201	X:53	Y:143 
[2024/8/18 2:34:15] 物品:强效太阳水	怪物:2F388200牛魔祭司8	地图:H010	X:233	Y:320 
[2024/8/18 2:34:15] 物品:强效太阳水	怪物:2F388200牛魔祭司8	地图:H010	X:233	Y:320 
[2024/8/18 2:34:15] 物品:强效魔法药	怪物:2F388200牛魔祭司8	地图:H010	X:233	Y:320 
[2024/8/18 2:34:18] 物品:降魔	怪物:0DBB28C0牛魔法师8	地图:H010	X:233	Y:319 
[2024/8/18 2:34:18] 物品:偃月	怪物:0DBB28C0牛魔法师8	地图:H010	X:233	Y:319 
[2024/8/18 2:34:20] 物品:神圣战甲术	怪物:29E89830恶灵尸王	地图:H201	X:54	Y:144 
[2024/8/18 2:34:20] 物品:火墙	怪物:29E89830恶灵尸王	地图:H201	X:54	Y:144 
[2024/8/18 2:34:20] 物品:隐身术	怪物:29E89830恶灵尸王	地图:H201	X:54	Y:144 
[2024/8/18 2:34:20] 物品:灵魂火符	怪物:29E89830恶灵尸王	地图:H201	X:54	Y:144 
[2024/8/18 2:34:20] 物品:地狱火	怪物:29E89830恶灵尸王	地图:H201	X:54	Y:144 
[2024/8/18 2:34:21] 物品:金创药(小量)	怪物:190CE2B0僵尸4	地图:H201	X:95	Y:100 
[2024/8/18 2:34:25] 物品:强效太阳水	怪物:2B457380牛魔将军8	地图:H010	X:236	Y:320 
[2024/8/18 2:34:25] 物品:太阳水	怪物:2B457380牛魔将军8	地图:H010	X:236	Y:320 
[2024/8/18 2:34:25] 物品:蓝翡翠项链	怪物:2B457380牛魔将军8	地图:H010	X:236	Y:320 
[2024/8/18 2:34:31] 物品:强效太阳水	怪物:2DC67010尸王8	地图:H201	X:93	Y:102 
[2024/8/18 2:34:31] 物品:强效太阳水	怪物:2DC67010尸王8	地图:H201	X:93	Y:102 
[2024/8/18 2:34:31] 物品:强效太阳水	怪物:2DC67010尸王8	地图:H201	X:93	Y:102 
[2024/8/18 2:34:31] 物品:强效太阳水	怪物:2DC67010尸王8	地图:H201	X:93	Y:102 
[2024/8/18 2:34:31] 物品:强效太阳水	怪物:2DC67010尸王8	地图:H201	X:93	Y:102 
[2024/8/18 2:34:31] 物品:强效金创药	怪物:2DC67010尸王8	地图:H201	X:93	Y:102 
[2024/8/18 2:34:31] 物品:强效金创药	怪物:2DC67010尸王8	地图:H201	X:93	Y:102 
[2024/8/18 2:34:31] 物品:强效魔法药	怪物:2DC67010尸王8	地图:H201	X:93	Y:102 
[2024/8/18 2:34:31] 物品:强效魔法药	怪物:2DC67010尸王8	地图:H201	X:93	Y:102 
[2024/8/18 2:34:31] 物品:生铁戒指	怪物:2DC67010尸王8	地图:H201	X:93	Y:102 
[2024/8/18 2:34:31] 物品:凝霜	怪物:2DC67010尸王8	地图:H201	X:93	Y:102 
[2024/8/18 2:34:31] 物品:黑檀手镯	怪物:2DC67010尸王8	地图:H201	X:93	Y:102 
[2024/8/18 2:34:37] 物品:太阳水	怪物:2E79FCA0恶灵尸王	地图:H201	X:48	Y:151 
[2024/8/18 2:34:37] 物品:隐身术	怪物:2E79FCA0恶灵尸王	地图:H201	X:48	Y:151 
[2024/8/18 2:34:37] 物品:施毒术	怪物:2E79FCA0恶灵尸王	地图:H201	X:48	Y:151 
[2024/8/18 2:34:41] 物品:回城卷	怪物:30316BD0山洞蝙蝠	地图:D002	X:172	Y:202 
[2024/8/18 2:34:42] 物品:抗拒火环	怪物:27A283B0僵尸40	地图:H201	X:48	Y:151 
[2024/8/18 2:34:42] 物品:精神力战法	怪物:27A283B0僵尸40	地图:H201	X:48	Y:151 
[2024/8/18 2:34:42] 物品:火球术	怪物:27A283B0僵尸40	地图:H201	X:48	Y:151 
[2024/8/18 2:34:42] 物品:治愈术	怪物:27A283B0僵尸40	地图:H201	X:48	Y:151 
[2024/8/18 2:34:42] 物品:基本剑术	怪物:27A283B0僵尸40	地图:H201	X:48	Y:151 
[2024/8/18 2:34:42] 物品:重盔甲(男)	怪物:2379FC40跳跳蜂8	地图:H001	X:77	Y:116 
[2024/8/18 2:34:48] 物品:金创药(小量)	怪物:2893B320山洞蝙蝠	地图:D002	X:168	Y:205 
[2024/8/18 2:34:51] 物品:金创药(小量)	怪物:237C3D20僵尸4	地图:H201	X:50	Y:152 
[2024/8/18 2:34:51] 物品:魔法力药水	怪物:237C3D20僵尸4	地图:H201	X:50	Y:152 
[2024/8/18 2:34:52] 物品:攻杀剑术	怪物:27A283B0僵尸40	地图:H201	X:48	Y:151 
[2024/8/18 2:34:52] 物品:灵魂火符	怪物:27A283B0僵尸40	地图:H201	X:48	Y:151 
[2024/8/18 2:34:52] 物品:雷电术	怪物:27A283B0僵尸40	地图:H201	X:48	Y:151 
[2024/8/18 2:34:52] 物品:抗拒火环	怪物:27A283B0僵尸40	地图:H201	X:48	Y:151 
[2024/8/18 2:34:52] 物品:精神力战法	怪物:27A283B0僵尸40	地图:H201	X:48	Y:151 
[2024/8/18 2:34:52] 物品:火球术	怪物:27A283B0僵尸40	地图:H201	X:48	Y:151 
[2024/8/18 2:34:52] 物品:治愈术	怪物:27A283B0僵尸40	地图:H201	X:48	Y:151 
[2024/8/18 2:34:52] 物品:基本剑术	怪物:27A283B0僵尸40	地图:H201	X:48	Y:151 
[2024/8/18 2:34:52] 物品:凌风	怪物:27A283B0僵尸40	地图:H201	X:48	Y:151 
[2024/8/18 2:34:52] 物品:青铜斧	怪物:27A283B0僵尸40	地图:H201	X:48	Y:151 
[2024/8/18 2:34:53] 物品:集体隐身术	怪物:1C31A1F0恶灵尸王	地图:H201	X:49	Y:152 
[2024/8/18 2:34:53] 物品:隐身术	怪物:1C31A1F0恶灵尸王	地图:H201	X:49	Y:152 
[2024/8/18 2:34:53] 物品:攻杀剑术	怪物:1C31A1F0恶灵尸王	地图:H201	X:49	Y:152 
[2024/8/18 2:34:53] 物品:诱惑之光	怪物:1C31A1F0恶灵尸王	地图:H201	X:49	Y:152 
[2024/8/18 2:34:53] 物品:地狱火	怪物:1C31A1F0恶灵尸王	地图:H201	X:49	Y:152 
[2024/8/18 2:34:53] 物品:大火球	怪物:1C31A1F0恶灵尸王	地图:H201	X:49	Y:152 
[2024/8/18 2:34:53] 物品:瞬息移动	怪物:1C31A1F0恶灵尸王	地图:H201	X:49	Y:152 
[2024/8/18 2:34:53] 物品:强效太阳水	怪物:2A251D50尸王8	地图:H201	X:87	Y:108 
[2024/8/18 2:34:53] 物品:强效太阳水	怪物:2A251D50尸王8	地图:H201	X:87	Y:108 
[2024/8/18 2:34:53] 物品:强效太阳水	怪物:2A251D50尸王8	地图:H201	X:87	Y:108 
[2024/8/18 2:34:53] 物品:强效太阳水	怪物:2A251D50尸王8	地图:H201	X:87	Y:108 
[2024/8/18 2:34:53] 物品:强效太阳水	怪物:2A251D50尸王8	地图:H201	X:87	Y:108 
[2024/8/18 2:34:53] 物品:强效金创药	怪物:2A251D50尸王8	地图:H201	X:87	Y:108 
[2024/8/18 2:34:53] 物品:强效金创药	怪物:2A251D50尸王8	地图:H201	X:87	Y:108 
[2024/8/18 2:34:53] 物品:强效魔法药	怪物:2A251D50尸王8	地图:H201	X:87	Y:108 
[2024/8/18 2:34:53] 物品:强效魔法药	怪物:2A251D50尸王8	地图:H201	X:87	Y:108 
[2024/8/18 2:34:53] 物品:魔力手镯	怪物:2A251D50尸王8	地图:H201	X:87	Y:108 
[2024/8/18 2:34:55] 物品:精神力药水	怪物:22397770僵尸5	地图:H201	X:50	Y:151 
[2024/8/18 2:34:57] 物品:魔法药(中量)	怪物:1A61ECF0骷髅战将	地图:D002	X:167	Y:201 
[2024/8/18 2:35:0] 物品:攻杀剑术	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:瞬息移动	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:地狱火	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:抗拒火环	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:精神力战法	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:火球术	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:治愈术	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:基本剑术	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:八荒	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:半月	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:海魂	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:凤凰明珠	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:魔力手镯	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:灯笼项链	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:铁剑	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:短剑	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:轻型盔甲(男)	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:轻型盔甲(女)	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:青铜斧	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:黑檀项链	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:黄色水晶项链	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:黑色水晶项链	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:青铜头盔	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:金创药(小量)	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:金创药(小量)	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:金创药(小量)	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:金创药(小量)	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:魔法药(小量)	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:魔法药(小量)	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:魔法药(小量)	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:0] 物品:魔法药(小量)	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:151 
[2024/8/18 2:35:1] 物品:金创药(小量)	怪物:1F07E0B0僵尸4	地图:H201	X:87	Y:108 
[2024/8/18 2:35:1] 物品:强效太阳水	怪物:1832FCE0尸王8	地图:H201	X:88	Y:108 
[2024/8/18 2:35:1] 物品:强效太阳水	怪物:1832FCE0尸王8	地图:H201	X:88	Y:108 
[2024/8/18 2:35:1] 物品:强效太阳水	怪物:1832FCE0尸王8	地图:H201	X:88	Y:108 
[2024/8/18 2:35:1] 物品:强效太阳水	怪物:1832FCE0尸王8	地图:H201	X:88	Y:108 
[2024/8/18 2:35:1] 物品:强效太阳水	怪物:1832FCE0尸王8	地图:H201	X:88	Y:108 
[2024/8/18 2:35:1] 物品:强效金创药	怪物:1832FCE0尸王8	地图:H201	X:88	Y:108 
[2024/8/18 2:35:1] 物品:强效金创药	怪物:1832FCE0尸王8	地图:H201	X:88	Y:108 
[2024/8/18 2:35:1] 物品:强效魔法药	怪物:1832FCE0尸王8	地图:H201	X:88	Y:108 
[2024/8/18 2:35:1] 物品:强效魔法药	怪物:1832FCE0尸王8	地图:H201	X:88	Y:108 
[2024/8/18 2:35:1] 物品:蛇眼戒指	怪物:1832FCE0尸王8	地图:H201	X:88	Y:108 
[2024/8/18 2:35:1] 物品:黑檀手镯	怪物:1832FCE0尸王8	地图:H201	X:88	Y:108 
[2024/8/18 2:35:1] 物品:魔力手镯	怪物:1832FCE0尸王8	地图:H201	X:88	Y:108 
[2024/8/18 2:35:1] 物品:圣言术	怪物:1832FCE0尸王8	地图:H201	X:88	Y:108 
[2024/8/18 2:35:2] 物品:轻型盔甲(女)	怪物:31A21640骷髅	地图:D002	X:170	Y:209 
[2024/8/18 2:35:3] 物品:强效太阳水	怪物:2B9F86C0牛魔祭司0	地图:H010	X:209	Y:322 
[2024/8/18 2:35:3] 物品:强效太阳水	怪物:2B9F86C0牛魔祭司0	地图:H010	X:209	Y:322 
[2024/8/18 2:35:3] 物品:太阳水	怪物:2B9F86C0牛魔祭司0	地图:H010	X:209	Y:322 
[2024/8/18 2:35:3] 物品:太阳水	怪物:2B9F86C0牛魔祭司0	地图:H010	X:209	Y:322 
[2024/8/18 2:35:3] 物品:太阳水	怪物:2B9F86C0牛魔祭司0	地图:H010	X:209	Y:322 
[2024/8/18 2:35:6] 物品:集体隐身术	怪物:29FFE610恶灵尸王	地图:H201	X:48	Y:152 
[2024/8/18 2:35:6] 物品:诱惑之光	怪物:29FFE610恶灵尸王	地图:H201	X:48	Y:152 
[2024/8/18 2:35:6] 物品:地狱火	怪物:29FFE610恶灵尸王	地图:H201	X:48	Y:152 
[2024/8/18 2:35:6] 物品:大火球	怪物:29FFE610恶灵尸王	地图:H201	X:48	Y:152 
[2024/8/18 2:35:6] 物品:召唤骷髅	怪物:29FFE610恶灵尸王	地图:H201	X:48	Y:152 
[2024/8/18 2:35:8] 物品:强效太阳水	怪物:28A63650牛魔祭司0	地图:H010	X:208	Y:320 
[2024/8/18 2:35:8] 物品:强效太阳水	怪物:28A63650牛魔祭司0	地图:H010	X:208	Y:320 
[2024/8/18 2:35:8] 物品:强效太阳水	怪物:28A63650牛魔祭司0	地图:H010	X:208	Y:320 
[2024/8/18 2:35:8] 物品:太阳水	怪物:28A63650牛魔祭司0	地图:H010	X:208	Y:320 
[2024/8/18 2:35:8] 物品:太阳水	怪物:28A63650牛魔祭司0	地图:H010	X:208	Y:320 
[2024/8/18 2:35:8] 物品:太阳水	怪物:28A63650牛魔祭司0	地图:H010	X:208	Y:320 
[2024/8/18 2:35:8] 物品:太阳水	怪物:28A63650牛魔祭司0	地图:H010	X:208	Y:320 
[2024/8/18 2:35:13] 物品:爆裂火焰	怪物:2A6055A0恶灵尸王	地图:H201	X:49	Y:152 
[2024/8/18 2:35:13] 物品:魔法药(小量)	怪物:1EFDFD60僵尸4	地图:H201	X:89	Y:109 
[2024/8/18 2:35:14] 物品:隐身术	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:抗拒火环	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:精神力战法	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:火球术	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:治愈术	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:基本剑术	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:琥珀项链	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:凤凰明珠	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:坚固手套	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:魔力手镯	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:灯笼项链	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:铁剑	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:短剑	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:轻型盔甲(男)	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:轻型盔甲(女)	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:中型盔甲(女)	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:青铜斧	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:黑檀项链	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:黄色水晶项链	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:黑色水晶项链	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:青铜头盔	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:金创药(小量)	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:金创药(小量)	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:金创药(小量)	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:金创药(小量)	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:魔法药(小量)	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:魔法药(小量)	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:魔法药(小量)	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:14] 物品:魔法药(小量)	怪物:2F0D03E0僵尸50	地图:H201	X:50	Y:152 
[2024/8/18 2:35:17] 物品:黑檀项链	怪物:2A80E300骷髅战士0	地图:D002	X:176	Y:205 
[2024/8/18 2:35:17] 物品:金创药(中量)	怪物:2A80E300骷髅战士0	地图:D002	X:176	Y:205 
[2024/8/18 2:35:17] 物品:金创药(中量)	怪物:2A80E300骷髅战士0	地图:D002	X:176	Y:205 
[2024/8/18 2:35:17] 物品:金创药(中量)	怪物:2A80E300骷髅战士0	地图:D002	X:176	Y:205 
[2024/8/18 2:35:17] 物品:金创药(中量)	怪物:2A80E300骷髅战士0	地图:D002	X:176	Y:205 
[2024/8/18 2:35:17] 物品:魔法药(中量)	怪物:2A80E300骷髅战士0	地图:D002	X:176	Y:205 
[2024/8/18 2:35:17] 物品:魔法药(中量)	怪物:2A80E300骷髅战士0	地图:D002	X:176	Y:205 
[2024/8/18 2:35:17] 物品:魔法药(中量)	怪物:2A80E300骷髅战士0	地图:D002	X:176	Y:205 
[2024/8/18 2:35:17] 物品:魔法药(中量)	怪物:2A80E300骷髅战士0	地图:D002	X:176	Y:205 
[2024/8/18 2:35:20] 物品:强效太阳水	怪物:2A2932E0牛魔祭司0	地图:H010	X:202	Y:318 
[2024/8/18 2:35:20] 物品:强效太阳水	怪物:2A2932E0牛魔祭司0	地图:H010	X:202	Y:318 
[2024/8/18 2:35:20] 物品:太阳水	怪物:2A2932E0牛魔祭司0	地图:H010	X:202	Y:318 
[2024/8/18 2:35:20] 物品:灵魂战衣(女)	怪物:2A2932E0牛魔祭司0	地图:H010	X:202	Y:318 
[2024/8/18 2:35:20] 物品:魅力戒指	怪物:2A2932E0牛魔祭司0	地图:H010	X:202	Y:318 
[2024/8/18 2:35:24] 物品:爆裂火焰	怪物:2E0B9CF0恶灵尸王	地图:H201	X:56	Y:158 
[2024/8/18 2:35:24] 物品:隐身术	怪物:2E0B9CF0恶灵尸王	地图:H201	X:56	Y:158 
[2024/8/18 2:35:24] 物品:诱惑之光	怪物:2E0B9CF0恶灵尸王	地图:H201	X:56	Y:158 
[2024/8/18 2:35:24] 物品:大火球	怪物:2E0B9CF0恶灵尸王	地图:H201	X:56	Y:158 
[2024/8/18 2:35:28] 物品:强效太阳水	怪物:2B4D8870牛魔祭司8	地图:H010	X:204	Y:313 
[2024/8/18 2:35:28] 物品:强效太阳水	怪物:2B4D8870牛魔祭司8	地图:H010	X:204	Y:313 
[2024/8/18 2:35:28] 物品:强效太阳水	怪物:2B4D8870牛魔祭司8	地图:H010	X:204	Y:313 
[2024/8/18 2:35:28] 物品:魔法长袍(男)	怪物:2B4D8870牛魔祭司8	地图:H010	X:204	Y:313 
