[2024/8/20 9:0:1] 物品:海魂	怪物:18800A80祖玛卫士8	地图:H204	X:36	Y:23 
[2024/8/20 9:36:28] 物品:地狱火	怪物:2DA963D0僵尸10	地图:H201	X:93	Y:93 
[2024/8/20 9:36:43] 物品:太阳水	怪物:28EA2E20恶灵尸王	地图:H201	X:108	Y:87 
[2024/8/20 9:36:43] 物品:疾光电影	怪物:28EA2E20恶灵尸王	地图:H201	X:108	Y:87 
[2024/8/20 9:36:43] 物品:火墙	怪物:28EA2E20恶灵尸王	地图:H201	X:108	Y:87 
[2024/8/20 9:36:43] 物品:幽灵盾	怪物:28EA2E20恶灵尸王	地图:H201	X:108	Y:87 
[2024/8/20 9:36:43] 物品:攻杀剑术	怪物:28EA2E20恶灵尸王	地图:H201	X:108	Y:87 
[2024/8/20 9:36:46] 物品:魔法药(小量)	怪物:1A7D8780僵尸5	地图:H201	X:106	Y:83 
[2024/8/20 9:36:53] 物品:魔法药(小量)	怪物:28BABF10僵尸4	地图:H201	X:108	Y:73 
[2024/8/20 9:36:56] 物品:召唤骷髅	怪物:1C37DDF0僵尸40	地图:H201	X:101	Y:68 
[2024/8/20 9:36:56] 物品:瞬息移动	怪物:1C37DDF0僵尸40	地图:H201	X:101	Y:68 
[2024/8/20 9:36:56] 物品:雷电术	怪物:1C37DDF0僵尸40	地图:H201	X:101	Y:68 
[2024/8/20 9:36:56] 物品:抗拒火环	怪物:1C37DDF0僵尸40	地图:H201	X:101	Y:68 
[2024/8/20 9:36:56] 物品:精神力战法	怪物:1C37DDF0僵尸40	地图:H201	X:101	Y:68 
[2024/8/20 9:36:56] 物品:火球术	怪物:1C37DDF0僵尸40	地图:H201	X:101	Y:68 
[2024/8/20 9:36:56] 物品:治愈术	怪物:1C37DDF0僵尸40	地图:H201	X:101	Y:68 
[2024/8/20 9:36:56] 物品:基本剑术	怪物:1C37DDF0僵尸40	地图:H201	X:101	Y:68 
[2024/8/20 9:36:56] 物品:金创药(小量)	怪物:1C37DDF0僵尸40	地图:H201	X:101	Y:68 
[2024/8/20 9:37:2] 物品:强效太阳水	怪物:234AAF00尸王8	地图:H201	X:99	Y:64 
[2024/8/20 9:37:2] 物品:强效太阳水	怪物:234AAF00尸王8	地图:H201	X:99	Y:64 
[2024/8/20 9:37:2] 物品:强效太阳水	怪物:234AAF00尸王8	地图:H201	X:99	Y:64 
[2024/8/20 9:37:2] 物品:强效太阳水	怪物:234AAF00尸王8	地图:H201	X:99	Y:64 
[2024/8/20 9:37:2] 物品:强效太阳水	怪物:234AAF00尸王8	地图:H201	X:99	Y:64 
[2024/8/20 9:37:2] 物品:强效金创药	怪物:234AAF00尸王8	地图:H201	X:99	Y:64 
[2024/8/20 9:37:2] 物品:强效金创药	怪物:234AAF00尸王8	地图:H201	X:99	Y:64 
[2024/8/20 9:37:2] 物品:强效魔法药	怪物:234AAF00尸王8	地图:H201	X:99	Y:64 
[2024/8/20 9:37:2] 物品:强效魔法药	怪物:234AAF00尸王8	地图:H201	X:99	Y:64 
[2024/8/20 9:37:2] 物品:黑檀手镯	怪物:234AAF00尸王8	地图:H201	X:99	Y:64 
[2024/8/20 9:37:3] 物品:金创药(小量)	怪物:0D97EB90僵尸4	地图:H201	X:100	Y:62 
[2024/8/20 9:37:8] 物品:瞬息移动	怪物:1C37DDF0僵尸40	地图:H201	X:102	Y:67 
[2024/8/20 9:37:8] 物品:地狱火	怪物:1C37DDF0僵尸40	地图:H201	X:102	Y:67 
[2024/8/20 9:37:8] 物品:抗拒火环	怪物:1C37DDF0僵尸40	地图:H201	X:102	Y:67 
[2024/8/20 9:37:8] 物品:精神力战法	怪物:1C37DDF0僵尸40	地图:H201	X:102	Y:67 
[2024/8/20 9:37:8] 物品:火球术	怪物:1C37DDF0僵尸40	地图:H201	X:102	Y:67 
[2024/8/20 9:37:8] 物品:治愈术	怪物:1C37DDF0僵尸40	地图:H201	X:102	Y:67 
[2024/8/20 9:37:8] 物品:基本剑术	怪物:1C37DDF0僵尸40	地图:H201	X:102	Y:67 
[2024/8/20 9:37:8] 物品:蓝色水晶戒指	怪物:1C37DDF0僵尸40	地图:H201	X:102	Y:67 
[2024/8/20 9:37:11] 物品:金创药(小量)	怪物:1C1BA730僵尸4	地图:H201	X:100	Y:64 
[2024/8/20 9:37:22] 物品:金创药(小量)	怪物:276D8BA0僵尸4	地图:H201	X:94	Y:54 
[2024/8/20 9:37:24] 物品:攻杀剑术	怪物:30183540僵尸40	地图:H201	X:96	Y:55 
[2024/8/20 9:37:24] 物品:抗拒火环	怪物:30183540僵尸40	地图:H201	X:96	Y:55 
[2024/8/20 9:37:24] 物品:精神力战法	怪物:30183540僵尸40	地图:H201	X:96	Y:55 
[2024/8/20 9:37:24] 物品:火球术	怪物:30183540僵尸40	地图:H201	X:96	Y:55 
[2024/8/20 9:37:24] 物品:治愈术	怪物:30183540僵尸40	地图:H201	X:96	Y:55 
[2024/8/20 9:37:24] 物品:基本剑术	怪物:30183540僵尸40	地图:H201	X:96	Y:55 
[2024/8/20 9:37:24] 物品:坚固手套	怪物:30183540僵尸40	地图:H201	X:96	Y:55 
[2024/8/20 9:37:24] 物品:灯笼项链	怪物:30183540僵尸40	地图:H201	X:96	Y:55 
[2024/8/20 9:37:24] 物品:金创药(小量)	怪物:30183540僵尸40	地图:H201	X:96	Y:55 
[2024/8/20 9:37:32] 物品:施毒术	怪物:30183540僵尸40	地图:H201	X:96	Y:55 
[2024/8/20 9:37:32] 物品:攻杀剑术	怪物:30183540僵尸40	地图:H201	X:96	Y:55 
[2024/8/20 9:37:32] 物品:召唤骷髅	怪物:30183540僵尸40	地图:H201	X:96	Y:55 
[2024/8/20 9:37:32] 物品:瞬息移动	怪物:30183540僵尸40	地图:H201	X:96	Y:55 
[2024/8/20 9:37:32] 物品:雷电术	怪物:30183540僵尸40	地图:H201	X:96	Y:55 
[2024/8/20 9:37:32] 物品:抗拒火环	怪物:30183540僵尸40	地图:H201	X:96	Y:55 
[2024/8/20 9:37:32] 物品:精神力战法	怪物:30183540僵尸40	地图:H201	X:96	Y:55 
[2024/8/20 9:37:32] 物品:火球术	怪物:30183540僵尸40	地图:H201	X:96	Y:55 
[2024/8/20 9:37:32] 物品:治愈术	怪物:30183540僵尸40	地图:H201	X:96	Y:55 
[2024/8/20 9:37:32] 物品:基本剑术	怪物:30183540僵尸40	地图:H201	X:96	Y:55 
[2024/8/20 9:37:32] 物品:黑檀项链	怪物:30183540僵尸40	地图:H201	X:96	Y:55 
[2024/8/20 9:37:32] 物品:黄色水晶项链	怪物:30183540僵尸40	地图:H201	X:96	Y:55 
[2024/8/20 9:37:48] 物品:瞬息移动	怪物:2B359F40僵尸40	地图:H201	X:101	Y:42 
[2024/8/20 9:37:48] 物品:抗拒火环	怪物:2B359F40僵尸40	地图:H201	X:101	Y:42 
[2024/8/20 9:37:48] 物品:精神力战法	怪物:2B359F40僵尸40	地图:H201	X:101	Y:42 
[2024/8/20 9:37:48] 物品:火球术	怪物:2B359F40僵尸40	地图:H201	X:101	Y:42 
[2024/8/20 9:37:48] 物品:治愈术	怪物:2B359F40僵尸40	地图:H201	X:101	Y:42 
[2024/8/20 9:37:48] 物品:基本剑术	怪物:2B359F40僵尸40	地图:H201	X:101	Y:42 
[2024/8/20 9:37:48] 物品:灯笼项链	怪物:2B359F40僵尸40	地图:H201	X:101	Y:42 
[2024/8/20 9:37:48] 物品:中型盔甲(女)	怪物:2B359F40僵尸40	地图:H201	X:101	Y:42 
[2024/8/20 9:37:48] 物品:魔法药(小量)	怪物:2B359F40僵尸40	地图:H201	X:101	Y:42 
[2024/8/20 9:37:51] 物品:强效太阳水	怪物:1F1DC8D0尸王8	地图:H201	X:100	Y:44 
[2024/8/20 9:37:51] 物品:强效太阳水	怪物:1F1DC8D0尸王8	地图:H201	X:100	Y:44 
[2024/8/20 9:37:51] 物品:强效太阳水	怪物:1F1DC8D0尸王8	地图:H201	X:100	Y:44 
[2024/8/20 9:37:51] 物品:强效太阳水	怪物:1F1DC8D0尸王8	地图:H201	X:100	Y:44 
[2024/8/20 9:37:51] 物品:强效太阳水	怪物:1F1DC8D0尸王8	地图:H201	X:100	Y:44 
[2024/8/20 9:37:51] 物品:强效金创药	怪物:1F1DC8D0尸王8	地图:H201	X:100	Y:44 
[2024/8/20 9:37:51] 物品:强效金创药	怪物:1F1DC8D0尸王8	地图:H201	X:100	Y:44 
[2024/8/20 9:37:51] 物品:强效魔法药	怪物:1F1DC8D0尸王8	地图:H201	X:100	Y:44 
[2024/8/20 9:37:51] 物品:强效魔法药	怪物:1F1DC8D0尸王8	地图:H201	X:100	Y:44 
[2024/8/20 9:37:51] 物品:骷髅戒指	怪物:1F1DC8D0尸王8	地图:H201	X:100	Y:44 
[2024/8/20 9:37:51] 物品:珊瑚戒指	怪物:1F1DC8D0尸王8	地图:H201	X:100	Y:44 
[2024/8/20 9:37:51] 物品:凝霜	怪物:1F1DC8D0尸王8	地图:H201	X:100	Y:44 
[2024/8/20 9:37:51] 物品:蓝翡翠项链	怪物:1F1DC8D0尸王8	地图:H201	X:100	Y:44 
[2024/8/20 9:37:51] 物品:黑檀手镯	怪物:1F1DC8D0尸王8	地图:H201	X:100	Y:44 
[2024/8/20 9:38:12] 物品:战神油	怪物:05A892D0虎蛇	地图:2	X:490	Y:468 
[2024/8/20 9:38:12] 物品:金创药(小量)	怪物:2234D540僵尸4	地图:H201	X:84	Y:28 
[2024/8/20 9:38:14] 物品:强效太阳水	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:强效太阳水	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:强效太阳水	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:强效太阳水	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:强效太阳水	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:太阳水	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:太阳水	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:太阳水	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:太阳水	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:太阳水	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:太阳水	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:太阳水	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:太阳水	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:太阳水	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:太阳水	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:金创药(中量)	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:金创药(中量)	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:金创药(中量)	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:强效金创药	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:强效金创药	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:魔法药(中量)	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:魔法药(中量)	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:魔法药(中量)	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:强效魔法药	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:强效魔法药	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:黑色水晶戒指	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:道士手镯	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:黑檀手镯	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:魔力手镯	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:小手镯	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:灵魂火符	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:雷电术	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:诱惑之光	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:地狱火	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:大火球	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:抗拒火环	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:精神力战法	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:治愈术	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:基本剑术	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:14] 物品:火球术	怪物:1BFB4120尸王	地图:H201	X:85	Y:27 
[2024/8/20 9:38:16] 物品:集体隐身术	怪物:282E83B0僵尸1	地图:H201	X:88	Y:26 
[2024/8/20 9:38:44] 物品:魔法药(小量)	怪物:17C60CD0僵尸4	地图:H201	X:95	Y:18 
[2024/8/20 9:38:47] 物品:金创药(小量)	怪物:1996A1D0僵尸5	地图:H201	X:96	Y:19 
[2024/8/20 9:38:52] 物品:强效太阳水	怪物:27BB9B00尸王8	地图:H201	X:98	Y:19 
[2024/8/20 9:38:52] 物品:强效太阳水	怪物:27BB9B00尸王8	地图:H201	X:98	Y:19 
[2024/8/20 9:38:52] 物品:强效太阳水	怪物:27BB9B00尸王8	地图:H201	X:98	Y:19 
[2024/8/20 9:38:52] 物品:强效太阳水	怪物:27BB9B00尸王8	地图:H201	X:98	Y:19 
[2024/8/20 9:38:52] 物品:强效太阳水	怪物:27BB9B00尸王8	地图:H201	X:98	Y:19 
[2024/8/20 9:38:52] 物品:强效金创药	怪物:27BB9B00尸王8	地图:H201	X:98	Y:19 
[2024/8/20 9:38:52] 物品:强效金创药	怪物:27BB9B00尸王8	地图:H201	X:98	Y:19 
[2024/8/20 9:38:52] 物品:强效魔法药	怪物:27BB9B00尸王8	地图:H201	X:98	Y:19 
[2024/8/20 9:38:52] 物品:强效魔法药	怪物:27BB9B00尸王8	地图:H201	X:98	Y:19 
[2024/8/20 9:38:52] 物品:珍珠戒指	怪物:27BB9B00尸王8	地图:H201	X:98	Y:19 
[2024/8/20 9:38:52] 物品:黑檀手镯	怪物:27BB9B00尸王8	地图:H201	X:98	Y:19 
[2024/8/20 9:38:54] 物品:金创药(小量)	怪物:27E945B0僵尸4	地图:H201	X:98	Y:18 
[2024/8/20 9:39:7] 物品:金创药(小量)	怪物:031B79A0僵尸4	地图:H201	X:107	Y:16 
[2024/8/20 9:39:7] 物品:魔法药(小量)	怪物:031B79A0僵尸4	地图:H201	X:107	Y:16 
[2024/8/20 9:39:9] 物品:火球术	怪物:0587C5A0僵尸10	地图:H201	X:107	Y:17 
[2024/8/20 9:39:9] 物品:凤凰明珠	怪物:0587C5A0僵尸10	地图:H201	X:107	Y:17 
[2024/8/20 9:39:15] 物品:强效太阳水	怪物:280F3130尸王8	地图:H201	X:107	Y:15 
[2024/8/20 9:39:15] 物品:强效太阳水	怪物:280F3130尸王8	地图:H201	X:107	Y:15 
[2024/8/20 9:39:15] 物品:强效太阳水	怪物:280F3130尸王8	地图:H201	X:107	Y:15 
[2024/8/20 9:39:15] 物品:强效太阳水	怪物:280F3130尸王8	地图:H201	X:107	Y:15 
[2024/8/20 9:39:15] 物品:强效太阳水	怪物:280F3130尸王8	地图:H201	X:107	Y:15 
[2024/8/20 9:39:15] 物品:强效金创药	怪物:280F3130尸王8	地图:H201	X:107	Y:15 
[2024/8/20 9:39:15] 物品:强效金创药	怪物:280F3130尸王8	地图:H201	X:107	Y:15 
[2024/8/20 9:39:15] 物品:强效魔法药	怪物:280F3130尸王8	地图:H201	X:107	Y:15 
[2024/8/20 9:39:15] 物品:强效魔法药	怪物:280F3130尸王8	地图:H201	X:107	Y:15 
[2024/8/20 9:39:15] 物品:道德戒指	怪物:280F3130尸王8	地图:H201	X:107	Y:15 
[2024/8/20 9:39:15] 物品:蓝翡翠项链	怪物:280F3130尸王8	地图:H201	X:107	Y:15 
[2024/8/20 9:39:17] 物品:青铜斧	怪物:276789B0僵尸10	地图:H201	X:109	Y:18 
[2024/8/20 9:39:26] 物品:魔法药(小量)	怪物:1B55F930僵尸4	地图:H201	X:113	Y:15 
[2024/8/20 9:39:31] 物品:强效太阳水	怪物:1DF24DF0尸王8	地图:H201	X:113	Y:11 
[2024/8/20 9:39:31] 物品:强效太阳水	怪物:1DF24DF0尸王8	地图:H201	X:113	Y:11 
[2024/8/20 9:39:31] 物品:强效太阳水	怪物:1DF24DF0尸王8	地图:H201	X:113	Y:11 
[2024/8/20 9:39:31] 物品:强效太阳水	怪物:1DF24DF0尸王8	地图:H201	X:113	Y:11 
[2024/8/20 9:39:31] 物品:强效太阳水	怪物:1DF24DF0尸王8	地图:H201	X:113	Y:11 
[2024/8/20 9:39:31] 物品:强效金创药	怪物:1DF24DF0尸王8	地图:H201	X:113	Y:11 
[2024/8/20 9:39:31] 物品:强效金创药	怪物:1DF24DF0尸王8	地图:H201	X:113	Y:11 
[2024/8/20 9:39:31] 物品:强效魔法药	怪物:1DF24DF0尸王8	地图:H201	X:113	Y:11 
[2024/8/20 9:39:31] 物品:强效魔法药	怪物:1DF24DF0尸王8	地图:H201	X:113	Y:11 
[2024/8/20 9:39:31] 物品:魔力手镯	怪物:1DF24DF0尸王8	地图:H201	X:113	Y:11 
[2024/8/20 9:39:33] 物品:疾光电影	怪物:0D59AAB0僵尸1	地图:H201	X:114	Y:11 
[2024/8/20 9:39:33] 物品:地狱火	怪物:0D59AAB0僵尸1	地图:H201	X:114	Y:11 
[2024/8/20 9:39:39] 物品:金创药(小量)	怪物:2FB4E120僵尸4	地图:H201	X:118	Y:19 
[2024/8/20 9:39:42] 物品:隐身术	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:抗拒火环	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:精神力战法	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:火球术	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:治愈术	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:基本剑术	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:凌风	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:魔鬼项链	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:琥珀项链	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:凤凰明珠	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:魔力手镯	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:灯笼项链	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:铁剑	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:短剑	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:轻型盔甲(男)	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:轻型盔甲(女)	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:青铜斧	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:黑檀项链	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:黄色水晶项链	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:黑色水晶项链	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:青铜头盔	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:金创药(小量)	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:金创药(小量)	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:金创药(小量)	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:金创药(小量)	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:魔法药(小量)	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:魔法药(小量)	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:魔法药(小量)	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:39:42] 物品:魔法药(小量)	怪物:293BE420僵尸50	地图:H201	X:119	Y:19 
[2024/8/20 9:40:7] 物品:紫宝石矿	怪物:0D9067D0骷髅精灵8	地图:H001	X:43	Y:82 
[2024/8/20 9:40:9] 物品:强效太阳水	怪物:05A4F070尸王8	地图:H201	X:123	Y:24 
[2024/8/20 9:40:9] 物品:强效太阳水	怪物:05A4F070尸王8	地图:H201	X:123	Y:24 
[2024/8/20 9:40:9] 物品:强效太阳水	怪物:05A4F070尸王8	地图:H201	X:123	Y:24 
[2024/8/20 9:40:9] 物品:强效太阳水	怪物:05A4F070尸王8	地图:H201	X:123	Y:24 
[2024/8/20 9:40:9] 物品:强效太阳水	怪物:05A4F070尸王8	地图:H201	X:123	Y:24 
[2024/8/20 9:40:9] 物品:强效金创药	怪物:05A4F070尸王8	地图:H201	X:123	Y:24 
[2024/8/20 9:40:9] 物品:强效金创药	怪物:05A4F070尸王8	地图:H201	X:123	Y:24 
[2024/8/20 9:40:9] 物品:强效魔法药	怪物:05A4F070尸王8	地图:H201	X:123	Y:24 
[2024/8/20 9:40:9] 物品:强效魔法药	怪物:05A4F070尸王8	地图:H201	X:123	Y:24 
[2024/8/20 9:40:9] 物品:黑色水晶戒指	怪物:05A4F070尸王8	地图:H201	X:123	Y:24 
[2024/8/20 9:40:9] 物品:死神手套	怪物:05A4F070尸王8	地图:H201	X:123	Y:24 
[2024/8/20 9:40:9] 物品:凝霜	怪物:05A4F070尸王8	地图:H201	X:123	Y:24 
[2024/8/20 9:40:9] 物品:黑檀手镯	怪物:05A4F070尸王8	地图:H201	X:123	Y:24 
[2024/8/20 9:40:9] 物品:魔力手镯	怪物:05A4F070尸王8	地图:H201	X:123	Y:24 
[2024/8/20 9:40:11] 物品:金创药(小量)	怪物:29E5BC00僵尸5	地图:H201	X:122	Y:22 
[2024/8/20 9:40:11] 物品:基本剑术	怪物:2B4F2E00僵尸1	地图:H201	X:127	Y:26 
[2024/8/20 9:40:20] 物品:刺杀剑术	怪物:20B00B30僵尸1	地图:H201	X:134	Y:34 
[2024/8/20 9:40:20] 物品:瞬息移动	怪物:20B00B30僵尸1	地图:H201	X:134	Y:34 
[2024/8/20 9:40:35] 物品:金创药(小量)	怪物:2856EE60僵尸5	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:瞬息移动	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:诱惑之光	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:抗拒火环	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:精神力战法	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:火球术	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:治愈术	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:基本剑术	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:八荒	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:半月	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:蓝色水晶戒指	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:琥珀项链	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:坚固手套	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:铁剑	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:短剑	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:轻型盔甲(男)	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:轻型盔甲(女)	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:中型盔甲(女)	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:青铜斧	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:黑檀项链	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:黄色水晶项链	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:黑色水晶项链	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:青铜头盔	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:金创药(小量)	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:金创药(小量)	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:金创药(小量)	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:金创药(小量)	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:魔法药(小量)	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:魔法药(小量)	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:魔法药(小量)	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:40] 物品:魔法药(小量)	怪物:227EAB30僵尸50	地图:H201	X:142	Y:35 
[2024/8/20 9:40:45] 物品:强效太阳水	怪物:280F1B00恶灵尸王	地图:H201	X:142	Y:35 
[2024/8/20 9:40:45] 物品:火墙	怪物:280F1B00恶灵尸王	地图:H201	X:142	Y:35 
