[2024/8/19 8:0:11] 物品:瞬息移动	怪物:20AB5A50僵尸5	地图:H201	X:100	Y:58 
[2024/8/19 8:28:30] 物品:强效太阳水	怪物:0D9886E0尸王8	地图:H201	X:84	Y:109 
[2024/8/19 8:28:30] 物品:强效太阳水	怪物:0D9886E0尸王8	地图:H201	X:84	Y:109 
[2024/8/19 8:28:30] 物品:强效太阳水	怪物:0D9886E0尸王8	地图:H201	X:84	Y:109 
[2024/8/19 8:28:30] 物品:强效太阳水	怪物:0D9886E0尸王8	地图:H201	X:84	Y:109 
[2024/8/19 8:28:30] 物品:强效金创药	怪物:0D9886E0尸王8	地图:H201	X:84	Y:109 
[2024/8/19 8:28:30] 物品:强效金创药	怪物:0D9886E0尸王8	地图:H201	X:84	Y:109 
[2024/8/19 8:28:30] 物品:强效魔法药	怪物:0D9886E0尸王8	地图:H201	X:84	Y:109 
[2024/8/19 8:28:30] 物品:强效魔法药	怪物:0D9886E0尸王8	地图:H201	X:84	Y:109 
[2024/8/19 8:28:30] 物品:珊瑚戒指	怪物:0D9886E0尸王8	地图:H201	X:84	Y:109 
[2024/8/19 8:28:30] 物品:魅力戒指	怪物:0D9886E0尸王8	地图:H201	X:84	Y:109 
[2024/8/19 8:28:30] 物品:魔力手镯	怪物:0D9886E0尸王8	地图:H201	X:84	Y:109 
[2024/8/19 8:28:31] 物品:火球术	怪物:0D9801C0僵尸2	地图:D411	X:66	Y:85 
[2024/8/19 8:28:33] 物品:魔法长袍(女)	怪物:0D9F3610祖玛雕像	地图:H204	X:39	Y:39 
[2024/8/19 8:28:35] 物品:魔鬼项链	怪物:30FD26F0祖玛弓箭手8	地图:H204	X:51	Y:15 
[2024/8/19 8:28:35] 物品:灯笼项链	怪物:30FD26F0祖玛弓箭手8	地图:H204	X:51	Y:15 
[2024/8/19 8:28:35] 物品:魔力手镯	怪物:30FD26F0祖玛弓箭手8	地图:H204	X:51	Y:15 
[2024/8/19 8:28:36] 物品:太阳水	怪物:1EC874C0僵尸5	地图:H201	X:80	Y:97 
[2024/8/19 8:28:41] 物品:强效太阳水	怪物:17C564A0祖玛卫士	地图:H204	X:38	Y:39 
[2024/8/19 8:28:41] 物品:白色虎齿项链	怪物:17C564A0祖玛卫士	地图:H204	X:38	Y:39 
[2024/8/19 8:28:41] 物品:强效金创药	怪物:2F152390魔龙邪眼	地图:66	X:136	Y:245 
[2024/8/19 8:28:43] 物品:强效金创药	怪物:19319350魔龙破甲兵	地图:66	X:136	Y:244 
[2024/8/19 8:28:43] 物品:降妖除魔戒指	怪物:19319350魔龙破甲兵	地图:66	X:136	Y:244 
[2024/8/19 8:28:43] 物品:重盔甲(男)	怪物:19319350魔龙破甲兵	地图:66	X:136	Y:244 
[2024/8/19 8:28:47] 物品:魔法药(小量)	怪物:19CC3530僵尸5	地图:H201	X:76	Y:99 
[2024/8/19 8:28:47] 物品:金创药(中量)	怪物:050FC2E0祖玛雕像8	地图:H204	X:74	Y:26 
[2024/8/19 8:28:48] 物品:强效太阳水	怪物:1BD4E6B0尸王8	地图:H201	X:96	Y:41 
[2024/8/19 8:28:48] 物品:强效太阳水	怪物:1BD4E6B0尸王8	地图:H201	X:96	Y:41 
[2024/8/19 8:28:48] 物品:强效太阳水	怪物:1BD4E6B0尸王8	地图:H201	X:96	Y:41 
[2024/8/19 8:28:48] 物品:强效太阳水	怪物:1BD4E6B0尸王8	地图:H201	X:96	Y:41 
[2024/8/19 8:28:48] 物品:强效太阳水	怪物:1BD4E6B0尸王8	地图:H201	X:96	Y:41 
[2024/8/19 8:28:48] 物品:强效金创药	怪物:1BD4E6B0尸王8	地图:H201	X:96	Y:41 
[2024/8/19 8:28:48] 物品:强效金创药	怪物:1BD4E6B0尸王8	地图:H201	X:96	Y:41 
[2024/8/19 8:28:48] 物品:强效魔法药	怪物:1BD4E6B0尸王8	地图:H201	X:96	Y:41 
[2024/8/19 8:28:48] 物品:强效魔法药	怪物:1BD4E6B0尸王8	地图:H201	X:96	Y:41 
[2024/8/19 8:28:48] 物品:生铁戒指	怪物:1BD4E6B0尸王8	地图:H201	X:96	Y:41 
[2024/8/19 8:28:48] 物品:死神手套	怪物:1BD4E6B0尸王8	地图:H201	X:96	Y:41 
[2024/8/19 8:28:48] 物品:黑檀手镯	怪物:1BD4E6B0尸王8	地图:H201	X:96	Y:41 
[2024/8/19 8:28:48] 物品:魔力手镯	怪物:1BD4E6B0尸王8	地图:H201	X:96	Y:41 
[2024/8/19 8:28:48] 物品:地狱火	怪物:28706B30僵尸1	地图:H201	X:95	Y:40 
[2024/8/19 8:28:49] 物品:鹿皮靴	怪物:262E7150魔龙射手	地图:66	X:134	Y:233 
[2024/8/19 8:28:49] 物品:重盔甲(男)	怪物:262E7150魔龙射手	地图:66	X:134	Y:233 
[2024/8/19 8:28:50] 物品:金创药(小量)	怪物:2AD9CED0僵尸4	地图:H201	X:96	Y:37 
[2024/8/19 8:28:50] 物品:强效金创药	怪物:2E0087F0魔龙射手1	地图:66	X:135	Y:245 
[2024/8/19 8:28:50] 物品:铁腰带	怪物:2E0087F0魔龙射手1	地图:66	X:135	Y:245 
[2024/8/19 8:28:50] 物品:道士头盔	怪物:2E0087F0魔龙射手1	地图:66	X:135	Y:245 
[2024/8/19 8:28:52] 物品:施毒术	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:隐身术	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:大火球	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:抗拒火环	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:精神力战法	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:火球术	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:治愈术	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:基本剑术	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:凤凰明珠	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:铁剑	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:短剑	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:轻型盔甲(男)	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:轻型盔甲(女)	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:中型盔甲(女)	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:青铜斧	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:黑檀项链	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:黄色水晶项链	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:黑色水晶项链	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:青铜头盔	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:金创药(小量)	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:金创药(小量)	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:金创药(小量)	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:金创药(小量)	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:魔法药(小量)	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:魔法药(小量)	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:魔法药(小量)	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:52] 物品:魔法药(小量)	怪物:191FEEA0僵尸50	地图:H201	X:98	Y:38 
[2024/8/19 8:28:56] 物品:斗笠13号	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效太阳水	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效太阳水	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效太阳水	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效太阳水	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效太阳水	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效太阳水	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效太阳水	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效太阳水	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效太阳水	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效太阳水	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效太阳水	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效太阳水	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效太阳水	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效太阳水	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效太阳水	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效太阳水	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效太阳水	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效太阳水	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效太阳水	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效太阳水	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效金创药	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效金创药	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效金创药	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效金创药	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效金创药	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效金创药	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效金创药	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效金创药	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效金创药	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效金创药	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效魔法药	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效魔法药	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效魔法药	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效魔法药	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效魔法药	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效魔法药	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效魔法药	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效魔法药	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效魔法药	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:强效魔法药	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:攻击力药水	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:祖玛头像	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:绿色项链	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:辟邪手镯	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:重盔甲(女)	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:偃月	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:破魂	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:降魔	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:斩马刀	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:修罗	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:骷髅头盔	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:道士头盔	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:蓝翡翠项链	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:放大镜	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:竹笛	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:小手镯	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:魔法手镯	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:黑檀手镯	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:道士手镯	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:死神手套	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:金手镯	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:黑色水晶戒指	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:蛇眼戒指	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:珍珠戒指	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:金戒指	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:骷髅戒指	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:魅力戒指	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:道德戒指	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:降妖除魔戒指	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:珊瑚戒指	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:半月弯刀	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:56] 物品:圣言术	怪物:206D3610祖玛教主	地图:H204	X:37	Y:39 
[2024/8/19 8:28:57] 物品:强效魔法药	怪物:27995A60魔龙射手1	地图:66	X:137	Y:233 
[2024/8/19 8:28:57] 物品:太阳水	怪物:27995A60魔龙射手1	地图:66	X:137	Y:233 
[2024/8/19 8:28:59] 物品:强效金创药	怪物:1A133840祖玛弓箭手	地图:H204	X:41	Y:37 
[2024/8/19 8:28:59] 物品:蓝翡翠项链	怪物:1A133840祖玛弓箭手	地图:H204	X:41	Y:37 
[2024/8/19 8:28:59] 物品:强效金创药	怪物:1F11EB70魔龙破甲兵	地图:66	X:137	Y:235 
[2024/8/19 8:29:0] 物品:强效金创药	怪物:197EA0F0魔龙射手	地图:66	X:139	Y:242 
[2024/8/19 8:29:5] 物品:蓝翡翠项链	怪物:1C18E130魔龙射手	地图:66	X:136	Y:240 
[2024/8/19 8:29:6] 物品:强效太阳水	怪物:1DF65F40尸王8	地图:H201	X:92	Y:29 
[2024/8/19 8:29:6] 物品:强效太阳水	怪物:1DF65F40尸王8	地图:H201	X:92	Y:29 
[2024/8/19 8:29:6] 物品:强效太阳水	怪物:1DF65F40尸王8	地图:H201	X:92	Y:29 
[2024/8/19 8:29:6] 物品:强效太阳水	怪物:1DF65F40尸王8	地图:H201	X:92	Y:29 
[2024/8/19 8:29:6] 物品:强效太阳水	怪物:1DF65F40尸王8	地图:H201	X:92	Y:29 
[2024/8/19 8:29:6] 物品:强效金创药	怪物:1DF65F40尸王8	地图:H201	X:92	Y:29 
[2024/8/19 8:29:6] 物品:强效金创药	怪物:1DF65F40尸王8	地图:H201	X:92	Y:29 
[2024/8/19 8:29:6] 物品:强效魔法药	怪物:1DF65F40尸王8	地图:H201	X:92	Y:29 
[2024/8/19 8:29:6] 物品:强效魔法药	怪物:1DF65F40尸王8	地图:H201	X:92	Y:29 
[2024/8/19 8:29:6] 物品:珊瑚戒指	怪物:1DF65F40尸王8	地图:H201	X:92	Y:29 
[2024/8/19 8:29:6] 物品:魅力戒指	怪物:1DF65F40尸王8	地图:H201	X:92	Y:29 
[2024/8/19 8:29:6] 物品:地狱雷光	怪物:1DF65F40尸王8	地图:H201	X:92	Y:29 
[2024/8/19 8:29:13] 物品:施毒术	怪物:2D76BD60僵尸40	地图:H201	X:87	Y:26 
[2024/8/19 8:29:13] 物品:隐身术	怪物:2D76BD60僵尸40	地图:H201	X:87	Y:26 
[2024/8/19 8:29:13] 物品:抗拒火环	怪物:2D76BD60僵尸40	地图:H201	X:87	Y:26 
[2024/8/19 8:29:13] 物品:精神力战法	怪物:2D76BD60僵尸40	地图:H201	X:87	Y:26 
[2024/8/19 8:29:13] 物品:火球术	怪物:2D76BD60僵尸40	地图:H201	X:87	Y:26 
[2024/8/19 8:29:13] 物品:治愈术	怪物:2D76BD60僵尸40	地图:H201	X:87	Y:26 
[2024/8/19 8:29:13] 物品:基本剑术	怪物:2D76BD60僵尸40	地图:H201	X:87	Y:26 
[2024/8/19 8:29:13] 物品:中型盔甲(男)	怪物:2D76BD60僵尸40	地图:H201	X:87	Y:26 
[2024/8/19 8:29:13] 物品:黑色水晶项链	怪物:2D76BD60僵尸40	地图:H201	X:87	Y:26 
[2024/8/19 8:29:13] 物品:金创药(小量)	怪物:2D76BD60僵尸40	地图:H201	X:87	Y:26 
[2024/8/19 8:29:13] 物品:魔法药(小量)	怪物:2D76BD60僵尸40	地图:H201	X:87	Y:26 
[2024/8/19 8:29:15] 物品:蛇眼戒指	怪物:29DDDF80祖玛卫士	地图:H204	X:44	Y:41 
[2024/8/19 8:29:19] 物品:强效太阳水	怪物:052E63E0魔龙射手	地图:66	X:142	Y:238 
[2024/8/19 8:29:21] 物品:金创药(小量)	怪物:28005B20僵尸5	地图:H201	X:96	Y:38 
[2024/8/19 8:29:26] 物品:施毒术	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:地狱火	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:抗拒火环	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:精神力战法	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:火球术	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:治愈术	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:基本剑术	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:半月	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:海魂	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:灯笼项链	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:铁剑	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:短剑	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:轻型盔甲(男)	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:轻型盔甲(女)	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:青铜斧	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:黑檀项链	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:黄色水晶项链	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:黑色水晶项链	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:青铜头盔	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:金创药(小量)	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:金创药(小量)	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:金创药(小量)	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:金创药(小量)	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:魔法药(小量)	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:魔法药(小量)	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:魔法药(小量)	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:26] 物品:魔法药(小量)	怪物:191FEEA0僵尸50	地图:H201	X:97	Y:37 
[2024/8/19 8:29:28] 物品:金创药(小量)	怪物:0C2B8970僵尸5	地图:H201	X:100	Y:15 
[2024/8/19 8:29:29] 物品:骷髅头盔	怪物:2DE2A8E0魔龙邪眼	地图:66	X:141	Y:240 
[2024/8/19 8:29:29] 物品:布鞋	怪物:2DE2A8E0魔龙邪眼	地图:66	X:141	Y:240 
[2024/8/19 8:29:29] 物品:兽皮腰带	怪物:2DE2A8E0魔龙邪眼	地图:66	X:141	Y:240 
[2024/8/19 8:29:30] 物品:强效魔法药	怪物:17CDB010魔龙破甲兵	地图:66	X:143	Y:239 
[2024/8/19 8:29:30] 物品:强效金创药	怪物:17CDB010魔龙破甲兵	地图:66	X:143	Y:239 
[2024/8/19 8:29:30] 物品:道德戒指	怪物:17CDB010魔龙破甲兵	地图:66	X:143	Y:239 
[2024/8/19 8:29:31] 物品:金创药(小量)	怪物:2973A670僵尸4	地图:H201	X:96	Y:36 
[2024/8/19 8:29:32] 物品:金创药(小量)	怪物:2E0A5020僵尸5	地图:H201	X:105	Y:15 
[2024/8/19 8:29:33] 物品:金创药(中量)	怪物:1B57B4F0僵尸10	地图:H201	X:105	Y:16 
[2024/8/19 8:29:33] 物品:魔法药(中量)	怪物:1B57B4F0僵尸10	地图:H201	X:105	Y:16 
[2024/8/19 8:29:33] 物品:魔法药(中量)	怪物:1B57B4F0僵尸10	地图:H201	X:105	Y:16 
[2024/8/19 8:29:37] 物品:金创药(中量)	怪物:1A30FCE0僵尸2	地图:D411	X:50	Y:25 
[2024/8/19 8:29:38] 物品:灵魂火符	怪物:0D9D37C0僵尸10	地图:H201	X:105	Y:10 
[2024/8/19 8:29:38] 物品:金创药(中量)	怪物:0D9D37C0僵尸10	地图:H201	X:105	Y:10 
[2024/8/19 8:29:40] 物品:金创药(小量)	怪物:2E0A5020僵尸5	地图:H201	X:105	Y:15 
[2024/8/19 8:29:40] 物品:太阳水	怪物:2E0A5020僵尸5	地图:H201	X:105	Y:15 
[2024/8/19 8:29:48] 物品:强效金创药	怪物:29059F40魔龙刀兵	地图:66	X:147	Y:240 
[2024/8/19 8:29:50] 物品:金创药(小量)	怪物:1C2D67D0僵尸5	地图:H201	X:114	Y:16 
[2024/8/19 8:29:52] 物品:金创药(小量)	怪物:286E4200僵尸4	地图:H201	X:111	Y:15 
[2024/8/19 8:29:55] 物品:重盔甲(女)	怪物:2440DB20魔龙血蛙	地图:66	X:148	Y:241 
[2024/8/19 8:29:58] 物品:魅力戒指	怪物:1C2D2540祖玛卫士	地图:H204	X:47	Y:44 
[2024/8/19 8:30:6] 物品:强效太阳水	怪物:1920CC80尸王8	地图:H201	X:125	Y:24 
[2024/8/19 8:30:6] 物品:强效太阳水	怪物:1920CC80尸王8	地图:H201	X:125	Y:24 
[2024/8/19 8:30:6] 物品:强效太阳水	怪物:1920CC80尸王8	地图:H201	X:125	Y:24 
[2024/8/19 8:30:6] 物品:强效太阳水	怪物:1920CC80尸王8	地图:H201	X:125	Y:24 
[2024/8/19 8:30:6] 物品:强效太阳水	怪物:1920CC80尸王8	地图:H201	X:125	Y:24 
[2024/8/19 8:30:6] 物品:强效金创药	怪物:1920CC80尸王8	地图:H201	X:125	Y:24 
[2024/8/19 8:30:6] 物品:强效金创药	怪物:1920CC80尸王8	地图:H201	X:125	Y:24 
[2024/8/19 8:30:6] 物品:强效魔法药	怪物:1920CC80尸王8	地图:H201	X:125	Y:24 
[2024/8/19 8:30:6] 物品:强效魔法药	怪物:1920CC80尸王8	地图:H201	X:125	Y:24 
[2024/8/19 8:30:6] 物品:黑色水晶戒指	怪物:1920CC80尸王8	地图:H201	X:125	Y:24 
[2024/8/19 8:30:6] 物品:凝霜	怪物:1920CC80尸王8	地图:H201	X:125	Y:24 
[2024/8/19 8:30:6] 物品:蓝翡翠项链	怪物:1920CC80尸王8	地图:H201	X:125	Y:24 
[2024/8/19 8:30:6] 物品:黑檀手镯	怪物:1920CC80尸王8	地图:H201	X:125	Y:24 
[2024/8/19 8:30:8] 物品:强效太阳水	怪物:0394FAB0尸王8	地图:H201	X:125	Y:25 
[2024/8/19 8:30:8] 物品:强效太阳水	怪物:0394FAB0尸王8	地图:H201	X:125	Y:25 
[2024/8/19 8:30:8] 物品:强效太阳水	怪物:0394FAB0尸王8	地图:H201	X:125	Y:25 
[2024/8/19 8:30:8] 物品:强效太阳水	怪物:0394FAB0尸王8	地图:H201	X:125	Y:25 
[2024/8/19 8:30:8] 物品:强效太阳水	怪物:0394FAB0尸王8	地图:H201	X:125	Y:25 
