[2024/8/20 12:0:15] 物品:施毒术	怪物:2D5AC5A0僵尸1	地图:H201	X:104	Y:18 
[2024/8/20 12:33:6] 物品:强效魔法药	怪物:0D8BA0C0白野猪8	地图:H204	X:75	Y:24 
[2024/8/20 12:33:6] 物品:强效金创药	怪物:0D8BA0C0白野猪8	地图:H204	X:75	Y:24 
[2024/8/20 12:33:6] 物品:强效金创药	怪物:0D8BA0C0白野猪8	地图:H204	X:75	Y:24 
[2024/8/20 12:33:6] 物品:强效金创药	怪物:0D8BA0C0白野猪8	地图:H204	X:75	Y:24 
[2024/8/20 12:33:6] 物品:强效金创药	怪物:0D8BA0C0白野猪8	地图:H204	X:75	Y:24 
[2024/8/20 12:33:6] 物品:强效金创药	怪物:0D8BA0C0白野猪8	地图:H204	X:75	Y:24 
[2024/8/20 12:33:6] 物品:强效金创药	怪物:0D8BA0C0白野猪8	地图:H204	X:75	Y:24 
[2024/8/20 12:33:6] 物品:强效魔法药	怪物:0D8BA0C0白野猪8	地图:H204	X:75	Y:24 
[2024/8/20 12:33:6] 物品:强效魔法药	怪物:0D8BA0C0白野猪8	地图:H204	X:75	Y:24 
[2024/8/20 12:33:6] 物品:强效魔法药	怪物:0D8BA0C0白野猪8	地图:H204	X:75	Y:24 
[2024/8/20 12:33:6] 物品:强效魔法药	怪物:0D8BA0C0白野猪8	地图:H204	X:75	Y:24 
[2024/8/20 12:33:6] 物品:强效魔法药	怪物:0D8BA0C0白野猪8	地图:H204	X:75	Y:24 
[2024/8/20 12:33:6] 物品:强效魔法药	怪物:0D8BA0C0白野猪8	地图:H204	X:75	Y:24 
[2024/8/20 12:33:6] 物品:小手镯	怪物:0D8BA0C0白野猪8	地图:H204	X:75	Y:24 
[2024/8/20 12:33:8] 物品:金创药(小量)	怪物:18B07860僵尸4	地图:H201	X:52	Y:29 
[2024/8/20 12:33:9] 物品:金创药(小量)	怪物:28CD3130僵尸4	地图:H201	X:51	Y:29 
[2024/8/20 12:33:9] 物品:精神力战法	怪物:28CD3130僵尸4	地图:H201	X:51	Y:29 
[2024/8/20 12:33:11] 物品:攻击力药水	怪物:2DE104D0僵尸4	地图:H201	X:50	Y:34 
[2024/8/20 12:33:14] 物品:金创药(小量)	怪物:276A0D20僵尸4	地图:H201	X:51	Y:35 
[2024/8/20 12:33:16] 物品:治愈术	怪物:17C50BE0僵尸5	地图:H201	X:45	Y:30 
[2024/8/20 12:33:16] 物品:精神力药水	怪物:17C50BE0僵尸5	地图:H201	X:45	Y:30 
[2024/8/20 12:33:34] 物品:强效太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:疗伤药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:疗伤药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:疗伤药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:疗伤药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:疗伤药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:疗伤药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:疗伤药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:太阳水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:金创药(中量)	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:金创药(中量)	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效金创药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效金创药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效金创药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:魔法药(中量)	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:魔法药(中量)	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效魔法药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效魔法药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效魔法药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效金创药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效金创药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效金创药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效金创药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效金创药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效魔法药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效魔法药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效魔法药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效魔法药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:强效魔法药	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:精神力药水	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:虹魔项链	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:重盔甲(女)	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:灵魂战衣(男)	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:偃月	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:破魂	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:降魔	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:斩马刀	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:修罗	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:凝霜	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:骷髅头盔	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:道士头盔	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:蓝翡翠项链	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:放大镜	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:竹笛	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:小手镯	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:魔法手镯	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:黑檀手镯	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:道士手镯	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:死神手套	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:金手镯	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:黑色水晶戒指	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:蛇眼戒指	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:珍珠戒指	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:金戒指	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:骷髅戒指	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:魅力戒指	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:道德戒指	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:34] 物品:珊瑚戒指	怪物:21F19080虹魔教主8	地图:H204	X:76	Y:24 
[2024/8/20 12:33:38] 物品:强效太阳水	怪物:0572FF70尸王8	地图:H201	X:45	Y:25 
[2024/8/20 12:33:38] 物品:强效太阳水	怪物:0572FF70尸王8	地图:H201	X:45	Y:25 
[2024/8/20 12:33:38] 物品:强效太阳水	怪物:0572FF70尸王8	地图:H201	X:45	Y:25 
[2024/8/20 12:33:38] 物品:强效太阳水	怪物:0572FF70尸王8	地图:H201	X:45	Y:25 
[2024/8/20 12:33:38] 物品:强效太阳水	怪物:0572FF70尸王8	地图:H201	X:45	Y:25 
[2024/8/20 12:33:38] 物品:强效金创药	怪物:0572FF70尸王8	地图:H201	X:45	Y:25 
[2024/8/20 12:33:38] 物品:强效金创药	怪物:0572FF70尸王8	地图:H201	X:45	Y:25 
[2024/8/20 12:33:38] 物品:强效魔法药	怪物:0572FF70尸王8	地图:H201	X:45	Y:25 
[2024/8/20 12:33:38] 物品:强效魔法药	怪物:0572FF70尸王8	地图:H201	X:45	Y:25 
[2024/8/20 12:33:38] 物品:魔力手镯	怪物:0572FF70尸王8	地图:H201	X:45	Y:25 
[2024/8/20 12:33:39] 物品:强效太阳水	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:强效太阳水	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:强效太阳水	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:强效太阳水	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:强效太阳水	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:太阳水	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:太阳水	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:太阳水	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:太阳水	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:太阳水	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:太阳水	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:太阳水	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:太阳水	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:太阳水	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:太阳水	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:金创药(中量)	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:金创药(中量)	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:强效金创药	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:强效金创药	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:强效金创药	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:魔法药(中量)	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:魔法药(中量)	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:强效魔法药	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:强效魔法药	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:强效魔法药	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:珍珠戒指	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:39] 物品:召唤神兽	怪物:07BCF6E0沃玛卫士8	地图:H204	X:77	Y:26 
[2024/8/20 12:33:45] 物品:魔法药(小量)	怪物:05B1DA20僵尸4	地图:H201	X:43	Y:26 
[2024/8/20 12:33:52] 物品:强效太阳水	怪物:22A8ADC0尸王8	地图:H201	X:43	Y:27 
[2024/8/20 12:33:52] 物品:强效太阳水	怪物:22A8ADC0尸王8	地图:H201	X:43	Y:27 
[2024/8/20 12:33:52] 物品:强效太阳水	怪物:22A8ADC0尸王8	地图:H201	X:43	Y:27 
[2024/8/20 12:33:52] 物品:强效太阳水	怪物:22A8ADC0尸王8	地图:H201	X:43	Y:27 
[2024/8/20 12:33:52] 物品:强效太阳水	怪物:22A8ADC0尸王8	地图:H201	X:43	Y:27 
[2024/8/20 12:33:52] 物品:强效金创药	怪物:22A8ADC0尸王8	地图:H201	X:43	Y:27 
[2024/8/20 12:33:52] 物品:强效金创药	怪物:22A8ADC0尸王8	地图:H201	X:43	Y:27 
[2024/8/20 12:33:52] 物品:强效魔法药	怪物:22A8ADC0尸王8	地图:H201	X:43	Y:27 
[2024/8/20 12:33:52] 物品:强效魔法药	怪物:22A8ADC0尸王8	地图:H201	X:43	Y:27 
[2024/8/20 12:33:52] 物品:骷髅戒指	怪物:22A8ADC0尸王8	地图:H201	X:43	Y:27 
[2024/8/20 12:33:52] 物品:蛇眼戒指	怪物:22A8ADC0尸王8	地图:H201	X:43	Y:27 
[2024/8/20 12:33:52] 物品:道德戒指	怪物:22A8ADC0尸王8	地图:H201	X:43	Y:27 
[2024/8/20 12:33:52] 物品:黑檀手镯	怪物:22A8ADC0尸王8	地图:H201	X:43	Y:27 
[2024/8/20 12:33:52] 物品:魔力手镯	怪物:22A8ADC0尸王8	地图:H201	X:43	Y:27 
[2024/8/20 12:33:57] 物品:强效太阳水	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效太阳水	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效太阳水	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效太阳水	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效太阳水	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效太阳水	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效太阳水	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效太阳水	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效太阳水	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效太阳水	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效太阳水	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效太阳水	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效太阳水	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效太阳水	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效太阳水	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效太阳水	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效太阳水	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效太阳水	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效太阳水	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效太阳水	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效金创药	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效金创药	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效金创药	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效金创药	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效金创药	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效金创药	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效金创药	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效金创药	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效金创药	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效金创药	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效魔法药	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效魔法药	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效魔法药	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效魔法药	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效魔法药	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效魔法药	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效魔法药	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效魔法药	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效魔法药	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:强效魔法药	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:祝福油	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:龙纹剑	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:魔法长袍(男)	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:灵魂战衣(女)	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:偃月	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:破魂	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:降魔	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:斩马刀	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:修罗	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:骷髅头盔	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:道士头盔	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:蓝翡翠项链	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:放大镜	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:竹笛	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:小手镯	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:魔法手镯	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:黑檀手镯	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:道士手镯	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:死神手套	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:金手镯	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:黑色水晶戒指	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:蛇眼戒指	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:珍珠戒指	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:金戒指	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:骷髅戒指	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:魅力戒指	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:57] 物品:道德戒指	怪物:1BD6CED0黄泉教主8	地图:H204	X:78	Y:19 
[2024/8/20 12:33:59] 物品:强效太阳水	怪物:1D6275D0沃玛卫士8	地图:H204	X:78	Y:20 
[2024/8/20 12:33:59] 物品:强效太阳水	怪物:1D6275D0沃玛卫士8	地图:H204	X:78	Y:20 
[2024/8/20 12:33:59] 物品:强效太阳水	怪物:1D6275D0沃玛卫士8	地图:H204	X:78	Y:20 
[2024/8/20 12:33:59] 物品:强效太阳水	怪物:1D6275D0沃玛卫士8	地图:H204	X:78	Y:20 
[2024/8/20 12:33:59] 物品:强效太阳水	怪物:1D6275D0沃玛卫士8	地图:H204	X:78	Y:20 
[2024/8/20 12:33:59] 物品:太阳水	怪物:1D6275D0沃玛卫士8	地图:H204	X:78	Y:20 
[2024/8/20 12:33:59] 物品:太阳水	怪物:1D6275D0沃玛卫士8	地图:H204	X:78	Y:20 
[2024/8/20 12:33:59] 物品:太阳水	怪物:1D6275D0沃玛卫士8	地图:H204	X:78	Y:20 
[2024/8/20 12:33:59] 物品:太阳水	怪物:1D6275D0沃玛卫士8	地图:H204	X:78	Y:20 
[2024/8/20 12:33:59] 物品:太阳水	怪物:1D6275D0沃玛卫士8	地图:H204	X:78	Y:20 
[2024/8/20 12:33:59] 物品:太阳水	怪物:1D6275D0沃玛卫士8	地图:H204	X:78	Y:20 
[2024/8/20 12:33:59] 物品:太阳水	怪物:1D6275D0沃玛卫士8	地图:H204	X:78	Y:20 
[2024/8/20 12:33:59] 物品:太阳水	怪物:1D6275D0沃玛卫士8	地图:H204	X:78	Y:20 
[2024/8/20 12:33:59] 物品:太阳水	怪物:1D6275D0沃玛卫士8	地图:H204	X:78	Y:20 
[2024/8/20 12:33:59] 物品:太阳水	怪物:1D6275D0沃玛卫士8	地图:H204	X:78	Y:20 
[2024/8/20 12:33:59] 物品:金创药(中量)	怪物:1D6275D0沃玛卫士8	地图:H204	X:78	Y:20 
[2024/8/20 12:33:59] 物品:金创药(中量)	怪物:1D6275D0沃玛卫士8	地图:H204	X:78	Y:20 
[2024/8/20 12:33:59] 物品:强效金创药	怪物:1D6275D0沃玛卫士8	地图:H204	X:78	Y:20 
[2024/8/20 12:33:59] 物品:强效金创药	怪物:1D6275D0沃玛卫士8	地图:H204	X:78	Y:20 
[2024/8/20 12:33:59] 物品:强效金创药	怪物:1D6275D0沃玛卫士8	地图:H204	X:78	Y:20 
