[2024/8/20 3:0:0] 物品:白金项链	怪物:281FB9B0祖玛弓箭手8	地图:H204	X:20	Y:20 
[2024/8/20 3:31:36] 物品:强效金创药	怪物:2EDDB5B0沃玛卫士8	地图:H204	X:39	Y:39 
[2024/8/20 3:31:36] 物品:强效金创药	怪物:2EDDB5B0沃玛卫士8	地图:H204	X:39	Y:39 
[2024/8/20 3:31:36] 物品:魔法药(中量)	怪物:2EDDB5B0沃玛卫士8	地图:H204	X:39	Y:39 
[2024/8/20 3:31:36] 物品:魔法药(中量)	怪物:2EDDB5B0沃玛卫士8	地图:H204	X:39	Y:39 
[2024/8/20 3:31:36] 物品:强效魔法药	怪物:2EDDB5B0沃玛卫士8	地图:H204	X:39	Y:39 
[2024/8/20 3:31:36] 物品:强效魔法药	怪物:2EDDB5B0沃玛卫士8	地图:H204	X:39	Y:39 
[2024/8/20 3:31:36] 物品:强效魔法药	怪物:2EDDB5B0沃玛卫士8	地图:H204	X:39	Y:39 
[2024/8/20 3:31:36] 物品:红宝石戒指	怪物:2EDDB5B0沃玛卫士8	地图:H204	X:39	Y:39 
[2024/8/20 3:31:36] 物品:魔法盾	怪物:2EDDB5B0沃玛卫士8	地图:H204	X:39	Y:39 
[2024/8/20 3:31:36] 物品:神圣战甲术	怪物:2EDDB5B0沃玛卫士8	地图:H204	X:39	Y:39 
[2024/8/20 3:31:37] 物品:半月	怪物:2E780370祖玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 3:31:37] 物品:灯笼项链	怪物:2E780370祖玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 3:31:48] 物品:轻型盔甲(女)	怪物:1E394590黑色恶蛆	地图:D713	X:350	Y:246 
[2024/8/20 3:31:51] 物品:琥珀项链	怪物:17BBC0F0祖玛弓箭手8	地图:H204	X:45	Y:48 
[2024/8/20 3:31:53] 物品:强效太阳水	怪物:1A7489F0邪恶巨人0	地图:D2001A	X:138	Y:79 
[2024/8/20 3:31:53] 物品:强效太阳水	怪物:1A7489F0邪恶巨人0	地图:D2001A	X:138	Y:79 
[2024/8/20 3:31:59] 物品:强效太阳水	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效太阳水	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效太阳水	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效太阳水	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效太阳水	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效太阳水	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效太阳水	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效太阳水	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效太阳水	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效太阳水	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:太阳水	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:太阳水	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:太阳水	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:太阳水	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:太阳水	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:太阳水	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:太阳水	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:太阳水	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:太阳水	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:太阳水	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效金创药	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效金创药	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效金创药	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效金创药	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效金创药	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效金创药	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效金创药	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效金创药	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效金创药	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效金创药	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效魔法药	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效魔法药	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效魔法药	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效魔法药	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效魔法药	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效魔法药	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效魔法药	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效魔法药	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效魔法药	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:31:59] 物品:强效魔法药	怪物:039CC490虹魔蝎卫8	地图:H204	X:45	Y:49 
[2024/8/20 3:32:4] 物品:强效太阳水	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效太阳水	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效太阳水	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效太阳水	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效太阳水	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效太阳水	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效太阳水	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效太阳水	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效太阳水	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效太阳水	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:太阳水	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:太阳水	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:太阳水	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:太阳水	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:太阳水	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:太阳水	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:太阳水	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:太阳水	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:太阳水	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:太阳水	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效金创药	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效金创药	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效金创药	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效金创药	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效金创药	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效金创药	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效金创药	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效金创药	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效金创药	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效金创药	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效魔法药	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效魔法药	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效魔法药	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效魔法药	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效魔法药	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效魔法药	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效魔法药	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效魔法药	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效魔法药	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:强效魔法药	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:4] 物品:竹笛	怪物:266A9D10虹魔蝎卫8	地图:H204	X:47	Y:48 
[2024/8/20 3:32:9] 物品:灵魂战衣(女)	怪物:19D79100祖玛雕像8	地图:H204	X:48	Y:50 
[2024/8/20 3:32:13] 物品:强效太阳水	怪物:1EDFD830邪恶巨人0	地图:D2001A	X:131	Y:81 
[2024/8/20 3:32:13] 物品:强效太阳水	怪物:1EDFD830邪恶巨人0	地图:D2001A	X:131	Y:81 
[2024/8/20 3:32:15] 物品:强效金创药	怪物:063C5CB0魔龙破甲兵	地图:66	X:61	Y:104 
[2024/8/20 3:32:15] 物品:强效金创药	怪物:063C5CB0魔龙破甲兵	地图:66	X:61	Y:104 
[2024/8/20 3:32:15] 物品:魔法长袍(男)	怪物:063C5CB0魔龙破甲兵	地图:66	X:61	Y:104 
[2024/8/20 3:32:20] 物品:太阳水	怪物:1B95DFA0祖玛弓箭手8	地图:H204	X:52	Y:45 
[2024/8/20 3:32:25] 物品:强效太阳水	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效太阳水	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效太阳水	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效太阳水	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效太阳水	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效太阳水	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效太阳水	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效太阳水	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效太阳水	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效太阳水	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:太阳水	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:太阳水	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:太阳水	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:太阳水	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:太阳水	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:太阳水	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:太阳水	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:太阳水	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:太阳水	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:太阳水	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效金创药	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效金创药	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效金创药	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效金创药	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效金创药	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效金创药	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效金创药	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效金创药	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效金创药	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效金创药	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效魔法药	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效魔法药	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效魔法药	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效魔法药	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效魔法药	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效魔法药	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效魔法药	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效魔法药	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效魔法药	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:强效魔法药	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:祝福油	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:攻击神水	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:魔法长袍(女)	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:偃月	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:破魂	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:降魔	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:斩马刀	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:修罗	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:凝霜	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:骷髅头盔	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:道士头盔	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:蓝翡翠项链	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:放大镜	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:竹笛	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:小手镯	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:魔法手镯	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:黑檀手镯	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:道士手镯	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:死神手套	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:金手镯	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:黑色水晶戒指	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:蛇眼戒指	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:珍珠戒指	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:金戒指	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:骷髅戒指	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:魅力戒指	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:道德戒指	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:珊瑚戒指	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:半月弯刀	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:25] 物品:烈火剑法	怪物:19E65B00沃玛教主	地图:H204	X:52	Y:48 
[2024/8/20 3:32:36] 物品:强效太阳水	怪物:1905AE60邪恶巨人0	地图:D2001A	X:123	Y:85 
[2024/8/20 3:32:36] 物品:强效太阳水	怪物:1905AE60邪恶巨人0	地图:D2001A	X:123	Y:85 
[2024/8/20 3:32:36] 物品:强效太阳水	怪物:1905AE60邪恶巨人0	地图:D2001A	X:123	Y:85 
[2024/8/20 3:32:36] 物品:天珠项链	怪物:1905AE60邪恶巨人0	地图:D2001A	X:123	Y:85 
[2024/8/20 3:32:37] 物品:无极真气	怪物:2A055A60魔龙战将	地图:66	X:61	Y:106 
[2024/8/20 3:32:41] 物品:强效太阳水	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:强效太阳水	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:强效太阳水	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:强效太阳水	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:强效太阳水	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:太阳水	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:太阳水	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:太阳水	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:太阳水	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:太阳水	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:太阳水	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:太阳水	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:太阳水	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:太阳水	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:太阳水	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:金创药(中量)	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:金创药(中量)	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:强效金创药	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:强效金创药	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:强效金创药	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:魔法药(中量)	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:魔法药(中量)	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:强效魔法药	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:强效魔法药	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:强效魔法药	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:攻击神水	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:天珠项链	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:躲避手链	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:蛇眼戒指	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:半月弯刀	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:圣言术	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:集体隐身术	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:41] 物品:施毒术	怪物:227EAB30沃玛卫士8	地图:H204	X:58	Y:44 
[2024/8/20 3:32:43] 物品:强效太阳水	怪物:21EE6F00魔龙射手	地图:66	X:62	Y:99 
[2024/8/20 3:32:49] 物品:蓝翡翠项链	怪物:27665310祖玛弓箭手8	地图:H204	X:58	Y:39 
[2024/8/20 3:33:2] 物品:珍珠戒指	怪物:03388200祖玛弓箭手8	地图:H204	X:66	Y:37 
[2024/8/20 3:33:14] 物品:强效太阳水	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
[2024/8/20 3:33:14] 物品:强效太阳水	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
[2024/8/20 3:33:14] 物品:强效太阳水	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
[2024/8/20 3:33:14] 物品:强效太阳水	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
[2024/8/20 3:33:14] 物品:强效太阳水	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
[2024/8/20 3:33:14] 物品:太阳水	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
[2024/8/20 3:33:14] 物品:太阳水	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
[2024/8/20 3:33:14] 物品:太阳水	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
[2024/8/20 3:33:14] 物品:太阳水	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
[2024/8/20 3:33:14] 物品:太阳水	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
[2024/8/20 3:33:14] 物品:太阳水	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
[2024/8/20 3:33:14] 物品:太阳水	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
[2024/8/20 3:33:14] 物品:太阳水	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
[2024/8/20 3:33:14] 物品:太阳水	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
[2024/8/20 3:33:14] 物品:太阳水	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
[2024/8/20 3:33:14] 物品:金创药(中量)	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
[2024/8/20 3:33:14] 物品:金创药(中量)	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
[2024/8/20 3:33:14] 物品:强效金创药	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
[2024/8/20 3:33:14] 物品:强效金创药	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
[2024/8/20 3:33:14] 物品:强效金创药	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
[2024/8/20 3:33:14] 物品:魔法药(中量)	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
[2024/8/20 3:33:14] 物品:魔法药(中量)	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
[2024/8/20 3:33:14] 物品:强效魔法药	怪物:06028760沃玛卫士8	地图:H204	X:65	Y:35 
