[2024/8/20 18:0:0] 物品:修罗	怪物:290255A0祖玛雕像	地图:H204	X:23	Y:79 
[2024/8/20 18:32:14] 物品:强效魔法药	怪物:21F2C720白野猪8	地图:H204	X:6	Y:52 
[2024/8/20 18:32:14] 物品:强效魔法药	怪物:21F2C720白野猪8	地图:H204	X:6	Y:52 
[2024/8/20 18:32:14] 物品:强效魔法药	怪物:21F2C720白野猪8	地图:H204	X:6	Y:52 
[2024/8/20 18:32:14] 物品:强效魔法药	怪物:21F2C720白野猪8	地图:H204	X:6	Y:52 
[2024/8/20 18:32:14] 物品:强效魔法药	怪物:21F2C720白野猪8	地图:H204	X:6	Y:52 
[2024/8/20 18:32:14] 物品:强效魔法药	怪物:21F2C720白野猪8	地图:H204	X:6	Y:52 
[2024/8/20 18:32:14] 物品:天珠项链	怪物:21F2C720白野猪8	地图:H204	X:6	Y:52 
[2024/8/20 18:32:14] 物品:黑色水晶戒指	怪物:21F2C720白野猪8	地图:H204	X:6	Y:52 
[2024/8/20 18:32:14] 物品:金戒指	怪物:21F2C720白野猪8	地图:H204	X:6	Y:52 
[2024/8/20 18:32:19] 物品:魔力手镯	怪物:300D94F0祖玛弓箭手8	地图:H204	X:12	Y:58 
[2024/8/20 18:32:19] 物品:蛇眼戒指	怪物:300D94F0祖玛弓箭手8	地图:H204	X:12	Y:58 
[2024/8/20 18:32:19] 物品:骷髅戒指	怪物:300D94F0祖玛弓箭手8	地图:H204	X:12	Y:58 
[2024/8/20 18:32:28] 物品:重盔甲(男)	怪物:2A1093F0祖玛弓箭手8	地图:H204	X:29	Y:68 
[2024/8/20 18:32:28] 物品:蓝色水晶戒指	怪物:2A1093F0祖玛弓箭手8	地图:H204	X:29	Y:68 
[2024/8/20 18:32:41] 物品:凝霜	怪物:03AD3CA0祖玛卫士8	地图:H204	X:34	Y:65 
[2024/8/20 18:32:42] 物品:强效太阳水	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效太阳水	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效太阳水	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效太阳水	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效太阳水	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效太阳水	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效太阳水	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效太阳水	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效太阳水	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效太阳水	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:太阳水	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:太阳水	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:太阳水	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:太阳水	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:太阳水	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:太阳水	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:太阳水	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:太阳水	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:太阳水	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:太阳水	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:金创药(中量)	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:金创药(中量)	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:金创药(中量)	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效金创药	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效金创药	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效金创药	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:魔法药(中量)	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:魔法药(中量)	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:魔法药(中量)	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效魔法药	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效魔法药	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效魔法药	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效金创药	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效金创药	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效金创药	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效金创药	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效金创药	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效金创药	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效魔法药	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效魔法药	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效魔法药	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效魔法药	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效魔法药	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:强效魔法药	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:42] 物品:恶魔长袍(男)	怪物:2EAC5160白野猪8	地图:H006	X:78	Y:39 
[2024/8/20 18:32:47] 物品:强效太阳水	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:强效太阳水	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:强效太阳水	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:强效太阳水	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:强效太阳水	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:太阳水	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:太阳水	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:太阳水	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:太阳水	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:太阳水	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:太阳水	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:太阳水	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:太阳水	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:太阳水	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:太阳水	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:金创药(中量)	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:金创药(中量)	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:强效金创药	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:强效金创药	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:强效金创药	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:魔法药(中量)	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:魔法药(中量)	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:强效魔法药	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:强效魔法药	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:强效魔法药	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:MP强化药水	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:心灵手镯	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:海魂	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:黑色水晶戒指	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:刺杀剑术	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:32:47] 物品:召唤骷髅	怪物:29B304D0沃玛卫士8	地图:H204	X:35	Y:65 
[2024/8/20 18:33:3] 物品:强效太阳水	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:强效太阳水	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:强效太阳水	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:强效太阳水	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:强效太阳水	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:太阳水	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:太阳水	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:太阳水	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:太阳水	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:太阳水	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:太阳水	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:太阳水	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:太阳水	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:太阳水	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:太阳水	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:金创药(中量)	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:金创药(中量)	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:强效金创药	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:强效金创药	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:强效金创药	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:魔法药(中量)	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:魔法药(中量)	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:强效魔法药	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:强效魔法药	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:强效魔法药	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:蓝色水晶戒指	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:魅力戒指	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:困魔咒	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:群体治疗术	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:3] 物品:灵魂火符	怪物:2455D710沃玛卫士8	地图:H003	X:65	Y:69 
[2024/8/20 18:33:14] 物品:强效太阳水	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效太阳水	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效太阳水	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效太阳水	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效太阳水	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效太阳水	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效太阳水	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效太阳水	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效太阳水	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效太阳水	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:太阳水	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:太阳水	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:太阳水	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:太阳水	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:太阳水	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:太阳水	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:太阳水	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:太阳水	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:太阳水	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:太阳水	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效金创药	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效金创药	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效金创药	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效金创药	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效金创药	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效金创药	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效金创药	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效金创药	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效金创药	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效金创药	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效魔法药	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效魔法药	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效魔法药	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效魔法药	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效魔法药	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效魔法药	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效魔法药	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效魔法药	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效魔法药	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:14] 物品:强效魔法药	怪物:19B47900石墓尸王8	地图:H006	X:75	Y:38 
[2024/8/20 18:33:15] 物品:灵魂战衣(女)	怪物:2AD642A0祖玛卫士8	地图:H204	X:58	Y:41 
[2024/8/20 18:33:20] 物品:强效太阳水	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效太阳水	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效太阳水	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效太阳水	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效太阳水	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效太阳水	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效太阳水	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效太阳水	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效太阳水	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效太阳水	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:太阳水	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:太阳水	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:太阳水	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:太阳水	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:太阳水	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:太阳水	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:太阳水	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:太阳水	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:太阳水	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:太阳水	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效金创药	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效金创药	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效金创药	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效金创药	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效金创药	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效金创药	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效金创药	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效金创药	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效金创药	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效金创药	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效魔法药	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效魔法药	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效魔法药	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效魔法药	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效魔法药	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效魔法药	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效魔法药	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效魔法药	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效魔法药	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:20] 物品:强效魔法药	怪物:2C1ADA80虹魔蝎卫8	地图:H204	X:58	Y:40 
[2024/8/20 18:33:23] 物品:强效太阳水	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:强效太阳水	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:强效太阳水	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:强效太阳水	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:强效太阳水	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:太阳水	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:太阳水	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:太阳水	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:太阳水	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:太阳水	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:太阳水	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:太阳水	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:太阳水	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:太阳水	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:太阳水	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:金创药(中量)	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:金创药(中量)	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:强效金创药	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:强效金创药	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:强效金创药	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:魔法药(中量)	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:魔法药(中量)	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:强效魔法药	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:强效魔法药	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:强效魔法药	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:攻击神水	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:爆裂火焰	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:23] 物品:刺杀剑术	怪物:2299B320沃玛卫士8	地图:H204	X:57	Y:41 
[2024/8/20 18:33:27] 物品:攻击力药水	怪物:0DBD98C0骷髅战士	地图:D001	X:27	Y:120 
[2024/8/20 18:33:28] 物品:强效金创药	怪物:1ECACA50暗之魔龙教主	地图:H008	X:62	Y:63 
[2024/8/20 18:33:28] 物品:强效魔法药	怪物:1ECACA50暗之魔龙教主	地图:H008	X:62	Y:63 
[2024/8/20 18:33:28] 物品:强效金创药	怪物:1ECACA50暗之魔龙教主	地图:H008	X:62	Y:63 
[2024/8/20 18:33:28] 物品:强效魔法药	怪物:1ECACA50暗之魔龙教主	地图:H008	X:62	Y:63 
[2024/8/20 18:33:28] 物品:强效金创药	怪物:1ECACA50暗之魔龙教主	地图:H008	X:62	Y:63 
[2024/8/20 18:33:28] 物品:强效魔法药	怪物:1ECACA50暗之魔龙教主	地图:H008	X:62	Y:63 
[2024/8/20 18:33:28] 物品:强效金创药	怪物:1ECACA50暗之魔龙教主	地图:H008	X:62	Y:63 
[2024/8/20 18:33:28] 物品:强效魔法药	怪物:1ECACA50暗之魔龙教主	地图:H008	X:62	Y:63 
