[2024/8/17 9:0:3] 物品:金创药(小量)	怪物:19EB4E70僵尸3	地图:D401	X:19	Y:147 
[2024/8/17 9:36:19] 物品:魔法药(中量)	怪物:0DB773C0尸王	地图:D422	X:114	Y:139 
[2024/8/17 9:36:19] 物品:魔法药(中量)	怪物:0DB773C0尸王	地图:D422	X:114	Y:139 
[2024/8/17 9:36:19] 物品:强效魔法药	怪物:0DB773C0尸王	地图:D422	X:114	Y:139 
[2024/8/17 9:36:19] 物品:强效魔法药	怪物:0DB773C0尸王	地图:D422	X:114	Y:139 
[2024/8/17 9:36:19] 物品:死神手套	怪物:0DB773C0尸王	地图:D422	X:114	Y:139 
[2024/8/17 9:36:19] 物品:黑檀手镯	怪物:0DB773C0尸王	地图:D422	X:114	Y:139 
[2024/8/17 9:36:19] 物品:地狱雷光	怪物:0DB773C0尸王	地图:D422	X:114	Y:139 
[2024/8/17 9:36:19] 物品:诱惑之光	怪物:0DB773C0尸王	地图:D422	X:114	Y:139 
[2024/8/17 9:36:19] 物品:大火球	怪物:0DB773C0尸王	地图:D422	X:114	Y:139 
[2024/8/17 9:36:19] 物品:召唤骷髅	怪物:0DB773C0尸王	地图:D422	X:114	Y:139 
[2024/8/17 9:36:19] 物品:瞬息移动	怪物:0DB773C0尸王	地图:D422	X:114	Y:139 
[2024/8/17 9:36:19] 物品:抗拒火环	怪物:0DB773C0尸王	地图:D422	X:114	Y:139 
[2024/8/17 9:36:19] 物品:精神力战法	怪物:0DB773C0尸王	地图:D422	X:114	Y:139 
[2024/8/17 9:36:19] 物品:治愈术	怪物:0DB773C0尸王	地图:D422	X:114	Y:139 
[2024/8/17 9:36:19] 物品:基本剑术	怪物:0DB773C0尸王	地图:D422	X:114	Y:139 
[2024/8/17 9:36:19] 物品:火球术	怪物:0DB773C0尸王	地图:D422	X:114	Y:139 
[2024/8/17 9:36:24] 物品:魔法药(小量)	怪物:1C0C3230僵尸4	地图:D406	X:130	Y:40 
[2024/8/17 9:36:26] 物品:短剑	怪物:191FD870骷髅0	地图:D002	X:199	Y:59 
[2024/8/17 9:36:26] 物品:金创药(小量)	怪物:191FD870骷髅0	地图:D002	X:199	Y:59 
[2024/8/17 9:36:26] 物品:金创药(小量)	怪物:191FD870骷髅0	地图:D002	X:199	Y:59 
[2024/8/17 9:36:26] 物品:金创药(小量)	怪物:191FD870骷髅0	地图:D002	X:199	Y:59 
[2024/8/17 9:36:26] 物品:金创药(小量)	怪物:191FD870骷髅0	地图:D002	X:199	Y:59 
[2024/8/17 9:36:26] 物品:魔法药(小量)	怪物:191FD870骷髅0	地图:D002	X:199	Y:59 
[2024/8/17 9:36:26] 物品:魔法药(小量)	怪物:191FD870骷髅0	地图:D002	X:199	Y:59 
[2024/8/17 9:36:26] 物品:魔法药(小量)	怪物:191FD870骷髅0	地图:D002	X:199	Y:59 
[2024/8/17 9:36:26] 物品:魔法药(小量)	怪物:191FD870骷髅0	地图:D002	X:199	Y:59 
[2024/8/17 9:36:27] 物品:金创药(小量)	怪物:1BDFBD60骷髅战士	地图:D002	X:290	Y:210 
[2024/8/17 9:36:28] 物品:轻型盔甲(女)	怪物:15B4A4B0骷髅0	地图:D003	X:100	Y:90 
[2024/8/17 9:36:28] 物品:金创药(小量)	怪物:15B4A4B0骷髅0	地图:D003	X:100	Y:90 
[2024/8/17 9:36:28] 物品:金创药(小量)	怪物:15B4A4B0骷髅0	地图:D003	X:100	Y:90 
[2024/8/17 9:36:28] 物品:金创药(小量)	怪物:15B4A4B0骷髅0	地图:D003	X:100	Y:90 
[2024/8/17 9:36:28] 物品:金创药(小量)	怪物:15B4A4B0骷髅0	地图:D003	X:100	Y:90 
[2024/8/17 9:36:28] 物品:魔法药(小量)	怪物:15B4A4B0骷髅0	地图:D003	X:100	Y:90 
[2024/8/17 9:36:28] 物品:魔法药(小量)	怪物:15B4A4B0骷髅0	地图:D003	X:100	Y:90 
[2024/8/17 9:36:28] 物品:魔法药(小量)	怪物:15B4A4B0骷髅0	地图:D003	X:100	Y:90 
[2024/8/17 9:36:28] 物品:魔法药(小量)	怪物:15B4A4B0骷髅0	地图:D003	X:100	Y:90 
[2024/8/17 9:36:33] 物品:魔法药(小量)	怪物:1D7F38E0山洞蝙蝠	地图:D002	X:296	Y:216 
[2024/8/17 9:36:34] 物品:金创药(小量)	怪物:1CA404D0僵尸5	地图:D422	X:114	Y:137 
[2024/8/17 9:36:39] 物品:魔法头盔	怪物:053EC950多钩猫	地图:0	X:198	Y:109 
[2024/8/17 9:36:42] 物品:魔法药(小量)	怪物:03805560僵尸5	地图:D406	X:137	Y:31 
[2024/8/17 9:36:43] 物品:魔法药(小量)	怪物:30159F50僵尸4	地图:D406	X:42	Y:30 
[2024/8/17 9:36:43] 物品:金创药(小量)	怪物:1C88BA50僵尸4	地图:D422	X:124	Y:135 
[2024/8/17 9:36:47] 物品:金创药(小量)	怪物:05764910山洞蝙蝠	地图:D002	X:287	Y:228 
[2024/8/17 9:36:48] 物品:金创药(小量)	怪物:1F1938E0僵尸4	地图:D406	X:138	Y:30 
[2024/8/17 9:36:49] 物品:治愈术	怪物:1C0BC340僵尸4	地图:D406	X:41	Y:32 
[2024/8/17 9:36:53] 物品:精神力药水	怪物:30CE3330山洞蝙蝠	地图:D001	X:256	Y:70 
[2024/8/17 9:37:0] 物品:大手镯	怪物:18CC7460掷斧骷髅0	地图:D002	X:203	Y:86 
[2024/8/17 9:37:0] 物品:金创药(中量)	怪物:18CC7460掷斧骷髅0	地图:D002	X:203	Y:86 
[2024/8/17 9:37:0] 物品:金创药(中量)	怪物:18CC7460掷斧骷髅0	地图:D002	X:203	Y:86 
[2024/8/17 9:37:0] 物品:金创药(中量)	怪物:18CC7460掷斧骷髅0	地图:D002	X:203	Y:86 
[2024/8/17 9:37:0] 物品:金创药(中量)	怪物:18CC7460掷斧骷髅0	地图:D002	X:203	Y:86 
[2024/8/17 9:37:0] 物品:魔法药(中量)	怪物:18CC7460掷斧骷髅0	地图:D002	X:203	Y:86 
[2024/8/17 9:37:0] 物品:魔法药(中量)	怪物:18CC7460掷斧骷髅0	地图:D002	X:203	Y:86 
[2024/8/17 9:37:0] 物品:魔法药(中量)	怪物:18CC7460掷斧骷髅0	地图:D002	X:203	Y:86 
[2024/8/17 9:37:0] 物品:魔法药(中量)	怪物:18CC7460掷斧骷髅0	地图:D002	X:203	Y:86 
[2024/8/17 9:37:0] 物品:金创药(小量)	怪物:1C1129E0僵尸4	地图:D406	X:141	Y:22 
[2024/8/17 9:37:0] 物品:魔法药(小量)	怪物:1C1129E0僵尸4	地图:D406	X:141	Y:22 
[2024/8/17 9:37:4] 物品:金创药(小量)	怪物:188BA8E0骷髅战士	地图:D002	X:202	Y:87 
[2024/8/17 9:37:4] 物品:魔法药(小量)	怪物:188BA8E0骷髅战士	地图:D002	X:202	Y:87 
[2024/8/17 9:37:16] 物品:轻型盔甲(女)	怪物:1A145520沃玛勇士	地图:D023	X:81	Y:182 
[2024/8/17 9:37:16] 物品:雷电术	怪物:17D18310僵尸4	地图:D406	X:151	Y:18 
[2024/8/17 9:37:19] 物品:金创药(小量)	怪物:0D608200僵尸4	地图:D406	X:45	Y:33 
[2024/8/17 9:37:19] 物品:魔法力药水	怪物:0D608200僵尸4	地图:D406	X:45	Y:33 
[2024/8/17 9:37:19] 物品:精灵头盔	怪物:26E69100骷髅精灵2	地图:Q001	X:14	Y:10 
[2024/8/17 9:37:22] 物品:金创药(小量)	怪物:1C0BC340僵尸4	地图:D406	X:43	Y:34 
[2024/8/17 9:37:22] 物品:魔法药(小量)	怪物:183CC950山洞蝙蝠	地图:D001	X:253	Y:95 
[2024/8/17 9:37:29] 物品:金创药(小量)	怪物:29C57570僵尸3	地图:D401	X:26	Y:156 
[2024/8/17 9:37:40] 物品:魔法药(中量)	怪物:1A313F70沃玛战将	地图:D023	X:93	Y:195 
[2024/8/17 9:37:41] 物品:金创药(小量)	怪物:17CDDC70僵尸5	地图:D406	X:155	Y:21 
[2024/8/17 9:37:42] 物品:金创药(小量)	怪物:2888BE60骷髅0	地图:D001	X:324	Y:367 
[2024/8/17 9:37:42] 物品:金创药(小量)	怪物:2888BE60骷髅0	地图:D001	X:324	Y:367 
[2024/8/17 9:37:42] 物品:金创药(小量)	怪物:2888BE60骷髅0	地图:D001	X:324	Y:367 
[2024/8/17 9:37:42] 物品:金创药(小量)	怪物:2888BE60骷髅0	地图:D001	X:324	Y:367 
[2024/8/17 9:37:42] 物品:魔法药(小量)	怪物:2888BE60骷髅0	地图:D001	X:324	Y:367 
[2024/8/17 9:37:42] 物品:魔法药(小量)	怪物:2888BE60骷髅0	地图:D001	X:324	Y:367 
[2024/8/17 9:37:42] 物品:魔法药(小量)	怪物:2888BE60骷髅0	地图:D001	X:324	Y:367 
[2024/8/17 9:37:42] 物品:魔法药(小量)	怪物:2888BE60骷髅0	地图:D001	X:324	Y:367 
[2024/8/17 9:37:45] 物品:金创药(小量)	怪物:24570DB0僵尸3	地图:D2000	X:43	Y:51 
[2024/8/17 9:37:46] 物品:治愈术	怪物:1C355A80僵尸10	地图:D406	X:53	Y:43 
[2024/8/17 9:37:46] 物品:金创药(中量)	怪物:1C355A80僵尸10	地图:D406	X:53	Y:43 
[2024/8/17 9:37:47] 物品:金创药(小量)	怪物:1EFE98B0僵尸4	地图:D406	X:156	Y:22 
[2024/8/17 9:37:52] 物品:金创药(小量)	怪物:197FC160僵尸5	地图:D406	X:53	Y:42 
[2024/8/17 9:37:52] 物品:魔法药(小量)	怪物:197FC160僵尸5	地图:D406	X:53	Y:42 
[2024/8/17 9:37:53] 物品:银手镯	怪物:2834DA20骷髅0	地图:D001	X:323	Y:366 
[2024/8/17 9:37:53] 物品:金创药(小量)	怪物:2834DA20骷髅0	地图:D001	X:323	Y:366 
[2024/8/17 9:37:53] 物品:金创药(小量)	怪物:2834DA20骷髅0	地图:D001	X:323	Y:366 
[2024/8/17 9:37:53] 物品:金创药(小量)	怪物:2834DA20骷髅0	地图:D001	X:323	Y:366 
[2024/8/17 9:37:53] 物品:金创药(小量)	怪物:2834DA20骷髅0	地图:D001	X:323	Y:366 
[2024/8/17 9:37:53] 物品:魔法药(小量)	怪物:2834DA20骷髅0	地图:D001	X:323	Y:366 
[2024/8/17 9:37:53] 物品:魔法药(小量)	怪物:2834DA20骷髅0	地图:D001	X:323	Y:366 
[2024/8/17 9:37:53] 物品:魔法药(小量)	怪物:2834DA20骷髅0	地图:D001	X:323	Y:366 
[2024/8/17 9:37:53] 物品:魔法药(小量)	怪物:2834DA20骷髅0	地图:D001	X:323	Y:366 
[2024/8/17 9:37:54] 物品:金创药(小量)	怪物:278951F0山洞蝙蝠	地图:D001	X:244	Y:104 
[2024/8/17 9:37:57] 物品:金项链	怪物:307D69E0多钩猫	地图:0	X:154	Y:105 
[2024/8/17 9:38:8] 物品:金创药(小量)	怪物:2FB1C3E0僵尸4	地图:D2001	X:205	Y:157 
[2024/8/17 9:38:10] 物品:魔法药(小量)	怪物:236C9100僵尸5	地图:D2001	X:208	Y:158 
[2024/8/17 9:38:14] 物品:金创药(小量)	怪物:07CF42A0山洞蝙蝠	地图:D001	X:231	Y:102 
[2024/8/17 9:38:18] 物品:回城卷	怪物:0EF50F00山洞蝙蝠	地图:D001	X:322	Y:360 
[2024/8/17 9:38:20] 物品:金创药(小量)	怪物:237F4430僵尸5	地图:D2001	X:210	Y:158 
[2024/8/17 9:38:25] 物品:魔法药(小量)	怪物:2FB3D6E0僵尸4	地图:D2001	X:211	Y:161 
[2024/8/17 9:38:27] 物品:玻璃戒指	怪物:1881C640骷髅战士0	地图:D003	X:208	Y:72 
[2024/8/17 9:38:27] 物品:金创药(中量)	怪物:1881C640骷髅战士0	地图:D003	X:208	Y:72 
[2024/8/17 9:38:27] 物品:金创药(中量)	怪物:1881C640骷髅战士0	地图:D003	X:208	Y:72 
[2024/8/17 9:38:27] 物品:金创药(中量)	怪物:1881C640骷髅战士0	地图:D003	X:208	Y:72 
[2024/8/17 9:38:27] 物品:金创药(中量)	怪物:1881C640骷髅战士0	地图:D003	X:208	Y:72 
[2024/8/17 9:38:27] 物品:魔法药(中量)	怪物:1881C640骷髅战士0	地图:D003	X:208	Y:72 
[2024/8/17 9:38:27] 物品:魔法药(中量)	怪物:1881C640骷髅战士0	地图:D003	X:208	Y:72 
[2024/8/17 9:38:27] 物品:魔法药(中量)	怪物:1881C640骷髅战士0	地图:D003	X:208	Y:72 
[2024/8/17 9:38:27] 物品:魔法药(中量)	怪物:1881C640骷髅战士0	地图:D003	X:208	Y:72 
[2024/8/17 9:38:28] 物品:金创药(小量)	怪物:23477A10僵尸4	地图:D2001	X:209	Y:156 
[2024/8/17 9:38:29] 物品:古铜戒指	怪物:1CD097B0多钩猫	地图:0	X:122	Y:147 
[2024/8/17 9:38:35] 物品:金创药(小量)	怪物:1F247240僵尸4	地图:D406	X:161	Y:30 
[2024/8/17 9:38:41] 物品:金项链	怪物:2808B2A0多钩猫	地图:0	X:131	Y:154 
[2024/8/17 9:38:42] 物品:魔法药(小量)	怪物:1D96F5B0稻草人	地图:0	X:230	Y:621 
[2024/8/17 9:38:44] 物品:瞬息移动	怪物:03A88620僵尸4	地图:D406	X:57	Y:53 
[2024/8/17 9:38:44] 物品:金创药(小量)	怪物:0D903B70骷髅战士	地图:D001	X:234	Y:107 
[2024/8/17 9:38:45] 物品:木剑	怪物:1972C950森林雪人	地图:1	X:241	Y:320 
[2024/8/17 9:38:49] 物品:魔法药(小量)	怪物:05729080山洞蝙蝠	地图:D001	X:321	Y:314 
[2024/8/17 9:38:50] 物品:灯笼项链	怪物:0DDB3490骷髅	地图:D002	X:320	Y:76 
[2024/8/17 9:38:59] 物品:魔法药(小量)	怪物:275F0E50僵尸5	地图:D406	X:44	Y:59 
[2024/8/17 9:39:1] 物品:魔法药(小量)	怪物:2A886BD0森林雪人	地图:1	X:258	Y:326 
[2024/8/17 9:39:4] 物品:金创药(小量)	怪物:23804E70僵尸4	地图:D2001	X:86	Y:74 
[2024/8/17 9:39:7] 物品:金创药(小量)	怪物:23489A80僵尸3	地图:D2001	X:85	Y:73 
[2024/8/17 9:39:9] 物品:金项链	怪物:17F44E90森林雪人	地图:0	X:198	Y:621 
[2024/8/17 9:39:9] 物品:魔法药(小量)	怪物:23479040僵尸4	地图:D2001	X:84	Y:76 
[2024/8/17 9:39:10] 物品:魔法药(小量)	怪物:30EA0170僵尸4	地图:D406	X:44	Y:61 
[2024/8/17 9:39:12] 物品:金创药(中量)	怪物:18CBD910骷髅战将0	地图:D002	X:325	Y:80 
[2024/8/17 9:39:12] 物品:金创药(中量)	怪物:18CBD910骷髅战将0	地图:D002	X:325	Y:80 
[2024/8/17 9:39:12] 物品:金创药(中量)	怪物:18CBD910骷髅战将0	地图:D002	X:325	Y:80 
[2024/8/17 9:39:12] 物品:金创药(中量)	怪物:18CBD910骷髅战将0	地图:D002	X:325	Y:80 
[2024/8/17 9:39:12] 物品:魔法药(中量)	怪物:18CBD910骷髅战将0	地图:D002	X:325	Y:80 
[2024/8/17 9:39:12] 物品:魔法药(中量)	怪物:18CBD910骷髅战将0	地图:D002	X:325	Y:80 
[2024/8/17 9:39:12] 物品:魔法药(中量)	怪物:18CBD910骷髅战将0	地图:D002	X:325	Y:80 
[2024/8/17 9:39:12] 物品:魔法药(中量)	怪物:18CBD910骷髅战将0	地图:D002	X:325	Y:80 
[2024/8/17 9:39:13] 物品:魔法药(小量)	怪物:182EBF30稻草人	地图:0	X:668	Y:677 
[2024/8/17 9:39:13] 物品:魔法药(小量)	怪物:275F0E50僵尸5	地图:D406	X:44	Y:59 
[2024/8/17 9:39:15] 物品:金创药(小量)	怪物:30F8CF50僵尸4	地图:D406	X:156	Y:47 
[2024/8/17 9:39:15] 物品:金创药(小量)	怪物:270760F0稻草人	地图:0	X:657	Y:640 
[2024/8/17 9:39:17] 物品:太阳水	怪物:0C2EA000骷髅战将	地图:D002	X:325	Y:81 
[2024/8/17 9:39:17] 物品:金创药(小量)	怪物:1CA395E0僵尸5	地图:D422	X:263	Y:117 
[2024/8/17 9:39:17] 物品:太阳水	怪物:15AF9CA0黑野猪8	地图:H102	X:58	Y:171 
[2024/8/17 9:39:17] 物品:道德戒指	怪物:15AF9CA0黑野猪8	地图:H102	X:58	Y:171 
[2024/8/17 9:39:18] 物品:金创药(小量)	怪物:1F12DF80骷髅战士	地图:D001	X:277	Y:306 
[2024/8/17 9:39:21] 物品:魔法药(小量)	怪物:27517750骷髅战士	地图:D002	X:325	Y:79 
[2024/8/17 9:39:24] 物品:魔法药(小量)	怪物:17D2E610僵尸4	地图:D406	X:149	Y:54 
[2024/8/17 9:39:25] 物品:金创药(小量)	怪物:061D5B20山洞蝙蝠	地图:D001	X:249	Y:107 
[2024/8/17 9:39:25] 物品:金创药(小量)	怪物:05797C80僵尸4	地图:D406	X:44	Y:59 
[2024/8/17 9:39:29] 物品:金创药(小量)	怪物:1C246310稻草人	地图:0	X:667	Y:677 
[2024/8/17 9:39:37] 物品:金创药(小量)	怪物:0546C040山洞蝙蝠	地图:D001	X:250	Y:103 
[2024/8/17 9:39:37] 物品:魔法药(小量)	怪物:18082230稻草人	地图:0	X:140	Y:212 
[2024/8/17 9:39:37] 物品:抗拒火环	怪物:235D7CA0僵尸2	地图:D2001	X:106	Y:70 
[2024/8/17 9:39:40] 物品:魔法药(中量)	怪物:038F9620骷髅战将	地图:D003	X:235	Y:96 
[2024/8/17 9:39:42] 物品:太阳水	怪物:18A164A0骷髅战将	地图:D002	X:330	Y:87 
[2024/8/17 9:39:42] 物品:金创药(小量)	怪物:1CA601A0僵尸5	地图:D422	X:250	Y:108 
[2024/8/17 9:39:43] 物品:金创药(小量)	怪物:0D7F3AB0僵尸5	地图:D406	X:39	Y:53 
[2024/8/17 9:39:51] 物品:金创药(小量)	怪物:2364AB30僵尸3	地图:D2001	X:104	Y:74 
[2024/8/17 9:39:51] 物品:小手镯	怪物:18D2F730骷髅战士	地图:D002	X:112	Y:109 
[2024/8/17 9:39:55] 物品:金创药(小量)	怪物:2380D390僵尸4	地图:D2001	X:105	Y:74 
[2024/8/17 9:39:57] 物品:魔法药(小量)	怪物:2807A860僵尸4	地图:D406	X:30	Y:47 
[2024/8/17 9:39:59] 物品:金创药(小量)	怪物:29BC4450骷髅0	地图:D002	X:335	Y:82 
[2024/8/17 9:39:59] 物品:金创药(小量)	怪物:29BC4450骷髅0	地图:D002	X:335	Y:82 
[2024/8/17 9:39:59] 物品:金创药(小量)	怪物:29BC4450骷髅0	地图:D002	X:335	Y:82 
[2024/8/17 9:39:59] 物品:金创药(小量)	怪物:29BC4450骷髅0	地图:D002	X:335	Y:82 
[2024/8/17 9:39:59] 物品:魔法药(小量)	怪物:29BC4450骷髅0	地图:D002	X:335	Y:82 
[2024/8/17 9:39:59] 物品:魔法药(小量)	怪物:29BC4450骷髅0	地图:D002	X:335	Y:82 
[2024/8/17 9:39:59] 物品:魔法药(小量)	怪物:29BC4450骷髅0	地图:D002	X:335	Y:82 
[2024/8/17 9:39:59] 物品:魔法药(小量)	怪物:29BC4450骷髅0	地图:D002	X:335	Y:82 
[2024/8/17 9:40:2] 物品:魔法药(中量)	怪物:0DB49790骷髅战将	地图:D002	X:109	Y:125 
[2024/8/17 9:40:3] 物品:金创药(小量)	怪物:1C63C2E0僵尸4	地图:D406	X:31	Y:47 
[2024/8/17 9:40:3] 物品:魔法药(小量)	怪物:1C63C2E0僵尸4	地图:D406	X:31	Y:47 
[2024/8/17 9:40:6] 物品:施毒术	怪物:1A2CBF30僵尸40	地图:D406	X:164	Y:62 
[2024/8/17 9:40:6] 物品:雷电术	怪物:1A2CBF30僵尸40	地图:D406	X:164	Y:62 
[2024/8/17 9:40:6] 物品:抗拒火环	怪物:1A2CBF30僵尸40	地图:D406	X:164	Y:62 
[2024/8/17 9:40:6] 物品:精神力战法	怪物:1A2CBF30僵尸40	地图:D406	X:164	Y:62 
[2024/8/17 9:40:6] 物品:火球术	怪物:1A2CBF30僵尸40	地图:D406	X:164	Y:62 
[2024/8/17 9:40:6] 物品:治愈术	怪物:1A2CBF30僵尸40	地图:D406	X:164	Y:62 
[2024/8/17 9:40:6] 物品:基本剑术	怪物:1A2CBF30僵尸40	地图:D406	X:164	Y:62 
[2024/8/17 9:40:6] 物品:魔鬼项链	怪物:1A2CBF30僵尸40	地图:D406	X:164	Y:62 
[2024/8/17 9:40:6] 物品:魔力手镯	怪物:1A2CBF30僵尸40	地图:D406	X:164	Y:62 
[2024/8/17 9:40:6] 物品:短剑	怪物:1A2CBF30僵尸40	地图:D406	X:164	Y:62 
[2024/8/17 9:40:6] 物品:青铜头盔	怪物:1A2CBF30僵尸40	地图:D406	X:164	Y:62 
[2024/8/17 9:40:6] 物品:魔法药(小量)	怪物:1A2CBF30僵尸40	地图:D406	X:164	Y:62 
[2024/8/17 9:40:9] 物品:金创药(小量)	怪物:02D97340山洞蝙蝠	地图:D001	X:267	Y:94 
[2024/8/17 9:40:16] 物品:魔法药(小量)	怪物:274DE9A0骷髅战士	地图:D002	X:99	Y:130 
[2024/8/17 9:40:17] 物品:青铜头盔	怪物:0627ACB0骷髅	地图:D001	X:259	Y:263 
[2024/8/17 9:40:19] 物品:地狱火	怪物:17FDEEA0僵尸5	地图:D406	X:149	Y:60 
[2024/8/17 9:40:24] 物品:黄色水晶项链	怪物:0D596820掷斧骷髅0	地图:D002	X:101	Y:137 
[2024/8/17 9:40:24] 物品:金创药(中量)	怪物:0D596820掷斧骷髅0	地图:D002	X:101	Y:137 
[2024/8/17 9:40:24] 物品:金创药(中量)	怪物:0D596820掷斧骷髅0	地图:D002	X:101	Y:137 
[2024/8/17 9:40:24] 物品:金创药(中量)	怪物:0D596820掷斧骷髅0	地图:D002	X:101	Y:137 
[2024/8/17 9:40:24] 物品:金创药(中量)	怪物:0D596820掷斧骷髅0	地图:D002	X:101	Y:137 
[2024/8/17 9:40:24] 物品:魔法药(中量)	怪物:0D596820掷斧骷髅0	地图:D002	X:101	Y:137 
[2024/8/17 9:40:24] 物品:魔法药(中量)	怪物:0D596820掷斧骷髅0	地图:D002	X:101	Y:137 
[2024/8/17 9:40:24] 物品:魔法药(中量)	怪物:0D596820掷斧骷髅0	地图:D002	X:101	Y:137 
[2024/8/17 9:40:24] 物品:魔法药(中量)	怪物:0D596820掷斧骷髅0	地图:D002	X:101	Y:137 
[2024/8/17 9:40:27] 物品:金创药(小量)	怪物:2A8323E0稻草人	地图:0	X:669	Y:647 
[2024/8/17 9:40:28] 物品:灵魂火符	怪物:237F17D0僵尸5	地图:D2001	X:125	Y:105 
[2024/8/17 9:40:31] 物品:金创药(小量)	怪物:0D512B00山洞蝙蝠	地图:D002	X:346	Y:77 
[2024/8/17 9:40:33] 物品:金创药(小量)	怪物:28E44E70僵尸4	地图:D406	X:71	Y:62 
[2024/8/17 9:40:33] 物品:魔法药(小量)	怪物:28E44E70僵尸4	地图:D406	X:71	Y:62 
[2024/8/17 9:40:33] 物品:金创药(小量)	怪物:0580C370稻草人	地图:0	X:670	Y:647 
[2024/8/17 9:40:34] 物品:金创药(小量)	怪物:1EFE8280僵尸4	地图:D406	X:135	Y:55 
[2024/8/17 9:40:39] 物品:金创药(小量)	怪物:0DB94430僵尸4	地图:D406	X:67	Y:64 
[2024/8/17 9:40:46] 物品:魔法药(小量)	怪物:185E8910稻草人	地图:0	X:664	Y:673 
[2024/8/17 9:40:50] 物品:HP强化药水	怪物:28E3F5B0半兽人	地图:0	X:219	Y:650 
[2024/8/17 9:40:50] 物品:爆裂火焰	怪物:234E3F70僵尸2	地图:D2001	X:120	Y:121 
[2024/8/17 9:40:54] 物品:六角戒指	怪物:05A719A0骷髅战将	地图:D002	X:338	Y:64 
[2024/8/17 9:41:0] 物品:金创药(小量)	怪物:05201F00骷髅战士	地图:D002	X:332	Y:70 
[2024/8/17 9:41:3] 物品:短剑	怪物:1F0865D0骷髅战士0	地图:D003	X:259	Y:66 
[2024/8/17 9:41:3] 物品:金创药(中量)	怪物:1F0865D0骷髅战士0	地图:D003	X:259	Y:66 
[2024/8/17 9:41:3] 物品:金创药(中量)	怪物:1F0865D0骷髅战士0	地图:D003	X:259	Y:66 
[2024/8/17 9:41:3] 物品:金创药(中量)	怪物:1F0865D0骷髅战士0	地图:D003	X:259	Y:66 
[2024/8/17 9:41:3] 物品:金创药(中量)	怪物:1F0865D0骷髅战士0	地图:D003	X:259	Y:66 
[2024/8/17 9:41:3] 物品:魔法药(中量)	怪物:1F0865D0骷髅战士0	地图:D003	X:259	Y:66 
[2024/8/17 9:41:3] 物品:魔法药(中量)	怪物:1F0865D0骷髅战士0	地图:D003	X:259	Y:66 
[2024/8/17 9:41:3] 物品:魔法药(中量)	怪物:1F0865D0骷髅战士0	地图:D003	X:259	Y:66 
[2024/8/17 9:41:3] 物品:魔法药(中量)	怪物:1F0865D0骷髅战士0	地图:D003	X:259	Y:66 
[2024/8/17 9:41:5] 物品:牛角戒指	怪物:05482340骷髅	地图:D001	X:234	Y:237 
[2024/8/17 9:41:11] 物品:金创药(小量)	怪物:1CDAD310骷髅战士	地图:D002	X:75	Y:169 
[2024/8/17 9:41:12] 物品:金创药(小量)	怪物:18AE7A10山洞蝙蝠	地图:D001	X:271	Y:149 
[2024/8/17 9:41:13] 物品:金创药(小量)	怪物:054DDA20山洞蝙蝠	地图:D001	X:230	Y:232 
[2024/8/17 9:41:13] 物品:魔法药(小量)	怪物:054DDA20山洞蝙蝠	地图:D001	X:230	Y:232 
[2024/8/17 9:41:16] 物品:攻杀剑术	怪物:2FB55010僵尸50	地图:D2001	X:231	Y:121 
[2024/8/17 9:41:16] 物品:隐身术	怪物:2FB55010僵尸50	地图:D2001	X:231	Y:121 
[2024/8/17 9:41:16] 物品:瞬息移动	怪物:2FB55010僵尸50	地图:D2001	X:231	Y:121 
[2024/8/17 9:41:16] 物品:抗拒火环	怪物:2FB55010僵尸50	地图:D2001	X:231	Y:121 
[2024/8/17 9:41:16] 物品:精神力战法	怪物:2FB55010僵尸50	地图:D2001	X:231	Y:121 
[2024/8/17 9:41:16] 物品:火球术	怪物:2FB55010僵尸50	地图:D2001	X:231	Y:121 
[2024/8/17 9:41:16] 物品:治愈术	怪物:2FB55010僵尸50	地图:D2001	X:231	Y:121 
[2024/8/17 9:41:16] 物品:基本剑术	怪物:2FB55010僵尸50	地图:D2001	X:231	Y:121 
[2024/8/17 9:41:16] 物品:八荒	怪物:2FB55010僵尸50	地图:D2001	X:231	Y:121 
[2024/8/17 9:41:16] 物品:凌风	怪物:2FB55010僵尸50	地图:D2001	X:231	Y:121 
[2024/8/17 9:41:16] 物品:蓝色水晶戒指	怪物:2FB55010僵尸50	地图:D2001	X:231	Y:121 
[2024/8/17 9:41:16] 物品:坚固手套	怪物:2FB55010僵尸50	地图:D2001	X:231	Y:121 
[2024/8/17 9:41:16] 物品:魔力手镯	怪物:2FB55010僵尸50	地图:D2001	X:231	Y:121 
[2024/8/17 9:41:16] 物品:灯笼项链	怪物:2FB55010僵尸50	地图:D2001	X:231	Y:121 
[2024/8/17 9:41:16] 物品:铁剑	怪物:2FB55010僵尸50	地图:D2001	X:231	Y:121 
[2024/8/17 9:41:16] 物品:短剑	怪物:2FB55010僵尸50	地图:D2001	X:231	Y:121 
[2024/8/17 9:41:16] 物品:轻型盔甲(男)	怪物:2FB55010僵尸50	地图:D2001	X:231	Y:121 
[2024/8/17 9:41:16] 物品:轻型盔甲(女)	怪物:2FB55010僵尸50	地图:D2001	X:231	Y:121 
[2024/8/17 9:41:16] 物品:中型盔甲(女)	怪物:2FB55010僵尸50	地图:D2001	X:231	Y:121 
