[2024/8/21 9:0:3] 物品:强效金创药	怪物:28B09530祖玛卫士8	地图:H204	X:68	Y:65 
[2024/8/21 9:28:16] 物品:金创药(中量)	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:金创药(中量)	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:强效金创药	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:强效金创药	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:强效金创药	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:魔法药(中量)	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:魔法药(中量)	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:魔法药(中量)	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:强效魔法药	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:强效魔法药	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:强效魔法药	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:强效金创药	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:强效金创药	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:强效金创药	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:强效金创药	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:强效金创药	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:强效金创药	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:强效魔法药	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:强效魔法药	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:强效魔法药	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:强效魔法药	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:强效魔法药	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:强效魔法药	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:16] 物品:魔法长袍(女)	怪物:22E78950白野猪8	地图:H204	X:37	Y:83 
[2024/8/21 9:28:26] 物品:半月	怪物:24888030祖玛弓箭手8	地图:H204	X:52	Y:90 
[2024/8/21 9:28:27] 物品:强效金创药	怪物:2ACA1680魔龙刀兵	地图:66	X:188	Y:139 
[2024/8/21 9:28:29] 物品:重盔甲(男)	怪物:22EF68C0魔龙破甲兵	地图:66	X:189	Y:140 
[2024/8/21 9:28:36] 物品:黄色水晶项链	怪物:1AC42D30跳跳蜂	地图:D601	X:106	Y:194 
[2024/8/21 9:28:44] 物品:斩马刀	怪物:1ADB5990巨型蠕虫0	地图:D601	X:100	Y:189 
[2024/8/21 9:28:44] 物品:白色虎齿项链	怪物:1ADB5990巨型蠕虫0	地图:D601	X:100	Y:189 
[2024/8/21 9:28:44] 物品:小手镯	怪物:1ADB5990巨型蠕虫0	地图:D601	X:100	Y:189 
[2024/8/21 9:28:44] 物品:海魂	怪物:1ADB5990巨型蠕虫0	地图:D601	X:100	Y:189 
[2024/8/21 9:28:44] 物品:魔鬼项链	怪物:1ADB5990巨型蠕虫0	地图:D601	X:100	Y:189 
[2024/8/21 9:28:44] 物品:琥珀项链	怪物:1ADB5990巨型蠕虫0	地图:D601	X:100	Y:189 
[2024/8/21 9:28:44] 物品:凤凰明珠	怪物:1ADB5990巨型蠕虫0	地图:D601	X:100	Y:189 
[2024/8/21 9:28:44] 物品:魔力手镯	怪物:1ADB5990巨型蠕虫0	地图:D601	X:100	Y:189 
[2024/8/21 9:28:44] 物品:灯笼项链	怪物:1ADB5990巨型蠕虫0	地图:D601	X:100	Y:189 
[2024/8/21 9:28:44] 物品:太阳水	怪物:1ADB5990巨型蠕虫0	地图:D601	X:100	Y:189 
[2024/8/21 9:28:44] 物品:太阳水	怪物:1ADB5990巨型蠕虫0	地图:D601	X:100	Y:189 
[2024/8/21 9:28:44] 物品:太阳水	怪物:1ADB5990巨型蠕虫0	地图:D601	X:100	Y:189 
[2024/8/21 9:28:44] 物品:太阳水	怪物:1ADB5990巨型蠕虫0	地图:D601	X:100	Y:189 
[2024/8/21 9:28:44] 物品:金创药(中量)	怪物:1ADB5990巨型蠕虫0	地图:D601	X:100	Y:189 
[2024/8/21 9:28:44] 物品:金创药(中量)	怪物:1ADB5990巨型蠕虫0	地图:D601	X:100	Y:189 
[2024/8/21 9:28:44] 物品:金创药(中量)	怪物:1ADB5990巨型蠕虫0	地图:D601	X:100	Y:189 
[2024/8/21 9:28:44] 物品:金创药(中量)	怪物:1ADB5990巨型蠕虫0	地图:D601	X:100	Y:189 
[2024/8/21 9:28:44] 物品:魔法药(中量)	怪物:1ADB5990巨型蠕虫0	地图:D601	X:100	Y:189 
[2024/8/21 9:28:44] 物品:魔法药(中量)	怪物:1ADB5990巨型蠕虫0	地图:D601	X:100	Y:189 
[2024/8/21 9:28:44] 物品:魔法药(中量)	怪物:1ADB5990巨型蠕虫0	地图:D601	X:100	Y:189 
[2024/8/21 9:28:44] 物品:魔法药(中量)	怪物:1ADB5990巨型蠕虫0	地图:D601	X:100	Y:189 
[2024/8/21 9:28:44] 物品:魔法长袍(男)	怪物:1ADB5990巨型蠕虫0	地图:D601	X:100	Y:189 
[2024/8/21 9:28:50] 物品:强效魔法药	怪物:28B733D0魔龙射手	地图:66	X:189	Y:143 
[2024/8/21 9:28:54] 物品:骷髅头盔	怪物:2559F8B0魔龙破甲兵	地图:66	X:187	Y:145 
[2024/8/21 9:29:1] 物品:太阳水	怪物:1ADB1700蜈蚣0	地图:D601	X:94	Y:184 
[2024/8/21 9:29:1] 物品:太阳水	怪物:1ADB1700蜈蚣0	地图:D601	X:94	Y:184 
[2024/8/21 9:29:1] 物品:太阳水	怪物:1ADB1700蜈蚣0	地图:D601	X:94	Y:184 
[2024/8/21 9:29:1] 物品:太阳水	怪物:1ADB1700蜈蚣0	地图:D601	X:94	Y:184 
[2024/8/21 9:29:1] 物品:金创药(中量)	怪物:1ADB1700蜈蚣0	地图:D601	X:94	Y:184 
[2024/8/21 9:29:1] 物品:金创药(中量)	怪物:1ADB1700蜈蚣0	地图:D601	X:94	Y:184 
[2024/8/21 9:29:1] 物品:金创药(中量)	怪物:1ADB1700蜈蚣0	地图:D601	X:94	Y:184 
[2024/8/21 9:29:1] 物品:金创药(中量)	怪物:1ADB1700蜈蚣0	地图:D601	X:94	Y:184 
[2024/8/21 9:29:1] 物品:魔法药(中量)	怪物:1ADB1700蜈蚣0	地图:D601	X:94	Y:184 
[2024/8/21 9:29:1] 物品:魔法药(中量)	怪物:1ADB1700蜈蚣0	地图:D601	X:94	Y:184 
[2024/8/21 9:29:1] 物品:魔法药(中量)	怪物:1ADB1700蜈蚣0	地图:D601	X:94	Y:184 
[2024/8/21 9:29:1] 物品:魔法药(中量)	怪物:1ADB1700蜈蚣0	地图:D601	X:94	Y:184 
[2024/8/21 9:29:9] 物品:太阳水	怪物:1AAC0190蜈蚣	地图:D601	X:93	Y:184 
[2024/8/21 9:29:15] 物品:魔法长袍(男)	怪物:24995F60祖玛卫士8	地图:H204	X:15	Y:43 
[2024/8/21 9:29:15] 物品:八荒	怪物:24995F60祖玛卫士8	地图:H204	X:15	Y:43 
[2024/8/21 9:29:15] 物品:修罗	怪物:24995F60祖玛卫士8	地图:H204	X:15	Y:43 
[2024/8/21 9:29:19] 物品:重盔甲(男)	怪物:1D0786B0魔龙血蛙	地图:66	X:180	Y:147 
[2024/8/21 9:29:25] 物品:强效金创药	怪物:166ED160魔龙破甲兵	地图:66	X:180	Y:146 
[2024/8/21 9:29:25] 物品:强效魔法药	怪物:166ED160魔龙破甲兵	地图:66	X:180	Y:146 
[2024/8/21 9:29:25] 物品:金手镯	怪物:166ED160魔龙破甲兵	地图:66	X:180	Y:146 
[2024/8/21 9:29:29] 物品:强效魔法药	怪物:2B27F420魔龙刀兵	地图:66	X:183	Y:148 
[2024/8/21 9:29:37] 物品:放大镜	怪物:28FE6310魔龙射手1	地图:66	X:179	Y:150 
[2024/8/21 9:29:37] 物品:金手镯	怪物:28FE6310魔龙射手1	地图:66	X:179	Y:150 
[2024/8/21 9:29:50] 物品:太阳水	怪物:28C744E0魔龙破甲兵	地图:66	X:183	Y:143 
[2024/8/21 9:29:58] 物品:太阳水	怪物:1ADB00D0蜈蚣0	地图:D601	X:68	Y:190 
[2024/8/21 9:29:58] 物品:太阳水	怪物:1ADB00D0蜈蚣0	地图:D601	X:68	Y:190 
[2024/8/21 9:29:58] 物品:太阳水	怪物:1ADB00D0蜈蚣0	地图:D601	X:68	Y:190 
[2024/8/21 9:29:58] 物品:太阳水	怪物:1ADB00D0蜈蚣0	地图:D601	X:68	Y:190 
[2024/8/21 9:29:58] 物品:金创药(中量)	怪物:1ADB00D0蜈蚣0	地图:D601	X:68	Y:190 
[2024/8/21 9:29:58] 物品:金创药(中量)	怪物:1ADB00D0蜈蚣0	地图:D601	X:68	Y:190 
[2024/8/21 9:29:58] 物品:金创药(中量)	怪物:1ADB00D0蜈蚣0	地图:D601	X:68	Y:190 
[2024/8/21 9:29:58] 物品:金创药(中量)	怪物:1ADB00D0蜈蚣0	地图:D601	X:68	Y:190 
[2024/8/21 9:29:58] 物品:魔法药(中量)	怪物:1ADB00D0蜈蚣0	地图:D601	X:68	Y:190 
[2024/8/21 9:29:58] 物品:魔法药(中量)	怪物:1ADB00D0蜈蚣0	地图:D601	X:68	Y:190 
[2024/8/21 9:29:58] 物品:魔法药(中量)	怪物:1ADB00D0蜈蚣0	地图:D601	X:68	Y:190 
[2024/8/21 9:29:58] 物品:魔法药(中量)	怪物:1ADB00D0蜈蚣0	地图:D601	X:68	Y:190 
[2024/8/21 9:29:58] 物品:金手镯	怪物:1ADB00D0蜈蚣0	地图:D601	X:68	Y:190 
[2024/8/21 9:30:8] 物品:强效魔法药	怪物:232658A0魔龙射手	地图:66	X:190	Y:151 
[2024/8/21 9:30:23] 物品:皮制手套	怪物:139E5E30半兽战士	地图:11	X:151	Y:364 
[2024/8/21 9:30:23] 物品:金项链	怪物:139E5E30半兽战士	地图:11	X:151	Y:364 
[2024/8/21 9:30:27] 物品:骷髅戒指	怪物:1ADB4360跳跳蜂0	地图:D601	X:56	Y:183 
[2024/8/21 9:30:27] 物品:小手镯	怪物:1ADB4360跳跳蜂0	地图:D601	X:56	Y:183 
[2024/8/21 9:30:27] 物品:八荒	怪物:1ADB4360跳跳蜂0	地图:D601	X:56	Y:183 
[2024/8/21 9:30:27] 物品:海魂	怪物:1ADB4360跳跳蜂0	地图:D601	X:56	Y:183 
[2024/8/21 9:30:27] 物品:魔鬼项链	怪物:1ADB4360跳跳蜂0	地图:D601	X:56	Y:183 
[2024/8/21 9:30:27] 物品:琥珀项链	怪物:1ADB4360跳跳蜂0	地图:D601	X:56	Y:183 
[2024/8/21 9:30:27] 物品:坚固手套	怪物:1ADB4360跳跳蜂0	地图:D601	X:56	Y:183 
[2024/8/21 9:30:27] 物品:魔力手镯	怪物:1ADB4360跳跳蜂0	地图:D601	X:56	Y:183 
[2024/8/21 9:30:27] 物品:灯笼项链	怪物:1ADB4360跳跳蜂0	地图:D601	X:56	Y:183 
[2024/8/21 9:30:27] 物品:太阳水	怪物:1ADB4360跳跳蜂0	地图:D601	X:56	Y:183 
[2024/8/21 9:30:27] 物品:太阳水	怪物:1ADB4360跳跳蜂0	地图:D601	X:56	Y:183 
[2024/8/21 9:30:27] 物品:太阳水	怪物:1ADB4360跳跳蜂0	地图:D601	X:56	Y:183 
[2024/8/21 9:30:27] 物品:太阳水	怪物:1ADB4360跳跳蜂0	地图:D601	X:56	Y:183 
[2024/8/21 9:30:27] 物品:金创药(中量)	怪物:1ADB4360跳跳蜂0	地图:D601	X:56	Y:183 
[2024/8/21 9:30:27] 物品:金创药(中量)	怪物:1ADB4360跳跳蜂0	地图:D601	X:56	Y:183 
[2024/8/21 9:30:27] 物品:金创药(中量)	怪物:1ADB4360跳跳蜂0	地图:D601	X:56	Y:183 
[2024/8/21 9:30:27] 物品:金创药(中量)	怪物:1ADB4360跳跳蜂0	地图:D601	X:56	Y:183 
[2024/8/21 9:30:27] 物品:魔法药(中量)	怪物:1ADB4360跳跳蜂0	地图:D601	X:56	Y:183 
[2024/8/21 9:30:27] 物品:魔法药(中量)	怪物:1ADB4360跳跳蜂0	地图:D601	X:56	Y:183 
[2024/8/21 9:30:27] 物品:魔法药(中量)	怪物:1ADB4360跳跳蜂0	地图:D601	X:56	Y:183 
[2024/8/21 9:30:27] 物品:魔法药(中量)	怪物:1ADB4360跳跳蜂0	地图:D601	X:56	Y:183 
[2024/8/21 9:30:36] 物品:黄色水晶项链	怪物:1AAACAF0蜈蚣	地图:D601	X:69	Y:177 
[2024/8/21 9:30:44] 物品:金创药(小量)	怪物:2ADDE440僵尸3	地图:D421	X:95	Y:290 
[2024/8/21 9:30:56] 物品:太阳水	怪物:1AB97760蜈蚣	地图:D601	X:68	Y:167 
[2024/8/21 9:31:36] 物品:金创药(小量)	怪物:13A5E9C0稻草人	地图:0	X:657	Y:612 
[2024/8/21 9:32:20] 物品:竹笛	怪物:24A1FA20魔龙射手2	地图:66	X:186	Y:161 
[2024/8/21 9:32:30] 物品:强效魔法药	怪物:28D321E0魔龙刀兵	地图:66	X:187	Y:156 
[2024/8/21 9:32:41] 物品:强效魔法药	怪物:22D25E10魔龙射手	地图:66	X:189	Y:159 
[2024/8/21 9:32:51] 物品:道士头盔	怪物:2D27D090魔龙射手	地图:66	X:191	Y:161 
[2024/8/21 9:32:56] 物品:重盔甲(女)	怪物:248BFBD0魔龙射手	地图:66	X:194	Y:162 
[2024/8/21 9:33:5] 物品:青铜头盔	怪物:1AC71000跳跳蜂	地图:D601	X:68	Y:120 
[2024/8/21 9:33:10] 物品:布鞋	怪物:28FC7AD0魔龙血蛙	地图:66	X:197	Y:162 
[2024/8/21 9:33:12] 物品:骷髅头盔	怪物:2CCE6290魔龙射手2	地图:66	X:195	Y:161 
[2024/8/21 9:33:12] 物品:黑檀手镯	怪物:2CCE6290魔龙射手2	地图:66	X:195	Y:161 
[2024/8/21 9:33:24] 物品:强效金创药	怪物:28DD6B60魔龙射手	地图:66	X:197	Y:153 
[2024/8/21 9:33:24] 物品:重盔甲(男)	怪物:28DD6B60魔龙射手	地图:66	X:197	Y:153 
[2024/8/21 9:33:28] 物品:太阳水	怪物:28C3AE60魔龙破甲兵	地图:66	X:194	Y:156 
[2024/8/21 9:33:28] 物品:强效太阳水	怪物:28C3AE60魔龙破甲兵	地图:66	X:194	Y:156 
[2024/8/21 9:33:28] 物品:三眼手镯	怪物:28C3AE60魔龙破甲兵	地图:66	X:194	Y:156 
[2024/8/21 9:33:33] 物品:幽灵盾	怪物:18929540僵尸2	地图:D421	X:161	Y:198 
[2024/8/21 9:33:43] 物品:金创药(小量)	怪物:235354F0稻草人	地图:0	X:606	Y:587 
[2024/8/21 9:33:46] 物品:黑檀手镯	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:黑色水晶戒指	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:破魂	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:白金项链	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:骷髅戒指	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:半月	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:凌风	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:蓝色水晶戒指	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:魔鬼项链	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:凤凰明珠	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:坚固手套	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:魔力手镯	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:太阳水	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:太阳水	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:太阳水	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:太阳水	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:金创药(中量)	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:金创药(中量)	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:金创药(中量)	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:金创药(中量)	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:魔法药(中量)	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:魔法药(中量)	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:魔法药(中量)	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:46] 物品:魔法药(中量)	怪物:1ADB85F0黑色恶蛆0	地图:D601	X:66	Y:101 
[2024/8/21 9:33:47] 物品:强效金创药	怪物:22F69D10魔龙血蛙	地图:66	X:197	Y:152 
[2024/8/21 9:33:56] 物品:强效魔法药	怪物:24891B80魔龙破甲兵	地图:66	X:199	Y:152 
[2024/8/21 9:34:1] 物品:强效魔法药	怪物:24B26A60魔龙邪眼1	地图:66	X:198	Y:150 
[2024/8/21 9:34:24] 物品:泰坦戒指	怪物:2B4D7710魔龙刀兵	地图:66	X:199	Y:147 
[2024/8/21 9:34:31] 物品:魔法药(小量)	怪物:13A044D0稻草人	地图:0	X:560	Y:538 
[2024/8/21 9:34:39] 物品:重盔甲(男)	怪物:2A92D0F0魔龙射手	地图:66	X:199	Y:145 
[2024/8/21 9:34:44] 物品:攻击力药水	怪物:22E94510僵尸3	地图:D421	X:146	Y:185 
[2024/8/21 9:35:2] 物品:强效魔法药	怪物:28F40600魔龙射手	地图:66	X:201	Y:167 
[2024/8/21 9:35:2] 物品:太阳水	怪物:28F40600魔龙射手	地图:66	X:201	Y:167 
[2024/8/21 9:35:18] 物品:金创药(小量)	怪物:136B9600森林雪人	地图:0	X:526	Y:523 
[2024/8/21 9:35:18] 物品:传统项链	怪物:136B9600森林雪人	地图:0	X:526	Y:523 
[2024/8/21 9:35:19] 物品:强效金创药	怪物:2C0229E0魔龙刀兵1	地图:66	X:197	Y:164 
[2024/8/21 9:35:33] 物品:放大镜	怪物:28E52180祖玛雕像8	地图:H204	X:59	Y:38 
[2024/8/21 9:35:33] 物品:死神手套	怪物:28E52180祖玛雕像8	地图:H204	X:59	Y:38 
[2024/8/21 9:35:35] 物品:强效魔法药	怪物:13B9BD60祖玛雕像8	地图:H204	X:87	Y:60 
[2024/8/21 9:35:35] 物品:强效太阳水	怪物:13B9BD60祖玛雕像8	地图:H204	X:87	Y:60 
[2024/8/21 9:35:44] 物品:强效金创药	怪物:22DA19E0祖玛弓箭手8	地图:H204	X:62	Y:58 
[2024/8/21 9:35:46] 物品:坚固手套	怪物:2D2C66C0祖玛弓箭手8	地图:H204	X:65	Y:37 
[2024/8/21 9:35:48] 物品:强效魔法药	怪物:2B453410魔龙破甲兵	地图:66	X:206	Y:173 
[2024/8/21 9:35:48] 物品:重盔甲(女)	怪物:2B453410魔龙破甲兵	地图:66	X:206	Y:173 
[2024/8/21 9:35:54] 物品:重盔甲(男)	怪物:29A91050祖玛弓箭手8	地图:H204	X:53	Y:56 
[2024/8/21 9:35:56] 物品:道德戒指	怪物:290A7F50祖玛卫士8	地图:H204	X:52	Y:57 
[2024/8/21 9:35:56] 物品:珊瑚戒指	怪物:290A7F50祖玛卫士8	地图:H204	X:52	Y:57 
[2024/8/21 9:35:56] 物品:灯笼项链	怪物:22E78950祖玛卫士8	地图:H204	X:58	Y:47 
[2024/8/21 9:35:59] 物品:凌风	怪物:2ADD5F20祖玛卫士8	地图:H204	X:57	Y:47 
[2024/8/21 9:35:59] 物品:破魂	怪物:2ADD5F20祖玛卫士8	地图:H204	X:57	Y:47 
[2024/8/21 9:36:0] 物品:蓝翡翠项链	怪物:22EE6E10祖玛卫士8	地图:H204	X:57	Y:46 
[2024/8/21 9:36:7] 物品:心灵手镯	怪物:22D59180魔龙射手1	地图:66	X:204	Y:179 
[2024/8/21 9:36:7] 物品:灵魂战衣(女)	怪物:22D59180魔龙射手1	地图:66	X:204	Y:179 
[2024/8/21 9:36:13] 物品:强效魔法药	怪物:22EA1B30魔龙刀兵2	地图:66	X:205	Y:176 
[2024/8/21 9:36:14] 物品:凤凰明珠	怪物:2C429D50祖玛弓箭手8	地图:H204	X:44	Y:53 
[2024/8/21 9:36:14] 物品:黑色水晶戒指	怪物:2C429D50祖玛弓箭手8	地图:H204	X:44	Y:53 
[2024/8/21 9:36:15] 物品:魔法药(中量)	怪物:17951640祖玛弓箭手8	地图:H204	X:41	Y:39 
[2024/8/21 9:36:15] 物品:珍珠戒指	怪物:17951640祖玛弓箭手8	地图:H204	X:41	Y:39 
[2024/8/21 9:36:21] 物品:金戒指	怪物:1385E600祖玛卫士8	地图:H204	X:40	Y:37 
[2024/8/21 9:36:23] 物品:强效金创药	怪物:25DF3D10魔龙破甲兵	地图:66	X:201	Y:176 
[2024/8/21 9:36:28] 物品:珍珠戒指	怪物:13803720祖玛雕像8	地图:H204	X:40	Y:58 
[2024/8/21 9:36:30] 物品:黑檀手镯	怪物:2C440050祖玛雕像8	地图:H204	X:41	Y:60 
[2024/8/21 9:36:37] 物品:太阳水	怪物:1AA9BC70蜈蚣	地图:D601	X:15	Y:99 
[2024/8/21 9:36:53] 物品:强效魔法药	怪物:25D3CB60祖玛雕像8	地图:H204	X:33	Y:26 
[2024/8/21 9:36:56] 物品:凌风	怪物:2A8E2400祖玛雕像8	地图:H204	X:34	Y:26 
[2024/8/21 9:36:59] 物品:死神手套	怪物:2C682290魔龙刺蛙	地图:66	X:195	Y:178 
[2024/8/21 9:37:0] 物品:金手镯	怪物:182D09B0祖玛卫士8	地图:H204	X:35	Y:80 
[2024/8/21 9:37:8] 物品:白色虎齿项链	怪物:2559F8B0祖玛卫士8	地图:H204	X:41	Y:86 
[2024/8/21 9:37:8] 物品:金戒指	怪物:2559F8B0祖玛卫士8	地图:H204	X:41	Y:86 
[2024/8/21 9:37:14] 物品:强效金创药	怪物:2CD198D0魔龙破甲兵	地图:66	X:191	Y:179 
[2024/8/21 9:37:20] 物品:强效金创药	怪物:2C897130魔龙射手	地图:66	X:188	Y:184 
[2024/8/21 9:37:20] 物品:强效金创药	怪物:2C897130魔龙射手	地图:66	X:188	Y:184 
[2024/8/21 9:37:20] 物品:太阳水	怪物:2C897130魔龙射手	地图:66	X:188	Y:184 
[2024/8/21 9:37:20] 物品:道士头盔	怪物:2C897130魔龙射手	地图:66	X:188	Y:184 
[2024/8/21 9:37:20] 物品:金戒指	怪物:2C897130魔龙射手	地图:66	X:188	Y:184 
[2024/8/21 9:37:30] 物品:白金项链	怪物:28C7F660祖玛雕像8	地图:H204	X:58	Y:88 
[2024/8/21 9:37:38] 物品:道德戒指	怪物:22EF68C0祖玛卫士8	地图:H204	X:67	Y:79 
[2024/8/21 9:37:38] 物品:珊瑚戒指	怪物:22EF68C0祖玛卫士8	地图:H204	X:67	Y:79 
[2024/8/21 9:37:50] 物品:灵魂战衣(女)	怪物:2BBDED30魔龙破甲兵2	地图:66	X:195	Y:185 
[2024/8/21 9:37:57] 物品:强效金创药	怪物:23061F10魔龙射手	地图:66	X:193	Y:190 
[2024/8/21 9:37:57] 物品:金手镯	怪物:24888030祖玛卫士8	地图:H204	X:67	Y:28 
[2024/8/21 9:38:1] 物品:魔法药(中量)	怪物:15880A40祖玛弓箭手8	地图:H204	X:90	Y:57 
[2024/8/21 9:38:7] 物品:金创药(中量)	怪物:23642800祖玛弓箭手8	地图:H204	X:63	Y:23 
[2024/8/21 9:38:7] 物品:金戒指	怪物:23642800祖玛弓箭手8	地图:H204	X:63	Y:23 
[2024/8/21 9:38:16] 物品:魔力手镯	怪物:25F81610祖玛卫士8	地图:H204	X:87	Y:45 
[2024/8/21 9:38:17] 物品:强效太阳水	怪物:1AC7AB50祖玛雕像8	地图:H204	X:76	Y:18 
[2024/8/21 9:38:17] 物品:骷髅戒指	怪物:1AC7AB50祖玛雕像8	地图:H204	X:76	Y:18 
[2024/8/21 9:38:18] 物品:魔法药(小量)	怪物:249EB080森林雪人	地图:11	X:140	Y:349 
[2024/8/21 9:38:18] 物品:魔法药(小量)	怪物:14196980稻草人	地图:0	X:280	Y:668 
[2024/8/21 9:38:25] 物品:强效魔法药	怪物:2504A140魔龙射手	地图:66	X:203	Y:185 
[2024/8/21 9:38:25] 物品:骨玉权杖	怪物:2504A140魔龙射手	地图:66	X:203	Y:185 
[2024/8/21 9:38:37] 物品:强效金创药	怪物:24868360魔龙射手	地图:66	X:205	Y:188 
[2024/8/21 9:38:37] 物品:降妖除魔戒指	怪物:24868360魔龙射手	地图:66	X:205	Y:188 
[2024/8/21 9:38:43] 物品:偃月	怪物:2B2836B0祖玛弓箭手8	地图:H204	X:50	Y:10 
[2024/8/21 9:38:45] 物品:魔鬼项链	怪物:22EC2D30祖玛弓箭手8	地图:H204	X:51	Y:8 
[2024/8/21 9:38:59] 物品:乌木剑	怪物:06292380盔甲虫	地图:3	X:258	Y:143 
[2024/8/21 9:39:6] 物品:木剑	怪物:0645C740盔甲虫	地图:3	X:259	Y:131 
[2024/8/21 9:39:13] 物品:黑檀手镯	怪物:249B4B10祖玛卫士8	地图:H204	X:21	Y:23 
[2024/8/21 9:39:23] 物品:黑色水晶戒指	怪物:14098EF0祖玛雕像8	地图:H204	X:11	Y:48 
[2024/8/21 9:39:30] 物品:半月	怪物:1ADB2D30跳跳蜂0	地图:D601	X:87	Y:113 
[2024/8/21 9:39:30] 物品:海魂	怪物:1ADB2D30跳跳蜂0	地图:D601	X:87	Y:113 
[2024/8/21 9:39:30] 物品:蓝色水晶戒指	怪物:1ADB2D30跳跳蜂0	地图:D601	X:87	Y:113 
[2024/8/21 9:39:30] 物品:琥珀项链	怪物:1ADB2D30跳跳蜂0	地图:D601	X:87	Y:113 
[2024/8/21 9:39:30] 物品:坚固手套	怪物:1ADB2D30跳跳蜂0	地图:D601	X:87	Y:113 
