[2024/8/22 5:0:21] 物品:魔法长袍(女)	怪物:13A22CF0跳跳蜂8	地图:H004	X:189	Y:103 
[2024/8/22 5:33:32] 物品:黑檀手镯	怪物:244C99F0尸王8	地图:H201	X:180	Y:147 
[2024/8/22 5:33:33] 物品:魔法药(小量)	怪物:25838E70僵尸5	地图:H201	X:180	Y:145 
[2024/8/22 5:33:39] 物品:强效金创药	怪物:2ADCF030魔龙射手	地图:66	X:262	Y:61 
[2024/8/22 5:33:39] 物品:强效金创药	怪物:2ADCF030魔龙射手	地图:66	X:262	Y:61 
[2024/8/22 5:33:39] 物品:强效魔法药	怪物:2ADCF030魔龙射手	地图:66	X:262	Y:61 
[2024/8/22 5:33:41] 物品:强效金创药	怪物:1392C410魔龙刀兵	地图:66	X:261	Y:60 
[2024/8/22 5:33:41] 物品:绿色项链	怪物:1392C410魔龙刀兵	地图:66	X:261	Y:60 
[2024/8/22 5:33:48] 物品:魔法药(小量)	怪物:25838E70僵尸5	地图:H201	X:180	Y:145 
[2024/8/22 5:34:7] 物品:大火球	怪物:256EDB90僵尸40	地图:H201	X:169	Y:152 
[2024/8/22 5:34:7] 物品:抗拒火环	怪物:256EDB90僵尸40	地图:H201	X:169	Y:152 
[2024/8/22 5:34:7] 物品:精神力战法	怪物:256EDB90僵尸40	地图:H201	X:169	Y:152 
[2024/8/22 5:34:7] 物品:火球术	怪物:256EDB90僵尸40	地图:H201	X:169	Y:152 
[2024/8/22 5:34:7] 物品:治愈术	怪物:256EDB90僵尸40	地图:H201	X:169	Y:152 
[2024/8/22 5:34:7] 物品:基本剑术	怪物:256EDB90僵尸40	地图:H201	X:169	Y:152 
[2024/8/22 5:34:7] 物品:魔鬼项链	怪物:256EDB90僵尸40	地图:H201	X:169	Y:152 
[2024/8/22 5:34:7] 物品:铁剑	怪物:256EDB90僵尸40	地图:H201	X:169	Y:152 
[2024/8/22 5:34:7] 物品:金创药(小量)	怪物:256EDB90僵尸40	地图:H201	X:169	Y:152 
[2024/8/22 5:34:13] 物品:强效太阳水	怪物:246EEA10尸王8	地图:H201	X:169	Y:150 
[2024/8/22 5:34:13] 物品:强效太阳水	怪物:246EEA10尸王8	地图:H201	X:169	Y:150 
[2024/8/22 5:34:13] 物品:强效太阳水	怪物:246EEA10尸王8	地图:H201	X:169	Y:150 
[2024/8/22 5:34:13] 物品:强效太阳水	怪物:246EEA10尸王8	地图:H201	X:169	Y:150 
[2024/8/22 5:34:13] 物品:强效太阳水	怪物:246EEA10尸王8	地图:H201	X:169	Y:150 
[2024/8/22 5:34:13] 物品:强效金创药	怪物:246EEA10尸王8	地图:H201	X:169	Y:150 
[2024/8/22 5:34:13] 物品:强效金创药	怪物:246EEA10尸王8	地图:H201	X:169	Y:150 
[2024/8/22 5:34:13] 物品:强效魔法药	怪物:246EEA10尸王8	地图:H201	X:169	Y:150 
[2024/8/22 5:34:13] 物品:强效魔法药	怪物:246EEA10尸王8	地图:H201	X:169	Y:150 
[2024/8/22 5:34:13] 物品:黑色水晶戒指	怪物:246EEA10尸王8	地图:H201	X:169	Y:150 
[2024/8/22 5:34:13] 物品:蛇眼戒指	怪物:246EEA10尸王8	地图:H201	X:169	Y:150 
[2024/8/22 5:34:13] 物品:治愈术	怪物:2CD7E080僵尸1	地图:H201	X:167	Y:150 
[2024/8/22 5:34:18] 物品:金创药(小量)	怪物:1BA4FDC0僵尸4	地图:H201	X:166	Y:152 
[2024/8/22 5:34:18] 物品:强效金创药	怪物:2BC39A10魔龙射手	地图:66	X:270	Y:57 
[2024/8/22 5:34:24] 物品:强效金创药	怪物:2CEC7520魔龙刀兵1	地图:66	X:269	Y:56 
[2024/8/22 5:34:27] 物品:疾风药水	怪物:173B55B0僵尸1	地图:H201	X:161	Y:150 
[2024/8/22 5:34:30] 物品:强效魔法药	怪物:269BA4C0魔龙破甲兵	地图:66	X:268	Y:56 
[2024/8/22 5:34:39] 物品:道士头盔	怪物:1780DDA0魔龙射手	地图:66	X:270	Y:52 
[2024/8/22 5:34:42] 物品:强效魔法药	怪物:24B344C0魔龙破甲兵	地图:66	X:272	Y:52 
[2024/8/22 5:34:42] 物品:蓝翡翠项链	怪物:24B344C0魔龙破甲兵	地图:66	X:272	Y:52 
[2024/8/22 5:34:44] 物品:强效太阳水	怪物:290D5A00尸王8	地图:H201	X:156	Y:161 
[2024/8/22 5:34:44] 物品:强效太阳水	怪物:290D5A00尸王8	地图:H201	X:156	Y:161 
[2024/8/22 5:34:44] 物品:强效太阳水	怪物:290D5A00尸王8	地图:H201	X:156	Y:161 
[2024/8/22 5:34:44] 物品:强效太阳水	怪物:290D5A00尸王8	地图:H201	X:156	Y:161 
[2024/8/22 5:34:44] 物品:强效太阳水	怪物:290D5A00尸王8	地图:H201	X:156	Y:161 
[2024/8/22 5:34:44] 物品:强效金创药	怪物:290D5A00尸王8	地图:H201	X:156	Y:161 
[2024/8/22 5:34:44] 物品:强效金创药	怪物:290D5A00尸王8	地图:H201	X:156	Y:161 
[2024/8/22 5:34:44] 物品:强效魔法药	怪物:290D5A00尸王8	地图:H201	X:156	Y:161 
[2024/8/22 5:34:44] 物品:强效魔法药	怪物:290D5A00尸王8	地图:H201	X:156	Y:161 
[2024/8/22 5:34:44] 物品:生铁戒指	怪物:290D5A00尸王8	地图:H201	X:156	Y:161 
[2024/8/22 5:34:44] 物品:凝霜	怪物:290D5A00尸王8	地图:H201	X:156	Y:161 
[2024/8/22 5:34:44] 物品:黑檀手镯	怪物:290D5A00尸王8	地图:H201	X:156	Y:161 
[2024/8/22 5:34:52] 物品:大火球	怪物:29330220僵尸1	地图:H201	X:148	Y:155 
[2024/8/22 5:35:2] 物品:施毒术	怪物:15836650僵尸40	地图:H201	X:147	Y:153 
[2024/8/22 5:35:2] 物品:攻杀剑术	怪物:15836650僵尸40	地图:H201	X:147	Y:153 
[2024/8/22 5:35:2] 物品:召唤骷髅	怪物:15836650僵尸40	地图:H201	X:147	Y:153 
[2024/8/22 5:35:2] 物品:瞬息移动	怪物:15836650僵尸40	地图:H201	X:147	Y:153 
[2024/8/22 5:35:2] 物品:抗拒火环	怪物:15836650僵尸40	地图:H201	X:147	Y:153 
[2024/8/22 5:35:2] 物品:精神力战法	怪物:15836650僵尸40	地图:H201	X:147	Y:153 
[2024/8/22 5:35:2] 物品:火球术	怪物:15836650僵尸40	地图:H201	X:147	Y:153 
[2024/8/22 5:35:2] 物品:治愈术	怪物:15836650僵尸40	地图:H201	X:147	Y:153 
[2024/8/22 5:35:2] 物品:基本剑术	怪物:15836650僵尸40	地图:H201	X:147	Y:153 
[2024/8/22 5:35:2] 物品:中型盔甲(男)	怪物:15836650僵尸40	地图:H201	X:147	Y:153 
[2024/8/22 5:35:2] 物品:青铜头盔	怪物:15836650僵尸40	地图:H201	X:147	Y:153 
[2024/8/22 5:35:2] 物品:魔法药(小量)	怪物:15836650僵尸40	地图:H201	X:147	Y:153 
[2024/8/22 5:35:3] 物品:强效魔法药	怪物:28E47000魔龙破甲兵	地图:66	X:280	Y:61 
[2024/8/22 5:35:6] 物品:雷电术	怪物:25BCAB10僵尸10	地图:H201	X:146	Y:155 
[2024/8/22 5:35:6] 物品:火球术	怪物:25BCAB10僵尸10	地图:H201	X:146	Y:155 
[2024/8/22 5:35:6] 物品:治愈术	怪物:25BCAB10僵尸10	地图:H201	X:146	Y:155 
[2024/8/22 5:35:7] 物品:金创药(小量)	怪物:16A48F40僵尸5	地图:H201	X:145	Y:157 
[2024/8/22 5:35:8] 物品:强效太阳水	怪物:254E9C00尸王8	地图:H201	X:148	Y:153 
[2024/8/22 5:35:8] 物品:强效太阳水	怪物:254E9C00尸王8	地图:H201	X:148	Y:153 
[2024/8/22 5:35:8] 物品:强效太阳水	怪物:254E9C00尸王8	地图:H201	X:148	Y:153 
[2024/8/22 5:35:8] 物品:强效太阳水	怪物:254E9C00尸王8	地图:H201	X:148	Y:153 
[2024/8/22 5:35:8] 物品:强效太阳水	怪物:254E9C00尸王8	地图:H201	X:148	Y:153 
[2024/8/22 5:35:8] 物品:强效金创药	怪物:254E9C00尸王8	地图:H201	X:148	Y:153 
[2024/8/22 5:35:8] 物品:强效金创药	怪物:254E9C00尸王8	地图:H201	X:148	Y:153 
[2024/8/22 5:35:8] 物品:强效魔法药	怪物:254E9C00尸王8	地图:H201	X:148	Y:153 
[2024/8/22 5:35:8] 物品:强效魔法药	怪物:254E9C00尸王8	地图:H201	X:148	Y:153 
[2024/8/22 5:35:8] 物品:蛇眼戒指	怪物:254E9C00尸王8	地图:H201	X:148	Y:153 
[2024/8/22 5:35:8] 物品:凝霜	怪物:254E9C00尸王8	地图:H201	X:148	Y:153 
[2024/8/22 5:35:8] 物品:道德戒指	怪物:254E9C00尸王8	地图:H201	X:148	Y:153 
[2024/8/22 5:35:8] 物品:黑檀手镯	怪物:254E9C00尸王8	地图:H201	X:148	Y:153 
[2024/8/22 5:35:9] 物品:强效金创药	怪物:0627ABD0魔龙破甲兵	地图:66	X:273	Y:63 
[2024/8/22 5:35:12] 物品:爆裂火焰	怪物:1E3AF860恶灵尸王	地图:H201	X:146	Y:154 
[2024/8/22 5:35:12] 物品:攻杀剑术	怪物:1E3AF860恶灵尸王	地图:H201	X:146	Y:154 
[2024/8/22 5:35:12] 物品:灵魂火符	怪物:1E3AF860恶灵尸王	地图:H201	X:146	Y:154 
[2024/8/22 5:35:13] 物品:地狱火	怪物:14561560僵尸40	地图:H201	X:145	Y:157 
[2024/8/22 5:35:13] 物品:抗拒火环	怪物:14561560僵尸40	地图:H201	X:145	Y:157 
[2024/8/22 5:35:13] 物品:精神力战法	怪物:14561560僵尸40	地图:H201	X:145	Y:157 
[2024/8/22 5:35:13] 物品:火球术	怪物:14561560僵尸40	地图:H201	X:145	Y:157 
[2024/8/22 5:35:13] 物品:治愈术	怪物:14561560僵尸40	地图:H201	X:145	Y:157 
[2024/8/22 5:35:13] 物品:基本剑术	怪物:14561560僵尸40	地图:H201	X:145	Y:157 
[2024/8/22 5:35:13] 物品:轻型盔甲(女)	怪物:14561560僵尸40	地图:H201	X:145	Y:157 
[2024/8/22 5:35:13] 物品:黄色水晶项链	怪物:14561560僵尸40	地图:H201	X:145	Y:157 
[2024/8/22 5:35:15] 物品:强效金创药	怪物:2536B190魔龙破甲兵	地图:66	X:267	Y:66 
[2024/8/22 5:35:21] 物品:强效魔法药	怪物:145948D0魔龙刀兵1	地图:66	X:266	Y:67 
[2024/8/22 5:35:26] 物品:强效太阳水	怪物:28CCD940尸王8	地图:H201	X:140	Y:156 
[2024/8/22 5:35:26] 物品:强效太阳水	怪物:28CCD940尸王8	地图:H201	X:140	Y:156 
[2024/8/22 5:35:26] 物品:强效太阳水	怪物:28CCD940尸王8	地图:H201	X:140	Y:156 
[2024/8/22 5:35:26] 物品:强效太阳水	怪物:28CCD940尸王8	地图:H201	X:140	Y:156 
[2024/8/22 5:35:26] 物品:强效太阳水	怪物:28CCD940尸王8	地图:H201	X:140	Y:156 
[2024/8/22 5:35:26] 物品:强效金创药	怪物:28CCD940尸王8	地图:H201	X:140	Y:156 
[2024/8/22 5:35:26] 物品:强效金创药	怪物:28CCD940尸王8	地图:H201	X:140	Y:156 
[2024/8/22 5:35:26] 物品:强效魔法药	怪物:28CCD940尸王8	地图:H201	X:140	Y:156 
[2024/8/22 5:35:26] 物品:强效魔法药	怪物:28CCD940尸王8	地图:H201	X:140	Y:156 
[2024/8/22 5:35:26] 物品:珍珠戒指	怪物:28CCD940尸王8	地图:H201	X:140	Y:156 
[2024/8/22 5:35:26] 物品:死神手套	怪物:28CCD940尸王8	地图:H201	X:140	Y:156 
[2024/8/22 5:35:26] 物品:凝霜	怪物:28CCD940尸王8	地图:H201	X:140	Y:156 
[2024/8/22 5:35:26] 物品:黑檀手镯	怪物:28CCD940尸王8	地图:H201	X:140	Y:156 
[2024/8/22 5:35:26] 物品:魔力手镯	怪物:28CCD940尸王8	地图:H201	X:140	Y:156 
[2024/8/22 5:35:40] 物品:金创药(小量)	怪物:22F19370僵尸4	地图:H201	X:137	Y:159 
[2024/8/22 5:35:42] 物品:强效魔法药	怪物:173558A0魔龙刀兵1	地图:66	X:245	Y:78 
[2024/8/22 5:35:44] 物品:爆裂火焰	怪物:1DCB89F0恶灵尸王	地图:H201	X:135	Y:156 
[2024/8/22 5:35:44] 物品:灵魂火符	怪物:1DCB89F0恶灵尸王	地图:H201	X:135	Y:156 
[2024/8/22 5:35:49] 物品:施毒术	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:抗拒火环	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:精神力战法	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:火球术	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:治愈术	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:基本剑术	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:八荒	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:半月	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:海魂	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:琥珀项链	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:凤凰明珠	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:坚固手套	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:魔力手镯	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:灯笼项链	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:铁剑	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:短剑	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:轻型盔甲(男)	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:轻型盔甲(女)	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:中型盔甲(女)	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:青铜斧	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:黑檀项链	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:黄色水晶项链	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:黑色水晶项链	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:青铜头盔	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:金创药(小量)	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:金创药(小量)	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:金创药(小量)	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:金创药(小量)	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:魔法药(小量)	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:魔法药(小量)	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:魔法药(小量)	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:49] 物品:魔法药(小量)	怪物:2A3A7020僵尸50	地图:H201	X:139	Y:160 
[2024/8/22 5:35:51] 物品:强效金创药	怪物:288F7710魔龙破甲兵	地图:66	X:247	Y:78 
[2024/8/22 5:35:51] 物品:强效金创药	怪物:288F7710魔龙破甲兵	地图:66	X:247	Y:78 
[2024/8/22 5:35:51] 物品:灵魂战衣(男)	怪物:288F7710魔龙破甲兵	地图:66	X:247	Y:78 
[2024/8/22 5:35:59] 物品:太阳水	怪物:244E67E0魔龙破甲兵1	地图:66	X:245	Y:78 
[2024/8/22 5:35:59] 物品:魔法药(小量)	怪物:13D1AB90僵尸4	地图:H201	X:127	Y:156 
[2024/8/22 5:36:3] 物品:紫碧螺	怪物:23B92300魔龙刀兵	地图:66	X:244	Y:78 
[2024/8/22 5:36:7] 物品:金创药(小量)	怪物:25A50F00僵尸4	地图:H201	X:127	Y:155 
[2024/8/22 5:36:15] 物品:珊瑚戒指	怪物:28606CF0魔龙射手	地图:66	X:242	Y:80 
[2024/8/22 5:36:16] 物品:金创药(小量)	怪物:25B68540僵尸5	地图:H201	X:120	Y:156 
[2024/8/22 5:36:16] 物品:强效太阳水	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:强效太阳水	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:强效太阳水	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:强效太阳水	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:强效太阳水	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:太阳水	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:太阳水	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:太阳水	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:太阳水	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:太阳水	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:太阳水	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:太阳水	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:太阳水	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:太阳水	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:太阳水	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:金创药(中量)	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:金创药(中量)	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:金创药(中量)	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:强效金创药	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:强效金创药	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:魔法药(中量)	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:魔法药(中量)	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:魔法药(中量)	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:强效魔法药	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:强效魔法药	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:骷髅戒指	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:珍珠戒指	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:凝霜	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:道德戒指	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:黑檀手镯	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:小手镯	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:魔法盾	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:神圣战甲术	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:地狱火	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:大火球	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:召唤骷髅	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:瞬息移动	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:抗拒火环	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:精神力战法	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:治愈术	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:基本剑术	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:16] 物品:火球术	怪物:1E0BDDF0尸王	地图:H201	X:122	Y:155 
[2024/8/22 5:36:29] 物品:强效金创药	怪物:184DBCD0魔龙破甲兵	地图:66	X:240	Y:86 
[2024/8/22 5:36:29] 物品:珊瑚戒指	怪物:184DBCD0魔龙破甲兵	地图:66	X:240	Y:86 
[2024/8/22 5:36:29] 物品:蓝翡翠项链	怪物:184DBCD0魔龙破甲兵	地图:66	X:240	Y:86 
[2024/8/22 5:36:31] 物品:强效太阳水	怪物:252D5BD0尸王8	地图:H201	X:117	Y:156 
[2024/8/22 5:36:31] 物品:强效太阳水	怪物:252D5BD0尸王8	地图:H201	X:117	Y:156 
[2024/8/22 5:36:31] 物品:强效太阳水	怪物:252D5BD0尸王8	地图:H201	X:117	Y:156 
[2024/8/22 5:36:31] 物品:强效太阳水	怪物:252D5BD0尸王8	地图:H201	X:117	Y:156 
[2024/8/22 5:36:31] 物品:强效太阳水	怪物:252D5BD0尸王8	地图:H201	X:117	Y:156 
[2024/8/22 5:36:31] 物品:强效金创药	怪物:252D5BD0尸王8	地图:H201	X:117	Y:156 
[2024/8/22 5:36:31] 物品:强效金创药	怪物:252D5BD0尸王8	地图:H201	X:117	Y:156 
[2024/8/22 5:36:31] 物品:强效魔法药	怪物:252D5BD0尸王8	地图:H201	X:117	Y:156 
[2024/8/22 5:36:31] 物品:强效魔法药	怪物:252D5BD0尸王8	地图:H201	X:117	Y:156 
[2024/8/22 5:36:31] 物品:冰咆哮	怪物:252D5BD0尸王8	地图:H201	X:117	Y:156 
[2024/8/22 5:36:33] 物品:太阳水	怪物:25D0F0B0魔龙破甲兵	地图:66	X:240	Y:85 
[2024/8/22 5:36:33] 物品:金创药(小量)	怪物:25B68540僵尸5	地图:H201	X:120	Y:156 
[2024/8/22 5:36:39] 物品:强效太阳水	怪物:24ADBEB0尸王8	地图:H201	X:115	Y:156 
[2024/8/22 5:36:39] 物品:强效太阳水	怪物:24ADBEB0尸王8	地图:H201	X:115	Y:156 
[2024/8/22 5:36:39] 物品:强效太阳水	怪物:24ADBEB0尸王8	地图:H201	X:115	Y:156 
[2024/8/22 5:36:39] 物品:强效太阳水	怪物:24ADBEB0尸王8	地图:H201	X:115	Y:156 
[2024/8/22 5:36:39] 物品:强效太阳水	怪物:24ADBEB0尸王8	地图:H201	X:115	Y:156 
[2024/8/22 5:36:39] 物品:强效金创药	怪物:24ADBEB0尸王8	地图:H201	X:115	Y:156 
[2024/8/22 5:36:39] 物品:强效金创药	怪物:24ADBEB0尸王8	地图:H201	X:115	Y:156 
[2024/8/22 5:36:39] 物品:强效魔法药	怪物:24ADBEB0尸王8	地图:H201	X:115	Y:156 
[2024/8/22 5:36:39] 物品:强效魔法药	怪物:24ADBEB0尸王8	地图:H201	X:115	Y:156 
[2024/8/22 5:36:39] 物品:蛇眼戒指	怪物:24ADBEB0尸王8	地图:H201	X:115	Y:156 
[2024/8/22 5:36:39] 物品:黑檀手镯	怪物:24ADBEB0尸王8	地图:H201	X:115	Y:156 
[2024/8/22 5:36:42] 物品:强效太阳水	怪物:29017290尸王8	地图:H201	X:114	Y:155 
[2024/8/22 5:36:42] 物品:强效太阳水	怪物:29017290尸王8	地图:H201	X:114	Y:155 
[2024/8/22 5:36:42] 物品:强效太阳水	怪物:29017290尸王8	地图:H201	X:114	Y:155 
[2024/8/22 5:36:42] 物品:强效太阳水	怪物:29017290尸王8	地图:H201	X:114	Y:155 
[2024/8/22 5:36:42] 物品:强效太阳水	怪物:29017290尸王8	地图:H201	X:114	Y:155 
[2024/8/22 5:36:42] 物品:强效金创药	怪物:29017290尸王8	地图:H201	X:114	Y:155 
[2024/8/22 5:36:42] 物品:强效金创药	怪物:29017290尸王8	地图:H201	X:114	Y:155 
[2024/8/22 5:36:42] 物品:强效魔法药	怪物:29017290尸王8	地图:H201	X:114	Y:155 
[2024/8/22 5:36:42] 物品:强效魔法药	怪物:29017290尸王8	地图:H201	X:114	Y:155 
[2024/8/22 5:36:42] 物品:生铁戒指	怪物:29017290尸王8	地图:H201	X:114	Y:155 
[2024/8/22 5:36:42] 物品:蓝翡翠项链	怪物:29017290尸王8	地图:H201	X:114	Y:155 
[2024/8/22 5:36:42] 物品:魔力手镯	怪物:29017290尸王8	地图:H201	X:114	Y:155 
[2024/8/22 5:36:46] 物品:太阳水	怪物:13D5ABD0僵尸5	地图:H201	X:117	Y:154 
[2024/8/22 5:36:48] 物品:魔法药(小量)	怪物:13938BC0僵尸5	地图:H201	X:120	Y:157 
[2024/8/22 5:36:53] 物品:金创药(中量)	怪物:23055340僵尸1	地图:H201	X:116	Y:150 
[2024/8/22 5:37:2] 物品:金创药(小量)	怪物:11FC3530僵尸5	地图:H201	X:114	Y:161 
[2024/8/22 5:37:9] 物品:火墙	怪物:14D6A280恶灵尸王	地图:H201	X:112	Y:157 
[2024/8/22 5:37:9] 物品:施毒术	怪物:14D6A280恶灵尸王	地图:H201	X:112	Y:157 
[2024/8/22 5:37:9] 物品:灵魂火符	怪物:14D6A280恶灵尸王	地图:H201	X:112	Y:157 
[2024/8/22 5:37:9] 物品:雷电术	怪物:14D6A280恶灵尸王	地图:H201	X:112	Y:157 
[2024/8/22 5:37:9] 物品:强效太阳水	怪物:256A5710尸王8	地图:H001	X:22	Y:20 
[2024/8/22 5:37:9] 物品:强效太阳水	怪物:256A5710尸王8	地图:H001	X:22	Y:20 
[2024/8/22 5:37:9] 物品:强效太阳水	怪物:256A5710尸王8	地图:H001	X:22	Y:20 
[2024/8/22 5:37:9] 物品:强效太阳水	怪物:256A5710尸王8	地图:H001	X:22	Y:20 
[2024/8/22 5:37:9] 物品:强效太阳水	怪物:256A5710尸王8	地图:H001	X:22	Y:20 
[2024/8/22 5:37:9] 物品:强效金创药	怪物:256A5710尸王8	地图:H001	X:22	Y:20 
[2024/8/22 5:37:9] 物品:强效金创药	怪物:256A5710尸王8	地图:H001	X:22	Y:20 
[2024/8/22 5:37:9] 物品:强效魔法药	怪物:256A5710尸王8	地图:H001	X:22	Y:20 
