[2024/8/19 16:0:2] 物品:金创药(小量)	怪物:289C2750稻草人	地图:0	X:133	Y:127 
[2024/8/19 16:36:53] 物品:魔法药(中量)	怪物:1B96D3B0虹魔猪卫8	地图:H204	X:14	Y:48 
[2024/8/19 16:36:53] 物品:魔法药(中量)	怪物:1B96D3B0虹魔猪卫8	地图:H204	X:14	Y:48 
[2024/8/19 16:36:53] 物品:强效魔法药	怪物:1B96D3B0虹魔猪卫8	地图:H204	X:14	Y:48 
[2024/8/19 16:36:53] 物品:强效魔法药	怪物:1B96D3B0虹魔猪卫8	地图:H204	X:14	Y:48 
[2024/8/19 16:36:53] 物品:强效魔法药	怪物:1B96D3B0虹魔猪卫8	地图:H204	X:14	Y:48 
[2024/8/19 16:36:53] 物品:强效金创药	怪物:1B96D3B0虹魔猪卫8	地图:H204	X:14	Y:48 
[2024/8/19 16:36:53] 物品:强效金创药	怪物:1B96D3B0虹魔猪卫8	地图:H204	X:14	Y:48 
[2024/8/19 16:36:53] 物品:强效金创药	怪物:1B96D3B0虹魔猪卫8	地图:H204	X:14	Y:48 
[2024/8/19 16:36:53] 物品:强效金创药	怪物:1B96D3B0虹魔猪卫8	地图:H204	X:14	Y:48 
[2024/8/19 16:36:53] 物品:强效金创药	怪物:1B96D3B0虹魔猪卫8	地图:H204	X:14	Y:48 
[2024/8/19 16:36:53] 物品:强效金创药	怪物:1B96D3B0虹魔猪卫8	地图:H204	X:14	Y:48 
[2024/8/19 16:36:53] 物品:强效魔法药	怪物:1B96D3B0虹魔猪卫8	地图:H204	X:14	Y:48 
[2024/8/19 16:36:53] 物品:强效魔法药	怪物:1B96D3B0虹魔猪卫8	地图:H204	X:14	Y:48 
[2024/8/19 16:36:53] 物品:强效魔法药	怪物:1B96D3B0虹魔猪卫8	地图:H204	X:14	Y:48 
[2024/8/19 16:36:53] 物品:强效魔法药	怪物:1B96D3B0虹魔猪卫8	地图:H204	X:14	Y:48 
[2024/8/19 16:36:53] 物品:强效魔法药	怪物:1B96D3B0虹魔猪卫8	地图:H204	X:14	Y:48 
[2024/8/19 16:36:53] 物品:强效魔法药	怪物:1B96D3B0虹魔猪卫8	地图:H204	X:14	Y:48 
[2024/8/19 16:36:53] 物品:战神盔甲(男)	怪物:1B96D3B0虹魔猪卫8	地图:H204	X:14	Y:48 
[2024/8/19 16:37:5] 物品:魔法长袍(女)	怪物:18C373E0黑野猪8	地图:H002	X:145	Y:45 
[2024/8/19 16:37:11] 物品:强效太阳水	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效太阳水	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效太阳水	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效太阳水	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效太阳水	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效太阳水	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效太阳水	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效太阳水	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效太阳水	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效太阳水	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:太阳水	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:太阳水	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:太阳水	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:太阳水	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:太阳水	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:太阳水	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:太阳水	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:太阳水	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:太阳水	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:太阳水	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:金创药(中量)	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:金创药(中量)	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:金创药(中量)	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效金创药	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效金创药	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效金创药	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:魔法药(中量)	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:魔法药(中量)	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:魔法药(中量)	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效魔法药	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效魔法药	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效魔法药	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效金创药	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效金创药	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效金创药	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效金创药	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效金创药	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效金创药	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效魔法药	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效魔法药	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效魔法药	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效魔法药	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效魔法药	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:11] 物品:强效魔法药	怪物:1B351310虹魔猪卫8	地图:H204	X:22	Y:38 
[2024/8/19 16:37:27] 物品:强效金创药	怪物:2BFAF530魔龙射手1	地图:612	X:145	Y:203 
[2024/8/19 16:37:31] 物品:蓝翡翠项链	怪物:18B430F0红野猪8	地图:H002	X:161	Y:40 
[2024/8/19 16:37:39] 物品:强效太阳水	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效太阳水	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效太阳水	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效太阳水	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效太阳水	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效太阳水	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效太阳水	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效太阳水	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效太阳水	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效太阳水	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:太阳水	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:太阳水	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:太阳水	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:太阳水	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:太阳水	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:太阳水	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:太阳水	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:太阳水	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:太阳水	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:太阳水	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:金创药(中量)	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:金创药(中量)	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:金创药(中量)	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效金创药	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效金创药	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效金创药	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:魔法药(中量)	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:魔法药(中量)	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:魔法药(中量)	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效魔法药	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效魔法药	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效魔法药	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效金创药	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效金创药	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效金创药	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效金创药	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效金创药	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效金创药	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效魔法药	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效魔法药	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效魔法药	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效魔法药	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效魔法药	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:强效魔法药	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:炼狱	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:39] 物品:恶魔长袍(女)	怪物:28227FB0白野猪8	地图:H204	X:76	Y:24 
[2024/8/19 16:37:46] 物品:强效太阳水	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效太阳水	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效太阳水	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效太阳水	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效太阳水	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效太阳水	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效太阳水	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效太阳水	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效太阳水	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效太阳水	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:太阳水	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:太阳水	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:太阳水	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:太阳水	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:太阳水	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:太阳水	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:太阳水	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:太阳水	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:太阳水	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:太阳水	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:金创药(中量)	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:金创药(中量)	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:金创药(中量)	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效金创药	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效金创药	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效金创药	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:魔法药(中量)	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:魔法药(中量)	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:魔法药(中量)	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效魔法药	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效魔法药	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效魔法药	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效金创药	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效金创药	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效金创药	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效金创药	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效金创药	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效金创药	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效魔法药	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效魔法药	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效魔法药	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效魔法药	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效魔法药	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:强效魔法药	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:46] 物品:金戒指	怪物:2A835040虹魔猪卫8	地图:H204	X:75	Y:24 
[2024/8/19 16:37:54] 物品:琥珀项链	怪物:1B740050祖玛卫士8	地图:H204	X:78	Y:83 
[2024/8/19 16:37:54] 物品:黑色水晶戒指	怪物:1B740050祖玛卫士8	地图:H204	X:78	Y:83 
[2024/8/19 16:37:56] 物品:强效金创药	怪物:2BDF3340魔龙射手	地图:612	X:110	Y:53 
[2024/8/19 16:37:56] 物品:兽皮腰带	怪物:2BDF3340魔龙射手	地图:612	X:110	Y:53 
[2024/8/19 16:37:57] 物品:道士手镯	怪物:1ECAB420祖玛雕像8	地图:H204	X:78	Y:80 
[2024/8/19 16:38:8] 物品:白金项链	怪物:0DCD01A0祖玛卫士8	地图:H204	X:70	Y:77 
[2024/8/19 16:38:8] 物品:骷髅戒指	怪物:0DCD01A0祖玛卫士8	地图:H204	X:70	Y:77 
[2024/8/19 16:38:14] 物品:强效太阳水	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效太阳水	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效太阳水	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效太阳水	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效太阳水	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效太阳水	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效太阳水	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效太阳水	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效太阳水	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效太阳水	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:太阳水	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:太阳水	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:太阳水	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:太阳水	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:太阳水	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:太阳水	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:太阳水	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:太阳水	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:太阳水	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:太阳水	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:金创药(中量)	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:金创药(中量)	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:金创药(中量)	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效金创药	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效金创药	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效金创药	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:魔法药(中量)	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:魔法药(中量)	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:魔法药(中量)	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效魔法药	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效魔法药	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效魔法药	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效金创药	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效金创药	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效金创药	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效金创药	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效金创药	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效金创药	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效魔法药	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效魔法药	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效魔法药	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效魔法药	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效魔法药	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:强效魔法药	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:无极棍	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:放大镜	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:14] 物品:黑檀手镯	怪物:295C7AD0白野猪8	地图:H204	X:69	Y:79 
[2024/8/19 16:38:28] 物品:强效太阳水	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:强效太阳水	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:强效太阳水	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:强效太阳水	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:强效太阳水	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:强效太阳水	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:强效太阳水	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:强效太阳水	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:强效太阳水	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:强效太阳水	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:太阳水	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:太阳水	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:太阳水	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:太阳水	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:太阳水	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:太阳水	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:太阳水	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:太阳水	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:太阳水	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:太阳水	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:金创药(中量)	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:金创药(中量)	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:金创药(中量)	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:强效金创药	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:强效金创药	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:强效金创药	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:魔法药(中量)	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:魔法药(中量)	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:魔法药(中量)	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:强效魔法药	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
[2024/8/19 16:38:28] 物品:强效魔法药	怪物:18263130虹魔猪卫8	地图:H204	X:70	Y:69 
