[2024/8/21 2:0:32] 物品:魔法长袍(男)	怪物:2585E9C0祖玛雕像8	地图:H204	X:60	Y:58 
[2024/8/21 2:22:34] 物品:太阳水	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:太阳水	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:太阳水	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:太阳水	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:金创药(中量)	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:金创药(中量)	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:金创药(中量)	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:强效金创药	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:强效金创药	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:强效金创药	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:魔法药(中量)	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:魔法药(中量)	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:魔法药(中量)	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:强效魔法药	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:强效魔法药	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:强效魔法药	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:强效金创药	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:强效金创药	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:强效金创药	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:强效金创药	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:强效金创药	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:强效金创药	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:强效魔法药	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:强效魔法药	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:强效魔法药	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:强效魔法药	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:强效魔法药	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:强效魔法药	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:死神手套	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:34] 物品:珊瑚戒指	怪物:292EAFE0白野猪8	地图:H204	X:42	Y:46 
[2024/8/21 2:22:46] 物品:强效太阳水	怪物:258FF8A0祖玛弓箭手8	地图:H204	X:44	Y:56 
[2024/8/21 2:23:13] 物品:强效太阳水	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:强效太阳水	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:强效太阳水	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:强效太阳水	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:强效太阳水	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:强效太阳水	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:强效太阳水	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:强效太阳水	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:强效太阳水	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:强效太阳水	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:太阳水	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:太阳水	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:太阳水	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:太阳水	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:太阳水	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:太阳水	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:太阳水	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:太阳水	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:太阳水	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:太阳水	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:金创药(中量)	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:金创药(中量)	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:金创药(中量)	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:强效金创药	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:强效金创药	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:强效金创药	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:魔法药(中量)	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:魔法药(中量)	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:魔法药(中量)	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:强效魔法药	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:强效魔法药	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:强效魔法药	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:强效金创药	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:强效金创药	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:强效金创药	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:强效金创药	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:强效金创药	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:强效金创药	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:13] 物品:强效魔法药	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:14] 物品:强效魔法药	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:14] 物品:强效魔法药	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:14] 物品:强效魔法药	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:14] 物品:强效魔法药	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:14] 物品:强效魔法药	怪物:25F5D6B0白野猪8	地图:H204	X:20	Y:23 
[2024/8/21 2:23:20] 物品:强效太阳水	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效太阳水	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效太阳水	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效太阳水	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效太阳水	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效太阳水	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效太阳水	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效太阳水	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效太阳水	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效太阳水	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:太阳水	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:太阳水	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:太阳水	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:太阳水	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:太阳水	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:太阳水	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:太阳水	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:太阳水	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:太阳水	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:太阳水	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:金创药(中量)	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:金创药(中量)	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:金创药(中量)	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效金创药	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效金创药	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效金创药	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:魔法药(中量)	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:魔法药(中量)	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:魔法药(中量)	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效魔法药	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效魔法药	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效魔法药	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效金创药	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效金创药	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效金创药	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效金创药	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效金创药	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效金创药	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效魔法药	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效魔法药	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效魔法药	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效魔法药	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效魔法药	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:强效魔法药	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:铂金戒指	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:恶魔长袍(男)	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:20] 物品:魔法长袍(男)	怪物:24362890虹魔猪卫8	地图:H204	X:19	Y:23 
[2024/8/21 2:23:23] 物品:琥珀项链	怪物:25E41CB0祖玛弓箭手8	地图:H204	X:22	Y:18 
[2024/8/21 2:23:47] 物品:白金项链	怪物:255D9B10祖玛弓箭手8	地图:H204	X:85	Y:62 
[2024/8/21 2:24:29] 物品:死神手套	怪物:2AB98E60祖玛卫士8	地图:H204	X:44	Y:58 
[2024/8/21 2:24:46] 物品:金创药(中量)	怪物:2BAD55D0祖玛弓箭手8	地图:H204	X:85	Y:43 
[2024/8/21 2:25:5] 物品:降妖除魔戒指	怪物:23A3EF10祖玛弓箭手8	地图:H204	X:89	Y:58 
[2024/8/21 2:25:13] 物品:白色虎齿项链	怪物:2B694480祖玛卫士8	地图:H204	X:84	Y:63 
[2024/8/21 2:25:13] 物品:道士手镯	怪物:2B694480祖玛卫士8	地图:H204	X:84	Y:63 
[2024/8/21 2:25:21] 物品:太阳水	怪物:25DF5340黑色恶蛆8	地图:H004	X:164	Y:131 
[2024/8/21 2:25:49] 物品:魔法药(中量)	怪物:2449F220祖玛卫士8	地图:H204	X:67	Y:69 
[2024/8/21 2:25:49] 物品:灯笼项链	怪物:2449F220祖玛卫士8	地图:H204	X:67	Y:69 
[2024/8/21 2:25:49] 物品:放大镜	怪物:2449F220祖玛卫士8	地图:H204	X:67	Y:69 
[2024/8/21 2:25:56] 物品:金手镯	怪物:2BEF0540跳跳蜂8	地图:H004	X:185	Y:122 
[2024/8/21 2:25:57] 物品:强效魔法药	怪物:250A7A40祖玛弓箭手8	地图:H204	X:63	Y:64 
[2024/8/21 2:26:1] 物品:强效金创药	怪物:25B6C7D0祖玛卫士8	地图:H204	X:65	Y:66 
[2024/8/21 2:26:5] 物品:黑檀手镯	怪物:2AA4A550祖玛卫士8	地图:H204	X:63	Y:65 
[2024/8/21 2:26:12] 物品:海魂	怪物:155194C0祖玛卫士8	地图:H204	X:62	Y:59 
[2024/8/21 2:26:23] 物品:半月	怪物:257F46E0祖玛雕像8	地图:H204	X:54	Y:54 
[2024/8/21 2:26:24] 物品:斩马刀	怪物:25E09080祖玛弓箭手8	地图:H204	X:53	Y:55 
[2024/8/21 2:26:34] 物品:珍珠戒指	怪物:23371C00祖玛雕像8	地图:H204	X:52	Y:49 
[2024/8/21 2:26:43] 物品:重盔甲(男)	怪物:2ABEC730祖玛雕像8	地图:H204	X:53	Y:44 
[2024/8/21 2:26:43] 物品:黑檀手镯	怪物:2ABEC730祖玛雕像8	地图:H204	X:53	Y:44 
[2024/8/21 2:26:43] 物品:蛇眼戒指	怪物:2ABEC730祖玛雕像8	地图:H204	X:53	Y:44 
[2024/8/21 2:26:51] 物品:太阳水	怪物:2CB84AC0黑色恶蛆8	地图:H004	X:191	Y:106 
[2024/8/21 2:26:53] 物品:强效魔法药	怪物:23E784A0祖玛弓箭手8	地图:H204	X:59	Y:41 
[2024/8/21 2:26:56] 物品:白色虎齿项链	怪物:25DCA4F0祖玛弓箭手8	地图:H204	X:61	Y:42 
[2024/8/21 2:27:12] 物品:半月	怪物:2B5C5430祖玛弓箭手8	地图:H204	X:70	Y:30 
[2024/8/21 2:27:21] 物品:太阳水	怪物:2A8B8E50黑色恶蛆8	地图:H004	X:95	Y:79 
[2024/8/21 2:27:30] 物品:道德戒指	怪物:2C471C20祖玛卫士8	地图:H204	X:66	Y:27 
[2024/8/21 2:27:56] 物品:CHILD	怪物:12256370雪域领主	地图:YXSD	X:55	Y:23 
[2024/8/21 2:27:56] 物品:玄天	怪物:12256370雪域领主	地图:YXSD	X:55	Y:23 
[2024/8/21 2:27:56] 物品:CHILD	怪物:12256370雪域领主	地图:YXSD	X:55	Y:23 
[2024/8/21 2:27:56] 物品:祝福油	怪物:12256370雪域领主	地图:YXSD	X:55	Y:23 
[2024/8/21 2:27:58] 物品:太阳水	怪物:232474F0黑色恶蛆8	地图:H004	X:85	Y:67 
[2024/8/21 2:28:12] 物品:魔法药(中量)	怪物:2A9DF1E0祖玛卫士8	地图:H204	X:30	Y:29 
[2024/8/21 2:28:12] 物品:凌风	怪物:2A9DF1E0祖玛卫士8	地图:H204	X:30	Y:29 
[2024/8/21 2:28:12] 物品:金戒指	怪物:2A9DF1E0祖玛卫士8	地图:H204	X:30	Y:29 
[2024/8/21 2:28:25] 物品:魔法药(中量)	怪物:250F8F70祖玛卫士8	地图:H204	X:34	Y:35 
[2024/8/21 2:28:25] 物品:小手镯	怪物:250F8F70祖玛卫士8	地图:H204	X:34	Y:35 
[2024/8/21 2:28:29] 物品:强效太阳水	怪物:25E53D20祖玛弓箭手8	地图:H204	X:35	Y:36 
[2024/8/21 2:28:30] 物品:太阳水	怪物:257588C0黑色恶蛆8	地图:H004	X:71	Y:71 
[2024/8/21 2:28:32] 物品:斩马刀	怪物:2524EB40祖玛弓箭手8	地图:H204	X:38	Y:38 
[2024/8/21 2:28:35] 物品:强效太阳水	怪物:2AB1E0B0祖玛弓箭手8	地图:H204	X:39	Y:38 
[2024/8/21 2:28:41] 物品:魔力手镯	怪物:23FEE680祖玛雕像8	地图:H204	X:41	Y:40 
[2024/8/21 2:28:41] 物品:道士手镯	怪物:23FEE680祖玛雕像8	地图:H204	X:41	Y:40 
[2024/8/21 2:28:44] 物品:蓝翡翠项链	怪物:232C6FF0祖玛卫士8	地图:H204	X:42	Y:39 
[2024/8/21 2:28:47] 物品:灵魂战衣(女)	怪物:25D05220跳跳蜂8	地图:H004	X:82	Y:109 
[2024/8/21 2:28:51] 物品:金戒指	怪物:2AAC29B0祖玛弓箭手8	地图:H204	X:47	Y:43 
[2024/8/21 2:28:57] 物品:坚固手套	怪物:2ACA8570祖玛雕像8	地图:H204	X:43	Y:48 
[2024/8/21 2:29:1] 物品:金创药(中量)	怪物:24608DA0祖玛弓箭手8	地图:H204	X:46	Y:49 
[2024/8/21 2:29:1] 物品:白色虎齿项链	怪物:24608DA0祖玛弓箭手8	地图:H204	X:46	Y:49 
[2024/8/21 2:29:1] 物品:珊瑚戒指	怪物:24608DA0祖玛弓箭手8	地图:H204	X:46	Y:49 
[2024/8/21 2:29:8] 物品:太阳水	怪物:2CBB37E0黑色恶蛆8	地图:H004	X:57	Y:83 
[2024/8/21 2:29:14] 物品:太阳水	怪物:257B1340黑色恶蛆8	地图:H004	X:59	Y:84 
[2024/8/21 2:29:24] 物品:凌风	怪物:2596C460祖玛卫士8	地图:H204	X:38	Y:62 
[2024/8/21 2:29:28] 物品:凤凰明珠	怪物:2BDD8D80祖玛卫士8	地图:H204	X:37	Y:61 
[2024/8/21 2:29:28] 物品:白色虎齿项链	怪物:2BDD8D80祖玛卫士8	地图:H204	X:37	Y:61 
[2024/8/21 2:29:52] 物品:魔法药(中量)	怪物:2AAF0010祖玛雕像8	地图:H204	X:23	Y:68 
[2024/8/21 2:29:55] 物品:魔法长袍(男)	怪物:2A892110祖玛卫士8	地图:H204	X:23	Y:70 
[2024/8/21 2:30:24] 物品:魔法长袍(男)	怪物:257228F0巨型蠕虫8	地图:H004	X:160	Y:113 
[2024/8/21 2:31:11] 物品:海魂	怪物:25FDBD60祖玛弓箭手8	地图:H204	X:27	Y:27 
[2024/8/21 2:31:38] 物品:金创药(中量)	怪物:259A9D60祖玛卫士8	地图:H204	X:24	Y:37 
[2024/8/21 2:31:48] 物品:魔法药(中量)	怪物:25A276E0祖玛弓箭手8	地图:H204	X:17	Y:43 
[2024/8/21 2:31:48] 物品:强效魔法药	怪物:25A276E0祖玛弓箭手8	地图:H204	X:17	Y:43 
[2024/8/21 2:31:58] 物品:白金项链	怪物:06634A80祖玛卫士8	地图:H204	X:13	Y:46 
[2024/8/21 2:33:5] 物品:强效魔法药	怪物:2ADE7F90祖玛卫士8	地图:H204	X:81	Y:21 
[2024/8/21 2:33:12] 物品:重盔甲(男)	怪物:245D97B0祖玛卫士8	地图:H204	X:79	Y:26 
[2024/8/21 2:34:29] 物品:金创药(小量)	怪物:2A953ED0稻草人	地图:0	X:283	Y:610 
[2024/8/21 2:35:45] 物品:青铜斧	怪物:063AEE30多角虫	地图:3	X:624	Y:119 
[2024/8/21 2:35:51] 物品:战神油	怪物:065B0010虎蛇0	地图:3	X:615	Y:119 
[2024/8/21 2:35:56] 物品:魔法药(小量)	怪物:1649A650森林雪人	地图:1	X:272	Y:307 
[2024/8/21 2:36:2] 物品:魔法药(小量)	怪物:1649E8E0森林雪人	地图:1	X:263	Y:303 
[2024/8/21 2:36:16] 物品:金创药(小量)	怪物:164C01A0森林雪人	地图:1	X:210	Y:296 
[2024/8/21 2:36:24] 物品:金创药(小量)	怪物:1638F5B0森林雪人	地图:1	X:185	Y:295 
[2024/8/21 2:36:37] 物品:强效太阳水	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效太阳水	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效太阳水	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效太阳水	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效太阳水	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效太阳水	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效太阳水	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效太阳水	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效太阳水	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效太阳水	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:太阳水	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:太阳水	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:太阳水	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:太阳水	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:太阳水	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:太阳水	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:太阳水	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:太阳水	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:太阳水	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:太阳水	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:金创药(中量)	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:金创药(中量)	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:金创药(中量)	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效金创药	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效金创药	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效金创药	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:魔法药(中量)	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:魔法药(中量)	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:魔法药(中量)	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效魔法药	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效魔法药	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效魔法药	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效金创药	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效金创药	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效金创药	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效金创药	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效金创药	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效金创药	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效魔法药	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效魔法药	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效魔法药	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效魔法药	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效魔法药	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:强效魔法药	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
[2024/8/21 2:36:37] 物品:战神盔甲(女)	怪物:2AAC29B0白野猪8	地图:H204	X:83	Y:43 
