[2024/8/16 21:0:11] 物品:皮制手套	怪物:184849B0骷髅战士	地图:D001	X:322	Y:315 
[2024/8/16 21:30:46] 物品:牛角戒指	怪物:05985D50森林雪人	地图:1	X:225	Y:146 
[2024/8/16 21:30:54] 物品:金项链	怪物:306B3DD0森林雪人	地图:1	X:221	Y:137 
[2024/8/16 21:30:56] 物品:金创药(小量)	怪物:0D96F640骷髅战士	地图:D001	X:248	Y:274 
[2024/8/16 21:31:0] 物品:魔鬼项链	怪物:30DEB260骷髅	地图:D001	X:247	Y:274 
[2024/8/16 21:31:17] 物品:金创药(小量)	怪物:0D731F00骷髅战士	地图:D001	X:282	Y:358 
[2024/8/16 21:31:30] 物品:匕首	怪物:306B5400森林雪人	地图:1	X:230	Y:132 
[2024/8/16 21:31:33] 物品:金创药(小量)	怪物:061F2B90僵尸3	地图:D401	X:157	Y:142 
[2024/8/16 21:31:35] 物品:金创药(小量)	怪物:187D9EC0骷髅战士	地图:D001	X:284	Y:320 
[2024/8/16 21:31:35] 物品:魔法药(小量)	怪物:187D9EC0骷髅战士	地图:D001	X:284	Y:320 
[2024/8/16 21:31:39] 物品:魔法药(小量)	怪物:03952710骷髅战士	地图:D001	X:275	Y:372 
[2024/8/16 21:31:46] 物品:金创药(中量)	怪物:1C5BB0B0红野猪	地图:D711	X:180	Y:210 
[2024/8/16 21:31:47] 物品:金创药(小量)	怪物:0D588A40骷髅战士	地图:D001	X:274	Y:372 
[2024/8/16 21:31:48] 物品:匕首	怪物:05D47C00稻草人	地图:0	X:271	Y:667 
[2024/8/16 21:31:49] 物品:隐身术	怪物:17FE3130僵尸30	地图:D401	X:157	Y:143 
[2024/8/16 21:31:49] 物品:灵魂火符	怪物:17FE3130僵尸30	地图:D401	X:157	Y:143 
[2024/8/16 21:31:49] 物品:半月	怪物:17FE3130僵尸30	地图:D401	X:157	Y:143 
[2024/8/16 21:31:49] 物品:蓝色水晶戒指	怪物:17FE3130僵尸30	地图:D401	X:157	Y:143 
[2024/8/16 21:31:49] 物品:魔鬼项链	怪物:17FE3130僵尸30	地图:D401	X:157	Y:143 
[2024/8/16 21:31:49] 物品:魔力手镯	怪物:17FE3130僵尸30	地图:D401	X:157	Y:143 
[2024/8/16 21:31:49] 物品:灯笼项链	怪物:17FE3130僵尸30	地图:D401	X:157	Y:143 
[2024/8/16 21:31:49] 物品:黄色水晶项链	怪物:17FE3130僵尸30	地图:D401	X:157	Y:143 
[2024/8/16 21:31:49] 物品:金创药(小量)	怪物:17FE3130僵尸30	地图:D401	X:157	Y:143 
[2024/8/16 21:31:49] 物品:魔法药(小量)	怪物:17FE3130僵尸30	地图:D401	X:157	Y:143 
[2024/8/16 21:31:49] 物品:魔法药(小量)	怪物:17FE3130僵尸30	地图:D401	X:157	Y:143 
[2024/8/16 21:31:53] 物品:短剑	怪物:0D396370骷髅0	地图:D001	X:282	Y:331 
[2024/8/16 21:31:53] 物品:六角戒指	怪物:0D396370骷髅0	地图:D001	X:282	Y:331 
[2024/8/16 21:31:53] 物品:金创药(小量)	怪物:0D396370骷髅0	地图:D001	X:282	Y:331 
[2024/8/16 21:31:53] 物品:金创药(小量)	怪物:0D396370骷髅0	地图:D001	X:282	Y:331 
[2024/8/16 21:31:53] 物品:金创药(小量)	怪物:0D396370骷髅0	地图:D001	X:282	Y:331 
[2024/8/16 21:31:53] 物品:金创药(小量)	怪物:0D396370骷髅0	地图:D001	X:282	Y:331 
[2024/8/16 21:31:53] 物品:魔法药(小量)	怪物:0D396370骷髅0	地图:D001	X:282	Y:331 
[2024/8/16 21:31:53] 物品:魔法药(小量)	怪物:0D396370骷髅0	地图:D001	X:282	Y:331 
[2024/8/16 21:31:53] 物品:魔法药(小量)	怪物:0D396370骷髅0	地图:D001	X:282	Y:331 
[2024/8/16 21:31:53] 物品:魔法药(小量)	怪物:0D396370骷髅0	地图:D001	X:282	Y:331 
[2024/8/16 21:32:8] 物品:钢手镯	怪物:1B4F26F0骷髅	地图:5	X:216	Y:422 
[2024/8/16 21:32:12] 物品:魔法药(小量)	怪物:17E4BCE0骷髅战士	地图:D001	X:275	Y:384 
[2024/8/16 21:32:50] 物品:小手镯	怪物:183A04D0骷髅	地图:D001	X:257	Y:244 
[2024/8/16 21:32:55] 物品:金创药(小量)	怪物:30D9FF60稻草人	地图:0	X:261	Y:633 
[2024/8/16 21:33:24] 物品:小手镯	怪物:197F2610半兽人0	地图:1	X:185	Y:85 
[2024/8/16 21:33:24] 物品:玻璃戒指	怪物:197F2610半兽人0	地图:1	X:185	Y:85 
[2024/8/16 21:33:24] 物品:六角戒指	怪物:197F2610半兽人0	地图:1	X:185	Y:85 
[2024/8/16 21:33:24] 物品:布衣(男)	怪物:197F2610半兽人0	地图:1	X:185	Y:85 
[2024/8/16 21:33:24] 物品:布衣(女)	怪物:197F2610半兽人0	地图:1	X:185	Y:85 
[2024/8/16 21:33:24] 物品:乌木剑	怪物:197F2610半兽人0	地图:1	X:185	Y:85 
[2024/8/16 21:33:24] 物品:铁手镯	怪物:197F2610半兽人0	地图:1	X:185	Y:85 
[2024/8/16 21:33:24] 物品:金创药(小量)	怪物:197F2610半兽人0	地图:1	X:185	Y:85 
[2024/8/16 21:33:24] 物品:金创药(小量)	怪物:197F2610半兽人0	地图:1	X:185	Y:85 
[2024/8/16 21:33:24] 物品:金创药(小量)	怪物:197F2610半兽人0	地图:1	X:185	Y:85 
[2024/8/16 21:33:24] 物品:金创药(小量)	怪物:197F2610半兽人0	地图:1	X:185	Y:85 
[2024/8/16 21:33:24] 物品:魔法药(小量)	怪物:197F2610半兽人0	地图:1	X:185	Y:85 
[2024/8/16 21:33:24] 物品:魔法药(小量)	怪物:197F2610半兽人0	地图:1	X:185	Y:85 
[2024/8/16 21:33:24] 物品:魔法药(小量)	怪物:197F2610半兽人0	地图:1	X:185	Y:85 
[2024/8/16 21:33:24] 物品:魔法药(小量)	怪物:197F2610半兽人0	地图:1	X:185	Y:85 
[2024/8/16 21:33:25] 物品:八荒	怪物:0C2EB630骷髅	地图:D001	X:273	Y:197 
[2024/8/16 21:33:29] 物品:魔法药(小量)	怪物:05815EC0森林雪人	地图:1	X:179	Y:76 
[2024/8/16 21:33:29] 物品:古铜戒指	怪物:05815EC0森林雪人	地图:1	X:179	Y:76 
[2024/8/16 21:33:36] 物品:金创药(中量)	怪物:18359680红野猪	地图:D711	X:193	Y:220 
[2024/8/16 21:33:37] 物品:魔法药(小量)	怪物:062649B0骷髅战士	地图:D001	X:279	Y:66 
[2024/8/16 21:34:11] 物品:金创药(小量)	怪物:07DAC6C0骷髅战士	地图:D001	X:227	Y:327 
[2024/8/16 21:34:11] 物品:魔法药(小量)	怪物:07DAC6C0骷髅战士	地图:D001	X:227	Y:327 
[2024/8/16 21:34:24] 物品:金创药(小量)	怪物:03802900骷髅战士	地图:D001	X:258	Y:116 
[2024/8/16 21:34:24] 物品:魔法药(小量)	怪物:03802900骷髅战士	地图:D001	X:258	Y:116 
[2024/8/16 21:34:47] 物品:疾风药水	怪物:17CAFC00稻草人	地图:0	X:666	Y:645 
[2024/8/16 21:35:2] 物品:金创药(小量)	怪物:190F3840稻草人	地图:0	X:649	Y:655 
[2024/8/16 21:35:7] 物品:金创药(小量)	怪物:30A7CF80骷髅战士	地图:D001	X:279	Y:212 
[2024/8/16 21:35:11] 物品:魔法药(小量)	怪物:05973CE0森林雪人	地图:1	X:308	Y:69 
[2024/8/16 21:35:16] 物品:记忆手镯	怪物:2822EEA0恶灵尸王8	地图:H001	X:71	Y:79 
[2024/8/16 21:35:20] 物品:木剑	怪物:057D47B0森林雪人	地图:1	X:308	Y:71 
[2024/8/16 21:35:25] 物品:金创药(小量)	怪物:0D473230僵尸3	地图:D401	X:128	Y:133 
[2024/8/16 21:35:30] 物品:匕首	怪物:059341C0森林雪人	地图:1	X:297	Y:71 
[2024/8/16 21:35:37] 物品:金创药(小量)	怪物:03943300山洞蝙蝠	地图:D001	X:275	Y:142 
[2024/8/16 21:35:44] 物品:金创药(小量)	怪物:059357F0僵尸3	地图:D401	X:127	Y:133 
[2024/8/16 21:35:45] 物品:金创药(小量)	怪物:309A46C0森林雪人	地图:1	X:322	Y:55 
[2024/8/16 21:35:45] 物品:太阳水	怪物:309A46C0森林雪人	地图:1	X:322	Y:55 
[2024/8/16 21:35:46] 物品:魔法药(小量)	怪物:03871680稻草人	地图:0	X:499	Y:519 
[2024/8/16 21:35:56] 物品:金创药(小量)	怪物:0384EBD0骷髅战士	地图:D001	X:228	Y:151 
[2024/8/16 21:36:2] 物品:蓝色水晶戒指	怪物:2A923840骷髅	地图:D001	X:116	Y:308 
[2024/8/16 21:36:7] 物品:太阳水	怪物:1927B4F0森林雪人	地图:1	X:332	Y:60 
[2024/8/16 21:36:7] 物品:古铜戒指	怪物:1927B4F0森林雪人	地图:1	X:332	Y:60 
[2024/8/16 21:36:13] 物品:布衣(男)	怪物:15B2D2C0森林雪人	地图:1	X:347	Y:48 
[2024/8/16 21:36:26] 物品:攻杀剑术	怪物:059100E0僵尸3	地图:D401	X:129	Y:121 
[2024/8/16 21:36:26] 物品:灵魂火符	怪物:059100E0僵尸3	地图:D401	X:129	Y:121 
[2024/8/16 21:36:32] 物品:金创药(小量)	怪物:30E77900山洞蝙蝠	地图:D001	X:234	Y:142 
[2024/8/16 21:36:39] 物品:乌木剑	怪物:0D8B8A90稻草人	地图:0	X:505	Y:490 
[2024/8/16 21:36:45] 物品:金创药(小量)	怪物:17C401A0稻草人	地图:0	X:337	Y:594 
[2024/8/16 21:36:45] 物品:金项链	怪物:18A13840稻草人	地图:0	X:654	Y:658 
[2024/8/16 21:36:53] 物品:金创药(小量)	怪物:05849230稻草人	地图:0	X:523	Y:471 
[2024/8/16 21:37:39] 物品:攻击力药水	怪物:17C78600僵尸2	地图:D401	X:158	Y:118 
[2024/8/16 21:37:53] 物品:金创药(小量)	怪物:18680780稻草人	地图:0	X:667	Y:581 
[2024/8/16 21:37:54] 物品:魔法药(小量)	怪物:18522480僵尸3	地图:D401	X:158	Y:117 
[2024/8/16 21:38:1] 物品:铁手镯	怪物:1843F5D0稻草人	地图:0	X:527	Y:482 
[2024/8/16 21:38:4] 物品:魔法药(小量)	怪物:30E73670骷髅战士	地图:D001	X:196	Y:126 
[2024/8/16 21:38:9] 物品:布衣(女)	怪物:1857F190半兽人	地图:1	X:165	Y:312 
[2024/8/16 21:38:16] 物品:金创药(小量)	怪物:185C8C40骷髅0	地图:D001	X:195	Y:103 
[2024/8/16 21:38:16] 物品:金创药(小量)	怪物:185C8C40骷髅0	地图:D001	X:195	Y:103 
[2024/8/16 21:38:16] 物品:金创药(小量)	怪物:185C8C40骷髅0	地图:D001	X:195	Y:103 
[2024/8/16 21:38:16] 物品:金创药(小量)	怪物:185C8C40骷髅0	地图:D001	X:195	Y:103 
[2024/8/16 21:38:16] 物品:魔法药(小量)	怪物:185C8C40骷髅0	地图:D001	X:195	Y:103 
[2024/8/16 21:38:16] 物品:魔法药(小量)	怪物:185C8C40骷髅0	地图:D001	X:195	Y:103 
[2024/8/16 21:38:16] 物品:魔法药(小量)	怪物:185C8C40骷髅0	地图:D001	X:195	Y:103 
[2024/8/16 21:38:16] 物品:魔法药(小量)	怪物:185C8C40骷髅0	地图:D001	X:195	Y:103 
[2024/8/16 21:38:21] 物品:布衣(男)	怪物:2A8D9D90森林雪人	地图:1	X:134	Y:307 
[2024/8/16 21:38:23] 物品:金创药(小量)	怪物:19724430森林雪人	地图:1	X:120	Y:307 
[2024/8/16 21:38:45] 物品:魔法药(小量)	怪物:19B96830山洞蝙蝠	地图:D021	X:40	Y:41 
[2024/8/16 21:38:47] 物品:金创药(小量)	怪物:19B59970山洞蝙蝠	地图:D021	X:42	Y:42 
[2024/8/16 21:38:50] 物品:金创药(小量)	怪物:19D7A730山洞蝙蝠	地图:D021	X:38	Y:47 
[2024/8/16 21:38:51] 物品:铁手镯	怪物:30DAB0E0钉耙猫	地图:0	X:312	Y:583 
[2024/8/16 21:38:58] 物品:金创药(小量)	怪物:18084E90骷髅战士	地图:D001	X:61	Y:234 
[2024/8/16 21:39:0] 物品:黑檀项链	怪物:18649CF0骷髅战士	地图:D001	X:181	Y:111 
[2024/8/16 21:39:4] 物品:攻击力药水	怪物:1E09DA20骷髅	地图:D001	X:194	Y:142 
[2024/8/16 21:39:4] 物品:金创药(中量)	怪物:19D96FD0沃玛勇士	地图:D022	X:216	Y:43 
[2024/8/16 21:39:35] 物品:金创药(小量)	怪物:18EF8530骷髅战士	地图:D001	X:96	Y:210 
[2024/8/16 21:39:39] 物品:太阳水	怪物:1DF155A0黑野猪	地图:D711	X:205	Y:276 
[2024/8/16 21:39:59] 物品:银手镯	怪物:1C4EE500骷髅	地图:D001	X:170	Y:94 
[2024/8/16 21:40:0] 物品:铁手镯	怪物:0DA17570半兽人	地图:0	X:443	Y:482 
[2024/8/16 21:40:19] 物品:金创药(小量)	怪物:1C1F73E0骷髅0	地图:D001	X:114	Y:179 
[2024/8/16 21:40:19] 物品:金创药(小量)	怪物:1C1F73E0骷髅0	地图:D001	X:114	Y:179 
[2024/8/16 21:40:19] 物品:金创药(小量)	怪物:1C1F73E0骷髅0	地图:D001	X:114	Y:179 
[2024/8/16 21:40:19] 物品:金创药(小量)	怪物:1C1F73E0骷髅0	地图:D001	X:114	Y:179 
[2024/8/16 21:40:19] 物品:魔法药(小量)	怪物:1C1F73E0骷髅0	地图:D001	X:114	Y:179 
[2024/8/16 21:40:19] 物品:魔法药(小量)	怪物:1C1F73E0骷髅0	地图:D001	X:114	Y:179 
[2024/8/16 21:40:19] 物品:魔法药(小量)	怪物:1C1F73E0骷髅0	地图:D001	X:114	Y:179 
[2024/8/16 21:40:19] 物品:魔法药(小量)	怪物:1C1F73E0骷髅0	地图:D001	X:114	Y:179 
[2024/8/16 21:40:28] 物品:金创药(小量)	怪物:1BD83050骷髅战士	地图:D001	X:112	Y:171 
[2024/8/16 21:40:29] 物品:魔法药(小量)	怪物:19F05040山洞蝙蝠	地图:D022	X:344	Y:98 
[2024/8/16 21:40:34] 物品:半月	怪物:1A0F4AD0沃玛勇士0	地图:D022	X:279	Y:122 
[2024/8/16 21:40:34] 物品:凌风	怪物:1A0F4AD0沃玛勇士0	地图:D022	X:279	Y:122 
[2024/8/16 21:40:34] 物品:琥珀项链	怪物:1A0F4AD0沃玛勇士0	地图:D022	X:279	Y:122 
[2024/8/16 21:40:34] 物品:凤凰明珠	怪物:1A0F4AD0沃玛勇士0	地图:D022	X:279	Y:122 
[2024/8/16 21:40:34] 物品:铁剑	怪物:1A0F4AD0沃玛勇士0	地图:D022	X:279	Y:122 
[2024/8/16 21:40:34] 物品:轻型盔甲(男)	怪物:1A0F4AD0沃玛勇士0	地图:D022	X:279	Y:122 
[2024/8/16 21:40:34] 物品:黑檀项链	怪物:1A0F4AD0沃玛勇士0	地图:D022	X:279	Y:122 
[2024/8/16 21:40:34] 物品:黄色水晶项链	怪物:1A0F4AD0沃玛勇士0	地图:D022	X:279	Y:122 
[2024/8/16 21:40:34] 物品:黑色水晶项链	怪物:1A0F4AD0沃玛勇士0	地图:D022	X:279	Y:122 
[2024/8/16 21:40:34] 物品:太阳水	怪物:1A0F4AD0沃玛勇士0	地图:D022	X:279	Y:122 
[2024/8/16 21:40:34] 物品:太阳水	怪物:1A0F4AD0沃玛勇士0	地图:D022	X:279	Y:122 
[2024/8/16 21:40:34] 物品:太阳水	怪物:1A0F4AD0沃玛勇士0	地图:D022	X:279	Y:122 
[2024/8/16 21:40:34] 物品:太阳水	怪物:1A0F4AD0沃玛勇士0	地图:D022	X:279	Y:122 
[2024/8/16 21:40:34] 物品:金创药(中量)	怪物:1A0F4AD0沃玛勇士0	地图:D022	X:279	Y:122 
[2024/8/16 21:40:34] 物品:金创药(中量)	怪物:1A0F4AD0沃玛勇士0	地图:D022	X:279	Y:122 
[2024/8/16 21:40:34] 物品:金创药(中量)	怪物:1A0F4AD0沃玛勇士0	地图:D022	X:279	Y:122 
[2024/8/16 21:40:34] 物品:金创药(中量)	怪物:1A0F4AD0沃玛勇士0	地图:D022	X:279	Y:122 
[2024/8/16 21:40:34] 物品:魔法药(中量)	怪物:1A0F4AD0沃玛勇士0	地图:D022	X:279	Y:122 
[2024/8/16 21:40:34] 物品:魔法药(中量)	怪物:1A0F4AD0沃玛勇士0	地图:D022	X:279	Y:122 
[2024/8/16 21:40:34] 物品:魔法药(中量)	怪物:1A0F4AD0沃玛勇士0	地图:D022	X:279	Y:122 
[2024/8/16 21:40:34] 物品:魔法药(中量)	怪物:1A0F4AD0沃玛勇士0	地图:D022	X:279	Y:122 
[2024/8/16 21:40:40] 物品:HP强化药水	怪物:18B2A190稻草人	地图:0	X:246	Y:637 
[2024/8/16 21:40:42] 物品:半月	怪物:1E096B30骷髅战士	地图:D001	X:110	Y:166 
[2024/8/16 21:40:43] 物品:强效金创药	怪物:2B7589F0魔龙射手	地图:6	X:131	Y:110 
[2024/8/16 21:40:44] 物品:金创药(小量)	怪物:19EC1290山洞蝙蝠	地图:D022	X:110	Y:168 
[2024/8/16 21:40:49] 物品:魔法药(小量)	怪物:17CFB2A0山洞蝙蝠	地图:D001	X:107	Y:156 
[2024/8/16 21:40:56] 物品:金创药(中量)	怪物:03A1C9F0红野猪	地图:D711	X:147	Y:222 
[2024/8/16 21:40:58] 物品:半月	怪物:1BDE5A60骷髅	地图:D001	X:102	Y:148 
[2024/8/16 21:41:0] 物品:魔法药(小量)	怪物:17BB6830山洞蝙蝠	地图:D001	X:113	Y:110 
[2024/8/16 21:41:5] 物品:回城卷	怪物:0D7866F0山洞蝙蝠	地图:D001	X:122	Y:118 
[2024/8/16 21:41:31] 物品:攻击力药水	怪物:0D5F08D0蛤蟆	地图:0	X:407	Y:503 
[2024/8/16 21:41:39] 物品:太阳水	怪物:19DD9750沃玛勇士	地图:D022	X:207	Y:170 
[2024/8/16 21:41:43] 物品:钢手镯	怪物:1858FA50骷髅	地图:D001	X:65	Y:139 
[2024/8/16 21:41:44] 物品:魔法药(小量)	怪物:190DD6C0山洞蝙蝠	地图:D001	X:121	Y:160 
[2024/8/16 21:41:59] 物品:金创药(小量)	怪物:063A5FE0稻草人	地图:0	X:270	Y:603 
[2024/8/16 21:41:59] 物品:布衣(女)	怪物:063A5FE0稻草人	地图:0	X:270	Y:603 
[2024/8/16 21:42:7] 物品:小手镯	怪物:19D9C890沃玛勇士	地图:D022	X:240	Y:186 
[2024/8/16 21:42:8] 物品:金创药(中量)	怪物:1DFA9CF0红野猪	地图:D711	X:129	Y:213 
[2024/8/16 21:42:16] 物品:玻璃戒指	怪物:185B2940骷髅0	地图:D001	X:110	Y:45 
[2024/8/16 21:42:16] 物品:金创药(小量)	怪物:185B2940骷髅0	地图:D001	X:110	Y:45 
[2024/8/16 21:42:16] 物品:金创药(小量)	怪物:185B2940骷髅0	地图:D001	X:110	Y:45 
[2024/8/16 21:42:16] 物品:金创药(小量)	怪物:185B2940骷髅0	地图:D001	X:110	Y:45 
[2024/8/16 21:42:16] 物品:金创药(小量)	怪物:185B2940骷髅0	地图:D001	X:110	Y:45 
[2024/8/16 21:42:16] 物品:魔法药(小量)	怪物:185B2940骷髅0	地图:D001	X:110	Y:45 
[2024/8/16 21:42:16] 物品:魔法药(小量)	怪物:185B2940骷髅0	地图:D001	X:110	Y:45 
[2024/8/16 21:42:16] 物品:魔法药(小量)	怪物:185B2940骷髅0	地图:D001	X:110	Y:45 
[2024/8/16 21:42:16] 物品:魔法药(小量)	怪物:185B2940骷髅0	地图:D001	X:110	Y:45 
[2024/8/16 21:42:25] 物品:金创药(小量)	怪物:15CA81E0骷髅0	地图:D001	X:61	Y:101 
[2024/8/16 21:42:25] 物品:金创药(小量)	怪物:15CA81E0骷髅0	地图:D001	X:61	Y:101 
[2024/8/16 21:42:25] 物品:金创药(小量)	怪物:15CA81E0骷髅0	地图:D001	X:61	Y:101 
[2024/8/16 21:42:25] 物品:金创药(小量)	怪物:15CA81E0骷髅0	地图:D001	X:61	Y:101 
[2024/8/16 21:42:25] 物品:魔法药(小量)	怪物:15CA81E0骷髅0	地图:D001	X:61	Y:101 
[2024/8/16 21:42:25] 物品:魔法药(小量)	怪物:15CA81E0骷髅0	地图:D001	X:61	Y:101 
[2024/8/16 21:42:25] 物品:魔法药(小量)	怪物:15CA81E0骷髅0	地图:D001	X:61	Y:101 
[2024/8/16 21:42:25] 物品:魔法药(小量)	怪物:15CA81E0骷髅0	地图:D001	X:61	Y:101 
[2024/8/16 21:42:28] 物品:小手镯	怪物:18395650骷髅战士	地图:D001	X:157	Y:207 
[2024/8/16 21:42:30] 物品:金创药(中量)	怪物:15CA2920骷髅战士0	地图:D001	X:30	Y:209 
[2024/8/16 21:42:30] 物品:金创药(中量)	怪物:15CA2920骷髅战士0	地图:D001	X:30	Y:209 
[2024/8/16 21:42:30] 物品:金创药(中量)	怪物:15CA2920骷髅战士0	地图:D001	X:30	Y:209 
[2024/8/16 21:42:30] 物品:金创药(中量)	怪物:15CA2920骷髅战士0	地图:D001	X:30	Y:209 
[2024/8/16 21:42:30] 物品:魔法药(中量)	怪物:15CA2920骷髅战士0	地图:D001	X:30	Y:209 
[2024/8/16 21:42:30] 物品:魔法药(中量)	怪物:15CA2920骷髅战士0	地图:D001	X:30	Y:209 
[2024/8/16 21:42:30] 物品:魔法药(中量)	怪物:15CA2920骷髅战士0	地图:D001	X:30	Y:209 
[2024/8/16 21:42:30] 物品:魔法药(中量)	怪物:15CA2920骷髅战士0	地图:D001	X:30	Y:209 
[2024/8/16 21:42:41] 物品:玻璃戒指	怪物:30159F50骷髅战士	地图:D001	X:31	Y:211 
[2024/8/16 21:42:46] 物品:强效太阳水	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:强效太阳水	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:强效太阳水	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:强效太阳水	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:太阳水	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:太阳水	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:疗伤药	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:疗伤药	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:强效太阳水	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:强效太阳水	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:强效金创药	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:强效金创药	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:强效金创药	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:强效金创药	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:强效魔法药	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:强效魔法药	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:强效魔法药	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:强效魔法药	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:重盔甲(男)	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:魔法长袍(男)	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:黑檀手镯	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:降魔	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:珍珠戒指	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:白色虎齿项链	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:46] 物品:骷髅戒指	怪物:1B775350半兽统领	地图:11	X:194	Y:363 
[2024/8/16 21:42:59] 物品:金项链	怪物:0DAB6670多钩猫	地图:0	X:297	Y:580 
[2024/8/16 21:43:33] 物品:坚固手套	怪物:1A2EA5D0沃玛战将	地图:D023	X:48	Y:361 
[2024/8/16 21:43:44] 物品:金创药(小量)	怪物:2E7C2340山洞蝙蝠	地图:D001	X:24	Y:88 
[2024/8/16 21:43:56] 物品:太阳水	怪物:1E091270黑色恶蛆	地图:D711	X:112	Y:210 
[2024/8/16 21:44:4] 物品:魔法药(小量)	怪物:1878DF80山洞蝙蝠	地图:D001	X:21	Y:104 
[2024/8/16 21:44:7] 物品:金创药(小量)	怪物:0DAF9230山洞蝙蝠	地图:D001	X:155	Y:179 
[2024/8/16 21:44:8] 物品:金创药(小量)	怪物:19026080骷髅战士	地图:D001	X:113	Y:137 
[2024/8/16 21:44:13] 物品:金创药(小量)	怪物:27FF0E50山洞蝙蝠	地图:D001	X:133	Y:239 
[2024/8/16 21:44:33] 物品:金创药(中量)	怪物:187723C0骷髅战士0	地图:D001	X:25	Y:128 
[2024/8/16 21:44:33] 物品:金创药(中量)	怪物:187723C0骷髅战士0	地图:D001	X:25	Y:128 
[2024/8/16 21:44:33] 物品:金创药(中量)	怪物:187723C0骷髅战士0	地图:D001	X:25	Y:128 
[2024/8/16 21:44:33] 物品:金创药(中量)	怪物:187723C0骷髅战士0	地图:D001	X:25	Y:128 
[2024/8/16 21:44:33] 物品:魔法药(中量)	怪物:187723C0骷髅战士0	地图:D001	X:25	Y:128 
[2024/8/16 21:44:33] 物品:魔法药(中量)	怪物:187723C0骷髅战士0	地图:D001	X:25	Y:128 
[2024/8/16 21:44:33] 物品:魔法药(中量)	怪物:187723C0骷髅战士0	地图:D001	X:25	Y:128 
[2024/8/16 21:44:33] 物品:魔法药(中量)	怪物:187723C0骷髅战士0	地图:D001	X:25	Y:128 
[2024/8/16 21:45:4] 物品:金创药(中量)	怪物:1DFADF80红野猪	地图:D711	X:101	Y:200 
[2024/8/16 21:45:4] 物品:银手镯	怪物:17EACC80骷髅战士	地图:D001	X:32	Y:137 
[2024/8/16 21:45:12] 物品:金创药(中量)	怪物:19031200掷斧骷髅0	地图:D003	X:191	Y:250 
[2024/8/16 21:45:12] 物品:金创药(中量)	怪物:19031200掷斧骷髅0	地图:D003	X:191	Y:250 
[2024/8/16 21:45:12] 物品:金创药(中量)	怪物:19031200掷斧骷髅0	地图:D003	X:191	Y:250 
[2024/8/16 21:45:12] 物品:金创药(中量)	怪物:19031200掷斧骷髅0	地图:D003	X:191	Y:250 
[2024/8/16 21:45:12] 物品:魔法药(中量)	怪物:19031200掷斧骷髅0	地图:D003	X:191	Y:250 
[2024/8/16 21:45:12] 物品:魔法药(中量)	怪物:19031200掷斧骷髅0	地图:D003	X:191	Y:250 
[2024/8/16 21:45:12] 物品:魔法药(中量)	怪物:19031200掷斧骷髅0	地图:D003	X:191	Y:250 
[2024/8/16 21:45:12] 物品:魔法药(中量)	怪物:19031200掷斧骷髅0	地图:D003	X:191	Y:250 
[2024/8/16 21:45:25] 物品:金创药(小量)	怪物:184370B0骷髅战士	地图:D001	X:25	Y:141 
[2024/8/16 21:45:25] 物品:魔法药(小量)	怪物:184370B0骷髅战士	地图:D001	X:25	Y:141 
[2024/8/16 21:45:33] 物品:魔法药(小量)	怪物:1848A270骷髅战士	地图:D001	X:25	Y:142 
