[2024/8/19 21:0:3] 物品:蛇眼戒指	怪物:0D725750祖玛卫士8	地图:H204	X:70	Y:75 
[2024/8/19 21:23:19] 物品:魔法药(中量)	怪物:31ECA240白野猪8	地图:H204	X:61	Y:19 
[2024/8/19 21:23:19] 物品:魔法药(中量)	怪物:31ECA240白野猪8	地图:H204	X:61	Y:19 
[2024/8/19 21:23:19] 物品:强效魔法药	怪物:31ECA240白野猪8	地图:H204	X:61	Y:19 
[2024/8/19 21:23:19] 物品:强效魔法药	怪物:31ECA240白野猪8	地图:H204	X:61	Y:19 
[2024/8/19 21:23:19] 物品:强效魔法药	怪物:31ECA240白野猪8	地图:H204	X:61	Y:19 
[2024/8/19 21:23:19] 物品:强效金创药	怪物:31ECA240白野猪8	地图:H204	X:61	Y:19 
[2024/8/19 21:23:19] 物品:强效金创药	怪物:31ECA240白野猪8	地图:H204	X:61	Y:19 
[2024/8/19 21:23:19] 物品:强效金创药	怪物:31ECA240白野猪8	地图:H204	X:61	Y:19 
[2024/8/19 21:23:19] 物品:强效金创药	怪物:31ECA240白野猪8	地图:H204	X:61	Y:19 
[2024/8/19 21:23:19] 物品:强效金创药	怪物:31ECA240白野猪8	地图:H204	X:61	Y:19 
[2024/8/19 21:23:19] 物品:强效金创药	怪物:31ECA240白野猪8	地图:H204	X:61	Y:19 
[2024/8/19 21:23:19] 物品:强效魔法药	怪物:31ECA240白野猪8	地图:H204	X:61	Y:19 
[2024/8/19 21:23:19] 物品:强效魔法药	怪物:31ECA240白野猪8	地图:H204	X:61	Y:19 
[2024/8/19 21:23:19] 物品:强效魔法药	怪物:31ECA240白野猪8	地图:H204	X:61	Y:19 
[2024/8/19 21:23:19] 物品:强效魔法药	怪物:31ECA240白野猪8	地图:H204	X:61	Y:19 
[2024/8/19 21:23:19] 物品:强效魔法药	怪物:31ECA240白野猪8	地图:H204	X:61	Y:19 
[2024/8/19 21:23:19] 物品:强效魔法药	怪物:31ECA240白野猪8	地图:H204	X:61	Y:19 
[2024/8/19 21:23:19] 物品:幽灵项链	怪物:31ECA240白野猪8	地图:H204	X:61	Y:19 
[2024/8/19 21:23:19] 物品:魔法长袍(男)	怪物:31ECA240白野猪8	地图:H204	X:61	Y:19 
[2024/8/19 21:23:21] 物品:强效金创药	怪物:1F153180恶灵尸王	地图:H201	X:51	Y:167 
[2024/8/19 21:23:21] 物品:火墙	怪物:1F153180恶灵尸王	地图:H201	X:51	Y:167 
[2024/8/19 21:23:21] 物品:隐身术	怪物:1F153180恶灵尸王	地图:H201	X:51	Y:167 
[2024/8/19 21:23:21] 物品:施毒术	怪物:1F153180恶灵尸王	地图:H201	X:51	Y:167 
[2024/8/19 21:23:21] 物品:攻杀剑术	怪物:1F153180恶灵尸王	地图:H201	X:51	Y:167 
[2024/8/19 21:23:21] 物品:蛇眼戒指	怪物:273ADD10祖玛卫士8	地图:H204	X:62	Y:19 
[2024/8/19 21:23:21] 物品:金创药(小量)	怪物:0D6268A0僵尸4	地图:H201	X:159	Y:71 
[2024/8/19 21:23:23] 物品:地狱火	怪物:05A1A8E0僵尸1	地图:H201	X:166	Y:67 
[2024/8/19 21:23:23] 物品:金创药(小量)	怪物:308453A0僵尸5	地图:H201	X:52	Y:168 
[2024/8/19 21:23:23] 物品:强效太阳水	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效太阳水	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效太阳水	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效太阳水	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效太阳水	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效太阳水	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效太阳水	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效太阳水	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效太阳水	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效太阳水	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:太阳水	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:太阳水	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:太阳水	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:太阳水	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:太阳水	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:太阳水	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:太阳水	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:太阳水	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:太阳水	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:太阳水	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:金创药(中量)	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:金创药(中量)	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:金创药(中量)	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效金创药	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效金创药	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效金创药	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:魔法药(中量)	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:魔法药(中量)	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:魔法药(中量)	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效魔法药	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效魔法药	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效魔法药	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效金创药	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效金创药	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效金创药	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效金创药	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效金创药	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效金创药	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效魔法药	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效魔法药	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效魔法药	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效魔法药	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效魔法药	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:强效魔法药	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:23] 物品:骷髅头盔	怪物:21ECDFA0白野猪8	地图:H204	X:85	Y:78 
[2024/8/19 21:23:25] 物品:魔法手镯	怪物:1CB9D540祖玛卫士8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:25] 物品:金手镯	怪物:1CB9D540祖玛卫士8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:26] 物品:强效太阳水	怪物:2762C6E0牛魔祭司	地图:D2079	X:55	Y:55 
[2024/8/19 21:23:26] 物品:强效太阳水	怪物:2762C6E0牛魔祭司	地图:D2079	X:55	Y:55 
[2024/8/19 21:23:26] 物品:强效太阳水	怪物:2762C6E0牛魔祭司	地图:D2079	X:55	Y:55 
[2024/8/19 21:23:26] 物品:强效魔法药	怪物:2762C6E0牛魔祭司	地图:D2079	X:55	Y:55 
[2024/8/19 21:23:26] 物品:灵魂战衣(女)	怪物:2762C6E0牛魔祭司	地图:D2079	X:55	Y:55 
[2024/8/19 21:23:26] 物品:白色虎齿项链	怪物:2762C6E0牛魔祭司	地图:D2079	X:55	Y:55 
[2024/8/19 21:23:26] 物品:珍珠戒指	怪物:2762C6E0牛魔祭司	地图:D2079	X:55	Y:55 
[2024/8/19 21:23:27] 物品:施毒术	怪物:1C4FC720恶灵尸王	地图:H201	X:51	Y:166 
[2024/8/19 21:23:27] 物品:召唤骷髅	怪物:1C4FC720恶灵尸王	地图:H201	X:51	Y:166 
[2024/8/19 21:23:32] 物品:强效太阳水	怪物:2E012340尸王8	地图:H201	X:171	Y:68 
[2024/8/19 21:23:32] 物品:强效太阳水	怪物:2E012340尸王8	地图:H201	X:171	Y:68 
[2024/8/19 21:23:32] 物品:强效太阳水	怪物:2E012340尸王8	地图:H201	X:171	Y:68 
[2024/8/19 21:23:32] 物品:强效太阳水	怪物:2E012340尸王8	地图:H201	X:171	Y:68 
[2024/8/19 21:23:32] 物品:强效太阳水	怪物:2E012340尸王8	地图:H201	X:171	Y:68 
[2024/8/19 21:23:32] 物品:强效金创药	怪物:2E012340尸王8	地图:H201	X:171	Y:68 
[2024/8/19 21:23:32] 物品:强效金创药	怪物:2E012340尸王8	地图:H201	X:171	Y:68 
[2024/8/19 21:23:32] 物品:强效魔法药	怪物:2E012340尸王8	地图:H201	X:171	Y:68 
[2024/8/19 21:23:32] 物品:强效魔法药	怪物:2E012340尸王8	地图:H201	X:171	Y:68 
[2024/8/19 21:23:32] 物品:黑色水晶戒指	怪物:2E012340尸王8	地图:H201	X:171	Y:68 
[2024/8/19 21:23:32] 物品:蛇眼戒指	怪物:2E012340尸王8	地图:H201	X:171	Y:68 
[2024/8/19 21:23:32] 物品:珍珠戒指	怪物:2E012340尸王8	地图:H201	X:171	Y:68 
[2024/8/19 21:23:32] 物品:魅力戒指	怪物:2E012340尸王8	地图:H201	X:171	Y:68 
[2024/8/19 21:23:32] 物品:蓝翡翠项链	怪物:2E012340尸王8	地图:H201	X:171	Y:68 
[2024/8/19 21:23:32] 物品:魔力手镯	怪物:2E012340尸王8	地图:H201	X:171	Y:68 
[2024/8/19 21:23:32] 物品:半月弯刀	怪物:2E012340尸王8	地图:H201	X:171	Y:68 
[2024/8/19 21:23:35] 物品:强效太阳水	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效太阳水	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效太阳水	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效太阳水	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效太阳水	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效太阳水	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效太阳水	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效太阳水	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效太阳水	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效太阳水	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:太阳水	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:太阳水	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:太阳水	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:太阳水	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:太阳水	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:太阳水	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:太阳水	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:太阳水	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:太阳水	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:太阳水	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:金创药(中量)	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:金创药(中量)	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:金创药(中量)	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效金创药	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效金创药	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效金创药	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:魔法药(中量)	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:魔法药(中量)	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:魔法药(中量)	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效魔法药	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效魔法药	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效魔法药	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效金创药	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效金创药	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效金创药	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效金创药	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效金创药	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效金创药	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效魔法药	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效魔法药	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效魔法药	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效魔法药	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效魔法药	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:强效魔法药	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:35] 物品:龙之戒指	怪物:1CDA7A50白野猪8	地图:H204	X:63	Y:20 
[2024/8/19 21:23:36] 物品:心灵启示	怪物:2B4A2460恶灵尸王	地图:H201	X:61	Y:170 
[2024/8/19 21:23:36] 物品:爆裂火焰	怪物:2B4A2460恶灵尸王	地图:H201	X:61	Y:170 
[2024/8/19 21:23:36] 物品:集体隐身术	怪物:2B4A2460恶灵尸王	地图:H201	X:61	Y:170 
[2024/8/19 21:23:36] 物品:雷电术	怪物:2B4A2460恶灵尸王	地图:H201	X:61	Y:170 
[2024/8/19 21:23:38] 物品:强效太阳水	怪物:0522CED0牛魔祭司	地图:D2079	X:50	Y:52 
[2024/8/19 21:23:38] 物品:修罗	怪物:0522CED0牛魔祭司	地图:D2079	X:50	Y:52 
[2024/8/19 21:23:42] 物品:太阳水	怪物:27362210牛魔将军	地图:D2076	X:121	Y:84 
[2024/8/19 21:23:42] 物品:强效太阳水	怪物:21717A10尸王8	地图:H201	X:174	Y:68 
[2024/8/19 21:23:42] 物品:强效太阳水	怪物:21717A10尸王8	地图:H201	X:174	Y:68 
[2024/8/19 21:23:42] 物品:强效太阳水	怪物:21717A10尸王8	地图:H201	X:174	Y:68 
[2024/8/19 21:23:42] 物品:强效太阳水	怪物:21717A10尸王8	地图:H201	X:174	Y:68 
[2024/8/19 21:23:42] 物品:强效太阳水	怪物:21717A10尸王8	地图:H201	X:174	Y:68 
[2024/8/19 21:23:42] 物品:强效金创药	怪物:21717A10尸王8	地图:H201	X:174	Y:68 
[2024/8/19 21:23:42] 物品:强效金创药	怪物:21717A10尸王8	地图:H201	X:174	Y:68 
[2024/8/19 21:23:42] 物品:强效魔法药	怪物:21717A10尸王8	地图:H201	X:174	Y:68 
[2024/8/19 21:23:42] 物品:强效魔法药	怪物:21717A10尸王8	地图:H201	X:174	Y:68 
[2024/8/19 21:23:42] 物品:珍珠戒指	怪物:21717A10尸王8	地图:H201	X:174	Y:68 
[2024/8/19 21:23:42] 物品:生铁戒指	怪物:21717A10尸王8	地图:H201	X:174	Y:68 
[2024/8/19 21:23:42] 物品:道德戒指	怪物:21717A10尸王8	地图:H201	X:174	Y:68 
[2024/8/19 21:23:42] 物品:蓝翡翠项链	怪物:21717A10尸王8	地图:H201	X:174	Y:68 
[2024/8/19 21:23:43] 物品:强效太阳水	怪物:28E1CB00尸王8	地图:H201	X:172	Y:67 
[2024/8/19 21:23:43] 物品:强效太阳水	怪物:28E1CB00尸王8	地图:H201	X:172	Y:67 
[2024/8/19 21:23:43] 物品:强效太阳水	怪物:28E1CB00尸王8	地图:H201	X:172	Y:67 
[2024/8/19 21:23:43] 物品:强效太阳水	怪物:28E1CB00尸王8	地图:H201	X:172	Y:67 
[2024/8/19 21:23:43] 物品:强效太阳水	怪物:28E1CB00尸王8	地图:H201	X:172	Y:67 
[2024/8/19 21:23:43] 物品:强效金创药	怪物:28E1CB00尸王8	地图:H201	X:172	Y:67 
[2024/8/19 21:23:43] 物品:强效金创药	怪物:28E1CB00尸王8	地图:H201	X:172	Y:67 
[2024/8/19 21:23:43] 物品:强效魔法药	怪物:28E1CB00尸王8	地图:H201	X:172	Y:67 
[2024/8/19 21:23:43] 物品:强效魔法药	怪物:28E1CB00尸王8	地图:H201	X:172	Y:67 
[2024/8/19 21:23:43] 物品:死神手套	怪物:28E1CB00尸王8	地图:H201	X:172	Y:67 
[2024/8/19 21:23:43] 物品:黑檀手镯	怪物:28E1CB00尸王8	地图:H201	X:172	Y:67 
[2024/8/19 21:23:43] 物品:魔力手镯	怪物:28E1CB00尸王8	地图:H201	X:172	Y:67 
[2024/8/19 21:23:43] 物品:半月弯刀	怪物:28E1CB00尸王8	地图:H201	X:172	Y:67 
[2024/8/19 21:23:43] 物品:斩马刀	怪物:0639AE60祖玛卫士8	地图:H204	X:72	Y:32 
[2024/8/19 21:23:44] 物品:太阳水	怪物:28ED3530黑野猪8	地图:H002	X:308	Y:30 
[2024/8/19 21:23:45] 物品:强效魔法药	怪物:2BC28F10魔龙破甲兵1	地图:62	X:36	Y:48 
[2024/8/19 21:23:45] 物品:死神手套	怪物:2BC28F10魔龙破甲兵1	地图:62	X:36	Y:48 
[2024/8/19 21:23:45] 物品:强效太阳水	怪物:0DE19CF0尸王8	地图:H201	X:60	Y:177 
[2024/8/19 21:23:45] 物品:强效太阳水	怪物:0DE19CF0尸王8	地图:H201	X:60	Y:177 
[2024/8/19 21:23:45] 物品:强效太阳水	怪物:0DE19CF0尸王8	地图:H201	X:60	Y:177 
[2024/8/19 21:23:45] 物品:强效太阳水	怪物:0DE19CF0尸王8	地图:H201	X:60	Y:177 
[2024/8/19 21:23:45] 物品:强效太阳水	怪物:0DE19CF0尸王8	地图:H201	X:60	Y:177 
[2024/8/19 21:23:45] 物品:强效金创药	怪物:0DE19CF0尸王8	地图:H201	X:60	Y:177 
[2024/8/19 21:23:45] 物品:强效金创药	怪物:0DE19CF0尸王8	地图:H201	X:60	Y:177 
[2024/8/19 21:23:45] 物品:强效魔法药	怪物:0DE19CF0尸王8	地图:H201	X:60	Y:177 
[2024/8/19 21:23:45] 物品:强效魔法药	怪物:0DE19CF0尸王8	地图:H201	X:60	Y:177 
[2024/8/19 21:23:45] 物品:骷髅戒指	怪物:0DE19CF0尸王8	地图:H201	X:60	Y:177 
[2024/8/19 21:23:45] 物品:珍珠戒指	怪物:0DE19CF0尸王8	地图:H201	X:60	Y:177 
[2024/8/19 21:23:45] 物品:道德戒指	怪物:0DE19CF0尸王8	地图:H201	X:60	Y:177 
[2024/8/19 21:23:45] 物品:施毒术	怪物:2B2AF4F0僵尸1	地图:H201	X:173	Y:70 
[2024/8/19 21:23:46] 物品:金创药(小量)	怪物:28AAF4F0僵尸5	地图:H201	X:173	Y:67 
[2024/8/19 21:23:50] 物品:强效魔法药	怪物:26FCB260牛魔法师	地图:D2076	X:119	Y:83 
[2024/8/19 21:23:50] 物品:太阳水	怪物:26FCB260牛魔法师	地图:D2076	X:119	Y:83 
[2024/8/19 21:23:56] 物品:强效太阳水	怪物:28EF49B0尸王8	地图:H201	X:170	Y:76 
[2024/8/19 21:23:56] 物品:强效太阳水	怪物:28EF49B0尸王8	地图:H201	X:170	Y:76 
[2024/8/19 21:23:56] 物品:强效太阳水	怪物:28EF49B0尸王8	地图:H201	X:170	Y:76 
[2024/8/19 21:23:56] 物品:强效太阳水	怪物:28EF49B0尸王8	地图:H201	X:170	Y:76 
[2024/8/19 21:23:56] 物品:强效太阳水	怪物:28EF49B0尸王8	地图:H201	X:170	Y:76 
[2024/8/19 21:23:56] 物品:强效金创药	怪物:28EF49B0尸王8	地图:H201	X:170	Y:76 
[2024/8/19 21:23:56] 物品:强效金创药	怪物:28EF49B0尸王8	地图:H201	X:170	Y:76 
[2024/8/19 21:23:56] 物品:强效魔法药	怪物:28EF49B0尸王8	地图:H201	X:170	Y:76 
[2024/8/19 21:23:56] 物品:强效魔法药	怪物:28EF49B0尸王8	地图:H201	X:170	Y:76 
[2024/8/19 21:23:57] 物品:金创药(小量)	怪物:2F1DB4C0僵尸5	地图:H201	X:168	Y:76 
[2024/8/19 21:23:57] 物品:精神力药水	怪物:2F1DB4C0僵尸5	地图:H201	X:168	Y:76 
[2024/8/19 21:23:57] 物品:强效魔法药	怪物:2BABFF70魔龙破甲兵	地图:62	X:35	Y:43 
[2024/8/19 21:23:57] 物品:治愈术	怪物:24471F00僵尸1	地图:H201	X:70	Y:180 
[2024/8/19 21:23:58] 物品:斩马刀	怪物:2734D540牛魔侍卫0	地图:D2076	X:25	Y:88 
[2024/8/19 21:23:58] 物品:偃月	怪物:2734D540牛魔侍卫0	地图:D2076	X:25	Y:88 
[2024/8/19 21:23:58] 物品:强效太阳水	怪物:2734D540牛魔侍卫0	地图:D2076	X:25	Y:88 
[2024/8/19 21:23:58] 物品:强效太阳水	怪物:2734D540牛魔侍卫0	地图:D2076	X:25	Y:88 
[2024/8/19 21:23:58] 物品:强效太阳水	怪物:2734D540牛魔侍卫0	地图:D2076	X:25	Y:88 
[2024/8/19 21:23:58] 物品:强效太阳水	怪物:2734D540牛魔侍卫0	地图:D2076	X:25	Y:88 
[2024/8/19 21:23:58] 物品:太阳水	怪物:2734D540牛魔侍卫0	地图:D2076	X:25	Y:88 
[2024/8/19 21:23:58] 物品:太阳水	怪物:2734D540牛魔侍卫0	地图:D2076	X:25	Y:88 
[2024/8/19 21:23:58] 物品:太阳水	怪物:2734D540牛魔侍卫0	地图:D2076	X:25	Y:88 
[2024/8/19 21:23:58] 物品:太阳水	怪物:2734D540牛魔侍卫0	地图:D2076	X:25	Y:88 
[2024/8/19 21:23:58] 物品:强效金创药	怪物:2734D540牛魔侍卫0	地图:D2076	X:25	Y:88 
[2024/8/19 21:23:58] 物品:强效金创药	怪物:2734D540牛魔侍卫0	地图:D2076	X:25	Y:88 
[2024/8/19 21:23:58] 物品:强效金创药	怪物:2734D540牛魔侍卫0	地图:D2076	X:25	Y:88 
[2024/8/19 21:23:58] 物品:强效金创药	怪物:2734D540牛魔侍卫0	地图:D2076	X:25	Y:88 
[2024/8/19 21:23:58] 物品:强效魔法药	怪物:2734D540牛魔侍卫0	地图:D2076	X:25	Y:88 
[2024/8/19 21:23:58] 物品:强效魔法药	怪物:2734D540牛魔侍卫0	地图:D2076	X:25	Y:88 
[2024/8/19 21:23:58] 物品:强效魔法药	怪物:2734D540牛魔侍卫0	地图:D2076	X:25	Y:88 
[2024/8/19 21:23:58] 物品:强效魔法药	怪物:2734D540牛魔侍卫0	地图:D2076	X:25	Y:88 
[2024/8/19 21:23:58] 物品:强效太阳水	怪物:2786D390白野猪8	地图:H204	X:68	Y:66 
[2024/8/19 21:23:58] 物品:强效太阳水	怪物:2786D390白野猪8	地图:H204	X:68	Y:66 
[2024/8/19 21:23:58] 物品:强效太阳水	怪物:2786D390白野猪8	地图:H204	X:68	Y:66 
[2024/8/19 21:23:58] 物品:强效太阳水	怪物:2786D390白野猪8	地图:H204	X:68	Y:66 
[2024/8/19 21:23:58] 物品:强效太阳水	怪物:2786D390白野猪8	地图:H204	X:68	Y:66 
[2024/8/19 21:23:58] 物品:强效太阳水	怪物:2786D390白野猪8	地图:H204	X:68	Y:66 
[2024/8/19 21:23:58] 物品:强效太阳水	怪物:2786D390白野猪8	地图:H204	X:68	Y:66 
[2024/8/19 21:23:58] 物品:强效太阳水	怪物:2786D390白野猪8	地图:H204	X:68	Y:66 
[2024/8/19 21:23:58] 物品:强效太阳水	怪物:2786D390白野猪8	地图:H204	X:68	Y:66 
[2024/8/19 21:23:58] 物品:强效太阳水	怪物:2786D390白野猪8	地图:H204	X:68	Y:66 
[2024/8/19 21:23:58] 物品:太阳水	怪物:2786D390白野猪8	地图:H204	X:68	Y:66 
[2024/8/19 21:23:58] 物品:太阳水	怪物:2786D390白野猪8	地图:H204	X:68	Y:66 
[2024/8/19 21:23:58] 物品:太阳水	怪物:2786D390白野猪8	地图:H204	X:68	Y:66 
[2024/8/19 21:23:58] 物品:太阳水	怪物:2786D390白野猪8	地图:H204	X:68	Y:66 
[2024/8/19 21:23:58] 物品:太阳水	怪物:2786D390白野猪8	地图:H204	X:68	Y:66 
[2024/8/19 21:23:58] 物品:太阳水	怪物:2786D390白野猪8	地图:H204	X:68	Y:66 
