[2024/8/21 0:0:0] 物品:魔法药(小量)	怪物:2334F420僵尸5	地图:H201	X:77	Y:73 
[2024/8/21 0:37:11] 物品:强效金创药	怪物:2466B110白野猪8	地图:H204	X:71	Y:30 
[2024/8/21 0:37:11] 物品:强效金创药	怪物:2466B110白野猪8	地图:H204	X:71	Y:30 
[2024/8/21 0:37:11] 物品:强效金创药	怪物:2466B110白野猪8	地图:H204	X:71	Y:30 
[2024/8/21 0:37:11] 物品:强效魔法药	怪物:2466B110白野猪8	地图:H204	X:71	Y:30 
[2024/8/21 0:37:11] 物品:强效魔法药	怪物:2466B110白野猪8	地图:H204	X:71	Y:30 
[2024/8/21 0:37:11] 物品:强效魔法药	怪物:2466B110白野猪8	地图:H204	X:71	Y:30 
[2024/8/21 0:37:11] 物品:强效魔法药	怪物:2466B110白野猪8	地图:H204	X:71	Y:30 
[2024/8/21 0:37:11] 物品:强效魔法药	怪物:2466B110白野猪8	地图:H204	X:71	Y:30 
[2024/8/21 0:37:11] 物品:强效魔法药	怪物:2466B110白野猪8	地图:H204	X:71	Y:30 
[2024/8/21 0:37:11] 物品:魔法长袍(男)	怪物:2466B110白野猪8	地图:H204	X:71	Y:30 
[2024/8/21 0:37:11] 物品:竹笛	怪物:2496E3F0祖玛弓箭手83	地图:H008	X:36	Y:22 
[2024/8/21 0:37:12] 物品:强效太阳水	怪物:25E792B0牛魔将军8	地图:H010	X:312	Y:146 
[2024/8/21 0:37:12] 物品:强效金创药	怪物:25E792B0牛魔将军8	地图:H010	X:312	Y:146 
[2024/8/21 0:37:12] 物品:八荒	怪物:24E68530祖玛卫士8	地图:H204	X:72	Y:29 
[2024/8/21 0:37:12] 物品:蓝翡翠项链	怪物:24E68530祖玛卫士8	地图:H204	X:72	Y:29 
[2024/8/21 0:37:13] 物品:强效太阳水	怪物:2AC6B320牛魔祭司8	地图:H010	X:312	Y:148 
[2024/8/21 0:37:13] 物品:强效太阳水	怪物:2AC6B320牛魔祭司8	地图:H010	X:312	Y:148 
[2024/8/21 0:37:13] 物品:强效太阳水	怪物:2AC6B320牛魔祭司8	地图:H010	X:312	Y:148 
[2024/8/21 0:37:13] 物品:金戒指	怪物:2AC6B320牛魔祭司8	地图:H010	X:312	Y:148 
[2024/8/21 0:37:13] 物品:绿宝石矿	怪物:2A94CFE0变异史莱姆8	地图:H004	X:75	Y:169 
[2024/8/21 0:37:14] 物品:竹笛	怪物:28BE5820祖玛卫士8	地图:H204	X:71	Y:30 
[2024/8/21 0:37:15] 物品:强效太阳水	怪物:24431320牛魔祭司0	地图:H010	X:312	Y:149 
[2024/8/21 0:37:15] 物品:太阳水	怪物:24431320牛魔祭司0	地图:H010	X:312	Y:149 
[2024/8/21 0:37:15] 物品:太阳水	怪物:24431320牛魔祭司0	地图:H010	X:312	Y:149 
[2024/8/21 0:37:18] 物品:金创药(中量)	怪物:2BD48250祖玛弓箭手8	地图:H204	X:77	Y:26 
[2024/8/21 0:37:18] 物品:强效金创药	怪物:2BDF6510祖玛弓箭手8	地图:H204	X:25	Y:76 
[2024/8/21 0:37:21] 物品:强效太阳水	怪物:2597E4D0牛魔将军0	地图:H010	X:312	Y:152 
[2024/8/21 0:37:22] 物品:黑檀手镯	怪物:25965570祖玛卫士83	地图:H008	X:38	Y:17 
[2024/8/21 0:37:22] 物品:强效太阳水	怪物:2571E9C0牛魔将军8	地图:H010	X:310	Y:151 
[2024/8/21 0:37:22] 物品:强效太阳水	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效太阳水	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效太阳水	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效太阳水	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效太阳水	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效太阳水	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效太阳水	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效太阳水	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效太阳水	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效太阳水	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:太阳水	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:太阳水	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:太阳水	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:太阳水	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:太阳水	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:太阳水	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:太阳水	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:太阳水	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:太阳水	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:太阳水	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:金创药(中量)	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:金创药(中量)	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:金创药(中量)	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效金创药	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效金创药	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效金创药	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:魔法药(中量)	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:魔法药(中量)	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:魔法药(中量)	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效魔法药	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效魔法药	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效魔法药	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效金创药	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效金创药	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效金创药	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效金创药	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效金创药	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效金创药	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效魔法药	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效魔法药	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效魔法药	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效魔法药	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效魔法药	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:强效魔法药	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:22] 物品:蛇眼戒指	怪物:2A8A4180白野猪8	地图:H204	X:22	Y:76 
[2024/8/21 0:37:23] 物品:强效太阳水	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效太阳水	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效太阳水	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效太阳水	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效太阳水	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效太阳水	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效太阳水	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效太阳水	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效太阳水	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效太阳水	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:太阳水	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:太阳水	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:太阳水	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:太阳水	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:太阳水	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:太阳水	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:太阳水	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:太阳水	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:太阳水	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:太阳水	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:金创药(中量)	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:金创药(中量)	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:金创药(中量)	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效金创药	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效金创药	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效金创药	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:魔法药(中量)	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:魔法药(中量)	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:魔法药(中量)	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效魔法药	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效魔法药	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效魔法药	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效金创药	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效金创药	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效金创药	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效金创药	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效金创药	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效金创药	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效魔法药	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效魔法药	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效魔法药	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效魔法药	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效魔法药	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:强效魔法药	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:23] 物品:铂金戒指	怪物:25AB51A0虹魔猪卫8	地图:H204	X:77	Y:24 
[2024/8/21 0:37:24] 物品:太阳水	怪物:25753000牛魔祭司0	地图:H010	X:311	Y:153 
[2024/8/21 0:37:24] 物品:躲避手链	怪物:25753000牛魔祭司0	地图:H010	X:311	Y:153 
[2024/8/21 0:37:27] 物品:黑檀手镯	怪物:2478DD40祖玛卫士8	地图:H204	X:28	Y:72 
[2024/8/21 0:37:27] 物品:道士手镯	怪物:2478DD40祖玛卫士8	地图:H204	X:28	Y:72 
[2024/8/21 0:37:28] 物品:黑檀手镯	怪物:2A953ED0祖玛雕像83	地图:H008	X:40	Y:18 
[2024/8/21 0:37:30] 物品:强效太阳水	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效太阳水	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效太阳水	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效太阳水	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效太阳水	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效太阳水	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效太阳水	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效太阳水	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效太阳水	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效太阳水	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:太阳水	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:太阳水	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:太阳水	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:太阳水	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:太阳水	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:太阳水	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:太阳水	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:太阳水	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:太阳水	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:太阳水	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效金创药	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效金创药	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效金创药	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效金创药	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效金创药	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效金创药	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效金创药	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效金创药	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效金创药	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效金创药	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效魔法药	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效魔法药	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效魔法药	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效魔法药	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效魔法药	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效魔法药	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效魔法药	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效魔法药	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效魔法药	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:强效魔法药	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:30] 物品:珍珠戒指	怪物:23554130触龙神8	地图:H004	X:76	Y:170 
[2024/8/21 0:37:33] 物品:生铁戒指	怪物:2AEA9100祖玛雕像8	地图:H204	X:33	Y:64 
[2024/8/21 0:37:34] 物品:强效金创药	怪物:25C36750牛魔将军8	地图:H010	X:317	Y:141 
[2024/8/21 0:37:34] 物品:龙之手镯	怪物:25C36750牛魔将军8	地图:H010	X:317	Y:141 
[2024/8/21 0:37:34] 物品:蓝翡翠项链	怪物:25C36750牛魔将军8	地图:H010	X:317	Y:141 
[2024/8/21 0:37:35] 物品:强效太阳水	怪物:243F42A0牛魔将军0	地图:H010	X:317	Y:140 
[2024/8/21 0:37:35] 物品:强效太阳水	怪物:243F42A0牛魔将军0	地图:H010	X:317	Y:140 
[2024/8/21 0:37:35] 物品:太阳水	怪物:243F42A0牛魔将军0	地图:H010	X:317	Y:140 
[2024/8/21 0:37:35] 物品:太阳水	怪物:243F42A0牛魔将军0	地图:H010	X:317	Y:140 
[2024/8/21 0:37:35] 物品:强效太阳水	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效太阳水	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效太阳水	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效太阳水	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效太阳水	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效太阳水	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效太阳水	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效太阳水	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效太阳水	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效太阳水	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:太阳水	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:太阳水	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:太阳水	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:太阳水	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:太阳水	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:太阳水	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:太阳水	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:太阳水	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:太阳水	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:太阳水	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:金创药(中量)	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:金创药(中量)	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:金创药(中量)	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效金创药	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效金创药	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效金创药	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:魔法药(中量)	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:魔法药(中量)	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:魔法药(中量)	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效魔法药	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效魔法药	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效魔法药	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效金创药	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效金创药	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效金创药	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效金创药	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效金创药	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效金创药	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效魔法药	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效魔法药	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效魔法药	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效魔法药	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效魔法药	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:强效魔法药	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:MP强化药水	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:心灵手镯	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:35] 物品:降魔	怪物:24E6C7C0虹魔猪卫8	地图:H204	X:66	Y:27 
[2024/8/21 0:37:37] 物品:强效魔法药	怪物:240E5D80祖玛卫士83	地图:H008	X:40	Y:20 
[2024/8/21 0:37:39] 物品:强效太阳水	怪物:259FCC30牛魔祭司0	地图:H010	X:318	Y:138 
[2024/8/21 0:37:39] 物品:太阳水	怪物:259FCC30牛魔祭司0	地图:H010	X:318	Y:138 
[2024/8/21 0:37:39] 物品:太阳水	怪物:259FCC30牛魔祭司0	地图:H010	X:318	Y:138 
[2024/8/21 0:37:41] 物品:强效太阳水	怪物:28BB8E00虹魔猪卫8	地图:H204	X:67	Y:27 
[2024/8/21 0:37:41] 物品:强效太阳水	怪物:28BB8E00虹魔猪卫8	地图:H204	X:67	Y:27 
[2024/8/21 0:37:41] 物品:强效太阳水	怪物:28BB8E00虹魔猪卫8	地图:H204	X:67	Y:27 
[2024/8/21 0:37:41] 物品:强效太阳水	怪物:28BB8E00虹魔猪卫8	地图:H204	X:67	Y:27 
[2024/8/21 0:37:41] 物品:强效太阳水	怪物:28BB8E00虹魔猪卫8	地图:H204	X:67	Y:27 
[2024/8/21 0:37:41] 物品:强效太阳水	怪物:28BB8E00虹魔猪卫8	地图:H204	X:67	Y:27 
[2024/8/21 0:37:41] 物品:强效太阳水	怪物:28BB8E00虹魔猪卫8	地图:H204	X:67	Y:27 
[2024/8/21 0:37:41] 物品:强效太阳水	怪物:28BB8E00虹魔猪卫8	地图:H204	X:67	Y:27 
[2024/8/21 0:37:41] 物品:强效太阳水	怪物:28BB8E00虹魔猪卫8	地图:H204	X:67	Y:27 
[2024/8/21 0:37:41] 物品:强效太阳水	怪物:28BB8E00虹魔猪卫8	地图:H204	X:67	Y:27 
[2024/8/21 0:37:41] 物品:太阳水	怪物:28BB8E00虹魔猪卫8	地图:H204	X:67	Y:27 
[2024/8/21 0:37:41] 物品:太阳水	怪物:28BB8E00虹魔猪卫8	地图:H204	X:67	Y:27 
[2024/8/21 0:37:41] 物品:太阳水	怪物:28BB8E00虹魔猪卫8	地图:H204	X:67	Y:27 
[2024/8/21 0:37:41] 物品:太阳水	怪物:28BB8E00虹魔猪卫8	地图:H204	X:67	Y:27 
[2024/8/21 0:37:41] 物品:太阳水	怪物:28BB8E00虹魔猪卫8	地图:H204	X:67	Y:27 
