[2024/8/22 17:0:4] 物品:生铁戒指	怪物:242583F0祖玛雕像8	地图:H204	X:69	Y:27 
[2024/8/22 17:20:33] 物品:降魔	怪物:292EAFE0祖玛卫士83	地图:H008	X:41	Y:59 
[2024/8/22 17:20:42] 物品:强效太阳水	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效太阳水	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效太阳水	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效太阳水	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效太阳水	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效太阳水	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效太阳水	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效太阳水	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效太阳水	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效太阳水	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:太阳水	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:太阳水	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:太阳水	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:太阳水	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:太阳水	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:太阳水	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:太阳水	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:太阳水	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:太阳水	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:太阳水	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:金创药(中量)	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:金创药(中量)	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:金创药(中量)	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效金创药	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效金创药	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效金创药	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:魔法药(中量)	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:魔法药(中量)	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:魔法药(中量)	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效魔法药	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效魔法药	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效魔法药	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效金创药	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效金创药	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效金创药	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效金创药	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效金创药	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效金创药	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效魔法药	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效魔法药	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效魔法药	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效魔法药	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效魔法药	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:强效魔法药	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:42] 物品:魅力戒指	怪物:1EB8B020虹魔猪卫8	地图:H204	X:60	Y:61 
[2024/8/22 17:20:46] 物品:骷髅头盔	怪物:22D403A0祖玛卫士83	地图:H008	X:42	Y:59 
[2024/8/22 17:20:58] 物品:强效太阳水	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效太阳水	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效太阳水	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效太阳水	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效太阳水	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效太阳水	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效太阳水	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效太阳水	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效太阳水	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效太阳水	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:太阳水	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:太阳水	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:太阳水	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:太阳水	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:太阳水	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:太阳水	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:太阳水	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:太阳水	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:太阳水	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:太阳水	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:金创药(中量)	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:金创药(中量)	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:金创药(中量)	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效金创药	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效金创药	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效金创药	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:魔法药(中量)	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:魔法药(中量)	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:魔法药(中量)	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效魔法药	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效魔法药	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效魔法药	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效金创药	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效金创药	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效金创药	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效金创药	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效金创药	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效金创药	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效魔法药	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效魔法药	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效魔法药	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效魔法药	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效魔法药	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:20:58] 物品:强效魔法药	怪物:2CF421B0白野猪8	地图:H204	X:55	Y:52 
[2024/8/22 17:21:10] 物品:小手镯	怪物:2B2DDAA0祖玛雕像83	地图:H008	X:49	Y:56 
[2024/8/22 17:21:13] 物品:小手镯	怪物:178015F0祖玛弓箭手8	地图:H204	X:52	Y:43 
[2024/8/22 17:21:22] 物品:强效太阳水	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效太阳水	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效太阳水	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效太阳水	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效太阳水	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效太阳水	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效太阳水	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效太阳水	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效太阳水	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效太阳水	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:太阳水	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:太阳水	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:太阳水	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:太阳水	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:太阳水	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:太阳水	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:太阳水	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:太阳水	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:太阳水	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:太阳水	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:金创药(中量)	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:金创药(中量)	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:金创药(中量)	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效金创药	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效金创药	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效金创药	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:魔法药(中量)	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:魔法药(中量)	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:魔法药(中量)	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效魔法药	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效魔法药	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效魔法药	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效金创药	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效金创药	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效金创药	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效金创药	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效金创药	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效金创药	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效魔法药	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效魔法药	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效魔法药	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效魔法药	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效魔法药	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:强效魔法药	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:22] 物品:蛇眼戒指	怪物:18050DE0虹魔猪卫8	地图:H204	X:54	Y:43 
[2024/8/22 17:21:26] 物品:恶魔长袍(女)	怪物:1F068680祖玛弓箭手83	地图:H008	X:43	Y:67 
[2024/8/22 17:21:26] 物品:蛇眼戒指	怪物:1F068680祖玛弓箭手83	地图:H008	X:43	Y:67 
[2024/8/22 17:21:30] 物品:道士头盔	怪物:2B699D40祖玛卫士8	地图:H204	X:58	Y:39 
[2024/8/22 17:21:32] 物品:魅力戒指	怪物:2D009DD0跳跳蜂8	地图:H004	X:75	Y:89 
[2024/8/22 17:21:40] 物品:偃月	怪物:173142A0祖玛卫士8	地图:H204	X:61	Y:36 
[2024/8/22 17:21:44] 物品:金创药(中量)	怪物:1ACD76E0祖玛弓箭手83	地图:H008	X:52	Y:67 
[2024/8/22 17:21:44] 物品:辟邪手镯	怪物:1ACD76E0祖玛弓箭手83	地图:H008	X:52	Y:67 
[2024/8/22 17:21:44] 物品:珍珠戒指	怪物:1ACD76E0祖玛弓箭手83	地图:H008	X:52	Y:67 
[2024/8/22 17:21:44] 物品:夏普儿手镯	怪物:1ACD76E0祖玛弓箭手83	地图:H008	X:52	Y:67 
[2024/8/22 17:21:49] 物品:魔法药(中量)	怪物:17820A50祖玛弓箭手83	地图:H008	X:55	Y:69 
[2024/8/22 17:21:49] 物品:重盔甲(女)	怪物:17820A50祖玛弓箭手83	地图:H008	X:55	Y:69 
[2024/8/22 17:21:50] 物品:强效太阳水	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效太阳水	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效太阳水	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效太阳水	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效太阳水	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效太阳水	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效太阳水	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效太阳水	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效太阳水	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效太阳水	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:太阳水	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:太阳水	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:太阳水	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:太阳水	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:太阳水	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:太阳水	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:太阳水	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:太阳水	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:太阳水	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:太阳水	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:金创药(中量)	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:金创药(中量)	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:金创药(中量)	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效金创药	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效金创药	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效金创药	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:魔法药(中量)	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:魔法药(中量)	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:魔法药(中量)	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效魔法药	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效魔法药	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效魔法药	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效金创药	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效金创药	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效金创药	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效金创药	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效金创药	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效金创药	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效魔法药	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效魔法药	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效魔法药	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效魔法药	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效魔法药	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:强效魔法药	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:幽灵手套	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:50] 物品:夏普儿手镯	怪物:2313EE30虹魔猪卫8	地图:H204	X:64	Y:37 
[2024/8/22 17:21:55] 物品:幽灵战衣(女)	怪物:11F59280祖玛弓箭手83	地图:H008	X:38	Y:70 
[2024/8/22 17:21:55] 物品:珍珠戒指	怪物:11F59280祖玛弓箭手83	地图:H008	X:38	Y:70 
[2024/8/22 17:21:59] 物品:魔法长袍(女)	怪物:111E12F0祖玛雕像83	地图:H008	X:39	Y:71 
[2024/8/22 17:22:5] 物品:蛇眼戒指	怪物:137AA020祖玛弓箭手8	地图:H204	X:70	Y:29 
[2024/8/22 17:22:10] 物品:强效太阳水	怪物:257A77F0虹魔蝎卫80	地图:H008	X:37	Y:71 
[2024/8/22 17:22:10] 物品:强效太阳水	怪物:257A77F0虹魔蝎卫80	地图:H008	X:37	Y:71 
[2024/8/22 17:22:10] 物品:强效太阳水	怪物:257A77F0虹魔蝎卫80	地图:H008	X:37	Y:71 
[2024/8/22 17:22:10] 物品:强效太阳水	怪物:257A77F0虹魔蝎卫80	地图:H008	X:37	Y:71 
[2024/8/22 17:22:10] 物品:修罗	怪物:257A77F0虹魔蝎卫80	地图:H008	X:37	Y:71 
[2024/8/22 17:22:12] 物品:黑檀手镯	怪物:1DDE2B60祖玛雕像8	地图:H204	X:67	Y:29 
[2024/8/22 17:22:14] 物品:强效太阳水	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:强效太阳水	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:强效太阳水	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:强效太阳水	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:强效太阳水	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:强效太阳水	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:强效太阳水	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:强效太阳水	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:强效太阳水	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:强效太阳水	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:太阳水	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:太阳水	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:太阳水	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:太阳水	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:太阳水	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:太阳水	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:太阳水	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:太阳水	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:太阳水	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:太阳水	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:金创药(中量)	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:金创药(中量)	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:金创药(中量)	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:强效金创药	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:强效金创药	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:强效金创药	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:魔法药(中量)	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:魔法药(中量)	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:魔法药(中量)	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:强效魔法药	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
[2024/8/22 17:22:14] 物品:强效魔法药	怪物:2580C9F0白野猪8	地图:H204	X:68	Y:28 
