[2024/8/19 17:0:2] 物品:道德戒指	怪物:2DD03840祖玛卫士8	地图:H204	X:36	Y:62 
[2024/8/19 17:27:43] 物品:强效太阳水	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:强效太阳水	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:强效太阳水	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:强效金创药	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:强效金创药	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:强效金创药	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:强效金创药	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:强效金创药	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:强效金创药	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:强效金创药	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:强效金创药	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:强效金创药	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:强效金创药	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:强效魔法药	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:强效魔法药	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:强效魔法药	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:强效魔法药	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:强效魔法药	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:强效魔法药	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:强效魔法药	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:强效魔法药	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:强效魔法药	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:强效魔法药	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:祝福油	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:43] 物品:祝福油	怪物:2AFF6190红蛇王	地图:H106	X:41	Y:108 
[2024/8/19 17:27:49] 物品:金手镯	怪物:28E1CB00祖玛卫士8	地图:H204	X:88	Y:45 
[2024/8/19 17:28:12] 物品:金创药(中量)	怪物:237508D0祖玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:12] 物品:骷髅头盔	怪物:237508D0祖玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:15] 物品:红蛇果	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效太阳水	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效太阳水	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效太阳水	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效太阳水	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效太阳水	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效太阳水	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效太阳水	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:疗伤药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:疗伤药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:疗伤药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:疗伤药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效太阳水	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效太阳水	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效太阳水	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效太阳水	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效太阳水	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效太阳水	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效太阳水	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效太阳水	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效太阳水	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效太阳水	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效太阳水	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效太阳水	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效太阳水	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效金创药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效金创药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效金创药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效金创药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效金创药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效金创药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效金创药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效金创药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效金创药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效金创药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效魔法药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效魔法药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效魔法药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效魔法药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效魔法药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效魔法药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效魔法药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效魔法药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效魔法药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:强效魔法药	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:祝福油	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:15] 物品:祝福油	怪物:2AFBA900红蛇王	地图:H106	X:40	Y:108 
[2024/8/19 17:28:24] 物品:强效太阳水	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:强效太阳水	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:强效太阳水	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:强效太阳水	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:强效太阳水	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:太阳水	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:太阳水	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:太阳水	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:太阳水	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:太阳水	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:太阳水	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:太阳水	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:太阳水	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:太阳水	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:太阳水	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:金创药(中量)	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:金创药(中量)	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:强效金创药	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:强效金创药	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:强效金创药	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:魔法药(中量)	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:魔法药(中量)	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:强效魔法药	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:强效魔法药	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:强效魔法药	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:白色虎齿项链	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:烈火剑法	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:24] 物品:爆裂火焰	怪物:1B57E150沃玛卫士8	地图:H204	X:71	Y:31 
[2024/8/19 17:28:28] 物品:强效太阳水	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:强效太阳水	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:强效太阳水	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:强效太阳水	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:强效太阳水	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:太阳水	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:太阳水	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:太阳水	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:太阳水	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:太阳水	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:太阳水	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:太阳水	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:太阳水	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:太阳水	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:太阳水	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:金创药(中量)	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:金创药(中量)	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:强效金创药	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:强效金创药	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:强效金创药	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:魔法药(中量)	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:魔法药(中量)	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:强效魔法药	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:强效魔法药	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:强效魔法药	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:竹笛	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:道士手镯	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:28] 物品:困魔咒	怪物:1EFE8280沃玛卫士8	地图:H204	X:70	Y:30 
[2024/8/19 17:28:30] 物品:强效太阳水	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效太阳水	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效太阳水	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效太阳水	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效太阳水	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效太阳水	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效太阳水	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效太阳水	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效太阳水	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效太阳水	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:太阳水	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:太阳水	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:太阳水	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:太阳水	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:太阳水	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:太阳水	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:太阳水	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:太阳水	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:太阳水	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:太阳水	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:金创药(中量)	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:金创药(中量)	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:金创药(中量)	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效金创药	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效金创药	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效金创药	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:魔法药(中量)	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:魔法药(中量)	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:魔法药(中量)	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效魔法药	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效魔法药	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效魔法药	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效金创药	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效金创药	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效金创药	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效金创药	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效金创药	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效金创药	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效魔法药	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效魔法药	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效魔法药	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效魔法药	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效魔法药	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:强效魔法药	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:30] 物品:战神盔甲(女)	怪物:1920F8E0虹魔猪卫8	地图:H204	X:70	Y:31 
[2024/8/19 17:28:32] 物品:魔法长袍(女)	怪物:18BE9CF0红野猪8	地图:H002	X:233	Y:141 
[2024/8/19 17:28:36] 物品:红蛇果	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效太阳水	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效太阳水	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效太阳水	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效太阳水	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效太阳水	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效太阳水	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效太阳水	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:疗伤药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:疗伤药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:疗伤药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:疗伤药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效太阳水	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效太阳水	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效太阳水	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效太阳水	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效太阳水	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效太阳水	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效太阳水	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效太阳水	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效太阳水	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效太阳水	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效太阳水	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效太阳水	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效太阳水	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效金创药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效金创药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效金创药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效金创药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效金创药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效金创药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效金创药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效金创药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效金创药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效金创药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效魔法药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效魔法药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效魔法药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效魔法药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效魔法药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效魔法药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效魔法药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效魔法药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效魔法药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:强效魔法药	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:祝福油	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:36] 物品:祝福油	怪物:30188F80红蛇王	地图:H106	X:42	Y:108 
[2024/8/19 17:28:37] 物品:道士头盔	怪物:1F18C370祖玛弓箭手8	地图:H204	X:67	Y:27 
[2024/8/19 17:28:39] 物品:强效太阳水	怪物:18926670祖玛卫士8	地图:H204	X:69	Y:27 
[2024/8/19 17:28:49] 物品:八荒	怪物:2E0002D0祖玛卫士8	地图:H204	X:67	Y:28 
[2024/8/19 17:28:49] 物品:道士头盔	怪物:2E0002D0祖玛卫士8	地图:H204	X:67	Y:28 
[2024/8/19 17:28:51] 物品:海魂	怪物:30515790祖玛卫士8	地图:H204	X:68	Y:26 
[2024/8/19 17:28:51] 物品:破魂	怪物:30515790祖玛卫士8	地图:H204	X:68	Y:26 
[2024/8/19 17:29:8] 物品:太阳水	怪物:1B7BBD60黑野猪8	地图:H002	X:261	Y:107 
[2024/8/19 17:29:19] 物品:红蛇果	怪物:2AFCB340红蛇王	地图:H106	X:60	Y:146 
[2024/8/19 17:29:19] 物品:强效太阳水	怪物:2AFCB340红蛇王	地图:H106	X:60	Y:146 
[2024/8/19 17:29:19] 物品:强效太阳水	怪物:2AFCB340红蛇王	地图:H106	X:60	Y:146 
[2024/8/19 17:29:19] 物品:强效太阳水	怪物:2AFCB340红蛇王	地图:H106	X:60	Y:146 
[2024/8/19 17:29:19] 物品:强效太阳水	怪物:2AFCB340红蛇王	地图:H106	X:60	Y:146 
[2024/8/19 17:29:19] 物品:强效太阳水	怪物:2AFCB340红蛇王	地图:H106	X:60	Y:146 
[2024/8/19 17:29:19] 物品:强效太阳水	怪物:2AFCB340红蛇王	地图:H106	X:60	Y:146 
[2024/8/19 17:29:19] 物品:强效太阳水	怪物:2AFCB340红蛇王	地图:H106	X:60	Y:146 
[2024/8/19 17:29:19] 物品:疗伤药	怪物:2AFCB340红蛇王	地图:H106	X:60	Y:146 
[2024/8/19 17:29:19] 物品:疗伤药	怪物:2AFCB340红蛇王	地图:H106	X:60	Y:146 
[2024/8/19 17:29:19] 物品:疗伤药	怪物:2AFCB340红蛇王	地图:H106	X:60	Y:146 
