[2024/8/17 21:0:0] 物品:金创药(小量)	怪物:1A3F92A0僵尸5	地图:H201	X:34	Y:89 
[2024/8/17 21:18:47] 物品:强效金创药	怪物:2A876190尸王8	地图:H201	X:98	Y:77 
[2024/8/17 21:18:47] 物品:强效金创药	怪物:2A876190尸王8	地图:H201	X:98	Y:77 
[2024/8/17 21:18:47] 物品:强效魔法药	怪物:2A876190尸王8	地图:H201	X:98	Y:77 
[2024/8/17 21:18:47] 物品:强效魔法药	怪物:2A876190尸王8	地图:H201	X:98	Y:77 
[2024/8/17 21:18:47] 物品:骷髅戒指	怪物:2A876190尸王8	地图:H201	X:98	Y:77 
[2024/8/17 21:18:47] 物品:道德戒指	怪物:2A876190尸王8	地图:H201	X:98	Y:77 
[2024/8/17 21:18:47] 物品:魅力戒指	怪物:2A876190尸王8	地图:H201	X:98	Y:77 
[2024/8/17 21:18:47] 物品:魔力手镯	怪物:2A876190尸王8	地图:H201	X:98	Y:77 
[2024/8/17 21:18:50] 物品:太阳水	怪物:2C8A7260祖玛弓箭手8	地图:H204	X:46	Y:42 
[2024/8/17 21:18:50] 物品:琥珀项链	怪物:2C8A7260祖玛弓箭手8	地图:H204	X:46	Y:42 
[2024/8/17 21:18:51] 物品:金创药(小量)	怪物:2DE42210僵尸5	地图:H201	X:99	Y:81 
[2024/8/17 21:18:56] 物品:攻杀剑术	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:隐身术	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:地狱火	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:诱惑之光	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:抗拒火环	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:精神力战法	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:火球术	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:治愈术	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:基本剑术	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:八荒	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:半月	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:蓝色水晶戒指	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:琥珀项链	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:魔力手镯	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:灯笼项链	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:铁剑	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:短剑	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:轻型盔甲(男)	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:轻型盔甲(女)	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:中型盔甲(男)	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:青铜斧	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:黑檀项链	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:黄色水晶项链	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:黑色水晶项链	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:青铜头盔	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:金创药(小量)	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:金创药(小量)	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:金创药(小量)	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:金创药(小量)	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:魔法药(小量)	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:魔法药(小量)	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:魔法药(小量)	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:56] 物品:魔法药(小量)	怪物:058F2210僵尸50	地图:H201	X:107	Y:87 
[2024/8/17 21:18:58] 物品:太阳水	怪物:0DC21900黑野猪8	地图:H002	X:68	Y:138 
[2024/8/17 21:19:1] 物品:金创药(小量)	怪物:2852B0B0僵尸4	地图:D406	X:87	Y:159 
[2024/8/17 21:19:4] 物品:魔力手镯	怪物:05922150祖玛雕像8	地图:H204	X:47	Y:44 
[2024/8/17 21:19:4] 物品:珍珠戒指	怪物:05922150祖玛雕像8	地图:H204	X:47	Y:44 
[2024/8/17 21:19:6] 物品:金创药(小量)	怪物:2A5C4010僵尸4	地图:D406	X:126	Y:70 
[2024/8/17 21:19:6] 物品:神圣战甲术	怪物:28BFB860恶灵尸王	地图:H201	X:107	Y:86 
[2024/8/17 21:19:6] 物品:爆裂火焰	怪物:28BFB860恶灵尸王	地图:H201	X:107	Y:86 
[2024/8/17 21:19:6] 物品:集体隐身术	怪物:28BFB860恶灵尸王	地图:H201	X:107	Y:86 
[2024/8/17 21:19:6] 物品:攻杀剑术	怪物:28BFB860恶灵尸王	地图:H201	X:107	Y:86 
[2024/8/17 21:19:6] 物品:瞬息移动	怪物:28BFB860恶灵尸王	地图:H201	X:107	Y:86 
[2024/8/17 21:19:8] 物品:HP强化药水	怪物:2B1CD1A0圣域巨虫	地图:B127A	X:11	Y:7 
[2024/8/17 21:19:8] 物品:强效太阳水	怪物:2B1CD1A0圣域巨虫	地图:B127A	X:11	Y:7 
[2024/8/17 21:19:8] 物品:强效太阳水	怪物:2B1CD1A0圣域巨虫	地图:B127A	X:11	Y:7 
[2024/8/17 21:19:8] 物品:强效太阳水	怪物:2B1CD1A0圣域巨虫	地图:B127A	X:11	Y:7 
[2024/8/17 21:19:8] 物品:强效太阳水	怪物:2B1CD1A0圣域巨虫	地图:B127A	X:11	Y:7 
[2024/8/17 21:19:8] 物品:疗伤药	怪物:2B1CD1A0圣域巨虫	地图:B127A	X:11	Y:7 
[2024/8/17 21:19:8] 物品:疗伤药	怪物:2B1CD1A0圣域巨虫	地图:B127A	X:11	Y:7 
[2024/8/17 21:19:8] 物品:疗伤药	怪物:2B1CD1A0圣域巨虫	地图:B127A	X:11	Y:7 
[2024/8/17 21:19:8] 物品:太阳水	怪物:2B1CD1A0圣域巨虫	地图:B127A	X:11	Y:7 
[2024/8/17 21:19:8] 物品:太阳水	怪物:2B1CD1A0圣域巨虫	地图:B127A	X:11	Y:7 
[2024/8/17 21:19:8] 物品:太阳水	怪物:2B1CD1A0圣域巨虫	地图:B127A	X:11	Y:7 
[2024/8/17 21:19:8] 物品:太阳水	怪物:2B1CD1A0圣域巨虫	地图:B127A	X:11	Y:7 
[2024/8/17 21:19:8] 物品:强效金创药	怪物:2B1CD1A0圣域巨虫	地图:B127A	X:11	Y:7 
[2024/8/17 21:19:8] 物品:强效金创药	怪物:2B1CD1A0圣域巨虫	地图:B127A	X:11	Y:7 
[2024/8/17 21:19:8] 物品:强效魔法药	怪物:2B1CD1A0圣域巨虫	地图:B127A	X:11	Y:7 
[2024/8/17 21:19:8] 物品:强效魔法药	怪物:2B1CD1A0圣域巨虫	地图:B127A	X:11	Y:7 
[2024/8/17 21:19:8] 物品:强效金创药	怪物:2B1CD1A0圣域巨虫	地图:B127A	X:11	Y:7 
[2024/8/17 21:19:8] 物品:强效金创药	怪物:2B1CD1A0圣域巨虫	地图:B127A	X:11	Y:7 
[2024/8/17 21:19:8] 物品:强效魔法药	怪物:2B1CD1A0圣域巨虫	地图:B127A	X:11	Y:7 
[2024/8/17 21:19:8] 物品:强效魔法药	怪物:2B1CD1A0圣域巨虫	地图:B127A	X:11	Y:7 
[2024/8/17 21:19:10] 物品:金创药(中量)	怪物:277B8DF0祖玛卫士	地图:H204	X:48	Y:43 
[2024/8/17 21:19:14] 物品:重盔甲(男)	怪物:056601A0祖玛卫士	地图:H204	X:48	Y:43 
[2024/8/17 21:19:14] 物品:强效太阳水	怪物:1E843130尸王8	地图:H201	X:108	Y:85 
[2024/8/17 21:19:14] 物品:强效太阳水	怪物:1E843130尸王8	地图:H201	X:108	Y:85 
[2024/8/17 21:19:14] 物品:强效太阳水	怪物:1E843130尸王8	地图:H201	X:108	Y:85 
[2024/8/17 21:19:14] 物品:强效太阳水	怪物:1E843130尸王8	地图:H201	X:108	Y:85 
[2024/8/17 21:19:14] 物品:强效太阳水	怪物:1E843130尸王8	地图:H201	X:108	Y:85 
[2024/8/17 21:19:14] 物品:强效金创药	怪物:1E843130尸王8	地图:H201	X:108	Y:85 
[2024/8/17 21:19:14] 物品:强效金创药	怪物:1E843130尸王8	地图:H201	X:108	Y:85 
[2024/8/17 21:19:14] 物品:强效魔法药	怪物:1E843130尸王8	地图:H201	X:108	Y:85 
[2024/8/17 21:19:14] 物品:强效魔法药	怪物:1E843130尸王8	地图:H201	X:108	Y:85 
[2024/8/17 21:19:14] 物品:蛇眼戒指	怪物:1E843130尸王8	地图:H201	X:108	Y:85 
[2024/8/17 21:19:14] 物品:魅力戒指	怪物:1E843130尸王8	地图:H201	X:108	Y:85 
[2024/8/17 21:19:14] 物品:黑檀手镯	怪物:1E843130尸王8	地图:H201	X:108	Y:85 
[2024/8/17 21:19:14] 物品:魔力手镯	怪物:1E843130尸王8	地图:H201	X:108	Y:85 
[2024/8/17 21:19:14] 物品:群体治疗术	怪物:1E843130尸王8	地图:H201	X:108	Y:85 
[2024/8/17 21:19:15] 物品:金创药(小量)	怪物:2A484010僵尸4	地图:H201	X:108	Y:84 
[2024/8/17 21:19:21] 物品:死神手套	怪物:1D965A60黑色恶蛆8	地图:H004	X:69	Y:92 
[2024/8/17 21:19:21] 物品:灵魂战衣(女)	怪物:2A8AD790祖玛弓箭手8	地图:H204	X:44	Y:47 
[2024/8/17 21:19:21] 物品:蓝翡翠项链	怪物:2A8AD790祖玛弓箭手8	地图:H204	X:44	Y:47 
[2024/8/17 21:19:21] 物品:珊瑚戒指	怪物:2A8AD790祖玛弓箭手8	地图:H204	X:44	Y:47 
[2024/8/17 21:19:29] 物品:白色虎齿项链	怪物:05267130祖玛雕像	地图:H204	X:43	Y:48 
[2024/8/17 21:19:29] 物品:道德戒指	怪物:05267130祖玛雕像	地图:H204	X:43	Y:48 
[2024/8/17 21:19:34] 物品:爆裂火焰	怪物:2A476230恶灵尸王	地图:H201	X:108	Y:71 
[2024/8/17 21:19:34] 物品:隐身术	怪物:2A476230恶灵尸王	地图:H201	X:108	Y:71 
[2024/8/17 21:19:34] 物品:施毒术	怪物:2A476230恶灵尸王	地图:H201	X:108	Y:71 
[2024/8/17 21:19:34] 物品:灵魂火符	怪物:2A476230恶灵尸王	地图:H201	X:108	Y:71 
[2024/8/17 21:19:34] 物品:大火球	怪物:2A476230恶灵尸王	地图:H201	X:108	Y:71 
[2024/8/17 21:19:36] 物品:灯笼项链	怪物:23622940祖玛雕像	地图:H204	X:43	Y:48 
[2024/8/17 21:19:40] 物品:金创药(小量)	怪物:1C231640僵尸5	地图:D406	X:100	Y:132 
[2024/8/17 21:19:43] 物品:金创药(小量)	怪物:1D9326F0僵尸5	地图:H201	X:99	Y:66 
[2024/8/17 21:19:44] 物品:八荒	怪物:1CC4A080祖玛雕像8	地图:H204	X:43	Y:46 
[2024/8/17 21:19:44] 物品:白金项链	怪物:1CC4A080祖玛雕像8	地图:H204	X:43	Y:46 
[2024/8/17 21:19:46] 物品:太阳水	怪物:1EC15020黑色恶蛆8	地图:H004	X:65	Y:88 
[2024/8/17 21:19:48] 物品:基本剑术	怪物:1F26DF80僵尸5	地图:H201	X:100	Y:65 
[2024/8/17 21:19:49] 物品:金创药(小量)	怪物:288B0380僵尸4	地图:D406	X:102	Y:132 
[2024/8/17 21:19:49] 物品:小手镯	怪物:2DE13130祖玛弓箭手	地图:H204	X:44	Y:49 
[2024/8/17 21:19:51] 物品:金创药(小量)	怪物:1C7101C0僵尸5	地图:H201	X:98	Y:66 
[2024/8/17 21:19:52] 物品:黑色水晶戒指	怪物:18359680祖玛弓箭手	地图:H204	X:42	Y:50 
[2024/8/17 21:19:57] 物品:魔法长袍(女)	怪物:1A439160祖玛弓箭手	地图:H204	X:46	Y:49 
[2024/8/17 21:20:9] 物品:强效太阳水	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效太阳水	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效太阳水	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效太阳水	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效太阳水	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效太阳水	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效太阳水	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效太阳水	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效太阳水	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效太阳水	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:太阳水	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:太阳水	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:太阳水	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:太阳水	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:太阳水	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:太阳水	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:太阳水	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:太阳水	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:太阳水	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:太阳水	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:金创药(中量)	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:金创药(中量)	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:金创药(中量)	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效金创药	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效金创药	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效金创药	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:魔法药(中量)	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:魔法药(中量)	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:魔法药(中量)	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效魔法药	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效魔法药	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效魔法药	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效金创药	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效金创药	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效金创药	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效金创药	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效金创药	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效金创药	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效魔法药	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效魔法药	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效魔法药	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效魔法药	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效魔法药	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:强效魔法药	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:蓝翡翠项链	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:9] 物品:金手镯	怪物:285532A0白野猪8	地图:H204	X:45	Y:50 
[2024/8/17 21:20:13] 物品:强效太阳水	怪物:182C10E0尸王8	地图:H201	X:93	Y:63 
[2024/8/17 21:20:13] 物品:强效太阳水	怪物:182C10E0尸王8	地图:H201	X:93	Y:63 
[2024/8/17 21:20:13] 物品:强效太阳水	怪物:182C10E0尸王8	地图:H201	X:93	Y:63 
[2024/8/17 21:20:13] 物品:强效太阳水	怪物:182C10E0尸王8	地图:H201	X:93	Y:63 
[2024/8/17 21:20:13] 物品:强效太阳水	怪物:182C10E0尸王8	地图:H201	X:93	Y:63 
[2024/8/17 21:20:13] 物品:强效金创药	怪物:182C10E0尸王8	地图:H201	X:93	Y:63 
[2024/8/17 21:20:13] 物品:强效金创药	怪物:182C10E0尸王8	地图:H201	X:93	Y:63 
[2024/8/17 21:20:13] 物品:强效魔法药	怪物:182C10E0尸王8	地图:H201	X:93	Y:63 
[2024/8/17 21:20:13] 物品:强效魔法药	怪物:182C10E0尸王8	地图:H201	X:93	Y:63 
[2024/8/17 21:20:13] 物品:骷髅戒指	怪物:182C10E0尸王8	地图:H201	X:93	Y:63 
[2024/8/17 21:20:13] 物品:蛇眼戒指	怪物:182C10E0尸王8	地图:H201	X:93	Y:63 
[2024/8/17 21:20:13] 物品:生铁戒指	怪物:182C10E0尸王8	地图:H201	X:93	Y:63 
[2024/8/17 21:20:13] 物品:黑檀手镯	怪物:182C10E0尸王8	地图:H201	X:93	Y:63 
[2024/8/17 21:20:14] 物品:强效金创药	怪物:2F13EE70魔龙巨蛾	地图:H006	X:55	Y:35 
[2024/8/17 21:20:14] 物品:避魂靴	怪物:2F13EE70魔龙巨蛾	地图:H006	X:55	Y:35 
[2024/8/17 21:20:23] 物品:强效金创药	怪物:1F139100魔龙射手	地图:H006	X:55	Y:40 
[2024/8/17 21:20:30] 物品:强效太阳水	怪物:036DAAB0尸王8	地图:H201	X:94	Y:63 
[2024/8/17 21:20:30] 物品:强效太阳水	怪物:036DAAB0尸王8	地图:H201	X:94	Y:63 
[2024/8/17 21:20:30] 物品:强效太阳水	怪物:036DAAB0尸王8	地图:H201	X:94	Y:63 
[2024/8/17 21:20:30] 物品:强效太阳水	怪物:036DAAB0尸王8	地图:H201	X:94	Y:63 
[2024/8/17 21:20:30] 物品:强效太阳水	怪物:036DAAB0尸王8	地图:H201	X:94	Y:63 
[2024/8/17 21:20:30] 物品:强效金创药	怪物:036DAAB0尸王8	地图:H201	X:94	Y:63 
[2024/8/17 21:20:30] 物品:强效金创药	怪物:036DAAB0尸王8	地图:H201	X:94	Y:63 
[2024/8/17 21:20:30] 物品:强效魔法药	怪物:036DAAB0尸王8	地图:H201	X:94	Y:63 
[2024/8/17 21:20:30] 物品:强效魔法药	怪物:036DAAB0尸王8	地图:H201	X:94	Y:63 
[2024/8/17 21:20:30] 物品:蛇眼戒指	怪物:036DAAB0尸王8	地图:H201	X:94	Y:63 
[2024/8/17 21:20:30] 物品:黑檀手镯	怪物:036DAAB0尸王8	地图:H201	X:94	Y:63 
[2024/8/17 21:20:30] 物品:魔力手镯	怪物:036DAAB0尸王8	地图:H201	X:94	Y:63 
[2024/8/17 21:20:30] 物品:半月弯刀	怪物:036DAAB0尸王8	地图:H201	X:94	Y:63 
[2024/8/17 21:20:33] 物品:太阳水	怪物:1DEC35D0黑野猪8	地图:H002	X:284	Y:130 
[2024/8/17 21:20:39] 物品:金创药(小量)	怪物:2781E460僵尸4	地图:H201	X:92	Y:68 
[2024/8/17 21:20:41] 物品:骷髅头盔	怪物:2F3F4760祖玛弓箭手	地图:H204	X:40	Y:63 
[2024/8/17 21:20:47] 物品:修罗	怪物:183D7AD0祖玛弓箭手8	地图:H204	X:32	Y:67 
[2024/8/17 21:20:47] 物品:强效太阳水	怪物:0DCE2210尸王8	地图:H201	X:88	Y:73 
[2024/8/17 21:20:47] 物品:强效太阳水	怪物:0DCE2210尸王8	地图:H201	X:88	Y:73 
[2024/8/17 21:20:47] 物品:强效太阳水	怪物:0DCE2210尸王8	地图:H201	X:88	Y:73 
[2024/8/17 21:20:47] 物品:强效太阳水	怪物:0DCE2210尸王8	地图:H201	X:88	Y:73 
[2024/8/17 21:20:47] 物品:强效太阳水	怪物:0DCE2210尸王8	地图:H201	X:88	Y:73 
[2024/8/17 21:20:47] 物品:强效金创药	怪物:0DCE2210尸王8	地图:H201	X:88	Y:73 
[2024/8/17 21:20:47] 物品:强效金创药	怪物:0DCE2210尸王8	地图:H201	X:88	Y:73 
[2024/8/17 21:20:47] 物品:强效魔法药	怪物:0DCE2210尸王8	地图:H201	X:88	Y:73 
[2024/8/17 21:20:47] 物品:强效魔法药	怪物:0DCE2210尸王8	地图:H201	X:88	Y:73 
[2024/8/17 21:20:47] 物品:魅力戒指	怪物:0DCE2210尸王8	地图:H201	X:88	Y:73 
[2024/8/17 21:20:47] 物品:黑檀手镯	怪物:0DCE2210尸王8	地图:H201	X:88	Y:73 
[2024/8/17 21:20:47] 物品:魔力手镯	怪物:0DCE2210尸王8	地图:H201	X:88	Y:73 
[2024/8/17 21:20:47] 物品:烈火剑法	怪物:0DCE2210尸王8	地图:H201	X:88	Y:73 
[2024/8/17 21:20:48] 物品:凝霜	怪物:2965A420祖玛卫士8	地图:H204	X:33	Y:68 
[2024/8/17 21:20:48] 物品:道士手镯	怪物:2965A420祖玛卫士8	地图:H204	X:33	Y:68 
[2024/8/17 21:20:48] 物品:黑色水晶戒指	怪物:2965A420祖玛卫士8	地图:H204	X:33	Y:68 
[2024/8/17 21:20:48] 物品:金戒指	怪物:2965A420祖玛卫士8	地图:H204	X:33	Y:68 
[2024/8/17 21:20:49] 物品:魔法药(小量)	怪物:3080EE30僵尸3	地图:D401	X:161	Y:91 
[2024/8/17 21:20:57] 物品:魔法药(中量)	怪物:31E23500祖玛卫士8	地图:H204	X:24	Y:69 
[2024/8/17 21:20:57] 物品:修罗	怪物:31E23500祖玛卫士8	地图:H204	X:24	Y:69 
[2024/8/17 21:20:57] 物品:白色虎齿项链	怪物:31E23500祖玛卫士8	地图:H204	X:24	Y:69 
[2024/8/17 21:20:58] 物品:施毒术	怪物:1CA232E0恶灵尸王	地图:H201	X:83	Y:72 
[2024/8/17 21:20:59] 物品:金创药(小量)	怪物:056B6070僵尸5	地图:H201	X:13	Y:99 
[2024/8/17 21:21:5] 物品:金创药(小量)	怪物:245E5270僵尸4	地图:H201	X:15	Y:101 
[2024/8/17 21:21:5] 物品:黑色水晶戒指	怪物:19722E00祖玛卫士8	地图:H204	X:20	Y:79 
[2024/8/17 21:21:6] 物品:太阳水	怪物:19B9AAC0黑野猪8	地图:H002	X:100	Y:114 
[2024/8/17 21:21:8] 物品:金创药(小量)	怪物:056B6070僵尸5	地图:H201	X:13	Y:99 
[2024/8/17 21:21:10] 物品:精神力战法	怪物:059BE980僵尸1	地图:H201	X:82	Y:69 
[2024/8/17 21:21:17] 物品:太阳水	怪物:0DD57970黑色恶蛆8	地图:H001	X:18	Y:53 
[2024/8/17 21:21:19] 物品:强效太阳水	怪物:0DA80260尸王8	地图:H201	X:82	Y:70 
[2024/8/17 21:21:19] 物品:强效太阳水	怪物:0DA80260尸王8	地图:H201	X:82	Y:70 
[2024/8/17 21:21:19] 物品:强效太阳水	怪物:0DA80260尸王8	地图:H201	X:82	Y:70 
[2024/8/17 21:21:19] 物品:强效太阳水	怪物:0DA80260尸王8	地图:H201	X:82	Y:70 
[2024/8/17 21:21:19] 物品:强效太阳水	怪物:0DA80260尸王8	地图:H201	X:82	Y:70 
[2024/8/17 21:21:19] 物品:强效金创药	怪物:0DA80260尸王8	地图:H201	X:82	Y:70 
[2024/8/17 21:21:19] 物品:强效金创药	怪物:0DA80260尸王8	地图:H201	X:82	Y:70 
[2024/8/17 21:21:19] 物品:强效魔法药	怪物:0DA80260尸王8	地图:H201	X:82	Y:70 
[2024/8/17 21:21:19] 物品:强效魔法药	怪物:0DA80260尸王8	地图:H201	X:82	Y:70 
[2024/8/17 21:21:19] 物品:黑檀手镯	怪物:0DA80260尸王8	地图:H201	X:82	Y:70 
[2024/8/17 21:21:24] 物品:金创药(小量)	怪物:1BF08430僵尸5	地图:H201	X:19	Y:98 
[2024/8/17 21:21:25] 物品:强效太阳水	怪物:28E05350魔龙射手	地图:H006	X:91	Y:21 
[2024/8/17 21:21:25] 物品:强效太阳水	怪物:0D47F9E0祖玛卫士8	地图:H204	X:29	Y:31 
[2024/8/17 21:21:28] 物品:太阳水	怪物:2F1FF5A0黑野猪8	地图:H002	X:94	Y:115 
[2024/8/17 21:21:28] 物品:重盔甲(男)	怪物:0D7850C0祖玛卫士8	地图:H204	X:30	Y:31 
[2024/8/17 21:21:28] 物品:魔法长袍(男)	怪物:0D7850C0祖玛卫士8	地图:H204	X:30	Y:31 
[2024/8/17 21:21:32] 物品:强效太阳水	怪物:1BF2F5B0尸王8	地图:H201	X:85	Y:64 
[2024/8/17 21:21:32] 物品:强效太阳水	怪物:1BF2F5B0尸王8	地图:H201	X:85	Y:64 
[2024/8/17 21:21:32] 物品:强效太阳水	怪物:1BF2F5B0尸王8	地图:H201	X:85	Y:64 
[2024/8/17 21:21:32] 物品:强效太阳水	怪物:1BF2F5B0尸王8	地图:H201	X:85	Y:64 
[2024/8/17 21:21:32] 物品:强效太阳水	怪物:1BF2F5B0尸王8	地图:H201	X:85	Y:64 
[2024/8/17 21:21:32] 物品:强效金创药	怪物:1BF2F5B0尸王8	地图:H201	X:85	Y:64 
[2024/8/17 21:21:32] 物品:强效金创药	怪物:1BF2F5B0尸王8	地图:H201	X:85	Y:64 
[2024/8/17 21:21:32] 物品:强效魔法药	怪物:1BF2F5B0尸王8	地图:H201	X:85	Y:64 
