[2024/8/22 16:0:1] 物品:白金项链	怪物:1780B140祖玛弓箭手8	地图:H204	X:40	Y:57 
[2024/8/22 16:34:10] 物品:魔法药(中量)	怪物:203C7310白野猪8	地图:H204	X:52	Y:52 
[2024/8/22 16:34:10] 物品:强效魔法药	怪物:203C7310白野猪8	地图:H204	X:52	Y:52 
[2024/8/22 16:34:10] 物品:强效魔法药	怪物:203C7310白野猪8	地图:H204	X:52	Y:52 
[2024/8/22 16:34:10] 物品:强效魔法药	怪物:203C7310白野猪8	地图:H204	X:52	Y:52 
[2024/8/22 16:34:10] 物品:强效金创药	怪物:203C7310白野猪8	地图:H204	X:52	Y:52 
[2024/8/22 16:34:10] 物品:强效金创药	怪物:203C7310白野猪8	地图:H204	X:52	Y:52 
[2024/8/22 16:34:10] 物品:强效金创药	怪物:203C7310白野猪8	地图:H204	X:52	Y:52 
[2024/8/22 16:34:10] 物品:强效金创药	怪物:203C7310白野猪8	地图:H204	X:52	Y:52 
[2024/8/22 16:34:10] 物品:强效金创药	怪物:203C7310白野猪8	地图:H204	X:52	Y:52 
[2024/8/22 16:34:10] 物品:强效金创药	怪物:203C7310白野猪8	地图:H204	X:52	Y:52 
[2024/8/22 16:34:10] 物品:强效魔法药	怪物:203C7310白野猪8	地图:H204	X:52	Y:52 
[2024/8/22 16:34:10] 物品:强效魔法药	怪物:203C7310白野猪8	地图:H204	X:52	Y:52 
[2024/8/22 16:34:10] 物品:强效魔法药	怪物:203C7310白野猪8	地图:H204	X:52	Y:52 
[2024/8/22 16:34:10] 物品:强效魔法药	怪物:203C7310白野猪8	地图:H204	X:52	Y:52 
[2024/8/22 16:34:10] 物品:强效魔法药	怪物:203C7310白野猪8	地图:H204	X:52	Y:52 
[2024/8/22 16:34:10] 物品:强效魔法药	怪物:203C7310白野猪8	地图:H204	X:52	Y:52 
[2024/8/22 16:34:10] 物品:灵魂战衣(女)	怪物:203C7310白野猪8	地图:H204	X:52	Y:52 
[2024/8/22 16:34:17] 物品:强效太阳水	怪物:23FBB310尸王8	地图:H201	X:178	Y:128 
[2024/8/22 16:34:17] 物品:强效太阳水	怪物:23FBB310尸王8	地图:H201	X:178	Y:128 
[2024/8/22 16:34:17] 物品:强效太阳水	怪物:23FBB310尸王8	地图:H201	X:178	Y:128 
[2024/8/22 16:34:17] 物品:强效太阳水	怪物:23FBB310尸王8	地图:H201	X:178	Y:128 
[2024/8/22 16:34:17] 物品:强效太阳水	怪物:23FBB310尸王8	地图:H201	X:178	Y:128 
[2024/8/22 16:34:17] 物品:强效金创药	怪物:23FBB310尸王8	地图:H201	X:178	Y:128 
[2024/8/22 16:34:17] 物品:强效金创药	怪物:23FBB310尸王8	地图:H201	X:178	Y:128 
[2024/8/22 16:34:17] 物品:强效魔法药	怪物:23FBB310尸王8	地图:H201	X:178	Y:128 
[2024/8/22 16:34:17] 物品:强效魔法药	怪物:23FBB310尸王8	地图:H201	X:178	Y:128 
[2024/8/22 16:34:17] 物品:骷髅戒指	怪物:23FBB310尸王8	地图:H201	X:178	Y:128 
[2024/8/22 16:34:17] 物品:珊瑚戒指	怪物:23FBB310尸王8	地图:H201	X:178	Y:128 
[2024/8/22 16:34:17] 物品:珍珠戒指	怪物:23FBB310尸王8	地图:H201	X:178	Y:128 
[2024/8/22 16:34:17] 物品:魅力戒指	怪物:23FBB310尸王8	地图:H201	X:178	Y:128 
[2024/8/22 16:34:17] 物品:魔力手镯	怪物:23FBB310尸王8	地图:H201	X:178	Y:128 
[2024/8/22 16:34:17] 物品:偃月	怪物:25EA0010祖玛弓箭手83	地图:H008	X:26	Y:70 
[2024/8/22 16:34:20] 物品:强效太阳水	怪物:2CED5300尸王8	地图:H201	X:176	Y:128 
[2024/8/22 16:34:20] 物品:强效太阳水	怪物:2CED5300尸王8	地图:H201	X:176	Y:128 
[2024/8/22 16:34:20] 物品:强效太阳水	怪物:2CED5300尸王8	地图:H201	X:176	Y:128 
[2024/8/22 16:34:20] 物品:强效太阳水	怪物:2CED5300尸王8	地图:H201	X:176	Y:128 
[2024/8/22 16:34:20] 物品:强效太阳水	怪物:2CED5300尸王8	地图:H201	X:176	Y:128 
[2024/8/22 16:34:20] 物品:强效金创药	怪物:2CED5300尸王8	地图:H201	X:176	Y:128 
[2024/8/22 16:34:20] 物品:强效金创药	怪物:2CED5300尸王8	地图:H201	X:176	Y:128 
[2024/8/22 16:34:20] 物品:强效魔法药	怪物:2CED5300尸王8	地图:H201	X:176	Y:128 
[2024/8/22 16:34:20] 物品:强效魔法药	怪物:2CED5300尸王8	地图:H201	X:176	Y:128 
[2024/8/22 16:34:20] 物品:黑色水晶戒指	怪物:2CED5300尸王8	地图:H201	X:176	Y:128 
[2024/8/22 16:34:29] 物品:强效太阳水	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效太阳水	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效太阳水	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效太阳水	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效太阳水	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效太阳水	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效太阳水	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效太阳水	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效太阳水	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效太阳水	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:太阳水	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:太阳水	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:太阳水	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:太阳水	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:太阳水	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:太阳水	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:太阳水	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:太阳水	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:太阳水	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:太阳水	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:金创药(中量)	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:金创药(中量)	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:金创药(中量)	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效金创药	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效金创药	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效金创药	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:魔法药(中量)	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:魔法药(中量)	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:魔法药(中量)	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效魔法药	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效魔法药	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效魔法药	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效金创药	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效金创药	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效金创药	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效金创药	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效金创药	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效金创药	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效魔法药	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效魔法药	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效魔法药	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效魔法药	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效魔法药	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:强效魔法药	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:29] 物品:灯笼项链	怪物:25B84100白野猪8	地图:H204	X:48	Y:44 
[2024/8/22 16:34:36] 物品:金创药(小量)	怪物:23DE4970僵尸5	地图:H201	X:179	Y:130 
[2024/8/22 16:34:41] 物品:强效太阳水	怪物:28C4A270尸王8	地图:H201	X:176	Y:133 
[2024/8/22 16:34:41] 物品:强效太阳水	怪物:28C4A270尸王8	地图:H201	X:176	Y:133 
[2024/8/22 16:34:41] 物品:强效太阳水	怪物:28C4A270尸王8	地图:H201	X:176	Y:133 
[2024/8/22 16:34:41] 物品:强效太阳水	怪物:28C4A270尸王8	地图:H201	X:176	Y:133 
[2024/8/22 16:34:41] 物品:强效太阳水	怪物:28C4A270尸王8	地图:H201	X:176	Y:133 
[2024/8/22 16:34:41] 物品:强效金创药	怪物:28C4A270尸王8	地图:H201	X:176	Y:133 
[2024/8/22 16:34:41] 物品:强效金创药	怪物:28C4A270尸王8	地图:H201	X:176	Y:133 
[2024/8/22 16:34:41] 物品:强效魔法药	怪物:28C4A270尸王8	地图:H201	X:176	Y:133 
[2024/8/22 16:34:41] 物品:强效魔法药	怪物:28C4A270尸王8	地图:H201	X:176	Y:133 
[2024/8/22 16:34:41] 物品:蓝翡翠项链	怪物:28C4A270尸王8	地图:H201	X:176	Y:133 
[2024/8/22 16:34:41] 物品:黑檀手镯	怪物:28C4A270尸王8	地图:H201	X:176	Y:133 
[2024/8/22 16:34:41] 物品:魔力手镯	怪物:28C4A270尸王8	地图:H201	X:176	Y:133 
[2024/8/22 16:34:42] 物品:强效太阳水	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效太阳水	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效太阳水	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效太阳水	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效太阳水	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效太阳水	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效太阳水	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效太阳水	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效太阳水	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效太阳水	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:太阳水	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:太阳水	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:太阳水	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:太阳水	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:太阳水	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:太阳水	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:太阳水	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:太阳水	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:太阳水	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:太阳水	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:金创药(中量)	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:金创药(中量)	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:金创药(中量)	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效金创药	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效金创药	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效金创药	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:魔法药(中量)	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:魔法药(中量)	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:魔法药(中量)	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效魔法药	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效魔法药	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效魔法药	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效金创药	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效金创药	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效金创药	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效金创药	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效金创药	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效金创药	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效魔法药	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效魔法药	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效魔法药	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效魔法药	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效魔法药	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:强效魔法药	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:疾风药水	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:辟邪手镯	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:42] 物品:生铁戒指	怪物:28AADB30虹魔猪卫8	地图:H204	X:47	Y:47 
[2024/8/22 16:34:43] 物品:太阳水	怪物:25AECD50祖玛雕像83	地图:H008	X:36	Y:24 
[2024/8/22 16:34:43] 物品:珍珠戒指	怪物:25AECD50祖玛雕像83	地图:H008	X:36	Y:24 
[2024/8/22 16:34:56] 物品:太阳水	怪物:13B4F650祖玛雕像8	地图:H204	X:44	Y:46 
[2024/8/22 16:34:56] 物品:降妖除魔戒指	怪物:13B4F650祖玛雕像8	地图:H204	X:44	Y:46 
[2024/8/22 16:35:1] 物品:金创药(小量)	怪物:19B80520僵尸4	地图:H201	X:178	Y:144 
[2024/8/22 16:35:3] 物品:强效太阳水	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效太阳水	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效太阳水	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效太阳水	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效太阳水	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效太阳水	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效太阳水	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效太阳水	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效太阳水	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效太阳水	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:太阳水	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:太阳水	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:太阳水	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:太阳水	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:太阳水	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:太阳水	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:太阳水	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:太阳水	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:太阳水	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:太阳水	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:金创药(中量)	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:金创药(中量)	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:金创药(中量)	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效金创药	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效金创药	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效金创药	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:魔法药(中量)	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:魔法药(中量)	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:魔法药(中量)	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效魔法药	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效魔法药	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效魔法药	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效金创药	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效金创药	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效金创药	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效金创药	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效金创药	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效金创药	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效魔法药	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效魔法药	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效魔法药	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效魔法药	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效魔法药	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:强效魔法药	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:3] 物品:天珠项链	怪物:1B3C9900虹魔猪卫8	地图:H204	X:44	Y:47 
[2024/8/22 16:35:5] 物品:金手镯	怪物:2A960680祖玛卫士83	地图:H008	X:33	Y:24 
[2024/8/22 16:35:11] 物品:强效太阳水	怪物:25E2FC40虹魔蝎卫80	地图:H008	X:38	Y:23 
[2024/8/22 16:35:11] 物品:强效太阳水	怪物:25E2FC40虹魔蝎卫80	地图:H008	X:38	Y:23 
[2024/8/22 16:35:11] 物品:强效太阳水	怪物:25E2FC40虹魔蝎卫80	地图:H008	X:38	Y:23 
[2024/8/22 16:35:11] 物品:生命项链	怪物:25E2FC40虹魔蝎卫80	地图:H008	X:38	Y:23 
[2024/8/22 16:35:15] 物品:强效太阳水	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效太阳水	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效太阳水	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效太阳水	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效太阳水	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效太阳水	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效太阳水	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效太阳水	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效太阳水	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效太阳水	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:太阳水	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:太阳水	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:太阳水	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:太阳水	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:太阳水	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:太阳水	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:太阳水	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:太阳水	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:太阳水	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:太阳水	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:金创药(中量)	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:金创药(中量)	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:金创药(中量)	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效金创药	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效金创药	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效金创药	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:魔法药(中量)	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:魔法药(中量)	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:魔法药(中量)	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效魔法药	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效魔法药	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效魔法药	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效金创药	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效金创药	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效金创药	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效金创药	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效金创药	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效金创药	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效魔法药	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效魔法药	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效魔法药	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
[2024/8/22 16:35:15] 物品:强效魔法药	怪物:126F7010白野猪8	地图:H204	X:43	Y:50 
